##NAMES=Skutterudite
##RRUFFID=R070528
##IDEAL CHEMISTRY=Co^3+^As_3_
##LOCALITY=Cobalt, Coleman Township, Timiskamig County, Ontario, Canada
##OWNER=RRUFF
##SOURCE=James Shigley
##DESCRIPTION=Silver-grey metallic massive and radiating prismatic crystals
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.
##URL=rruff.info/R070528
##MEASURED CHEMISTRY=(Co_0.82_Fe_0.12_Ni_0.09_)_Σ=1.03_(As_2.99_S_0.01_)_Σ=3.00_ ; (Note: dark phase is lollingite, (Fe_0.69_Co_0.23_Ni_0.11_)_Σ=1.03_(As_1.98_S_0.01_)_Σ=2.00_) Bright spots are native bismuth
750.5715, 99.48878
751.0536, 99.22474
751.5357, 99.22899
752.0178, 99.54914
752.4999, 99.47340
752.9821, 98.93924
753.4642, 98.41667
753.9463, 98.41508
754.4284, 98.73338
754.9105, 99.01920
755.3926, 99.24474
755.8748, 99.27589
756.3569, 98.83128
756.8390, 98.26854
757.3211, 97.87803
757.8032, 97.64084
758.2853, 97.77796
758.7675, 98.60313
759.2496, 99.48190
759.7318, 99.78282
760.2139, 99.40404
760.6960, 99.19997
761.1781, 99.23705
761.6602, 99.46939
762.1423, 100.0871
762.6245, 100.8379
763.1066, 101.0242
763.5887, 100.3340
764.0708, 99.61844
764.5529, 99.66008
765.0350, 99.93830
765.5172, 99.83482
765.9993, 98.47138
766.4814, 97.73972
766.9635, 97.94189
767.4456, 98.64927
767.9277, 99.43627
768.4099, 100.3999
768.8920, 100.7600
769.3741, 100.2676
769.8562, 99.44132
770.3383, 98.85008
770.8204, 98.53921
771.3026, 98.68511
771.7847, 99.59104
772.2668, 100.4992
772.7489, 100.8679
773.2310, 100.9131
773.7131, 100.9695
774.1953, 101.4274
774.6774, 101.4623
775.1595, 100.7394
775.6416, 99.70677
776.1237, 99.24922
776.6058, 99.45910
777.0880, 99.48444
777.5701, 99.00123
778.0522, 98.46081
778.5343, 98.70570
779.0164, 99.53240
779.4985, 100.3640
779.9807, 101.0435
780.4628, 101.5486
780.9449, 101.8635
781.4270, 101.9892
781.9091, 101.9360
782.3912, 101.6208
782.8734, 101.2011
783.3555, 100.5267
783.8376, 99.84190
784.3197, 99.91943
784.8018, 100.8525
785.2839, 101.4176
785.7661, 101.1146
786.2482, 100.4201
786.7303, 100.0340
787.2124, 99.91338
787.6945, 99.92439
788.1766, 100.0863
788.6588, 100.2841
789.1409, 100.4844
789.6230, 100.6763
790.1051, 100.8433
790.5872, 101.1248
791.0693, 101.1406
791.5515, 100.6817
792.0336, 99.97838
792.5157, 99.76979
792.9978, 100.0590
793.4799, 100.2694
793.9620, 100.0750
794.4442, 99.82084
794.9263, 100.2610
795.4084, 101.0793
795.8905, 101.4018
796.3726, 99.92619
796.8547, 98.82463
797.3369, 99.46920
797.8190, 101.2650
798.3011, 102.0632
798.7832, 101.3015
799.2653, 100.5988
799.7474, 100.3353
800.2296, 100.3918
800.7117, 100.4311
801.1938, 100.4659
801.6759, 100.6529
802.1580, 101.2262
802.6401, 101.8033
803.1223, 101.8788
803.6044, 101.5990
804.0865, 101.3447
804.5686, 101.1760
805.0507, 101.1465
805.5328, 101.3904
806.0150, 101.7804
806.4971, 101.9763
806.9792, 101.9170
807.4613, 101.8671
807.9434, 101.9193
808.4255, 102.0023
808.9077, 101.9622
809.3898, 101.8077
809.8719, 101.5706
810.3540, 101.0443
810.8361, 100.6730
811.3182, 101.0604
811.8004, 101.8595
812.2825, 101.2716
812.7646, 101.7051
813.2467, 101.9464
813.7288, 102.0057
814.2109, 101.3378
814.6931, 101.6089
815.1752, 101.5037
815.6573, 101.3830
816.1394, 101.7862
816.6215, 101.2241
817.1037, 101.6190
817.5858, 101.6319
818.0679, 102.1185
818.5500, 101.9878
819.0322, 101.8742
819.5143, 101.7415
819.9964, 101.6579
820.4785, 101.7967
820.9606, 102.3609
821.4427, 102.7580
821.9249, 102.8669
822.4070, 102.7942
822.8891, 102.7326
823.3712, 102.6827
823.8533, 102.6528
824.3354, 102.6522
824.8176, 102.6596
825.2997, 102.7544
825.7818, 102.8198
826.2639, 102.6533
826.7460, 101.9132
827.2281, 101.2686
827.7103, 100.7301
828.1924, 100.4297
828.6745, 100.6350
829.1566, 101.5247
829.6387, 102.1803
830.1208, 102.4248
830.6030, 102.4806
831.0851, 102.7382
831.5672, 103.0778
832.0493, 103.1124
832.5314, 102.5808
833.0135, 102.1431
833.4957, 102.3390
833.9778, 102.8499
834.4599, 103.3070
834.9420, 103.7565
835.4241, 103.9556
835.9063, 103.8400
836.3884, 103.5544
836.8705, 103.1851
837.3526, 102.7419
837.8347, 102.6111
838.3168, 102.8811
838.7990, 103.2364
839.2811, 103.3303
839.7632, 103.3092
840.2453, 103.3990
840.7274, 103.7076
841.2095, 103.9042
841.6917, 103.7654
842.1738, 103.5460
842.6559, 103.4420
843.1380, 103.4775
843.6201, 103.5340
844.1022, 103.6012
844.5844, 103.7254
845.0665, 104.0302
845.5486, 104.4208
846.0307, 104.6314
846.5128, 104.6389
846.9949, 104.5298
847.4771, 104.2443
847.9592, 103.9513
848.4413, 103.8262
848.9234, 103.9566
849.4055, 103.8107
849.8876, 103.0552
850.3698, 102.5443
850.8519, 102.9727
851.3340, 104.2261
851.8161, 104.7366
852.2982, 104.5080
852.7803, 104.1958
853.2625, 104.3770
853.7446, 104.6571
854.2267, 104.5219
854.7088, 104.0007
855.1909, 103.6836
855.6730, 104.2912
856.1552, 104.5619
856.6373, 103.7549
857.1194, 102.1018
857.6015, 101.5734
858.0836, 102.2972
858.5657, 103.1694
859.0479, 103.7198
859.5300, 104.0552
860.0121, 104.3152
860.4942, 104.5246
860.9763, 104.7675
861.4584, 105.3213
861.9406, 105.6708
862.4227, 105.3671
862.9048, 104.6439
863.3869, 104.3915
863.8690, 104.9630
864.3511, 105.0575
864.8333, 104.1450
865.3154, 102.8732
865.7975, 102.6968
866.2796, 103.3925
866.7617, 103.9679
867.2438, 103.9732
867.7260, 103.9284
868.2081, 104.3748
868.6902, 104.9880
869.1723, 105.2710
869.6544, 104.7849
870.1365, 104.4407
870.6187, 104.3614
871.1008, 104.3563
871.5829, 104.0711
872.0650, 103.5362
872.5471, 103.4560
873.0292, 104.0277
873.5114, 104.5946
873.9935, 104.3873
874.4756, 103.8162
874.9577, 103.3999
875.4399, 103.2743
875.9220, 103.1855
876.4041, 103.0631
876.8862, 102.9669
877.3683, 102.9568
877.8505, 103.0600
878.3326, 103.0212
878.8147, 102.8137
879.2968, 102.6510
879.7789, 102.7352
880.2610, 102.9804
880.7432, 103.2621
881.2253, 103.5704
881.7074, 103.9027
882.1895, 104.6482
882.6716, 105.0586
883.1537, 104.4659
883.6359, 102.9615
884.1180, 102.2260
884.6001, 102.4062
885.0822, 102.7311
885.5643, 102.9289
886.0464, 102.9612
886.5286, 102.4661
887.0107, 101.6469
887.4928, 101.3398
887.9749, 102.7598
888.4570, 104.0264
888.9391, 103.9213
889.4213, 102.8803
889.9034, 102.3833
890.3855, 102.6445
890.8676, 103.0666
891.3497, 103.6465
891.8318, 104.1627
892.3140, 104.1057
892.7961, 103.6122
893.2782, 103.2049
893.7603, 103.0174
894.2424, 103.0190
894.7245, 103.3822
895.2067, 103.8385
895.6888, 104.0612
896.1709, 103.9409
896.6530, 103.6131
897.1351, 102.8802
897.6172, 102.2543
898.0994, 102.4747
898.5815, 103.3791
899.0636, 103.7327
899.5457, 103.3976
900.0278, 102.8766
900.5099, 102.4131
900.9921, 102.0637
901.4742, 101.8315
901.9563, 101.6933
902.4384, 101.9565
902.9205, 103.0374
903.4026, 103.9320
903.8848, 104.0697
904.3669, 103.5649
904.8490, 103.4421
905.3311, 103.6861
905.8132, 103.8837
906.2953, 103.6619
906.7775, 103.3668
907.2596, 103.3386
907.7417, 103.5316
908.2238, 103.7687
908.7059, 104.2323
909.1880, 104.4254
909.6702, 104.1436
910.1523, 103.5983
910.6344, 103.2673
911.1165, 103.1490
911.5986, 103.1781
912.0807, 103.3913
912.5629, 103.6104
913.0450, 103.4537
913.5271, 103.2287
914.0092, 103.4533
914.4913, 104.9108
914.9734, 105.6171
915.4556, 104.7615
915.9377, 103.5487
916.4198, 103.0968
916.9019, 103.4611
917.3840, 103.5641
917.8661, 103.3220
918.3483, 103.0943
918.8304, 103.3243
919.3125, 103.6899
919.7946, 103.7191
920.2767, 103.3612
920.7589, 103.2019
921.2410, 103.6653
921.7231, 104.1132
922.2052, 104.3433
922.6873, 104.3501
923.1694, 103.9547
923.6516, 103.1422
924.1337, 102.5406
924.6158, 102.4836
925.0979, 102.7946
925.5800, 103.5562
926.0621, 104.4901
926.5443, 104.9104
927.0264, 103.8850
927.5085, 103.2015
927.9906, 103.3317
928.4727, 103.9021
928.9548, 104.3883
929.4370, 104.7986
929.9191, 104.8333
930.4012, 104.3772
930.8833, 103.8130
931.3654, 103.4162
931.8475, 103.2464
932.3297, 103.4480
932.8118, 104.1904
933.2939, 104.7693
933.7761, 105.1283
934.2582, 105.1553
934.7403, 104.5896
935.2224, 103.3960
935.7045, 103.0993
936.1866, 103.7251
936.6688, 104.4465
937.1509, 104.7909
937.6330, 104.8436
938.1151, 104.4732
938.5972, 103.8256
939.0793, 103.6102
939.5615, 104.6756
940.0436, 105.4148
940.5257, 105.3022
941.0078, 104.6780
941.4899, 104.4795
941.9720, 104.6881
942.4542, 104.7830
942.9363, 104.5747
943.4184, 104.2984
943.9005, 104.1558
944.3826, 104.1263
944.8647, 104.2031
945.3469, 104.6282
945.8290, 104.6463
946.3111, 103.9392
946.7932, 103.1632
947.2753, 102.8977
947.7574, 103.1187
948.2396, 103.4722
948.7217, 103.9492
949.2038, 104.1613
949.6859, 103.3125
950.1680, 102.4336
950.6501, 102.7045
951.1323, 104.0886
951.6144, 104.7729
952.0965, 104.0865
952.5786, 103.4757
953.0607, 103.3893
953.5428, 103.6701
954.0250, 103.9188
954.5071, 104.1237
954.9892, 104.2126
955.4713, 104.1114
955.9534, 103.9603
956.4355, 103.8070
956.9177, 103.6901
957.3998, 103.6739
957.8819, 103.9119
958.3640, 103.9380
958.8461, 103.6352
959.3282, 103.3384
959.8104, 103.5006
960.2925, 103.9665
960.7746, 104.1425
961.2567, 103.9838
961.7388, 103.9133
962.2209, 104.3156
962.7031, 104.8068
963.1852, 105.1972
963.6673, 105.4601
964.1494, 105.3885
964.6315, 104.8792
965.1136, 104.3846
965.5958, 104.0583
966.0779, 103.8692
966.5600, 103.6885
967.0421, 103.5864
967.5242, 103.7781
968.0063, 104.8252
968.4885, 105.5210
968.9706, 104.9656
969.4527, 104.0622
969.9348, 103.9557
970.4169, 104.8621
970.8990, 105.5909
971.3812, 106.1188
971.8633, 106.2122
972.3454, 105.2166
972.8275, 103.8376
973.3096, 103.1183
973.7917, 103.1567
974.2739, 103.3838
974.7560, 103.9189
975.2381, 104.2265
975.7202, 103.8905
976.2023, 103.1706
976.6844, 103.6020
977.1666, 105.1698
977.6487, 106.3070
978.1308, 106.1845
978.6129, 105.6553
979.0950, 105.6320
979.5771, 105.8133
980.0593, 105.7040
980.5414, 104.6679
981.0235, 104.1190
981.5056, 104.3190
981.9877, 104.7080
982.4698, 104.7085
982.9520, 104.3822
983.4341, 104.1172
983.9162, 103.9374
984.3983, 103.7598
984.8804, 103.1626
985.3625, 102.8467
985.8447, 103.6305
986.3268, 105.4407
986.8089, 106.3655
987.2910, 106.1646
987.7731, 105.7037
988.2552, 105.1516
988.7374, 104.6512
989.2195, 104.5058
989.7016, 104.6546
990.1837, 104.9814
990.6658, 105.6624
991.1479, 106.0878
991.6301, 105.7337
992.1122, 105.1764
992.5944, 104.9888
993.0765, 105.2528
993.5586, 105.4341
994.0407, 105.5122
994.5228, 105.6242
995.0049, 106.1216
995.4871, 106.5741
995.9692, 106.2268
996.4513, 105.1948
996.9334, 104.4533
997.4155, 104.3546
997.8976, 104.5749
998.3798, 105.2115
998.8619, 105.9911
999.3440, 106.1002
999.8261, 105.6429
1000.308, 105.7236
1000.790, 106.8660
1001.272, 107.8135
1001.755, 107.3035
1002.237, 106.1608
1002.719, 105.2235
1003.201, 104.5540
1003.683, 104.2876
1004.165, 104.5265
1004.647, 104.9087
1005.129, 105.1798
1005.612, 105.4177
1006.094, 106.0128
1006.576, 106.8395
1007.058, 107.3292
1007.540, 106.9410
1008.022, 106.4275
1008.504, 106.0052
1008.986, 105.6904
1009.468, 105.4975
1009.951, 105.4229
1010.433, 105.5663
1010.915, 106.0015
1011.397, 106.3788
1011.879, 106.1829
1012.361, 105.7602
1012.843, 105.4970
1013.325, 105.4434
1013.807, 105.6533
1014.290, 106.4719
1014.772, 107.0326
1015.254, 106.8246
1015.736, 106.0947
1016.218, 105.8712
1016.700, 106.0854
1017.182, 106.3500
1017.664, 106.6314
1018.147, 106.7264
1018.629, 106.3006
1019.111, 105.6890
1019.593, 105.4070
1020.075, 105.5710
1020.557, 105.7709
1021.039, 106.0095
1021.521, 106.2059
1022.003, 106.1593
1022.486, 106.0697
1022.968, 106.3962
1023.450, 107.1128
1023.932, 107.6429
1024.414, 107.7383
1024.896, 107.6198
1025.378, 107.3483
1025.860, 106.9365
1026.343, 106.2992
1026.825, 105.4825
1027.307, 104.9954
1027.789, 104.9960
1028.271, 105.3050
1028.753, 106.0603
1029.235, 106.8739
1029.717, 107.2559
1030.199, 106.9532
1030.682, 106.9512
1031.164, 107.3843
1031.646, 107.7427
1032.128, 107.6742
1032.610, 107.3138
1033.092, 106.8112
1033.574, 106.2898
1034.056, 106.2211
1034.539, 107.6056
1035.021, 108.5058
1035.503, 107.9270
1035.985, 106.7944
1036.467, 106.3078
1036.949, 106.4851
1037.431, 106.7728
1037.913, 107.1276
1038.396, 107.4013
1038.878, 107.3450
1039.360, 107.2310
1039.842, 107.4114
1040.324, 107.9036
1040.806, 107.9778
1041.288, 107.3291
1041.770, 106.9309
1042.252, 107.1941
1042.734, 107.7451
1043.217, 107.8575
1043.699, 107.6242
1044.181, 107.2680
1044.663, 106.7554
1045.145, 106.3600
1045.627, 106.2333
1046.109, 106.2271
1046.591, 106.1951
1047.074, 106.1237
1047.556, 106.4848
1048.038, 107.2829
1048.520, 107.9830
1049.002, 108.0676
1049.484, 108.0363
1049.966, 108.4526
1050.448, 109.1024
1050.931, 109.3338
1051.413, 108.8046
1051.895, 108.5542
1052.377, 108.8298
1052.859, 109.0822
1053.341, 108.3229
1053.823, 107.1098
1054.305, 106.7993
1054.787, 107.5502
1055.270, 108.2489
1055.752, 108.4200
1056.234, 108.3900
1056.716, 108.2274
1057.198, 108.0050
1057.680, 108.0462
1058.162, 108.3338
1058.644, 108.6391
1059.126, 108.9823
1059.609, 109.0761
1060.091, 108.3869
1060.573, 107.4603
1061.055, 106.8821
1061.537, 106.6613
1062.019, 107.0797
1062.501, 108.3568
1062.983, 109.4719
1063.466, 109.6430
1063.948, 109.2559
1064.430, 108.9136
1064.912, 108.6237
1065.394, 108.4068
1065.876, 108.3380
1066.358, 108.2456
1066.840, 107.9814
1067.323, 107.8145
1067.805, 108.2271
1068.287, 109.0977
1068.769, 109.4409
1069.251, 109.1818
1069.733, 109.0053
1070.215, 109.6798
1070.697, 110.3307
1071.179, 110.2919
1071.661, 109.7071
1072.144, 109.1435
1072.626, 108.5569
1073.108, 108.3766
1073.590, 108.8185
1074.072, 109.3944
1074.554, 109.5021
1075.036, 109.3613
1075.518, 109.2882
1076.001, 109.4068
1076.483, 109.2258
1076.965, 108.5037
1077.447, 107.9303
1077.929, 107.9199
1078.411, 108.2838
1078.893, 108.4757
1079.375, 108.5641
1079.858, 108.7738
1080.340, 109.2921
1080.822, 109.8104
1081.304, 110.5416
1081.786, 110.9717
1082.268, 110.4085
1082.750, 108.8263
1083.232, 107.9101
1083.714, 107.6892
1084.197, 107.8035
1084.679, 108.0284
1085.161, 108.4571
1085.643, 109.4692
1086.125, 110.7307
1086.607, 111.2104
1087.089, 110.6734
1087.571, 110.0723
1088.054, 109.4800
1088.536, 109.1120
1089.018, 109.5371
1089.500, 110.1910
1089.982, 110.1038
1090.464, 109.1585
1090.946, 108.6266
1091.428, 109.0186
1091.911, 109.4214
1092.393, 109.5571
1092.875, 109.5232
1093.357, 109.5414
1093.839, 109.5882
1094.321, 109.5798
1094.803, 109.4622
1095.285, 109.3890
1095.767, 109.3770
1096.250, 109.4933
1096.732, 109.7708
1097.214, 110.2080
1097.696, 111.0379
1098.178, 112.2154
1098.660, 112.7530
1099.142, 111.6679
1099.624, 110.3260
1100.106, 109.6655
1100.589, 109.4708
1101.071, 109.3850
1101.553, 109.3375
1102.035, 109.6113
1102.517, 110.2929
1102.999, 110.8359
1103.481, 110.5847
1103.963, 110.0485
1104.446, 109.8749
1104.928, 110.0239
1105.410, 110.2404
1105.892, 110.5923
1106.374, 110.7833
1106.856, 110.7491
1107.338, 110.5850
1107.820, 110.2766
1108.302, 109.9716
1108.785, 110.1114
1109.267, 110.7436
1109.749, 111.2580
1110.231, 111.5233
1110.713, 111.4393
1111.195, 110.8607
1111.677, 110.0031
1112.159, 109.3724
1112.641, 108.9848
1113.124, 109.0116
1113.606, 109.6034
1114.088, 110.1500
1114.570, 110.1706
1115.052, 110.0371
1115.534, 110.0651
1116.016, 109.9861
1116.498, 110.2011
1116.981, 109.9169
1117.463, 109.7351
1117.945, 109.8149
1118.427, 110.0437
1118.909, 110.3399
1119.391, 110.6996
1119.873, 111.1742
1120.355, 112.0275
1120.838, 112.0861
1121.320, 111.1663
1121.802, 110.2383
1122.284, 110.0532
1122.766, 110.2303
1123.248, 110.2282
1123.730, 110.0990
1124.212, 109.9917
1124.694, 109.9801
1125.177, 109.9313
1125.659, 109.7692
1126.141, 109.7032
1126.623, 110.0710
1127.105, 110.6836
1127.587, 111.0082
1128.069, 111.0571
1128.551, 111.1379
1129.033, 111.7642
1129.516, 111.9084
1129.998, 111.0726
1130.480, 109.8679
1130.962, 109.2080
1131.444, 109.0805
1131.926, 109.5916
1132.408, 110.7954
1132.890, 111.6903
1133.373, 111.4012
1133.855, 110.8608
1134.337, 110.6130
1134.819, 110.5509
1135.301, 110.1458
1135.783, 109.4292
1136.265, 109.2880
1136.747, 110.0975
1137.229, 110.9416
1137.712, 110.8983
1138.194, 110.6369
1138.676, 110.8813
1139.158, 111.6452
1139.640, 111.7623
1140.122, 111.1598
1140.604, 110.6074
1141.086, 110.3920
1141.569, 110.4041
1142.051, 110.6954
1142.533, 111.0466
1143.015, 111.1447
1143.497, 110.8543
1143.979, 110.5816
1144.461, 110.2818
1144.943, 110.1941
1145.426, 110.7001
1145.908, 111.3100
1146.390, 111.0421
1146.872, 110.2961
1147.354, 109.9074
1147.836, 110.4755
1148.318, 110.8679
1148.800, 111.0239
1149.282, 111.0794
1149.765, 111.1374
1150.247, 111.1848
1150.729, 111.2864
1151.211, 111.3710
1151.693, 111.1528
1152.175, 109.9234
1152.657, 109.2726
1153.139, 109.6534
1153.621, 110.3595
1154.104, 110.5143
1154.586, 110.3011
1155.068, 110.3876
1155.550, 110.7824
1156.032, 111.0598
1156.514, 111.0066
1156.996, 110.7924
1157.478, 110.4359
1157.961, 110.0092
1158.443, 109.5396
1158.925, 109.0895
1159.407, 109.0586
1159.889, 109.5098
1160.371, 110.0930
1160.853, 110.8244
1161.335, 111.3792
1161.818, 111.5201
1162.300, 111.3990
1162.782, 111.4796
1163.264, 111.7345
1163.746, 111.8163
1164.228, 111.6216
1164.710, 111.4192
1165.192, 111.4197
1165.674, 111.4748
1166.156, 111.4760
1166.639, 111.4328
1167.121, 111.4477
1167.603, 111.5201
1168.085, 111.4073
1168.567, 110.9167
1169.049, 110.5654
1169.531, 111.0562
1170.013, 111.7306
1170.496, 111.8823
1170.978, 111.4917
1171.460, 111.2419
1171.942, 111.1480
1172.424, 110.8408
1172.906, 109.8797
1173.388, 109.1263
1173.870, 109.6935
1174.353, 110.8732
1174.835, 111.7934
1175.317, 112.4486
1175.799, 112.5075
1176.281, 111.8856
1176.763, 111.3624
1177.245, 111.5502
1177.727, 111.8723
1178.209, 111.6638
1178.692, 111.1349
1179.174, 110.6311
1179.656, 110.2113
1180.138, 109.6949
1180.620, 108.9789
1181.102, 108.6731
1181.584, 109.6426
1182.066, 110.9458
1182.548, 111.3249
1183.031, 111.0978
1183.513, 111.0590
1183.995, 111.6990
1184.477, 111.5520
1184.959, 110.3260
1185.441, 109.2132
1185.923, 109.3982
1186.405, 110.2446
1186.888, 111.1477
1187.370, 111.9598
1187.852, 112.1972
1188.334, 111.2666
1188.816, 110.9040
1189.298, 111.3865
1189.780, 112.0439
1190.262, 112.2049
1190.745, 112.0834
1191.227, 111.9125
1191.709, 111.7422
1192.191, 111.7567
1192.673, 112.2209
1193.155, 112.3670
1193.637, 111.9768
1194.119, 111.5617
1194.601, 111.9324
1195.084, 112.5831
1195.566, 112.5451
1196.048, 111.8464
1196.530, 111.6150
1197.012, 112.4729
1197.494, 112.9473
1197.976, 112.6546
1198.458, 112.1335
1198.941, 112.1744
1199.423, 112.4975
1199.905, 112.5451
1200.387, 112.4456
1200.869, 111.6971
1201.351, 111.9177
1201.833, 111.9563
1202.315, 111.2678
1202.797, 111.5182
1203.280, 111.3923
1203.762, 111.2510
1204.244, 111.6336
1204.726, 111.0509
1205.208, 111.4251
1205.690, 111.4174
1206.172, 111.5845
1206.654, 111.3729
1207.136, 111.2784
1207.619, 111.5625
1208.101, 111.6369
1208.583, 111.3818
1209.065, 111.5600
1209.547, 110.9640
1210.029, 113.1243
1210.511, 113.9611
1210.993, 113.6277
1211.476, 112.7970
1211.958, 112.7062
1212.440, 113.0171
1212.922, 113.1177
1213.404, 112.8395
1213.886, 112.6141
1214.368, 112.5334
1214.850, 112.3931
1215.333, 112.0161
1215.815, 111.6713
1216.297, 111.9899
1216.779, 112.6550
1217.261, 113.1028
1217.743, 113.1895
1218.225, 113.1316
1218.707, 112.9282
1219.189, 112.6555
1219.672, 112.2703
1220.154, 111.9344
1220.636, 111.9635
1221.118, 112.2506
1221.600, 112.6585
1222.082, 113.3092
1222.564, 113.4848
1223.046, 112.9766
1223.528, 112.5318
1224.011, 112.5305
1224.493, 112.8302
1224.975, 113.4618
1225.457, 114.1283
1225.939, 114.3155
1226.421, 113.7816
1226.903, 112.8962
1227.385, 111.3917
1227.868, 110.5383
1228.350, 111.4264
1228.832, 112.9442
1229.314, 113.6057
1229.796, 113.6038
1230.278, 113.1561
1230.760, 111.8415
1231.242, 111.5670
1231.724, 112.5544
1232.207, 113.5175
1232.689, 113.6878
1233.171, 113.4215
1233.653, 112.6271
1234.135, 111.9221
1234.617, 112.5910
1235.099, 115.7927
1235.581, 116.6279
1236.063, 114.7580
1236.546, 112.8403
1237.028, 112.5703
1237.510, 113.0395
1237.992, 113.6236
1238.474, 114.1593
1238.956, 114.3498
1239.438, 114.1593
1239.920, 113.7586
1240.403, 113.1362
1240.885, 112.5378
1241.367, 111.9395
1241.849, 111.6264
1242.331, 111.9806
1242.813, 112.7322
1243.295, 113.4779
1243.777, 114.2185
1244.260, 115.0148
1244.742, 115.8766
1245.224, 116.1807
1245.706, 115.0941
1246.188, 113.8089
1246.670, 112.9032
1247.152, 112.4331
1247.634, 112.4270
1248.116, 112.9092
1248.599, 113.6741
1249.081, 114.6762
1249.563, 115.3152
1250.045, 114.8015
1250.527, 114.3197
1251.009, 114.7549
1251.491, 115.3453
1251.973, 115.1983
1252.455, 114.3637
1252.938, 114.1339
1253.420, 114.4556
1253.902, 114.7982
1254.384, 114.9740
1254.866, 114.9827
1255.348, 114.7205
1255.830, 114.4002
1256.313, 114.1459
1256.795, 113.9884
1257.277, 114.2034
1257.759, 114.7227
1258.241, 115.1875
1258.723, 115.4677
1259.205, 115.6151
1259.687, 115.5928
1260.169, 115.5361
1260.651, 115.5558
1261.134, 115.6357
1261.616, 115.9785
1262.098, 116.3595
1262.580, 116.0229
1263.062, 113.1470
1263.544, 112.1062
1264.026, 113.8826
1264.508, 116.0188
1264.991, 116.4405
1265.473, 115.8138
1265.955, 115.0568
1266.437, 114.3611
1266.919, 114.2026
1267.401, 115.3215
1267.883, 115.7911
1268.365, 115.4453
1268.848, 115.0000
1269.330, 114.9880
1269.812, 115.2084
1270.294, 115.5207
1270.776, 115.8401
1271.258, 115.9636
1271.740, 115.8178
1272.222, 115.6524
1272.704, 115.4508
1273.187, 115.4084
1273.669, 115.9760
1274.151, 116.4480
1274.633, 115.9136
1275.115, 115.0052
1275.597, 114.7551
1276.079, 115.2932
1276.561, 115.7367
1277.043, 116.0797
1277.526, 116.3160
1278.008, 116.5147
1278.490, 116.5210
1278.972, 115.9362
1279.454, 115.3454
1279.936, 115.4885
1280.418, 116.3186
1280.900, 116.2121
1281.383, 115.3615
1281.865, 115.0112
1282.347, 116.3720
1282.829, 117.4884
1283.311, 117.7342
1283.793, 117.4772
1284.275, 116.7208
1284.757, 115.6998
1285.240, 115.5584
1285.722, 116.0314
1286.204, 116.2581
1286.686, 115.7034
1287.168, 115.2215
1287.650, 114.7830
1288.132, 114.7272
1288.614, 115.6211
1289.096, 116.8193
1289.578, 116.8565
1290.061, 116.2036
1290.543, 115.8389
1291.025, 115.4662
1291.507, 115.9450
1291.989, 116.2314
1292.471, 116.3358
1292.953, 115.7131
1293.435, 116.0294
1293.918, 115.9694
1294.400, 115.8939
1294.882, 116.3423
1295.364, 115.8254
1295.846, 116.2654
1296.328, 116.3235
1296.810, 116.5564
1297.292, 116.4107
1297.775, 116.3820
1298.257, 117.0677
1298.739, 117.3768
1299.221, 117.2178
1299.703, 116.6890
1300.185, 117.0506
1300.667, 118.1037
1301.149, 118.6125
1301.631, 117.9045
1302.114, 117.0887
1302.596, 116.6231
##END=



