##NAMES=Brianyoungite
##RRUFFID=R060431
##IDEAL CHEMISTRY=Zn^2+^_3_CO_3_(OH)_4_
##LOCALITY=Brownley Hill mine, Nenthead, Cumbria, England
##OWNER=RRUFF
##SOURCE=Michael Scott
##DESCRIPTION=Sprays of white bladed crystals, associated with colorless tabular or prismatic gypsum.
##STATUS=The identification of this mineral is not yet confirmed.
##URL=rruff.info/R060431
##MEASURED CHEMISTRY=EDS analysis shows the presence of Zn, with trace S.
683.0135, 373.7205
683.4957, 375.3690
683.9778, 377.1221
684.4599, 378.6394
684.9420, 379.6794
685.4241, 379.7961
685.9063, 379.0833
686.3884, 378.8403
686.8705, 379.7994
687.3526, 380.9581
687.8347, 381.9228
688.3168, 382.6958
688.7990, 383.2511
689.2811, 383.5331
689.7632, 383.7574
690.2453, 384.0710
690.7274, 384.4763
691.2095, 384.8272
691.6917, 385.0421
692.1738, 385.7202
692.6559, 387.7766
693.1380, 390.6390
693.6201, 393.4286
694.1022, 396.1061
694.5844, 398.1931
695.0665, 398.8226
695.5486, 398.8761
696.0307, 399.4885
696.5128, 401.0352
696.9949, 402.9816
697.4771, 405.2679
697.9592, 407.9114
698.4413, 410.9582
698.9234, 414.5089
699.4055, 418.1123
699.8876, 421.7899
700.3698, 425.3339
700.8519, 428.0179
701.3340, 429.9606
701.8161, 431.8561
702.2982, 434.6809
702.7803, 437.2415
703.2625, 438.0751
703.7446, 437.4021
704.2267, 436.3614
704.7088, 436.3065
705.1909, 435.2666
705.6730, 431.5747
706.1552, 424.8368
706.6373, 419.9982
707.1194, 417.8833
707.6015, 416.5384
708.0836, 415.0307
708.5657, 413.3578
709.0479, 411.5318
709.5300, 409.5124
710.0121, 407.5320
710.4942, 405.5307
710.9763, 403.7641
711.4584, 402.9504
711.9406, 403.2884
712.4227, 403.7465
712.9048, 403.4483
713.3869, 402.9332
713.8690, 402.7679
714.3511, 403.1864
714.8333, 403.7819
715.3154, 404.8347
715.7975, 405.8537
716.2796, 406.1937
716.7617, 405.3811
717.2438, 405.3245
717.7260, 406.2992
718.2081, 408.0682
718.6902, 410.6027
719.1723, 413.7548
719.6544, 416.0770
720.1365, 416.6620
720.6187, 416.9295
721.1008, 418.6230
721.5829, 421.3067
722.0650, 424.0101
722.5471, 425.9631
723.0292, 428.1724
723.5114, 431.4580
723.9935, 435.4178
724.4756, 438.2733
724.9577, 438.9052
725.4398, 440.0815
725.9219, 442.8037
726.4041, 446.7403
726.8862, 449.7501
727.3683, 451.7526
727.8504, 454.2255
728.3325, 458.5836
728.8146, 463.8677
729.2968, 467.9579
729.7789, 470.9281
730.2610, 473.5417
730.7431, 476.0049
731.2252, 478.5020
731.7073, 481.2935
732.1895, 484.4508
732.6716, 487.1687
733.1537, 489.3238
733.6358, 490.9536
734.1179, 492.0048
734.6000, 492.3698
735.0822, 492.9019
735.5643, 493.8798
736.0464, 494.0757
736.5285, 492.2619
737.0106, 488.7221
737.4927, 484.1876
737.9749, 478.6055
738.4570, 473.3384
738.9391, 470.2701
739.4212, 467.9222
739.9033, 464.5761
740.3854, 459.5021
740.8676, 454.3638
741.3497, 449.0876
741.8318, 444.3001
742.3139, 440.6320
742.7960, 438.7802
743.2781, 436.3438
743.7603, 433.0268
744.2424, 429.3078
744.7245, 425.6494
745.2066, 422.1299
745.6887, 419.2708
746.1708, 417.3247
746.6530, 415.7009
747.1351, 413.6772
747.6172, 411.4851
748.0993, 409.5479
748.5814, 407.7450
749.0635, 406.5417
749.5457, 406.7182
750.0278, 407.5054
750.5099, 407.2504
750.9920, 405.4199
751.4741, 403.5097
751.9562, 401.7355
752.4384, 400.1039
752.9205, 398.6954
753.4026, 397.5033
753.8847, 396.3921
754.3668, 395.2246
754.8489, 394.2224
755.3311, 393.8460
755.8132, 393.9163
756.2953, 393.9203
756.7774, 393.6372
757.2595, 393.2097
757.7416, 392.4113
758.2238, 391.4343
758.7059, 391.3041
759.1880, 392.9882
759.6701, 393.9951
760.1522, 393.3306
760.6343, 391.3963
761.1165, 390.3461
761.5986, 390.2178
762.0807, 390.2742
762.5628, 390.0857
763.0449, 389.8278
763.5270, 389.9646
764.0092, 390.3814
764.4913, 390.4669
764.9734, 389.3816
765.4555, 388.2868
765.9376, 388.0713
766.4197, 388.7671
766.9019, 388.8686
767.3840, 387.7265
767.8661, 386.8174
768.3482, 386.8912
768.8303, 387.8989
769.3124, 388.5817
769.7946, 388.9305
770.2767, 389.0196
770.7588, 388.6550
771.2409, 388.1537
771.7230, 388.2543
772.2051, 388.9382
772.6873, 389.3172
773.1694, 388.3245
773.6515, 387.2574
774.1336, 387.1957
774.6157, 388.5349
775.0978, 388.8629
775.5800, 387.2763
776.0621, 385.7944
776.5442, 385.8153
777.0263, 387.4426
777.5084, 388.0577
777.9905, 387.5651
778.4727, 387.0146
778.9548, 387.6906
779.4369, 388.7921
779.9190, 388.7813
780.4011, 387.4637
780.8832, 386.0898
781.3654, 385.0783
781.8475, 384.5117
782.3296, 384.4930
782.8117, 385.1726
783.2938, 386.1063
783.7759, 387.6936
784.2581, 388.9903
784.7402, 389.0721
785.2223, 387.9408
785.7044, 387.3019
786.1865, 387.2668
786.6686, 387.3477
787.1508, 386.8452
787.6329, 386.2406
788.1150, 386.3849
788.5971, 387.5192
789.0792, 388.6063
789.5613, 389.4804
790.0435, 389.8848
790.5256, 389.4635
791.0077, 387.5725
791.4898, 386.6331
791.9719, 386.9179
792.4540, 387.7088
792.9362, 388.3861
793.4183, 388.9739
793.9004, 389.8214
794.3825, 391.0464
794.8646, 391.8094
795.3467, 390.8803
795.8289, 389.1896
796.3110, 388.0473
796.7931, 387.8008
797.2752, 387.5279
797.7573, 386.7379
798.2394, 385.8927
798.7216, 385.3347
799.2037, 384.9588
799.6858, 385.2044
800.1679, 386.2238
800.6500, 387.5144
801.1321, 388.7687
801.6143, 389.9075
802.0964, 390.5962
802.5785, 390.7954
803.0606, 390.5211
803.5427, 389.1195
804.0248, 387.5880
804.5070, 387.1805
804.9891, 388.6782
805.4712, 389.5862
805.9533, 388.8080
806.4354, 387.6732
806.9175, 387.0869
807.3997, 387.1056
807.8818, 387.6218
808.3639, 388.8321
808.8460, 389.8029
809.3281, 389.0967
809.8102, 387.4395
810.2924, 386.8661
810.7745, 387.7706
811.2566, 388.5988
811.7387, 387.8560
812.2208, 386.7743
812.7029, 386.5207
813.1851, 387.7115
813.6672, 388.4992
814.1493, 388.5108
814.6314, 388.4384
815.1135, 388.9257
815.5956, 390.0146
816.0778, 390.5836
816.5599, 390.5314
817.0420, 390.4301
817.5241, 391.0926
818.0062, 391.9640
818.4883, 391.9774
818.9705, 390.8427
819.4526, 390.1859
819.9347, 391.3021
820.4168, 392.8012
820.8989, 393.7473
821.3810, 394.1696
821.8632, 393.6955
822.3453, 391.8983
822.8274, 390.1377
823.3095, 389.6382
823.7916, 390.1840
824.2737, 390.6862
824.7559, 391.0965
825.2380, 391.4890
825.7201, 392.0699
826.2022, 392.5694
826.6843, 392.6740
827.1664, 392.3141
827.6486, 391.9091
828.1307, 391.3659
828.6128, 390.9734
829.0949, 390.7645
829.5770, 390.6970
830.0591, 391.7662
830.5413, 394.2020
831.0234, 396.3378
831.5055, 396.5335
831.9876, 395.6877
832.4697, 395.7021
832.9518, 396.5765
833.4340, 397.1725
833.9161, 396.4697
834.3982, 395.5599
834.8803, 395.1046
835.3624, 395.1837
835.8445, 395.3350
836.3267, 395.5578
836.8088, 395.8827
837.2909, 396.6272
837.7730, 397.5273
838.2551, 396.3600
838.7372, 393.3076
839.2194, 391.2341
839.7015, 393.1100
840.1836, 396.0440
840.6657, 397.1022
841.1478, 396.5157
841.6299, 396.1424
842.1121, 396.9504
842.5942, 397.6485
843.0763, 397.7264
843.5584, 397.3192
844.0405, 397.1487
844.5226, 397.1965
845.0048, 397.5973
845.4869, 398.6393
845.9690, 399.8723
846.4511, 400.1822
846.9332, 399.8755
847.4153, 399.9645
847.8975, 401.8471
848.3796, 403.3161
848.8617, 402.9851
849.3438, 401.3467
849.8259, 400.1342
850.3080, 399.3772
850.7902, 399.1180
851.2723, 399.5368
851.7544, 400.2813
852.2365, 400.4747
852.7186, 400.2320
853.2007, 400.2281
853.6829, 400.8434
854.1650, 401.5638
854.6471, 401.8219
855.1292, 401.9049
855.6113, 402.2968
856.0934, 403.9640
856.5756, 404.7632
857.0577, 403.8435
857.5398, 402.4579
858.0219, 402.7531
858.5040, 404.8851
858.9861, 405.5779
859.4683, 403.9863
859.9504, 401.9321
860.4325, 401.8006
860.9146, 402.7446
861.3967, 403.2928
861.8788, 402.8278
862.3610, 402.6332
862.8431, 403.7618
863.3252, 405.0072
863.8073, 405.1572
864.2894, 403.6031
864.7715, 402.9139
865.2537, 403.2979
865.7358, 404.0098
866.2179, 404.5232
866.7000, 404.7632
867.1821, 404.3291
867.6642, 403.1469
868.1464, 402.2474
868.6285, 402.7231
869.1106, 403.4512
869.5927, 403.4280
870.0748, 402.2660
870.5569, 402.0299
871.0391, 403.1813
871.5212, 404.4105
872.0033, 405.0655
872.4854, 405.1388
872.9675, 404.1696
873.4496, 402.2504
873.9318, 401.1032
874.4139, 402.7310
874.8960, 405.0023
875.3781, 406.0073
875.8602, 405.8265
876.3423, 405.6706
876.8245, 405.8194
877.3066, 406.0313
877.7887, 406.1979
878.2708, 406.3931
878.7529, 407.1178
879.2350, 408.3765
879.7172, 409.1195
880.1993, 408.7090
880.6814, 407.7612
881.1635, 406.9083
881.6456, 406.1594
882.1277, 405.5310
882.6099, 405.1055
883.0920, 404.7121
883.5741, 403.8935
884.0562, 403.2679
884.5383, 404.1937
885.0204, 407.1165
885.5026, 408.6113
885.9847, 407.8038
886.4668, 406.1556
886.9489, 405.1540
887.4310, 404.9039
887.9131, 405.8712
888.3953, 408.8180
888.8774, 411.0817
889.3595, 411.0443
889.8416, 410.0250
890.3237, 409.2709
890.8058, 408.8611
891.2880, 408.5536
891.7701, 408.3112
892.2522, 408.2881
892.7343, 409.0258
893.2164, 410.0420
893.6985, 409.5699
894.1807, 407.5060
894.6628, 406.3044
895.1449, 408.9447
895.6270, 411.8572
896.1091, 412.3564
896.5912, 410.0545
897.0734, 408.7712
897.5555, 408.7285
898.0376, 409.2276
898.5197, 410.2060
899.0018, 411.3901
899.4839, 411.6031
899.9661, 411.0069
900.4482, 410.5449
900.9303, 411.1757
901.4124, 411.7063
901.8945, 411.2618
902.3766, 410.0738
902.8588, 408.8943
903.3409, 407.6911
903.8230, 406.7485
904.3051, 406.1136
904.7872, 405.7647
905.2693, 405.5763
905.7515, 405.5958
906.2336, 406.3109
906.7157, 408.3349
907.1978, 409.7399
907.6799, 407.6480
908.1620, 404.5183
908.6442, 403.3957
909.1263, 406.7437
909.6084, 408.8698
910.0905, 409.1904
910.5726, 408.8504
911.0547, 408.8074
911.5369, 409.0470
912.0190, 409.4301
912.5011, 409.9616
912.9832, 410.3278
913.4653, 410.2152
913.9474, 409.8545
914.4296, 409.3046
914.9117, 408.5530
915.3938, 408.3596
915.8759, 409.3207
916.3580, 410.1608
916.8401, 410.3725
917.3223, 410.0264
917.8044, 409.3605
918.2865, 408.4165
918.7686, 407.8541
919.2507, 408.4251
919.7328, 409.1959
920.2150, 408.9804
920.6971, 408.2523
921.1792, 408.1830
921.6613, 410.0749
922.1434, 411.3044
922.6255, 411.1576
923.1077, 410.5076
923.5898, 411.0254
924.0719, 412.6251
924.5540, 413.8258
925.0361, 414.3136
925.5182, 414.4145
926.0004, 414.3299
926.4825, 414.1100
926.9646, 413.8271
927.4467, 413.5362
927.9288, 412.9758
928.4109, 411.4526
928.8931, 410.4725
929.3752, 411.4531
929.8573, 414.3334
930.3394, 416.0604
930.8215, 416.6242
931.3036, 416.4920
931.7858, 415.3491
932.2679, 414.1621
932.7500, 414.0309
933.2321, 414.8537
933.7142, 415.4671
934.1964, 415.2429
934.6785, 415.3296
935.1606, 416.2207
935.6427, 417.5044
936.1248, 417.7611
936.6069, 417.0846
937.0891, 416.6429
937.5712, 416.8554
938.0533, 417.3786
938.5354, 417.9118
939.0175, 418.5215
939.4996, 419.2975
939.9818, 420.4037
940.4639, 421.5110
940.9460, 422.7632
941.4281, 423.7748
941.9102, 423.9190
942.3923, 423.3306
942.8745, 423.3239
943.3566, 424.0066
943.8387, 424.8743
944.3208, 425.3703
944.8029, 425.9664
945.2850, 427.3292
945.7672, 429.5393
946.2493, 430.8313
946.7314, 430.5563
947.2135, 430.3642
947.6956, 430.9724
948.1777, 432.1094
948.6599, 432.4758
949.1420, 432.3061
949.6241, 432.9410
950.1062, 435.3358
950.5883, 438.3553
951.0704, 441.7072
951.5526, 445.0401
952.0347, 447.5744
952.5168, 448.8027
952.9989, 450.2359
953.4810, 451.9889
953.9631, 453.9664
954.4453, 455.9205
954.9274, 457.9932
955.4095, 460.8336
955.8916, 464.5541
956.3737, 468.2765
956.8558, 471.1173
957.3380, 473.9549
957.8201, 477.4655
958.3022, 481.7018
958.7843, 486.2250
959.2664, 490.9364
959.7485, 496.2995
960.2307, 502.5075
960.7128, 509.5300
961.1949, 517.5797
961.6770, 526.4315
962.1591, 535.1144
962.6412, 543.4110
963.1234, 551.3075
963.6055, 558.2861
964.0876, 565.1262
964.5697, 573.2360
965.0518, 582.6862
965.5339, 592.7051
966.0161, 603.1387
966.4982, 614.5450
966.9803, 628.2703
967.4624, 643.2586
967.9445, 657.2871
968.4266, 669.9732
968.9088, 683.1799
969.3909, 698.3876
969.8730, 713.7047
970.3551, 728.5200
970.8372, 742.5826
971.3193, 756.0453
971.8015, 768.8312
972.2836, 779.9105
972.7657, 788.8077
973.2478, 795.4122
973.7299, 799.5495
974.2120, 801.3392
974.6942, 801.1560
975.1763, 797.7604
975.6584, 794.1600
976.1405, 790.8434
976.6226, 787.3910
977.1047, 783.0263
977.5869, 777.8219
978.0690, 772.5972
978.5511, 767.3620
979.0332, 763.4952
979.5153, 764.1229
979.9974, 765.3099
980.4796, 763.2531
980.9617, 757.0971
981.4438, 750.8506
981.9259, 744.4334
982.4080, 738.3544
982.8901, 733.3795
983.3723, 728.5731
983.8544, 720.5261
984.3365, 709.8625
984.8186, 699.1805
985.3007, 690.7818
985.7828, 681.5189
986.2650, 669.5150
986.7471, 655.6544
987.2292, 641.3896
987.7113, 626.3256
988.1934, 612.3868
988.6755, 599.8475
989.1577, 587.9519
989.6398, 575.7070
990.1219, 563.7335
990.6040, 553.2278
991.0861, 544.3350
991.5682, 536.2836
992.0504, 529.1693
992.5325, 522.4499
993.0146, 515.6738
993.4967, 509.1184
993.9788, 503.8275
994.4609, 499.8043
994.9431, 496.1063
995.4252, 492.4907
995.9073, 488.8189
996.3894, 484.6227
996.8715, 480.3224
997.3536, 476.5196
997.8358, 472.9135
998.3179, 470.7684
998.8000, 470.8016
999.2821, 471.1757
999.7642, 469.6957
1000.246, 466.8535
1000.728, 465.7643
1001.211, 466.4859
1001.693, 466.9084
1002.175, 464.8759
1002.657, 462.7441
1003.139, 462.3800
1003.621, 463.4906
1004.103, 463.5234
1004.585, 462.1603
1005.068, 460.8712
1005.550, 459.9544
1006.032, 459.5079
1006.514, 460.1672
1006.996, 461.3065
1007.478, 461.5665
1007.960, 460.0686
1008.442, 458.9598
1008.924, 459.4048
1009.407, 460.0323
1009.889, 459.8539
1010.371, 458.8245
1010.853, 458.2296
1011.335, 458.0633
1011.817, 458.5332
1012.299, 461.0455
1012.781, 463.1945
1013.263, 461.8086
1013.746, 458.0804
1014.228, 456.3599
1014.710, 458.4204
1015.192, 460.3978
1015.674, 461.8261
1016.156, 462.7856
1016.638, 463.2958
1017.120, 463.4594
1017.603, 463.5223
1018.085, 463.4899
1018.567, 463.6805
1019.049, 464.5038
1019.531, 465.4247
1020.013, 466.1500
1020.495, 466.6703
1020.977, 466.6181
1021.459, 465.8672
1021.942, 465.6826
1022.424, 467.0564
1022.906, 468.8512
1023.388, 469.4278
1023.870, 469.2812
1024.352, 469.3769
1024.834, 469.8654
1025.316, 470.9284
1025.799, 473.0191
1026.281, 475.0728
1026.763, 475.6147
1027.245, 474.9984
1027.727, 475.8394
1028.209, 478.2269
1028.691, 480.5674
1029.173, 481.3255
1029.656, 482.0724
1030.138, 484.1927
1030.620, 487.3170
1031.102, 489.2730
1031.584, 489.6653
1032.066, 490.4732
1032.548, 492.2293
1033.030, 494.5161
1033.512, 496.7953
1033.995, 499.1263
1034.477, 501.7169
1034.959, 504.8992
1035.441, 507.1842
1035.923, 507.4323
1036.405, 507.5661
1036.887, 508.5097
1037.369, 510.2371
1037.851, 512.8271
1038.334, 516.1588
1038.816, 519.4517
1039.298, 522.4601
1039.780, 525.0857
1040.262, 526.8134
1040.744, 528.2682
1041.226, 530.5953
1041.708, 533.6066
1042.191, 538.4249
1042.673, 545.5478
1043.155, 553.1334
1043.637, 559.2137
1044.119, 564.5684
1044.601, 570.3766
1045.083, 576.8284
1045.565, 583.9945
1046.047, 592.1824
1046.530, 600.8981
1047.012, 610.0929
1047.494, 619.5403
1047.976, 628.3923
1048.458, 636.8821
1048.940, 645.9162
1049.422, 655.7886
1049.904, 666.3215
1050.386, 677.3070
1050.869, 689.0565
1051.351, 702.1796
1051.833, 716.9618
1052.315, 731.2747
1052.797, 745.1592
1053.279, 758.5208
1053.761, 772.0626
1054.243, 784.8580
1054.726, 796.1042
1055.208, 805.3559
1055.690, 811.4470
1056.172, 814.3299
1056.654, 813.1827
1057.136, 807.9365
1057.618, 799.1663
1058.100, 787.4220
1058.583, 772.7331
1059.065, 754.5126
1059.547, 732.7955
1060.029, 710.6307
1060.511, 690.0460
1060.993, 670.3735
1061.475, 650.9442
1061.957, 632.1397
1062.439, 615.7545
1062.922, 601.9381
1063.404, 589.6569
1063.886, 578.8796
1064.368, 569.1425
1064.850, 559.5274
1065.332, 550.6373
1065.814, 543.4476
1066.296, 538.5910
1066.778, 533.7385
1067.261, 528.4208
1067.743, 523.4308
1068.225, 519.2224
1068.707, 515.6008
1069.189, 511.9337
1069.671, 508.3726
1070.153, 505.5265
1070.635, 504.2646
1071.118, 502.9911
1071.600, 501.0633
1072.082, 498.8502
1072.564, 496.5919
1073.046, 494.2459
1073.528, 492.7080
1074.010, 492.0348
1074.492, 491.5182
1074.974, 490.7177
1075.457, 489.7547
1075.939, 488.5650
1076.421, 487.2846
1076.903, 486.5009
1077.385, 486.7126
1077.867, 486.0176
1078.349, 483.8297
1078.831, 481.4059
1079.313, 480.1982
1079.796, 480.0106
1080.278, 480.8608
1080.760, 482.8363
1081.242, 484.0144
1081.724, 483.0713
1082.206, 481.9552
1082.688, 481.2189
1083.170, 480.8712
1083.652, 481.1223
1084.135, 481.8546
1084.617, 482.4507
1085.099, 482.6780
1085.581, 482.8273
1086.063, 483.0724
1086.545, 483.3338
1087.027, 483.4680
1087.509, 483.4142
1087.992, 484.0905
1088.474, 485.5621
1088.956, 486.8555
1089.438, 487.1135
1089.920, 487.1245
1090.402, 487.2802
1090.884, 487.8897
1091.366, 489.7333
1091.849, 494.3358
1092.331, 497.1631
1092.813, 497.6029
1093.295, 497.2687
1093.777, 497.6920
1094.259, 498.5262
1094.741, 499.5182
1095.223, 500.4397
1095.705, 499.9425
1096.188, 496.0903
1096.670, 492.5284
1097.152, 490.4030
1097.634, 488.8767
1098.116, 486.0907
1098.598, 482.3858
1099.080, 479.8430
1099.562, 478.8854
1100.044, 478.0017
1100.527, 476.1396
1101.009, 474.0621
1101.491, 472.1203
1101.973, 470.3713
1102.455, 469.4167
1102.937, 469.2809
1103.419, 468.8644
1103.901, 467.5977
1104.384, 466.4152
1104.866, 466.4588
1105.348, 467.0615
1105.830, 467.3984
1106.312, 467.1984
1106.794, 467.5236
1107.276, 468.6317
1107.758, 469.3154
1108.240, 468.4876
1108.723, 467.1376
1109.205, 466.8472
1109.687, 467.4330
1110.169, 468.4561
1110.651, 470.7753
1111.133, 471.9917
1111.615, 471.6117
1112.097, 470.7210
1112.579, 470.2965
1113.062, 470.1932
1113.544, 469.9181
1114.026, 469.4535
1114.508, 468.7997
1114.990, 467.2788
1115.472, 466.4063
1115.954, 466.9836
1116.436, 468.3146
1116.919, 469.6264
1117.401, 470.8809
1117.883, 471.0441
1118.365, 469.9494
1118.847, 469.2372
1119.329, 470.3602
1119.811, 472.0904
1120.293, 474.2252
1120.776, 476.2602
1121.258, 475.9648
1121.740, 473.0038
1122.222, 470.8506
1122.704, 470.3806
1123.186, 470.6304
1123.668, 470.6578
1124.150, 470.7946
1124.632, 471.7383
1125.115, 473.7616
1125.597, 473.8946
1126.079, 471.3647
1126.561, 469.5205
1127.043, 469.9885
1127.525, 471.3391
1128.007, 471.3272
1128.489, 470.4727
1128.971, 469.5963
1129.454, 468.7173
1129.936, 468.3893
1130.418, 468.8549
1130.900, 469.4504
1131.382, 469.9621
1131.864, 470.2232
1132.346, 469.3597
1132.828, 467.7980
1133.311, 466.8997
1133.793, 467.9123
1134.275, 468.6766
1134.757, 468.5023
1135.239, 468.1503
1135.721, 468.4101
1136.203, 469.1441
1136.685, 469.1244
1137.167, 468.4135
1137.650, 467.7530
1138.132, 467.8178
1138.614, 467.7597
1139.096, 466.7895
1139.578, 465.6827
1140.060, 465.6690
1140.542, 466.7675
1141.024, 467.3885
1141.506, 467.4008
1141.989, 467.2439
1142.471, 467.4537
1142.953, 467.4247
1143.435, 466.4261
1143.917, 464.8413
1144.399, 463.8936
1144.881, 463.6022
1145.363, 464.1005
1145.846, 465.5905
1146.328, 466.7245
1146.810, 465.2077
1147.292, 463.3362
1147.774, 463.7385
1148.256, 466.5173
1148.738, 467.8543
1149.220, 467.3606
1149.703, 466.7236
1150.185, 466.3677
1150.667, 466.1456
1151.149, 465.7389
1151.631, 465.4000
1152.113, 465.4794
1152.595, 466.0639
1153.077, 466.9642
1153.559, 468.4378
1154.042, 469.4257
1154.524, 469.3095
1155.006, 468.7431
1155.488, 468.9844
1155.970, 469.6651
1156.452, 470.0900
1156.934, 470.1177
1157.416, 469.7244
1157.898, 468.5968
1158.381, 467.7021
1158.863, 467.6018
1159.345, 468.1100
1159.827, 468.8856
1160.309, 469.8149
1160.791, 470.5837
1161.273, 471.2188
1161.755, 471.4286
1162.238, 471.0201
1162.720, 470.4106
1163.202, 469.7943
1163.684, 469.2325
1164.166, 469.1564
1164.648, 469.4404
1165.130, 469.5216
1165.612, 469.1781
1166.094, 468.4839
1166.577, 466.9411
1167.059, 465.5472
1167.541, 465.6461
1168.023, 466.9627
1168.505, 466.8705
1168.987, 465.4395
1169.469, 464.0487
1169.951, 463.4834
1170.433, 463.1464
1170.916, 462.7339
1171.398, 462.4177
1171.880, 462.5949
1172.362, 463.2218
1172.844, 463.2430
1173.326, 462.5940
1173.808, 461.6859
1174.290, 460.2276
1174.773, 459.2054
1175.255, 459.7528
1175.737, 460.9482
1176.219, 460.8595
1176.701, 459.4796
1177.183, 458.9512
1177.665, 459.5891
1178.147, 460.2809
1178.630, 460.2176
1179.112, 459.8260
1179.594, 459.2797
1180.076, 458.6574
1180.558, 458.1879
1181.040, 457.8768
1181.522, 457.3640
1182.004, 456.4962
1182.486, 455.9797
1182.969, 457.0266
1183.451, 458.2008
1183.933, 458.2141
1184.415, 457.1834
1184.897, 456.2101
1185.379, 455.2625
1185.861, 454.5921
1186.343, 454.2411
1186.825, 454.3021
1187.308, 455.1427
1187.790, 456.2509
1188.272, 457.4321
1188.754, 458.5997
1189.236, 457.9076
1189.718, 455.0388
1190.200, 453.5753
1190.682, 455.1326
1191.165, 457.1721
1191.647, 456.9772
1192.129, 455.8246
1192.611, 454.9896
1193.093, 454.6080
1193.575, 454.5602
1194.057, 454.8903
1194.539, 455.1709
1195.021, 455.1431
1195.504, 455.1674
1195.986, 455.8634
1196.468, 456.7364
1196.950, 457.0104
1197.432, 456.4169
1197.914, 456.8120
1198.396, 458.4054
1198.878, 459.5490
1199.360, 459.3864
1199.843, 458.4937
1200.325, 456.9487
1200.807, 455.3874
1201.289, 454.9097
1201.771, 456.0627
1202.253, 456.1217
1202.735, 454.9072
1203.217, 453.7877
1203.700, 453.3797
1204.182, 453.6606
1204.664, 455.1424
1205.146, 457.0903
1205.628, 458.3184
1206.110, 458.6136
1206.592, 458.4413
1207.074, 457.7067
1207.557, 457.0603
1208.039, 457.0020
1208.521, 457.1539
1209.003, 457.3974
1209.485, 457.4526
1209.967, 456.6429
1210.449, 454.0488
1210.931, 453.4154
1211.413, 455.0396
1211.896, 456.7207
1212.378, 456.3921
1212.860, 455.8066
1213.342, 457.4674
1213.824, 460.1161
1214.306, 460.9418
1214.788, 458.9657
1215.270, 458.2944
1215.752, 459.2188
1216.235, 459.8163
1216.717, 457.7334
1217.199, 455.4354
1217.681, 455.9048
1218.163, 457.9440
1218.645, 458.7192
1219.127, 457.7117
1219.609, 457.0503
1220.092, 456.8435
1220.574, 456.7683
1221.056, 456.6770
1221.538, 456.5014
1222.020, 455.7648
1222.502, 455.0095
1222.984, 455.5706
1223.466, 457.9259
1223.948, 459.2891
1224.431, 459.4525
1224.913, 459.1740
1225.395, 458.3463
1225.877, 457.9980
1226.359, 459.8865
1226.841, 462.6770
1227.323, 462.9632
1227.805, 460.1981
1228.287, 458.7382
1228.770, 458.9347
1229.252, 459.5944
1229.734, 460.0833
1230.216, 460.3634
1230.698, 460.1896
1231.180, 459.8414
1231.662, 459.9794
1232.144, 460.6482
1232.627, 461.1442
1233.109, 461.4068
1233.591, 461.5533
1234.073, 461.5258
1234.555, 461.5674
1235.037, 462.1285
1235.519, 462.7519
1236.001, 462.2203
1236.484, 460.5410
1236.966, 461.0027
1237.448, 463.8842
1237.930, 466.0847
1238.412, 464.7475
1238.894, 462.9265
1239.376, 462.2748
1239.858, 462.3021
1240.340, 462.3954
1240.823, 462.5121
1241.305, 461.8628
1241.787, 460.4313
1242.269, 459.8231
1242.751, 462.2106
1243.233, 464.2666
1243.715, 464.3365
1244.197, 463.4502
1244.679, 462.9061
1245.162, 462.7742
1245.644, 463.8076
1246.126, 465.9717
1246.608, 467.5011
1247.090, 466.8983
1247.572, 466.2245
1248.054, 466.1568
1248.536, 466.3426
1249.019, 466.1496
1249.501, 465.7733
1249.983, 465.8789
1250.465, 466.4939
1250.947, 467.2411
1251.429, 468.3600
1251.911, 468.9722
1252.393, 468.7531
1252.875, 468.2345
1253.358, 468.1161
1253.840, 468.2531
1254.322, 468.3458
1254.804, 468.3705
1255.286, 468.3493
1255.768, 468.1350
1256.250, 468.2114
1256.732, 468.7836
1257.214, 469.3479
1257.697, 469.0865
1258.179, 468.5199
1258.661, 468.6634
1259.143, 469.4058
1259.625, 469.4419
1260.107, 467.8853
1260.589, 467.8043
1261.071, 469.9770
1261.554, 472.2613
1262.036, 472.1636
1262.518, 471.0388
1263.000, 470.2519
1263.482, 469.8691
1263.964, 469.7514
1264.446, 470.0109
1264.928, 469.7706
1265.411, 468.8061
1265.893, 468.2477
1266.375, 469.4226
1266.857, 471.1603
1267.339, 472.8300
1267.821, 474.1579
1268.303, 474.3672
1268.785, 473.3015
1269.267, 473.3927
1269.750, 474.9424
1270.232, 476.2032
1270.714, 475.4481
1271.196, 474.4284
1271.678, 474.2225
1272.160, 474.5302
1272.642, 475.1536
1273.124, 476.0043
1273.606, 475.4359
1274.089, 473.4423
1274.571, 472.1424
1275.053, 473.4943
1275.535, 474.9690
1276.017, 475.7815
1276.499, 476.0712
1276.981, 475.7676
1277.463, 475.1080
1277.946, 475.0245
1278.428, 475.5251
1278.910, 476.2010
1279.392, 477.6147
1279.874, 477.9329
1280.356, 476.3089
1280.838, 474.6022
1281.320, 475.2610
1281.802, 477.1360
1282.285, 477.8824
1282.767, 477.5991
1283.249, 477.1760
1283.731, 476.7104
1284.213, 476.2517
1284.695, 475.6281
1285.177, 475.7002
