##NAMES=Brianyoungite
##RRUFFID=R060431
##IDEAL CHEMISTRY=Zn^2+^_3_CO_3_(OH)_4_
##LOCALITY=Brownley Hill mine, Nenthead, Cumbria, England
##OWNER=RRUFF
##SOURCE=Michael Scott
##DESCRIPTION=Sprays of white bladed crystals, associated with colorless tabular or prismatic gypsum.
##STATUS=The identification of this mineral is not yet confirmed.
##URL=rruff.info/R060431
##MEASURED CHEMISTRY=EDS analysis shows the presence of Zn, with trace S.
684.0547, 1722.678
684.5368, 1721.924
685.0189, 1719.986
685.5010, 1716.559
685.9832, 1713.656
686.4653, 1713.542
686.9474, 1715.536
687.4295, 1716.052
687.9116, 1713.205
688.3937, 1711.345
688.8759, 1713.267
689.3580, 1715.766
689.8401, 1714.968
690.3222, 1711.285
690.8043, 1708.361
691.2864, 1708.715
691.7686, 1710.804
692.2507, 1710.525
692.7328, 1707.261
693.2149, 1705.735
693.6970, 1707.595
694.1791, 1709.836
694.6613, 1710.109
695.1434, 1709.241
695.6255, 1709.243
696.1076, 1711.421
696.5897, 1712.404
697.0718, 1708.861
697.5540, 1704.319
698.0361, 1703.443
698.5182, 1706.089
699.0003, 1709.182
699.4824, 1710.928
699.9645, 1711.388
700.4467, 1710.309
700.9288, 1706.839
701.4109, 1705.155
701.8930, 1707.605
702.3751, 1709.270
702.8572, 1706.733
703.3394, 1702.185
703.8215, 1699.466
704.3036, 1699.753
704.7857, 1700.313
705.2678, 1699.433
705.7499, 1697.985
706.2321, 1697.071
706.7142, 1696.756
707.1963, 1696.877
707.6784, 1697.413
708.1605, 1697.920
708.6426, 1697.449
709.1248, 1695.679
709.6069, 1694.079
710.0890, 1692.270
710.5711, 1691.099
711.0532, 1691.765
711.5353, 1692.796
712.0175, 1691.893
712.4996, 1688.508
712.9817, 1685.608
713.4638, 1685.534
713.9459, 1686.720
714.4280, 1686.886
714.9102, 1686.188
715.3923, 1686.209
715.8744, 1687.736
716.3565, 1689.135
716.8386, 1687.528
717.3207, 1681.971
717.8029, 1680.323
718.2850, 1686.961
718.7671, 1692.153
719.2492, 1692.950
719.7313, 1691.791
720.2134, 1690.790
720.6956, 1690.326
721.1777, 1690.295
721.6598, 1691.054
722.1419, 1691.928
722.6240, 1691.726
723.1061, 1690.811
723.5883, 1691.049
724.0704, 1693.108
724.5525, 1694.475
725.0346, 1691.986
725.5167, 1685.839
725.9988, 1683.387
726.4810, 1689.242
726.9631, 1692.134
727.4452, 1687.983
727.9273, 1682.740
728.4094, 1681.089
728.8915, 1682.562
729.3737, 1683.826
729.8558, 1683.115
730.3379, 1681.964
730.8200, 1682.179
731.3021, 1683.256
731.7842, 1684.035
732.2664, 1684.295
732.7485, 1683.341
733.2306, 1680.377
733.7127, 1676.100
734.1948, 1673.278
734.6769, 1672.715
735.1591, 1672.182
735.6412, 1671.758
736.1233, 1671.207
736.6054, 1670.638
737.0875, 1669.800
737.5696, 1668.188
738.0518, 1665.558
738.5339, 1662.621
739.0160, 1659.709
739.4981, 1656.944
739.9802, 1654.841
740.4623, 1653.267
740.9445, 1650.752
741.4266, 1646.339
741.9087, 1641.661
742.3908, 1639.838
742.8729, 1641.703
743.3550, 1642.770
743.8372, 1643.218
744.3193, 1642.579
744.8014, 1640.055
745.2835, 1636.782
745.7656, 1633.875
746.2477, 1631.515
746.7299, 1629.529
747.2120, 1627.674
747.6941, 1626.253
748.1762, 1626.038
748.6583, 1626.593
749.1404, 1626.401
749.6226, 1625.049
750.1047, 1623.724
750.5868, 1623.851
751.0689, 1625.149
751.5510, 1624.369
752.0331, 1620.083
752.5153, 1616.475
752.9974, 1614.555
753.4795, 1613.188
753.9616, 1611.329
754.4437, 1609.402
754.9258, 1608.967
755.4080, 1611.359
755.8901, 1613.634
756.3722, 1613.648
756.8543, 1612.337
757.3364, 1610.730
757.8185, 1609.138
758.3007, 1608.094
758.7828, 1607.943
759.2649, 1608.447
759.7470, 1609.407
760.2291, 1611.327
760.7112, 1611.136
761.1934, 1607.191
761.6755, 1603.592
762.1576, 1603.101
762.6397, 1603.653
763.1218, 1602.422
763.6039, 1598.922
764.0861, 1596.053
764.5682, 1594.605
765.0503, 1594.359
765.5324, 1596.243
766.0145, 1598.933
766.4966, 1599.885
766.9788, 1598.432
767.4609, 1595.880
767.9430, 1593.529
768.4251, 1591.214
768.9072, 1587.619
769.3893, 1582.099
769.8715, 1578.867
770.3536, 1579.941
770.8357, 1582.196
771.3178, 1582.232
771.7999, 1580.760
772.2820, 1581.565
772.7642, 1588.433
773.2463, 1592.752
773.7284, 1590.432
774.2105, 1585.967
774.6926, 1582.948
775.1747, 1581.459
775.6569, 1580.278
776.1390, 1578.798
776.6211, 1577.334
777.1032, 1576.267
777.5853, 1575.586
778.0674, 1575.301
778.5496, 1575.476
779.0317, 1575.525
779.5138, 1575.060
779.9959, 1574.477
780.4780, 1574.569
780.9601, 1575.705
781.4423, 1576.002
781.9244, 1574.698
782.4065, 1573.527
782.8886, 1572.984
783.3707, 1572.885
783.8528, 1573.240
784.3350, 1573.890
784.8171, 1574.128
785.2992, 1573.338
785.7813, 1572.122
786.2634, 1571.258
786.7455, 1570.625
787.2277, 1569.632
787.7098, 1568.178
788.1919, 1567.414
788.6740, 1568.534
789.1561, 1570.605
789.6382, 1569.877
790.1204, 1564.096
790.6025, 1560.992
791.0846, 1563.517
791.5667, 1565.971
792.0488, 1565.683
792.5309, 1563.804
793.0131, 1562.027
793.4952, 1560.568
793.9773, 1559.716
794.4594, 1560.248
794.9415, 1560.917
795.4236, 1560.376
795.9058, 1559.055
796.3879, 1558.037
796.8700, 1557.664
797.3521, 1557.698
797.8342, 1558.143
798.3163, 1558.669
798.7985, 1557.144
799.2806, 1552.964
799.7627, 1550.343
800.2448, 1551.034
800.7269, 1552.161
801.2090, 1550.991
801.6912, 1548.028
802.1733, 1546.168
802.6554, 1546.257
803.1375, 1546.095
803.6196, 1544.325
804.1017, 1543.028
804.5839, 1544.254
805.0660, 1547.047
805.5481, 1549.387
806.0302, 1550.544
806.5123, 1550.756
806.9944, 1550.475
807.4766, 1549.399
807.9587, 1545.884
808.4408, 1540.256
808.9229, 1536.645
809.4050, 1536.727
809.8871, 1538.430
810.3693, 1539.461
810.8514, 1539.825
811.3335, 1539.468
811.8156, 1537.898
812.2977, 1536.431
812.7798, 1535.150
813.2620, 1534.114
813.7441, 1533.079
814.2262, 1532.322
814.7083, 1532.714
815.1904, 1534.951
815.6725, 1537.163
816.1547, 1538.709
816.6368, 1539.391
817.1189, 1538.398
817.6010, 1536.314
818.0831, 1534.970
818.5652, 1535.133
819.0474, 1535.814
819.5295, 1535.671
820.0116, 1534.824
820.4937, 1534.624
820.9758, 1535.331
821.4579, 1535.019
821.9401, 1532.713
822.4222, 1529.785
822.9043, 1527.428
823.3864, 1525.685
823.8685, 1524.917
824.3506, 1526.242
824.8328, 1526.947
825.3149, 1526.230
825.7970, 1525.127
826.2791, 1524.013
826.7612, 1523.203
827.2433, 1523.400
827.7255, 1525.028
828.2076, 1526.425
828.6897, 1526.015
829.1718, 1524.557
829.6539, 1523.064
830.1360, 1521.677
830.6182, 1520.745
831.1003, 1520.411
831.5824, 1520.120
832.0645, 1519.253
832.5466, 1517.813
833.0287, 1515.538
833.5109, 1511.341
833.9930, 1509.748
834.4751, 1513.515
834.9572, 1517.935
835.4393, 1519.047
835.9214, 1517.756
836.4036, 1516.570
836.8857, 1515.587
837.3678, 1514.878
837.8499, 1515.191
838.3320, 1515.109
838.8141, 1512.409
839.2963, 1508.924
839.7784, 1508.587
840.2605, 1512.433
840.7426, 1516.485
841.2247, 1517.266
841.7068, 1515.809
842.1890, 1513.563
842.6711, 1510.773
843.1532, 1509.110
843.6353, 1509.044
844.1174, 1508.684
844.5995, 1506.014
845.0817, 1502.036
845.5638, 1501.799
846.0459, 1507.587
846.5280, 1510.648
847.0101, 1508.984
847.4922, 1506.250
847.9744, 1503.256
848.4565, 1500.813
848.9386, 1500.478
849.4207, 1502.696
849.9028, 1504.621
850.3849, 1505.820
850.8671, 1506.169
851.3492, 1505.179
851.8313, 1503.523
852.3134, 1502.138
852.7955, 1501.110
853.2776, 1499.713
853.7598, 1497.261
854.2419, 1494.627
854.7240, 1492.726
855.2061, 1491.738
855.6882, 1493.207
856.1703, 1497.218
856.6525, 1499.926
857.1346, 1499.068
857.6167, 1495.986
858.0988, 1493.028
858.5809, 1490.035
859.0630, 1488.212
859.5452, 1487.921
860.0273, 1488.172
860.5094, 1489.777
860.9915, 1490.937
861.4736, 1489.459
861.9557, 1485.879
862.4379, 1483.486
862.9200, 1483.975
863.4021, 1484.199
863.8842, 1482.134
864.3663, 1480.151
864.8484, 1480.886
865.3306, 1483.387
865.8127, 1485.228
866.2948, 1485.471
866.7769, 1484.289
867.2590, 1480.559
867.7411, 1476.029
868.2233, 1475.185
868.7054, 1477.277
869.1875, 1477.543
869.6696, 1474.589
870.1517, 1471.176
870.6339, 1469.959
871.1160, 1470.396
871.5981, 1469.860
872.0802, 1467.649
872.5623, 1467.150
873.0444, 1469.791
873.5266, 1472.379
874.0087, 1473.381
874.4908, 1473.080
874.9729, 1471.818
875.4550, 1469.334
875.9371, 1467.428
876.4193, 1467.135
876.9014, 1466.521
877.3835, 1463.978
877.8656, 1461.253
878.3477, 1460.859
878.8298, 1462.300
879.3120, 1462.265
879.7941, 1458.343
880.2762, 1454.434
880.7583, 1455.116
881.2404, 1458.042
881.7225, 1459.119
882.2047, 1458.287
882.6868, 1457.096
883.1689, 1456.221
883.6510, 1455.789
884.1331, 1456.073
884.6152, 1456.955
885.0974, 1457.518
885.5795, 1457.744
886.0616, 1457.977
886.5437, 1458.722
887.0258, 1458.328
887.5079, 1454.604
887.9901, 1448.869
888.4722, 1446.479
888.9543, 1450.508
889.4364, 1452.041
889.9185, 1449.322
890.4006, 1446.219
890.8828, 1443.347
891.3649, 1441.459
891.8470, 1442.073
892.3291, 1445.058
892.8112, 1446.855
893.2933, 1445.420
893.7755, 1443.081
894.2576, 1440.523
894.7397, 1438.376
895.2218, 1437.970
895.7039, 1438.775
896.1860, 1438.579
896.6682, 1436.270
897.1503, 1433.571
897.6324, 1432.341
898.1145, 1432.422
898.5966, 1434.129
899.0787, 1437.106
899.5609, 1437.687
900.0430, 1434.553
900.5251, 1431.146
901.0072, 1430.992
901.4893, 1433.172
901.9714, 1433.162
902.4536, 1430.353
902.9357, 1427.498
903.4178, 1424.462
903.8999, 1422.064
904.3820, 1420.678
904.8641, 1420.253
905.3463, 1421.169
905.8284, 1423.804
906.3105, 1424.711
906.7926, 1422.097
907.2747, 1419.743
907.7568, 1419.096
908.2390, 1418.968
908.7211, 1418.136
909.2032, 1416.865
909.6853, 1416.333
910.1674, 1417.165
910.6495, 1417.941
911.1317, 1418.022
911.6138, 1417.316
912.0959, 1414.776
912.5780, 1411.542
913.0601, 1410.565
913.5422, 1412.384
914.0244, 1414.316
914.5065, 1413.971
914.9886, 1412.356
915.4707, 1411.265
915.9528, 1410.763
916.4349, 1411.835
916.9171, 1414.638
917.3992, 1416.053
917.8813, 1414.049
918.3634, 1411.077
918.8455, 1411.623
919.3276, 1416.043
919.8098, 1417.335
920.2919, 1413.818
920.7740, 1411.622
921.2561, 1413.528
921.7382, 1415.463
922.2203, 1413.315
922.7025, 1408.413
923.1846, 1406.009
923.6667, 1407.341
924.1488, 1408.457
924.6309, 1410.076
925.1130, 1410.186
925.5952, 1406.706
926.0773, 1401.922
926.5594, 1398.214
927.0415, 1396.005
927.5236, 1395.169
928.0057, 1396.110
928.4879, 1397.725
928.9700, 1400.289
929.4521, 1402.428
929.9342, 1401.964
930.4163, 1399.665
930.8984, 1397.884
931.3806, 1397.522
931.8627, 1397.883
932.3448, 1398.446
932.8269, 1399.146
933.3090, 1400.427
933.7911, 1401.803
934.2733, 1400.558
934.7554, 1396.345
935.2375, 1392.766
935.7196, 1392.336
936.2017, 1393.592
936.6838, 1393.450
937.1660, 1391.828
937.6481, 1390.556
938.1302, 1389.715
938.6123, 1388.895
939.0944, 1387.859
939.5765, 1387.035
940.0587, 1386.991
940.5408, 1387.564
941.0229, 1387.532
941.5050, 1386.370
941.9871, 1385.570
942.4692, 1385.314
942.9514, 1385.264
943.4335, 1385.367
943.9156, 1385.546
944.3977, 1385.620
944.8798, 1385.583
945.3619, 1385.932
945.8441, 1387.065
946.3262, 1388.201
946.8083, 1389.358
947.2904, 1390.137
947.7725, 1389.868
948.2546, 1389.039
948.7368, 1389.089
949.2189, 1390.499
949.7010, 1390.773
950.1831, 1386.598
950.6652, 1382.028
951.1473, 1381.260
951.6295, 1383.042
952.1116, 1385.626
952.5937, 1388.322
953.0758, 1389.890
953.5579, 1389.485
954.0400, 1389.004
954.5222, 1391.818
955.0043, 1396.472
955.4864, 1398.202
955.9685, 1397.311
956.4506, 1397.532
956.9327, 1399.972
957.4149, 1402.358
957.8970, 1402.484
958.3791, 1401.449
958.8612, 1402.973
959.3433, 1407.298
959.8254, 1410.511
960.3076, 1412.237
960.7897, 1413.360
961.2718, 1414.221
961.7539, 1414.639
962.2360, 1414.055
962.7181, 1412.595
963.2003, 1413.348
963.6824, 1418.196
964.1645, 1421.334
964.6466, 1420.396
965.1287, 1419.933
965.6108, 1422.520
966.0930, 1427.010
966.5751, 1432.061
967.0572, 1437.744
967.5393, 1442.746
968.0214, 1446.790
968.5035, 1450.295
968.9857, 1453.126
969.4678, 1455.687
969.9499, 1457.966
970.4320, 1460.309
970.9141, 1463.936
971.3962, 1469.468
971.8784, 1472.958
972.3605, 1470.799
972.8426, 1467.881
973.3247, 1467.930
973.8068, 1468.997
974.2889, 1468.644
974.7711, 1466.667
975.2532, 1463.849
975.7353, 1460.441
976.2174, 1457.031
976.6995, 1453.465
977.1816, 1450.698
977.6638, 1451.292
978.1459, 1453.584
978.6280, 1453.012
979.1101, 1448.930
979.5922, 1444.488
980.0743, 1441.882
980.5565, 1440.238
981.0386, 1438.243
981.5207, 1436.024
982.0028, 1434.301
982.4849, 1432.964
982.9670, 1430.522
983.4492, 1426.469
983.9313, 1422.142
984.4134, 1418.924
984.8955, 1416.142
985.3776, 1410.843
985.8597, 1408.368
986.3419, 1399.148
986.8240, 1401.184
987.3061, 1401.575
987.7882, 1396.702
988.2703, 1390.148
988.7524, 1386.281
989.2346, 1384.766
989.7167, 1382.188
990.1988, 1377.775
990.6809, 1374.682
991.1630, 1373.763
991.6451, 1373.121
992.1273, 1371.708
992.6094, 1370.141
993.0915, 1369.405
993.5736, 1369.559
994.0557, 1369.514
994.5378, 1370.250
995.0200, 1369.318
995.5021, 1364.715
995.9842, 1360.281
996.4663, 1357.495
996.9484, 1356.457
997.4305, 1358.003
997.9127, 1362.535
998.3948, 1364.789
998.8769, 1362.855
999.3590, 1359.935
999.8411, 1355.751
1000.323, 1352.091
1000.805, 1350.216
1001.287, 1349.948
1001.770, 1351.165
1002.252, 1353.960
1002.734, 1355.968
1003.216, 1356.633
1003.698, 1355.729
1004.180, 1351.167
1004.662, 1346.420
1005.144, 1345.526
1005.627, 1347.834
1006.109, 1350.830
1006.591, 1353.731
1007.073, 1355.449
1007.555, 1354.454
1008.037, 1352.668
1008.519, 1351.839
1009.001, 1351.539
1009.483, 1350.953
1009.966, 1350.119
1010.448, 1349.824
1010.930, 1350.489
1011.412, 1350.728
1011.894, 1348.210
1012.376, 1345.020
1012.858, 1344.184
1013.340, 1345.407
1013.823, 1348.764
1014.305, 1353.488
1014.787, 1356.093
1015.269, 1354.497
1015.751, 1351.010
1016.233, 1348.037
1016.715, 1345.850
1017.197, 1345.750
1017.679, 1347.257
1018.162, 1347.880
1018.644, 1347.146
1019.126, 1346.427
1019.608, 1346.634
1020.090, 1347.388
1020.572, 1348.065
1021.054, 1348.695
1021.536, 1349.907
1022.018, 1351.624
1022.501, 1351.205
1022.983, 1347.855
1023.465, 1345.185
1023.947, 1345.917
1024.429, 1348.699
1024.911, 1350.986
1025.393, 1352.794
1025.875, 1352.945
1026.358, 1351.174
1026.840, 1349.939
1027.322, 1349.896
1027.804, 1350.528
1028.286, 1351.640
1028.768, 1352.783
1029.250, 1352.687
1029.732, 1351.121
1030.214, 1350.088
1030.697, 1349.545
1031.179, 1349.811
1031.661, 1351.318
1032.143, 1352.880
1032.625, 1353.653
1033.107, 1353.708
1033.589, 1353.092
1034.071, 1351.369
1034.553, 1350.999
1035.036, 1352.620
1035.518, 1354.190
1036.000, 1355.125
1036.482, 1355.936
1036.964, 1356.849
1037.446, 1358.031
1037.928, 1360.175
1038.410, 1364.268
1038.893, 1365.834
1039.375, 1362.818
1039.857, 1360.558
1040.339, 1359.958
1040.821, 1360.910
1041.303, 1364.368
1041.785, 1369.186
1042.267, 1371.844
1042.750, 1371.371
1043.232, 1371.969
1043.714, 1374.180
1044.196, 1376.760
1044.678, 1380.070
1045.160, 1383.023
1045.642, 1384.266
1046.124, 1384.620
1046.606, 1386.204
1047.089, 1389.488
1047.571, 1392.458
1048.053, 1394.756
1048.535, 1396.884
1049.017, 1398.906
1049.499, 1400.888
1049.981, 1402.490
1050.463, 1404.191
1050.945, 1407.345
1051.428, 1412.533
1051.910, 1416.376
1052.392, 1417.867
1052.874, 1418.436
1053.356, 1417.474
1053.838, 1416.778
1054.320, 1418.350
1054.802, 1421.010
1055.285, 1422.649
1055.767, 1423.045
1056.249, 1421.049
1056.731, 1414.637
1057.213, 1408.057
1057.695, 1402.493
1058.177, 1397.726
1058.659, 1394.046
1059.141, 1390.817
1059.624, 1386.954
1060.106, 1382.286
1060.588, 1377.276
1061.070, 1371.585
1061.552, 1366.228
1062.034, 1361.635
1062.516, 1357.523
1062.998, 1352.939
1063.480, 1349.026
1063.963, 1348.493
1064.445, 1351.497
1064.927, 1353.089
1065.409, 1350.485
1065.891, 1347.443
1066.373, 1345.079
1066.855, 1343.258
1067.337, 1341.903
1067.820, 1341.000
1068.302, 1340.385
1068.784, 1340.127
1069.266, 1341.029
1069.748, 1345.152
1070.230, 1347.398
1070.712, 1343.513
1071.194, 1338.940
1071.677, 1337.607
1072.159, 1338.315
1072.641, 1339.397
1073.123, 1340.397
1073.605, 1340.776
1074.087, 1340.232
1074.569, 1339.303
1075.051, 1337.588
1075.533, 1336.268
1076.016, 1336.354
1076.498, 1337.244
1076.980, 1338.474
1077.462, 1339.716
1077.944, 1340.007
1078.426, 1338.529
1078.908, 1337.901
1079.390, 1339.447
1079.873, 1342.134
1080.355, 1346.342
1080.837, 1350.538
1081.319, 1352.428
1081.801, 1352.740
1082.283, 1354.344
1082.765, 1358.304
1083.247, 1362.085
1083.729, 1364.601
1084.212, 1366.522
1084.694, 1366.956
1085.176, 1368.008
1085.658, 1372.765
1086.140, 1379.700
1086.622, 1384.738
1087.104, 1386.855
1087.586, 1388.873
1088.068, 1391.432
1088.551, 1394.885
1089.033, 1399.916
1089.515, 1405.462
1089.997, 1410.655
1090.479, 1415.649
1090.961, 1420.699
1091.443, 1425.907
1091.925, 1431.825
1092.408, 1440.398
1092.890, 1447.365
1093.372, 1451.454
1093.854, 1452.904
1094.336, 1451.986
1094.818, 1448.516
1095.300, 1441.151
1095.782, 1430.471
1096.265, 1421.255
1096.747, 1416.759
1097.229, 1410.152
1097.711, 1397.240
1098.193, 1383.739
1098.675, 1372.333
1099.157, 1362.649
1099.639, 1354.389
1100.121, 1347.246
1100.604, 1340.146
1101.086, 1331.933
1101.568, 1326.584
1102.050, 1328.775
1102.532, 1329.470
1103.014, 1322.072
1103.496, 1313.704
1103.978, 1311.409
1104.460, 1313.410
1104.943, 1314.018
1105.425, 1312.188
1105.907, 1310.552
1106.389, 1309.838
1106.871, 1309.011
1107.353, 1307.485
1107.835, 1306.033
1108.317, 1305.040
1108.800, 1304.557
1109.282, 1304.780
1109.764, 1305.755
1110.246, 1306.530
1110.728, 1307.625
1111.210, 1307.612
1111.692, 1305.081
1112.174, 1302.821
1112.656, 1303.442
1113.139, 1304.226
1113.621, 1300.712
1114.103, 1293.555
1114.585, 1290.155
1115.067, 1293.257
1115.549, 1295.280
1116.031, 1295.698
1116.513, 1295.764
1116.995, 1295.623
1117.478, 1295.528
1117.960, 1295.585
1118.442, 1295.891
1118.924, 1296.797
1119.406, 1298.502
1119.888, 1300.182
1120.370, 1303.203
1120.852, 1303.048
1121.335, 1296.496
1121.817, 1290.559
1122.299, 1289.910
1122.781, 1292.653
1123.263, 1295.749
1123.745, 1299.225
1124.227, 1300.949
1124.709, 1300.362
1125.192, 1299.987
1125.674, 1300.167
1126.156, 1300.512
1126.638, 1301.065
1127.120, 1301.026
1127.602, 1299.075
1128.084, 1295.967
1128.566, 1296.123
1129.048, 1294.637
1129.531, 1292.616
1130.013, 1294.101
1130.495, 1289.951
1130.977, 1290.181
1131.459, 1291.090
1131.941, 1289.528
1132.423, 1290.940
1132.905, 1287.931
1133.387, 1291.632
1133.870, 1292.656
1134.352, 1291.127
1134.834, 1290.070
1135.316, 1290.087
1135.798, 1291.661
1136.280, 1295.132
1136.762, 1299.158
1137.244, 1302.626
1137.727, 1304.716
1138.209, 1301.547
1138.691, 1294.757
1139.173, 1291.703
1139.655, 1292.575
1140.137, 1293.625
1140.619, 1293.527
1141.101, 1293.160
1141.583, 1293.199
1142.066, 1293.514
1142.548, 1294.566
1143.030, 1295.409
1143.512, 1293.179
1143.994, 1289.237
1144.476, 1287.657
1144.958, 1288.809
1145.440, 1289.980
1145.922, 1289.764
1146.405, 1289.866
1146.887, 1292.702
1147.369, 1295.923
1147.851, 1296.813
1148.333, 1296.359
1148.815, 1295.578
1149.297, 1294.934
1149.779, 1295.388
1150.262, 1297.024
1150.744, 1297.680
1151.226, 1294.909
1151.708, 1292.844
1152.190, 1295.751
1152.672, 1298.893
1153.154, 1297.404
1153.636, 1294.017
1154.119, 1292.926
1154.601, 1294.258
1155.083, 1295.707
1155.565, 1296.547
1156.047, 1297.815
1156.529, 1301.085
1157.011, 1303.262
1157.493, 1302.169
1157.975, 1300.178
1158.458, 1298.928
1158.940, 1298.420
1159.422, 1298.527
1159.904, 1299.298
1160.386, 1299.738
1160.868, 1298.870
1161.350, 1299.055
1161.832, 1301.987
1162.314, 1304.112
1162.797, 1303.294
1163.279, 1301.639
1163.761, 1301.321
1164.243, 1302.111
1164.725, 1302.991
1165.207, 1304.221
1165.689, 1304.680
1166.171, 1304.373
1166.654, 1303.154
1167.136, 1300.570
1167.618, 1298.384
1168.100, 1297.823
1168.582, 1298.247
1169.064, 1298.725
1169.546, 1299.165
1170.028, 1298.149
1170.510, 1295.580
1170.993, 1296.129
1171.475, 1300.341
1171.957, 1304.150
1172.439, 1306.051
1172.921, 1306.991
1173.403, 1307.860
1173.885, 1308.223
1174.367, 1307.003
1174.849, 1304.598
1175.332, 1301.888
1175.814, 1299.286
1176.296, 1298.368
1176.778, 1299.188
1177.260, 1300.599
1177.742, 1302.036
1178.224, 1302.730
1178.706, 1301.448
1179.189, 1299.595
1179.671, 1298.775
1180.153, 1298.707
1180.635, 1299.503
1181.117, 1300.526
1181.599, 1300.184
1182.081, 1298.502
1182.563, 1297.627
1183.046, 1298.847
1183.528, 1300.094
1184.010, 1300.064
1184.492, 1299.750
1184.974, 1299.953
1185.456, 1300.118
1185.938, 1299.023
1186.420, 1297.555
1186.902, 1298.247
1187.385, 1301.650
1187.867, 1303.754
1188.349, 1303.364
1188.831, 1302.229
1189.313, 1298.677
1189.795, 1296.812
1190.277, 1300.082
1190.759, 1304.774
1191.241, 1307.745
1191.724, 1308.943
1192.206, 1307.946
1192.688, 1303.743
1193.170, 1301.760
1193.652, 1302.855
1194.134, 1303.540
1194.616, 1303.021
1195.098, 1302.357
1195.581, 1302.068
1196.063, 1302.220
1196.545, 1302.980
1197.027, 1304.181
1197.509, 1305.189
1197.991, 1305.993
1198.473, 1306.187
1198.955, 1305.767
1199.438, 1304.729
1199.920, 1303.154
1200.402, 1302.005
1200.884, 1301.930
1201.366, 1302.547
1201.848, 1303.975
1202.330, 1305.317
1202.812, 1304.222
1203.294, 1304.807
1203.776, 1301.805
1204.259, 1303.010
1204.741, 1302.404
1205.223, 1299.535
1205.705, 1298.498
1206.187, 1302.508
1206.669, 1306.638
1207.151, 1307.557
1207.633, 1307.173
1208.116, 1306.359
1208.598, 1305.586
1209.080, 1305.221
1209.562, 1305.281
1210.044, 1305.677
1210.526, 1306.385
1211.008, 1307.463
1211.490, 1310.382
1211.973, 1311.430
1212.455, 1307.792
1212.937, 1304.769
1213.419, 1304.760
1213.901, 1306.307
1214.383, 1308.774
1214.865, 1311.299
1215.347, 1310.559
1215.829, 1305.643
1216.312, 1304.145
1216.794, 1307.081
1217.276, 1308.271
1217.758, 1306.414
1218.240, 1304.195
1218.722, 1302.795
1219.204, 1302.656
1219.686, 1304.609
1220.168, 1307.414
1220.651, 1307.797
1221.133, 1306.259
1221.615, 1304.186
1222.097, 1302.089
1222.579, 1301.838
1223.061, 1303.484
1223.543, 1305.272
1224.025, 1306.360
1224.508, 1307.208
1224.990, 1308.441
1225.472, 1309.324
1225.954, 1308.598
1226.436, 1307.545
1226.918, 1307.728
1227.400, 1308.602
1227.882, 1309.199
1228.365, 1309.365
1228.847, 1309.184
1229.329, 1308.428
1229.811, 1308.392
1230.293, 1309.778
1230.775, 1311.470
1231.257, 1314.051
1231.739, 1315.805
1232.221, 1314.954
1232.703, 1313.165
1233.186, 1312.700
1233.668, 1313.260
1234.150, 1312.700
1234.632, 1310.367
1235.114, 1309.657
1235.596, 1310.975
1236.078, 1312.330
1236.560, 1313.447
1237.043, 1313.007
1237.525, 1309.965
1238.007, 1306.916
1238.489, 1307.441
1238.971, 1310.180
1239.453, 1311.367
1239.935, 1311.586
1240.417, 1313.491
1240.900, 1316.203
1241.382, 1315.344
1241.864, 1310.949
1242.346, 1308.288
1242.828, 1309.978
1243.310, 1312.319
1243.792, 1311.970
1244.274, 1311.551
1244.756, 1313.862
1245.239, 1316.446
1245.721, 1316.806
1246.203, 1315.861
1246.685, 1315.289
1247.167, 1315.101
1247.649, 1314.142
1248.131, 1311.713
1248.613, 1310.173
1249.095, 1310.294
1249.578, 1310.599
1250.060, 1310.874
1250.542, 1311.219
1251.024, 1311.688
1251.506, 1312.256
1251.988, 1312.930
1252.470, 1313.636
1252.952, 1314.112
1253.435, 1314.362
1253.917, 1313.608
1254.399, 1311.959
1254.881, 1313.954
1255.363, 1320.046
1255.845, 1324.395
1256.327, 1324.305
1256.809, 1322.334
1257.292, 1320.613
1257.774, 1318.997
1258.256, 1316.619
1258.738, 1314.760
1259.220, 1315.575
1259.702, 1318.058
1260.184, 1321.501
1260.666, 1324.670
1261.148, 1324.332
1261.630, 1319.576
1262.113, 1315.950
1262.595, 1315.347
1263.077, 1316.351
1263.559, 1320.579
1264.041, 1323.838
1264.523, 1323.395
1265.005, 1321.718
1265.487, 1320.672
1265.970, 1320.191
1266.452, 1320.222
1266.934, 1320.781
1267.416, 1320.835
1267.898, 1320.323
1268.380, 1319.542
1268.862, 1318.439
1269.344, 1319.268
1269.827, 1322.803
1270.309, 1324.693
1270.791, 1321.567
1271.273, 1317.109
1271.755, 1316.956
1272.237, 1315.052
1272.719, 1317.533
1273.201, 1315.357
1273.683, 1316.210
1274.166, 1318.968
1274.648, 1320.100
1275.130, 1319.307
1275.612, 1319.254
1276.094, 1321.081
1276.576, 1323.011
1277.058, 1325.116
1277.540, 1326.095
1278.022, 1324.450
1278.505, 1322.572
1278.987, 1321.832
1279.469, 1321.933
1279.951, 1322.896
1280.433, 1324.305
1280.915, 1324.299
1281.397, 1322.716
1281.879, 1322.777
1282.362, 1324.635
1282.844, 1326.547
1283.326, 1328.251
1283.808, 1328.014
1284.290, 1325.044
1284.772, 1321.923
1285.254, 1320.031
1285.736, 1319.322
##END=



