##NAMES=Hydrocerussite
##RRUFFID=R070059
##IDEAL CHEMISTRY=Pb^2+^_3_(CO_3_)_2_(OH)_2_
##LOCALITY=Wanlockhead, Scotland
##OWNER=RRUFF
##SOURCE=William W. Pinch
##DESCRIPTION=Aggregates of colorless thin hexagonal plates, likely a pseudomorph after plumbonacrite
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.
##URL=rruff.info/R070059
##MEASURED CHEMISTRY=Pb_3_(CO_3_)_2_(OH)_2_ ; Pb confirmed by EPMA, CO_2_ and H_2_O not analyzed but confirmed by Raman spectroscopy
724.8650, 40716.10
725.3471, 40693.54
725.8292, 40665.14
726.3113, 40663.14
726.7935, 40746.39
727.2756, 40873.33
727.7577, 40933.69
728.2398, 40905.14
728.7219, 40876.32
729.2040, 40926.14
729.6862, 41006.09
730.1683, 41064.74
730.6504, 41089.15
731.1325, 41093.80
731.6146, 41060.80
732.0967, 41019.57
732.5789, 41003.84
733.0610, 41019.67
733.5431, 41042.61
734.0252, 41070.45
734.5073, 41101.34
734.9894, 41138.57
735.4716, 41178.76
735.9537, 41197.04
736.4358, 41161.84
736.9179, 41128.17
737.4000, 41178.34
737.8821, 41280.72
738.3643, 41352.07
738.8464, 41341.52
739.3286, 41309.77
739.8107, 41259.93
740.2928, 41201.44
740.7749, 41201.32
741.2570, 41292.24
741.7391, 41382.69
742.2213, 41439.32
742.7034, 41465.37
743.1855, 41484.20
743.6676, 41495.94
744.1497, 41500.57
744.6318, 41499.66
745.1140, 41490.93
745.5961, 41459.36
746.0782, 41405.34
746.5603, 41376.79
747.0424, 41429.14
747.5245, 41497.20
748.0067, 41533.00
748.4888, 41518.43
748.9709, 41510.82
749.4530, 41512.43
749.9351, 41521.20
750.4172, 41536.39
750.8994, 41558.65
751.3815, 41586.96
751.8636, 41626.27
752.3457, 41652.04
752.8278, 41606.78
753.3099, 41529.05
753.7921, 41519.12
754.2742, 41625.01
754.7563, 41727.59
755.2384, 41742.38
755.7205, 41707.98
756.2026, 41675.02
756.6848, 41639.67
757.1669, 41628.75
757.6490, 41656.55
758.1311, 41702.04
758.6132, 41728.53
759.0953, 41731.71
759.5775, 41741.98
760.0596, 41773.80
760.5417, 41805.40
761.0238, 41774.13
761.5059, 41701.74
761.9880, 41667.80
762.4702, 41750.86
762.9523, 41848.37
763.4344, 41872.89
763.9165, 41849.02
764.3986, 41852.64
764.8807, 41960.17
765.3629, 42033.23
765.8450, 42017.70
766.3271, 41933.36
766.8092, 41896.18
767.2913, 41915.75
767.7734, 41940.98
768.2556, 41949.40
768.7377, 41944.93
769.2198, 41928.05
769.7019, 41902.74
770.1840, 41902.10
770.6661, 41984.30
771.1483, 42073.59
771.6304, 42093.96
772.1125, 42042.57
772.5946, 42014.36
773.0767, 42069.92
773.5588, 42120.21
774.0410, 42120.98
774.5231, 42066.25
775.0052, 42019.88
775.4873, 41977.41
775.9694, 41958.75
776.4515, 41991.97
776.9337, 42061.71
777.4158, 42122.34
777.8979, 42171.79
778.3800, 42191.66
778.8621, 42136.83
779.3442, 42063.93
779.8264, 42024.19
780.3085, 42025.86
780.7906, 42061.13
781.2727, 42189.58
781.7548, 42304.93
782.2369, 42320.52
782.7191, 42196.09
783.2012, 42139.27
783.6833, 42169.08
784.1654, 42228.88
784.6475, 42260.73
785.1296, 42270.74
785.6118, 42278.68
786.0939, 42289.44
786.5760, 42292.95
787.0581, 42265.24
787.5402, 42232.64
788.0223, 42226.44
788.5045, 42275.70
788.9866, 42319.12
789.4687, 42358.11
789.9508, 42382.65
790.4329, 42372.33
790.9150, 42316.05
791.3972, 42286.75
791.8793, 42298.70
792.3614, 42329.99
792.8435, 42353.68
793.3256, 42370.37
793.8077, 42381.68
794.2899, 42386.61
794.7720, 42389.28
795.2541, 42385.27
795.7362, 42382.69
796.2183, 42394.66
796.7004, 42447.86
797.1826, 42484.94
797.6647, 42499.36
798.1468, 42494.79
798.6289, 42472.46
799.1110, 42430.08
799.5931, 42399.94
800.0753, 42389.48
800.5574, 42397.11
801.0395, 42435.23
801.5216, 42489.57
802.0037, 42523.94
802.4858, 42502.81
802.9680, 42476.71
803.4501, 42468.71
803.9322, 42474.08
804.4143, 42480.57
804.8964, 42494.74
805.3785, 42495.26
805.8607, 42466.77
806.3428, 42428.10
806.8249, 42441.00
807.3070, 42503.90
807.7891, 42558.23
808.2712, 42576.36
808.7534, 42577.02
809.2355, 42578.29
809.7176, 42582.40
810.1997, 42595.79
810.6818, 42654.02
811.1639, 42688.16
811.6461, 42637.16
812.1282, 42532.75
812.6103, 42519.76
813.0924, 42648.86
813.5745, 42738.49
814.0566, 42712.25
814.5388, 42616.55
815.0209, 42592.27
815.5030, 42632.48
815.9851, 42682.99
816.4672, 42724.55
816.9493, 42756.41
817.4315, 42793.26
817.9136, 42823.09
818.3957, 42800.63
818.8778, 42612.76
819.3599, 42481.13
819.8420, 42489.46
820.3242, 42610.60
820.8063, 42707.17
821.2884, 42780.73
821.7705, 42814.77
822.2526, 42772.90
822.7347, 42704.96
823.2169, 42754.44
823.6990, 42891.16
824.1811, 42975.15
824.6632, 42868.19
825.1453, 42738.26
825.6274, 42681.47
826.1096, 42694.64
826.5917, 42724.62
827.0738, 42784.30
827.5559, 42830.57
828.0380, 42846.05
828.5201, 42837.27
829.0023, 42831.22
829.4844, 42828.15
829.9665, 42841.83
830.4486, 42907.78
830.9307, 42977.78
831.4128, 42975.23
831.8950, 42915.96
832.3771, 42865.26
832.8592, 42840.25
833.3413, 42841.68
833.8234, 42886.44
834.3055, 42963.07
834.7877, 43013.20
835.2698, 43034.24
835.7519, 43036.66
836.2340, 43015.16
836.7161, 42983.11
837.1982, 42976.92
837.6804, 42994.99
838.1625, 43027.21
838.6446, 43094.78
839.1267, 43151.32
839.6088, 43148.17
840.0909, 43098.38
840.5731, 43074.06
841.0552, 43122.72
841.5373, 43152.92
842.0194, 43128.61
842.5015, 43068.75
842.9836, 43065.90
843.4658, 43121.79
843.9479, 43180.99
844.4300, 43219.38
844.9121, 43243.35
845.3942, 43259.39
845.8763, 43268.31
846.3585, 43272.86
846.8406, 43274.29
847.3227, 43271.54
847.8048, 43257.46
848.2869, 43238.10
848.7690, 43235.43
849.2512, 43251.14
849.7333, 43279.71
850.2154, 43325.62
850.6975, 43377.82
851.1796, 43403.57
851.6617, 43408.64
852.1439, 43420.23
852.6260, 43460.38
853.1081, 43503.48
853.5902, 43532.55
854.0723, 43550.95
854.5544, 43567.62
855.0366, 43577.05
855.5187, 43594.88
856.0008, 43622.88
856.4829, 43661.39
856.9650, 43719.82
857.4471, 43796.82
857.9293, 43852.52
858.4114, 43866.60
858.8935, 43863.02
859.3756, 43880.84
859.8577, 43903.38
860.3398, 43896.16
860.8220, 43782.07
861.3041, 43711.33
861.7862, 43759.45
862.2683, 43865.61
862.7504, 43933.59
863.2325, 43958.27
863.7147, 43960.74
864.1968, 43939.77
864.6789, 43909.34
865.1610, 43881.64
865.6431, 43862.60
866.1252, 43870.72
866.6074, 43935.11
867.0895, 43987.46
867.5716, 43979.18
868.0537, 43940.95
868.5358, 43920.57
869.0179, 43948.50
869.5001, 43935.41
869.9822, 43858.48
870.4643, 43764.32
870.9464, 43732.09
871.4285, 43748.65
871.9106, 43736.13
872.3928, 43670.14
872.8749, 43610.83
873.3570, 43615.58
873.8391, 43656.37
874.3212, 43700.85
874.8033, 43751.72
875.2855, 43788.35
875.7676, 43809.34
876.2497, 43816.60
876.7318, 43804.65
877.2139, 43772.02
877.6960, 43765.18
878.1782, 43789.72
878.6603, 43824.80
879.1424, 43866.79
879.6245, 43899.26
880.1067, 43896.37
880.5888, 43849.70
881.0709, 43795.64
881.5530, 43705.46
882.0352, 43648.02
882.5173, 43676.47
882.9994, 43810.00
883.4815, 43890.39
883.9636, 43910.78
884.4457, 43912.67
884.9279, 43923.23
885.4100, 43940.65
885.8921, 43964.56
886.3742, 43994.05
886.8563, 44017.05
887.3384, 44025.44
887.8206, 44026.67
888.3027, 44019.65
888.7848, 44004.49
889.2669, 44009.72
889.7490, 44040.74
890.2311, 44077.15
890.7133, 44115.36
891.1954, 44148.95
891.6775, 44155.64
892.1596, 44137.21
892.6417, 44104.70
893.1238, 44012.26
893.6060, 43956.14
894.0881, 44035.59
894.5702, 44218.95
895.0523, 44320.15
895.5344, 44290.47
896.0165, 44253.79
896.4987, 44240.77
896.9808, 44243.52
897.4629, 44243.49
897.9450, 44240.16
898.4271, 44229.16
898.9092, 44199.07
899.3914, 44173.32
899.8735, 44169.41
900.3556, 44184.74
900.8377, 44214.19
901.3198, 44274.52
901.8019, 44327.18
902.2841, 44377.09
902.7662, 44409.24
903.2483, 44376.57
903.7304, 44286.27
904.2125, 44264.47
904.6946, 44360.21
905.1768, 44451.12
905.6589, 44362.79
906.1410, 44213.65
906.6231, 44170.11
907.1052, 44348.85
907.5873, 44467.37
908.0695, 44452.70
908.5516, 44397.87
909.0337, 44375.23
909.5158, 44385.45
909.9979, 44418.35
910.4800, 44477.08
910.9622, 44524.32
911.4443, 44502.72
911.9264, 44461.37
912.4085, 44470.73
912.8906, 44543.51
913.3727, 44595.77
913.8549, 44575.78
914.3370, 44553.86
914.8191, 44562.44
915.3012, 44601.38
915.7833, 44660.52
916.2654, 44743.61
916.7476, 44794.08
917.2297, 44738.18
917.7118, 44649.68
918.1939, 44644.66
918.6760, 44706.91
919.1581, 44752.23
919.6403, 44721.13
920.1224, 44695.63
920.6045, 44710.88
921.0866, 44751.66
921.5687, 44767.17
922.0508, 44756.10
922.5330, 44725.16
923.0151, 44656.37
923.4972, 44600.98
923.9793, 44668.84
924.4614, 44805.09
924.9435, 44893.63
925.4257, 44837.08
925.9078, 44793.79
926.3899, 44828.75
926.8720, 44889.95
927.3541, 44911.47
927.8362, 44884.60
928.3184, 44874.41
928.8005, 44892.18
929.2826, 44912.55
929.7647, 44888.49
930.2468, 44852.14
930.7289, 44867.75
931.2111, 44960.61
931.6932, 45033.41
932.1753, 45034.52
932.6574, 45014.00
933.1395, 45009.59
933.6216, 45026.95
934.1038, 45003.74
934.5859, 44930.30
935.0680, 44878.09
935.5501, 44919.67
936.0322, 45007.61
936.5143, 45079.14
936.9965, 45128.92
937.4786, 45144.37
937.9607, 45069.21
938.4428, 45011.70
938.9249, 45027.86
939.4070, 45098.12
939.8892, 45125.27
940.3713, 45102.58
940.8534, 45096.36
941.3355, 45138.79
941.8176, 45200.03
942.2997, 45234.66
942.7819, 45250.66
943.2640, 45265.16
943.7461, 45302.41
944.2282, 45316.56
944.7103, 45266.49
945.1924, 45204.06
945.6746, 45198.29
946.1567, 45255.82
946.6388, 45313.11
947.1209, 45366.39
947.6030, 45402.57
948.0851, 45388.05
948.5673, 45354.89
949.0494, 45353.25
949.5315, 45398.86
950.0136, 45440.38
950.4957, 45457.84
950.9778, 45471.00
951.4600, 45489.54
951.9421, 45513.51
952.4242, 45550.02
952.9063, 45601.15
953.3884, 45625.16
953.8705, 45557.28
954.3527, 45469.89
954.8348, 45460.17
955.3169, 45515.21
955.7990, 45553.18
956.2811, 45529.63
956.7632, 45508.52
957.2454, 45506.14
957.7275, 45517.28
958.2096, 45528.56
958.6917, 45540.03
959.1738, 45551.23
959.6559, 45560.68
960.1381, 45572.77
960.6202, 45592.49
961.1023, 45617.64
961.5844, 45645.73
962.0665, 45688.93
962.5486, 45711.89
963.0308, 45700.08
963.5129, 45685.16
963.9950, 45712.28
964.4771, 45773.48
964.9592, 45766.60
965.4413, 45681.87
965.9235, 45613.87
966.4056, 45654.00
966.8877, 45730.65
967.3698, 45786.11
967.8519, 45813.82
968.3340, 45841.62
968.8162, 45878.66
969.2983, 45901.07
969.7804, 45889.66
970.2625, 45860.59
970.7446, 45882.30
971.2267, 45941.54
971.7089, 45971.82
972.1910, 45888.52
972.6731, 45819.51
973.1552, 45858.04
973.6373, 45958.52
974.1194, 46026.16
974.6016, 46055.46
975.0837, 46051.81
975.5658, 46002.03
976.0479, 45952.66
976.5300, 45974.40
977.0121, 46042.48
977.4943, 46102.03
977.9764, 46145.33
978.4585, 46165.04
978.9406, 46139.77
979.4227, 46102.49
979.9048, 46078.68
980.3870, 46070.57
980.8691, 46041.52
981.3512, 45985.00
981.8333, 45950.09
982.3154, 45976.34
982.7975, 46039.85
983.2797, 46116.49
983.7618, 46198.61
984.2439, 46257.62
984.7260, 46277.09
985.2081, 46275.92
985.6902, 46245.60
986.1724, 46207.50
986.6545, 46215.61
987.1366, 46269.61
987.6187, 46304.28
988.1008, 46301.59
988.5829, 46287.43
989.0651, 46265.36
989.5472, 46259.17
990.0293, 46312.33
990.5114, 46493.16
990.9935, 46558.74
991.4756, 46434.67
991.9578, 46292.21
992.4399, 46251.81
992.9220, 46300.73
993.4041, 46351.84
993.8862, 46403.90
994.3683, 46450.57
994.8505, 46498.12
995.3326, 46530.13
995.8147, 46528.43
996.2968, 46498.83
996.7789, 46474.59
997.2610, 46459.09
997.7432, 46437.81
998.2253, 46395.73
998.7074, 46367.19
999.1895, 46441.67
999.6716, 46572.50
1000.154, 46639.99
1000.636, 46585.02
1001.118, 46534.81
1001.600, 46556.27
1002.082, 46595.09
1002.564, 46602.57
1003.046, 46569.88
1003.529, 46565.90
1004.011, 46593.04
1004.493, 46625.60
1004.975, 46639.87
1005.457, 46651.21
1005.939, 46689.93
1006.421, 46749.09
1006.903, 46779.96
1007.385, 46733.70
1007.868, 46702.97
1008.350, 46716.96
1008.832, 46752.09
1009.314, 46740.15
1009.796, 46691.28
1010.278, 46674.86
1010.760, 46720.29
1011.242, 46776.72
1011.725, 46809.34
1012.207, 46829.19
1012.689, 46849.99
1013.171, 46879.28
1013.653, 46885.29
1014.135, 46856.21
1014.617, 46838.66
1015.099, 46889.86
1015.581, 46973.55
1016.064, 46994.77
1016.546, 46960.16
1017.028, 46930.29
1017.510, 46939.85
1017.992, 46954.52
1018.474, 46959.94
1018.956, 46960.50
1019.438, 46962.07
1019.921, 46963.08
1020.403, 47000.56
1020.885, 47095.01
1021.367, 47191.11
1021.849, 47222.75
1022.331, 47219.79
1022.813, 47216.04
1023.295, 47205.12
1023.778, 47242.41
1024.260, 47378.16
1024.742, 47480.94
1025.224, 47419.71
1025.706, 47241.67
1026.188, 47220.95
1026.670, 47337.89
1027.152, 47446.19
1027.634, 47441.52
1028.117, 47422.77
1028.599, 47451.52
1029.081, 47507.57
1029.563, 47528.84
1030.045, 47502.46
1030.527, 47500.85
1031.009, 47539.75
1031.491, 47597.73
1031.974, 47641.97
1032.456, 47687.28
1032.938, 47752.76
1033.420, 47838.59
1033.902, 47960.30
1034.384, 48122.46
1034.866, 48318.85
1035.348, 48550.34
1035.830, 48812.50
1036.313, 49089.28
1036.795, 49384.18
1037.277, 49751.63
1037.759, 50163.66
1038.241, 50712.61
1038.723, 51473.65
1039.205, 52414.75
1039.687, 53453.41
1040.169, 54576.22
1040.652, 55839.00
1041.134, 57276.12
1041.616, 58802.25
1042.098, 60323.97
1042.580, 61868.02
1043.062, 63482.99
1043.544, 65168.98
1044.026, 66911.80
1044.509, 68724.38
1044.991, 70551.95
1045.473, 72414.27
1045.955, 74278.53
1046.437, 75977.19
1046.919, 77529.43
1047.401, 79188.16
1047.883, 81295.82
1048.365, 83163.45
1048.848, 84642.13
1049.330, 85381.72
1049.812, 84700.55
1050.294, 82034.76
1050.776, 79342.18
1051.258, 76555.73
1051.740, 74046.43
1052.222, 72379.90
1052.704, 71144.09
1053.187, 69652.55
1053.669, 67843.60
1054.151, 65602.82
1054.633, 62257.84
1055.115, 59190.51
1055.597, 56803.88
1056.079, 54979.32
1056.561, 53472.40
1057.044, 52273.32
1057.526, 51270.54
1058.008, 50451.37
1058.490, 49793.40
1058.972, 49278.61
1059.454, 48907.63
1059.936, 48715.89
1060.418, 48750.58
1060.901, 48702.38
1061.383, 48549.00
1061.865, 48399.81
1062.347, 48327.85
1062.829, 48300.04
1063.311, 48253.31
1063.793, 48197.55
1064.275, 48164.60
1064.757, 48216.73
1065.240, 48219.60
1065.722, 48113.21
1066.204, 47989.45
1066.686, 47985.63
1067.168, 48085.39
1067.650, 48161.18
1068.132, 48199.27
1068.614, 48211.36
1069.096, 48181.47
1069.579, 48150.37
1070.061, 48157.79
1070.543, 48197.96
1071.025, 48201.89
1071.507, 48162.38
1071.989, 48127.15
1072.471, 48109.48
1072.953, 48109.59
1073.436, 48141.30
1073.918, 48186.02
1074.400, 48211.50
1074.882, 48188.10
1075.364, 48192.92
1075.846, 48247.00
1076.328, 48303.63
1076.810, 48327.59
1077.292, 48324.17
1077.775, 48311.19
1078.257, 48290.63
1078.739, 48274.23
1079.221, 48260.76
1079.703, 48261.00
1080.185, 48292.45
1080.667, 48335.75
1081.149, 48355.14
1081.631, 48348.21
1082.114, 48359.64
1082.596, 48399.49
1083.078, 48435.66
1083.560, 48434.36
1084.042, 48414.09
1084.524, 48389.06
1085.006, 48360.30
1085.488, 48339.50
1085.971, 48324.30
1086.453, 48323.70
1086.935, 48342.82
1087.417, 48376.67
1087.899, 48436.34
1088.381, 48500.60
1088.863, 48517.74
1089.345, 48427.47
1089.828, 48370.83
1090.310, 48392.25
1090.792, 48439.52
1091.274, 48474.75
1091.756, 48499.44
1092.238, 48525.11
1092.720, 48552.65
1093.202, 48590.27
1093.684, 48679.43
1094.167, 48743.41
1094.649, 48703.57
1095.131, 48613.78
1095.613, 48600.12
1096.095, 48676.71
1096.577, 48737.79
1097.059, 48770.42
1097.541, 48769.93
1098.024, 48702.08
1098.506, 48616.34
1098.988, 48564.66
1099.470, 48553.58
1099.952, 48574.88
1100.434, 48644.47
1100.916, 48703.07
1101.398, 48727.06
1101.880, 48731.32
1102.363, 48759.91
1102.845, 48791.83
1103.327, 48769.38
1103.809, 48621.30
1104.291, 48540.52
1104.773, 48620.64
1105.255, 48737.38
1105.737, 48813.39
1106.219, 48851.54
1106.702, 48868.85
1107.184, 48866.05
1107.666, 48848.30
1108.148, 48777.91
1108.630, 48736.77
1109.112, 48808.29
1109.594, 48923.61
1110.076, 48953.36
1110.559, 48882.22
1111.041, 48848.34
1111.523, 48868.25
1112.005, 48899.96
1112.487, 48904.79
1112.969, 48901.78
1113.451, 48912.94
1113.933, 48937.67
1114.416, 48943.21
1114.898, 48913.33
1115.380, 48911.26
1115.862, 48963.40
1116.344, 49031.14
1116.826, 49038.96
1117.308, 49021.47
1117.790, 49049.22
1118.272, 49163.12
1118.755, 49213.98
1119.237, 49134.90
1119.719, 49051.07
1120.201, 49022.24
1120.683, 49041.05
1121.165, 49100.97
1121.647, 49187.30
1122.129, 49242.45
1122.611, 49216.31
1123.094, 49186.49
1123.576, 49179.05
1124.058, 49182.53
1124.540, 49182.03
1125.022, 49177.61
1125.504, 49213.71
1125.986, 49290.45
1126.468, 49356.97
1126.951, 49371.41
1127.433, 49369.33
1127.915, 49377.12
1128.397, 49386.75
1128.879, 49371.33
1129.361, 49324.69
1129.843, 49284.20
1130.325, 49251.64
1130.807, 49245.04
1131.290, 49303.35
1131.772, 49385.06
1132.254, 49455.91
1132.736, 49511.39
1133.218, 49505.77
1133.700, 49398.79
1134.182, 49349.24
1134.664, 49428.11
1135.146, 49554.58
1135.629, 49614.59
1136.111, 49618.46
1136.593, 49575.77
1137.075, 49466.64
1137.557, 49379.53
1138.039, 49313.78
1138.521, 49290.34
1139.003, 49333.05
1139.486, 49422.50
1139.968, 49511.23
1140.450, 49592.80
1140.932, 49647.81
1141.414, 49645.88
1141.896, 49643.09
1142.378, 49652.09
1142.860, 49668.36
1143.343, 49694.12
1143.825, 49726.78
1144.307, 49739.13
1144.789, 49729.75
1145.271, 49692.48
1145.753, 49556.19
1146.235, 49462.47
1146.717, 49530.47
1147.199, 49673.72
1147.682, 49732.51
1148.164, 49703.82
1148.646, 49715.53
1149.128, 49788.02
1149.610, 49864.14
1150.092, 49908.79
1150.574, 49925.81
1151.056, 49898.51
1151.538, 49838.89
1152.021, 49836.15
1152.503, 49901.05
1152.985, 49952.94
1153.467, 49969.05
1153.949, 49965.00
1154.431, 49945.84
1154.913, 49923.72
1155.395, 49916.95
1155.878, 49935.49
1156.360, 49917.50
1156.842, 49841.57
1157.324, 49809.27
1157.806, 49900.50
1158.288, 50019.62
1158.770, 49982.48
1159.252, 49868.01
1159.734, 49821.94
1160.217, 49928.29
1160.699, 50020.07
1161.181, 50093.26
1161.663, 50143.69
1162.145, 50150.63
1162.627, 50138.87
1163.109, 50185.17
1163.591, 50266.30
1164.073, 50304.59
1164.556, 50215.42
1165.038, 50159.48
1165.520, 50168.21
1166.002, 50198.00
1166.484, 50188.40
1166.966, 50162.02
1167.448, 50214.52
1167.930, 50338.58
1168.413, 50418.66
1168.895, 50359.34
1169.377, 50300.36
1169.859, 50287.93
1170.341, 50294.43
1170.823, 50263.54
1171.305, 50207.25
1171.787, 50187.82
1172.270, 50215.46
1172.752, 50243.05
1173.234, 50230.93
1173.716, 50227.62
1174.198, 50267.83
1174.680, 50328.96
1175.162, 50321.71
1175.644, 50259.82
1176.126, 50254.67
1176.609, 50348.50
1177.091, 50443.18
1177.573, 50472.05
1178.055, 50477.46
1178.537, 50497.80
1179.019, 50527.18
1179.501, 50487.94
1179.983, 50386.28
1180.465, 50335.82
1180.948, 50406.09
1181.430, 50490.44
1181.912, 50501.72
1182.394, 50492.48
1182.876, 50527.32
1183.358, 50615.33
1183.840, 50632.19
1184.322, 50577.31
1184.805, 50519.44
1185.287, 50486.54
1185.769, 50479.22
1186.251, 50517.04
1186.733, 50573.10
1187.215, 50604.39
1187.697, 50606.13
1188.179, 50594.46
1188.661, 50567.31
1189.144, 50558.66
1189.626, 50607.32
1190.108, 50674.00
1190.590, 50730.67
1191.072, 50776.81
1191.554, 50817.98
1192.036, 50862.16
1192.518, 50860.16
1193.000, 50799.68
1193.483, 50746.97
1193.965, 50777.68
1194.447, 50834.11
1194.929, 50862.14
1195.411, 50862.21
1195.893, 50856.01
1196.375, 50837.80
1196.857, 50844.11
1197.340, 50886.75
1197.822, 50930.52
1198.304, 50950.11
1198.786, 50940.07
1199.268, 50865.49
1199.750, 50731.63
1200.232, 50703.43
1200.714, 50818.64
1201.197, 50915.07
1201.679, 50944.33
1202.161, 50952.84
1202.643, 51008.07
1203.125, 51074.43
1203.607, 51103.25
1204.089, 51081.25
1204.571, 51075.98
1205.053, 51097.43
1205.536, 51100.50
1206.018, 51052.22
1206.500, 51006.86
1206.982, 51079.21
1207.464, 51192.36
1207.946, 51221.82
1208.428, 51107.82
1208.910, 51051.27
1209.392, 51059.80
1209.875, 51104.33
1210.357, 51186.19
1210.839, 51276.31
1211.321, 51349.16
1211.803, 51393.11
1212.285, 51387.30
1212.767, 51297.36
1213.249, 51221.54
1213.732, 51156.43
1214.214, 51115.46
1214.696, 51111.69
1215.178, 51133.81
1215.660, 51174.59
1216.142, 51226.17
1216.624, 51271.50
1217.106, 51313.99
1217.589, 51335.28
1218.071, 51331.88
1218.553, 51319.29
1219.035, 51296.65
1219.517, 51281.16
1219.999, 51312.78
1220.481, 51371.74
1220.963, 51395.45
1221.445, 51342.72
1221.927, 51331.49
1222.410, 51376.71
1222.892, 51438.27
1223.374, 51495.58
1223.856, 51535.80
1224.338, 51529.26
1224.820, 51487.52
1225.302, 51463.61
1225.784, 51461.04
1226.267, 51484.30
1226.749, 51539.63
1227.231, 51596.82
1227.713, 51619.32
1228.195, 51628.20
1228.677, 51657.04
1229.159, 51700.51
1229.641, 51703.08
1230.124, 51636.82
1230.606, 51621.14
1231.088, 51684.48
1231.570, 51770.55
1232.052, 51840.47
1232.534, 51880.22
1233.016, 51855.57
1233.498, 51772.16
1233.980, 51738.26
1234.463, 51770.07
1234.945, 51791.54
1235.427, 51783.52
1235.909, 51766.69
1236.391, 51762.53
1236.873, 51764.05
1237.355, 51758.79
1237.837, 51747.53
1238.320, 51771.00
1238.802, 51838.10
1239.284, 51876.70
1239.766, 51857.46
1240.248, 51833.39
1240.730, 51872.07
1241.212, 51928.22
1241.694, 51949.79
1242.177, 51935.32
1242.659, 51958.28
1243.141, 52024.81
1243.623, 52040.18
1244.105, 51952.34
1244.587, 51859.26
1245.069, 51846.46
1245.551, 51881.43
1246.033, 51942.82
1246.516, 52026.08
1246.998, 52091.64
1247.480, 52139.17
1247.962, 52168.79
1248.444, 52174.86
1248.926, 52176.46
1249.408, 52183.44
1249.890, 52197.67
1250.372, 52228.71
1250.855, 52274.88
1251.337, 52263.42
1251.819, 52199.88
1252.301, 52152.16
1252.783, 52154.28
1253.265, 52171.98
1253.747, 52193.18
1254.229, 52212.84
1254.712, 52217.61
1255.194, 52211.34
1255.676, 52294.51
1256.158, 52445.75
1256.640, 52515.06
1257.122, 52365.25
1257.604, 52228.10
1258.086, 52228.89
1258.568, 52266.95
1259.051, 52258.93
1259.533, 52219.06
1260.015, 52271.68
1260.497, 52395.85
1260.979, 52493.07
1261.461, 52507.66
1261.943, 52501.32
1262.425, 52475.70
1262.907, 52454.68
1263.390, 52452.82
1263.872, 52471.84
1264.354, 52541.20
1264.836, 52641.08
1265.318, 52699.12
1265.800, 52635.05
1266.282, 52601.55
1266.764, 52621.08
1267.247, 52664.60
1267.729, 52723.61
1268.211, 52781.67
1268.693, 52794.46
1269.175, 52772.61
1269.657, 52752.59
1270.139, 52720.37
1270.621, 52740.11
1271.104, 52830.52
1271.586, 52924.53
1272.068, 52966.79
1272.550, 52973.00
1273.032, 52953.77
1273.514, 52920.10
1273.996, 52903.20
1274.478, 52916.39
1274.960, 52920.23
1275.443, 52910.18
1275.925, 52903.50
1276.407, 52923.89
1276.889, 52947.67
1277.371, 52935.58
1277.853, 52909.48
1278.335, 52937.94
1278.817, 53050.82
1279.299, 53061.89
1279.782, 52952.89
1280.264, 52848.47
1280.746, 52826.98
1281.228, 52865.95
1281.710, 53013.46
1282.192, 53183.82
1282.674, 53196.20
1283.156, 53042.16
1283.639, 53009.52
1284.121, 53115.05
1284.603, 53226.06
1285.085, 53245.13
1285.567, 53260.49
1286.049, 53349.84
1286.531, 53436.17
1287.013, 53378.74
1287.495, 53209.69
1287.978, 53190.82
1288.460, 53322.04
1288.942, 53409.17
1289.424, 53285.34
1289.906, 53191.55
1290.388, 53199.72
1290.870, 53251.70
1291.352, 53269.44
1291.834, 53271.97
1292.317, 53320.86
1292.799, 53410.96
1293.281, 53481.15
1293.763, 53488.46
1294.245, 53511.55
1294.727, 53572.29
1295.209, 53619.06
1295.691, 53579.70
1296.174, 53497.45
1296.656, 53407.48
1297.138, 53328.56
1297.620, 53360.34
1298.102, 53566.89
1298.584, 53685.00
1299.066, 53677.96
1299.548, 53622.37
1300.031, 53560.71
##END=



