##NAMES=Abelsonite
##RRUFFID=R070007
##IDEAL CHEMISTRY=Ni^2+^C_31_H_32_N_4_
##LOCALITY=Green River Formation, Utah, USA
##OWNER=RRUFF
##SOURCE=Geophysical Laboratory, Carnegie Institution of Washington
##DESCRIPTION=Purple platy crystals embedded in drill core
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.
##URL=rruff.info/R070007
##MEASURED CHEMISTRY=(Ni_0.92_Fe^2+^_0.05_Cr_0.02_)C_31_H_32_N_4_ ; C, H and N not measured but estimated by stoichiometry
769.7568, 44651.77
770.2390, 44589.22
770.7211, 44553.21
771.2032, 44563.59
771.6853, 44565.20
772.1674, 44549.14
772.6495, 44534.38
773.1317, 44514.76
773.6138, 44508.14
774.0959, 44556.05
774.5780, 44667.35
775.0601, 44739.96
775.5422, 44686.14
776.0244, 44601.74
776.5065, 44567.25
776.9886, 44570.98
777.4707, 44598.39
777.9528, 44638.03
778.4349, 44648.39
778.9171, 44584.38
779.3992, 44485.26
779.8813, 44456.03
780.3634, 44495.86
780.8455, 44553.33
781.3276, 44631.09
781.8098, 44673.93
782.2919, 44632.68
782.7740, 44541.44
783.2561, 44495.51
783.7382, 44534.46
784.2203, 44523.56
784.7025, 44395.51
785.1846, 44297.56
785.6667, 44307.73
786.1488, 44359.26
786.6309, 44365.71
787.1130, 44318.36
787.5952, 44285.20
788.0773, 44317.02
788.5594, 44347.16
789.0415, 44319.64
789.5236, 44265.19
790.0057, 44224.58
790.4879, 44205.70
790.9700, 44205.63
791.4521, 44225.82
791.9342, 44250.91
792.4163, 44246.99
792.8984, 44222.22
793.3806, 44231.34
793.8627, 44281.59
794.3448, 44311.72
794.8269, 44281.72
795.3090, 44236.48
795.7911, 44261.93
796.2733, 44373.95
796.7554, 44452.31
797.2375, 44489.54
797.7196, 44505.20
798.2017, 44490.27
798.6838, 44466.43
799.1660, 44460.34
799.6481, 44466.03
800.1302, 44439.51
800.6123, 44329.64
801.0944, 44241.55
801.5765, 44227.95
802.0587, 44239.60
802.5408, 44231.11
803.0229, 44208.66
803.5050, 44210.39
803.9871, 44255.39
804.4692, 44280.50
804.9514, 44202.85
805.4335, 44071.40
805.9156, 43972.71
806.3977, 43909.36
806.8798, 43874.43
807.3619, 43865.57
807.8441, 43871.18
808.3262, 43884.54
808.8083, 43898.74
809.2904, 43859.56
809.7725, 43746.19
810.2546, 43694.21
810.7368, 43761.88
811.2189, 43823.88
811.7010, 43773.55
812.1831, 43652.78
812.6652, 43601.28
813.1473, 43669.48
813.6295, 43699.81
814.1116, 43673.56
814.5937, 43625.89
815.0758, 43541.96
815.5579, 43460.93
816.0400, 43445.96
816.5222, 43499.87
817.0043, 43527.13
817.4864, 43441.15
817.9685, 43356.82
818.4506, 43380.07
818.9327, 43448.45
819.4149, 43463.21
819.8970, 43423.51
820.3791, 43396.78
820.8612, 43424.32
821.3433, 43471.59
821.8254, 43489.27
822.3076, 43483.13
822.7897, 43474.22
823.2718, 43464.05
823.7539, 43452.24
824.2360, 43437.16
824.7181, 43430.83
825.2003, 43455.88
825.6824, 43510.17
826.1645, 43506.13
826.6466, 43408.80
827.1287, 43348.75
827.6108, 43375.67
828.0930, 43416.10
828.5751, 43414.41
829.0572, 43380.25
829.5393, 43350.29
830.0214, 43340.67
830.5035, 43302.04
830.9857, 43193.22
831.4678, 43091.62
831.9499, 43039.94
832.4320, 43020.31
832.9141, 43020.50
833.3962, 43032.83
833.8784, 43007.77
834.3605, 42874.21
834.8426, 42737.24
835.3247, 42691.39
835.8068, 42698.00
836.2889, 42695.84
836.7711, 42680.60
837.2532, 42691.73
837.7353, 42758.02
838.2174, 42818.04
838.6995, 42762.97
839.1816, 42624.43
839.6638, 42527.88
840.1459, 42478.43
840.6280, 42446.64
841.1101, 42422.86
841.5922, 42396.42
842.0743, 42349.18
842.5565, 42286.51
843.0386, 42273.96
843.5207, 42338.38
844.0028, 42362.08
844.4849, 42308.48
844.9670, 42238.73
845.4492, 42195.30
845.9313, 42166.93
846.4134, 42118.07
846.8955, 42027.27
847.3776, 41972.68
847.8597, 41983.87
848.3419, 42000.77
848.8240, 42000.49
849.3061, 41993.81
849.7882, 41992.08
850.2703, 41996.84
850.7524, 42007.32
851.2346, 42040.43
851.7167, 42055.97
852.1988, 42023.68
852.6809, 41966.63
853.1630, 41904.17
853.6451, 41841.24
854.1273, 41769.87
854.6094, 41686.92
855.0915, 41641.19
855.5736, 41720.70
856.0557, 41850.89
856.5378, 41892.42
857.0200, 41856.25
857.5021, 41781.35
857.9842, 41682.03
858.4663, 41603.60
858.9484, 41586.52
859.4305, 41609.04
859.9127, 41614.44
860.3948, 41602.39
860.8769, 41587.00
861.3590, 41567.84
861.8411, 41554.62
862.3232, 41553.18
862.8054, 41558.24
863.2875, 41563.32
863.7696, 41569.18
864.2517, 41563.11
864.7338, 41537.24
865.2159, 41513.74
865.6981, 41494.64
866.1802, 41481.24
866.6623, 41489.73
867.1444, 41503.57
867.6265, 41468.55
868.1086, 41340.52
868.5908, 41266.33
869.0729, 41302.65
869.5550, 41360.98
870.0371, 41416.52
870.5192, 41456.14
871.0013, 41461.80
871.4835, 41435.32
871.9656, 41407.15
872.4477, 41400.18
872.9298, 41383.08
873.4119, 41314.89
873.8940, 41238.23
874.3762, 41215.18
874.8583, 41231.48
875.3404, 41233.26
875.8225, 41198.79
876.3046, 41143.25
876.7867, 41045.44
877.2689, 40956.48
877.7510, 41000.00
878.2331, 41137.77
878.7152, 41234.87
879.1973, 41261.93
879.6794, 41248.56
880.1616, 41211.15
880.6437, 41170.43
881.1258, 41185.61
881.6079, 41251.34
882.0900, 41254.27
882.5721, 41181.40
883.0543, 41119.61
883.5364, 41106.32
884.0185, 41107.53
884.5006, 41079.92
884.9827, 41026.70
885.4648, 40989.22
885.9470, 40962.17
886.4291, 40968.71
886.9112, 41033.32
887.3933, 41097.33
887.8754, 41127.23
888.3575, 41131.59
888.8397, 41125.82
889.3218, 41104.54
889.8039, 41093.06
890.2860, 41112.14
890.7681, 41114.07
891.2502, 41071.73
891.7324, 41019.46
892.2145, 40979.66
892.6966, 40955.47
893.1787, 40951.75
893.6608, 40977.58
894.1429, 41005.14
894.6251, 41019.07
895.1072, 41038.15
895.5893, 41085.04
896.0714, 41140.73
896.5535, 41178.12
897.0356, 41192.12
897.5178, 41190.94
897.9999, 41168.54
898.4820, 41147.27
898.9641, 41153.19
899.4462, 41166.44
899.9283, 41150.07
900.4105, 41116.19
900.8926, 41120.19
901.3747, 41181.99
901.8568, 41227.39
902.3389, 41137.20
902.8210, 41006.55
903.3032, 41042.97
903.7853, 41188.07
904.2674, 41254.67
904.7495, 41212.29
905.2316, 41136.94
905.7137, 41073.00
906.1959, 41028.43
906.6780, 41032.57
907.1601, 41073.32
907.6422, 41052.54
908.1243, 40968.25
908.6064, 40923.36
909.0886, 40955.49
909.5707, 40989.76
910.0528, 40951.81
910.5349, 40861.75
911.0170, 40798.82
911.4991, 40765.13
911.9813, 40751.14
912.4634, 40767.82
912.9455, 40762.23
913.4276, 40698.14
913.9097, 40619.94
914.3918, 40591.82
914.8740, 40614.02
915.3561, 40619.72
915.8382, 40592.75
916.3203, 40582.20
916.8024, 40592.95
917.2845, 40624.39
917.7667, 40719.75
918.2488, 40820.28
918.7309, 40783.61
919.2130, 40561.07
919.6951, 40431.73
920.1772, 40491.70
920.6594, 40530.90
921.1415, 40475.86
921.6237, 40396.63
922.1058, 40345.39
922.5879, 40317.71
923.0700, 40286.16
923.5521, 40228.18
924.0342, 40222.57
924.5164, 40354.38
924.9985, 40472.18
925.4806, 40474.26
925.9627, 40428.89
926.4448, 40425.26
926.9269, 40462.74
927.4091, 40476.00
927.8912, 40430.87
928.3733, 40376.93
928.8554, 40328.27
929.3375, 40295.34
929.8196, 40292.67
930.3018, 40310.88
930.7839, 40336.69
931.2660, 40364.74
931.7481, 40386.59
932.2302, 40402.34
932.7123, 40401.65
933.1945, 40351.78
933.6766, 40292.60
934.1587, 40285.34
934.6408, 40324.12
935.1229, 40386.31
935.6050, 40459.68
936.0872, 40494.61
936.5693, 40408.89
937.0514, 40288.11
937.5335, 40289.45
938.0156, 40365.94
938.4977, 40401.17
938.9799, 40382.80
939.4620, 40344.21
939.9441, 40301.50
940.4262, 40280.39
940.9083, 40342.84
941.3904, 40447.48
941.8726, 40451.47
942.3547, 40372.12
942.8368, 40305.04
943.3189, 40271.47
943.8010, 40267.82
944.2831, 40294.14
944.7653, 40334.93
945.2474, 40352.71
945.7295, 40353.89
946.2116, 40403.48
946.6937, 40502.84
947.1758, 40635.33
947.6580, 40804.28
948.1401, 40916.97
948.6222, 40890.64
949.1043, 40766.29
949.5864, 40645.72
950.0685, 40525.90
950.5507, 40458.70
951.0328, 40451.20
951.5149, 40471.05
951.9970, 40518.25
952.4791, 40547.87
952.9612, 40502.39
953.4434, 40408.95
953.9255, 40412.50
954.4076, 40560.53
954.8897, 40584.64
955.3718, 40416.64
955.8539, 40279.52
956.3361, 40274.36
956.8182, 40327.47
957.3003, 40356.29
957.7824, 40361.77
958.2645, 40355.14
958.7466, 40337.16
959.2288, 40303.97
959.7109, 40245.82
960.1930, 40187.83
960.6751, 40129.93
961.1572, 40090.40
961.6393, 40105.55
962.1215, 40177.59
962.6036, 40210.52
963.0857, 40195.61
963.5678, 40155.84
964.0499, 40059.29
964.5320, 39979.93
965.0142, 39966.96
965.4963, 39989.93
965.9784, 40001.00
966.4605, 39998.62
966.9426, 39998.44
967.4247, 40005.73
967.9069, 40007.77
968.3890, 40003.36
968.8711, 39992.70
969.3532, 39977.13
969.8353, 39954.91
970.3174, 39918.67
970.7996, 39863.41
971.2817, 39826.24
971.7638, 39825.27
972.2459, 39822.50
972.7280, 39787.80
973.2101, 39768.45
973.6923, 39830.50
974.1744, 39924.10
974.6565, 39931.48
975.1386, 39821.01
975.6207, 39744.95
976.1028, 39748.21
976.5850, 39766.66
977.0671, 39785.82
977.5492, 39805.77
978.0313, 39835.18
978.5134, 39864.43
978.9955, 39868.01
979.4777, 39835.91
979.9598, 39810.65
980.4419, 39807.10
980.9240, 39807.58
981.4061, 39807.30
981.8882, 39805.63
982.3704, 39804.84
982.8525, 39802.04
983.3346, 39787.05
983.8167, 39752.95
984.2988, 39731.27
984.7809, 39751.10
985.2631, 39762.92
985.7452, 39736.11
986.2273, 39694.16
986.7094, 39656.64
987.1915, 39625.93
987.6736, 39598.95
988.1558, 39572.20
988.6379, 39562.97
989.1200, 39629.75
989.6021, 39654.94
990.0842, 39495.75
990.5663, 39319.77
991.0485, 39342.04
991.5306, 39508.97
992.0127, 39598.21
992.4948, 39533.20
992.9769, 39454.11
993.4590, 39405.71
993.9412, 39376.74
994.4233, 39357.90
994.9054, 39356.79
995.3875, 39396.45
995.8696, 39461.66
996.3517, 39505.06
996.8339, 39513.74
997.3160, 39496.27
997.7981, 39435.82
998.2802, 39374.10
998.7623, 39324.62
999.2444, 39296.61
999.7266, 39320.46
1000.209, 39373.62
1000.691, 39381.48
1001.173, 39312.67
1001.655, 39241.54
1002.137, 39190.23
1002.619, 39161.77
1003.101, 39174.52
1003.583, 39199.30
1004.066, 39207.71
1004.548, 39197.52
1005.030, 39176.11
1005.512, 39146.11
1005.994, 39102.50
1006.476, 39001.98
1006.958, 38933.66
1007.440, 38991.14
1007.923, 39080.88
1008.405, 39097.19
1008.887, 39050.20
1009.369, 39003.13
1009.851, 38971.39
1010.333, 38955.18
1010.815, 38975.10
1011.297, 38986.48
1011.779, 38953.34
1012.262, 38906.48
1012.744, 38877.70
1013.226, 38864.89
1013.708, 38852.92
1014.190, 38838.48
1014.672, 38821.33
1015.154, 38794.88
1015.636, 38773.68
1016.119, 38766.32
1016.601, 38766.96
1017.083, 38773.80
1017.565, 38782.86
1018.047, 38790.31
1018.529, 38798.04
1019.011, 38780.73
1019.493, 38696.66
1019.975, 38627.57
1020.458, 38605.42
1020.940, 38618.14
1021.422, 38677.94
1021.904, 38757.20
1022.386, 38800.05
1022.868, 38794.98
1023.350, 38773.41
1023.832, 38717.93
1024.314, 38682.32
1024.797, 38710.20
1025.279, 38742.26
1025.761, 38711.24
1026.243, 38658.30
1026.725, 38685.29
1027.207, 38814.03
1027.689, 38872.30
1028.171, 38758.76
1028.654, 38662.45
1029.136, 38645.52
1029.618, 38650.49
1030.100, 38639.23
1030.582, 38623.71
1031.064, 38632.70
1031.546, 38669.43
1032.028, 38684.49
1032.510, 38664.82
1032.993, 38632.98
1033.475, 38585.50
1033.957, 38535.03
1034.439, 38470.67
1034.921, 38417.34
1035.403, 38419.17
1035.885, 38476.27
1036.367, 38512.03
1036.849, 38508.40
1037.332, 38506.45
1037.814, 38513.77
1038.296, 38517.01
1038.778, 38510.36
1039.260, 38497.20
1039.742, 38480.59
1040.224, 38460.66
1040.706, 38438.02
1041.189, 38405.48
1041.671, 38383.64
1042.153, 38364.01
1042.635, 38370.49
1043.117, 38426.45
1043.599, 38494.65
1044.081, 38548.28
1044.563, 38582.20
1045.046, 38567.91
1045.528, 38478.43
1046.010, 38421.68
1046.492, 38397.34
1046.974, 38411.74
1047.456, 38490.46
1047.938, 38558.52
1048.420, 38545.05
1048.902, 38484.33
1049.385, 38472.24
1049.867, 38517.15
1050.349, 38545.71
1050.831, 38549.00
1051.313, 38583.57
1051.795, 38675.89
1052.277, 38745.63
1052.759, 38731.33
1053.242, 38680.19
1053.724, 38689.27
1054.206, 38753.40
1054.688, 38732.29
1055.170, 38617.70
1055.652, 38570.25
1056.134, 38621.11
1056.616, 38683.08
1057.099, 38710.77
1057.581, 38713.95
1058.063, 38706.39
1058.545, 38685.45
1059.027, 38616.13
1059.509, 38512.01
1059.991, 38524.63
1060.473, 38659.20
1060.955, 38735.30
1061.438, 38679.21
1061.920, 38595.01
1062.402, 38593.63
1062.884, 38625.37
1063.366, 38569.01
1063.848, 38458.18
1064.330, 38391.12
1064.812, 38375.29
1065.294, 38418.97
1065.777, 38515.29
1066.259, 38598.18
1066.741, 38621.73
1067.223, 38597.77
1067.705, 38513.89
1068.187, 38410.38
1068.669, 38352.75
1069.151, 38335.12
1069.634, 38344.68
1070.116, 38371.13
1070.598, 38390.21
1071.080, 38389.52
1071.562, 38378.34
1072.044, 38360.05
1072.526, 38339.63
1073.008, 38315.58
1073.490, 38296.52
1073.973, 38305.88
1074.455, 38330.17
1074.937, 38320.04
1075.419, 38257.84
1075.901, 38214.45
1076.383, 38250.73
1076.865, 38288.72
1077.347, 38274.07
1077.829, 38249.00
1078.312, 38246.13
1078.794, 38265.02
1079.276, 38308.93
1079.758, 38375.61
1080.240, 38411.83
1080.722, 38385.11
1081.204, 38352.14
1081.686, 38311.97
1082.169, 38286.49
1082.651, 38308.96
1083.133, 38338.51
1083.615, 38306.55
1084.097, 38226.63
1084.579, 38213.80
1085.061, 38339.71
1085.543, 38402.22
1086.026, 38353.91
1086.508, 38311.43
1086.990, 38305.11
1087.472, 38318.14
1087.954, 38339.75
1088.436, 38369.17
1088.918, 38404.68
1089.400, 38447.19
1089.882, 38494.99
1090.365, 38562.14
1090.847, 38576.86
1091.329, 38509.22
1091.811, 38445.13
1092.293, 38431.44
1092.775, 38458.82
1093.257, 38525.58
1093.739, 38616.52
1094.221, 38620.81
1094.704, 38539.42
1095.186, 38492.98
1095.668, 38493.89
1096.150, 38520.36
1096.632, 38564.91
1097.114, 38592.86
1097.596, 38565.05
1098.078, 38519.63
1098.561, 38542.44
1099.043, 38609.57
1099.525, 38650.46
1100.007, 38665.55
1100.489, 38663.13
1100.971, 38651.41
1101.453, 38662.33
1101.935, 38715.51
1102.417, 38782.15
1102.900, 38830.09
1103.382, 38875.58
1103.864, 38963.29
1104.346, 39048.17
1104.828, 39034.86
1105.310, 38954.55
1105.792, 38922.07
1106.274, 38971.41
1106.756, 39023.84
1107.239, 39027.73
1107.721, 39031.05
1108.203, 39064.34
1108.685, 39104.38
1109.167, 39134.71
1109.649, 39157.44
1110.131, 39178.13
1110.613, 39197.03
1111.096, 39208.76
1111.578, 39197.52
1112.060, 39210.12
1112.542, 39293.36
1113.024, 39351.30
1113.506, 39324.05
1113.988, 39279.22
1114.470, 39267.40
1114.953, 39282.96
1115.435, 39319.56
1115.917, 39388.68
1116.399, 39394.53
1116.881, 39299.68
1117.363, 39249.97
1117.845, 39279.19
1118.327, 39325.75
1118.809, 39366.39
1119.292, 39383.50
1119.774, 39345.15
1120.256, 39271.48
1120.738, 39259.14
1121.220, 39306.58
1121.702, 39380.06
1122.184, 39474.38
1122.666, 39518.24
1123.148, 39492.12
1123.631, 39469.65
1124.113, 39508.13
1124.595, 39559.29
1125.077, 39534.38
1125.559, 39475.41
1126.041, 39466.41
1126.523, 39501.23
1127.005, 39596.70
1127.488, 39716.89
1127.970, 39722.07
1128.452, 39564.35
1128.934, 39412.61
1129.416, 39423.61
1129.898, 39448.04
1130.380, 39342.46
1130.862, 39214.19
1131.344, 39173.47
1131.827, 39183.19
1132.309, 39181.79
1132.791, 39155.75
1133.273, 39092.89
1133.755, 38958.45
1134.237, 38866.41
1134.719, 38877.64
1135.201, 38893.55
1135.683, 38881.70
1136.166, 38854.94
1136.648, 38810.05
1137.130, 38764.39
1137.612, 38757.82
1138.094, 38794.72
1138.576, 38811.60
1139.058, 38802.91
1139.540, 38792.17
1140.023, 38786.35
1140.505, 38761.63
1140.987, 38704.06
1141.469, 38633.09
1141.951, 38560.66
1142.433, 38507.79
1142.915, 38568.37
1143.397, 38718.74
1143.880, 38712.24
1144.362, 38568.25
1144.844, 38493.38
1145.326, 38524.84
1145.808, 38570.36
1146.290, 38580.71
1146.772, 38568.02
1147.254, 38538.12
1147.736, 38500.30
1148.219, 38459.99
1148.701, 38425.89
1149.183, 38412.86
1149.665, 38417.05
1150.147, 38437.36
1150.629, 38466.31
1151.111, 38463.02
1151.593, 38392.59
1152.075, 38331.59
1152.558, 38329.82
1153.040, 38329.33
1153.522, 38276.75
1154.004, 38228.11
1154.486, 38260.37
1154.968, 38335.86
1155.450, 38348.25
1155.932, 38280.73
1156.415, 38231.08
1156.897, 38219.23
1157.379, 38177.67
1157.861, 38069.94
1158.343, 38006.66
1158.825, 38053.26
1159.307, 38113.61
1159.789, 38085.11
1160.271, 38000.59
1160.754, 37961.77
1161.236, 37965.16
1161.718, 37938.82
1162.200, 37885.35
1162.682, 37850.61
1163.164, 37842.92
1163.646, 37852.57
1164.128, 37874.57
1164.610, 37889.09
1165.093, 37868.01
1165.575, 37838.43
1166.057, 37833.88
1166.539, 37847.88
1167.021, 37880.92
1167.503, 37920.16
1167.985, 37939.39
1168.467, 37939.33
1168.950, 37948.23
1169.432, 37980.34
1169.914, 38007.25
1170.396, 37996.61
1170.878, 38005.80
1171.360, 38088.65
1171.842, 38173.09
1172.324, 38189.78
1172.807, 38175.84
1173.289, 38209.21
1173.771, 38286.30
1174.253, 38310.38
1174.735, 38263.61
1175.217, 38214.89
1175.699, 38157.79
1176.181, 38138.97
1176.663, 38179.99
1177.146, 38224.86
1177.628, 38233.98
1178.110, 38215.45
1178.592, 38178.53
1179.074, 38127.74
1179.556, 38082.53
1180.038, 38039.04
1180.520, 37977.21
1181.002, 37902.52
1181.485, 37844.07
1181.967, 37810.48
1182.449, 37792.51
1182.931, 37786.35
1183.413, 37787.79
1183.895, 37809.72
1184.377, 37820.16
1184.859, 37773.33
1185.342, 37714.77
1185.824, 37710.96
1186.306, 37736.78
1186.788, 37711.30
1187.270, 37617.98
1187.752, 37564.56
1188.234, 37584.02
1188.716, 37614.81
1189.198, 37672.20
1189.681, 37705.32
1190.163, 37693.17
1190.645, 37653.52
1191.127, 37593.15
1191.609, 37531.28
1192.091, 37516.55
1192.573, 37544.89
1193.055, 37554.82
1193.537, 37548.42
1194.020, 37547.47
1194.502, 37554.33
1194.984, 37565.11
1195.466, 37577.14
1195.948, 37576.70
1196.430, 37549.39
1196.912, 37517.18
1197.394, 37505.61
1197.877, 37501.12
1198.359, 37478.96
1198.841, 37460.51
1199.323, 37487.48
1199.805, 37542.61
1200.287, 37571.46
1200.769, 37562.15
1201.251, 37554.64
1201.734, 37567.84
1202.216, 37568.65
1202.698, 37539.84
1203.180, 37514.84
1203.662, 37512.28
1204.144, 37504.77
1204.626, 37460.95
1205.108, 37406.52
1205.590, 37405.00
1206.073, 37452.88
1206.555, 37479.47
1207.037, 37484.68
1207.519, 37453.24
1208.001, 37391.35
1208.483, 37386.55
1208.965, 37462.80
1209.447, 37522.85
1209.929, 37490.34
1210.412, 37434.00
1210.894, 37443.23
1211.376, 37457.34
1211.858, 37382.88
1212.340, 37289.12
1212.822, 37269.07
1213.304, 37309.23
1213.786, 37368.14
1214.269, 37435.48
1214.751, 37471.43
1215.233, 37418.12
1215.715, 37417.36
1216.197, 37555.89
1216.679, 37625.53
1217.161, 37520.54
1217.643, 37419.86
1218.125, 37450.09
1218.608, 37560.77
1219.090, 37679.50
1219.572, 37794.93
1220.054, 37817.64
1220.536, 37763.79
1221.018, 37763.93
1221.500, 37818.44
1221.982, 37864.59
1222.464, 37888.48
1222.947, 37918.25
1223.429, 37968.78
1223.911, 38035.37
1224.393, 38140.74
1224.875, 38228.37
1225.357, 38225.21
1225.839, 38207.93
1226.321, 38253.30
1226.804, 38332.99
1227.286, 38394.57
1227.768, 38437.96
1228.250, 38500.34
1228.732, 38608.07
1229.214, 38654.01
1229.696, 38583.60
1230.178, 38607.80
1230.661, 38795.02
1231.143, 38955.43
1231.625, 38993.58
1232.107, 38985.06
1232.589, 39004.64
1233.071, 39050.53
1233.553, 39136.06
1234.035, 39237.92
1234.517, 39297.57
1235.000, 39318.84
1235.482, 39301.56
1235.964, 39262.54
1236.446, 39249.55
1236.928, 39275.87
1237.410, 39306.73
1237.892, 39330.51
1238.374, 39346.26
1238.856, 39360.48
1239.339, 39358.09
1239.821, 39340.18
1240.303, 39292.77
1240.785, 39200.67
1241.267, 39076.62
1241.749, 38935.62
1242.231, 38782.41
1242.713, 38683.25
1243.196, 38641.30
##END=



