##NAMES=Omphacite
##RRUFFID=R061129
##IDEAL CHEMISTRY=(Ca,Na)(Mg,Fe^2+^,Al)Si_2_O_6_
##LOCALITY=near Occidental, Sonoma County, California, USA
##OWNER=RRUFF
##SOURCE=Michael Scott
##DESCRIPTION=Green granular massive associated with brown grossular and clinochlore
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.
##URL=rruff.info/R061129
##MEASURED CHEMISTRY=(Ca_0.51_Na_0.48_)_Σ=0.99_(Mg_0.44_Al_0.44_Fe^2+^_0.14_Fe^3+^_0.02_)_Σ=1.04_Si_2.00_O_6_ ; (darker phase) : (Mg_2.52_Al_0.32_Fe^2+^_2.13_Mn_0.03_)_Σ=5_Al_0.94_(Si_3.00_Al_1.17_)O_10_(OH)_8_ ( lighter, secondary phase = clinochlore)
750.9542, 2249.637
751.4363, 2255.821
751.9184, 2268.972
752.4005, 2276.163
752.8826, 2278.220
753.3647, 2274.790
753.8469, 2267.166
754.3290, 2261.570
754.8111, 2260.608
755.2932, 2257.863
755.7753, 2242.219
756.2574, 2214.633
756.7396, 2209.867
757.2217, 2241.125
757.7038, 2256.083
758.1859, 2229.063
758.6680, 2193.269
759.1501, 2181.868
759.6323, 2191.132
760.1144, 2201.007
760.5965, 2214.695
761.0786, 2222.436
761.5607, 2217.682
762.0428, 2209.291
762.5250, 2204.362
763.0071, 2202.421
763.4892, 2198.322
763.9713, 2188.688
764.4534, 2184.370
764.9355, 2204.223
765.4177, 2235.067
765.8998, 2246.762
766.3819, 2239.600
766.8640, 2230.571
767.3461, 2226.870
767.8282, 2226.400
768.3104, 2227.515
768.7925, 2230.422
769.2746, 2222.292
769.7567, 2194.792
770.2388, 2176.223
770.7209, 2178.229
771.2031, 2188.159
771.6852, 2198.377
772.1673, 2207.361
772.6494, 2204.602
773.1315, 2168.976
773.6136, 2148.030
774.0958, 2169.086
774.5779, 2198.709
775.0600, 2210.601
775.5421, 2205.908
776.0242, 2194.282
776.5063, 2178.790
776.9885, 2165.825
777.4706, 2164.564
777.9527, 2169.278
778.4348, 2164.936
778.9169, 2153.422
779.3990, 2153.631
779.8812, 2173.668
780.3633, 2198.221
780.8454, 2208.180
781.3275, 2203.866
781.8096, 2192.124
782.2917, 2167.805
782.7739, 2151.955
783.2560, 2154.232
783.7381, 2160.829
784.2202, 2156.683
784.7023, 2145.343
785.1844, 2145.365
785.6666, 2171.331
786.1487, 2188.247
786.6308, 2183.481
787.1129, 2173.559
787.5950, 2169.711
788.0771, 2169.796
788.5593, 2166.991
789.0414, 2158.920
789.5235, 2150.991
790.0056, 2145.758
790.4877, 2144.239
790.9698, 2150.360
791.4520, 2161.595
791.9341, 2168.247
792.4162, 2167.716
792.8983, 2169.134
793.3804, 2184.247
793.8625, 2206.891
794.3447, 2205.839
794.8268, 2176.833
795.3089, 2156.205
795.7910, 2151.128
796.2731, 2153.926
796.7552, 2162.193
797.2374, 2173.097
797.7195, 2177.084
798.2016, 2171.097
798.6837, 2163.784
799.1658, 2152.919
799.6479, 2143.260
800.1301, 2131.826
800.6122, 2125.385
801.0943, 2138.162
801.5764, 2171.287
802.0585, 2194.692
802.5406, 2187.984
803.0228, 2171.830
803.5049, 2157.221
803.9870, 2146.851
804.4691, 2145.639
804.9512, 2153.269
805.4333, 2165.593
805.9155, 2181.434
806.3976, 2194.274
806.8797, 2190.844
807.3618, 2173.305
807.8439, 2152.642
808.3260, 2129.417
808.8082, 2114.448
809.2903, 2112.731
809.7724, 2124.190
810.2545, 2152.567
810.7366, 2202.976
811.2188, 2225.772
811.7009, 2205.960
812.1830, 2185.012
812.6651, 2170.694
813.1472, 2162.024
813.6293, 2161.733
814.1115, 2167.464
814.5936, 2165.989
815.0757, 2143.380
815.5578, 2131.096
816.0399, 2149.049
816.5220, 2170.661
817.0042, 2173.522
817.4863, 2163.742
817.9684, 2156.944
818.4505, 2158.407
818.9326, 2164.849
819.4147, 2177.201
819.8969, 2190.643
820.3790, 2199.088
820.8611, 2202.668
821.3432, 2202.828
821.8253, 2199.807
822.3074, 2190.576
822.7896, 2170.270
823.2717, 2146.000
823.7538, 2143.086
824.2359, 2162.343
824.7180, 2170.080
825.2001, 2158.594
825.6823, 2151.310
826.1644, 2165.083
826.6465, 2188.405
827.1286, 2196.239
827.6107, 2183.572
828.0928, 2174.292
828.5750, 2166.763
829.0571, 2164.913
829.5392, 2178.017
830.0213, 2190.944
830.5034, 2180.369
830.9855, 2152.274
831.4677, 2151.558
831.9498, 2224.539
832.4319, 2277.039
832.9140, 2259.984
833.3961, 2218.663
833.8782, 2185.250
834.3604, 2163.642
834.8425, 2151.772
835.3246, 2149.148
835.8067, 2152.038
836.2888, 2161.013
836.7709, 2171.116
837.2531, 2171.977
837.7352, 2167.383
838.2173, 2171.451
838.6994, 2187.171
839.1815, 2203.537
839.6636, 2211.567
840.1458, 2212.708
840.6279, 2209.524
841.1100, 2202.001
841.5921, 2195.996
842.0742, 2191.727
842.5563, 2192.282
843.0385, 2201.111
843.5206, 2212.774
844.0027, 2216.612
844.4848, 2210.824
844.9669, 2208.395
845.4490, 2211.206
845.9312, 2214.431
846.4133, 2220.146
846.8954, 2223.093
847.3775, 2214.273
847.8596, 2197.922
848.3417, 2194.077
848.8239, 2216.906
849.3060, 2232.696
849.7881, 2228.306
850.2702, 2218.985
850.7523, 2212.210
851.2344, 2209.109
851.7166, 2210.029
852.1987, 2215.025
852.6808, 2223.019
853.1629, 2239.009
853.6450, 2252.489
854.1271, 2246.764
854.6093, 2233.313
855.0914, 2235.448
855.5735, 2254.083
856.0556, 2272.747
856.5377, 2281.924
857.0198, 2282.228
857.5020, 2269.141
857.9841, 2247.698
858.4662, 2240.212
858.9483, 2247.309
859.4304, 2255.248
859.9125, 2258.449
860.3947, 2263.637
860.8768, 2280.720
861.3589, 2306.927
861.8410, 2316.914
862.3231, 2306.162
862.8052, 2297.363
863.2874, 2293.057
863.7695, 2293.870
864.2516, 2302.476
864.7337, 2315.305
865.2158, 2322.952
865.6979, 2321.418
866.1801, 2326.189
866.6622, 2345.730
867.1443, 2360.749
867.6264, 2360.728
868.1085, 2357.412
868.5906, 2363.685
869.0728, 2378.108
869.5549, 2387.699
870.0370, 2385.090
870.5191, 2383.975
871.0012, 2389.459
871.4833, 2398.211
871.9655, 2411.427
872.4476, 2424.614
872.9297, 2426.873
873.4118, 2415.809
873.8939, 2411.157
874.3760, 2434.020
874.8582, 2463.791
875.3403, 2476.682
875.8224, 2480.465
876.3045, 2490.906
876.7866, 2509.302
877.2687, 2526.179
877.7509, 2535.531
878.2330, 2542.960
878.7151, 2563.788
879.1972, 2589.272
879.6793, 2577.867
880.1614, 2532.803
880.6436, 2511.193
881.1257, 2533.220
881.6078, 2567.113
882.0899, 2579.589
882.5720, 2575.689
883.0541, 2579.069
883.5363, 2590.764
884.0184, 2601.170
884.5005, 2609.100
884.9826, 2615.666
885.4647, 2622.234
885.9468, 2626.654
886.4290, 2623.496
886.9111, 2609.891
887.3932, 2608.544
887.8753, 2631.957
888.3574, 2646.331
888.8395, 2632.260
889.3217, 2618.002
889.8038, 2631.831
890.2859, 2663.312
890.7680, 2676.163
891.2501, 2655.030
891.7322, 2645.633
892.2144, 2669.142
892.6965, 2688.900
893.1786, 2679.829
893.6607, 2661.769
894.1428, 2660.026
894.6249, 2676.172
895.1071, 2693.892
895.5892, 2711.815
896.0713, 2723.083
896.5534, 2715.244
897.0355, 2706.082
897.5176, 2721.363
897.9998, 2748.377
898.4819, 2750.297
898.9640, 2716.212
899.4461, 2687.729
899.9282, 2706.298
900.4103, 2739.933
900.8925, 2750.587
901.3746, 2747.008
901.8567, 2745.305
902.3388, 2748.990
902.8209, 2759.227
903.3030, 2777.555
903.7852, 2794.690
904.2673, 2794.825
904.7494, 2783.839
905.2315, 2776.747
905.7136, 2774.819
906.1957, 2785.621
906.6779, 2811.095
907.1600, 2831.540
907.6421, 2827.599
908.1242, 2809.404
908.6063, 2808.322
909.0884, 2824.366
909.5706, 2831.863
910.0527, 2827.781
910.5348, 2822.259
911.0169, 2819.215
911.4990, 2819.018
911.9811, 2822.744
912.4633, 2830.067
912.9454, 2834.486
913.4275, 2833.629
913.9096, 2838.794
914.3917, 2858.714
914.8738, 2870.696
915.3560, 2856.086
915.8381, 2827.560
916.3202, 2812.277
916.8023, 2814.044
917.2844, 2811.743
917.7665, 2801.125
918.2487, 2792.495
918.7308, 2790.708
919.2129, 2789.272
919.6950, 2781.822
920.1771, 2770.754
920.6592, 2765.206
921.1414, 2772.984
921.6235, 2768.592
922.1056, 2737.941
922.5877, 2706.824
923.0698, 2684.108
923.5519, 2668.709
924.0341, 2660.759
924.5162, 2658.834
924.9983, 2656.032
925.4804, 2648.513
925.9625, 2643.115
926.4446, 2648.183
926.9268, 2651.083
927.4089, 2637.378
927.8910, 2616.540
928.3731, 2605.690
928.8552, 2607.786
929.3373, 2611.741
929.8195, 2612.871
930.3016, 2612.084
930.7837, 2609.204
931.2658, 2605.393
931.7479, 2603.209
932.2300, 2601.250
932.7122, 2594.703
933.1943, 2581.972
933.6764, 2569.226
934.1585, 2563.502
934.6406, 2558.972
935.1227, 2545.728
935.6049, 2528.823
936.0870, 2518.454
936.5691, 2515.316
937.0512, 2514.320
937.5333, 2512.833
938.0154, 2512.315
938.4976, 2516.045
938.9797, 2521.433
939.4618, 2522.876
939.9439, 2520.650
940.4260, 2516.007
940.9081, 2509.382
941.3903, 2501.075
941.8724, 2490.825
942.3545, 2481.604
942.8366, 2479.742
943.3187, 2483.781
943.8008, 2485.537
944.2830, 2485.104
944.7651, 2487.662
945.2472, 2494.807
945.7293, 2508.514
946.2114, 2534.451
946.6935, 2559.369
947.1756, 2533.636
947.6577, 2457.968
948.1398, 2429.819
948.6219, 2459.631
949.1041, 2486.838
949.5862, 2487.619
950.0683, 2476.171
950.5504, 2466.721
951.0325, 2460.079
951.5146, 2461.322
951.9968, 2471.469
952.4789, 2484.635
952.9610, 2502.884
953.4431, 2514.377
953.9252, 2513.519
954.4073, 2502.190
954.8895, 2478.981
955.3716, 2445.257
955.8537, 2441.978
956.3358, 2484.650
956.8179, 2508.635
957.3000, 2496.022
957.7822, 2484.806
958.2643, 2501.259
958.7464, 2525.950
959.2285, 2521.229
959.7106, 2482.065
960.1927, 2473.788
960.6749, 2520.884
961.1570, 2549.208
961.6391, 2534.379
962.1212, 2515.082
962.6033, 2517.885
963.0854, 2531.990
963.5676, 2534.157
964.0497, 2521.119
964.5318, 2511.277
965.0139, 2500.532
965.4960, 2499.028
965.9781, 2517.866
966.4603, 2537.819
966.9424, 2545.775
967.4245, 2544.953
967.9066, 2541.855
968.3887, 2532.663
968.8708, 2534.871
969.3530, 2562.381
969.8351, 2584.113
970.3172, 2582.400
970.7993, 2580.215
971.2814, 2604.284
971.7635, 2642.658
972.2457, 2656.061
972.7278, 2629.832
973.2099, 2612.807
973.6920, 2613.530
974.1741, 2622.178
974.6563, 2640.523
975.1384, 2660.841
975.6205, 2678.794
976.1026, 2692.641
976.5847, 2697.642
977.0668, 2688.814
977.5490, 2682.812
978.0311, 2682.833
978.5132, 2687.000
978.9953, 2695.252
979.4774, 2706.620
979.9595, 2720.437
980.4417, 2736.540
980.9238, 2755.944
981.4059, 2784.589
981.8880, 2801.862
982.3701, 2786.788
982.8522, 2775.765
983.3344, 2795.208
983.8165, 2825.151
984.2986, 2839.025
984.7807, 2839.193
985.2628, 2849.986
985.7449, 2885.679
986.2271, 2914.566
986.7092, 2920.817
987.1913, 2921.791
987.6734, 2920.521
988.1555, 2924.992
988.6376, 2950.448
989.1198, 2992.236
989.6019, 3020.903
990.0840, 3019.353
990.5661, 3021.184
991.0482, 3042.541
991.5303, 3069.344
992.0125, 3091.853
992.4946, 3114.386
992.9767, 3145.101
993.4588, 3183.161
993.9409, 3218.940
994.4230, 3252.325
994.9052, 3276.432
995.3873, 3274.988
995.8694, 3277.119
996.3515, 3307.050
996.8336, 3351.647
997.3157, 3392.945
997.7979, 3428.679
998.2800, 3463.550
998.7621, 3498.786
999.2442, 3534.505
999.7263, 3569.137
1000.208, 3605.752
1000.691, 3645.981
1001.173, 3690.007
1001.655, 3738.864
1002.137, 3791.671
1002.619, 3844.590
1003.101, 3899.014
1003.583, 3946.202
1004.065, 3976.762
1004.547, 4003.634
1005.030, 4036.220
1005.512, 4071.261
1005.994, 4108.618
1006.476, 4144.548
1006.958, 4162.835
1007.440, 4145.903
1007.922, 4138.833
1008.404, 4178.850
1008.887, 4218.540
1009.369, 4217.029
1009.851, 4199.155
1010.333, 4196.491
1010.815, 4212.771
1011.297, 4242.106
1011.779, 4296.058
1012.261, 4328.084
1012.743, 4297.567
1013.226, 4260.985
1013.708, 4249.040
1014.190, 4257.798
1014.672, 4289.424
1015.154, 4335.605
1015.636, 4365.684
1016.118, 4365.585
1016.600, 4362.166
1017.083, 4359.410
1017.565, 4363.557
1018.047, 4382.261
1018.529, 4407.167
1019.011, 4435.387
1019.493, 4461.090
1019.975, 4463.065
1020.457, 4420.307
1020.939, 4402.169
1021.422, 4463.745
1021.904, 4517.091
1022.386, 4503.479
1022.868, 4468.787
1023.350, 4463.475
1023.832, 4482.081
1024.314, 4489.176
1024.796, 4471.724
1025.279, 4463.312
1025.761, 4483.291
1026.243, 4500.875
1026.725, 4507.844
1027.207, 4502.274
1027.689, 4477.959
1028.171, 4440.564
1028.653, 4405.230
1029.135, 4373.710
1029.618, 4346.070
1030.100, 4332.141
1030.582, 4308.962
1031.064, 4255.927
1031.546, 4202.660
1032.028, 4177.129
1032.510, 4168.591
1032.992, 4150.517
1033.474, 4120.407
1033.957, 4082.468
1034.439, 4029.944
1034.921, 3979.172
1035.403, 3929.317
1035.885, 3887.031
1036.367, 3861.288
1036.849, 3844.768
1037.331, 3825.165
1037.814, 3803.373
1038.296, 3770.564
1038.778, 3718.659
1039.260, 3668.156
1039.742, 3616.935
1040.224, 3573.497
1040.706, 3543.058
1041.188, 3522.851
1041.671, 3510.547
1042.153, 3506.562
1042.635, 3497.099
1043.117, 3476.183
1043.599, 3463.365
1044.081, 3469.654
1044.563, 3467.375
1045.045, 3438.622
1045.527, 3400.840
1046.010, 3376.061
1046.492, 3363.028
1046.974, 3349.508
1047.456, 3335.320
1047.938, 3322.026
1048.420, 3312.313
1048.902, 3294.413
1049.384, 3257.841
1049.866, 3225.544
1050.349, 3224.516
1050.831, 3246.000
1051.313, 3254.140
1051.795, 3249.138
1052.277, 3225.021
1052.759, 3176.856
1053.241, 3138.340
1053.723, 3121.126
1054.205, 3111.281
1054.688, 3097.799
1055.170, 3081.345
1055.652, 3063.122
1056.134, 3043.066
1056.616, 3025.504
1057.098, 3010.533
1057.580, 2991.573
1058.062, 2966.889
1058.545, 2948.943
1059.027, 2947.325
1059.509, 2949.997
1059.991, 2932.788
1060.473, 2902.403
1060.955, 2893.504
1061.437, 2902.057
1061.919, 2901.082
1062.401, 2887.467
1062.884, 2880.326
1063.366, 2889.533
1063.848, 2895.973
1064.330, 2870.142
1064.812, 2832.017
1065.294, 2831.320
1065.776, 2851.037
1066.258, 2840.382
1066.740, 2803.088
1067.223, 2782.490
1067.705, 2792.421
1068.187, 2800.185
1068.669, 2774.877
1069.151, 2740.019
1069.633, 2724.497
1070.115, 2718.679
1070.597, 2706.258
1071.080, 2691.096
1071.562, 2686.433
1072.044, 2693.687
1072.526, 2701.572
1073.008, 2705.595
1073.490, 2703.185
1073.972, 2686.628
1074.454, 2668.255
1074.937, 2658.864
1075.419, 2655.865
1075.901, 2657.345
1076.383, 2660.527
1076.865, 2658.327
1077.347, 2647.968
1077.829, 2633.905
1078.311, 2613.319
1078.793, 2595.307
1079.276, 2585.507
1079.758, 2579.891
1080.240, 2574.577
1080.722, 2570.092
1081.204, 2569.579
1081.686, 2574.354
1082.168, 2575.344
1082.650, 2564.298
1083.132, 2558.697
1083.615, 2571.003
1084.097, 2580.895
1084.579, 2574.639
1085.061, 2559.202
1085.543, 2545.750
1086.025, 2534.288
1086.507, 2516.926
1086.989, 2480.111
1087.472, 2466.451
1087.954, 2493.547
1088.436, 2514.556
1088.918, 2510.757
1089.400, 2494.842
1089.882, 2475.570
1090.364, 2457.111
1090.846, 2458.756
1091.328, 2487.249
1091.811, 2494.919
1092.293, 2477.027
1092.775, 2464.491
1093.257, 2465.827
1093.739, 2470.734
1094.221, 2472.268
1094.703, 2471.977
1095.185, 2472.749
1095.667, 2474.259
1096.150, 2475.680
1096.632, 2476.347
1097.114, 2466.501
1097.596, 2446.403
1098.078, 2436.562
1098.560, 2446.306
1099.042, 2457.669
1099.524, 2450.682
1100.007, 2434.421
1100.489, 2421.783
1100.971, 2414.546
1101.453, 2421.998
1101.935, 2438.187
1102.417, 2443.385
1102.899, 2433.676
1103.381, 2422.099
1103.864, 2416.896
1104.346, 2411.618
1104.828, 2398.181
1105.310, 2383.761
1105.792, 2374.534
1106.274, 2370.115
1106.756, 2372.335
1107.238, 2378.054
1107.720, 2377.759
1108.203, 2367.969
1108.685, 2356.594
1109.167, 2340.800
1109.649, 2332.310
1110.131, 2345.763
1110.613, 2359.826
1111.095, 2355.501
1111.577, 2340.564
1112.059, 2328.809
1112.542, 2321.512
1113.024, 2318.710
1113.506, 2329.153
1113.988, 2329.814
1114.470, 2308.248
1114.952, 2292.925
1115.434, 2298.809
1115.916, 2310.042
1116.399, 2312.761
1116.881, 2307.402
1117.363, 2293.556
1117.845, 2266.927
1118.327, 2256.863
1118.809, 2266.677
1119.291, 2277.364
1119.773, 2285.746
1120.255, 2287.207
1120.738, 2277.697
1121.220, 2265.171
1121.702, 2261.247
1122.184, 2264.829
1122.666, 2274.970
1123.148, 2288.872
1123.630, 2286.713
1124.112, 2268.875
1124.594, 2251.704
1125.077, 2241.307
1125.559, 2238.016
1126.041, 2243.097
1126.523, 2252.171
1127.005, 2263.698
1127.487, 2272.283
1127.969, 2267.238
1128.451, 2253.767
1128.934, 2241.522
1129.416, 2232.262
1129.898, 2224.590
1130.380, 2218.101
1130.862, 2211.767
1131.344, 2199.906
1131.826, 2194.428
1132.308, 2209.971
1132.791, 2228.021
1133.273, 2230.687
1133.755, 2224.551
1134.237, 2224.257
1134.719, 2231.046
1135.201, 2233.059
1135.683, 2229.945
1136.165, 2219.634
1136.647, 2191.544
1137.130, 2170.432
1137.612, 2167.277
1138.094, 2170.210
1138.576, 2168.502
1139.058, 2165.412
1139.540, 2169.913
1140.022, 2182.504
1140.504, 2200.693
1140.986, 2227.941
1141.469, 2234.965
1141.951, 2214.942
1142.433, 2189.021
1142.915, 2166.346
1143.397, 2156.416
1143.879, 2175.534
1144.361, 2206.463
1144.843, 2200.196
1145.326, 2168.143
1145.808, 2143.355
1146.290, 2130.907
1146.772, 2146.471
1147.254, 2186.765
1147.736, 2211.143
1148.218, 2195.241
1148.700, 2167.174
1149.182, 2146.210
1149.665, 2132.344
1150.147, 2128.494
1150.629, 2129.520
1151.111, 2127.700
1151.593, 2125.833
1152.075, 2135.869
1152.557, 2158.962
1153.039, 2167.483
1153.521, 2141.000
1154.004, 2116.853
1154.486, 2103.800
1154.968, 2095.077
1155.450, 2085.156
1155.932, 2080.514
1156.414, 2093.837
1156.896, 2115.370
1157.378, 2112.950
1157.861, 2079.676
1158.343, 2067.980
1158.825, 2083.840
1159.307, 2098.762
1159.789, 2109.487
1160.271, 2110.522
1160.753, 2097.579
1161.235, 2083.780
1161.718, 2085.538
1162.200, 2096.066
1162.682, 2095.983
1163.164, 2088.549
1163.646, 2086.361
1164.128, 2089.285
1164.610, 2095.513
1165.092, 2103.091
1165.574, 2104.841
1166.057, 2096.775
1166.539, 2085.662
1167.021, 2072.350
1167.503, 2064.395
1167.985, 2077.524
1168.467, 2092.410
1168.949, 2080.428
1169.431, 2056.464
1169.913, 2053.274
1170.396, 2073.140
1170.878, 2085.970
1171.360, 2078.398
1171.842, 2075.593
1172.324, 2088.431
1172.806, 2097.627
1173.288, 2098.461
1173.770, 2091.367
1174.253, 2071.765
1174.735, 2048.649
1175.217, 2039.031
1175.699, 2042.714
1176.181, 2055.961
1176.663, 2081.035
1177.145, 2090.988
1177.627, 2082.591
1178.109, 2071.167
1178.592, 2062.013
1179.074, 2059.446
1179.556, 2068.246
1180.038, 2078.701
1180.520, 2072.257
1181.002, 2058.561
1181.484, 2058.085
1181.966, 2064.946
1182.448, 2066.817
1182.931, 2062.983
1183.413, 2055.064
1183.895, 2044.534
1184.377, 2042.751
1184.859, 2064.955
1185.341, 2081.091
1185.823, 2069.712
1186.305, 2055.912
1186.788, 2054.739
1187.270, 2059.635
1187.752, 2064.257
1188.234, 2068.176
1188.716, 2072.462
1189.198, 2078.461
1189.680, 2073.551
1190.162, 2049.193
1190.645, 2041.287
1191.127, 2058.601
1191.609, 2075.377
1192.091, 2080.994
1192.573, 2082.184
1193.055, 2085.676
1193.537, 2088.292
1194.019, 2079.098
1194.501, 2063.795
1194.984, 2065.970
1195.466, 2080.304
1195.948, 2089.895
1196.430, 2091.882
1196.912, 2085.180
1197.394, 2070.581
1197.876, 2064.762
1198.358, 2085.531
1198.840, 2106.795
1199.323, 2111.451
1199.805, 2108.539
1200.287, 2102.862
1200.769, 2095.185
1201.251, 2081.703
1201.733, 2066.970
1202.215, 2066.270
1202.697, 2084.635
1203.180, 2097.561
1203.662, 2104.732
1204.144, 2106.610
1204.626, 2101.332
1205.108, 2095.781
1205.590, 2092.005
1206.072, 2092.740
1206.554, 2102.441
1207.036, 2112.809
1207.519, 2098.767
1208.001, 2069.606
1208.483, 2068.954
1208.965, 2089.852
1209.447, 2109.195
1209.929, 2122.792
1210.411, 2132.867
1210.893, 2139.484
1211.375, 2134.818
1211.858, 2104.298
1212.340, 2082.920
1212.822, 2109.308
1213.304, 2137.227
1213.786, 2126.917
1214.268, 2106.058
1214.750, 2104.081
1215.232, 2117.232
1215.715, 2134.897
1216.197, 2158.168
1216.679, 2157.155
1217.161, 2116.752
1217.643, 2094.036
1218.125, 2097.247
1218.607, 2101.801
1219.089, 2099.555
1219.572, 2097.253
1220.054, 2099.384
1220.536, 2107.603
1221.018, 2131.585
1221.500, 2159.701
1221.982, 2151.666
1222.464, 2123.677
1222.946, 2116.991
1223.428, 2128.401
1223.911, 2134.195
1224.393, 2130.565
1224.875, 2135.111
1225.357, 2161.060
1225.839, 2175.512
1226.321, 2148.226
1226.803, 2123.691
1227.285, 2124.827
1227.767, 2135.365
1228.250, 2148.601
1228.732, 2159.309
1229.214, 2158.634
1229.696, 2149.339
1230.178, 2150.279
1230.660, 2164.374
1231.142, 2169.407
1231.624, 2163.808
1232.107, 2167.476
1232.589, 2184.413
1233.071, 2201.573
1233.553, 2212.444
1234.035, 2218.874
1234.517, 2222.617
1234.999, 2223.226
1235.481, 2217.358
1235.964, 2210.277
1236.446, 2207.492
1236.928, 2209.542
1237.410, 2218.048
1237.892, 2231.160
1238.374, 2244.442
1238.856, 2257.162
1239.338, 2266.428
1239.820, 2269.934
1240.302, 2272.700
1240.785, 2278.481
1241.267, 2276.978
1241.749, 2258.228
##END=



