##NAMES=Cristobalite
##RRUFFID=R061064
##IDEAL CHEMISTRY=SiO_2_
##LOCALITY=Ellora Caves, India
##OWNER=RRUFF
##SOURCE=Harvard Mineralogical Museum
##DESCRIPTION=Colorless single crystals, octahedra and groups of octahedra, some have transformed to quartz. Sample used in Downs and Palmer (1994)
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.
##URL=rruff.info/R061064
##MEASURED CHEMISTRY=Si_1.00_O_2_·0.11H_2_O ; trace amounts of Al and Na; H_2_O by difference, verified by Raman spectroscopy
732.8883, 3270.053
733.3704, 3280.501
733.8525, 3283.037
734.3347, 3278.082
734.8168, 3272.772
735.2989, 3266.800
735.7810, 3263.522
736.2631, 3268.945
736.7452, 3277.775
737.2274, 3279.677
737.7095, 3273.487
738.1916, 3266.998
738.6737, 3266.105
739.1558, 3266.454
739.6379, 3264.352
740.1201, 3258.348
740.6022, 3251.786
741.0843, 3239.730
741.5664, 3232.034
742.0485, 3240.602
742.5306, 3269.745
743.0128, 3289.815
743.4949, 3296.733
743.9770, 3297.268
744.4591, 3298.801
744.9412, 3301.337
745.4233, 3305.147
745.9055, 3310.749
746.3876, 3316.359
746.8697, 3318.782
747.3518, 3320.440
747.8339, 3325.515
748.3160, 3346.687
748.7982, 3357.177
749.2803, 3340.671
749.7624, 3311.984
750.2445, 3308.862
750.7266, 3340.488
751.2087, 3365.446
751.6909, 3368.620
752.1730, 3359.528
752.6551, 3364.004
753.1372, 3380.129
753.6193, 3395.240
754.1014, 3407.969
754.5836, 3412.603
755.0657, 3395.551
755.5478, 3362.199
756.0299, 3340.917
756.5120, 3349.348
756.9941, 3364.999
757.4763, 3378.906
757.9584, 3391.046
758.4405, 3406.097
758.9226, 3426.567
759.4047, 3444.274
759.8868, 3452.495
760.3690, 3452.976
760.8511, 3458.630
761.3332, 3469.346
761.8153, 3481.861
762.2974, 3492.674
762.7795, 3504.068
763.2617, 3518.975
763.7438, 3537.613
764.2259, 3558.670
764.7080, 3583.903
765.1901, 3609.760
765.6722, 3633.813
766.1544, 3656.732
766.6365, 3675.510
767.1186, 3689.076
767.6007, 3700.499
768.0828, 3710.297
768.5649, 3719.302
769.0471, 3738.071
769.5292, 3768.266
770.0113, 3804.740
770.4934, 3844.085
770.9755, 3885.586
771.4576, 3929.571
771.9398, 3978.808
772.4219, 4024.059
772.9040, 4052.614
773.3861, 4079.549
773.8682, 4123.337
774.3503, 4190.755
774.8325, 4262.998
775.3146, 4342.367
775.7967, 4419.894
776.2788, 4479.824
776.7609, 4523.118
777.2430, 4560.969
777.7252, 4594.062
778.2073, 4627.534
778.6894, 4677.244
779.1715, 4730.420
779.6536, 4762.973
780.1357, 4750.674
780.6179, 4733.336
781.1000, 4725.033
781.5821, 4721.040
782.0642, 4710.811
782.5463, 4693.485
783.0284, 4671.850
783.5105, 4645.885
783.9926, 4616.361
784.4747, 4583.153
784.9568, 4547.070
785.4390, 4516.878
785.9211, 4501.566
786.4032, 4489.088
786.8853, 4457.756
787.3674, 4417.191
787.8495, 4394.070
788.3317, 4418.060
788.8138, 4442.126
789.2959, 4448.639
789.7780, 4439.945
790.2601, 4427.930
790.7422, 4409.067
791.2244, 4396.160
791.7065, 4398.446
792.1886, 4408.331
792.6707, 4398.257
793.1528, 4369.210
793.6349, 4332.228
794.1171, 4291.921
794.5992, 4248.659
795.0813, 4203.563
795.5634, 4156.363
796.0455, 4107.146
796.5276, 4052.057
797.0098, 3999.229
797.4919, 3955.040
797.9740, 3919.066
798.4561, 3868.727
798.9382, 3796.871
799.4203, 3736.863
799.9025, 3712.520
800.3846, 3713.696
800.8667, 3703.971
801.3488, 3684.331
801.8309, 3667.272
802.3130, 3666.607
802.7952, 3667.359
803.2773, 3655.431
803.7594, 3629.843
804.2415, 3606.012
804.7236, 3584.938
805.2057, 3568.941
805.6879, 3561.306
806.1700, 3562.436
806.6521, 3552.701
807.1342, 3529.554
807.6163, 3510.353
808.0984, 3509.278
808.5806, 3520.910
809.0627, 3536.913
809.5448, 3556.262
810.0269, 3566.802
810.5090, 3554.443
810.9911, 3535.250
811.4733, 3518.809
811.9554, 3505.404
812.4375, 3500.361
812.9196, 3508.690
813.4017, 3518.051
813.8839, 3521.885
814.3660, 3520.227
814.8481, 3515.261
815.3302, 3506.880
815.8123, 3498.287
816.2944, 3491.693
816.7766, 3487.092
817.2587, 3485.232
817.7408, 3486.440
818.2229, 3486.843
818.7050, 3483.479
819.1871, 3480.021
819.6693, 3478.778
820.1514, 3479.729
820.6335, 3483.409
821.1156, 3489.993
821.5977, 3498.775
822.0798, 3509.235
822.5620, 3521.370
823.0441, 3537.278
823.5262, 3557.221
824.0083, 3572.477
824.4904, 3571.881
824.9725, 3565.355
825.4547, 3562.506
825.9368, 3564.849
826.4189, 3568.135
826.9010, 3571.012
827.3831, 3574.802
827.8652, 3580.737
828.3474, 3589.395
828.8295, 3597.921
829.3116, 3607.841
829.7937, 3609.996
830.2758, 3588.192
830.7579, 3554.970
831.2401, 3536.919
831.7222, 3536.607
832.2043, 3544.683
832.6864, 3564.192
833.1685, 3583.625
833.6506, 3594.292
834.1328, 3593.606
834.6149, 3589.896
835.0970, 3580.402
835.5791, 3572.560
836.0612, 3574.777
836.5433, 3585.854
837.0255, 3582.281
837.5076, 3563.226
837.9897, 3546.184
838.4718, 3547.890
838.9539, 3558.713
839.4360, 3568.178
839.9182, 3574.977
840.4003, 3581.351
840.8824, 3590.449
841.3645, 3596.935
841.8466, 3596.981
842.3287, 3589.416
842.8109, 3584.900
843.2930, 3583.488
843.7751, 3584.369
844.2572, 3587.745
844.7393, 3592.730
845.2214, 3599.087
845.7036, 3606.447
846.1857, 3608.142
846.6678, 3592.699
847.1499, 3575.727
847.6320, 3568.894
848.1141, 3574.396
848.5963, 3580.728
849.0784, 3590.884
849.5605, 3596.464
850.0426, 3588.998
850.5247, 3571.216
851.0068, 3574.775
851.4890, 3599.291
851.9711, 3619.995
852.4532, 3614.911
852.9353, 3599.417
853.4174, 3585.256
853.8995, 3573.893
854.3817, 3574.348
854.8638, 3601.423
855.3459, 3628.784
855.8280, 3645.431
856.3101, 3651.907
856.7922, 3661.160
857.2744, 3674.470
857.7565, 3682.910
858.2386, 3676.268
858.7207, 3663.422
859.2028, 3665.464
859.6849, 3679.701
860.1671, 3692.060
860.6492, 3697.769
861.1313, 3697.288
861.6134, 3685.834
862.0955, 3665.796
862.5776, 3658.948
863.0598, 3670.799
863.5419, 3683.711
864.0240, 3692.643
864.5061, 3697.759
864.9882, 3698.693
865.4703, 3695.774
865.9524, 3691.083
866.4345, 3690.061
866.9166, 3683.963
867.3987, 3656.600
867.8809, 3617.675
868.3630, 3596.818
868.8451, 3618.528
869.3272, 3637.090
869.8093, 3640.378
870.2914, 3637.142
870.7736, 3657.291
871.2557, 3700.931
871.7378, 3726.079
872.2199, 3711.971
872.7020, 3683.904
873.1841, 3670.139
873.6663, 3668.163
874.1484, 3672.421
874.6305, 3691.354
875.1126, 3703.995
875.5947, 3697.936
876.0768, 3684.840
876.5590, 3683.260
877.0411, 3696.714
877.5232, 3704.664
878.0053, 3702.612
878.4874, 3696.270
878.9695, 3693.830
879.4517, 3693.572
879.9338, 3691.211
880.4159, 3684.073
880.8980, 3677.955
881.3801, 3672.764
881.8622, 3671.725
882.3444, 3679.435
882.8265, 3701.383
883.3086, 3719.559
883.7907, 3734.659
884.2728, 3742.966
884.7549, 3734.782
885.2371, 3715.340
885.7192, 3706.746
886.2013, 3712.865
886.6834, 3722.212
887.1655, 3726.477
887.6476, 3729.708
888.1298, 3736.649
888.6119, 3751.511
889.0940, 3758.644
889.5761, 3756.301
890.0582, 3748.827
890.5403, 3735.405
891.0225, 3717.501
891.5046, 3715.539
891.9867, 3730.233
892.4688, 3745.271
892.9509, 3749.973
893.4330, 3747.933
893.9152, 3738.250
894.3973, 3720.924
894.8794, 3715.509
895.3615, 3734.861
895.8436, 3757.437
896.3257, 3777.392
896.8079, 3794.006
897.2900, 3799.386
897.7721, 3793.357
898.2542, 3783.855
898.7363, 3771.436
899.2184, 3760.663
899.7006, 3759.000
900.1827, 3764.318
900.6648, 3768.319
901.1469, 3767.365
901.6290, 3765.205
902.1111, 3762.116
902.5933, 3758.894
903.0754, 3758.420
903.5575, 3761.169
904.0396, 3762.509
904.5217, 3759.758
905.0038, 3757.096
905.4860, 3759.281
905.9681, 3766.611
906.4502, 3779.787
906.9323, 3818.128
907.4144, 3839.053
907.8965, 3812.566
908.3787, 3769.183
908.8608, 3750.126
909.3429, 3760.015
909.8250, 3775.275
910.3071, 3796.236
910.7892, 3812.449
911.2714, 3804.844
911.7535, 3783.706
912.2356, 3769.011
912.7177, 3765.004
913.1998, 3766.634
913.6819, 3779.360
914.1641, 3791.087
914.6462, 3789.967
915.1283, 3768.881
915.6104, 3764.582
916.0925, 3780.475
916.5746, 3800.724
917.0568, 3816.205
917.5389, 3825.322
918.0210, 3821.023
918.5031, 3803.882
918.9852, 3789.588
919.4673, 3785.907
919.9495, 3788.666
920.4316, 3799.406
920.9137, 3817.219
921.3958, 3822.454
921.8779, 3809.121
922.3600, 3802.336
922.8422, 3818.722
923.3243, 3845.326
923.8064, 3848.158
924.2885, 3831.870
924.7706, 3816.167
925.2527, 3804.815
925.7349, 3802.470
926.2170, 3822.464
926.6991, 3852.149
927.1812, 3857.525
927.6633, 3826.081
928.1454, 3804.495
928.6276, 3802.694
929.1097, 3811.292
929.5918, 3816.880
930.0739, 3819.719
930.5560, 3819.542
931.0381, 3814.965
931.5203, 3811.458
932.0024, 3812.773
932.4845, 3816.490
932.9666, 3820.004
933.4487, 3823.423
933.9308, 3825.285
934.4130, 3824.242
934.8951, 3824.991
935.3772, 3835.400
935.8593, 3850.716
936.3414, 3855.890
936.8235, 3849.882
937.3057, 3844.902
937.7878, 3849.078
938.2699, 3856.309
938.7520, 3865.477
939.2341, 3876.556
939.7162, 3874.055
940.1984, 3853.338
940.6805, 3833.802
941.1626, 3823.306
941.6447, 3821.658
942.1268, 3835.106
942.6089, 3858.640
943.0911, 3872.183
943.5732, 3852.200
944.0553, 3834.011
944.5374, 3840.581
945.0195, 3860.339
945.5016, 3860.235
945.9838, 3791.908
946.4659, 3837.339
946.9480, 3863.340
947.4301, 3870.953
947.9122, 3805.109
948.3943, 3834.120
948.8764, 3825.118
949.3585, 3814.557
949.8406, 3856.918
950.3228, 3801.759
950.8049, 3843.281
951.2870, 3846.209
951.7691, 3866.802
952.2512, 3849.145
952.7333, 3843.302
953.2155, 3875.721
953.6976, 3886.953
954.1797, 3864.894
954.6618, 3886.609
955.1439, 3830.113
955.6260, 3842.248
956.1082, 3883.994
956.5903, 3863.858
957.0724, 3857.404
957.5545, 3866.226
958.0366, 3862.768
958.5187, 3844.506
959.0009, 3836.325
959.4830, 3852.906
959.9651, 3879.051
960.4472, 3893.703
960.9293, 3898.963
961.4114, 3898.809
961.8936, 3882.420
962.3757, 3876.878
962.8578, 3898.982
963.3399, 3926.976
963.8220, 3932.997
964.3041, 3915.916
964.7863, 3892.083
965.2684, 3860.709
965.7505, 3839.542
966.2326, 3858.145
966.7147, 3892.151
967.1968, 3910.972
967.6790, 3908.514
968.1611, 3902.935
968.6432, 3893.002
969.1253, 3887.078
969.6074, 3891.725
970.0895, 3905.196
970.5717, 3908.622
971.0538, 3902.508
971.5359, 3896.822
972.0180, 3898.431
972.5001, 3902.405
972.9822, 3905.335
973.4644, 3907.109
973.9465, 3907.292
974.4286, 3899.766
974.9107, 3901.424
975.3928, 3918.814
975.8749, 3941.563
976.3571, 3951.283
976.8392, 3949.771
977.3213, 3943.734
977.8034, 3932.707
978.2855, 3925.223
978.7676, 3934.767
979.2498, 3946.549
979.7319, 3942.609
980.2140, 3911.599
980.6961, 3903.546
981.1782, 3925.355
981.6603, 3950.302
982.1425, 3957.619
982.6246, 3952.800
983.1067, 3951.787
983.5888, 3953.887
984.0709, 3951.792
984.5530, 3935.308
985.0352, 3920.218
985.5173, 3915.867
985.9994, 3919.136
986.4815, 3919.567
986.9636, 3915.809
987.4457, 3919.782
987.9279, 3939.014
988.4100, 3957.825
988.8921, 3944.648
989.3742, 3916.899
989.8563, 3907.020
990.3384, 3934.371
990.8206, 3958.611
991.3027, 3967.063
991.7848, 3971.354
992.2669, 3981.987
992.7490, 3999.491
993.2311, 4002.272
993.7133, 3989.107
994.1954, 3977.217
994.6775, 3987.679
995.1596, 3999.895
995.6417, 3988.393
996.1238, 3955.721
996.6060, 3938.720
997.0881, 3953.677
997.5702, 3965.300
998.0523, 3962.744
998.5344, 3952.403
999.0165, 3949.886
999.4987, 3953.747
999.9808, 3958.225
1000.463, 3962.863
1000.945, 3964.425
1001.427, 3956.409
1001.909, 3946.395
1002.391, 3943.592
1002.873, 3950.682
1003.356, 3958.324
1003.838, 3966.577
1004.320, 3975.191
1004.802, 3988.092
1005.284, 3999.677
1005.766, 3994.373
1006.248, 3973.673
1006.730, 3959.578
1007.213, 3965.475
1007.695, 3976.698
1008.177, 3990.009
1008.659, 4003.109
1009.141, 4004.874
1009.623, 3994.906
1010.105, 3993.135
1010.587, 4009.888
1011.069, 4028.667
1011.552, 4029.176
1012.034, 4020.330
1012.516, 4015.273
1012.998, 4022.475
1013.480, 4022.810
1013.962, 4011.566
1014.444, 4000.479
1014.926, 4002.244
1015.409, 4013.657
1015.891, 4017.388
1016.373, 4013.432
1016.855, 4009.395
1017.337, 4012.267
1017.819, 4014.585
1018.301, 4008.887
1018.783, 3998.013
1019.265, 3997.437
1019.748, 4010.413
1020.230, 4019.813
1020.712, 4020.658
1021.194, 4016.855
1021.676, 4011.382
1022.158, 4006.200
1022.640, 4005.369
1023.122, 4011.724
1023.604, 4017.756
1024.087, 4018.529
1024.569, 4021.219
1025.051, 4032.429
1025.533, 4052.096
1026.015, 4067.618
1026.497, 4078.939
1026.979, 4081.734
1027.461, 4063.548
1027.943, 4043.882
1028.426, 4040.521
1028.908, 4050.106
1029.390, 4056.265
1029.872, 4058.547
1030.354, 4055.819
1030.836, 4046.677
1031.318, 4034.824
1031.800, 4023.007
1032.283, 4013.836
1032.765, 4014.782
1033.247, 4029.844
1033.729, 4044.685
1034.211, 4054.373
1034.693, 4060.342
1035.175, 4063.969
1035.657, 4065.256
1036.140, 4059.777
1036.622, 4047.213
1037.104, 4039.707
1037.586, 4035.145
1038.068, 4046.906
1038.550, 4117.086
1039.032, 4213.146
1039.514, 4249.059
1039.996, 4162.608
1040.479, 4093.372
1040.961, 4052.383
1041.443, 4040.237
1041.925, 4079.094
1042.407, 4146.595
1042.889, 4171.508
1043.371, 4140.505
1043.853, 4111.333
1044.335, 4120.354
1044.818, 4136.852
1045.300, 4142.353
1045.782, 4137.746
1046.264, 4135.438
1046.746, 4135.596
1047.228, 4133.972
1047.710, 4128.387
1048.192, 4120.335
1048.675, 4106.700
1049.157, 4093.051
1049.639, 4088.923
1050.121, 4111.998
1050.603, 4120.593
1051.085, 4107.266
1051.567, 4091.489
1052.049, 4097.513
1052.531, 4116.831
1053.014, 4114.094
1053.496, 4089.540
1053.978, 4074.218
1054.460, 4097.653
1054.942, 4123.189
1055.424, 4126.443
1055.906, 4117.614
1056.388, 4134.073
1056.870, 4179.156
1057.353, 4205.851
1057.835, 4198.211
1058.317, 4178.764
1058.799, 4158.652
1059.281, 4148.580
1059.763, 4167.089
1060.245, 4235.842
1060.727, 4272.283
1061.210, 4257.469
1061.692, 4243.069
1062.174, 4267.886
1062.656, 4316.909
1063.138, 4339.587
1063.620, 4341.573
1064.102, 4347.463
1064.584, 4373.274
1065.067, 4400.772
1065.549, 4421.586
1066.031, 4441.360
1066.513, 4466.247
1066.995, 4495.920
1067.477, 4545.473
1067.959, 4619.611
1068.441, 4686.276
1068.923, 4704.281
1069.406, 4709.287
1069.888, 4734.045
1070.370, 4782.084
1070.852, 4834.796
1071.334, 4897.725
1071.816, 4945.546
1072.298, 4962.628
1072.780, 4966.894
1073.262, 4996.273
1073.745, 5039.563
1074.227, 5070.939
1074.709, 5082.349
1075.191, 5082.009
1075.673, 5073.562
1076.155, 5052.965
1076.637, 5014.883
1077.119, 4959.826
1077.601, 4896.857
1078.084, 4826.208
1078.566, 4759.685
1079.048, 4707.308
1079.530, 4659.056
1080.012, 4606.026
1080.494, 4552.187
1080.976, 4508.658
1081.458, 4476.454
1081.941, 4449.953
1082.423, 4429.614
1082.905, 4409.518
1083.387, 4379.583
1083.869, 4347.193
1084.351, 4323.957
1084.833, 4312.321
1085.315, 4296.367
1085.797, 4261.184
1086.280, 4244.150
1086.762, 4272.037
1087.244, 4318.722
1087.726, 4301.917
1088.208, 4239.040
1088.690, 4189.989
1089.172, 4179.543
1089.654, 4180.321
1090.136, 4185.485
1090.619, 4192.875
1091.101, 4202.219
1091.583, 4214.412
1092.065, 4214.903
1092.547, 4203.535
1093.029, 4192.350
1093.511, 4189.319
1093.993, 4190.535
1094.476, 4198.096
1094.958, 4207.237
1095.440, 4200.973
1095.922, 4167.672
1096.404, 4154.505
1096.886, 4172.036
1097.368, 4198.283
1097.850, 4207.848
1098.333, 4207.405
1098.815, 4206.512
1099.297, 4206.332
1099.779, 4205.583
1100.261, 4203.938
1100.743, 4201.029
1101.225, 4195.144
1101.707, 4188.980
1102.189, 4191.271
1102.672, 4200.217
1103.154, 4210.250
1103.636, 4223.024
1104.118, 4228.203
1104.600, 4212.906
1105.082, 4194.119
1105.564, 4187.508
1106.046, 4194.025
1106.528, 4190.119
1107.011, 4176.005
1107.493, 4162.735
1107.975, 4155.751
1108.457, 4154.213
1108.939, 4160.134
1109.421, 4170.663
1109.903, 4179.101
1110.385, 4184.441
1110.868, 4190.419
1111.350, 4198.095
1111.832, 4202.814
1112.314, 4188.064
1112.796, 4173.589
1113.278, 4195.804
1113.760, 4254.241
1114.242, 4290.742
1114.724, 4283.274
1115.207, 4269.397
1115.689, 4256.018
1116.171, 4244.755
1116.653, 4240.917
1117.135, 4241.679
1117.617, 4237.906
1118.099, 4224.815
1118.581, 4219.252
1119.063, 4241.327
1119.546, 4259.500
1120.028, 4253.003
1120.510, 4226.806
1120.992, 4216.305
1121.474, 4220.237
1121.956, 4228.343
1122.438, 4241.675
1122.920, 4249.720
1123.403, 4239.342
1123.885, 4223.714
1124.367, 4220.503
1124.849, 4233.111
1125.331, 4239.042
1125.813, 4237.417
1126.295, 4235.589
1126.777, 4241.940
1127.260, 4248.395
1127.742, 4245.179
1128.224, 4235.127
1128.706, 4229.256
1129.188, 4227.652
1129.670, 4232.795
1130.152, 4246.971
1130.634, 4261.479
1131.116, 4262.340
1131.599, 4258.093
1132.081, 4264.833
1132.563, 4284.295
1133.045, 4292.526
1133.527, 4273.547
1134.009, 4261.351
1134.491, 4268.053
1134.973, 4284.879
1135.455, 4295.429
1135.938, 4300.639
1136.420, 4302.846
1136.902, 4301.486
1137.384, 4301.003
1137.866, 4303.321
1138.348, 4306.890
1138.830, 4311.741
1139.312, 4317.292
1139.795, 4319.378
1140.277, 4318.278
1140.759, 4315.316
1141.241, 4311.631
1141.723, 4305.697
1142.205, 4287.843
1142.687, 4273.627
1143.169, 4284.375
1143.651, 4324.290
1144.134, 4338.281
1144.616, 4325.021
1145.098, 4304.875
1145.580, 4281.236
1146.062, 4266.728
1146.544, 4275.556
1147.026, 4300.918
1147.508, 4324.657
1147.990, 4349.780
1148.473, 4353.841
1148.955, 4330.330
1149.437, 4306.406
1149.919, 4312.329
1150.401, 4329.515
1150.883, 4338.182
1151.365, 4337.217
1151.847, 4337.391
1152.330, 4340.129
1152.812, 4341.280
1153.294, 4338.883
1153.776, 4336.522
1154.258, 4342.303
1154.740, 4350.474
1155.222, 4349.034
1155.704, 4331.832
1156.186, 4333.007
1156.669, 4369.536
1157.151, 4396.288
1157.633, 4390.664
1158.115, 4366.173
1158.597, 4348.577
1159.079, 4338.118
1159.561, 4335.778
1160.043, 4345.118
1160.526, 4355.605
1161.008, 4364.076
1161.490, 4374.438
1161.972, 4396.231
1162.454, 4421.951
1162.936, 4403.369
1163.418, 4352.808
1163.900, 4326.785
1164.382, 4379.054
1164.865, 4425.495
1165.347, 4444.377
1165.829, 4443.325
1166.311, 4418.979
1166.793, 4375.945
1167.275, 4370.527
1167.757, 4402.392
1168.239, 4432.917
1168.721, 4436.308
1169.204, 4434.469
1169.686, 4434.787
1170.168, 4438.630
1170.650, 4450.923
1171.132, 4471.449
1171.614, 4481.575
1172.096, 4478.264
1172.578, 4477.857
1173.061, 4498.692
1173.543, 4521.676
1174.025, 4532.591
1174.507, 4533.612
1174.989, 4531.782
1175.471, 4526.800
1175.953, 4524.297
1176.435, 4524.955
1176.917, 4531.263
1177.400, 4552.339
1177.882, 4575.475
1178.364, 4587.633
1178.846, 4588.883
1179.328, 4590.130
1179.810, 4590.857
1180.292, 4598.950
1180.774, 4619.274
1181.256, 4644.274
1181.739, 4669.576
1182.221, 4692.317
1182.703, 4707.892
1183.185, 4713.309
1183.667, 4726.017
1184.149, 4746.812
1184.631, 4769.037
1185.113, 4789.091
1185.596, 4808.099
1186.078, 4829.435
1186.560, 4849.766
1187.042, 4862.535
1187.524, 4858.152
1188.006, 4869.008
1188.488, 4900.572
1188.970, 4924.104
1189.453, 4911.164
1189.935, 4881.541
1190.417, 4854.214
1190.899, 4832.912
1191.381, 4828.691
1191.863, 4862.057
1192.345, 4869.831
1192.827, 4842.107
1193.309, 4807.321
1193.792, 4794.676
1194.274, 4792.777
1194.756, 4786.521
1195.238, 4775.411
1195.720, 4761.688
1196.202, 4745.421
1196.684, 4726.328
1197.166, 4702.268
1197.648, 4681.138
1198.131, 4676.507
1198.613, 4679.596
1199.095, 4672.487
1199.577, 4654.467
1200.059, 4652.023
1200.541, 4681.144
1201.023, 4703.899
1201.505, 4712.500
1201.988, 4708.174
1202.470, 4690.973
1202.952, 4662.974
1203.434, 4620.109
1203.916, 4557.585
1204.398, 4532.911
1204.880, 4577.461
1205.362, 4613.600
1205.844, 4610.792
1206.327, 4590.319
1206.809, 4593.293
1207.291, 4609.914
1207.773, 4619.056
1208.255, 4612.211
1208.737, 4615.134
1209.219, 4636.419
1209.701, 4657.589
1210.183, 4672.553
1210.666, 4679.090
1211.148, 4667.666
1211.630, 4644.154
1212.112, 4619.843
1212.594, 4587.899
1213.076, 4583.278
1213.558, 4621.765
1214.040, 4660.266
1214.523, 4670.665
1215.005, 4662.726
1215.487, 4660.878
1215.969, 4661.323
1216.451, 4653.885
1216.933, 4622.366
1217.415, 4605.024
1217.897, 4607.856
1218.380, 4618.890
1218.862, 4630.926
1219.344, 4643.399
1219.826, 4655.270
1220.308, 4665.987
1220.790, 4673.893
1221.272, 4673.952
1221.754, 4678.151
1222.236, 4690.093
1222.719, 4700.967
1223.201, 4699.180
1223.683, 4691.438
1224.165, 4697.333
1224.647, 4712.353
1225.129, 4714.657
1225.611, 4679.446
1226.093, 4656.485
1226.575, 4651.797
1227.058, 4658.775
1227.540, 4678.257
1228.022, 4700.665
1228.504, 4702.208
1228.986, 4685.815
1229.468, 4680.381
1229.950, 4704.097
1230.432, 4720.510
1230.915, 4722.475
1231.397, 4719.976
1231.879, 4724.994
1232.361, 4734.686
1232.843, 4746.086
1233.325, 4758.259
1233.807, 4764.219
1234.289, 4761.830
1234.771, 4754.824
1235.254, 4741.948
1235.736, 4729.900
1236.218, 4731.134
1236.700, 4737.755
1237.182, 4736.544
1237.664, 4726.095
1238.146, 4720.644
1238.628, 4721.889
1239.110, 4726.965
1239.593, 4736.307
1240.075, 4745.915
1240.557, 4746.464
1241.039, 4745.450
1241.521, 4755.041
1242.003, 4777.643
1242.485, 4792.597
1242.967, 4798.646
1243.449, 4798.990
1243.932, 4794.374
1244.414, 4785.302
1244.896, 4762.792
1245.378, 4741.607
1245.860, 4744.325
1246.342, 4778.177
1246.824, 4795.708
1247.306, 4794.264
1247.789, 4792.144
1248.271, 4798.004
1248.753, 4801.716
1249.235, 4785.011
1249.717, 4763.022
1250.199, 4755.909
1250.681, 4766.586
1251.163, 4768.475
1251.646, 4760.084
1252.128, 4760.576
1252.610, 4784.842
1253.092, 4806.900
1253.574, 4791.941
1254.056, 4766.583
1254.538, 4762.873
1255.020, 4781.999
1255.502, 4805.106
1255.984, 4832.142
1256.467, 4844.650
1256.949, 4824.387
1257.431, 4803.890
1257.913, 4816.420
1258.395, 4835.175
1258.877, 4825.469
1259.359, 4786.542
1259.841, 4804.418
1260.324, 4873.181
1260.806, 4917.758
1261.288, 4878.913
1261.770, 4840.759
1262.252, 4863.191
1262.734, 4898.166
1263.216, 4901.904
1263.698, 4877.040
1264.181, 4865.442
1264.663, 4864.329
1265.145, 4856.538
1265.627, 4819.204
1266.109, 4793.607
1266.591, 4800.597
1267.073, 4819.048
1267.555, 4836.580
1268.037, 4852.185
1268.520, 4858.044
1269.002, 4855.641
1269.484, 4850.965
1269.966, 4842.427
1270.448, 4838.245
1270.930, 4840.062
1271.412, 4845.322
1271.894, 4854.874
1272.376, 4865.448
1272.859, 4865.773
1273.341, 4858.186
1273.823, 4851.140
1274.305, 4844.581
1274.787, 4843.432
1275.269, 4847.634
1275.751, 4857.697
1276.233, 4882.657
1276.716, 4908.784
1277.198, 4904.518
1277.680, 4880.883
1278.162, 4872.192
1278.644, 4898.958
1279.126, 4909.158
1279.608, 4898.161
1280.090, 4880.291
1280.573, 4860.685
1281.055, 4846.329
1281.537, 4846.621
1282.019, 4858.592
1282.501, 4873.946
1282.983, 4892.490
1283.465, 4912.503
1283.947, 4934.358
1284.429, 4950.995
1284.911, 4950.825
1285.394, 4949.388
1285.876, 4966.092
1286.358, 4987.080
1286.840, 4983.726
1287.322, 4954.125
1287.804, 4930.298
1288.286, 4914.203
1288.768, 4907.637
1289.251, 4919.259
1289.733, 4932.444
1290.215, 4942.100
1290.697, 4945.698
1291.179, 4934.485
1291.661, 4912.213
1292.143, 4908.573
1292.625, 4923.348
1293.108, 4937.561
1293.590, 4941.856
1294.072, 4942.603
1294.554, 4941.398
1295.036, 4940.630
1295.518, 4943.523
1296.000, 4947.341
1296.482, 4938.658
1296.964, 4921.500
1297.447, 4919.836
##END=



