##NAMES=Uchucchacuaite
##RRUFFID=R100213
##IDEAL CHEMISTRY=Ag^1+^Mn^2+^Pb^2+^_3_Sb^3+^_5_S^2-^_12_
##LOCALITY=Uchuc-Chacua, Lima, Peru
##OWNER=RRUFF
##SOURCE=Mark N. Feinglos
##DESCRIPTION=Bright silver metallic massive, associated with quartz
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.
##URL=rruff.info/R100213
##MEASURED CHEMISTRY=Ag_0.99_(Mn_0.92_Pb_0.03_Sb_0.02_Bi_0.01_)_Σ=0.98_Pb_3.00_Sb_5.00_S_12.00_ ; (Note: bright phase is galena, PbS)
744.8373, 75.05647
745.3195, 76.75568
745.8016, 77.97827
746.2837, 78.58080
746.7658, 78.26352
747.2479, 75.99984
747.7300, 73.00969
748.2122, 73.15422
748.6943, 76.49136
749.1764, 79.27250
749.6585, 80.57895
750.1406, 80.57542
750.6227, 78.76357
751.1049, 75.28269
751.5870, 74.40220
752.0691, 78.94701
752.5512, 82.05935
753.0333, 81.67550
753.5154, 80.06376
753.9976, 78.98370
754.4797, 78.44667
754.9618, 77.44546
755.4439, 75.14299
755.9260, 73.31712
756.4081, 75.46182
756.8903, 80.25687
757.3724, 81.73882
757.8545, 79.02014
758.3366, 75.94028
758.8187, 74.73445
759.3008, 74.91646
759.7830, 75.25804
760.2651, 75.51195
760.7472, 76.55077
761.2293, 79.21772
761.7114, 81.66849
762.1935, 83.58449
762.6757, 84.63793
763.1578, 84.05996
763.6399, 81.76881
764.1220, 79.70811
764.6041, 79.73988
765.0862, 80.57357
765.5684, 79.93771
766.0505, 78.20213
766.5326, 77.49547
767.0147, 78.54208
767.4968, 80.00912
767.9789, 80.47802
768.4611, 79.96993
768.9432, 78.84357
769.4253, 75.75886
769.9074, 74.37395
770.3895, 77.25753
770.8716, 80.17834
771.3538, 79.83340
771.8359, 77.08440
772.3180, 75.03756
772.8001, 74.54072
773.2822, 75.24891
773.7643, 78.58675
774.2465, 82.15526
774.7286, 81.59030
775.2107, 77.32300
775.6928, 73.61648
776.1749, 72.83379
776.6570, 73.92278
777.1392, 75.01194
777.6213, 76.13523
778.1034, 77.04925
778.5855, 77.81107
779.0676, 78.24612
779.5497, 78.15755
780.0319, 77.76000
780.5140, 77.18272
780.9961, 76.38345
781.4782, 76.11298
781.9603, 76.74390
782.4424, 77.74519
782.9246, 79.50056
783.4067, 81.12330
783.8888, 81.06536
784.3709, 79.26195
784.8530, 77.28938
785.3351, 76.48121
785.8173, 76.24901
786.2994, 74.66242
786.7815, 71.72071
787.2636, 70.94527
787.7457, 73.53943
788.2278, 76.51590
788.7100, 77.52840
789.1921, 79.12525
789.6742, 80.44704
790.1563, 80.14297
790.6384, 81.26668
791.1205, 80.45578
791.6026, 78.52361
792.0847, 74.23816
792.5668, 69.73459
793.0490, 69.05505
793.5311, 73.29884
794.0132, 77.42805
794.4953, 76.33244
794.9774, 72.87234
795.4595, 72.17324
795.9417, 73.95452
796.4238, 76.17721
796.9059, 78.25430
797.3880, 79.30995
797.8701, 78.05379
798.3522, 74.73366
798.8344, 73.61405
799.3165, 76.09869
799.7986, 78.07178
800.2807, 78.55933
800.7628, 78.63827
801.2449, 79.11074
801.7271, 79.65929
802.2092, 79.26758
802.6913, 77.23341
803.1734, 75.41912
803.6555, 74.63724
804.1376, 74.67121
804.6198, 75.58261
805.1019, 77.08626
805.5840, 78.73277
806.0661, 80.29676
806.5482, 81.19132
807.0303, 80.26524
807.5125, 77.78495
807.9946, 76.28863
808.4767, 75.84432
808.9588, 76.05979
809.4409, 77.12550
809.9230, 78.28791
810.4052, 78.75056
810.8873, 78.49665
811.3694, 77.83300
811.8515, 76.05715
812.3336, 74.83305
812.8157, 74.63864
813.2979, 74.99454
813.7800, 75.67500
814.2621, 76.56194
814.7442, 77.65370
815.2263, 79.10396
815.7084, 79.93996
816.1906, 78.54198
816.6727, 76.06360
817.1548, 75.05715
817.6369, 75.49486
818.1190, 75.69411
818.6011, 74.87877
819.0833, 73.82581
819.5654, 73.78408
820.0475, 74.82487
820.5296, 74.62017
821.0117, 71.96767
821.4938, 70.53969
821.9760, 71.94561
822.4581, 74.38098
822.9402, 76.81551
823.4223, 79.06565
823.9044, 80.36960
824.3865, 80.47948
824.8687, 79.77304
825.3508, 77.91631
825.8329, 75.67300
826.3150, 73.39339
826.7971, 71.42844
827.2792, 70.42725
827.7614, 70.67670
828.2435, 71.74405
828.7256, 73.37419
829.2077, 75.37986
829.6898, 77.19003
830.1719, 78.77747
830.6541, 79.73093
831.1362, 79.98235
831.6183, 79.07068
832.1004, 75.88096
832.5825, 70.49941
833.0646, 68.64160
833.5468, 74.03722
834.0289, 77.16226
834.5110, 74.75979
834.9931, 71.87241
835.4752, 71.86901
835.9573, 73.89192
836.4395, 75.37375
836.9216, 75.53541
837.4037, 75.54991
837.8858, 76.19980
838.3679, 76.88621
838.8500, 77.33412
839.3322, 77.23801
839.8143, 75.47836
840.2964, 71.86463
840.7785, 68.71548
841.2606, 68.98989
841.7427, 71.67154
842.2249, 72.73876
842.7070, 72.13567
843.1891, 70.96396
843.6712, 69.14001
844.1533, 68.02385
844.6354, 69.17113
845.1176, 71.93692
845.5997, 73.11620
846.0818, 70.62637
846.5639, 69.86089
847.0460, 72.98354
847.5281, 75.43689
848.0103, 74.36268
848.4924, 71.57148
848.9745, 69.47314
849.4566, 68.54527
849.9387, 69.30862
850.4208, 74.33672
850.9030, 79.08046
851.3851, 78.52263
851.8672, 74.90339
852.3493, 72.53018
852.8314, 72.23554
853.3135, 72.46519
853.7957, 72.10854
854.2778, 71.34502
854.7599, 70.27241
855.2420, 68.91774
855.7241, 69.07127
856.2062, 71.25690
856.6884, 73.23253
857.1705, 73.56851
857.6526, 73.27638
858.1347, 74.49578
858.6168, 78.09428
859.0989, 79.22584
859.5811, 75.65146
860.0632, 72.57430
860.5453, 71.11430
861.0274, 70.67891
861.5095, 71.08025
861.9916, 72.04125
862.4738, 72.69544
862.9559, 72.62327
863.4380, 72.41401
863.9201, 72.56342
864.4022, 72.70962
864.8843, 71.80622
865.3665, 70.47842
865.8486, 71.11692
866.3307, 74.65712
866.8128, 78.53454
867.2949, 79.73204
867.7770, 78.57519
868.2592, 75.62366
868.7413, 70.82636
869.2234, 68.84898
869.7055, 71.50262
870.1876, 75.13663
870.6697, 76.46815
871.1519, 75.81390
871.6340, 74.89761
872.1161, 73.53939
872.5981, 72.26343
873.0803, 70.61266
873.5624, 69.58618
874.0445, 70.20530
874.5266, 71.43286
875.0087, 71.78206
875.4908, 71.03455
875.9730, 70.01612
876.4551, 68.38075
876.9372, 67.24459
877.4193, 67.78254
877.9014, 68.97229
878.3835, 69.62031
878.8657, 69.49075
879.3478, 68.48742
879.8299, 66.21981
880.3120, 64.39168
880.7941, 66.14074
881.2762, 70.20821
881.7584, 72.39589
882.2405, 72.50300
882.7226, 72.57539
883.2047, 73.57639
883.6868, 74.38445
884.1689, 73.26116
884.6511, 70.30294
885.1332, 68.83770
885.6153, 69.50526
886.0974, 69.91344
886.5795, 69.63427
887.0616, 68.90766
887.5438, 67.30254
888.0259, 65.42161
888.5080, 65.19685
888.9901, 67.64367
889.4722, 69.40720
889.9543, 69.60440
890.4365, 69.45656
890.9186, 70.03105
891.4007, 70.42318
891.8828, 68.55190
892.3649, 64.63219
892.8470, 62.57098
893.3292, 65.87325
893.8113, 70.32125
894.2934, 71.77391
894.7755, 71.58965
895.2576, 72.51646
895.7397, 74.38960
896.2219, 74.33847
896.7040, 70.78959
897.1861, 66.61136
897.6682, 66.47236
898.1503, 69.78938
898.6324, 72.03460
899.1146, 73.18399
899.5967, 73.07702
900.0788, 71.34943
900.5609, 69.45470
901.0430, 68.75179
901.5251, 69.13491
902.0073, 70.04839
902.4894, 72.44144
902.9715, 73.38945
903.4536, 70.88105
903.9357, 69.09435
904.4178, 71.78996
904.9000, 75.33106
905.3821, 73.60293
905.8642, 65.75851
906.3463, 61.05616
906.8284, 64.50404
907.3105, 68.21562
907.7927, 68.21983
908.2748, 66.93269
908.7569, 66.88585
909.2390, 68.04559
909.7211, 69.16470
910.2032, 69.70576
910.6854, 69.96828
911.1675, 70.51955
911.6496, 70.80911
912.1317, 69.36308
912.6138, 66.80837
913.0959, 65.53133
913.5781, 66.19177
914.0602, 67.30772
914.5423, 67.46354
915.0244, 68.20634
915.5065, 68.95103
915.9886, 69.10610
916.4708, 70.09111
916.9529, 70.40163
917.4350, 70.31044
917.9171, 69.95541
918.3992, 69.28516
918.8813, 68.05759
919.3635, 66.03001
919.8456, 65.26930
920.3277, 66.22207
920.8098, 67.71308
921.2919, 70.79865
921.7740, 73.16737
922.2562, 72.54626
922.7383, 69.90836
923.2204, 68.12373
923.7025, 67.44695
924.1846, 67.82895
924.6667, 70.92039
925.1489, 73.31442
925.6310, 71.65443
926.1131, 68.70851
926.5952, 68.91919
927.0773, 72.43318
927.5594, 74.92728
928.0416, 73.44241
928.5237, 70.95541
929.0058, 69.76743
929.4879, 69.56741
929.9700, 70.58285
930.4521, 72.15334
930.9343, 71.85457
931.4164, 68.74041
931.8985, 65.34600
932.3806, 64.82315
932.8627, 66.31761
933.3448, 67.31570
933.8270, 67.79376
934.3091, 67.00377
934.7912, 64.65559
935.2733, 63.66638
935.7554, 66.55784
936.2375, 71.05530
936.7197, 71.32280
937.2018, 66.35031
937.6839, 62.79998
938.1660, 60.52462
938.6481, 60.16925
939.1302, 63.21791
939.6124, 66.68456
940.0945, 67.06612
940.5766, 64.82595
941.0587, 64.36401
941.5408, 67.38782
942.0229, 69.50138
942.5051, 70.99538
942.9872, 70.99522
943.4693, 67.34954
943.9514, 62.85371
944.4335, 61.47962
944.9156, 63.62840
945.3978, 66.19350
945.8799, 69.60903
946.3620, 71.36309
946.8441, 68.84275
947.3262, 65.02402
947.8083, 62.27847
948.2905, 61.05540
948.7726, 61.83804
949.2547, 64.83519
949.7368, 67.56788
950.2189, 67.30119
950.7010, 66.08038
951.1832, 66.94733
951.6653, 69.05684
952.1474, 70.36082
952.6295, 70.46187
953.1116, 69.77791
953.5938, 68.50075
954.0759, 67.10111
954.5580, 66.48950
955.0400, 66.47648
955.5222, 66.02833
956.0043, 65.11333
956.4864, 63.96758
956.9685, 62.57471
957.4506, 61.88742
957.9327, 62.99601
958.4149, 65.38196
958.8970, 67.02995
959.3791, 68.18623
959.8612, 66.91233
960.3433, 61.49234
960.8254, 57.97944
961.3076, 60.01568
961.7897, 64.35839
962.2718, 66.80627
962.7539, 67.33347
963.2360, 67.29117
963.7181, 65.53985
964.2003, 64.99267
964.6824, 67.52169
965.1645, 69.58408
965.6466, 68.13447
966.1287, 65.43614
966.6108, 65.83059
967.0930, 70.10877
967.5751, 73.03400
968.0572, 72.87941
968.5393, 71.96775
969.0214, 70.70045
969.5035, 69.49534
969.9857, 68.92097
970.4678, 68.68697
970.9499, 67.77972
971.4320, 65.70016
971.9141, 64.41781
972.3962, 65.35625
972.8784, 67.32144
973.3605, 69.98724
973.8426, 72.60557
974.3247, 74.59541
974.8068, 75.48755
975.2889, 73.70358
975.7711, 67.79445
976.2532, 62.13913
976.7353, 62.34921
977.2174, 65.80935
977.6995, 68.36680
978.1816, 69.76248
978.6638, 69.75877
979.1459, 68.43965
979.6280, 66.99200
980.1101, 66.36015
980.5922, 66.24944
981.0743, 66.03237
981.5565, 65.78242
982.0386, 66.00459
982.5207, 66.72383
983.0028, 67.64794
983.4849, 68.71068
983.9670, 69.42343
984.4492, 69.16752
984.9313, 68.18666
985.4134, 67.59077
985.8955, 67.38906
986.3776, 67.76121
986.8597, 69.18554
987.3419, 69.21118
987.8240, 65.88980
988.3061, 62.02330
988.7882, 61.94287
989.2703, 65.61800
989.7524, 66.98785
990.2346, 64.35289
990.7167, 63.23780
991.1988, 65.27081
991.6809, 67.58933
992.1630, 68.54082
992.6451, 68.78144
993.1273, 69.76855
993.6094, 71.86854
994.0915, 72.02095
994.5736, 67.78963
995.0557, 64.94516
995.5378, 65.72313
996.0200, 67.10101
996.5021, 67.20741
996.9842, 66.39503
997.4663, 65.35562
997.9484, 64.04869
998.4305, 63.53022
998.9127, 65.32150
999.3948, 66.38498
999.8769, 64.71072
1000.359, 62.29364
1000.841, 60.72894
1001.323, 60.10198
1001.805, 60.20354
1002.287, 61.07468
1002.770, 61.89709
1003.252, 61.70098
1003.734, 61.88989
1004.216, 64.45979
1004.698, 67.44643
1005.180, 67.74759
1005.662, 65.85003
1006.144, 64.83475
1006.627, 66.11294
1007.109, 67.85968
1007.591, 68.83609
1008.073, 69.24292
1008.555, 68.84165
1009.037, 68.22248
1009.519, 69.01488
1010.001, 70.98190
1010.483, 71.77012
1010.966, 69.99242
1011.448, 66.82236
1011.930, 61.99951
1012.412, 57.59019
1012.894, 59.01458
1013.376, 64.45519
1013.858, 67.19566
1014.340, 65.99196
1014.823, 64.97082
1015.305, 67.21709
1015.787, 65.29288
1016.269, 68.63465
1016.751, 64.16647
1017.233, 62.02043
1017.715, 62.22034
1018.197, 63.47346
1018.679, 65.36649
1019.162, 66.55211
1019.644, 65.74490
1020.126, 64.17231
1020.608, 65.16472
1021.090, 68.39327
1021.572, 68.93903
1022.054, 66.51923
1022.536, 64.84499
1023.018, 65.17818
1023.501, 65.77766
1023.983, 64.91805
1024.465, 63.44453
1024.947, 64.47115
1025.429, 68.37798
1025.911, 70.13487
1026.393, 69.36539
1026.875, 67.12572
1027.358, 62.97516
1027.840, 60.26348
1028.322, 63.02720
1028.804, 69.26762
1029.286, 70.25410
1029.768, 64.21774
1030.250, 60.23512
1030.732, 58.67173
1031.214, 58.93829
1031.697, 61.90583
1032.179, 64.68003
1032.661, 63.84103
1033.143, 60.39206
1033.625, 59.61834
1034.107, 63.37328
1034.589, 65.03154
1035.071, 63.17438
1035.553, 61.72661
1036.036, 62.36340
1036.518, 63.64437
1037.000, 64.20195
1037.482, 64.13262
1037.964, 64.00496
1038.446, 63.96139
1038.928, 63.56776
1039.410, 62.27924
1039.893, 61.38452
1040.375, 61.81449
1040.857, 62.42925
1041.339, 61.37983
1041.821, 59.32463
1042.303, 60.01972
1042.785, 66.15903
1043.267, 69.91841
1043.750, 69.58271
1044.232, 68.56580
1044.714, 67.66726
1045.196, 66.92907
1045.678, 66.19649
1046.160, 65.61124
1046.642, 65.88808
1047.124, 67.94133
1047.606, 68.93063
1048.089, 68.21194
1048.571, 66.69862
1049.053, 63.13634
1049.535, 60.21594
1050.017, 61.39790
1050.499, 65.62778
1050.981, 68.25819
1051.463, 68.26448
1051.945, 67.43449
1052.428, 65.00073
1052.910, 63.18880
1053.392, 64.04239
1053.874, 65.18663
1054.356, 63.98463
1054.838, 60.93053
1055.320, 58.12714
1055.802, 55.54750
1056.285, 54.80861
1056.767, 57.89623
1057.249, 61.08374
1057.731, 62.85584
1058.213, 63.60691
1058.695, 63.31258
1059.177, 62.47581
1059.659, 62.37785
1060.141, 63.45266
1060.624, 64.60643
1061.106, 65.70934
1061.588, 66.49963
1062.070, 67.23466
1062.552, 67.28473
1063.034, 65.16680
1063.516, 61.96888
1063.998, 60.68133
1064.480, 62.22584
1064.963, 63.98743
1065.445, 65.47361
1065.927, 66.25270
1066.409, 65.65335
1066.891, 64.60879
1067.373, 64.00851
1067.855, 63.72429
1068.337, 63.21614
1068.820, 62.34380
1069.302, 61.48607
1069.784, 60.24928
1070.266, 59.75804
1070.748, 61.38880
1071.230, 63.34375
1071.712, 63.40862
1072.194, 62.65294
1072.677, 64.04151
1073.159, 68.14017
1073.641, 70.91827
1074.123, 69.47795
1074.605, 67.75014
1075.087, 68.47865
1075.569, 69.10841
1076.051, 66.32349
1076.533, 62.18015
1077.016, 60.80067
1077.498, 62.80164
1077.980, 65.28790
1078.462, 68.28629
1078.944, 69.70471
1079.426, 67.07751
1079.908, 63.89662
1080.390, 62.96114
1080.872, 63.44008
1081.354, 63.81603
1081.837, 63.84547
1082.319, 64.02010
1082.801, 64.88071
1083.283, 65.22321
1083.765, 63.48785
1084.247, 62.06636
1084.729, 62.99394
1085.211, 65.15143
1085.694, 67.44129
1086.176, 69.38883
1086.658, 70.01695
1087.140, 68.77223
1087.622, 66.83652
1088.104, 63.15025
1088.586, 60.65721
1089.068, 62.38615
1089.551, 65.52451
1090.033, 67.13889
1090.515, 67.04220
1090.997, 65.75979
1091.479, 63.00886
1091.961, 61.01608
1092.443, 60.87080
1092.925, 61.38641
1093.407, 62.52272
1093.890, 63.55819
1094.372, 63.91640
1094.854, 63.59533
1095.336, 62.26729
1095.818, 59.55920
1096.300, 58.99993
1096.782, 64.75369
1097.264, 68.83440
1097.746, 66.64185
1098.229, 62.96076
1098.711, 60.93954
1099.193, 60.53022
1099.675, 61.55764
1100.157, 63.98072
1100.639, 65.21757
1101.121, 62.93108
1101.603, 61.80368
1102.086, 63.98612
1102.568, 66.74886
1103.050, 69.62419
1103.532, 71.30766
1104.014, 68.94351
1104.496, 63.02158
1104.978, 60.17825
1105.460, 64.30990
1105.943, 66.87466
1106.425, 64.82859
1106.907, 63.02745
1107.389, 64.13353
1107.871, 66.18913
1108.353, 67.51437
1108.835, 67.92757
1109.317, 66.99149
1109.799, 64.10473
1110.281, 61.27919
1110.764, 57.74464
1111.246, 55.51274
1111.728, 55.71308
1112.210, 56.90525
1112.692, 58.29536
1113.174, 59.74743
1113.656, 60.78768
1114.138, 61.03401
1114.621, 62.65021
1115.103, 68.16271
1115.585, 70.80131
1116.067, 67.01031
1116.549, 63.44603
1117.031, 64.86186
1117.513, 68.11893
1117.995, 67.77947
1118.478, 63.78196
1118.960, 62.19784
1119.442, 64.92047
1119.924, 65.37117
1120.406, 61.41918
1120.888, 58.42786
1121.370, 59.00207
1121.852, 61.12476
1122.334, 62.63758
1122.817, 63.62913
1123.299, 64.78959
1123.781, 66.72434
1124.263, 65.83067
1124.745, 60.69267
1125.227, 57.73608
1125.709, 59.38668
1126.191, 62.37923
1126.673, 64.29339
1127.156, 65.11868
1127.638, 64.47617
1128.120, 62.26297
1128.602, 62.11507
1129.084, 64.31416
1129.566, 65.73006
1130.048, 65.73318
1130.530, 64.79440
1131.013, 63.04207
1131.495, 61.25981
1131.977, 60.64353
1132.459, 60.99334
1132.941, 61.36813
1133.423, 61.77739
1133.905, 62.40257
1134.387, 63.23950
1134.870, 63.65869
1135.352, 63.41204
1135.834, 63.43508
1136.316, 64.81113
1136.798, 66.53952
1137.280, 66.30296
1137.762, 64.62904
1138.244, 63.06657
1138.726, 61.85067
1139.208, 61.73852
1139.691, 62.77312
1140.173, 63.95938
1140.655, 64.73742
1141.137, 64.87126
1141.619, 63.28125
1142.101, 61.37030
1142.583, 62.62974
1143.065, 65.21146
1143.548, 64.31253
1144.030, 60.37517
1144.512, 57.41835
1144.994, 57.00853
1145.476, 58.04126
1145.958, 60.51105
1146.440, 62.87239
1146.922, 63.14160
1147.405, 62.70771
1147.887, 63.78664
1148.369, 65.42519
1148.851, 64.83049
1149.333, 62.00280
1149.815, 60.64819
1150.297, 63.28376
1150.779, 65.58444
1151.261, 64.53049
1151.744, 62.74157
1152.226, 61.62509
1152.708, 61.24153
1153.190, 61.49311
1153.672, 62.41449
1154.154, 64.49463
1154.636, 68.22732
1155.118, 70.42107
1155.600, 69.32437
1156.083, 67.65907
1156.565, 65.87647
1157.047, 64.34343
1157.529, 63.40857
1158.011, 62.81137
1158.493, 62.23410
1158.975, 61.64363
1159.457, 60.71455
1159.940, 57.66453
1160.422, 57.23753
1160.904, 63.07427
1161.386, 66.33297
1161.868, 61.39072
1162.350, 55.85071
1162.832, 57.37799
1163.314, 63.35612
1163.796, 65.39310
1164.279, 62.43317
1164.761, 61.43117
1165.243, 62.76987
1165.725, 65.15066
1166.207, 69.28414
1166.689, 70.75791
1167.171, 66.24966
1167.653, 60.07654
1168.135, 58.43858
1168.618, 60.58608
1169.100, 62.65052
1169.582, 64.61415
1170.064, 65.51833
1170.546, 65.29498
1171.028, 64.64779
1171.510, 63.81071
1171.992, 63.38229
1172.474, 63.91134
1172.957, 64.78099
1173.439, 64.82436
1173.921, 64.37138
1174.403, 64.71184
1174.885, 65.39655
1175.367, 64.31171
1175.849, 61.71377
1176.331, 60.73837
1176.814, 62.68021
1177.296, 64.86242
1177.778, 65.00986
1178.260, 64.05386
1178.742, 62.19845
1179.224, 60.55901
1179.706, 61.20805
1180.188, 63.07627
1180.671, 63.59996
1181.153, 62.62793
1181.635, 62.45340
1182.117, 64.57260
1182.599, 65.78129
1183.081, 62.49477
1183.563, 59.97196
1184.045, 63.18782
1184.527, 67.31689
1185.010, 66.68627
1185.492, 63.29041
1185.974, 63.09231
1186.456, 67.20345
1186.938, 68.60690
1187.420, 63.08760
1187.902, 59.47865
1188.384, 59.54848
1188.866, 61.39170
1189.349, 65.82581
1189.831, 70.01392
1190.313, 70.69821
1190.795, 68.70720
1191.277, 67.35796
1191.759, 66.96621
1192.241, 65.66562
1192.723, 62.87178
1193.206, 61.40552
1193.688, 62.18681
1194.170, 62.97314
1194.652, 62.37807
1195.134, 61.41692
1195.616, 61.52303
1196.098, 62.48225
1196.580, 63.70113
1197.063, 65.04196
1197.545, 64.80507
1198.027, 63.09398
1198.509, 62.26354
1198.991, 62.88853
1199.473, 62.97557
1199.955, 61.01727
1200.437, 59.01238
1200.919, 60.01278
1201.401, 62.41378
1201.884, 63.87631
1202.366, 64.37221
1202.848, 63.25027
1203.330, 61.29828
1203.812, 60.91939
1204.294, 62.67797
1204.776, 64.46194
1205.258, 65.35607
1205.741, 65.31885
1206.223, 62.99474
1206.705, 61.14302
1207.187, 63.11443
1207.669, 65.89906
1208.151, 64.88307
1208.633, 61.34800
1209.115, 60.70808
1209.598, 64.48756
1210.080, 67.45923
1210.562, 69.15437
1211.044, 69.53540
1211.526, 68.43281
1212.008, 66.09702
1212.490, 60.98480
1212.972, 56.48716
1213.454, 57.27406
1213.937, 62.00261
1214.419, 64.06487
1214.901, 62.86996
1215.383, 62.04633
1215.865, 61.76196
1216.347, 60.46688
1216.829, 57.49710
1217.311, 56.57963
1217.793, 60.11673
1218.276, 65.06300
1218.758, 67.53207
1219.240, 68.01430
1219.722, 67.41370
1220.204, 66.10448
1220.686, 65.40986
1221.168, 65.32280
1221.650, 65.56411
1222.133, 65.91293
1222.615, 65.49136
1223.097, 63.66264
1223.579, 62.28794
1224.061, 64.02503
1224.543, 65.98928
1225.025, 64.67098
1225.507, 65.73966
1225.990, 62.92132
1226.472, 64.67813
1226.954, 64.70438
1227.436, 62.70467
1227.918, 61.33540
1228.400, 61.48908
1228.882, 62.06268
1229.364, 63.40465
1229.846, 64.33706
1230.328, 64.39300
1230.811, 63.85675
1231.293, 62.55299
1231.775, 61.07808
1232.257, 60.53557
1232.739, 60.92255
1233.221, 61.91344
1233.703, 63.87977
1234.185, 64.63878
1234.668, 63.74805
1235.150, 63.41203
1235.632, 64.46963
1236.114, 65.13116
1236.596, 63.85763
1237.078, 62.11493
1237.560, 62.63158
1238.042, 64.69495
1238.525, 66.33256
1239.007, 67.41263
1239.489, 67.38802
1239.971, 66.40874
1240.453, 65.05138
1240.935, 63.57463
1241.417, 62.27289
1241.899, 61.19500
1242.381, 60.80593
1242.864, 62.03641
1243.346, 63.48441
1243.828, 64.24287
1244.310, 64.35744
1244.792, 63.90477
1245.274, 62.91361
1245.756, 60.82899
1246.238, 57.61988
1246.720, 56.77024
1247.203, 60.78542
1247.685, 64.00848
1248.167, 66.86076
1248.649, 67.36990
1249.131, 62.91635
1249.613, 59.34599
1250.095, 61.79728
1250.577, 67.03504
1251.059, 68.63374
1251.542, 66.94160
1252.024, 66.21095
1252.506, 66.42937
1252.988, 66.15609
1253.470, 65.24834
1253.952, 63.36410
1254.434, 60.54510
1254.916, 58.73454
1255.399, 59.32137
1255.881, 61.36632
1256.363, 65.38368
1256.845, 68.67140
1257.327, 65.18103
1257.809, 67.54770
1258.291, 67.36527
1258.773, 65.43929
1259.255, 66.69436
1259.738, 63.42057
1260.220, 60.74197
1260.702, 60.61494
1261.184, 60.83125
1261.666, 60.58786
1262.148, 60.68260
1262.630, 61.70438
1263.112, 62.90051
1263.594, 64.21590
1264.077, 64.97438
1264.559, 63.81187
1265.041, 61.08996
1265.523, 60.00665
1266.005, 60.87796
1266.487, 61.56353
1266.969, 61.98467
1267.451, 62.46871
1267.934, 63.10515
1268.416, 63.36129
1268.898, 62.93043
1269.380, 62.08720
1269.862, 60.90403
1270.344, 59.94654
1270.826, 60.52140
1271.308, 61.90773
1271.791, 62.81060
1272.273, 63.37049
1272.755, 64.13817
1273.237, 65.10801
1273.719, 65.95559
1274.201, 66.60336
1274.683, 66.62194
1275.165, 65.36929
1275.647, 64.10203
1276.130, 63.01731
1276.612, 62.36615
1277.094, 62.40405
1277.576, 62.87560
1278.058, 63.95200
1278.540, 65.03291
1279.022, 64.12938
1279.504, 60.93203
1279.986, 60.48767
1280.469, 63.33243
1280.951, 65.34720
1281.433, 66.07940
1281.915, 65.09477
1282.397, 62.21612
1282.879, 59.32891
1283.361, 57.76736
1283.843, 58.00235
1284.326, 60.60236
1284.808, 65.57817
##END=



