##NAMES=Hemimorphite
##RRUFFID=R070536
##IDEAL CHEMISTRY=Zn^2+^_4_Si_2_O_7_(OH)_2_&#183;H_2_O
##LOCALITY=Potosi mine, Santa Eulalia District, Chihuahua, Mexico
##OWNER=RRUFF
##SOURCE=James Shigley
##DESCRIPTION=Colorless striated thin tabular crystals in fan-shaped aggregates
##STATUS=The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis
##URL=rruff.info/R070536
##MEASURED CHEMISTRY=Zn_4.00_Si_2.00_O_7_(OH)_2_·H_2_O; total H_2_O estimated by difference, (OH) by charge balance
723.3923, 6179.238
723.8745, 6181.142
724.3566, 6191.395
724.8387, 6212.136
725.3208, 6237.911
725.8029, 6273.191
726.2850, 6308.817
726.7672, 6327.592
727.2493, 6329.345
727.7314, 6317.112
728.2135, 6282.961
728.6956, 6245.461
729.1777, 6234.909
729.6599, 6247.047
730.1420, 6266.637
730.6241, 6298.607
731.1062, 6324.446
731.5883, 6329.727
732.0704, 6316.722
732.5526, 6304.785
733.0347, 6294.975
733.5168, 6290.114
733.9989, 6293.379
734.4810, 6304.828
734.9631, 6309.925
735.4453, 6308.193
735.9274, 6302.765
736.4095, 6293.045
736.8916, 6281.254
737.3737, 6276.479
737.8558, 6279.068
738.3380, 6281.734
738.8201, 6272.005
739.3022, 6262.832
739.7843, 6269.882
740.2664, 6301.062
740.7485, 6328.282
741.2307, 6347.900
741.7128, 6356.535
742.1949, 6349.600
742.6770, 6315.765
743.1591, 6295.729
743.6412, 6293.003
744.1234, 6301.018
744.6055, 6313.792
745.0876, 6330.565
745.5697, 6344.153
746.0518, 6352.521
746.5339, 6358.644
747.0161, 6367.051
747.4982, 6375.228
747.9803, 6378.692
748.4624, 6374.431
748.9445, 6366.348
749.4266, 6349.065
749.9088, 6329.354
750.3909, 6324.768
750.8730, 6347.451
751.3551, 6363.491
751.8372, 6363.352
752.3193, 6352.908
752.8015, 6352.005
753.2836, 6360.685
753.7657, 6368.168
754.2478, 6365.300
754.7299, 6361.175
755.2120, 6374.404
755.6942, 6400.754
756.1763, 6420.780
756.6584, 6417.722
757.1405, 6410.713
757.6226, 6408.893
758.1047, 6412.642
758.5869, 6419.092
759.0690, 6431.256
759.5511, 6440.945
760.0332, 6445.151
760.5153, 6443.816
760.9974, 6434.806
761.4796, 6417.236
761.9617, 6401.258
762.4438, 6392.803
762.9259, 6392.280
763.4080, 6402.396
763.8901, 6423.683
764.3723, 6447.582
764.8544, 6483.701
765.3365, 6510.605
765.8186, 6506.140
766.3007, 6447.764
766.7828, 6415.759
767.2650, 6429.014
767.7471, 6453.580
768.2292, 6460.892
768.7113, 6448.500
769.1934, 6439.543
769.6755, 6434.718
770.1577, 6435.771
770.6398, 6447.754
771.1219, 6466.924
771.6040, 6485.605
772.0861, 6504.059
772.5682, 6516.073
773.0504, 6515.292
773.5325, 6506.880
774.0146, 6496.942
774.4967, 6485.779
774.9788, 6474.400
775.4609, 6461.461
775.9431, 6449.521
776.4252, 6442.454
776.9073, 6440.709
777.3894, 6439.543
777.8715, 6436.730
778.3536, 6436.941
778.8358, 6453.116
779.3179, 6478.694
779.8000, 6495.619
780.2821, 6494.413
780.7642, 6486.465
781.2463, 6470.124
781.7285, 6452.706
782.2106, 6450.038
782.6927, 6479.065
783.1748, 6506.020
783.6569, 6525.848
784.1390, 6539.980
784.6212, 6552.721
785.1033, 6564.068
785.5854, 6572.129
786.0675, 6574.473
786.5496, 6574.683
787.0317, 6585.544
787.5139, 6601.303
787.9960, 6602.173
788.4781, 6562.812
788.9602, 6519.964
789.4423, 6487.548
789.9244, 6467.977
790.4066, 6471.024
790.8887, 6522.218
791.3708, 6558.989
791.8529, 6557.192
792.3350, 6525.429
792.8171, 6515.181
793.2993, 6527.627
793.7814, 6538.514
794.2635, 6530.961
794.7456, 6515.077
795.2277, 6507.595
795.7098, 6507.452
796.1920, 6508.528
796.6741, 6506.118
797.1562, 6505.382
797.6383, 6511.030
798.1204, 6523.460
798.6025, 6529.992
799.0847, 6527.149
799.5668, 6524.022
800.0489, 6525.282
800.5310, 6530.164
801.0131, 6532.437
801.4952, 6531.980
801.9774, 6528.087
802.4595, 6515.002
802.9416, 6500.935
803.4237, 6495.592
803.9058, 6499.519
804.3879, 6510.597
804.8701, 6540.122
805.3522, 6566.499
805.8343, 6573.916
806.3164, 6560.303
806.7985, 6555.744
807.2806, 6564.500
807.7628, 6573.104
808.2449, 6571.305
808.7270, 6561.074
809.2091, 6554.278
809.6912, 6551.188
810.1733, 6550.896
810.6555, 6556.583
811.1376, 6562.176
811.6197, 6557.791
812.1018, 6540.449
812.5839, 6534.603
813.0660, 6561.175
813.5482, 6589.326
814.0303, 6601.067
814.5124, 6594.204
814.9945, 6586.891
815.4766, 6578.720
815.9587, 6572.269
816.4409, 6569.986
816.9230, 6571.350
817.4051, 6574.104
817.8872, 6578.229
818.3693, 6586.198
818.8514, 6608.784
819.3336, 6630.189
819.8157, 6634.217
820.2978, 6611.309
820.7799, 6603.388
821.2620, 6623.936
821.7441, 6646.592
822.2263, 6651.673
822.7084, 6637.280
823.1905, 6632.258
823.6726, 6637.481
824.1547, 6646.241
824.6368, 6654.297
825.1190, 6660.910
825.6011, 6664.964
826.0832, 6666.109
826.5653, 6666.608
827.0474, 6665.775
827.5295, 6666.149
828.0117, 6670.473
828.4938, 6680.732
828.9760, 6688.608
829.4581, 6695.093
829.9402, 6697.889
830.4223, 6691.975
830.9044, 6679.874
831.3865, 6676.799
831.8687, 6684.063
832.3508, 6691.977
832.8329, 6692.135
833.3150, 6688.784
833.7971, 6686.491
834.2792, 6686.630
834.7614, 6683.625
835.2435, 6670.500
835.7256, 6658.716
836.2077, 6654.694
836.6898, 6659.110
837.1719, 6668.500
837.6541, 6684.235
838.1362, 6697.737
838.6183, 6697.595
839.1004, 6690.901
839.5825, 6694.821
840.0646, 6711.469
840.5468, 6723.310
841.0289, 6710.696
841.5110, 6696.435
841.9931, 6698.053
842.4752, 6721.051
842.9573, 6742.923
843.4395, 6764.384
843.9216, 6783.104
844.4037, 6799.216
844.8858, 6811.840
845.3679, 6808.856
845.8500, 6789.785
846.3322, 6772.887
846.8143, 6774.300
847.2964, 6784.263
847.7785, 6794.328
848.2606, 6803.682
848.7427, 6809.522
849.2249, 6808.966
849.7070, 6806.844
850.1891, 6806.841
850.6712, 6809.590
851.1533, 6801.535
851.6354, 6781.014
852.1176, 6760.749
852.5997, 6744.225
853.0818, 6736.035
853.5639, 6751.509
854.0460, 6788.873
854.5281, 6821.477
855.0103, 6828.960
855.4924, 6831.710
855.9745, 6844.741
856.4566, 6869.466
856.9387, 6878.136
857.4208, 6861.948
857.9030, 6848.710
858.3851, 6853.016
858.8672, 6871.769
859.3493, 6895.628
859.8314, 6923.272
860.3135, 6941.016
860.7957, 6934.117
861.2778, 6918.500
861.7599, 6903.499
862.2420, 6890.714
862.7241, 6886.614
863.2062, 6902.447
863.6884, 6916.111
864.1705, 6920.770
864.6526, 6917.853
865.1347, 6915.841
865.6168, 6914.663
866.0989, 6913.536
866.5811, 6907.506
867.0632, 6904.570
867.5453, 6923.792
868.0274, 6957.303
868.5095, 6978.504
868.9916, 6963.725
869.4738, 6948.425
869.9559, 6947.814
870.4380, 6957.370
870.9201, 6963.529
871.4022, 6965.874
871.8843, 6967.836
872.3665, 6970.737
872.8486, 6973.683
873.3307, 6973.017
873.8128, 6970.418
874.2949, 6971.562
874.7770, 6981.161
875.2592, 6992.221
875.7413, 6996.646
876.2234, 7000.208
876.7055, 7016.591
877.1876, 7055.234
877.6697, 7089.820
878.1519, 7121.078
878.6340, 7140.569
879.1161, 7121.146
879.5982, 7071.962
880.0803, 7049.227
880.5624, 7076.997
881.0446, 7112.226
881.5267, 7111.250
882.0088, 7095.886
882.4909, 7095.872
882.9730, 7150.478
883.4551, 7172.049
883.9373, 7134.671
884.4194, 7085.841
884.9015, 7083.954
885.3836, 7129.515
885.8657, 7167.356
886.3478, 7191.971
886.8300, 7202.819
887.3121, 7188.934
887.7942, 7165.362
888.2763, 7151.592
888.7584, 7151.784
889.2405, 7159.932
889.7227, 7183.599
890.2048, 7206.776
890.6869, 7216.569
891.1690, 7208.201
891.6511, 7215.823
892.1332, 7241.269
892.6154, 7269.606
893.0975, 7292.704
893.5796, 7307.731
894.0617, 7305.455
894.5438, 7285.736
895.0259, 7273.704
895.5081, 7288.576
895.9902, 7308.787
896.4723, 7321.707
896.9544, 7327.549
897.4365, 7336.670
897.9186, 7348.764
898.4008, 7367.670
898.8829, 7402.559
899.3650, 7443.754
899.8471, 7467.263
900.3292, 7474.563
900.8113, 7473.737
901.2935, 7454.346
901.7756, 7442.038
902.2577, 7450.691
902.7398, 7479.154
903.2219, 7515.725
903.7040, 7561.736
904.1862, 7610.998
904.6683, 7663.135
905.1504, 7714.698
905.6325, 7760.547
906.1146, 7800.652
906.5967, 7835.616
907.0789, 7862.205
907.5610, 7889.094
908.0431, 7918.194
908.5252, 7952.359
909.0073, 7998.028
909.4894, 8057.102
909.9716, 8124.119
910.4537, 8197.495
910.9358, 8280.311
911.4179, 8384.182
911.9000, 8504.697
912.3821, 8613.684
912.8643, 8703.347
913.3464, 8795.822
913.8285, 8900.394
914.3106, 9022.104
914.7927, 9166.449
915.2748, 9336.575
915.7570, 9526.566
916.2391, 9735.629
916.7212, 9959.513
917.2033, 10194.13
917.6854, 10439.89
918.1675, 10701.26
918.6497, 10979.60
919.1318, 11269.59
919.6139, 11563.62
920.0960, 11870.06
920.5781, 12193.13
921.0602, 12533.23
921.5424, 12899.80
922.0245, 13320.76
922.5066, 13728.05
922.9887, 14091.16
923.4708, 14418.37
923.9529, 14761.97
924.4351, 15121.86
924.9172, 15481.49
925.3993, 15852.86
925.8814, 16202.24
926.3635, 16502.00
926.8456, 16759.21
927.3278, 16989.98
927.8099, 17202.21
928.2920, 17382.05
928.7741, 17536.32
929.2562, 17649.08
929.7383, 17689.27
930.2205, 17658.13
930.7026, 17583.87
931.1847, 17487.84
931.6668, 17310.13
932.1489, 16974.69
932.6310, 16524.96
933.1132, 16020.10
933.5953, 15430.36
934.0774, 14857.67
934.5595, 14309.82
935.0416, 13775.61
935.5237, 13224.46
936.0059, 12662.90
936.4880, 12125.41
936.9701, 11615.66
937.4522, 11152.09
937.9343, 10741.41
938.4164, 10386.60
938.8986, 10086.67
939.3807, 9844.956
939.8628, 9624.669
940.3449, 9411.561
940.8270, 9225.524
941.3091, 9079.055
941.7913, 8965.932
942.2734, 8861.416
942.7555, 8765.703
943.2376, 8666.701
943.7197, 8548.275
944.2018, 8432.829
944.6840, 8339.349
945.1661, 8264.862
945.6482, 8199.645
946.1303, 8151.546
946.6124, 8100.153
947.0945, 8040.811
947.5767, 7979.150
948.0588, 7927.091
948.5409, 7882.964
949.0230, 7834.392
949.5051, 7775.173
949.9872, 7724.775
950.4694, 7714.340
950.9515, 7715.280
951.4336, 7692.791
951.9157, 7617.214
952.3978, 7572.534
952.8799, 7572.728
953.3621, 7581.995
953.8442, 7566.691
954.3263, 7533.257
954.8084, 7523.729
955.2905, 7538.514
955.7726, 7550.237
956.2548, 7536.075
956.7369, 7513.938
957.2190, 7492.385
957.7011, 7472.946
958.1832, 7470.185
958.6653, 7498.023
959.1475, 7509.375
959.6296, 7477.798
960.1117, 7427.810
960.5938, 7432.934
961.0759, 7479.095
961.5580, 7510.979
962.0402, 7501.118
962.5223, 7475.234
963.0044, 7433.373
963.4865, 7389.364
963.9686, 7366.033
964.4507, 7370.596
964.9329, 7379.516
965.4150, 7393.618
965.8971, 7404.335
966.3792, 7396.983
966.8613, 7378.694
967.3434, 7367.120
967.8256, 7365.093
968.3077, 7363.742
968.7898, 7361.228
969.2719, 7354.978
969.7540, 7339.064
970.2361, 7312.116
970.7183, 7311.271
971.2004, 7342.337
971.6825, 7367.524
972.1646, 7357.879
972.6467, 7332.504
973.1288, 7323.541
973.6110, 7328.059
974.0931, 7336.159
974.5752, 7346.289
975.0573, 7356.520
975.5394, 7370.079
976.0215, 7381.398
976.5037, 7376.996
976.9858, 7355.471
977.4679, 7341.107
977.9500, 7339.471
978.4321, 7342.877
978.9142, 7345.563
979.3964, 7346.400
979.8785, 7343.681
980.3606, 7336.419
980.8427, 7327.954
981.3248, 7316.561
981.8069, 7307.435
982.2891, 7304.345
982.7712, 7307.227
983.2533, 7310.958
983.7354, 7315.608
984.2175, 7321.830
984.6996, 7330.161
985.1818, 7339.987
985.6639, 7353.901
986.1460, 7369.617
986.6281, 7374.610
987.1102, 7357.048
987.5923, 7350.410
988.0745, 7365.009
988.5566, 7389.641
989.0387, 7402.619
989.5208, 7406.132
990.0029, 7408.196
990.4850, 7410.627
990.9672, 7413.452
991.4493, 7416.761
991.9314, 7420.707
992.4135, 7427.125
992.8957, 7441.521
993.3778, 7436.657
993.8599, 7407.748
994.3420, 7379.523
994.8242, 7376.613
995.3063, 7386.818
995.7884, 7384.419
996.2705, 7370.918
996.7526, 7365.832
997.2347, 7386.234
997.7169, 7407.952
998.1990, 7424.111
998.6811, 7434.041
999.1632, 7433.668
999.6453, 7422.372
1000.127, 7417.488
1000.610, 7427.221
1001.092, 7437.603
1001.574, 7422.608
1002.056, 7401.167
1002.538, 7402.125
1003.020, 7451.643
1003.502, 7484.269
1003.984, 7492.243
1004.466, 7487.528
1004.949, 7479.108
1005.431, 7466.604
1005.913, 7439.778
1006.395, 7400.104
1006.877, 7378.806
1007.359, 7413.949
1007.841, 7459.607
1008.323, 7487.029
1008.806, 7496.261
1009.288, 7499.419
1009.770, 7491.848
1010.252, 7495.167
1010.734, 7521.985
1011.216, 7549.503
1011.698, 7530.760
1012.180, 7483.301
1012.662, 7445.581
1013.145, 7425.199
1013.627, 7423.764
1014.109, 7462.007
1014.591, 7504.047
1015.073, 7522.035
1015.555, 7513.708
1016.037, 7500.692
1016.519, 7482.483
1017.002, 7470.980
1017.484, 7482.260
1017.966, 7499.296
1018.448, 7503.904
1018.930, 7497.626
1019.412, 7493.568
1019.894, 7497.989
1020.376, 7498.676
1020.858, 7491.892
1021.341, 7481.789
1021.823, 7476.084
1022.305, 7474.404
1022.787, 7474.334
1023.269, 7474.076
1023.751, 7479.822
1024.233, 7503.914
1024.715, 7530.132
1025.198, 7540.925
1025.680, 7530.364
1026.162, 7540.160
1026.644, 7574.638
1027.126, 7603.939
1027.608, 7601.206
1028.090, 7583.043
1028.572, 7573.550
1029.054, 7571.583
1029.536, 7572.385
1030.019, 7568.965
1030.501, 7575.789
1030.983, 7604.402
1031.465, 7637.025
1031.947, 7637.228
1032.429, 7609.379
1032.911, 7594.642
1033.393, 7604.459
1033.876, 7607.579
1034.358, 7557.503
1034.840, 7503.649
1035.322, 7498.870
1035.804, 7558.524
1036.286, 7583.331
1036.768, 7563.280
1037.250, 7541.073
1037.733, 7538.599
1038.215, 7548.731
1038.697, 7558.464
1039.179, 7567.585
1039.661, 7576.468
1040.143, 7586.452
1040.625, 7593.787
1041.107, 7593.333
1041.589, 7592.693
1042.072, 7603.956
1042.554, 7627.218
1043.036, 7639.028
1043.518, 7636.068
1044.000, 7635.620
1044.482, 7662.983
1044.964, 7691.869
1045.446, 7695.513
1045.928, 7671.412
1046.411, 7658.416
1046.893, 7660.651
1047.375, 7666.370
1047.857, 7672.190
1048.339, 7677.919
1048.821, 7681.711
1049.303, 7685.038
1049.785, 7692.345
1050.268, 7709.607
1050.750, 7722.322
1051.232, 7725.552
1051.714, 7721.930
1052.196, 7709.325
1052.678, 7686.647
1053.160, 7686.313
1053.642, 7709.273
1054.125, 7728.185
1054.607, 7717.775
1055.089, 7700.029
1055.571, 7693.426
1056.053, 7696.620
1056.535, 7698.294
1057.017, 7693.432
1057.499, 7698.692
1057.981, 7720.730
1058.464, 7746.493
1058.946, 7752.339
1059.428, 7747.227
1059.910, 7752.472
1060.392, 7775.305
1060.874, 7792.507
1061.356, 7787.658
1061.838, 7781.925
1062.320, 7788.107
1062.803, 7804.275
1063.285, 7809.978
1063.767, 7805.659
1064.249, 7797.213
1064.731, 7777.632
1065.213, 7765.904
1065.695, 7783.433
1066.177, 7817.003
1066.660, 7842.841
1067.142, 7859.875
1067.624, 7867.035
1068.106, 7862.464
1068.588, 7854.243
1069.070, 7849.693
1069.552, 7847.667
1070.034, 7845.492
1070.516, 7843.322
1070.999, 7845.857
1071.481, 7857.985
1071.963, 7872.110
1072.445, 7888.587
1072.927, 7903.850
1073.409, 7907.791
1073.891, 7901.653
1074.373, 7890.363
1074.855, 7872.009
1075.338, 7859.393
1075.820, 7873.767
1076.302, 7889.257
1076.784, 7876.162
1077.266, 7827.342
1077.748, 7813.261
1078.230, 7838.668
1078.713, 7864.895
1079.195, 7872.207
1079.677, 7863.986
1080.159, 7829.803
1080.641, 7784.525
1081.123, 7765.962
1081.605, 7813.327
1082.087, 7845.602
1082.569, 7852.601
1083.052, 7850.340
1083.534, 7859.304
1084.016, 7874.732
1084.498, 7881.368
1084.980, 7877.814
1085.462, 7875.850
1085.944, 7885.521
1086.426, 7894.104
1086.908, 7894.009
1087.391, 7888.682
1087.873, 7891.255
1088.355, 7901.576
1088.837, 7911.962
1089.319, 7923.277
1089.801, 7925.329
1090.283, 7890.778
1090.765, 7852.139
1091.248, 7851.792
1091.730, 7906.280
1092.212, 7932.854
1092.694, 7925.695
1093.176, 7913.689
1093.658, 7912.174
1094.140, 7918.587
1094.622, 7933.818
1095.104, 7953.159
1095.587, 7963.660
1096.069, 7943.314
1096.551, 7941.305
1097.033, 7974.757
1097.515, 8011.030
1097.997, 8002.036
1098.479, 7961.992
1098.961, 7960.465
1099.443, 8000.342
1099.926, 8031.585
1100.408, 8006.541
1100.890, 7983.718
1101.372, 8004.294
1101.854, 8047.505
1102.336, 8045.042
1102.818, 7996.984
1103.300, 7957.907
1103.783, 7941.868
1104.265, 7937.895
1104.747, 7940.297
1105.229, 7947.134
1105.711, 7956.815
1106.193, 7969.588
1106.675, 7986.996
1107.157, 8012.686
1107.640, 8028.379
1108.122, 8018.377
1108.604, 7999.229
1109.086, 8002.005
1109.568, 8016.712
1110.050, 8022.109
1110.532, 7979.902
1111.014, 7979.527
1111.496, 8049.117
1111.979, 8121.553
1112.461, 8124.641
1112.943, 8079.017
1113.425, 8063.757
1113.907, 8078.180
1114.389, 8097.612
1114.871, 8114.218
1115.353, 8127.245
1115.835, 8138.358
1116.318, 8145.053
1116.800, 8139.219
1117.282, 8122.294
1117.764, 8115.164
1118.246, 8122.367
1118.728, 8129.746
1119.210, 8134.136
1119.692, 8128.149
1120.175, 8093.922
1120.657, 8037.556
1121.139, 8024.968
1121.621, 8063.514
1122.103, 8086.673
1122.585, 8064.673
1123.067, 8033.946
1123.549, 8038.691
1124.031, 8062.652
1124.514, 8084.710
1124.996, 8103.734
1125.478, 8110.804
1125.960, 8101.541
1126.442, 8092.208
1126.924, 8090.789
1127.406, 8097.272
1127.888, 8118.137
1128.370, 8146.810
1128.853, 8165.059
1129.335, 8153.406
1129.817, 8148.283
1130.299, 8153.563
1130.781, 8167.249
1131.263, 8195.968
1131.745, 8231.443
1132.227, 8232.615
1132.710, 8201.352
1133.192, 8180.689
1133.674, 8213.638
1134.156, 8240.175
1134.638, 8227.460
1135.120, 8197.697
1135.602, 8200.866
1136.084, 8233.646
1136.567, 8248.223
1137.049, 8234.371
1137.531, 8220.989
1138.013, 8235.337
1138.495, 8254.596
1138.977, 8258.058
1139.459, 8248.430
1139.941, 8252.711
1140.423, 8272.893
1140.906, 8276.647
1141.388, 8246.683
1141.870, 8212.587
1142.352, 8200.371
1142.834, 8205.341
1143.316, 8226.090
1143.798, 8270.680
1144.280, 8289.711
1144.762, 8278.410
1145.245, 8261.809
1145.727, 8250.272
1146.209, 8245.603
1146.691, 8262.241
1147.173, 8285.671
1147.655, 8285.255
1148.137, 8211.615
1148.619, 8181.266
1149.102, 8210.893
1149.584, 8250.970
1150.066, 8248.024
1150.548, 8225.345
1151.030, 8245.375
1151.512, 8298.583
1151.994, 8328.349
1152.476, 8281.876
1152.958, 8251.516
1153.441, 8259.274
1153.923, 8283.996
1154.405, 8300.465
1154.887, 8308.996
1155.369, 8309.206
1155.851, 8301.252
1156.333, 8290.908
1156.815, 8266.550
1157.297, 8259.065
1157.780, 8290.757
1158.262, 8339.242
1158.744, 8337.847
1159.226, 8296.064
1159.708, 8281.634
1160.190, 8315.050
1160.672, 8345.145
1161.154, 8330.485
1161.637, 8307.113
1162.119, 8300.116
1162.601, 8307.084
1163.083, 8307.619
1163.565, 8302.106
1164.047, 8298.181
1164.529, 8299.640
1165.011, 8301.871
1165.494, 8302.885
1165.976, 8301.745
1166.458, 8294.789
1166.940, 8279.433
1167.422, 8285.119
1167.904, 8313.356
1168.386, 8340.552
1168.868, 8351.172
1169.350, 8357.415
1169.833, 8374.927
1170.315, 8394.310
1170.797, 8395.445
1171.279, 8362.090
1171.761, 8366.896
1172.243, 8418.067
1172.725, 8465.555
1173.207, 8464.110
1173.689, 8442.601
1174.172, 8434.017
1174.654, 8434.273
1175.136, 8424.945
1175.618, 8395.644
1176.100, 8380.067
1176.582, 8382.009
1177.064, 8396.959
1177.546, 8431.783
1178.029, 8469.908
1178.511, 8483.408
1178.993, 8473.794
1179.475, 8478.540
1179.957, 8520.159
1180.439, 8533.635
1180.921, 8495.110
1181.403, 8449.544
1181.885, 8475.418
1182.368, 8533.740
1182.850, 8552.957
1183.332, 8521.512
1183.814, 8495.268
1184.296, 8484.086
1184.778, 8480.752
1185.260, 8484.833
1185.742, 8492.999
1186.224, 8499.780
1186.707, 8505.206
1187.189, 8511.741
1187.671, 8524.215
1188.153, 8516.630
1188.635, 8465.902
1189.117, 8422.857
1189.599, 8408.001
1190.081, 8419.358
1190.564, 8470.033
1191.046, 8540.961
1191.528, 8577.862
1192.010, 8541.417
1192.492, 8521.348
1192.974, 8549.189
1193.456, 8581.525
1193.938, 8593.471
1194.421, 8587.281
1194.903, 8562.204
1195.385, 8525.179
1195.867, 8500.784
1196.349, 8507.620
1196.831, 8517.808
1197.313, 8527.560
1197.795, 8535.257
1198.277, 8538.696
1198.760, 8538.713
1199.242, 8539.397
1199.724, 8540.771
1200.206, 8542.877
1200.688, 8540.324
1201.170, 8546.310
1201.652, 8573.964
1202.134, 8600.419
1202.616, 8593.104
1203.099, 8559.638
1203.581, 8537.092
1204.063, 8527.900
1204.545, 8532.624
1205.027, 8569.744
1205.509, 8598.563
1205.991, 8606.571
1206.473, 8598.328
1206.956, 8573.522
1207.438, 8537.124
1207.920, 8512.536
1208.402, 8502.802
1208.884, 8506.745
1209.366, 8546.564
1209.848, 8572.081
1210.330, 8555.163
1210.813, 8519.200
1211.295, 8517.176
1211.777, 8542.574
1212.259, 8562.324
1212.741, 8571.460
1213.223, 8572.020
1213.705, 8550.296
1214.187, 8537.769
1214.669, 8552.894
1215.151, 8584.535
1215.634, 8597.429
1216.116, 8595.801
1216.598, 8599.323
1217.080, 8611.597
1217.562, 8634.550
1218.044, 8689.751
1218.526, 8732.578
1219.008, 8734.917
1219.491, 8708.357
1219.973, 8695.515
1220.455, 8694.273
1220.937, 8695.775
1221.419, 8696.136
1221.901, 8702.132
1222.383, 8732.501
1222.865, 8752.357
1223.348, 8735.300
1223.830, 8693.047
1224.312, 8688.698
1224.794, 8712.952
1225.276, 8723.777
1225.758, 8702.035
1226.240, 8674.081
1226.722, 8638.686
1227.204, 8614.539
1227.687, 8620.956
1228.169, 8649.136
1228.651, 8644.201
1229.133, 8614.089
1229.615, 8592.168
1230.097, 8596.192
1230.579, 8605.476
1231.061, 8618.235
1231.543, 8628.634
1232.026, 8629.717
1232.508, 8624.139
1232.990, 8630.060
1233.472, 8644.194
1233.954, 8651.889
1234.436, 8635.807
1234.918, 8627.975
1235.400, 8638.431
1235.883, 8654.385
1236.365, 8665.814
1236.847, 8673.389
1237.329, 8681.382
1237.811, 8688.422
1238.293, 8688.574
1238.775, 8665.064
1239.257, 8656.263
1239.740, 8677.693
1240.222, 8699.970
1240.704, 8686.770
1241.186, 8651.900
1241.668, 8634.726
1242.150, 8634.313
1242.632, 8637.905
1243.114, 8651.425
1243.596, 8651.012
1244.079, 8627.130
1244.561, 8601.429
1245.043, 8599.308
1245.525, 8613.220
1246.007, 8631.178
1246.489, 8650.819
1246.971, 8663.942
1247.453, 8660.177
1247.936, 8662.322
1248.418, 8674.175
1248.900, 8689.963
1249.382, 8704.492
1249.864, 8717.328
1250.346, 8730.534
1250.828, 8742.425
1251.310, 8739.741
1251.792, 8712.208
1252.275, 8686.316
1252.757, 8662.714
1253.239, 8653.103
1253.721, 8691.464
1254.203, 8740.292
1254.685, 8740.379
1255.167, 8694.042
1255.649, 8673.421
1256.131, 8691.369
1256.614, 8706.440
1257.096, 8709.232
1257.578, 8713.900
1258.060, 8749.294
1258.542, 8786.223
1259.024, 8785.281
1259.506, 8748.119
1259.988, 8733.509
1260.471, 8746.594
1260.953, 8754.396
1261.435, 8748.955
1261.917, 8741.030
1262.399, 8733.536
1262.881, 8734.854
1263.363, 8762.247
1263.845, 8808.376
1264.328, 8823.185
1264.810, 8804.438
1265.292, 8798.977
1265.774, 8819.418
1266.256, 8844.106
1266.738, 8861.417
1267.220, 8869.924
1267.702, 8865.488
1268.184, 8851.718
1268.667, 8840.819
1269.149, 8832.443
1269.631, 8819.202
1270.113, 8796.813
1270.595, 8785.247
1271.077, 8810.838
1271.559, 8838.127
1272.041, 8846.245
1272.523, 8841.043
1273.006, 8843.898
1273.488, 8851.893
1273.970, 8848.146
1274.452, 8826.234
1274.934, 8808.312
1275.416, 8799.354
1275.898, 8804.950
1276.380, 8833.153
1276.863, 8871.794
1277.345, 8891.510
1277.827, 8894.428
1278.309, 8882.000
1278.791, 8849.571
1279.273, 8832.382
1279.755, 8844.782
1280.237, 8863.072
1280.719, 8879.157
1281.202, 8895.085
1281.684, 8919.323
1282.166, 8945.156
1282.648, 8961.617
1283.130, 8966.302
1283.612, 8957.163
1284.094, 8925.030
1284.576, 8911.198
1285.058, 8937.664
1285.541, 8976.456
1286.023, 8995.358
1286.505, 8997.761
1286.987, 8981.041
1287.469, 8940.717
1287.951, 8934.546
1288.433, 8968.811
1288.915, 8985.273
1289.398, 8954.206
1289.880, 8918.533
1290.362, 8916.667
1290.844, 8936.729
1291.326, 8977.553
1291.808, 9033.790
1292.290, 9048.934
1292.772, 9024.635
1293.255, 9000.647
1293.737, 8990.838
1294.219, 8983.128
##END=



