##NAMES=Hydroboracite
##RRUFFID=R060713
##IDEAL CHEMISTRY=CaMg[B_3_O_4_(OH)_3_]_2_&#183;3H_2_O
##LOCALITY=Sijes, Salta Province, Argentina
##OWNER=RRUFF
##SOURCE=Bob Jenkins
##DESCRIPTION=Divergent groups of colorless bladed crystals that lie somewhat parallel with each other
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.
##URL=rruff.info/R060713
##MEASURED CHEMISTRY=(Ca_0.93_Mg_0.07_)_Σ=1_Mg_1.00_B_6_O_8_(OH)_6_·3H_2_O ; B, H not measured but estimated by stoichiometry
789.736, 75078.523
790.218, 75138.039
790.700, 75178.531
791.182, 75202.641
791.664, 75203.133
792.146, 75139.539
792.629, 75246.414
793.111, 75311.898
793.593, 75338.234
794.075, 75208.148
794.557, 75280.055
795.039, 75271.008
795.521, 75302.039
796.003, 75254.953
796.486, 75325.688
796.968, 75513.203
797.450, 75580.453
797.932, 75410.227
798.414, 75235.391
798.896, 75161.930
799.378, 75189.883
799.860, 75200.930
800.343, 75191.617
800.825, 75202.227
801.307, 75298.602
801.789, 75422.688
802.271, 75449.023
802.753, 75372.844
803.235, 75313.047
803.717, 75337.797
804.200, 75400.047
804.682, 75490.820
805.164, 75637.742
805.646, 75646.492
806.128, 75414.727
806.610, 75202.328
807.092, 75212.703
807.574, 75436.594
808.056, 75562.344
808.539, 75582.812
809.021, 75556.102
809.503, 75493.469
809.985, 75431.859
810.467, 75433.539
810.949, 75510.867
811.431, 75580.961
811.913, 75596.117
812.395, 75600.719
812.878, 75629.117
813.360, 75693.797
813.842, 75731.219
814.324, 75732.719
814.806, 75726.148
815.288, 75730.406
815.770, 75746.297
816.252, 75799.039
816.734, 75896.320
817.217, 75943.297
817.699, 75779.281
818.181, 75569.461
818.663, 75498.000
819.145, 75638.961
819.627, 75748.367
820.109, 75755.797
820.591, 75729.703
821.073, 75702.477
821.556, 75663.297
822.038, 75686.094
822.520, 75780.852
823.002, 75900.297
823.484, 76006.711
823.966, 76100.570
824.448, 76189.953
824.930, 76277.523
825.413, 76337.797
825.895, 76308.289
826.377, 76270.250
826.859, 76296.477
827.341, 76429.656
827.823, 76551.977
828.305, 76685.906
828.787, 76773.828
829.269, 76739.953
829.752, 76587.578
830.234, 76491.719
830.716, 76465.477
831.198, 76474.859
831.680, 76515.219
832.162, 76559.781
832.644, 76559.938
833.127, 76491.438
833.609, 76460.367
834.091, 76539.047
834.573, 76646.617
835.055, 76721.391
835.537, 76749.320
836.019, 76795.453
836.501, 76870.656
836.983, 76930.711
837.466, 76902.680
837.948, 76822.461
838.430, 76814.930
838.912, 76897.633
839.394, 76991.328
839.876, 77075.328
840.358, 77119.211
840.840, 77068.789
841.322, 76843.461
841.805, 76779.008
842.287, 77006.977
842.769, 77254.461
843.251, 77282.453
843.733, 77076.250
844.215, 77045.070
844.697, 77216.906
845.179, 77406.867
845.661, 77438.156
846.144, 77387.812
846.626, 77361.703
847.108, 77374.500
847.590, 77393.891
848.072, 77443.383
848.554, 77464.688
849.036, 77404.406
849.518, 77232.406
850.000, 77164.344
850.483, 77230.750
850.965, 77311.352
851.447, 77297.656
851.929, 77223.188
852.411, 77202.492
852.893, 77240.844
853.375, 77278.633
853.857, 77250.617
854.340, 77223.773
854.822, 77262.203
855.304, 77385.883
855.786, 77467.219
856.268, 77472.633
856.750, 77469.031
857.232, 77483.453
857.714, 77515.648
858.196, 77592.219
858.679, 77713.344
859.161, 77830.344
859.643, 77917.133
860.125, 77972.773
860.607, 77986.523
861.089, 77960.531
861.571, 77942.562
862.054, 77949.219
862.536, 77968.078
863.018, 77995.930
863.500, 78032.227
863.982, 78061.812
864.464, 78082.000
864.946, 78112.094
865.428, 78174.844
865.910, 78251.070
866.393, 78299.594
866.875, 78323.406
867.357, 78338.023
867.839, 78355.828
868.321, 78365.422
868.803, 78351.578
869.285, 78320.500
869.767, 78320.141
870.249, 78361.711
870.732, 78414.203
871.214, 78471.469
871.696, 78530.883
872.178, 78569.156
872.660, 78594.094
873.142, 78653.633
873.624, 78836.898
874.106, 79006.273
874.588, 79024.492
875.071, 78937.344
875.553, 78880.398
876.035, 78901.320
876.517, 78927.656
876.999, 78945.820
877.481, 78961.547
877.963, 78988.008
878.445, 79025.508
878.927, 79083.820
879.410, 79183.883
879.892, 79275.594
880.374, 79287.453
880.856, 79249.344
881.338, 79216.562
881.820, 79198.961
882.302, 79202.141
882.784, 79241.477
883.266, 79294.531
883.749, 79325.039
884.231, 79323.969
884.713, 79360.102
885.195, 79457.156
885.677, 79554.938
886.159, 79560.867
886.641, 79511.477
887.123, 79475.883
887.606, 79466.109
888.088, 79489.406
888.570, 79613.219
889.052, 79735.023
889.534, 79738.688
890.016, 79533.227
890.498, 79468.750
890.980, 79583.547
891.463, 79742.297
891.945, 79798.047
892.427, 79780.719
892.909, 79773.406
893.391, 79782.906
893.873, 79813.828
894.355, 79893.812
894.837, 79975.703
895.320, 80010.992
895.802, 79971.883
896.284, 80004.078
896.766, 80171.148
897.248, 80284.320
897.730, 80171.977
898.212, 79890.633
898.694, 79768.719
899.176, 79801.273
899.659, 79824.633
900.141, 79689.273
900.623, 79533.211
901.105, 79468.461
901.587, 79498.930
902.069, 79543.102
902.551, 79627.703
903.033, 79666.133
903.515, 79607.023
903.998, 79481.047
904.480, 79425.867
904.962, 79437.453
905.444, 79482.117
905.926, 79570.328
906.408, 79657.242
906.890, 79698.406
907.372, 79704.844
907.854, 79707.789
908.337, 79744.797
908.819, 79736.961
909.301, 79647.883
909.783, 79525.039
910.265, 79471.727
910.747, 79486.703
911.229, 79508.133
911.711, 79526.133
912.193, 79529.633
912.676, 79458.500
913.158, 79378.203
913.640, 79394.352
914.122, 79639.922
914.604, 79813.422
915.086, 79840.547
915.568, 79805.062
916.050, 79782.859
916.533, 79775.039
917.015, 79794.000
917.497, 79848.602
917.979, 79887.547
918.461, 79816.867
918.943, 79720.547
919.425, 79724.539
919.907, 79863.109
920.390, 79987.547
920.872, 80028.953
921.354, 80063.477
921.836, 80124.367
922.318, 80209.703
922.800, 80350.938
923.282, 80555.477
923.764, 80704.828
924.247, 80637.938
924.729, 80504.133
925.211, 80529.070
925.693, 80692.633
926.175, 80834.758
926.657, 80880.008
927.139, 80908.273
927.621, 80951.273
928.103, 81002.156
928.586, 81034.156
929.068, 81047.922
929.550, 81052.797
930.032, 81048.398
930.514, 81046.469
930.996, 81073.680
931.478, 81116.547
931.960, 81143.172
932.442, 81118.156
932.925, 81106.094
933.407, 81129.180
933.889, 81168.297
934.371, 81204.508
934.853, 81238.633
935.335, 81243.938
935.817, 81203.977
936.299, 81190.102
936.781, 81318.227
937.264, 81514.117
937.746, 81664.648
938.228, 81745.500
938.710, 81794.453
939.192, 81782.133
939.674, 81776.539
940.156, 81828.562
940.638, 81946.930
941.120, 82011.398
941.603, 82018.070
942.085, 82017.172
942.567, 82071.453
943.049, 82125.547
943.531, 82084.391
944.013, 81960.672
944.495, 81864.711
944.977, 81823.203
945.460, 81840.258
945.942, 81964.523
946.424, 82140.180
946.906, 82107.117
947.388, 81856.367
947.870, 81684.203
948.352, 81730.562
948.834, 81852.633
949.317, 81886.109
949.799, 81858.820
950.281, 81821.992
950.763, 81751.633
951.245, 81730.656
951.727, 81812.570
952.209, 81907.562
952.691, 81885.906
953.173, 81742.852
953.656, 81679.227
954.138, 81725.594
954.620, 81791.703
955.102, 81784.680
955.584, 81753.469
956.066, 81761.781
956.548, 81829.797
957.030, 81866.633
957.513, 81824.539
957.995, 81792.188
958.477, 81824.008
958.959, 81910.273
959.441, 81936.109
959.923, 81904.844
960.405, 81894.109
960.887, 81994.469
961.369, 82099.789
961.852, 82078.969
962.334, 81974.594
962.816, 81951.609
963.298, 82124.594
963.780, 82243.109
964.262, 82251.094
964.744, 82195.547
965.226, 82167.812
965.708, 82164.188
966.191, 82164.797
966.673, 82169.570
967.155, 82164.047
967.637, 82107.320
968.119, 82050.273
968.601, 82058.797
969.083, 82199.594
969.565, 82264.719
970.047, 82226.477
970.530, 82176.883
971.012, 82201.711
971.494, 82279.547
971.976, 82349.719
972.458, 82407.422
972.940, 82412.578
973.422, 82248.922
973.904, 82108.711
974.386, 82140.344
974.869, 82324.156
975.351, 82437.328
975.833, 82458.781
976.315, 82482.539
976.797, 82541.961
977.279, 82618.727
977.761, 82699.938
978.244, 82769.758
978.726, 82786.953
979.208, 82661.812
979.690, 82581.203
980.172, 82656.820
980.654, 82782.602
981.136, 82831.102
981.618, 82787.203
982.100, 82776.742
982.583, 82818.180
983.065, 82844.672
983.547, 82748.133
984.029, 82615.750
984.511, 82581.594
984.993, 82667.211
985.475, 82723.562
985.957, 82660.453
986.440, 82609.070
986.922, 82622.570
987.404, 82692.680
987.886, 82778.203
988.368, 82875.969
988.850, 82938.398
989.332, 82922.891
989.814, 82879.398
990.296, 82843.320
990.779, 82816.227
991.261, 82800.812
991.743, 82799.117
992.225, 82810.156
992.707, 82841.117
993.189, 82874.102
993.671, 82863.883
994.153, 82831.531
994.635, 82885.594
995.118, 83053.570
995.600, 83188.227
996.082, 83155.633
996.564, 83071.781
997.046, 83015.469
997.528, 82990.047
998.010, 83013.328
998.492, 83094.281
998.974, 83189.617
999.457, 83278.711
999.939, 83364.242
1000.421, 83473.438
1000.903, 83585.492
1001.385, 83632.727
1001.867, 83483.320
1002.349, 83382.453
1002.831, 83434.008
1003.314, 83566.453
1003.796, 83692.531
1004.278, 83817.250
1004.760, 83866.188
1005.242, 83818.531
1005.724, 83752.727
1006.206, 83773.773
1006.688, 83812.781
1007.170, 83767.828
1007.653, 83595.352
1008.135, 83516.891
1008.617, 83611.078
1009.099, 83715.906
1009.581, 83751.953
1010.063, 83730.547
1010.545, 83685.289
1011.027, 83626.172
1011.510, 83619.188
1011.992, 83743.844
1012.474, 83887.422
1012.956, 83998.633
1013.438, 84074.133
1013.920, 84100.672
1014.402, 84043.594
1014.884, 84056.094
1015.366, 84180.867
1015.849, 84313.500
1016.331, 84300.344
1016.813, 84203.469
1017.295, 84143.094
1017.777, 84142.938
1018.259, 84149.828
1018.741, 84145.031
1019.223, 84142.172
1019.706, 84148.117
1020.188, 84163.047
1020.670, 84176.930
1021.152, 84189.773
1021.634, 84231.180
1022.116, 84344.789
1022.598, 84465.781
1023.080, 84514.773
1023.562, 84522.039
1024.045, 84554.992
1024.527, 84646.047
1025.009, 84728.367
1025.491, 84797.539
1025.973, 84849.539
1026.455, 84871.898
1026.937, 84872.141
1027.419, 84878.219
1027.901, 84894.102
1028.384, 84907.641
1028.866, 84898.469
1029.348, 84899.000
1029.830, 84940.477
1030.312, 85019.242
1030.794, 85085.430
1031.276, 85145.617
1031.758, 85157.344
1032.240, 85080.203
1032.723, 84976.531
1033.205, 84911.688
1033.687, 84887.539
1034.169, 84905.789
1034.651, 84987.656
1035.133, 85083.109
1035.615, 85195.383
1036.097, 85302.469
1036.580, 85356.039
1037.062, 85372.633
1037.544, 85512.719
1038.026, 85784.594
1038.508, 85978.953
1038.990, 85895.562
1039.472, 85730.008
1039.954, 85586.406
1040.437, 85478.203
1040.919, 85466.141
1041.401, 85574.477
1041.883, 85692.977
1042.365, 85811.727
1042.847, 85888.547
1043.329, 85820.789
1043.811, 85673.656
1044.293, 85565.359
1044.776, 85541.133
1045.258, 85536.523
1045.740, 85549.289
1046.222, 85565.781
1046.704, 85569.930
1047.186, 85563.289
1047.668, 85586.992
1048.150, 85639.094
1048.632, 85701.453
1049.115, 85741.133
1049.597, 85804.977
1050.079, 85978.852
1050.561, 86207.070
1051.043, 86270.570
1051.525, 86091.953
1052.007, 86014.469
1052.489, 86122.250
1052.972, 86299.352
1053.454, 86407.281
1053.936, 86462.320
1054.418, 86478.070
1054.900, 86437.094
1055.382, 86448.047
1055.864, 86601.531
1056.346, 86736.141
1056.828, 86759.047
1057.311, 86691.047
1057.793, 86682.203
1058.275, 86726.820
1058.757, 86773.391
1059.239, 86801.047
1059.721, 86820.008
1060.203, 86851.953
1060.685, 86878.367
1061.167, 86861.891
1061.650, 86791.094
1062.132, 86720.820
1062.614, 86651.117
1063.096, 86607.906
1063.578, 86622.820
1064.060, 86679.023
1064.542, 86779.477
1065.024, 86919.367
1065.507, 86982.141
1065.989, 86852.477
1066.471, 86744.539
1066.953, 86728.422
1067.435, 86767.656
1067.917, 86764.352
1068.399, 86723.797
1068.881, 86659.953
1069.364, 86537.328
1069.846, 86488.602
1070.328, 86654.438
1070.810, 86893.883
1071.292, 87073.469
1071.774, 87191.398
1072.256, 87222.523
1072.738, 87154.391
1073.220, 87086.227
1073.703, 87100.406
1074.185, 87144.680
1074.667, 87155.930
1075.149, 87143.906
1075.631, 87145.141
1076.113, 87197.578
1076.595, 87220.617
1077.077, 87203.250
1077.559, 87162.242
1078.042, 87115.898
1078.524, 87068.094
1079.006, 87015.688
1079.488, 86956.953
1079.970, 86940.062
1080.452, 87037.500
1080.934, 87136.344
1081.416, 87160.891
1081.898, 87132.094
1082.381, 87200.117
1082.863, 87360.828
1083.345, 87487.492
1083.827, 87503.102
1084.309, 87509.320
1084.791, 87609.977
1085.273, 87751.023
1085.755, 87859.344
1086.238, 87925.609
1086.720, 87960.891
1087.202, 87964.344
1087.684, 87941.227
1088.166, 87869.391
1088.648, 87787.953
1089.130, 87774.391
1089.612, 87819.359
1090.094, 87866.281
1090.577, 87880.133
1091.059, 87922.633
1091.541, 88031.656
1092.023, 88147.750
1092.505, 88152.477
1092.987, 88073.109
1093.469, 88039.156
1093.951, 88070.727
1094.433, 88133.547
1094.916, 88245.797
1095.398, 88342.727
1095.880, 88365.883
1096.362, 88326.953
1096.844, 88331.938
1097.326, 88382.422
1097.808, 88434.250
1098.290, 88478.508
1098.773, 88503.344
1099.255, 88484.273
1099.737, 88443.312
1100.219, 88410.828
1100.701, 88395.797
1101.183, 88380.109
1101.665, 88354.578
1102.147, 88357.359
1102.630, 88454.148
1103.112, 88583.070
1103.594, 88588.203
1104.076, 88503.000
1104.558, 88478.094
1105.040, 88628.617
1105.522, 88772.648
1106.004, 88890.906
1106.486, 88962.773
1106.969, 88923.273
1107.451, 88802.531
1107.933, 88766.523
1108.415, 88841.648
1108.897, 88889.672
1109.379, 88794.898
1109.861, 88673.961
1110.343, 88582.789
1110.825, 88528.070
1111.308, 88558.977
1111.790, 88679.781
1112.272, 88744.797
1112.754, 88689.406
1113.236, 88607.227
1113.718, 88564.680
1114.200, 88561.453
1114.682, 88609.922
1115.165, 88736.844
1115.647, 88783.422
1116.129, 88724.312
1116.611, 88674.430
1117.093, 88718.211
1117.575, 88805.977
1118.057, 88859.648
1118.539, 88889.273
1119.021, 88921.578
1119.504, 88986.594
1119.986, 89026.203
1120.468, 89037.594
1120.950, 89024.852
1121.432, 88968.289
1121.914, 88896.039
1122.396, 88906.758
1122.878, 89001.656
1123.360, 89095.344
1123.843, 89160.773
1124.325, 89196.609
1124.807, 89186.281
1125.289, 89158.758
1125.771, 89167.203
1126.253, 89213.422
1126.735, 89342.109
1127.217, 89577.773
1127.700, 89793.727
1128.182, 89877.242
1128.664, 89911.109
1129.146, 89949.023
1129.628, 89991.891
1130.110, 90090.797
1130.592, 90252.359
1131.074, 90330.867
1131.557, 90205.258
1132.039, 90070.148
1132.521, 90212.711
1133.003, 90455.539
1133.485, 90540.344
1133.967, 90364.281
1134.449, 90220.969
1134.931, 90109.844
1135.413, 90046.633
1135.896, 90069.383
1136.378, 90135.906
1136.860, 90193.898
1137.342, 90237.094
1137.824, 90248.273
1138.306, 90178.797
1138.788, 90129.883
1139.270, 90090.727
1139.752, 90102.930
1140.235, 90267.250
1140.717, 90506.797
1141.199, 90626.227
1141.681, 90611.398
1142.163, 90559.211
1142.645, 90495.039
1143.127, 90416.008
1143.609, 90305.711
1144.092, 90199.547
1144.574, 90201.172
1145.056, 90288.547
1145.538, 90341.406
1146.020, 90335.477
1146.502, 90311.633
1146.984, 90269.461
1147.466, 90247.961
1147.948, 90278.312
1148.431, 90352.297
1148.913, 90387.289
1149.395, 90386.703
1149.877, 90444.289
1150.359, 90646.953
1150.841, 90812.469
1151.323, 90730.172
1151.805, 90574.641
1152.287, 90555.812
1152.770, 90704.250
1153.252, 90797.297
1153.734, 90830.539
1154.216, 90850.156
1154.698, 90893.148
1155.180, 90932.477
1155.662, 90947.930
1156.144, 90940.219
1156.626, 90901.031
1157.109, 90792.422
1157.591, 90783.656
1158.073, 90905.188
1158.555, 91038.273
1159.037, 91076.219
1159.519, 91057.570
1160.001, 91002.133
1160.483, 90927.008
1160.966, 90926.938
1161.448, 91095.953
1161.930, 91161.898
1162.412, 91048.648
1162.894, 90892.523
1163.376, 90902.461
1163.858, 90997.477
1164.340, 91028.547
1164.823, 90977.703
1165.305, 90916.617
1165.787, 90851.438
1166.269, 90804.977
1166.751, 90789.602
1167.233, 90796.688
1167.715, 90800.320
1168.197, 90810.883
1168.679, 90854.633
1169.161, 90940.430
1169.644, 91044.953
1170.126, 91216.844
1170.608, 91327.227
1171.090, 91270.047
1171.572, 91109.156
1172.054, 91137.961
1172.536, 91311.703
1173.018, 91447.109
1173.501, 91435.383
1173.983, 91437.633
1174.465, 91550.578
1174.947, 91674.578
1175.429, 91733.891
1175.911, 91732.727
1176.393, 91745.352
1176.875, 91770.742
1177.358, 91791.469
1177.840, 91790.773
1178.322, 91792.828
1178.804, 91801.422
1179.286, 91826.000
1179.768, 91886.211
1180.250, 91981.602
1180.732, 92057.633
1181.214, 92110.344
1181.697, 92137.797
1182.179, 92097.383
1182.661, 92070.039
1183.143, 92095.812
1183.625, 92176.352
1184.107, 92358.656
1184.589, 92656.703
1185.071, 92722.617
1185.553, 92491.141
1186.036, 92234.750
1186.518, 92169.977
1187.000, 92192.859
1187.482, 92259.672
1187.964, 92346.406
1188.446, 92350.820
1188.928, 92267.344
1189.410, 92168.609
1189.893, 92059.094
1190.375, 91999.203
1190.857, 92112.094
1191.339, 92262.492
1191.821, 92305.469
1192.303, 92232.656
1192.785, 92194.883
1193.267, 92193.406
1193.750, 92216.906
1194.232, 92283.453
1194.714, 92321.328
1195.196, 92180.641
1195.678, 92001.820
1196.160, 91979.977
1196.642, 92176.469
1197.124, 92276.680
1197.606, 92266.453
1198.089, 92252.539
1198.571, 92297.406
1199.053, 92358.797
1199.535, 92400.992
1200.017, 92420.320
1200.499, 92402.430
1200.981, 92299.922
1201.463, 92311.477
1201.945, 92461.930
1202.428, 92595.547
1202.910, 92575.656
1203.392, 92498.008
1203.874, 92454.797
1204.356, 92451.703
1204.838, 92507.789
1205.320, 92665.047
1205.802, 92772.203
1206.285, 92815.242
1206.767, 92837.602
1207.249, 92840.570
1207.731, 92869.844
1208.213, 93044.438
1208.695, 93307.297
1209.177, 93406.391
1209.659, 93243.828
1210.141, 93116.820
1210.624, 93054.844
1211.106, 93049.180
1211.588, 93144.773
1212.070, 93255.633
1212.552, 93230.953
1213.034, 93089.648
1213.516, 93086.727
1213.998, 93312.203
1214.480, 93471.430
1214.963, 93507.930
1215.445, 93472.406
1215.927, 93393.656
1216.409, 93304.648
1216.891, 93248.797
1217.373, 93232.500
1217.855, 93233.672
1218.337, 93257.031
1218.820, 93282.641
1219.302, 93308.562
1219.784, 93328.961
1220.266, 93326.797
1220.748, 93318.250
1221.230, 93324.406
1221.712, 93349.219
1222.194, 93377.297
1222.677, 93399.891
1223.159, 93448.633
1223.641, 93541.227
1224.123, 93648.648
1224.605, 93729.570
1225.087, 93799.078
1225.569, 93886.398
1226.051, 94013.328
1226.533, 94063.633
1227.016, 94017.203
1227.498, 93959.227
1227.980, 93901.859
1228.462, 93894.570
1228.944, 94092.211
1229.426, 94353.852
1229.908, 94445.602
1230.390, 94242.094
1230.872, 94158.547
1231.355, 94211.906
1231.837, 94318.227
1232.319, 94477.500
1232.801, 94610.344
1233.283, 94569.641
1233.765, 94443.156
1234.247, 94387.930
1234.729, 94447.031
1235.212, 94508.883
1235.694, 94574.094
1236.176, 94627.227
1236.658, 94633.102
1237.140, 94638.211
1237.622, 94718.047
1238.104, 94828.883
1238.586, 94880.961
1239.068, 94860.633
1239.551, 94820.594
1240.033, 94762.453
1240.515, 94701.297
1240.997, 94652.273
1241.479, 94606.344
1241.961, 94527.094
1242.443, 94454.383
1242.925, 94487.078
1243.407, 94662.477
1243.890, 94742.727
1244.372, 94703.117
1244.854, 94670.000
1245.336, 94764.109
1245.818, 94885.453
1246.300, 94943.477
1246.782, 94960.906
1247.264, 95018.273
1247.746, 95123.148
1248.229, 95173.648
1248.711, 95158.172
1249.193, 95108.477
1249.675, 95029.812
1250.157, 94948.789
1250.639, 94862.781
1251.121, 94801.703
1251.603, 94868.047
1252.086, 95068.602
1252.568, 95085.070
1253.050, 94868.742
1253.532, 94687.406
1254.014, 94777.930
1254.496, 94930.961
1254.978, 95016.617
1255.460, 95066.391
1255.943, 95185.672
1256.425, 95355.062
1256.907, 95380.117
1257.389, 95218.141
1257.871, 95090.531
1258.353, 95167.953
1258.835, 95286.031
1259.317, 95378.047
1259.799, 95438.906
1260.281, 95451.539
1260.764, 95423.453
1261.246, 95390.383
1261.728, 95365.367
1262.210, 95295.578
1262.692, 95058.672
1263.174, 94902.422
1263.656, 94953.102
1264.138, 95119.727
1264.621, 95218.344
1265.103, 95251.727
1265.585, 95185.547
1266.067, 94986.133
1266.549, 94925.469
1267.031, 95232.906
1267.513, 95496.406
1267.995, 95561.227
1268.478, 95519.641
1268.960, 95513.047
1269.442, 95561.312
1269.924, 95746.461
1270.406, 96130.008
1270.888, 96332.578
1271.370, 96202.500
1271.852, 96135.977
1272.334, 96317.391
1272.817, 96583.891
1273.299, 96678.211
1273.781, 96659.242
1274.263, 96614.406
1274.745, 96554.438
1275.227, 96514.227
1275.709, 96499.031
1276.191, 96509.656
1276.673, 96572.422
1277.156, 96617.750
1277.638, 96512.297
1278.120, 96358.328
1278.602, 96300.883
1279.084, 96373.273
1279.566, 96362.797
1280.048, 96255.742
1280.530, 96202.344
1281.013, 96269.422
1281.495, 96401.906
1281.977, 96631.547
1282.459, 96837.406
1282.941, 96855.047
1283.423, 96685.203
1283.905, 96619.969
1284.387, 96654.633
1284.870, 96703.523
1285.352, 96721.289
1285.834, 96759.250
1286.316, 96881.547
1286.798, 97014.617
1287.280, 97109.062
1287.762, 97161.062
1288.244, 97107.383
1288.726, 96976.094
1289.208, 96913.211
1289.691, 97015.219
1290.173, 97116.578
1290.655, 97161.633
1291.137, 97175.703
1291.619, 97141.898
1292.101, 97073.773
##END=



