##NAMES=Bindheimite
##RRUFFID=R050546
##IDEAL CHEMISTRY=Pb^2+^_2_Sb^5+^_2_O_7_
##LOCALITY=Arabia District, Pershing County, Nevada, USA
##OWNER=RRUFF
##SOURCE=University of Arizona Mineral Museum
##DESCRIPTION=Yellow-brown coarsely fibrous massive, intimately mixed with mimetite
##STATUS=The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis
##URL=rruff.info/R050546
##MEASURED CHEMISTRY=(Pb_1.33_Fe_0.47_Ca_0.20_)_Σ=2_(Sb^5+^_1.97_As^5+^_0.03_)_Σ=2_O_7_  ;(darker phase, with trace amounts of Na);   (Pb_4.07_Ca_0.92_Fe_0.01_)_Σ=5_((As_2.97_Sb_0.03_)_Σ=1_O_4_)_3_Cl_1.00_ (lighter phase = mimetite)
669.9526, 840.6081
670.4348, 839.1187
670.9169, 838.5368
671.3990, 837.2603
671.8811, 834.9968
672.3632, 832.7073
672.8453, 830.2624
673.3275, 827.9468
673.8096, 825.8129
674.2917, 823.9631
674.7738, 822.6212
675.2559, 821.8768
675.7380, 821.2690
676.2202, 820.4925
676.7023, 819.4619
677.1844, 816.8358
677.6665, 811.6927
678.1486, 808.0422
678.6307, 809.4053
679.1129, 812.6844
679.5950, 811.5450
680.0771, 804.6063
680.5592, 799.4843
681.0413, 798.8819
681.5234, 800.0323
682.0056, 801.5226
682.4877, 802.9479
682.9698, 804.0594
683.4519, 804.7299
683.9340, 804.4072
684.4161, 801.5930
684.8983, 795.8508
685.3804, 793.1021
685.8625, 794.9488
686.3446, 797.0050
686.8267, 797.8217
687.3088, 797.6120
687.7910, 796.1176
688.2731, 793.1427
688.7552, 791.0471
689.2373, 791.1663
689.7194, 792.4562
690.2015, 794.3021
690.6837, 796.3834
691.1658, 798.0096
691.6479, 798.9072
692.1300, 798.9141
692.6121, 797.5789
693.0942, 794.5784
693.5764, 792.5834
694.0585, 791.4227
694.5406, 791.6015
695.0227, 794.8871
695.5048, 798.5446
695.9869, 799.0616
696.4691, 796.0870
696.9512, 793.8383
697.4333, 795.7015
697.9154, 799.1320
698.3975, 800.9434
698.8796, 801.2100
699.3618, 800.5478
699.8439, 799.0793
700.3260, 797.6053
700.8081, 797.1759
701.2902, 797.8468
701.7723, 799.0430
702.2545, 801.0773
702.7366, 803.2666
703.2187, 806.1386
703.7008, 808.6797
704.1829, 809.5870
704.6650, 808.9464
705.1472, 808.4762
705.6293, 809.9446
706.1114, 811.7893
706.5935, 810.7348
707.0756, 807.3945
707.5577, 806.0620
708.0399, 808.2468
708.5220, 811.5165
709.0041, 813.4080
709.4862, 813.9174
709.9683, 813.9084
710.4504, 811.9859
710.9326, 811.3998
711.4147, 813.8292
711.8968, 816.9735
712.3789, 819.0563
712.8610, 819.9020
713.3431, 819.9117
713.8253, 818.9866
714.3074, 817.9382
714.7895, 818.0215
715.2716, 819.1524
715.7537, 820.8623
716.2358, 823.1541
716.7180, 825.5209
717.2001, 827.6424
717.6822, 829.4692
718.1643, 830.6778
718.6464, 829.9300
719.1285, 830.4825
719.6107, 834.4246
720.0928, 838.2543
720.5749, 838.5266
721.0570, 836.5182
721.5391, 836.3110
722.0212, 840.1617
722.5034, 845.2043
722.9855, 847.7092
723.4676, 847.9750
723.9497, 847.4062
724.4318, 845.9384
724.9139, 845.0801
725.3961, 845.9110
725.8782, 847.9078
726.3603, 849.6940
726.8424, 851.6656
727.3245, 852.5447
727.8066, 850.5554
728.2888, 849.1600
728.7709, 850.5765
729.2530, 853.9110
729.7351, 857.4348
730.2172, 860.5407
730.6993, 863.7870
731.1815, 868.5927
731.6636, 874.0483
732.1457, 876.3274
732.6278, 875.1310
733.1099, 873.4003
733.5920, 871.9763
734.0742, 871.3121
734.5563, 872.4711
735.0384, 876.1786
735.5205, 877.8788
736.0026, 875.4207
736.4847, 873.5031
736.9669, 873.9527
737.4490, 875.7571
737.9311, 878.0075
738.4132, 880.3439
738.8953, 882.3789
739.3774, 884.2476
739.8596, 885.2608
740.3417, 882.8214
740.8238, 877.2838
741.3059, 874.9166
741.7880, 877.9575
742.2701, 882.4387
742.7523, 884.9326
743.2344, 885.4774
743.7165, 884.5118
744.1986, 879.9872
744.6807, 876.9061
745.1628, 877.3349
745.6450, 878.2244
746.1271, 877.1364
746.6092, 874.4280
747.0913, 871.7614
747.5734, 869.9135
748.0555, 868.5750
748.5377, 867.5550
749.0198, 866.7590
749.5019, 865.7930
749.9840, 864.5970
750.4661, 863.6498
750.9482, 863.5195
751.4304, 863.4212
751.9125, 861.2857
752.3946, 855.7750
752.8767, 851.3998
753.3588, 849.3407
753.8409, 847.0039
754.3231, 842.4160
754.8052, 837.2809
755.2873, 834.4785
755.7694, 834.5875
756.2515, 834.3318
756.7336, 830.4958
757.2158, 825.0861
757.6979, 821.6627
758.1800, 819.9473
758.6621, 817.8144
759.1442, 814.4719
759.6263, 811.0862
760.1085, 809.2242
760.5906, 808.9039
761.0727, 806.8363
761.5548, 801.9784
762.0369, 796.8679
762.5190, 791.3588
763.0012, 786.2071
763.4833, 781.6406
763.9654, 777.8842
764.4475, 775.7506
764.9296, 777.0837
765.4117, 777.4412
765.8939, 771.8276
766.3760, 763.1172
766.8581, 756.6174
767.3402, 752.9196
767.8223, 749.9550
768.3044, 746.4027
768.7866, 742.6423
769.2687, 739.6794
769.7508, 737.5956
770.2329, 736.0282
770.7150, 735.6664
771.1971, 734.8304
771.6793, 732.6406
772.1614, 729.6101
772.6435, 726.3528
773.1256, 722.9291
773.6077, 719.3969
774.0898, 715.4374
774.5720, 711.7036
775.0541, 708.8395
775.5362, 706.5941
776.0183, 704.5031
776.5004, 702.3981
776.9825, 700.1373
777.4647, 697.5372
777.9468, 694.6726
778.4289, 692.0801
778.9110, 689.9285
779.3931, 686.8604
779.8752, 681.5181
780.3574, 676.7917
780.8395, 676.4362
781.3216, 679.2612
781.8037, 679.0945
782.2858, 672.7947
782.7679, 667.6833
783.2501, 666.7083
783.7322, 666.6414
784.2143, 664.6694
784.6964, 661.2620
785.1785, 658.5534
785.6606, 657.5547
786.1428, 656.6107
786.6249, 652.9464
787.1070, 647.5052
787.5891, 644.2677
788.0712, 643.5012
788.5533, 644.1086
789.0355, 646.1443
789.5176, 648.1038
789.9997, 647.5508
790.4818, 644.0598
790.9639, 640.7005
791.4460, 637.0036
791.9282, 634.0275
792.4103, 633.2589
792.8924, 632.4174
793.3745, 628.3055
793.8566, 621.6752
794.3387, 617.3665
794.8209, 618.7609
795.3030, 621.8651
795.7851, 623.6407
796.2672, 623.9931
796.7493, 622.0997
797.2314, 618.1264
797.7136, 614.4703
798.1957, 612.7269
798.6778, 612.1218
799.1599, 610.7789
799.6420, 608.4830
800.1241, 606.3312
800.6063, 604.6168
801.0884, 602.6035
801.5705, 599.6241
802.0526, 596.3288
802.5347, 593.4567
803.0168, 591.0438
803.4990, 589.0763
803.9811, 588.2237
804.4632, 587.1290
804.9453, 584.2363
805.4274, 580.8842
805.9095, 579.4089
806.3917, 579.9657
806.8738, 580.4464
807.3559, 579.1727
807.8380, 578.1764
808.3201, 576.3678
808.8022, 573.5844
809.2844, 571.0641
809.7665, 566.8344
810.2486, 562.7667
810.7307, 560.1967
811.2128, 558.7404
811.6949, 557.2796
812.1771, 555.7617
812.6592, 554.3580
813.1413, 554.1718
813.6234, 552.8837
814.1055, 547.7161
814.5876, 541.6901
815.0698, 539.6333
815.5519, 542.2203
816.0340, 544.0906
816.5161, 540.2540
816.9982, 535.2444
817.4803, 535.4291
817.9625, 538.6911
818.4446, 539.0434
818.9267, 535.2172
819.4088, 530.3302
819.8909, 526.9410
820.3730, 524.7811
820.8552, 523.0154
821.3373, 521.7197
821.8194, 520.5002
822.3015, 519.6627
822.7836, 518.2869
823.2657, 514.8058
823.7479, 510.7554
824.2300, 509.6319
824.7121, 512.7089
825.1942, 514.0740
825.6763, 511.3455
826.1584, 507.8941
826.6406, 505.0524
827.1227, 503.0065
827.6048, 502.2277
828.0869, 502.5469
828.5690, 502.4596
829.0511, 500.5466
829.5333, 497.8366
830.0154, 496.0355
830.4975, 495.0321
830.9796, 494.3370
831.4617, 493.8584
831.9438, 493.6128
832.4260, 493.7958
832.9081, 493.9091
833.3902, 492.1631
833.8723, 486.8779
834.3544, 484.1767
834.8365, 486.3238
835.3187, 488.2290
835.8008, 487.9199
836.2829, 486.2745
836.7650, 483.9261
837.2471, 480.9206
837.7292, 479.0792
838.2114, 480.2124
838.6935, 481.3730
839.1756, 480.1427
839.6577, 478.0720
840.1398, 477.6299
840.6219, 478.8773
841.1041, 479.9328
841.5862, 479.5304
842.0683, 478.3058
842.5504, 477.4455
843.0325, 476.8226
843.5146, 475.3382
843.9968, 472.7907
844.4789, 470.5600
844.9610, 469.4039
845.4431, 468.9664
845.9252, 468.6152
846.4073, 468.3050
846.8895, 468.3297
847.3716, 469.8502
847.8537, 470.1234
848.3358, 467.1556
848.8179, 463.7836
849.3000, 462.8378
849.7822, 463.9538
850.2643, 464.3740
850.7464, 462.5804
851.2285, 460.9466
851.7106, 461.3423
852.1927, 462.2908
852.6749, 461.9515
853.1570, 460.5255
853.6391, 459.1388
854.1212, 458.3163
854.6033, 458.1294
855.0854, 459.3363
855.5676, 461.3497
856.0497, 460.9055
856.5318, 457.8876
857.0139, 455.4434
857.4960, 454.6935
857.9781, 454.4474
858.4603, 453.3868
858.9424, 451.6311
859.4245, 450.5889
859.9066, 450.5860
860.3887, 450.7411
860.8708, 451.3915
861.3530, 451.7655
861.8351, 451.3209
862.3172, 450.3622
862.7993, 449.3807
863.2814, 448.4041
863.7635, 447.7601
864.2457, 447.7867
864.7278, 448.0043
865.2099, 448.3090
865.6920, 448.4286
866.1741, 448.0388
866.6563, 447.0167
867.1384, 445.0873
867.6205, 441.6124
868.1026, 437.9497
868.5847, 436.7414
869.0668, 437.7703
869.5490, 439.9947
870.0311, 443.3446
870.5132, 446.2141
870.9953, 447.7754
871.4774, 448.0433
871.9595, 446.9133
872.4417, 444.0319
872.9238, 441.6595
873.4059, 439.9243
873.8880, 438.4790
874.3701, 436.8659
874.8522, 435.7879
875.3344, 436.4979
875.8165, 438.5269
876.2986, 439.0888
876.7807, 436.0231
877.2628, 433.8211
877.7449, 434.3500
878.2271, 436.1640
878.7092, 439.3164
879.1913, 442.4436
879.6734, 442.5533
880.1555, 438.6763
880.6376, 434.2437
881.1198, 432.3671
881.6019, 432.1591
882.0840, 432.0374
882.5661, 432.0895
883.0482, 433.1313
883.5303, 435.3211
884.0125, 436.9621
884.4946, 436.4882
884.9767, 434.6425
885.4588, 433.8885
885.9409, 434.3968
886.4230, 435.0992
886.9052, 436.0947
887.3873, 436.9002
887.8694, 437.4134
888.3515, 437.4985
888.8336, 436.8089
889.3157, 435.2169
889.7979, 433.8326
890.2800, 432.0143
890.7621, 431.2683
891.2442, 433.1331
891.7263, 435.3115
892.2084, 435.8840
892.6906, 435.0096
893.1727, 433.6247
893.6548, 431.8009
894.1369, 430.4785
894.6190, 430.6173
895.1011, 431.3635
895.5833, 431.9912
896.0654, 432.3203
896.5475, 431.8317
897.0296, 430.5018
897.5117, 429.5966
897.9938, 430.6352
898.4760, 432.5877
898.9581, 432.3931
899.4402, 430.2739
899.9223, 429.0201
900.4044, 429.1464
900.8865, 429.5848
901.3687, 429.6664
901.8508, 429.6076
902.3329, 429.8140
902.8150, 430.1775
903.2971, 431.4796
903.7792, 435.0240
904.2614, 437.2477
904.7435, 436.0277
905.2256, 433.9272
905.7077, 432.9667
906.1898, 433.1234
906.6719, 434.2174
907.1541, 437.5155
907.6362, 439.6860
908.1183, 439.4169
908.6004, 438.2036
909.0825, 436.6184
909.5646, 435.0345
910.0468, 433.6576
910.5289, 432.6085
911.0110, 432.6005
911.4931, 435.6074
911.9752, 438.5972
912.4573, 436.8286
912.9395, 432.9890
913.4216, 433.5536
913.9037, 438.6373
914.3858, 442.4135
914.8679, 441.2504
915.3500, 437.8719
915.8321, 436.9401
916.3142, 438.0700
916.7963, 437.9729
917.2784, 436.4581
917.7606, 435.7539
918.2427, 436.7924
918.7248, 438.3037
919.2069, 438.9941
919.6890, 438.9340
920.1711, 438.5936
920.6533, 437.5604
921.1354, 437.3017
921.6175, 438.8876
922.0996, 440.0088
922.5817, 438.6034
923.0638, 436.3794
923.5460, 436.0504
924.0281, 437.9399
924.5102, 439.3798
924.9923, 440.0053
925.4744, 440.1287
925.9565, 440.1014
926.4387, 439.4273
926.9208, 436.6195
927.4029, 432.8004
927.8850, 431.3865
928.3671, 433.9596
928.8492, 437.1341
929.3314, 438.5923
929.8135, 439.4291
930.2956, 441.9598
930.7777, 444.6006
931.2598, 442.4937
931.7419, 435.3979
932.2241, 430.1036
932.7062, 432.4356
933.1883, 438.4126
933.6704, 441.1544
934.1525, 441.1421
934.6346, 439.8730
935.1168, 437.6297
935.5989, 437.1492
936.0810, 439.9146
936.5631, 443.3924
937.0452, 443.9870
937.5273, 441.9060
938.0095, 440.6256
938.4916, 440.3058
938.9737, 440.0806
939.4558, 439.6266
939.9379, 439.6493
940.4200, 441.2951
940.9022, 443.4057
941.3843, 442.7276
941.8664, 437.4526
942.3485, 434.9492
942.8306, 437.8222
943.3127, 440.0065
943.7949, 438.7794
944.2770, 437.0832
944.7591, 437.8467
945.2412, 440.5794
945.7233, 442.6850
946.2054, 443.5351
946.6876, 443.8350
947.1697, 443.7864
947.6518, 443.3295
948.1339, 441.8243
948.6160, 440.1539
949.0981, 440.0434
949.5803, 441.5643
950.0624, 442.4666
950.5445, 440.9054
951.0266, 438.8727
951.5087, 438.3627
951.9908, 438.7322
952.4730, 438.9569
952.9551, 438.9785
953.4372, 439.0692
953.9193, 439.3499
954.4014, 439.8925
954.8835, 440.9437
955.3657, 442.2309
955.8478, 442.9945
956.3299, 443.2580
956.8120, 442.9567
957.2941, 442.0697
957.7762, 441.9984
958.2584, 443.8500
958.7405, 446.2486
959.2226, 446.1651
959.7047, 443.3679
960.1868, 441.8495
960.6689, 441.7054
961.1511, 442.6082
961.6332, 445.0299
962.1153, 447.2839
962.5974, 447.6902
963.0795, 446.7054
963.5616, 446.3163
964.0438, 446.7564
964.5259, 447.3042
965.0080, 448.1093
965.4901, 448.8348
965.9722, 449.5631
966.4543, 450.0244
966.9365, 449.5522
967.4186, 448.3407
967.9007, 448.2068
968.3828, 450.9288
968.8649, 452.4886
969.3470, 451.3658
969.8292, 449.4646
970.3113, 447.2606
970.7934, 445.4438
971.2755, 445.0701
971.7576, 446.2488
972.2397, 447.6888
972.7219, 449.3052
973.2040, 450.3725
973.6861, 450.1346
974.1682, 449.3080
974.6503, 448.4652
975.1324, 447.8210
975.6146, 447.7928
976.0967, 448.4978
976.5788, 448.9674
977.0609, 448.4948
977.5430, 447.1956
978.0251, 444.4236
978.5073, 441.1588
978.9894, 439.8879
979.4715, 440.7013
979.9536, 441.9023
980.4357, 442.6021
980.9178, 442.5171
981.4000, 440.4985
981.8821, 437.4048
982.3642, 436.8452
982.8463, 438.5799
983.3284, 440.2974
983.8105, 441.4295
984.2927, 442.5823
984.7748, 444.4099
985.2569, 445.8419
985.7390, 443.7682
986.2211, 437.9031
986.7032, 434.7858
987.1854, 435.0233
987.6675, 434.9575
988.1496, 433.2890
988.6317, 431.4065
989.1138, 430.6059
989.5959, 430.6779
990.0781, 430.8578
990.5602, 431.6551
991.0423, 430.8897
991.5244, 427.0474
992.0065, 424.4484
992.4886, 425.5284
992.9708, 427.7462
993.4529, 428.4092
993.9350, 427.6118
994.4171, 426.4946
994.8992, 424.8942
995.3813, 423.2298
995.8635, 420.7506
996.3456, 419.0877
996.8277, 419.9753
997.3098, 421.4704
997.7919, 420.8187
998.2740, 418.0628
998.7562, 416.3246
999.2383, 417.1072
999.7204, 417.7224
1000.203, 417.7848
1000.685, 417.1488
1001.167, 414.9058
1001.649, 412.2685
1002.131, 411.6399
1002.613, 413.2087
1003.095, 413.5089
1003.577, 408.5661
1004.059, 404.9877
1004.542, 408.3519
1005.024, 413.2549
1005.506, 414.3903
1005.988, 412.5518
1006.470, 410.2030
1006.952, 408.1884
1007.434, 407.4660
1007.916, 410.2300
1008.398, 413.0101
1008.881, 411.8660
1009.363, 408.9439
1009.845, 407.2555
1010.327, 406.8578
1010.809, 406.5708
1011.291, 405.9252
1011.773, 405.1017
1012.255, 403.5404
1012.738, 402.4984
1013.220, 405.1733
1013.702, 409.6292
1014.184, 410.6936
1014.666, 408.3369
1015.148, 406.3623
1015.630, 406.6255
1016.112, 407.6265
1016.594, 407.6656
1017.077, 406.9920
1017.559, 406.1890
1018.041, 405.2730
1018.523, 404.2289
1019.005, 403.0923
1019.487, 402.3579
1019.969, 402.3512
1020.451, 402.2856
1020.934, 400.6141
1021.416, 397.8285
1021.898, 396.8720
1022.380, 397.7075
1022.862, 399.2729
1023.344, 401.4596
1023.826, 402.5872
1024.308, 401.4855
1024.791, 399.2365
1025.273, 397.7909
1025.755, 397.1120
1026.237, 396.0235
1026.719, 394.4825
1027.201, 392.9155
1027.683, 391.4904
1028.165, 389.5816
1028.647, 386.4985
1029.130, 383.2090
1029.612, 381.9292
1030.094, 382.8698
1030.576, 382.9879
1031.058, 382.1933
1031.540, 380.8042
1032.022, 378.6036
1032.504, 376.4351
1032.986, 374.7986
1033.469, 373.6832
1033.951, 373.2173
1034.433, 373.7233
1034.915, 372.7000
1035.397, 368.5699
1035.879, 366.4415
1036.361, 368.8803
1036.843, 371.3836
1037.326, 370.5650
1037.808, 367.6688
1038.290, 365.4861
1038.772, 364.0029
1039.254, 363.3070
1039.736, 364.3648
1040.218, 364.6702
1040.700, 362.9630
1041.182, 361.1901
1041.665, 360.6650
1042.147, 361.0637
1042.629, 361.8425
1043.111, 363.3667
1043.593, 363.6723
1044.075, 360.9099
1044.557, 359.4215
1045.039, 361.9628
1045.521, 364.2225
1046.004, 362.2331
1046.486, 358.0971
1046.968, 356.8237
1047.450, 359.5734
1047.932, 360.3501
1048.414, 356.5031
1048.896, 353.3706
1049.378, 352.6563
1049.861, 352.8323
1050.343, 352.9724
1050.825, 353.1173
1051.307, 353.5786
1051.789, 354.4720
1052.271, 354.9146
1052.753, 354.8041
1053.235, 354.1233
1053.718, 352.1545
1054.200, 350.2851
1054.682, 349.8151
1055.164, 350.0978
1055.646, 349.6169
1056.128, 348.0770
1056.610, 347.4274
1057.092, 349.2715
1057.574, 350.6210
1058.057, 349.9627
1058.539, 348.8643
1059.021, 348.2875
1059.503, 348.2578
1059.985, 348.9783
1060.467, 350.4548
1060.949, 350.8258
1061.431, 348.2297
1061.913, 346.1190
1062.396, 346.2662
1062.878, 346.9832
1063.360, 347.3966
1063.842, 347.2448
1064.324, 345.8957
1064.806, 343.4094
1065.288, 341.8331
1065.770, 342.7732
1066.253, 343.6180
1066.735, 342.8806
1067.217, 342.0483
1067.699, 342.4129
1068.181, 343.3907
1068.663, 344.0301
1069.145, 344.1664
1069.627, 343.9966
1070.109, 343.1377
1070.592, 342.7588
1071.074, 344.5663
1071.556, 345.8524
1072.038, 343.4566
1072.520, 339.8275
1073.002, 338.9265
1073.484, 340.8622
1073.966, 342.4070
1074.448, 342.4343
1074.931, 341.7782
1075.413, 339.9412
1075.895, 338.4923
1076.377, 338.9186
1076.859, 340.2178
1077.341, 341.0054
1077.823, 341.2332
1078.305, 341.8382
1078.788, 343.6523
1079.270, 344.2181
1079.752, 341.0753
1080.234, 337.7176
1080.716, 336.4267
1081.198, 336.3143
1081.680, 336.5727
1082.162, 336.8430
1082.644, 336.3292
1083.127, 334.4135
1083.609, 333.6339
1084.091, 337.0591
1084.573, 339.7143
1085.055, 337.2090
1085.537, 333.4228
1086.019, 332.7072
1086.501, 334.3944
1086.984, 335.5012
1087.466, 335.1756
1087.948, 335.2311
1088.430, 337.4702
1088.912, 338.9860
1089.394, 337.6279
1089.876, 335.4100
1090.358, 333.9146
1090.840, 333.1596
1091.323, 332.8359
1091.805, 332.8781
1092.287, 333.1801
1092.769, 334.1423
1093.251, 334.7673
1093.733, 334.8220
1094.215, 334.2013
1094.697, 331.7914
1095.179, 329.1498
1095.662, 329.1677
1096.144, 331.9816
1096.626, 334.1107
1097.108, 334.0327
1097.590, 333.8116
1098.072, 334.6452
1098.554, 334.9735
1099.036, 333.0175
1099.519, 330.4730
1100.001, 329.8429
1100.483, 330.9637
1100.965, 331.3362
1101.447, 329.8547
1101.929, 328.7890
1102.411, 328.8232
1102.893, 329.2803
1103.375, 330.5485
1103.858, 331.5271
1104.340, 330.7347
1104.822, 328.6870
1105.304, 327.3098
1105.786, 326.8654
1106.268, 327.0922
1106.750, 328.1811
1107.232, 329.6208
1107.714, 331.9971
1108.197, 333.9600
1108.679, 334.5044
1109.161, 333.8175
1109.643, 332.1079
1110.125, 329.0820
1110.607, 327.2044
1111.089, 327.7192
1111.571, 327.9424
1112.054, 326.4868
1112.536, 325.5733
1113.018, 327.1280
1113.500, 329.6727
1113.982, 330.9560
1114.464, 330.9367
1114.946, 330.6430
1115.428, 329.6361
1115.911, 329.0985
1116.393, 329.4791
1116.875, 329.7993
1117.357, 329.5952
1117.839, 329.2238
1118.321, 329.1308
1118.803, 329.2230
1119.285, 328.8720
1119.767, 327.3512
1120.250, 327.3458
1120.732, 330.1146
1121.214, 331.7417
1121.696, 330.4203
1122.178, 328.7587
1122.660, 328.9520
1123.142, 330.2979
1123.624, 331.0341
1124.106, 331.1669
1124.589, 330.4562
1125.071, 328.3514
1125.553, 327.4391
1126.035, 328.5815
1126.517, 329.9334
1126.999, 330.6130
1127.481, 330.3459
1127.963, 328.3190
1128.446, 329.0620
1128.928, 324.5049
1129.410, 327.7861
1129.892, 328.5461
1130.374, 325.6579
1130.856, 324.0289
1131.338, 325.9341
1131.820, 328.4672
1132.302, 328.4596
1132.785, 326.8247
1133.267, 326.3282
1133.749, 326.9185
1134.231, 328.1640
1134.713, 329.9760
1135.195, 330.0643
1135.677, 327.8048
1136.159, 325.0215
1136.641, 322.9352
1137.124, 321.5680
1137.606, 320.7534
1138.088, 320.6936
1138.570, 323.0303
1139.052, 326.9351
1139.534, 327.9029
1140.016, 325.7530
1140.498, 324.7798
1140.981, 326.9728
1141.463, 329.5501
1141.945, 329.4935
1142.427, 328.0432
1142.909, 326.8026
1143.391, 326.0749
1143.873, 327.2675
1144.355, 329.5586
1144.838, 330.1782
1145.320, 328.4633
1145.802, 325.7076
1146.284, 322.1637
1146.766, 319.8463
1147.248, 322.1592
1147.730, 325.6930
1148.212, 326.3888
1148.694, 325.2037
1149.177, 323.7339
1149.659, 322.5016
1150.141, 321.9063
1150.623, 322.0854
1151.105, 323.0099
1151.587, 325.6795
1152.069, 327.8893
1152.551, 327.4185
1153.033, 326.3297
1153.516, 327.4242
1153.998, 329.3402
1154.480, 328.4235
1154.962, 324.2546
1155.444, 321.6967
1155.926, 323.8506
1156.408, 325.6493
1156.890, 325.6913
1157.373, 324.8128
1157.855, 322.3168
1158.337, 320.0009
1158.819, 320.3377
1159.301, 322.7932
1159.783, 324.3347
1160.265, 324.4697
1160.747, 324.3292
1161.229, 323.6572
1161.712, 323.1616
1162.194, 322.2705
1162.676, 322.5208
1163.158, 326.3012
1163.640, 330.8689
1164.122, 330.6899
1164.604, 325.5428
1165.086, 323.7873
1165.568, 327.0602
1166.051, 328.7227
1166.533, 327.8559
1167.015, 326.0573
1167.497, 323.5870
1167.979, 321.5825
1168.461, 321.3246
1168.943, 322.2986
1169.425, 322.8993
1169.908, 323.1151
1170.390, 323.3174
1170.872, 323.5199
1171.354, 323.1910
1171.836, 322.1921
1172.318, 321.4828
1172.800, 321.6555
1173.282, 322.2812
1173.765, 322.8796
1174.247, 323.3626
1174.729, 323.3709
1175.211, 323.0404
1175.693, 323.0966
1176.175, 323.3576
1176.657, 322.4525
1177.139, 320.0821
1177.621, 317.8010
1178.104, 316.5933
1178.586, 316.4941
1179.068, 318.2407
1179.550, 320.5827
1180.032, 321.9259
1180.514, 322.4875
1180.996, 322.6971
1181.478, 322.7096
1181.960, 322.7390
1182.443, 322.8779
1182.925, 322.6593
1183.407, 321.2505
1183.889, 320.1043
1184.371, 320.7287
1184.853, 321.3998
1185.335, 319.9552
1185.817, 317.8509
1186.300, 317.9543
1186.782, 320.2104
1187.264, 321.2845
1187.746, 319.7476
1188.228, 318.5714
1188.710, 318.4420
1189.192, 318.5157
1189.674, 318.2914
1190.156, 318.3630
1190.639, 319.7769
1191.121, 321.5492
1191.603, 321.3345
1192.085, 318.9038
1192.567, 317.5938
1193.049, 317.8867
1193.531, 317.7974
1194.013, 316.7326
1194.495, 316.5932
1194.978, 318.5222
1195.460, 320.5913
1195.942, 320.7710
1196.424, 319.6397
1196.906, 318.8516
1197.388, 318.3913
1197.870, 317.9233
1198.352, 317.4414
1198.835, 316.6777
1199.317, 315.6554
1199.799, 315.6354
1200.281, 317.3005
1200.763, 319.0899
1201.245, 318.9071
1201.727, 318.0931
1202.209, 319.7554
1202.692, 319.2666
1203.174, 319.0015
1203.656, 319.7624
1204.138, 318.3797
1204.620, 318.4433
1205.102, 318.8995
1205.584, 319.3815
1206.066, 319.2157
1206.548, 316.9781
1207.031, 314.9754
1207.513, 315.6479
1207.995, 316.9437
1208.477, 316.3070
1208.959, 314.6283
1209.441, 314.2789
1209.923, 315.5791
1210.405, 316.4963
1210.887, 316.0723
1211.370, 315.9898
1211.852, 317.0859
1212.334, 317.8505
1212.816, 317.4911
1213.298, 316.6945
1213.780, 315.6132
1214.262, 314.7337
1214.744, 315.6595
1215.227, 314.0638
1215.709, 318.5360
1216.191, 313.3233
1216.673, 310.9405
1217.155, 312.9370
1217.637, 315.0851
1218.119, 315.6371
1218.601, 314.9834
1219.083, 313.2389
1219.566, 311.3502
1220.048, 311.7552
1220.530, 314.0613
1221.012, 317.5892
1221.494, 321.4024
1221.976, 320.4627
1222.458, 314.9416
1222.940, 310.7993
1223.422, 310.7047
1223.905, 311.9389
1224.387, 312.1788
1224.869, 312.5183
1225.351, 315.0215
1225.833, 317.5537
1226.315, 316.9986
1226.797, 314.8739
1227.279, 313.6753
1227.762, 313.7418
1228.244, 314.6407
1228.726, 316.5066
1229.208, 317.6965
1229.690, 317.5200
1230.172, 316.7532
1230.654, 314.6399
1231.136, 313.1234
1231.619, 314.4106
1232.101, 316.3906
1232.583, 315.9780
1233.065, 313.6166
1233.547, 312.2004
1234.029, 311.9441
1234.511, 311.8615
1234.993, 311.7715
1235.475, 312.8127
1235.958, 315.6541
1236.440, 317.5193
1236.922, 316.6103
1237.404, 314.9816
1237.886, 315.6195
1238.368, 314.2260
1238.850, 316.2802
1239.332, 313.2245
1239.814, 312.0225
1240.297, 312.6151
1240.779, 313.8030
1241.261, 315.1059
1241.743, 315.8743
1242.225, 315.7595
1242.707, 315.2088
1243.189, 314.4002
1243.671, 313.5812
1244.154, 313.0083
1244.636, 312.5034
1245.118, 311.6150
1245.600, 310.7830
1246.082, 311.0748
1246.564, 312.2920
1247.046, 312.6141
1247.528, 311.2318
1248.010, 310.1220
1248.493, 309.3551
1248.975, 309.2772
1249.457, 310.3414
1249.939, 311.6306
1250.421, 312.7998
1250.903, 313.7134
1251.385, 314.1146
1251.867, 314.1269
1252.349, 314.6790
1252.832, 315.9419
1253.314, 315.0763
1253.796, 311.9149
1254.278, 310.5186
1254.760, 311.7553
1255.242, 313.0465
1255.724, 312.9921
1256.206, 312.4154
1256.689, 312.1951
1257.171, 312.0941
1257.653, 311.9615
1258.135, 311.5133
1258.617, 309.1482
1259.099, 306.5573
1259.581, 308.0927
1260.063, 313.0661
1260.546, 316.0815
1261.028, 315.1220
1261.510, 313.7931
1261.992, 313.3161
1262.474, 313.3355
1262.956, 314.1158
1263.438, 314.8937
1263.920, 315.6229
1264.402, 315.7460
1264.885, 313.8404
