##NAMES=Epidote
##RRUFFID=R070205
##IDEAL CHEMISTRY=Ca_2_Fe^3+^Al_2_(Si_2_O_7_)(SiO_4_)O(OH)
##LOCALITY=Jebel Shacro, Morocco
##OWNER=RRUFF
##SOURCE=Renato and Adriana Pagano
##DESCRIPTION=Red-purple prismatic crystals
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.
##URL=rruff.info/R070205
##MEASURED CHEMISTRY=(Ca_1.96_Mn^2+^_0.04_)_Σ=2_(Fe^3+^_0.72_Al_0.22_Mn^3+^_0.06_)_Σ=1_Al_2.00_(Si_2.00_O_7_)(Si_1.00_O_4_)O(OH); OH assumed by stoichiometry, Mn2+ and  Mn3+ splitted by charge balance
731.1323, 448.5242
731.6144, 448.1335
732.0966, 450.0172
732.5787, 456.1232
733.0608, 461.0777
733.5429, 462.7301
734.0250, 461.5311
734.5071, 460.7067
734.9893, 460.3132
735.4714, 458.7449
735.9535, 453.3381
736.4356, 446.6600
736.9177, 443.3559
737.3998, 443.5584
737.8820, 444.2283
738.3641, 444.9168
738.8462, 444.4638
739.3283, 441.0027
739.8104, 432.0594
740.2925, 428.8419
740.7747, 436.2152
741.2568, 444.7997
741.7389, 447.2325
742.2210, 442.2664
742.7031, 439.4538
743.1852, 439.4146
743.6674, 441.0645
744.1495, 444.4642
744.6316, 448.5094
745.1137, 449.3900
745.5958, 444.5067
746.0779, 441.6907
746.5601, 451.6465
747.0422, 465.8438
747.5243, 472.4826
748.0064, 459.1669
748.4885, 449.7053
748.9706, 450.0957
749.4528, 455.3510
749.9349, 457.0300
750.4170, 453.6639
750.8991, 452.3477
751.3812, 455.1830
751.8633, 460.3244
752.3455, 465.3057
752.8276, 469.4629
753.3097, 469.6939
753.7918, 460.6251
754.2739, 450.3358
754.7560, 446.2351
755.2382, 447.1778
755.7203, 449.5433
756.2024, 453.5420
756.6845, 457.2309
757.1666, 459.6587
757.6487, 461.0480
758.1309, 463.3612
758.6130, 467.3187
759.0951, 470.3931
759.5772, 471.6835
760.0593, 471.1316
760.5414, 467.2780
761.0236, 460.2908
761.5057, 455.0551
761.9878, 456.8968
762.4699, 461.2150
762.9520, 462.8179
763.4341, 461.3026
763.9163, 459.9971
764.3984, 461.2825
764.8805, 462.3138
765.3626, 460.2777
765.8447, 453.2133
766.3268, 453.3889
766.8090, 463.7877
767.2911, 475.3426
767.7732, 480.6832
768.2553, 480.2546
768.7374, 478.2874
769.2195, 474.9849
769.7017, 470.8412
770.1838, 463.6606
770.6659, 457.0147
771.1480, 456.7337
771.6301, 466.4089
772.1122, 474.1081
772.5944, 472.1477
773.0765, 467.9565
773.5586, 469.4410
774.0407, 483.3365
774.5228, 487.6894
775.0049, 478.1201
775.4871, 464.5650
775.9692, 461.0571
776.4513, 466.4845
776.9334, 470.7851
777.4155, 471.4930
777.8976, 471.9268
778.3798, 478.1718
778.8619, 486.2303
779.3440, 489.1903
779.8261, 479.3463
780.3082, 471.2101
780.7903, 470.2047
781.2725, 473.6725
781.7546, 476.4814
782.2367, 477.7930
782.7188, 480.6573
783.2009, 486.4968
783.6830, 492.9640
784.1652, 494.3619
784.6473, 491.2883
785.1294, 488.8952
785.6115, 489.8340
786.0936, 491.2495
786.5757, 487.4211
787.0579, 481.6035
787.5400, 481.5147
788.0221, 499.6079
788.5042, 513.5507
788.9863, 512.8902
789.4684, 502.3321
789.9506, 496.6462
790.4327, 497.8665
790.9148, 498.3407
791.3969, 494.7369
791.8790, 489.4978
792.3611, 491.5195
792.8433, 499.6605
793.3254, 505.3509
793.8075, 502.7654
794.2896, 496.5725
794.7717, 488.4360
795.2538, 479.8641
795.7360, 477.2179
796.2181, 488.6033
796.7002, 500.0016
797.1823, 505.8492
797.6644, 507.0887
798.1465, 511.6303
798.6287, 521.0740
799.1108, 527.3141
799.5929, 524.3487
800.0750, 515.9391
800.5571, 514.3661
801.0392, 518.8413
801.5214, 523.6985
802.0035, 526.0649
802.4856, 526.7151
802.9677, 526.1845
803.4498, 524.4935
803.9319, 521.4733
804.4141, 513.6694
804.8962, 508.0751
805.3783, 507.7597
805.8604, 512.5975
806.3425, 517.0336
806.8246, 521.1785
807.3068, 524.3176
807.7889, 524.7679
808.2710, 524.2200
808.7531, 527.8326
809.2352, 535.1660
809.7173, 539.4126
810.1995, 530.6736
810.6816, 522.1458
811.1637, 524.2544
811.6458, 539.2395
812.1279, 549.0082
812.6100, 551.3793
813.0922, 550.4384
813.5743, 546.1534
814.0564, 538.9617
814.5385, 541.8864
815.0206, 555.4016
815.5027, 569.0364
815.9849, 574.0494
816.4670, 574.5950
816.9491, 576.1556
817.4312, 579.1336
817.9133, 582.5667
818.3954, 587.1981
818.8776, 591.1498
819.3597, 592.4675
819.8418, 590.4294
820.3239, 592.0171
820.8060, 598.2217
821.2881, 605.7624
821.7703, 613.0903
822.2524, 620.0099
822.7345, 625.1825
823.2166, 628.6083
823.6987, 630.4263
824.1808, 627.2996
824.6630, 624.7933
825.1451, 630.0717
825.6272, 644.8605
826.1093, 655.2906
826.5914, 652.5067
827.0735, 649.9172
827.5557, 654.3338
828.0378, 666.3782
828.5199, 678.4583
829.0020, 690.8749
829.4841, 700.4061
829.9662, 701.3219
830.4484, 698.2321
830.9305, 701.9594
831.4126, 712.9963
831.8947, 722.1454
832.3768, 721.4084
832.8589, 718.4203
833.3411, 717.7592
833.8232, 719.9081
834.3053, 725.8170
834.7874, 738.6129
835.2695, 749.7626
835.7516, 752.0997
836.2338, 746.4893
836.7159, 746.7658
837.1980, 752.9819
837.6801, 760.8680
838.1622, 768.5145
838.6443, 775.2011
839.1265, 779.0977
839.6086, 780.0073
840.0907, 783.3212
840.5728, 789.9674
841.0549, 800.5304
841.5370, 816.9063
842.0192, 839.8051
842.5013, 854.1677
842.9834, 858.2735
843.4655, 861.8749
843.9476, 872.7153
844.4298, 887.8629
844.9119, 900.3687
845.3940, 910.2313
845.8762, 920.3504
846.3583, 932.3129
846.8404, 945.3006
847.3225, 959.4675
847.8046, 974.8395
848.2867, 987.7497
848.7689, 995.6464
849.2510, 1005.471
849.7331, 1021.239
850.2152, 1042.036
850.6973, 1060.594
851.1794, 1077.067
851.6616, 1093.968
852.1437, 1113.855
852.6258, 1134.611
853.1079, 1152.619
853.5900, 1168.626
854.0721, 1189.961
854.5543, 1226.980
855.0364, 1261.233
855.5185, 1285.487
856.0006, 1300.529
856.4827, 1311.885
856.9648, 1318.130
857.4470, 1330.803
857.9291, 1360.841
858.4112, 1399.207
858.8933, 1427.033
859.3754, 1445.906
859.8575, 1461.479
860.3397, 1472.998
860.8218, 1485.345
861.3039, 1503.832
861.7860, 1526.486
862.2681, 1538.702
862.7502, 1534.181
863.2324, 1534.214
863.7145, 1548.012
864.1966, 1569.392
864.6787, 1580.059
865.1608, 1581.347
865.6429, 1581.702
866.1251, 1584.346
866.6072, 1588.592
867.0893, 1594.616
867.5714, 1601.883
868.0535, 1608.957
868.5356, 1614.799
869.0178, 1621.251
869.4999, 1627.293
869.9820, 1634.951
870.4641, 1649.632
870.9462, 1671.310
871.4283, 1694.261
871.9105, 1715.080
872.3926, 1739.677
872.8747, 1777.292
873.3568, 1824.112
873.8389, 1872.703
874.3210, 1922.595
874.8032, 1971.295
875.2853, 2017.492
875.7674, 2062.503
876.2495, 2106.965
876.7316, 2149.373
877.2137, 2199.102
877.6959, 2258.141
878.1780, 2323.540
878.6601, 2396.139
879.1422, 2471.250
879.6243, 2538.314
880.1064, 2593.802
880.5886, 2642.534
881.0707, 2682.266
881.5528, 2718.965
882.0349, 2759.871
882.5170, 2810.166
882.9991, 2851.568
883.4813, 2881.447
883.9634, 2907.470
884.4455, 2945.184
884.9276, 2987.072
885.4097, 3000.208
885.8918, 2978.372
886.3740, 2950.534
886.8561, 2942.154
887.3382, 2935.634
887.8203, 2915.033
888.3024, 2874.575
888.7845, 2830.780
889.2667, 2784.654
889.7488, 2736.289
890.2309, 2687.930
890.7130, 2639.033
891.1951, 2574.014
891.6772, 2492.688
892.1594, 2415.194
892.6415, 2361.766
893.1236, 2317.242
893.6057, 2269.147
894.0878, 2216.244
894.5699, 2158.378
895.0521, 2084.923
895.5342, 2019.500
896.0163, 1972.448
896.4984, 1941.688
896.9805, 1914.937
897.4626, 1891.948
897.9448, 1872.370
898.4269, 1857.228
898.9090, 1844.822
899.3911, 1832.839
899.8732, 1821.710
900.3553, 1812.552
900.8375, 1804.891
901.3196, 1800.709
901.8017, 1800.185
902.2838, 1803.398
902.7659, 1812.083
903.2480, 1826.911
903.7302, 1839.066
904.2123, 1843.529
904.6944, 1847.672
905.1765, 1863.148
905.6586, 1886.698
906.1407, 1911.425
906.6229, 1932.932
907.1050, 1957.558
907.5871, 1991.402
908.0692, 2027.156
908.5513, 2054.886
909.0334, 2072.202
909.5156, 2093.208
909.9977, 2120.410
910.4798, 2148.444
910.9619, 2171.115
911.4440, 2189.560
911.9261, 2206.069
912.4083, 2221.663
912.8904, 2233.148
913.3725, 2238.018
913.8546, 2238.521
914.3367, 2235.848
914.8188, 2228.332
915.3010, 2226.445
915.7831, 2232.498
916.2652, 2235.594
916.7473, 2226.827
917.2294, 2208.459
917.7115, 2187.358
918.1937, 2163.420
918.6758, 2128.308
919.1579, 2065.616
919.6400, 2001.012
920.1221, 1949.810
920.6042, 1911.652
921.0864, 1874.827
921.5685, 1842.155
922.0506, 1800.883
922.5327, 1741.539
923.0148, 1672.496
923.4969, 1616.897
923.9791, 1571.515
924.4612, 1524.723
924.9433, 1465.962
925.4254, 1409.925
925.9075, 1363.963
926.3896, 1326.574
926.8718, 1292.403
927.3539, 1263.124
927.8360, 1230.730
928.3181, 1191.815
928.8002, 1152.277
929.2823, 1122.997
929.7645, 1101.646
930.2466, 1082.557
930.7287, 1066.078
931.2108, 1047.483
931.6929, 1020.635
932.1750, 992.3412
932.6572, 970.6021
933.1393, 957.8068
933.6214, 945.5276
934.1035, 933.4803
934.5856, 922.3817
935.0677, 915.3478
935.5499, 909.2766
936.0320, 892.6150
936.5141, 864.5459
936.9962, 840.4326
937.4783, 833.0587
937.9604, 829.6680
938.4426, 821.2721
938.9247, 807.3888
939.4068, 796.9876
939.8889, 790.7606
940.3710, 785.6839
940.8531, 781.6675
941.3353, 777.0126
941.8174, 764.1482
942.2995, 745.9432
942.7816, 733.9205
943.2637, 739.9409
943.7458, 747.0975
944.2280, 747.5624
944.7101, 743.1592
945.1922, 739.4262
945.6743, 737.2046
946.1564, 732.5301
946.6385, 723.8582
947.1207, 714.1891
947.6028, 707.1348
948.0849, 702.8256
948.5670, 702.0833
949.0491, 706.5310
949.5313, 710.5215
950.0134, 712.5862
950.4955, 712.1458
950.9776, 708.1133
951.4597, 698.2427
951.9418, 694.3869
952.4240, 697.7663
952.9061, 701.7737
953.3882, 700.4390
953.8703, 695.8369
954.3524, 690.0753
954.8345, 683.7155
955.3167, 681.8907
955.7988, 693.1099
956.2809, 703.3102
956.7630, 704.1788
957.2451, 697.9256
957.7272, 699.7601
958.2094, 711.3531
958.6915, 716.9215
959.1736, 706.5617
959.6557, 691.3664
960.1378, 690.0297
960.6199, 697.0825
961.1021, 700.1034
961.5842, 689.5530
962.0663, 680.6924
962.5484, 675.3077
963.0305, 674.3901
963.5126, 681.4401
963.9948, 697.2984
964.4769, 707.6286
964.9590, 710.2545
965.4411, 709.9040
965.9232, 708.9930
966.4053, 709.2001
966.8875, 713.5589
967.3696, 723.5480
967.8517, 730.8696
968.3338, 729.5177
968.8159, 730.3186
969.2980, 739.4565
969.7802, 756.1827
970.2623, 772.6309
970.7444, 788.7010
971.2265, 799.2482
971.7086, 794.1112
972.1907, 787.9022
972.6729, 795.0520
973.1550, 812.0982
973.6371, 826.4781
974.1192, 836.0206
974.6013, 842.7166
975.0834, 845.9072
975.5656, 847.4986
976.0477, 850.2282
976.5298, 854.3504
977.0119, 862.4124
977.4940, 877.3425
977.9761, 888.0052
978.4583, 883.0236
978.9404, 871.2613
979.4225, 862.1033
979.9046, 857.9012
980.3867, 850.5453
980.8688, 838.8528
981.3510, 827.3207
981.8331, 818.9755
982.3152, 813.5271
982.7973, 812.9317
983.2794, 815.9885
983.7615, 813.4483
984.2437, 795.8078
984.7258, 775.8412
985.2079, 757.1691
985.6900, 741.2251
986.1721, 735.6512
986.6542, 743.5088
987.1364, 742.1251
987.6185, 720.9990
988.1006, 696.1872
988.5827, 693.3271
989.0648, 703.3790
989.5469, 710.1658
990.0291, 710.3669
990.5112, 703.9063
990.9933, 683.6699
991.4754, 663.1798
991.9575, 654.6335
992.4396, 658.4048
992.9218, 659.4517
993.4039, 657.2029
993.8860, 654.9566
994.3681, 655.9745
994.8502, 657.8352
995.3323, 657.2248
995.8145, 654.3950
996.2966, 655.4873
996.7787, 665.4212
997.2608, 671.7174
997.7429, 668.3304
998.2250, 660.9787
998.7072, 665.3752
999.1893, 679.4063
999.6714, 694.0540
1000.154, 706.8478
1000.636, 717.6827
1001.118, 724.9490
1001.600, 730.8470
1002.082, 738.3813
1002.564, 747.3909
1003.046, 759.4421
1003.528, 775.8356
1004.010, 790.3720
1004.493, 794.5187
1004.975, 793.4737
1005.457, 797.9218
1005.939, 808.1996
1006.421, 818.1079
1006.903, 828.3146
1007.385, 833.4223
1007.867, 828.2266
1008.349, 816.7153
1008.832, 818.5173
1009.314, 833.8394
1009.796, 841.8519
1010.278, 832.4066
1010.760, 818.2886
1011.242, 812.3250
1011.724, 811.5906
1012.206, 811.9705
1012.689, 814.9895
1013.171, 814.3526
1013.653, 808.1343
1014.135, 801.0973
1014.617, 797.1677
1015.099, 796.1042
1015.581, 797.4343
1016.063, 800.9903
1016.545, 804.1464
1017.028, 806.5841
1017.510, 806.8095
1017.992, 803.1332
1018.474, 796.0895
1018.956, 789.3477
1019.438, 783.4196
1019.920, 775.3098
1020.402, 763.4559
1020.885, 750.5327
1021.367, 741.7707
1021.849, 734.8241
1022.331, 724.6605
1022.813, 706.2062
1023.295, 692.4687
1023.777, 688.2108
1024.259, 688.2026
1024.741, 690.0480
1025.224, 693.7619
1025.706, 692.5598
1026.188, 686.4472
1026.670, 680.4822
1027.152, 678.6503
1027.634, 678.2037
1028.116, 676.8994
1028.598, 674.9110
1029.080, 673.5764
1029.563, 672.5707
1030.045, 673.5979
1030.527, 678.3544
1031.009, 682.8790
1031.491, 678.0345
1031.973, 667.7784
1032.455, 661.7485
1032.937, 663.2263
1033.420, 665.7604
1033.902, 667.7123
1034.384, 668.6782
1034.866, 667.8471
1035.348, 665.0313
1035.830, 666.3472
1036.312, 672.0258
1036.794, 675.0510
1037.276, 667.7478
1037.759, 658.0905
1038.241, 653.8911
1038.723, 654.3079
1039.205, 656.5184
1039.687, 661.3585
1040.169, 665.6233
1040.651, 669.0912
1041.133, 671.4595
1041.615, 673.5187
1042.098, 674.0551
1042.580, 667.2199
1043.062, 651.0101
1043.544, 638.2745
1044.026, 638.2051
1044.508, 642.6558
1044.990, 648.4838
1045.472, 655.1467
1045.955, 650.7584
1046.437, 634.5176
1046.919, 621.6562
1047.401, 620.5106
1047.883, 625.4053
1048.365, 633.3121
1048.847, 641.5662
1049.329, 644.9229
1049.812, 639.9765
1050.294, 632.0226
1050.776, 619.2513
1051.258, 607.1563
1051.740, 602.3767
1052.222, 603.1246
1052.704, 602.3351
1053.186, 599.6745
1053.668, 600.4278
1054.151, 612.8375
1054.633, 624.3705
1055.115, 626.8655
1055.597, 622.8948
1056.079, 622.7027
1056.561, 626.6932
1057.043, 629.1453
1057.525, 628.1017
1058.007, 625.4520
1058.490, 622.2695
1058.972, 619.3283
1059.454, 617.3453
1059.936, 615.2557
1060.418, 618.3799
1060.900, 630.3227
1061.382, 640.5296
1061.864, 640.4554
1062.347, 632.9551
1062.829, 625.5159
1063.311, 619.0878
1063.793, 618.4134
1064.275, 633.3116
1064.757, 646.1123
1065.239, 648.2590
1065.721, 644.8050
1066.203, 643.5300
1066.686, 644.5305
1067.168, 644.5410
1067.650, 642.7550
1068.132, 642.3458
1068.614, 646.6586
1069.096, 653.5539
1069.578, 662.2644
1070.060, 672.8904
1070.542, 678.1918
1071.025, 675.2297
1071.507, 674.1264
1071.989, 678.7617
1072.471, 687.8764
1072.953, 701.3694
1073.435, 717.1729
1073.917, 730.4338
1074.399, 736.9459
1074.882, 744.7517
1075.364, 755.5687
1075.846, 768.9155
1076.328, 786.1707
1076.810, 807.0136
1077.292, 822.4733
1077.774, 832.7161
1078.256, 843.5745
1078.739, 862.2218
1079.221, 880.0389
1079.703, 886.6249
1080.185, 886.9678
1080.667, 900.8069
1081.149, 933.9077
1081.631, 956.6049
1082.113, 962.4638
1082.595, 960.7380
1083.078, 958.7974
1083.560, 958.6698
1084.042, 966.6021
1084.524, 986.2358
1085.006, 990.4644
1085.488, 965.4448
1085.970, 941.2506
1086.452, 932.8383
1086.934, 933.2443
1087.417, 919.5555
1087.899, 894.8187
1088.381, 870.2833
1088.863, 850.9391
1089.345, 831.8693
1089.827, 810.9937
1090.309, 789.2613
1090.791, 767.0626
1091.274, 743.8558
1091.756, 726.6129
1092.238, 715.5974
1092.720, 705.1644
1093.202, 691.7855
1093.684, 676.5427
1094.166, 657.8195
1094.648, 637.9276
1095.130, 626.1246
1095.613, 627.1691
1096.095, 621.9441
1096.577, 605.0826
1097.059, 586.9899
1097.541, 583.4211
1098.023, 587.7039
1098.505, 589.0552
1098.987, 585.5397
1099.470, 582.4373
1099.952, 581.5415
1100.434, 580.5958
1100.916, 579.0239
1101.398, 576.6218
1101.880, 572.1309
1102.362, 566.1542
1102.844, 560.9877
1103.327, 557.6047
1103.809, 554.9736
1104.291, 553.4514
1104.773, 551.7758
1105.255, 548.5807
1105.737, 543.5700
1106.219, 539.2005
1106.701, 535.4133
1107.183, 534.7390
1107.666, 544.1990
1108.148, 552.7169
1108.630, 548.6451
1109.112, 536.2733
1109.594, 528.7892
1110.076, 528.6485
1110.558, 526.8256
1111.040, 521.4229
1111.522, 517.2054
1112.005, 521.2894
1112.487, 529.1343
1112.969, 534.0220
1113.451, 535.3110
1113.933, 537.4106
1114.415, 543.6709
1114.897, 546.6240
1115.379, 543.2888
1115.862, 536.2997
1116.344, 531.3519
1116.826, 527.7770
1117.308, 522.7183
1117.790, 513.4274
1118.272, 509.2704
1118.754, 520.7625
1119.236, 532.5515
1119.719, 534.3867
1120.201, 527.4178
1120.683, 524.4673
1121.165, 525.2601
1121.647, 527.2101
1122.129, 531.5675
1122.611, 533.6902
1123.093, 527.2669
1123.575, 518.4244
1124.057, 517.3620
1124.540, 527.0741
1125.022, 527.3698
1125.504, 516.4604
1125.986, 505.9226
1126.468, 505.0898
1126.950, 509.7216
1127.432, 519.5605
1127.914, 531.8991
1128.397, 534.0914
1128.879, 520.8575
1129.361, 510.1776
1129.843, 504.5107
1130.325, 504.1527
1130.807, 514.4918
1131.289, 528.1089
1131.771, 531.1749
1132.254, 520.8765
1132.736, 516.4717
1133.218, 527.5830
1133.700, 535.4494
1134.182, 532.3297
1134.664, 523.0300
1135.146, 520.0007
1135.628, 520.8842
1136.110, 518.6214
1136.593, 509.4108
1137.075, 501.4676
1137.557, 498.9450
1138.039, 497.4919
1138.521, 493.2861
1139.003, 487.3801
1139.485, 492.2450
1139.967, 506.1402
1140.449, 516.4051
1140.932, 514.5028
1141.414, 509.4974
1141.896, 504.4525
1142.378, 499.7863
1142.860, 496.1743
1143.342, 493.8266
1143.824, 489.9358
1144.306, 484.3393
1144.789, 479.9521
1145.271, 479.9289
1145.753, 481.2771
1146.235, 480.8186
1146.717, 479.7950
1147.199, 483.8934
1147.681, 496.2325
1148.163, 498.1967
1148.646, 484.9008
1149.128, 470.7546
1149.610, 471.1685
1150.092, 478.8855
1150.574, 487.4460
1151.056, 495.9503
1151.538, 499.3743
1152.020, 496.3906
1152.502, 491.2491
1152.984, 483.8534
1153.467, 477.6801
1153.949, 480.1592
1154.431, 486.8579
1154.913, 490.3068
1155.395, 488.3995
1155.877, 485.2840
1156.359, 480.5696
1156.841, 476.7042
1157.324, 474.8024
1157.806, 474.6239
1158.288, 475.8773
1158.770, 478.3221
1159.252, 481.3862
1159.734, 485.9666
1160.216, 489.2084
1160.698, 490.5646
1161.181, 490.5835
1161.663, 489.8429
1162.145, 488.1407
1162.627, 482.3267
1163.109, 473.7207
1163.591, 469.5845
1164.073, 481.2306
1164.555, 488.4527
1165.037, 479.5966
1165.520, 467.1028
1166.002, 467.0212
1166.484, 477.9982
1166.966, 485.0726
1167.448, 487.2610
1167.930, 486.7528
1168.412, 481.7773
1168.894, 477.7660
1169.376, 477.9109
1169.859, 481.0067
1170.341, 486.0779
1170.823, 493.0531
1171.305, 494.1422
1171.787, 487.4410
1172.269, 480.8842
1172.751, 478.4961
1173.233, 480.7804
1173.716, 492.5020
1174.198, 510.2862
1174.680, 514.8246
1175.162, 505.4648
1175.644, 497.4962
1176.126, 495.3701
1176.608, 495.3600
1177.090, 495.1204
1177.573, 494.3644
1178.055, 493.4128
1178.537, 492.4716
1179.019, 485.1708
1179.501, 470.1985
1179.983, 460.3809
1180.465, 462.9299
1180.947, 470.3779
1181.429, 475.7882
1181.911, 480.0615
1182.394, 484.5363
1182.876, 489.7133
1183.358, 493.7099
1183.840, 496.3936
1184.322, 498.8099
1184.804, 504.4618
1185.286, 507.9464
1185.768, 498.1762
1186.251, 481.7388
1186.733, 473.0718
1187.215, 478.9101
1187.697, 481.8620
1188.179, 480.6724
1188.661, 479.7001
1189.143, 484.7522
1189.625, 490.8987
1190.108, 489.4575
1190.590, 482.8309
1191.072, 480.4809
1191.554, 486.0836
1192.036, 492.7147
1192.518, 501.0236
1193.000, 506.2334
1193.482, 499.3303
1193.964, 487.9828
1194.447, 484.7248
1194.929, 489.4125
1195.411, 492.6478
1195.893, 491.2727
1196.375, 491.6497
1196.857, 496.5527
1197.339, 499.9208
1197.821, 488.0423
1198.303, 470.7294
1198.786, 467.0352
1199.268, 479.6142
1199.750, 485.8034
1200.232, 475.6908
1200.714, 469.9086
1201.196, 475.7111
1201.678, 486.3514
1202.160, 489.5851
1202.643, 488.7032
1203.125, 490.8465
1203.607, 498.6695
1204.089, 500.7383
1204.571, 492.7105
1205.053, 483.5730
1205.535, 475.4200
1206.017, 470.0811
1206.500, 475.0976
1206.982, 485.1685
1207.464, 487.4880
1207.946, 473.7643
1208.428, 468.4819
1208.910, 478.7050
1209.392, 490.2787
1209.874, 497.0425
1210.356, 498.8583
1210.839, 492.3363
1211.321, 480.9580
1211.803, 473.5482
1212.285, 475.0428
1212.767, 476.7540
1213.249, 478.0699
1213.731, 478.4408
1214.213, 475.9832
1214.695, 472.7957
1215.178, 476.2710
1215.660, 484.1516
1216.142, 489.6384
1216.624, 489.8834
1217.106, 487.8228
1217.588, 483.4988
1218.070, 477.8887
1218.552, 468.7654
1219.035, 459.9316
1219.517, 464.2259
1219.999, 478.2646
1220.481, 487.5275
1220.963, 482.1484
1221.445, 477.7415
1221.927, 475.8009
1222.409, 476.3427
1222.891, 482.3835
1223.374, 489.8615
1223.856, 487.5161
1224.338, 476.7101
1224.820, 468.8784
1225.302, 469.9232
1225.784, 471.8281
1226.266, 473.7353
1226.748, 475.6432
1227.230, 478.4895
1227.713, 480.9784
1228.195, 479.3402
1228.677, 473.8342
1229.159, 470.8786
1229.641, 474.0456
1230.123, 477.1179
1230.605, 479.2713
1231.087, 480.2596
1231.570, 478.6177
1232.052, 476.0185
1232.534, 475.3251
1233.016, 476.8852
1233.498, 480.1001
1233.980, 486.8399
1234.462, 490.7325
1234.944, 489.4727
1235.427, 486.1689
1235.909, 485.4619
1236.391, 485.9927
1236.873, 485.1805
1237.355, 482.5003
1237.837, 482.1337
1238.319, 486.1107
1238.801, 487.3681
1239.283, 482.2856
1239.766, 476.4921
1240.248, 481.3813
1240.730, 490.1049
1241.212, 491.6492
1241.694, 482.7530
1242.176, 478.7399
1242.658, 481.3085
1243.140, 485.0667
1243.622, 488.7595
1244.105, 491.1634
1244.587, 489.4241
1245.069, 486.0262
1245.551, 484.5237
1246.033, 486.0683
1246.515, 485.7778
1246.997, 482.8337
1247.479, 482.4810
1247.962, 488.8545
1248.444, 495.5036
1248.926, 493.7280
1249.408, 487.7581
1249.890, 482.4335
1250.372, 477.7728
1250.854, 478.5076
1251.336, 485.2819
1251.818, 490.5973
1252.301, 490.5207
1252.783, 487.6858
1253.265, 482.4102
1253.747, 477.1900
1254.229, 475.3695
1254.711, 477.1606
1255.193, 481.3232
1255.675, 487.9472
1256.157, 492.2680
1256.640, 490.1467
1257.122, 486.9497
1257.604, 485.5456
1258.086, 486.2684
1258.568, 490.4607
1259.050, 498.8420
1259.532, 497.7372
1260.014, 487.8003
1260.497, 480.1815
1260.979, 484.2146
1261.461, 488.6672
1261.943, 485.6017
1262.425, 481.0137
1262.907, 482.1354
1263.389, 488.7663
1263.871, 487.9140
1264.354, 480.5461
1264.836, 474.5945
1265.318, 473.9798
1265.800, 476.2604
1266.282, 483.0957
1266.764, 489.9222
1267.246, 492.6958
1267.728, 491.7973
1268.210, 487.8740
1268.693, 481.9451
1269.175, 479.3166
1269.657, 485.6397
1270.139, 491.2333
1270.621, 494.2950
1271.103, 495.7503
1271.585, 496.3575
1272.067, 496.1211
1272.549, 494.1030
1273.032, 491.0447
1273.514, 490.0211
1273.996, 496.5439
1274.478, 497.8269
1274.960, 490.4315
1275.442, 482.7460
1275.924, 485.1665
1276.406, 491.9351
1276.889, 491.1512
1277.371, 485.0775
1277.853, 484.4812
1278.335, 496.8667
1278.817, 501.8112
1279.299, 496.1747
1279.781, 489.1833
1280.263, 491.8450
1280.745, 496.5182
1281.228, 492.0729
1281.710, 481.8410
1282.192, 478.7332
1282.674, 484.9886
1283.156, 492.0089
1283.638, 499.4099
1284.120, 504.3650
1284.602, 504.3701
1285.084, 501.2237
1285.567, 493.3471
1286.049, 484.3209
1286.531, 483.3163
1287.013, 491.1476
1287.495, 494.3025
1287.977, 491.6324
1288.459, 489.1168
1288.941, 492.8036
1289.424, 495.9748
1289.906, 493.9874
1290.388, 489.5551
1290.870, 486.8750
1291.352, 485.5328
1291.834, 480.6271
1292.316, 472.2616
1292.798, 467.9228
1293.281, 474.2842
1293.763, 482.5568
1294.245, 491.9967
1294.727, 499.0634
1295.209, 497.7633
1295.691, 490.4631
1296.173, 481.5154
1296.655, 472.2301
1297.137, 469.6768
1297.620, 484.6946
1298.102, 494.6233
1298.584, 495.7270
1299.066, 492.9014
1299.548, 490.3411
1300.030, 488.6226
1300.512, 489.4556
1300.994, 492.3123
1301.476, 493.6151
1301.959, 492.9451
1302.441, 490.7838
1302.923, 486.8322
1303.405, 483.2798
1303.887, 480.9277
1304.369, 481.0935
1304.851, 487.8624
1305.333, 498.2177
1305.816, 500.7878
1306.298, 494.5740
1306.780, 490.9160
##END=



