##NAMES=Hydroboracite
##RRUFFID=R060713
##IDEAL CHEMISTRY=CaMg[B_3_O_4_(OH)_3_]_2_&#183;3H_2_O
##LOCALITY=Sijes, Salta Province, Argentina
##OWNER=RRUFF
##SOURCE=Bob Jenkins
##DESCRIPTION=Divergent groups of colorless bladed crystals that lie somewhat parallel with each other
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.
##URL=rruff.info/R060713
##MEASURED CHEMISTRY=(Ca_0.93_Mg_0.07_)_Σ=1_Mg_1.00_B_6_O_8_(OH)_6_·3H_2_O ; B, H not measured but estimated by stoichiometry
811.919, 47585.859
812.401, 47583.879
812.883, 47579.160
813.365, 47572.859
813.847, 47561.609
814.329, 47543.211
814.811, 47521.609
815.294, 47497.691
815.776, 47472.910
816.258, 47452.980
816.740, 47447.051
817.222, 47421.191
817.704, 47336.531
818.186, 47249.148
818.668, 47210.969
819.150, 47204.441
819.633, 47194.309
820.115, 47169.750
820.597, 47134.820
821.079, 47086.000
821.561, 47034.770
822.043, 47000.219
822.525, 46981.512
823.007, 46983.301
823.489, 47004.988
823.972, 47011.270
824.454, 46970.512
824.936, 46907.871
825.418, 46901.551
825.900, 46964.410
826.382, 46988.680
826.864, 46957.180
827.346, 46912.328
827.828, 46865.762
828.311, 46826.051
828.793, 46813.590
829.275, 46839.590
829.757, 46834.422
830.239, 46768.629
830.721, 46710.980
831.203, 46687.711
831.685, 46672.219
832.167, 46630.660
832.650, 46573.000
833.132, 46549.000
833.614, 46591.020
834.096, 46638.289
834.578, 46669.102
835.060, 46681.641
835.542, 46667.820
836.024, 46634.820
836.507, 46600.488
836.989, 46571.410
837.471, 46536.730
837.953, 46476.969
838.435, 46408.090
838.917, 46361.461
839.399, 46335.539
839.881, 46329.191
840.364, 46341.020
840.846, 46334.570
841.328, 46273.070
841.810, 46178.449
842.292, 46121.570
842.774, 46105.488
843.256, 46110.191
843.738, 46147.422
844.221, 46160.230
844.703, 46104.000
845.185, 46017.578
845.667, 45979.969
846.149, 46013.172
846.631, 45999.520
847.113, 45872.359
847.595, 45782.621
848.077, 45795.320
848.560, 45832.609
849.042, 45820.371
849.524, 45766.430
850.006, 45735.070
850.488, 45777.738
850.970, 45785.262
851.452, 45667.449
851.934, 45542.410
852.416, 45526.820
852.899, 45579.961
853.381, 45605.180
853.863, 45571.609
854.345, 45509.930
854.827, 45420.699
855.309, 45334.590
855.791, 45298.059
856.273, 45296.910
856.755, 45296.781
857.238, 45289.781
857.720, 45284.199
858.202, 45287.359
858.684, 45292.000
859.166, 45277.660
859.648, 45248.309
860.130, 45244.500
860.612, 45271.648
861.094, 45276.801
861.577, 45230.648
862.059, 45163.020
862.541, 45118.359
863.023, 45097.578
863.505, 45074.039
863.987, 45042.180
864.469, 45025.441
864.951, 45046.078
865.434, 45060.570
865.916, 45031.398
866.398, 44965.871
866.880, 44895.059
867.362, 44779.691
867.844, 44729.750
868.326, 44810.719
868.808, 44890.301
869.291, 44897.871
869.773, 44874.730
870.255, 44886.559
870.737, 44939.469
871.219, 44960.629
871.701, 44896.961
872.183, 44828.660
872.665, 44776.621
873.148, 44756.250
873.630, 44808.809
874.112, 44907.379
874.594, 44971.141
875.076, 44963.500
875.558, 44923.789
876.040, 44865.211
876.522, 44809.719
877.004, 44789.180
877.487, 44798.922
877.969, 44832.949
878.451, 44883.711
878.933, 44909.602
879.415, 44869.461
879.897, 44788.219
880.379, 44715.301
880.861, 44651.738
881.343, 44610.512
881.826, 44593.520
882.308, 44565.141
882.790, 44505.109
883.272, 44429.180
883.754, 44357.840
884.236, 44291.391
884.718, 44271.102
885.200, 44320.629
885.682, 44316.059
886.165, 44201.320
886.647, 44071.320
887.129, 44003.539
887.611, 43991.820
888.093, 44008.219
888.575, 44088.289
889.057, 44126.070
889.539, 44116.711
890.021, 44067.699
890.504, 43941.398
890.986, 43800.738
891.468, 43734.738
891.950, 43747.449
892.432, 43740.762
892.914, 43668.230
893.396, 43618.641
893.878, 43655.148
894.361, 43690.828
894.843, 43638.578
895.325, 43531.930
895.807, 43466.730
896.289, 43478.172
896.771, 43478.660
897.253, 43404.309
897.735, 43322.730
898.218, 43294.320
898.700, 43290.781
899.182, 43259.070
899.664, 43198.398
900.146, 43158.770
900.628, 43177.609
901.110, 43208.141
901.592, 43206.520
902.075, 43180.398
902.557, 43137.898
903.039, 43083.199
903.521, 43015.102
904.003, 42936.230
904.485, 42885.250
904.967, 42923.199
905.449, 43002.051
905.931, 42990.020
906.414, 42907.738
906.896, 42865.328
907.378, 42880.340
907.860, 42899.020
908.342, 42887.609
908.824, 42864.891
909.306, 42876.820
909.788, 42921.730
910.270, 42894.230
910.753, 42782.559
911.235, 42707.660
911.717, 42712.578
912.199, 42736.859
912.681, 42726.262
913.163, 42686.871
913.645, 42644.172
914.127, 42597.648
914.610, 42548.949
915.092, 42491.301
915.574, 42447.750
916.056, 42439.609
916.538, 42439.148
917.020, 42405.031
917.502, 42335.359
917.984, 42279.699
918.466, 42249.012
918.949, 42215.680
919.431, 42159.000
919.913, 42116.922
920.395, 42122.660
920.877, 42154.680
921.359, 42170.109
921.841, 42162.781
922.323, 42154.949
922.805, 42146.148
923.288, 42141.840
923.770, 42167.660
924.252, 42180.309
924.734, 42109.820
925.216, 41988.680
925.698, 41947.762
926.180, 42073.398
926.662, 42137.738
927.145, 41970.371
927.627, 41791.660
928.109, 41743.199
928.591, 41788.172
929.073, 41891.230
929.555, 42025.320
930.037, 42099.660
930.519, 42043.359
931.002, 41955.621
931.484, 41888.012
931.966, 41843.871
932.448, 41839.449
932.930, 41859.379
933.412, 41867.551
933.894, 41853.309
934.376, 41839.090
934.859, 41846.789
935.341, 41861.039
935.823, 41872.930
936.305, 41873.828
936.787, 41842.000
937.269, 41780.930
937.751, 41707.430
938.233, 41628.859
938.715, 41573.770
939.198, 41602.352
939.680, 41667.648
940.162, 41651.762
940.644, 41576.512
941.126, 41531.199
941.608, 41533.012
942.090, 41543.852
942.572, 41537.941
943.054, 41523.539
943.537, 41514.859
944.019, 41510.578
944.501, 41513.949
944.983, 41521.828
945.465, 41484.051
945.947, 41383.340
946.429, 41280.031
946.911, 41226.398
947.393, 41216.801
947.876, 41252.730
948.358, 41333.719
948.840, 41333.762
949.322, 41232.680
949.804, 41182.070
950.286, 41256.230
950.768, 41360.359
951.250, 41379.660
951.732, 41324.801
952.215, 41274.301
952.697, 41232.922
953.179, 41153.301
953.661, 41005.051
954.143, 40916.320
954.625, 40981.691
955.107, 41093.738
955.589, 41069.641
956.072, 40904.320
956.554, 40807.320
957.036, 40800.641
957.518, 40797.199
958.000, 40781.691
958.482, 40769.801
958.964, 40780.859
959.446, 40795.160
959.929, 40761.988
960.411, 40662.398
960.893, 40616.359
961.375, 40652.801
961.857, 40688.180
962.339, 40705.328
962.821, 40713.590
963.303, 40729.520
963.786, 40740.020
964.268, 40697.691
964.750, 40560.820
965.232, 40480.859
965.714, 40501.148
966.196, 40519.031
966.678, 40497.270
967.160, 40468.379
967.642, 40468.328
968.125, 40487.590
968.607, 40478.871
969.089, 40412.699
969.571, 40373.840
970.053, 40399.480
970.535, 40413.789
971.017, 40374.180
971.499, 40319.570
971.981, 40292.930
972.464, 40292.109
972.946, 40286.379
973.428, 40283.691
973.910, 40257.660
974.392, 40163.988
974.874, 40091.641
975.356, 40108.180
975.838, 40157.070
976.320, 40164.949
976.803, 40128.309
977.285, 40091.449
977.767, 40060.039
978.249, 40033.219
978.731, 40030.230
979.213, 40011.012
979.695, 39916.531
980.177, 39806.719
980.659, 39793.379
981.142, 39884.141
981.624, 39916.609
982.106, 39791.949
982.588, 39679.020
983.070, 39630.219
983.552, 39614.949
984.034, 39626.852
984.516, 39648.840
984.999, 39658.211
985.481, 39651.172
985.963, 39627.961
986.445, 39573.172
986.927, 39522.391
987.409, 39492.461
987.891, 39469.930
988.373, 39444.738
988.856, 39417.590
989.338, 39392.590
989.820, 39370.801
990.302, 39346.430
990.784, 39336.500
991.266, 39299.648
991.748, 39170.051
992.230, 39043.512
992.713, 39019.020
993.195, 39067.719
993.677, 39115.961
994.159, 39148.070
994.641, 39151.000
995.123, 39077.691
995.605, 39024.270
996.087, 39073.801
996.569, 39143.969
997.052, 39150.809
997.534, 39107.820
998.016, 39059.590
998.498, 39013.262
998.980, 39009.500
999.462, 39122.051
999.944, 39215.488
1000.426, 39176.262
1000.908, 39104.660
1001.391, 39122.320
1001.873, 39198.309
1002.355, 39220.070
1002.837, 39150.262
1003.319, 39073.039
1003.801, 39021.379
1004.283, 38981.090
1004.765, 38961.820
1005.247, 38936.410
1005.730, 38854.191
1006.212, 38743.590
1006.694, 38694.250
1007.176, 38741.520
1007.658, 38780.551
1008.140, 38760.141
1008.622, 38722.789
1009.104, 38675.320
1009.587, 38638.102
1010.069, 38645.020
1010.551, 38678.879
1011.033, 38686.121
1011.515, 38648.738
1011.997, 38604.699
1012.479, 38558.488
1012.961, 38524.012
1013.443, 38512.000
1013.926, 38513.160
1014.408, 38524.262
1014.890, 38538.801
1015.372, 38545.199
1015.854, 38541.898
1016.336, 38520.379
1016.818, 38469.660
1017.300, 38408.738
1017.783, 38339.699
1018.265, 38271.172
1018.747, 38199.051
1019.229, 38135.980
1019.711, 38116.539
1020.193, 38155.129
1020.675, 38198.891
1021.157, 38252.941
1021.639, 38279.988
1022.122, 38237.961
1022.604, 38181.520
1023.086, 38171.078
1023.568, 38186.988
1024.050, 38163.039
1024.532, 38075.969
1025.014, 38012.980
1025.496, 38005.691
1025.979, 38017.301
1026.461, 38057.031
1026.943, 38088.852
1027.425, 38068.289
1027.907, 38019.059
1028.389, 38002.328
1028.871, 38033.539
1029.353, 38056.141
1029.835, 38045.031
1030.318, 38041.781
1030.800, 38089.910
1031.282, 38121.391
1031.764, 38066.910
1032.246, 37961.980
1032.728, 37875.430
1033.210, 37804.730
1033.692, 37808.211
1034.174, 38005.000
1034.657, 38119.539
1035.139, 38039.359
1035.621, 37908.672
1036.103, 37800.129
1036.585, 37715.102
1037.067, 37654.422
1037.549, 37620.879
1038.031, 37593.371
1038.514, 37566.730
1038.996, 37553.391
1039.478, 37561.641
1039.960, 37575.539
1040.442, 37596.230
1040.924, 37610.750
1041.406, 37586.461
1041.888, 37517.430
1042.370, 37513.301
1042.853, 37650.059
1043.335, 37699.609
1043.817, 37576.809
1044.299, 37463.301
1044.781, 37464.949
1045.263, 37509.141
1045.745, 37491.629
1046.227, 37415.660
1046.709, 37359.461
1047.192, 37334.719
1047.674, 37295.988
1048.156, 37230.121
1048.638, 37176.160
1049.120, 37155.941
1049.602, 37146.879
1050.084, 37117.148
1050.566, 37075.129
1051.049, 37084.840
1051.531, 37165.699
1052.013, 37184.699
1052.495, 37117.379
1052.977, 37060.199
1053.459, 37049.012
1053.941, 37062.199
1054.423, 37082.820
1054.906, 37102.941
1055.388, 37089.949
1055.870, 37042.199
1056.352, 37014.309
1056.834, 37009.262
1057.316, 37012.039
1057.798, 37019.809
1058.280, 37006.781
1058.762, 36947.422
1059.245, 36867.922
1059.727, 36831.371
1060.209, 36829.039
1060.691, 36786.449
1061.173, 36710.039
1061.655, 36688.051
1062.137, 36736.922
1062.619, 36764.430
1063.101, 36707.660
1063.584, 36615.199
1064.066, 36553.539
1064.548, 36515.941
1065.030, 36483.441
1065.512, 36456.691
1065.994, 36438.672
1066.476, 36429.820
1066.958, 36433.660
1067.441, 36452.320
1067.923, 36464.219
1068.405, 36432.672
1068.887, 36389.699
1069.369, 36393.809
1069.851, 36419.449
1070.333, 36417.762
1070.815, 36389.051
1071.297, 36353.531
1071.780, 36319.449
1072.262, 36297.750
1072.744, 36314.281
1073.226, 36325.309
1073.708, 36261.910
1074.190, 36192.820
1074.672, 36217.840
1075.154, 36298.730
1075.636, 36352.969
1076.119, 36358.441
1076.601, 36318.379
1077.083, 36199.828
1077.565, 36094.672
1078.047, 36044.602
1078.529, 36031.801
1079.011, 36072.359
1079.494, 36123.680
1079.976, 36119.109
1080.458, 36063.941
1080.940, 36036.059
1081.422, 36079.078
1081.904, 36095.602
1082.386, 36024.359
1082.868, 35968.520
1083.350, 35997.309
1083.833, 36044.020
1084.315, 36046.172
1084.797, 36010.551
1085.279, 35967.430
1085.761, 35912.180
1086.243, 35870.250
1086.725, 35860.449
1087.207, 35833.820
1087.689, 35755.449
1088.172, 35692.539
1088.654, 35704.500
1089.136, 35747.211
1089.618, 35730.480
1090.100, 35648.430
1090.582, 35611.629
1091.064, 35634.059
1091.546, 35649.578
1092.029, 35649.781
1092.511, 35633.051
1092.993, 35588.039
1093.475, 35562.500
1093.957, 35630.641
1094.439, 35759.699
1094.921, 35785.961
1095.403, 35710.801
1095.885, 35637.250
1096.368, 35573.500
1096.850, 35540.109
1097.332, 35544.160
1097.814, 35536.621
1098.296, 35469.922
1098.778, 35386.879
1099.260, 35381.051
1099.742, 35422.051
1100.224, 35415.898
1100.707, 35370.211
1101.189, 35328.840
1101.671, 35298.172
1102.153, 35250.059
1102.635, 35166.539
1103.117, 35094.141
1103.599, 35105.539
1104.081, 35132.719
1104.564, 35066.488
1105.046, 34969.941
1105.528, 34956.480
1106.010, 35006.781
1106.492, 35027.949
1106.974, 34992.160
1107.456, 34958.102
1107.938, 34973.559
1108.421, 34980.949
1108.903, 34928.371
1109.385, 34872.301
1109.867, 34859.898
1110.349, 34875.539
1110.831, 34896.719
1111.313, 34917.672
1111.795, 34924.012
1112.277, 34887.148
1112.760, 34882.859
1113.242, 34975.859
1113.724, 35037.059
1114.206, 34978.449
1114.688, 34898.102
1115.170, 34891.879
1115.652, 34932.500
1116.134, 34936.340
1116.616, 34894.320
1117.099, 34863.191
1117.581, 34857.000
1118.063, 34820.398
1118.545, 34727.199
1119.027, 34649.691
1119.509, 34636.199
1119.991, 34644.871
1120.473, 34607.500
1120.956, 34537.250
1121.438, 34528.770
1121.920, 34580.559
1122.402, 34608.699
1122.884, 34605.539
1123.366, 34591.430
1123.848, 34573.809
1124.330, 34561.750
1124.813, 34565.828
1125.295, 34570.078
1125.777, 34529.738
1126.259, 34476.199
1126.741, 34503.500
1127.223, 34576.691
1127.705, 34591.578
1128.187, 34537.941
1128.669, 34468.512
1129.151, 34406.430
1129.634, 34362.078
1130.116, 34367.129
1130.598, 34369.129
1131.080, 34304.391
1131.562, 34227.180
1132.044, 34203.320
1132.526, 34216.230
1133.008, 34220.078
1133.491, 34206.660
1133.973, 34197.059
1134.455, 34208.531
1134.937, 34209.191
1135.419, 34185.461
1135.901, 34155.879
1136.383, 34127.359
1136.865, 34098.941
1137.348, 34052.340
1137.830, 34004.789
1138.312, 34034.281
1138.794, 34191.352
1139.276, 34223.129
1139.758, 34067.570
1140.240, 33954.551
1140.722, 33935.680
1141.204, 33957.160
1141.687, 33998.488
1142.169, 34028.500
1142.651, 33994.148
1143.133, 33910.672
1143.615, 33848.988
1144.097, 33811.281
1144.579, 33834.328
1145.061, 33912.539
1145.543, 33957.840
1146.026, 33942.020
1146.508, 33892.609
1146.990, 33824.699
1147.472, 33760.961
1147.954, 33744.000
1148.436, 33742.570
1148.918, 33693.762
1149.400, 33627.672
1149.883, 33614.621
1150.365, 33645.410
1150.847, 33654.809
1151.329, 33619.820
1151.811, 33574.570
1152.293, 33538.520
1152.775, 33496.359
1153.257, 33420.801
1153.740, 33356.711
1154.222, 33348.141
1154.704, 33367.441
1155.186, 33371.480
1155.668, 33359.359
1156.150, 33358.121
1156.632, 33382.750
1157.114, 33390.980
1157.596, 33376.148
1158.078, 33355.520
1158.561, 33331.879
1159.043, 33305.129
1159.525, 33274.031
1160.007, 33240.441
1160.489, 33203.430
1160.971, 33166.352
1161.453, 33184.148
1161.935, 33254.969
1162.418, 33275.609
1162.900, 33236.641
1163.382, 33195.852
1163.864, 33174.531
1164.346, 33140.750
1164.828, 33060.441
1165.310, 32978.230
1165.792, 32970.551
1166.275, 32997.910
1166.757, 32994.762
1167.239, 32974.480
1167.721, 32963.680
1168.203, 32968.551
1168.685, 33003.730
1169.167, 33076.949
1169.649, 33098.250
1170.131, 32958.801
1170.614, 32839.922
1171.096, 32844.672
1171.578, 32880.750
1172.060, 32911.328
1172.542, 32914.410
1173.024, 32838.051
1173.506, 32700.100
1173.988, 32651.750
1174.470, 32752.670
1174.953, 32780.449
1175.435, 32707.051
1175.917, 32630.631
1176.399, 32566.410
1176.881, 32525.770
1177.363, 32518.840
1177.845, 32528.650
1178.327, 32531.061
1178.810, 32527.090
1179.292, 32523.279
1179.774, 32517.840
1180.256, 32495.170
1180.738, 32459.750
1181.220, 32450.580
1181.702, 32471.689
1182.184, 32463.910
1182.667, 32385.471
1183.149, 32295.449
1183.631, 32236.779
1184.113, 32211.320
1184.595, 32245.750
1185.077, 32295.471
1185.559, 32303.311
1186.041, 32281.340
1186.523, 32272.619
1187.005, 32283.721
1187.488, 32272.961
1187.970, 32194.859
1188.452, 32149.221
1188.934, 32161.689
1189.416, 32194.641
1189.898, 32262.561
1190.380, 32307.199
1190.862, 32266.270
1191.345, 32183.020
1191.827, 32157.840
1192.309, 32190.270
1192.791, 32220.420
1193.273, 32248.820
1193.755, 32272.320
1194.237, 32289.320
1194.719, 32252.670
1195.202, 32147.119
1195.684, 32058.500
1196.166, 32064.859
1196.648, 32099.471
1197.130, 32049.260
1197.612, 31985.189
1198.094, 32047.020
1198.576, 32151.109
1199.058, 32138.109
1199.541, 32029.600
1200.023, 31946.461
1200.505, 31920.660
1200.987, 31910.090
1201.469, 31909.381
1201.951, 31905.730
1202.433, 31892.430
1202.915, 31879.051
1203.397, 31862.699
1203.880, 31857.600
1204.362, 31895.461
1204.844, 31944.240
1205.326, 31904.820
1205.808, 31768.881
1206.290, 31695.211
1206.772, 31689.750
1207.254, 31683.631
1207.737, 31667.471
1208.219, 31672.830
1208.701, 31712.381
1209.183, 31743.250
1209.665, 31727.449
1210.147, 31681.670
1210.629, 31596.760
1211.111, 31522.980
1211.594, 31567.600
1212.076, 31666.350
1212.558, 31707.551
1213.040, 31690.820
1213.522, 31660.930
1214.004, 31630.000
1214.486, 31610.641
1214.968, 31621.811
1215.450, 31623.230
1215.932, 31600.910
1216.415, 31570.619
1216.897, 31520.420
1217.379, 31487.891
1217.861, 31518.320
1218.343, 31579.180
1218.825, 31591.670
1219.307, 31556.189
1219.789, 31509.160
1220.272, 31449.920
1220.754, 31439.529
1221.236, 31481.920
1221.718, 31501.510
1222.200, 31473.750
1222.682, 31456.250
1223.164, 31498.520
1223.646, 31541.471
1224.129, 31510.029
1224.611, 31443.150
1225.093, 31369.811
1225.575, 31305.529
1226.057, 31273.900
1226.539, 31265.250
1227.021, 31255.090
1227.503, 31239.330
1227.985, 31228.711
1228.468, 31225.811
1228.950, 31229.461
1229.432, 31268.109
1229.914, 31264.789
1230.396, 31174.529
1230.878, 31085.100
1231.360, 31055.311
1231.842, 31060.920
1232.324, 31062.240
1232.807, 31063.480
1233.289, 31093.330
1233.771, 31143.061
1234.253, 31160.029
1234.735, 31144.721
1235.217, 31121.449
1235.699, 31093.990
1236.181, 31036.939
1236.664, 30932.029
1237.146, 30861.850
1237.628, 30923.900
1238.110, 30998.930
1238.592, 31008.381
1239.074, 30992.789
1239.556, 30983.170
1240.038, 30973.471
1240.521, 30949.891
1241.003, 30914.480
1241.485, 30883.301
1241.967, 30857.820
1242.449, 30828.699
1242.931, 30789.721
1243.413, 30778.859
1243.895, 30806.930
1244.377, 30826.750
1244.859, 30818.061
1245.342, 30784.270
1245.824, 30722.930
1246.306, 30658.859
1246.788, 30629.520
1247.270, 30628.580
1247.752, 30663.080
1248.234, 30707.881
1248.716, 30723.260
1249.199, 30709.119
1249.681, 30675.131
1250.163, 30625.410
1250.645, 30582.670
1251.127, 30554.561
1251.609, 30533.260
1252.091, 30534.010
1252.573, 30515.090
1253.056, 30443.660
1253.538, 30387.900
1254.020, 30401.160
1254.502, 30439.930
1254.984, 30437.801
1255.466, 30401.461
1255.948, 30348.711
1256.430, 30287.311
1256.912, 30258.109
1257.395, 30260.420
1257.877, 30290.180
1258.359, 30336.570
1258.841, 30360.141
1259.323, 30343.131
1259.805, 30310.270
1260.287, 30267.930
1260.769, 30227.410
1261.251, 30175.760
1261.734, 30148.920
1262.216, 30190.160
1262.698, 30253.090
1263.180, 30288.789
1263.662, 30304.430
1264.144, 30320.340
1264.626, 30337.100
1265.108, 30329.119
1265.591, 30294.439
1266.073, 30275.320
1266.555, 30275.551
1267.037, 30261.680
1267.519, 30224.000
1268.001, 30188.420
1268.483, 30172.631
##END=



