##NAMES=Grossular
##RRUFFID=R060442
##IDEAL CHEMISTRY=Ca_3_Al_2_(SiO_4_)_3_
##LOCALITY=Pakistan(?)
##OWNER=RRUFF
##SOURCE=Gemological Institute of America
##DESCRIPTION=Orange crystals
##STATUS=The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis
##URL=rruff.info/R060442
##MEASURED CHEMISTRY=(Ca_2.85_Fe^2+^_0.15_)_Σ=3_(Al_1.85_Fe^3+^_0.15_)_Σ=2_(Si_1.00_O_4_)_3_; trace amounts of Ti, Mg
680.5546, 188.5876
681.0367, 189.7734
681.5189, 190.4736
682.0010, 190.1391
682.4831, 189.2681
682.9652, 188.4451
683.4473, 187.7166
683.9294, 187.2359
684.4116, 187.0353
684.8937, 187.1626
685.3758, 187.9615
685.8579, 189.4846
686.3400, 190.1665
686.8221, 188.7947
687.3043, 187.3410
687.7864, 186.7708
688.2685, 187.2988
688.7506, 187.4976
689.2327, 187.2547
689.7148, 186.9868
690.1970, 187.1711
690.6791, 187.7165
691.1612, 187.9983
691.6433, 187.9077
692.1254, 187.7505
692.6075, 187.9123
693.0897, 188.1918
693.5718, 188.2426
694.0539, 187.7803
694.5360, 187.4306
695.0181, 187.4709
695.5002, 187.7999
695.9824, 188.2616
696.4645, 189.1434
696.9466, 189.7376
697.4287, 189.8972
697.9108, 189.7505
698.3929, 189.6506
698.8751, 189.6450
699.3572, 189.3493
699.8393, 188.4159
700.3214, 187.2848
700.8035, 187.1379
701.2856, 187.8369
701.7678, 188.5789
702.2499, 189.0621
702.7320, 189.2590
703.2141, 188.9131
703.6962, 188.1343
704.1783, 187.7415
704.6605, 188.4115
705.1426, 189.2153
705.6247, 189.7092
706.1068, 189.8614
706.5889, 189.8770
707.0710, 189.6288
707.5532, 189.4609
708.0353, 189.7021
708.5174, 190.3532
708.9995, 190.5846
709.4816, 190.3447
709.9637, 189.9510
710.4459, 189.6070
710.9280, 189.3545
711.4101, 189.3122
711.8922, 189.5389
712.3743, 189.7817
712.8564, 189.9998
713.3386, 190.0953
713.8207, 189.9571
714.3028, 189.2335
714.7849, 188.7617
715.2670, 188.6202
715.7491, 188.7325
716.2313, 189.0555
716.7134, 189.6677
717.1955, 190.1254
717.6776, 190.3282
718.1597, 190.3797
718.6418, 190.3578
719.1240, 190.3192
719.6061, 190.5837
720.0882, 191.5336
720.5703, 192.5005
721.0524, 192.7608
721.5345, 192.4985
722.0167, 192.1566
722.4988, 191.4647
722.9809, 191.1819
723.4630, 192.0014
723.9451, 193.5940
724.4272, 194.2800
724.9094, 193.6460
725.3915, 192.8960
725.8736, 192.4125
726.3557, 192.1692
726.8378, 191.9659
727.3199, 191.8004
727.8021, 191.8064
728.2842, 192.2698
728.7663, 192.8709
729.2484, 192.9874
729.7305, 192.6507
730.2126, 192.4040
730.6948, 192.6760
731.1769, 193.0432
731.6590, 193.1570
732.1411, 192.8982
732.6232, 192.9760
733.1053, 193.8493
733.5875, 194.5861
734.0696, 194.4826
734.5517, 193.3405
735.0338, 192.9941
735.5159, 193.5840
735.9980, 194.3439
736.4802, 194.4614
736.9623, 194.1704
737.4444, 194.0959
737.9265, 194.3269
738.4086, 194.7152
738.8907, 195.3511
739.3729, 195.9885
739.8550, 196.3457
740.3371, 196.2653
740.8192, 196.1084
741.3013, 195.7067
741.7834, 195.3975
742.2656, 195.5691
742.7477, 196.4182
743.2298, 197.0560
743.7119, 197.3608
744.1940, 197.4789
744.6761, 197.5257
745.1583, 197.5476
745.6404, 197.8515
746.1225, 198.7310
746.6046, 199.4208
747.0867, 198.8948
747.5688, 197.7192
748.0510, 196.8680
748.5331, 196.6056
749.0152, 196.7762
749.4973, 197.6853
749.9794, 198.9343
750.4615, 199.7233
750.9437, 199.9064
751.4258, 199.9721
751.9079, 200.0013
752.3900, 199.9972
752.8721, 199.8107
753.3542, 199.5048
753.8364, 199.6877
754.3185, 201.0550
754.8006, 202.5940
755.2827, 202.9536
755.7648, 202.4697
756.2469, 202.0983
756.7291, 202.3831
757.2112, 202.7171
757.6933, 202.7084
758.1754, 202.4863
758.6575, 202.8366
759.1396, 204.0827
759.6218, 205.2572
760.1039, 206.0925
760.5860, 206.5856
761.0681, 206.5721
761.5502, 206.0771
762.0323, 205.9359
762.5145, 206.9447
762.9966, 208.4211
763.4787, 209.5678
763.9608, 210.3718
764.4429, 210.8572
764.9250, 210.7077
765.4072, 210.5364
765.8893, 210.6225
766.3714, 210.9922
766.8535, 211.5947
767.3356, 212.5064
767.8177, 213.5190
768.2999, 214.5796
768.7820, 215.6629
769.2641, 216.6081
769.7462, 217.4136
770.2283, 217.8030
770.7104, 217.0929
771.1926, 216.0727
771.6747, 215.9196
772.1568, 216.6822
772.6389, 217.5613
773.1210, 218.5589
773.6031, 219.2455
774.0853, 219.2265
774.5674, 218.3213
775.0495, 217.7104
775.5316, 217.3142
776.0137, 217.3611
776.4958, 218.3271
776.9780, 220.1310
777.4601, 220.7430
777.9422, 220.0808
778.4243, 219.2241
778.9064, 219.2458
779.3885, 219.5480
779.8707, 219.2442
780.3528, 218.1855
780.8349, 217.1859
781.3170, 216.2598
781.7991, 215.7854
782.2813, 216.1799
782.7633, 217.7702
783.2454, 219.0218
783.7275, 219.9498
784.2097, 220.4652
784.6918, 220.3393
785.1739, 219.6453
785.6560, 218.9915
786.1381, 218.3869
786.6202, 218.1479
787.1024, 218.9334
787.5845, 220.0812
788.0666, 220.6422
788.5487, 220.3087
789.0308, 220.2456
789.5129, 221.1373
789.9951, 222.2856
790.4772, 223.1007
790.9593, 223.3490
791.4414, 223.9826
791.9235, 225.1248
792.4056, 226.3794
792.8878, 227.3286
793.3699, 228.0415
793.8520, 228.9218
794.3341, 230.0307
794.8162, 231.2048
795.2983, 232.1096
795.7805, 233.1244
796.2626, 234.8567
796.7447, 237.8340
797.2268, 240.1487
797.7089, 240.4073
798.1910, 240.5295
798.6732, 242.0568
799.1553, 245.5587
799.6374, 248.2942
800.1195, 249.9829
800.6016, 251.6185
801.0837, 254.4439
801.5659, 258.0946
802.0480, 261.3698
802.5301, 263.9925
803.0122, 266.8824
803.4943, 270.9896
803.9764, 275.5822
804.4586, 279.9323
804.9407, 283.7223
805.4228, 287.7183
805.9049, 291.7410
806.3870, 296.2061
806.8691, 301.6428
807.3513, 308.1270
807.8334, 314.6764
808.3155, 321.2047
808.7976, 327.9734
809.2797, 335.3231
809.7618, 343.1245
810.2440, 350.9832
810.7261, 358.8495
811.2082, 366.9845
811.6903, 375.5172
812.1724, 384.4283
812.6545, 393.5837
813.1367, 402.9182
813.6188, 412.9173
814.1009, 423.8504
814.5830, 434.8434
815.0651, 444.7778
815.5472, 453.7941
816.0294, 464.2421
816.5115, 476.3157
816.9936, 488.4885
817.4757, 498.3531
817.9578, 507.7937
818.4399, 519.3300
818.9221, 533.5908
819.4042, 547.9785
819.8863, 562.2720
820.3684, 575.8401
820.8505, 588.2987
821.3326, 599.3269
821.8148, 611.0168
822.2969, 623.7582
822.7790, 635.7668
823.2611, 645.7809
823.7432, 653.6722
824.2253, 658.7207
824.7075, 660.8079
825.1896, 660.9129
825.6717, 660.2198
826.1538, 657.5352
826.6359, 651.6182
827.1180, 642.0255
827.6002, 630.9867
828.0823, 618.2939
828.5644, 604.9857
829.0465, 591.7283
829.5286, 578.7092
830.0107, 564.7243
830.4929, 549.7631
830.9750, 535.5237
831.4571, 523.8224
831.9392, 513.6542
832.4213, 503.8136
832.9034, 494.3237
833.3856, 484.9893
833.8677, 474.9300
834.3498, 465.8338
834.8319, 459.0833
835.3140, 454.7859
835.7961, 449.4630
836.2783, 442.6392
836.7604, 436.0649
837.2425, 430.8173
837.7246, 426.6056
838.2067, 422.1898
838.6888, 417.5897
839.1710, 413.4110
839.6531, 409.8273
840.1352, 406.9721
840.6173, 405.0459
841.0994, 404.0073
841.5815, 403.5660
842.0637, 405.0221
842.5458, 405.3733
843.0279, 403.2288
843.5100, 399.1356
843.9921, 396.5448
844.4742, 395.5233
844.9564, 394.9059
845.4385, 394.1465
845.9206, 393.4286
846.4027, 393.0635
846.8848, 392.9932
847.3669, 393.0015
847.8491, 393.1114
848.3312, 393.1719
848.8133, 393.3962
849.2954, 393.5333
849.7775, 392.6615
850.2596, 390.4020
850.7418, 388.3108
851.2239, 386.7910
851.7060, 385.7148
852.1881, 384.9211
852.6702, 384.3473
853.1523, 383.8112
853.6345, 383.3445
854.1166, 382.7218
854.5987, 381.5973
855.0808, 380.2330
855.5629, 379.1126
856.0450, 378.1792
856.5272, 377.7232
857.0093, 377.8055
857.4914, 378.3584
857.9735, 379.3896
858.4556, 380.8737
858.9377, 382.3202
859.4199, 383.5354
859.9020, 384.9094
860.3841, 386.6674
860.8662, 388.9264
861.3483, 391.9082
861.8304, 395.8037
862.3126, 400.1488
862.7947, 404.3166
863.2768, 409.2354
863.7589, 415.8061
864.2410, 424.2653
864.7231, 433.3996
865.2053, 443.2400
865.6874, 453.5766
866.1695, 464.4058
866.6516, 475.6416
867.1337, 486.9564
867.6158, 498.1483
868.0980, 510.6388
868.5801, 525.7083
869.0622, 542.1439
869.5443, 559.1431
870.0264, 576.8926
870.5085, 594.6039
870.9907, 611.5476
871.4728, 629.8275
871.9549, 651.2833
872.4370, 675.2106
872.9191, 698.6205
873.4012, 721.6888
873.8834, 745.1152
874.3655, 769.7509
874.8476, 794.6965
875.3297, 819.7533
875.8118, 844.7709
876.2939, 869.1937
876.7761, 893.1477
877.2582, 916.1716
877.7403, 938.7703
878.2224, 960.2920
878.7045, 977.3868
879.1866, 990.1222
879.6688, 998.2551
880.1509, 1001.625
880.6330, 1000.360
881.1151, 994.4317
881.5972, 983.9260
882.0793, 969.2836
882.5615, 950.4050
883.0436, 927.2167
883.5257, 898.7471
884.0078, 866.7731
884.4899, 835.0651
884.9720, 803.6565
885.4542, 771.8780
885.9363, 739.2136
886.4184, 706.6378
886.9005, 674.7295
887.3826, 643.8573
887.8647, 614.9122
888.3469, 588.3766
888.8290, 563.3216
889.3111, 539.7712
889.7932, 517.7391
890.2753, 497.1059
890.7574, 477.8139
891.2396, 459.9251
891.7217, 443.3705
892.2038, 428.0658
892.6859, 413.5606
893.1680, 400.3287
893.6501, 389.6299
894.1323, 381.7281
894.6144, 374.1451
895.0965, 365.1094
895.5786, 356.2513
896.0607, 348.6357
896.5428, 342.2985
897.0250, 336.7015
897.5071, 331.9781
897.9892, 327.5804
898.4713, 323.1393
898.9534, 318.7443
899.4355, 314.3092
899.9177, 309.9667
900.3998, 306.3136
900.8819, 304.5893
901.3640, 302.9208
901.8461, 300.0056
902.3282, 296.0995
902.8104, 292.9943
903.2925, 291.0625
903.7746, 289.0601
904.2567, 286.4213
904.7388, 283.7477
905.2209, 282.9560
905.7031, 283.5008
906.1852, 283.1206
906.6673, 280.3132
907.1494, 277.2992
907.6315, 275.5048
908.1136, 274.4868
908.5958, 273.5738
909.0779, 272.8433
909.5600, 271.9327
910.0421, 270.8343
910.5242, 269.5432
911.0063, 267.9083
911.4885, 266.0299
911.9706, 264.3907
912.4527, 263.0822
912.9348, 261.9182
913.4169, 260.8482
913.8990, 259.7939
914.3812, 258.6019
914.8633, 257.1140
915.3454, 256.2490
915.8275, 256.5755
916.3096, 256.5556
916.7917, 254.9335
917.2739, 252.0729
917.7560, 250.5826
918.2381, 250.3595
918.7202, 250.1733
919.2023, 249.0829
919.6844, 247.8296
920.1666, 246.9466
920.6487, 246.4091
921.1308, 245.9972
921.6129, 245.8337
922.0950, 245.5574
922.5771, 245.1507
923.0593, 244.5361
923.5414, 243.3134
924.0235, 241.6162
924.5056, 240.2654
924.9877, 239.5709
925.4698, 239.2633
925.9520, 239.4449
926.4341, 239.7531
926.9162, 239.6747
927.3983, 238.2503
927.8804, 237.8510
928.3625, 239.1819
928.8447, 240.5406
929.3268, 239.7458
929.8089, 237.1677
930.2910, 235.8342
930.7731, 236.0356
931.2552, 236.3997
931.7374, 235.7871
932.2195, 234.8651
932.7016, 234.0589
933.1837, 233.3931
933.6658, 233.4454
934.1479, 234.7936
934.6301, 235.9057
935.1122, 236.0966
935.5943, 235.5357
936.0764, 234.8826
936.5585, 234.1355
937.0406, 233.3162
937.5228, 232.0313
938.0049, 231.0469
938.4870, 231.0639
938.9691, 231.8066
939.4512, 232.6411
939.9333, 233.7955
940.4155, 234.4600
940.8976, 234.3949
941.3797, 234.0130
941.8618, 233.9063
942.3439, 234.0457
942.8260, 234.2942
943.3082, 234.6240
943.7903, 235.0721
944.2724, 235.8478
944.7545, 236.6367
945.2366, 237.1644
945.7188, 237.3612
946.2009, 237.3414
946.6830, 237.0520
947.1651, 236.6684
947.6472, 236.1319
948.1293, 235.5906
948.6115, 235.8147
949.0936, 236.7126
949.5757, 237.5449
950.0578, 238.1298
950.5399, 238.2558
951.0220, 237.5472
951.5042, 236.2201
951.9863, 235.2381
952.4684, 234.7968
952.9505, 234.1845
953.4326, 233.1322
953.9147, 232.0202
954.3969, 231.7083
954.8790, 231.8762
955.3611, 231.5898
955.8432, 230.4064
956.3253, 229.2261
956.8074, 228.5151
957.2896, 228.0362
957.7717, 227.5636
958.2538, 227.1237
958.7359, 226.4571
959.2180, 225.4500
959.7001, 224.6897
960.1823, 224.9264
960.6644, 225.6576
961.1465, 225.7635
961.6286, 225.2878
962.1107, 224.9554
962.5928, 225.3406
963.0750, 225.7001
963.5571, 225.6159
964.0392, 225.2557
964.5213, 225.3181
965.0034, 225.8732
965.4855, 226.2626
965.9677, 226.3067
966.4498, 226.0788
966.9319, 225.3699
967.4140, 224.5445
967.8961, 224.2825
968.3782, 225.1274
968.8604, 225.8890
969.3425, 226.1242
969.8246, 226.3921
970.3067, 227.2477
970.7888, 228.7108
971.2709, 229.8839
971.7531, 230.7235
972.2352, 231.4185
972.7173, 231.9965
973.1994, 232.5874
973.6815, 233.3339
974.1636, 234.2250
974.6458, 235.1161
975.1279, 236.0430
975.6100, 236.8304
976.0921, 237.2882
976.5742, 237.6753
977.0563, 238.8821
977.5385, 240.7664
978.0206, 242.3923
978.5027, 243.3860
978.9848, 244.1369
979.4669, 244.8992
979.9490, 245.6176
980.4311, 246.2144
980.9132, 246.6505
981.3953, 247.0422
981.8774, 247.3716
982.3596, 247.7057
982.8417, 248.1439
983.3238, 248.6278
983.8059, 248.8402
984.2880, 248.8164
984.7701, 249.1456
985.2523, 250.7267
985.7344, 252.2056
986.2165, 252.6116
986.6986, 252.2589
987.1807, 252.4563
987.6628, 253.2567
988.1450, 254.3205
988.6271, 255.6631
989.1092, 256.9856
989.5913, 257.8871
990.0734, 258.4383
990.5555, 258.7230
991.0377, 258.4998
991.5198, 258.5791
992.0019, 259.1271
992.4840, 260.0732
992.9661, 261.4434
993.4482, 263.2506
993.9304, 265.2507
994.4125, 267.4687
994.8946, 269.2628
995.3767, 269.7822
995.8588, 270.0145
996.3409, 270.7850
996.8231, 272.0948
997.3052, 273.7671
997.7873, 276.1504
998.2694, 278.1371
998.7515, 279.1827
999.2336, 280.0942
999.7158, 282.9331
1000.198, 287.0916
1000.680, 290.1815
1001.162, 291.2545
1001.644, 292.1815
1002.126, 294.0936
1002.608, 296.4070
1003.091, 298.5746
1003.573, 300.5582
1004.055, 302.7233
1004.537, 305.2378
1005.019, 307.2161
1005.501, 307.7619
1005.983, 307.5527
1006.465, 308.0526
1006.948, 308.9344
1007.430, 308.9372
1007.912, 307.1437
1008.394, 304.8563
1008.876, 302.2473
1009.358, 299.5185
1009.840, 297.3792
1010.322, 295.7710
1010.804, 292.3676
1011.287, 286.4862
1011.769, 280.3326
1012.251, 275.6841
1012.733, 271.9969
1013.215, 268.8978
1013.697, 266.4796
1014.179, 263.7080
1014.661, 260.4818
1015.143, 257.0400
1015.626, 253.2351
1016.108, 249.4698
1016.590, 247.3533
1017.072, 246.4487
1017.554, 245.0599
1018.036, 241.5071
1018.518, 238.3426
1019.000, 236.6863
1019.483, 236.0552
1019.965, 235.8926
1020.447, 236.3541
1020.929, 236.4249
1021.411, 236.0408
1021.893, 235.2091
1022.375, 233.3775
1022.857, 231.4276
1023.339, 230.5700
1023.822, 230.8655
1024.304, 231.2733
1024.786, 232.0083
1025.268, 232.1164
1025.750, 231.0055
1026.232, 229.3183
1026.714, 229.0431
1027.196, 229.8948
1027.679, 230.3406
1028.161, 229.6235
1028.643, 228.9910
1029.125, 229.4737
1029.607, 230.3418
1030.089, 230.8066
1030.571, 230.7715
1031.053, 230.5950
1031.536, 230.2659
1032.018, 229.8218
1032.500, 229.1668
1032.982, 228.4770
1033.464, 228.0299
1033.946, 227.8134
1034.428, 227.7374
1034.910, 227.9823
1035.392, 228.0860
1035.875, 227.8968
1036.357, 227.5769
1036.839, 227.3481
1037.321, 227.2249
1037.803, 227.4462
1038.285, 228.1207
1038.767, 228.6034
1039.249, 228.1383
1039.731, 227.4390
1040.214, 227.0810
1040.696, 227.1245
1041.178, 227.2832
1041.660, 227.5821
1042.142, 227.9268
1042.624, 228.4705
1043.106, 228.8165
1043.588, 227.8625
1044.071, 226.2001
1044.553, 225.1792
1045.035, 225.9184
1045.517, 226.3317
1045.999, 225.7381
1046.481, 224.9842
1046.963, 224.8736
1047.445, 225.3668
1047.927, 225.9099
1048.410, 226.4819
1048.892, 226.9293
1049.374, 227.1472
1049.856, 227.1976
1050.338, 226.9659
1050.820, 226.5801
1051.302, 226.6478
1051.784, 227.4328
1052.266, 227.6849
1052.749, 226.9878
1053.231, 226.1387
1053.713, 226.3894
1054.195, 227.1963
1054.677, 227.6220
1055.159, 227.3984
1055.641, 227.3626
1056.123, 228.0426
1056.606, 228.6152
1057.088, 228.7398
1057.570, 228.4421
1058.052, 227.6219
1058.534, 226.4145
1059.016, 225.6893
1059.498, 226.1172
1059.980, 226.7937
1060.463, 227.4028
1060.945, 227.8012
1061.427, 227.7274
1061.909, 226.9176
1062.391, 226.7012
1062.873, 227.2068
1063.355, 227.7845
1063.837, 227.7099
1064.319, 227.4592
1064.802, 227.8167
1065.284, 228.6802
1065.766, 229.2567
1066.248, 229.1778
1066.730, 229.0092
1067.212, 228.9232
1067.694, 228.7015
1068.176, 227.5276
1068.658, 225.8356
1069.141, 225.4866
1069.623, 227.0239
1070.105, 228.4673
1070.587, 228.5820
1071.069, 228.2810
1071.551, 228.1065
1072.033, 228.0737
1072.515, 228.3928
1072.998, 229.0824
1073.480, 229.3456
1073.962, 228.3224
1074.444, 227.4696
1074.926, 229.2227
1075.408, 231.9101
1075.890, 232.8231
1076.372, 229.7626
1076.854, 228.3402
1077.337, 228.9754
1077.819, 230.1233
1078.301, 230.6086
1078.783, 230.6316
1079.265, 230.6040
1079.747, 230.5351
1080.229, 230.4043
1080.711, 229.9375
1081.193, 229.7771
1081.676, 230.3293
1082.158, 231.0369
1082.640, 230.7621
1083.122, 229.6500
1083.604, 229.2242
1084.086, 229.7445
1084.568, 230.3221
1085.050, 230.1658
1085.532, 229.9118
1086.015, 230.0992
1086.497, 230.6785
1086.979, 231.0503
1087.461, 231.2015
1087.943, 231.2543
1088.425, 231.2600
1088.907, 231.1712
1089.389, 230.7591
1089.872, 230.2832
1090.354, 230.1059
1090.836, 230.3154
1091.318, 230.8932
1091.800, 232.0375
1092.282, 233.0940
1092.764, 233.6622
1093.246, 233.8313
1093.729, 233.8195
1094.211, 233.6384
1094.693, 233.3456
1095.175, 232.6865
1095.657, 232.2747
1096.139, 232.4173
1096.621, 232.7541
1097.103, 232.9089
1097.585, 232.8908
1098.068, 232.8343
1098.550, 232.7540
1099.032, 232.9272
1099.514, 234.1877
1099.996, 235.1803
1100.478, 234.6262
1100.960, 233.0202
1101.442, 232.3217
1101.924, 232.6967
1102.407, 232.9685
1102.889, 232.8764
1103.371, 232.8057
1103.853, 233.2817
1104.335, 233.9718
1104.817, 234.4894
1105.299, 234.7668
1105.781, 235.0542
1106.264, 235.4500
1106.746, 235.6429
1107.228, 235.4047
1107.710, 235.0370
1108.192, 235.2459
1108.674, 235.7981
1109.156, 236.1533
1109.638, 236.0336
1110.120, 235.9944
1110.603, 236.2985
1111.085, 236.5798
1111.567, 236.6703
1112.049, 236.5518
1112.531, 235.7708
1113.013, 234.5195
1113.495, 233.9440
1113.977, 235.4555
1114.459, 236.8625
1114.942, 236.9001
1115.424, 236.3564
1115.906, 236.3150
1116.388, 236.8656
1116.870, 236.7975
1117.352, 236.0185
1117.834, 235.4294
1118.316, 236.0325
1118.799, 236.8721
1119.281, 237.1557
1119.763, 236.9643
1120.245, 236.7688
1120.727, 236.5125
1121.209, 236.5461
1121.691, 236.9625
1122.173, 237.5364
1122.656, 238.2234
1123.138, 238.7807
1123.620, 238.8211
1124.102, 238.2866
1124.584, 237.6711
1125.066, 236.7450
1125.548, 236.3574
1126.030, 236.8471
1126.512, 237.9196
1126.995, 239.4270
1127.477, 240.9847
1127.959, 241.6116
1128.441, 240.8880
1128.923, 239.9482
1129.405, 238.6449
1129.887, 237.7908
1130.369, 237.8394
1130.851, 238.6777
1131.334, 240.2565
1131.816, 242.2596
1132.298, 243.1982
1132.780, 241.5421
1133.262, 240.0964
1133.744, 240.4916
1134.226, 241.4530
1134.708, 241.7429
1135.191, 241.2916
1135.673, 241.3349
1136.155, 241.8606
1136.637, 242.4396
1137.119, 242.8838
1137.601, 243.2089
1138.083, 243.4375
1138.565, 243.5454
1139.047, 243.4920
1139.530, 243.2605
1140.012, 242.9091
1140.494, 242.4033
1140.976, 242.1557
1141.458, 242.7083
1141.940, 243.5767
1142.422, 244.4530
1142.904, 245.2247
1143.386, 245.4309
1143.869, 244.8232
1144.351, 244.3222
1144.833, 244.0056
1145.315, 244.1149
1145.797, 245.4772
1146.279, 247.1999
1146.761, 247.9681
1147.243, 247.6088
1147.726, 247.0139
1148.208, 245.9385
1148.690, 245.4801
1149.172, 246.1390
1149.654, 247.3274
1150.136, 248.0533
1150.618, 248.4103
1151.100, 248.4925
1151.583, 248.1758
1152.065, 248.2764
1152.547, 249.5530
1153.029, 250.4805
1153.511, 250.2067
1153.993, 249.1345
1154.475, 248.4488
1154.957, 248.1133
1155.439, 248.0251
1155.922, 248.2638
1156.404, 248.5110
1156.886, 248.6546
1157.368, 248.7754
1157.850, 248.9702
1158.332, 249.2107
1158.814, 249.0925
1159.296, 248.6913
1159.778, 248.4931
1160.261, 248.9790
1160.743, 249.4645
1161.225, 249.5213
1161.707, 249.4765
1162.189, 249.7314
1162.671, 250.2972
1163.153, 250.3938
1163.635, 250.0217
1164.118, 249.8253
1164.600, 250.6988
1165.082, 251.4163
1165.564, 250.9299
1166.046, 249.8476
1166.528, 249.3258
1167.010, 249.4173
1167.492, 249.5812
1167.974, 249.7715
1168.457, 250.0559
1168.939, 250.6342
1169.421, 251.2070
1169.903, 251.6125
1170.385, 251.7970
1170.867, 251.6289
1171.349, 251.0349
1171.831, 250.4802
1172.313, 250.0240
1172.796, 249.7653
1173.278, 249.8435
1173.760, 250.1497
1174.242, 250.6712
1174.724, 251.3775
1175.206, 251.8379
1175.688, 251.9315
1176.170, 252.3639
1176.653, 253.4846
1177.135, 254.4691
1177.617, 253.9494
1178.099, 252.8599
1178.581, 252.4466
1179.063, 252.9825
1179.545, 252.8945
1180.027, 251.8660
1180.510, 251.2117
1180.992, 251.5464
1181.474, 252.2422
1181.956, 252.3544
1182.438, 252.1968
1182.920, 252.2872
1183.402, 252.8329
1183.884, 253.2063
1184.366, 253.4131
1184.849, 253.3559
1185.331, 252.8719
1185.813, 252.2291
1186.295, 251.7731
1186.777, 251.5703
1187.259, 251.8036
1187.741, 252.9513
1188.223, 253.4853
1188.705, 253.1152
1189.188, 252.6646
1189.670, 252.6561
1190.152, 252.9364
1190.634, 253.2534
1191.116, 253.5821
1191.598, 253.8647
1192.080, 254.1272
1192.562, 254.2461
1193.045, 254.1731
1193.527, 254.0522
1194.009, 253.9021
1194.491, 253.8280
1194.973, 254.0531
1195.455, 254.5735
1195.937, 255.3651
1196.419, 257.0741
1196.901, 258.0455
1197.384, 258.0013
1197.866, 257.4131
1198.348, 256.4835
1198.830, 255.4401
1199.312, 254.7075
1199.794, 254.3557
1200.276, 254.6104
1200.758, 256.2848
1201.240, 257.5848
1201.723, 258.3276
1202.205, 258.4854
1202.687, 257.5397
1203.169, 256.1148
1203.651, 255.9277
1204.133, 256.9461
1204.615, 257.8209
1205.097, 257.9754
1205.580, 258.0118
1206.062, 258.0131
1206.544, 258.0017
1207.026, 258.0189
1207.508, 258.0442
1207.990, 257.9336
1208.472, 257.6948
1208.954, 257.7906
1209.437, 259.0398
1209.919, 259.6884
1210.401, 259.0426
1210.883, 258.0681
1211.365, 258.6941
1211.847, 260.1992
1212.329, 260.7268
1212.811, 259.9897
1213.293, 259.6378
1213.776, 260.6485
1214.258, 261.5717
1214.740, 262.0793
1215.222, 262.2286
1215.704, 262.1000
1216.186, 261.7141
1216.668, 260.9335
1217.150, 259.6454
1217.632, 259.0783
1218.115, 260.2766
1218.597, 261.1204
1219.079, 260.7084
1219.561, 259.8340
1220.043, 260.1348
1220.525, 261.2237
1221.007, 262.3535
1221.489, 263.4566
1221.972, 264.0242
1222.454, 263.6615
1222.936, 263.2858
1223.418, 263.2271
1223.900, 263.3864
1224.382, 263.7235
1224.864, 264.0711
1225.346, 263.9965
1225.828, 263.2169
1226.311, 262.8322
1226.793, 263.1335
1227.275, 263.5532
1227.757, 263.9305
1228.239, 264.1577
1228.721, 263.6497
1229.203, 262.9098
1229.685, 263.1115
1230.167, 265.1213
1230.650, 266.0523
1231.132, 265.2944
1231.614, 264.4409
1232.096, 264.1842
1232.578, 264.4673
1233.060, 265.6042
1233.542, 267.0802
1234.024, 267.8694
1234.507, 267.4425
1234.989, 266.9984
1235.471, 266.5290
1235.953, 266.2345
1236.435, 266.2927
1236.917, 266.5275
1237.399, 266.6992
1237.881, 266.8148
1238.364, 266.8500
1238.846, 266.5585
1239.328, 266.9019
1239.810, 268.0290
1240.292, 269.1993
1240.774, 270.0359
1241.256, 270.5837
1241.738, 270.8322
1242.220, 270.8849
1242.703, 270.9039
1243.185, 270.7939
1243.667, 271.0677
1244.149, 271.7900
1244.631, 272.4716
1245.113, 272.6804
1245.595, 272.7705
1246.077, 273.3628
1246.559, 274.0181
1247.042, 273.8534
1247.524, 272.4362
1248.006, 271.8195
1248.488, 272.0640
1248.970, 272.3503
1249.452, 271.9506
1249.934, 271.5540
1250.416, 271.9016
1250.899, 272.5931
1251.381, 272.9842
1251.863, 273.0133
1252.345, 273.0714
1252.827, 273.1657
1253.309, 273.1476
1253.791, 272.6127
1254.273, 272.2582
1254.755, 272.8995
1255.238, 273.8047
1255.720, 273.7651
1256.202, 272.6946
1256.684, 272.9518
1257.166, 274.4923
1257.648, 275.8489
1258.130, 275.9735
1258.612, 275.8510
1259.094, 275.9238
1259.577, 276.0524
1260.059, 276.1476
1260.541, 276.1946
1261.023, 275.7444
1261.505, 274.9032
1261.987, 274.5352
1262.469, 275.8623
1262.951, 276.7421
1263.434, 275.9921
1263.916, 275.0686
1264.398, 275.8068
1264.880, 277.6325
1265.362, 277.7591
1265.844, 276.4033
1266.326, 275.1683
1266.808, 274.6519
1267.291, 274.5330
1267.773, 274.7751
1268.255, 275.2798
1268.737, 276.1719
1269.219, 277.1789
1269.701, 277.5229
1270.183, 277.3493
1270.665, 277.3058
1271.147, 277.8178
1271.630, 278.1368
1272.112, 278.1689
1272.594, 278.1301
1273.076, 278.3067
1273.558, 278.4879
1274.040, 278.2909
1274.522, 277.8133
1275.004, 277.3680
1275.486, 276.8861
1275.969, 276.7821
1276.451, 277.1270
1276.933, 277.5976
1277.415, 277.8416
1277.897, 278.1266
1278.379, 278.9464
1278.861, 279.9805
1279.343, 280.3969
1279.825, 280.0270
1280.308, 279.7116
1280.790, 279.4763
1281.272, 279.5931
