##NAMES=Fluorcalciomicrolite
##RRUFFID=R070365
##IDEAL CHEMISTRY=(Ca,Na)_2_Ta^5+^_2_O_6_F
##LOCALITY=Ponte da Raiz mine, Minas Gerais, Southeast Brazil
##OWNER=RRUFF
##SOURCE=Michael Scott
##DESCRIPTION=Brown octahedron associated with albite
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.
##URL=rruff.info/R070365
##MEASURED CHEMISTRY=(Ca_0.80_Sr_0.07_Pb_0.02_Na_0.84_U_0.22_)(Ta_1.62_Nb_0.19_Ti_0.18_Sn_0.01_)_2_O_6_(F_0.46_O_0.42_) ; bright area, (Ca_0.84_Na_0.23_U_0.23_Sr_0.08_Pb_0.02_)(Ta_1.60_Ti_0.21_Nb_0.19_)_2_O_6_(F_0.32_O_0.25_) = dark area
707.2733, 3194.865
707.7554, 3217.235
708.2375, 3223.158
708.7196, 3205.369
709.2017, 3183.006
709.6838, 3174.993
710.1660, 3175.988
710.6481, 3171.434
711.1302, 3161.650
711.6123, 3155.634
712.0944, 3156.773
712.5765, 3162.128
713.0587, 3168.567
713.5408, 3176.208
714.0229, 3182.459
714.5050, 3187.689
714.9871, 3190.873
715.4692, 3192.029
715.9514, 3190.997
716.4335, 3184.288
716.9156, 3174.476
717.3977, 3172.620
717.8798, 3189.216
718.3619, 3206.541
718.8441, 3209.595
719.3262, 3204.154
719.8083, 3199.075
720.2904, 3195.924
720.7725, 3193.392
721.2546, 3190.416
721.7368, 3188.382
722.2189, 3191.848
722.7010, 3202.272
723.1831, 3207.316
723.6652, 3202.157
724.1473, 3199.621
724.6295, 3214.371
725.1116, 3233.473
725.5937, 3227.573
726.0758, 3184.907
726.5579, 3158.422
727.0400, 3171.388
727.5222, 3189.132
728.0043, 3188.866
728.4864, 3180.112
728.9685, 3180.281
729.4506, 3193.776
729.9327, 3211.536
730.4149, 3228.545
730.8970, 3242.660
731.3791, 3249.091
731.8612, 3247.995
732.3433, 3238.286
732.8254, 3217.875
733.3076, 3200.487
733.7897, 3201.445
734.2718, 3219.056
734.7539, 3230.946
735.2360, 3234.635
735.7181, 3236.719
736.2003, 3235.164
736.6824, 3234.872
737.1645, 3237.359
737.6466, 3243.650
738.1287, 3257.630
738.6108, 3286.859
739.0930, 3307.956
739.5751, 3298.013
740.0572, 3279.458
740.5393, 3278.594
741.0214, 3293.817
741.5035, 3313.434
741.9857, 3331.934
742.4678, 3344.489
742.9499, 3339.005
743.4320, 3317.721
743.9141, 3312.799
744.3962, 3326.430
744.8784, 3347.563
745.3605, 3376.203
745.8426, 3404.325
746.3247, 3421.068
746.8068, 3425.606
747.2889, 3425.694
747.7711, 3412.738
748.2532, 3406.685
748.7353, 3419.239
749.2174, 3435.417
749.6995, 3440.301
750.1816, 3435.417
750.6638, 3433.930
751.1459, 3445.830
751.6280, 3456.025
752.1101, 3443.295
752.5922, 3421.530
753.0743, 3420.025
753.5565, 3439.379
754.0386, 3458.632
754.5207, 3465.636
755.0028, 3464.319
755.4849, 3460.032
755.9670, 3451.525
756.4492, 3452.965
756.9313, 3467.935
757.4134, 3484.523
757.8955, 3498.013
758.3776, 3510.100
758.8597, 3524.096
759.3419, 3540.394
759.8240, 3553.870
760.3061, 3565.109
760.7882, 3572.285
761.2703, 3569.821
761.7524, 3566.146
762.2346, 3572.195
762.7167, 3586.950
763.1988, 3598.164
763.6809, 3595.282
764.1630, 3592.309
764.6451, 3608.689
765.1273, 3637.046
765.6094, 3662.353
766.0915, 3681.291
766.5736, 3686.015
767.0557, 3669.774
767.5378, 3645.073
768.0200, 3641.930
768.5021, 3666.171
768.9842, 3674.282
769.4663, 3652.722
769.9484, 3643.295
770.4305, 3675.923
770.9127, 3722.589
771.3948, 3738.431
771.8769, 3719.958
772.3590, 3718.214
772.8411, 3759.822
773.3232, 3794.057
773.8054, 3793.940
774.2875, 3781.556
774.7696, 3778.885
775.2517, 3788.340
775.7338, 3803.308
776.2159, 3823.065
776.6981, 3840.680
777.1802, 3843.759
777.6623, 3839.878
778.1444, 3848.806
778.6265, 3871.116
779.1086, 3891.525
779.5908, 3901.370
780.0729, 3904.681
780.5550, 3908.041
781.0371, 3911.209
781.5192, 3917.434
782.0013, 3928.859
782.4835, 3937.353
782.9656, 3936.638
783.4477, 3934.529
783.9298, 3943.718
784.4119, 3964.667
784.8940, 3975.517
785.3762, 3967.524
785.8583, 3959.422
786.3404, 3949.495
786.8225, 3946.813
787.3046, 3966.746
787.7867, 4001.202
788.2689, 4022.059
788.7510, 4013.400
789.2331, 4002.077
789.7152, 4013.796
790.1973, 4036.026
790.6794, 4050.936
791.1616, 4057.147
791.6437, 4055.782
792.1258, 4047.314
792.6079, 4038.462
793.0900, 4039.696
793.5721, 4049.480
794.0543, 4050.159
794.5364, 4038.884
795.0185, 4038.572
795.5006, 4062.091
795.9827, 4084.765
796.4648, 4078.802
796.9470, 4048.005
797.4291, 4033.566
797.9112, 4051.139
798.3933, 4062.877
798.8754, 4059.097
799.3575, 4057.061
799.8397, 4069.944
800.3218, 4090.770
800.8039, 4106.565
801.2860, 4114.536
801.7681, 4115.942
802.2502, 4106.019
802.7324, 4094.540
803.2145, 4091.208
803.6966, 4092.763
804.1787, 4091.146
804.6608, 4085.077
805.1429, 4081.748
805.6251, 4088.696
806.1072, 4100.366
806.5893, 4106.671
807.0714, 4107.281
807.5535, 4096.208
808.0356, 4071.420
808.5178, 4051.855
808.9999, 4050.920
809.4820, 4061.765
809.9641, 4067.634
810.4462, 4068.255
810.9283, 4064.229
811.4105, 4048.846
811.8926, 4039.836
812.3747, 4051.779
812.8568, 4068.451
813.3389, 4069.806
813.8210, 4055.755
814.3032, 4044.716
814.7853, 4043.552
815.2674, 4040.475
815.7495, 4025.030
816.2316, 4010.961
816.7137, 4016.864
817.1959, 4035.520
817.6780, 4042.149
818.1601, 4024.999
818.6422, 4000.186
819.1243, 3974.233
819.6064, 3953.279
820.0886, 3951.154
820.5707, 3963.208
821.0528, 3973.704
821.5349, 3976.624
822.0170, 3968.440
822.4991, 3940.156
822.9813, 3900.244
823.4634, 3889.518
823.9455, 3909.798
824.4276, 3919.077
824.9097, 3907.131
825.3918, 3888.742
825.8740, 3873.530
826.3561, 3861.513
826.8382, 3853.277
827.3203, 3851.618
827.8024, 3847.187
828.2845, 3833.912
828.7667, 3825.402
829.2488, 3834.698
829.7309, 3846.491
830.2130, 3839.593
830.6951, 3812.996
831.1772, 3792.509
831.6594, 3795.429
832.1415, 3792.014
832.6236, 3760.271
833.1057, 3722.580
833.5878, 3702.054
834.0699, 3697.078
834.5521, 3693.620
835.0342, 3685.552
835.5163, 3676.789
835.9984, 3672.017
836.4805, 3668.297
836.9626, 3658.271
837.4448, 3644.554
837.9269, 3639.192
838.4090, 3645.747
838.8911, 3653.008
839.3732, 3648.782
839.8553, 3636.163
840.3375, 3626.781
840.8196, 3620.740
841.3017, 3611.692
841.7838, 3597.571
842.2659, 3585.509
842.7480, 3581.761
843.2302, 3581.449
843.7123, 3571.583
844.1944, 3548.160
844.6765, 3528.653
845.1586, 3517.302
845.6407, 3503.570
846.1229, 3479.327
846.6050, 3454.201
847.0871, 3439.901
847.5692, 3435.282
848.0513, 3424.564
848.5334, 3394.337
849.0156, 3372.947
849.4977, 3375.692
849.9798, 3383.299
850.4619, 3381.927
850.9440, 3373.126
851.4261, 3363.420
851.9083, 3354.864
852.3904, 3344.003
852.8725, 3322.406
853.3546, 3302.423
853.8367, 3306.046
854.3188, 3318.620
854.8010, 3305.860
855.2831, 3264.498
855.7652, 3222.193
856.2473, 3198.093
856.7294, 3188.040
857.2115, 3190.643
857.6937, 3201.552
858.1758, 3199.910
858.6579, 3184.067
859.1400, 3166.922
859.6221, 3154.614
860.1042, 3142.043
860.5864, 3119.810
861.0685, 3088.872
861.5506, 3073.472
862.0327, 3076.713
862.5148, 3085.169
862.9969, 3103.066
863.4791, 3111.092
863.9612, 3087.561
864.4433, 3043.833
864.9254, 3022.441
865.4075, 3043.436
865.8896, 3044.675
866.3718, 3008.630
866.8539, 2974.589
867.3360, 2956.074
867.8181, 2946.707
868.3002, 2942.267
868.7823, 2941.406
869.2645, 2934.521
869.7466, 2915.417
870.2287, 2894.809
870.7108, 2874.329
871.1929, 2856.169
871.6750, 2843.190
872.1572, 2834.019
872.6393, 2825.145
873.1214, 2815.331
873.6035, 2807.239
874.0856, 2808.578
874.5677, 2807.813
875.0499, 2787.130
875.5320, 2755.604
876.0141, 2733.852
876.4962, 2724.350
876.9783, 2713.290
877.4604, 2690.391
877.9426, 2665.085
878.4247, 2655.343
878.9068, 2656.288
879.3889, 2648.557
879.8710, 2631.616
880.3531, 2616.294
880.8353, 2607.121
881.3174, 2600.140
881.7995, 2591.446
882.2816, 2580.508
882.7637, 2561.868
883.2458, 2533.512
883.7280, 2514.264
884.2101, 2510.209
884.6922, 2505.722
885.1743, 2490.203
885.6564, 2468.481
886.1385, 2450.615
886.6207, 2436.614
887.1028, 2427.392
887.5849, 2432.970
888.0670, 2426.901
888.5491, 2388.461
889.0313, 2347.838
889.5134, 2334.099
889.9955, 2341.208
890.4776, 2341.274
890.9597, 2330.447
891.4418, 2316.244
891.9240, 2294.454
892.4061, 2275.135
892.8882, 2266.719
893.3703, 2262.209
893.8524, 2252.731
894.3345, 2236.979
894.8167, 2217.233
895.2988, 2187.641
895.7809, 2162.615
896.2630, 2152.581
896.7451, 2148.759
897.2272, 2143.154
897.7094, 2135.506
898.1915, 2128.710
898.6736, 2123.842
899.1557, 2116.717
899.6378, 2100.538
900.1199, 2083.053
900.6021, 2077.473
901.0842, 2076.957
901.5663, 2065.557
902.0484, 2042.009
902.5305, 2016.626
903.0126, 1995.481
903.4948, 1978.392
903.9769, 1965.253
904.4590, 1956.037
904.9411, 1953.485
905.4232, 1956.178
905.9053, 1953.091
906.3875, 1940.692
906.8696, 1926.197
907.3517, 1916.716
907.8338, 1910.179
908.3159, 1898.533
908.7980, 1881.719
909.2802, 1871.560
909.7623, 1870.302
910.2444, 1868.068
910.7265, 1860.063
911.2086, 1848.863
911.6907, 1838.040
912.1729, 1827.576
912.6550, 1815.951
913.1371, 1802.544
913.6192, 1789.962
914.1013, 1779.202
914.5834, 1768.248
915.0656, 1755.368
915.5477, 1741.563
916.0298, 1728.901
916.5119, 1717.245
916.9940, 1707.227
917.4761, 1700.659
917.9583, 1693.177
918.4404, 1681.275
918.9225, 1670.177
919.4046, 1666.274
919.8867, 1666.804
920.3688, 1661.194
920.8510, 1645.344
921.3331, 1630.669
921.8152, 1617.748
922.2973, 1607.537
922.7794, 1601.700
923.2615, 1597.940
923.7437, 1595.207
924.2258, 1592.513
924.7079, 1585.350
925.1900, 1567.601
925.6721, 1553.011
926.1542, 1551.402
926.6364, 1551.221
927.1185, 1542.295
927.6006, 1528.541
928.0827, 1517.911
928.5648, 1511.973
929.0469, 1505.901
929.5291, 1496.174
930.0112, 1486.309
930.4933, 1476.865
930.9754, 1470.152
931.4575, 1471.676
931.9396, 1478.304
932.4218, 1480.670
932.9039, 1475.444
933.3860, 1468.685
933.8681, 1466.418
934.3502, 1464.908
934.8323, 1459.359
935.3145, 1450.869
935.7966, 1439.922
936.2787, 1428.165
936.7608, 1421.652
937.2429, 1423.846
937.7250, 1428.771
938.2072, 1431.445
938.6893, 1430.493
939.1714, 1419.378
939.6535, 1401.505
940.1356, 1391.001
940.6177, 1390.486
941.0999, 1392.060
941.5820, 1390.371
942.0641, 1386.368
942.5462, 1382.516
943.0283, 1377.995
943.5104, 1366.731
943.9926, 1349.246
944.4747, 1335.592
944.9568, 1328.939
945.4389, 1323.452
945.9210, 1313.218
946.4031, 1301.928
946.8853, 1302.334
947.3674, 1314.333
947.8495, 1316.047
948.3316, 1304.940
948.8137, 1298.053
949.2958, 1303.110
949.7780, 1308.613
950.2601, 1300.504
950.7422, 1282.551
951.2243, 1276.611
951.7064, 1285.745
952.1885, 1285.045
952.6707, 1267.731
953.1528, 1258.715
953.6349, 1273.448
954.1170, 1293.750
954.5991, 1293.464
955.0812, 1273.994
955.5634, 1267.454
956.0455, 1279.535
956.5276, 1287.396
957.0097, 1289.069
957.4918, 1284.175
957.9739, 1269.084
958.4561, 1251.032
958.9382, 1242.426
959.4203, 1244.096
959.9024, 1242.698
960.3845, 1234.088
960.8666, 1231.083
961.3488, 1241.117
961.8309, 1249.467
962.3130, 1245.430
962.7951, 1234.548
963.2772, 1227.313
963.7593, 1223.987
964.2415, 1222.936
964.7236, 1225.726
965.2057, 1228.513
965.6878, 1234.863
966.1699, 1236.924
966.6520, 1223.579
967.1342, 1203.612
967.6163, 1199.675
968.0984, 1219.932
968.5805, 1225.307
969.0626, 1195.538
969.5447, 1175.341
970.0269, 1180.629
970.5090, 1195.193
970.9911, 1215.010
971.4732, 1233.042
971.9553, 1229.054
972.4374, 1190.796
972.9196, 1167.935
973.4017, 1180.574
973.8838, 1192.440
974.3659, 1187.923
974.8480, 1179.681
975.3301, 1180.480
975.8123, 1187.283
976.2944, 1187.664
976.7765, 1175.573
977.2586, 1170.795
977.7407, 1184.969
978.2228, 1198.545
978.7050, 1204.558
979.1871, 1204.630
979.6692, 1197.896
980.1513, 1186.978
980.6334, 1179.733
981.1155, 1178.620
981.5977, 1178.846
982.0798, 1182.288
982.5619, 1182.867
983.0440, 1173.263
983.5261, 1162.214
984.0082, 1160.119
984.4904, 1165.694
984.9725, 1170.954
985.4546, 1175.336
985.9367, 1174.677
986.4188, 1162.774
986.9009, 1150.714
987.3831, 1141.586
987.8652, 1138.219
988.3473, 1148.920
988.8294, 1168.891
989.3115, 1177.084
989.7936, 1161.815
990.2758, 1150.258
990.7579, 1160.307
991.2400, 1170.269
991.7221, 1161.972
992.2042, 1148.320
992.6863, 1147.718
993.1685, 1158.496
993.6506, 1163.476
994.1327, 1154.469
994.6148, 1146.540
995.0969, 1147.419
995.5790, 1150.526
996.0612, 1152.114
996.5433, 1152.803
997.0254, 1155.424
997.5075, 1158.556
997.9896, 1154.642
998.4717, 1137.314
998.9539, 1124.250
999.4360, 1126.927
999.9181, 1133.106
1000.400, 1135.731
1000.882, 1135.825
1001.364, 1134.716
1001.847, 1132.939
1002.329, 1131.419
1002.811, 1130.609
1003.293, 1129.655
1003.775, 1125.789
1004.257, 1124.189
1004.739, 1133.014
1005.221, 1143.229
1005.703, 1141.185
1006.186, 1129.033
1006.668, 1121.472
1007.150, 1125.229
1007.632, 1127.812
1008.114, 1120.669
1008.596, 1113.637
1009.078, 1112.074
1009.560, 1115.012
1010.043, 1124.218
1010.525, 1136.558
1011.007, 1140.955
1011.489, 1130.934
1011.971, 1124.408
1012.453, 1133.697
1012.935, 1143.509
1013.417, 1146.838
1013.899, 1143.939
1014.382, 1131.682
1014.864, 1114.003
1015.346, 1102.007
1015.828, 1098.478
1016.310, 1102.046
1016.792, 1120.291
1017.274, 1135.955
1017.756, 1139.296
1018.239, 1135.649
1018.721, 1128.187
1019.203, 1119.162
1019.685, 1112.499
1020.167, 1108.883
1020.649, 1108.776
1021.131, 1116.650
1021.613, 1122.692
1022.095, 1121.632
1022.578, 1117.337
1023.060, 1111.886
1023.542, 1106.585
1024.024, 1103.699
1024.506, 1103.818
1024.988, 1105.273
1025.470, 1109.010
1025.952, 1112.213
1026.435, 1114.943
1026.917, 1115.689
1027.399, 1111.994
1027.881, 1105.775
1028.363, 1101.673
1028.845, 1100.901
1029.327, 1096.827
1029.809, 1077.880
1030.292, 1069.880
1030.774, 1089.596
1031.256, 1112.554
1031.738, 1123.192
1032.220, 1125.060
1032.702, 1124.140
1033.184, 1120.405
1033.666, 1120.938
1034.148, 1132.887
1034.630, 1139.713
1035.113, 1139.950
1035.595, 1133.098
1036.077, 1111.953
1036.559, 1087.168
1037.041, 1074.300
1037.523, 1073.741
1038.005, 1078.024
1038.487, 1091.871
1038.970, 1102.732
1039.452, 1110.508
1039.934, 1114.419
1040.416, 1113.330
1040.898, 1108.724
1041.380, 1100.157
1041.862, 1088.670
1042.344, 1086.619
1042.826, 1103.765
1043.309, 1108.192
1043.791, 1090.789
1044.273, 1075.389
1044.755, 1069.261
1045.237, 1070.911
1045.719, 1081.138
1046.201, 1097.252
1046.683, 1106.765
1047.166, 1108.416
1047.648, 1107.950
1048.130, 1105.645
1048.612, 1099.522
1049.094, 1085.993
1049.576, 1076.715
1050.058, 1083.691
1050.540, 1099.387
1051.022, 1102.211
1051.505, 1090.176
1051.987, 1085.680
1052.469, 1090.055
1052.951, 1093.936
1053.433, 1095.214
1053.915, 1095.111
1054.397, 1094.192
1054.879, 1093.365
1055.361, 1095.630
1055.844, 1100.041
1056.326, 1092.254
1056.808, 1072.312
1057.290, 1065.198
1057.772, 1075.299
1058.254, 1085.211
1058.736, 1085.620
1059.218, 1084.024
1059.701, 1091.867
1060.183, 1104.323
1060.665, 1103.633
1061.147, 1092.173
1061.629, 1080.589
1062.111, 1071.156
1062.593, 1071.728
1063.075, 1084.866
1063.557, 1098.526
1064.040, 1101.082
1064.522, 1096.829
1065.004, 1091.933
1065.486, 1086.970
1065.968, 1082.306
1066.450, 1078.970
1066.932, 1081.398
1067.414, 1089.733
1067.896, 1096.789
1068.379, 1097.867
1068.861, 1094.863
1069.343, 1085.594
1069.825, 1076.847
1070.307, 1080.601
1070.789, 1091.298
1071.271, 1098.161
1071.753, 1099.394
1072.236, 1097.363
1072.718, 1092.643
1073.200, 1088.308
1073.682, 1085.578
1074.164, 1085.213
1074.646, 1090.538
1075.128, 1096.621
1075.610, 1096.662
1076.093, 1092.266
1076.575, 1089.883
1077.057, 1091.346
1077.539, 1090.421
1078.021, 1079.016
1078.503, 1071.776
1078.985, 1080.370
1079.467, 1090.697
1079.949, 1088.726
1080.432, 1082.411
1080.914, 1088.552
1081.396, 1107.905
1081.878, 1117.922
1082.360, 1108.288
1082.842, 1098.751
1083.324, 1089.127
1083.806, 1083.962
1084.288, 1087.614
1084.771, 1095.088
1085.253, 1104.086
1085.735, 1112.606
1086.217, 1109.847
1086.699, 1086.611
1087.181, 1077.219
1087.663, 1089.576
1088.145, 1099.874
1088.628, 1101.741
1089.110, 1100.149
1089.592, 1097.140
1090.074, 1095.118
1090.556, 1100.222
1091.038, 1112.887
1091.520, 1119.923
1092.002, 1120.841
1092.484, 1117.999
1092.967, 1110.843
1093.449, 1106.559
1093.931, 1109.220
1094.413, 1113.921
1094.895, 1114.340
1095.377, 1111.761
1095.859, 1110.607
1096.341, 1110.813
1096.823, 1112.505
1097.306, 1115.385
1097.788, 1116.484
1098.270, 1114.985
1098.752, 1114.241
1099.234, 1117.665
1099.716, 1120.070
1100.198, 1109.874
1100.680, 1094.814
1101.163, 1091.464
1101.645, 1096.622
1102.127, 1102.061
1102.609, 1105.522
1103.091, 1105.580
1103.573, 1101.323
1104.055, 1097.796
1104.537, 1096.834
1105.020, 1100.976
1105.502, 1120.276
1105.984, 1140.178
1106.466, 1138.864
1106.948, 1124.693
1107.430, 1120.952
1107.912, 1131.816
1108.394, 1137.065
1108.876, 1122.400
1109.359, 1109.857
1109.841, 1108.556
1110.323, 1110.828
1110.805, 1114.531
1111.287, 1117.436
1111.769, 1114.388
1112.251, 1107.748
1112.733, 1111.003
1113.215, 1133.624
1113.698, 1145.318
1114.180, 1138.246
1114.662, 1131.349
1115.144, 1129.582
1115.626, 1127.969
1116.108, 1123.115
1116.590, 1116.151
1117.072, 1108.070
1117.555, 1098.831
1118.037, 1099.863
1118.519, 1113.593
1119.001, 1123.996
1119.483, 1129.037
1119.965, 1131.532
1120.447, 1132.359
1120.929, 1133.083
1121.411, 1135.201
1121.894, 1138.639
1122.376, 1145.671
1122.858, 1154.039
1123.340, 1148.354
1123.822, 1131.735
1124.304, 1124.617
1124.786, 1130.781
1125.268, 1140.519
1125.750, 1148.709
1126.233, 1151.632
1126.715, 1139.917
1127.197, 1124.798
1127.679, 1119.306
1128.161, 1122.771
1128.643, 1142.278
1129.125, 1167.715
1129.607, 1170.148
1130.090, 1145.055
1130.572, 1128.784
1131.054, 1148.843
1131.536, 1165.404
1132.018, 1150.004
1132.500, 1132.654
1132.982, 1133.399
1133.464, 1144.297
1133.947, 1158.548
1134.429, 1173.121
1134.911, 1180.227
1135.393, 1176.398
1135.875, 1173.820
1136.357, 1175.649
1136.839, 1175.351
1137.321, 1169.955
1137.803, 1164.882
1138.286, 1162.881
1138.768, 1163.382
1139.250, 1165.901
1139.732, 1170.167
1140.214, 1173.969
1140.696, 1177.574
1141.178, 1178.552
1141.660, 1176.617
1142.142, 1172.711
1142.625, 1166.863
1143.107, 1164.164
1143.589, 1169.008
1144.071, 1177.091
1144.553, 1183.190
1145.035, 1185.705
1145.517, 1173.482
1145.999, 1154.453
1146.482, 1159.056
1146.964, 1183.262
1147.446, 1190.767
1147.928, 1169.370
1148.410, 1150.889
1148.892, 1163.866
1149.374, 1180.647
1149.856, 1172.516
1150.339, 1160.227
1150.821, 1165.030
1151.303, 1179.421
1151.785, 1194.985
1152.267, 1207.327
1152.749, 1204.975
1153.231, 1178.365
1153.713, 1164.332
1154.195, 1181.555
1154.677, 1198.054
1155.160, 1208.260
1155.642, 1210.149
1156.124, 1194.879
1156.606, 1177.354
1157.088, 1182.487
1157.570, 1207.255
1158.052, 1214.601
1158.534, 1199.625
1159.017, 1188.436
1159.499, 1181.253
1159.981, 1187.442
1160.463, 1212.337
1160.945, 1228.734
1161.427, 1215.339
1161.909, 1190.473
1162.391, 1183.964
1162.874, 1191.754
1163.356, 1204.894
1163.838, 1219.600
1164.320, 1220.260
1164.802, 1209.516
1165.284, 1204.777
1165.766, 1211.131
1166.248, 1218.984
1166.730, 1221.929
1167.213, 1224.338
1167.695, 1232.465
1168.177, 1238.913
1168.659, 1233.313
1169.141, 1224.788
1169.623, 1225.952
1170.105, 1234.479
1170.587, 1239.873
1171.069, 1239.672
1171.552, 1241.668
1172.034, 1252.593
1172.516, 1257.358
1172.998, 1250.155
1173.480, 1241.591
1173.962, 1236.393
1174.444, 1231.003
1174.926, 1219.606
1175.409, 1206.664
1175.891, 1210.570
1176.373, 1233.505
1176.855, 1240.296
1177.337, 1230.543
1177.819, 1223.422
1178.301, 1222.502
1178.783, 1223.129
1179.266, 1223.015
1179.748, 1224.979
1180.230, 1232.662
1180.712, 1242.918
1181.194, 1254.585
1181.676, 1262.628
1182.158, 1252.177
1182.640, 1233.501
1183.122, 1229.468
1183.604, 1240.629
1184.087, 1252.614
1184.569, 1260.997
1185.051, 1263.510
1185.533, 1254.912
1186.015, 1245.975
1186.497, 1237.452
1186.979, 1234.163
1187.461, 1242.845
1187.944, 1256.584
1188.426, 1268.084
1188.908, 1276.192
1189.390, 1272.993
1189.872, 1253.250
1190.354, 1239.874
1190.836, 1231.800
1191.318, 1238.265
1191.801, 1264.899
1192.283, 1278.353
1192.765, 1257.459
1193.247, 1232.471
1193.729, 1244.100
1194.211, 1275.181
1194.693, 1284.963
1195.175, 1279.689
1195.657, 1272.062
1196.140, 1265.492
1196.622, 1268.914
1197.104, 1280.382
1197.586, 1281.875
1198.068, 1263.975
1198.550, 1251.104
1199.032, 1264.710
1199.514, 1279.742
1199.996, 1282.856
1200.479, 1280.824
1200.961, 1276.390
1201.443, 1272.043
1201.925, 1270.705
1202.407, 1272.402
1202.889, 1275.919
1203.371, 1283.243
1203.853, 1285.554
1204.336, 1280.917
1204.818, 1276.843
1205.300, 1273.734
1205.782, 1278.003
1206.264, 1294.696
1206.746, 1309.461
1207.228, 1303.243
1207.710, 1286.481
1208.193, 1286.709
1208.675, 1297.460
1209.157, 1300.500
1209.639, 1297.106
1210.121, 1291.831
1210.603, 1287.317
1211.085, 1290.904
1211.567, 1305.786
1212.049, 1314.495
1212.531, 1296.915
1213.014, 1283.082
1213.496, 1294.429
1213.978, 1308.929
1214.460, 1313.663
1214.942, 1310.931
1215.424, 1300.061
1215.906, 1285.381
1216.388, 1282.403
1216.871, 1293.978
1217.353, 1299.322
1217.835, 1296.566
1218.317, 1296.235
1218.799, 1300.603
1219.281, 1300.008
1219.763, 1289.722
1220.245, 1283.439
1220.728, 1294.787
1221.210, 1312.844
1221.692, 1319.307
1222.174, 1317.808
1222.656, 1315.260
1223.138, 1310.959
1223.620, 1298.853
1224.102, 1283.962
1224.584, 1282.354
1225.067, 1297.059
1225.549, 1311.353
1226.031, 1320.198
1226.513, 1323.345
1226.995, 1316.650
1227.477, 1309.478
1227.959, 1307.070
1228.441, 1304.291
1228.923, 1294.429
1229.406, 1284.347
1229.888, 1286.969
1230.370, 1300.782
1230.852, 1308.745
1231.334, 1310.611
1231.816, 1313.077
1232.298, 1316.435
1232.780, 1318.523
1233.263, 1318.444
1233.745, 1311.190
1234.227, 1293.483
1234.709, 1279.075
1235.191, 1284.268
1235.673, 1297.770
1236.155, 1312.709
1236.637, 1324.090
1237.120, 1321.961
1237.602, 1314.741
1238.084, 1317.364
1238.566, 1328.220
1239.048, 1333.006
1239.530, 1327.392
1240.012, 1324.590
1240.494, 1328.486
1240.976, 1328.074
1241.458, 1317.122
1241.941, 1316.446
1242.423, 1338.688
1242.905, 1360.001
##END=



