##NAMES=Gehlenite
##RRUFFID=R060841
##IDEAL CHEMISTRY=Ca_2_Al(SiAl)O_7_
##LOCALITY=Monzoni, Tyrol, Italy
##OWNER=RRUFF
##SOURCE=Michael Scott
##DESCRIPTION=Brown rectangular prism
##STATUS=The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis
##URL=rruff.info/R060841
##MEASURED CHEMISTRY=(Ca_1.92_Na_0.07_K_0.01_)_Σ=2_(Al_0.62_Mg_0.25_Fe^2+^_0.13_)_Σ=1_(Si_1.46_Al_0.54_)O_7_ ; = lighter phase, and the darker phase is calcite
750.6898, 1855.081
751.1719, 1827.468
751.6541, 1799.355
752.1362, 1777.995
752.6183, 1776.234
753.1004, 1788.195
753.5825, 1796.708
754.0646, 1794.199
754.5468, 1784.870
755.0289, 1770.313
755.5110, 1752.844
755.9931, 1749.024
756.4752, 1760.489
756.9573, 1770.829
757.4395, 1774.712
757.9216, 1771.820
758.4037, 1759.822
758.8858, 1736.869
759.3679, 1723.343
759.8500, 1731.589
760.3322, 1733.598
760.8143, 1719.583
761.2964, 1701.601
761.7785, 1687.185
762.2606, 1677.782
762.7427, 1675.101
763.2249, 1683.748
763.7070, 1693.415
764.1891, 1698.015
764.6712, 1698.965
765.1533, 1699.055
765.6354, 1697.756
766.1176, 1690.164
766.5997, 1672.785
767.0818, 1653.664
767.5639, 1649.637
768.0460, 1659.114
768.5281, 1656.365
769.0103, 1636.456
769.4924, 1626.489
769.9745, 1644.247
770.4566, 1671.980
770.9387, 1676.909
771.4208, 1649.729
771.9030, 1642.018
772.3851, 1673.100
772.8672, 1699.124
773.3493, 1709.563
773.8314, 1709.810
774.3135, 1700.331
774.7957, 1683.980
775.2778, 1676.082
775.7599, 1692.601
776.2420, 1708.851
776.7241, 1703.781
777.2062, 1689.457
777.6884, 1682.887
778.1705, 1685.776
778.6526, 1691.777
779.1347, 1697.337
779.6168, 1701.946
780.0989, 1701.931
780.5811, 1698.641
781.0632, 1709.119
781.5453, 1737.467
782.0274, 1757.075
782.5095, 1750.759
782.9916, 1734.042
783.4738, 1736.531
783.9559, 1765.073
784.4380, 1783.096
784.9201, 1782.331
785.4022, 1781.354
785.8843, 1781.792
786.3665, 1786.089
786.8486, 1797.851
787.3307, 1816.510
787.8128, 1835.541
788.2949, 1852.510
788.7770, 1869.661
789.2592, 1891.662
789.7413, 1912.303
790.2234, 1922.949
790.7055, 1924.291
791.1876, 1922.400
791.6697, 1920.147
792.1519, 1919.115
792.6340, 1921.080
793.1161, 1926.164
793.5982, 1935.708
794.0803, 1949.750
794.5624, 1962.837
795.0446, 1971.592
795.5267, 1982.005
796.0088, 2006.859
796.4909, 2050.101
796.9730, 2064.729
797.4551, 2031.872
797.9373, 2007.186
798.4194, 2013.521
798.9015, 2028.347
799.3836, 2031.463
799.8657, 2023.736
800.3478, 2012.648
800.8300, 1995.090
801.3121, 1979.655
801.7942, 1966.825
802.2763, 1958.860
802.7584, 1959.150
803.2405, 1965.854
803.7227, 1975.555
804.2048, 1987.755
804.6869, 1996.153
805.1690, 1991.772
805.6511, 1981.644
806.1332, 1977.466
806.6154, 1978.570
807.0975, 1979.331
807.5796, 1977.682
808.0617, 1975.830
808.5438, 1977.920
809.0259, 1981.837
809.5081, 1969.934
809.9902, 1937.891
810.4723, 1922.178
810.9544, 1935.295
811.4365, 1956.722
811.9186, 1973.303
812.4008, 1983.206
812.8829, 1976.578
813.3650, 1929.951
813.8471, 1904.367
814.3292, 1915.926
814.8113, 1931.200
815.2935, 1937.633
815.7756, 1936.154
816.2577, 1926.506
816.7398, 1907.502
817.2219, 1895.807
817.7040, 1905.301
818.1862, 1917.370
818.6683, 1916.901
819.1504, 1910.784
819.6325, 1912.445
820.1146, 1922.303
820.5967, 1927.136
821.0789, 1915.167
821.5610, 1897.967
822.0431, 1894.896
822.5252, 1902.017
823.0073, 1905.525
823.4894, 1903.801
823.9716, 1900.858
824.4537, 1898.225
824.9358, 1899.675
825.4179, 1916.341
825.9000, 1951.884
826.3821, 1962.112
826.8643, 1935.034
827.3464, 1918.183
827.8285, 1934.136
828.3106, 1960.092
828.7927, 1969.168
829.2748, 1961.149
829.7570, 1957.510
830.2391, 1963.391
830.7212, 1966.270
831.2033, 1958.294
831.6854, 1952.307
832.1675, 1959.039
832.6497, 1974.474
833.1318, 1988.851
833.6139, 2000.251
834.0960, 2007.908
834.5781, 2005.483
835.0602, 2004.405
835.5424, 2021.029
836.0245, 2044.997
836.5066, 2052.782
836.9887, 2040.233
837.4708, 2027.838
837.9529, 2030.461
838.4351, 2045.928
838.9172, 2080.812
839.3993, 2126.010
839.8814, 2141.937
840.3635, 2123.183
840.8456, 2098.844
841.3278, 2087.501
841.8099, 2085.512
842.2920, 2084.975
842.7741, 2085.680
843.2562, 2090.116
843.7383, 2098.037
844.2205, 2111.210
844.7026, 2132.649
845.1847, 2156.377
845.6668, 2175.902
846.1489, 2191.219
846.6310, 2199.938
847.1132, 2202.597
847.5953, 2197.562
848.0774, 2171.582
848.5595, 2149.872
849.0416, 2153.789
849.5237, 2174.652
850.0059, 2189.860
850.4880, 2195.085
850.9701, 2194.743
851.4522, 2186.751
851.9343, 2177.324
852.4164, 2167.322
852.8986, 2160.528
853.3807, 2162.548
853.8628, 2174.323
854.3449, 2192.753
854.8270, 2223.847
855.3091, 2251.064
855.7913, 2246.625
856.2734, 2225.667
856.7555, 2222.698
857.2376, 2238.920
857.7197, 2249.668
858.2018, 2240.451
858.6840, 2224.115
859.1661, 2221.492
859.6482, 2230.701
860.1303, 2238.217
860.6124, 2243.513
861.0945, 2254.929
861.5767, 2277.830
862.0588, 2294.980
862.5409, 2284.768
863.0230, 2251.993
863.5051, 2238.481
863.9872, 2250.475
864.4694, 2264.146
864.9515, 2281.509
865.4336, 2292.045
865.9157, 2280.690
866.3978, 2261.302
866.8799, 2269.626
867.3621, 2321.329
867.8442, 2344.469
868.3263, 2317.659
868.8084, 2284.906
869.2905, 2247.966
869.7726, 2220.914
870.2548, 2224.521
870.7369, 2253.194
871.2190, 2273.269
871.7011, 2271.799
872.1832, 2264.175
872.6653, 2249.867
873.1475, 2239.152
873.6296, 2244.729
874.1117, 2261.019
874.5938, 2275.184
875.0759, 2283.095
875.5580, 2289.236
876.0402, 2294.195
876.5223, 2301.690
877.0044, 2320.573
877.4865, 2345.153
877.9686, 2361.372
878.4507, 2367.412
878.9329, 2369.032
879.4150, 2368.225
879.8971, 2374.697
880.3792, 2412.699
880.8613, 2474.996
881.3434, 2518.726
881.8256, 2541.612
882.3077, 2565.225
882.7898, 2597.969
883.2719, 2635.171
883.7540, 2671.789
884.2361, 2707.819
884.7183, 2745.256
885.2004, 2784.747
885.6825, 2821.124
886.1646, 2850.808
886.6467, 2883.604
887.1288, 2926.570
887.6110, 2976.701
888.0931, 3027.117
888.5752, 3078.975
889.0573, 3127.000
889.5394, 3172.553
890.0215, 3212.544
890.5037, 3238.713
890.9858, 3264.946
891.4679, 3307.366
891.9500, 3362.399
892.4321, 3407.050
892.9142, 3424.635
893.3964, 3453.634
893.8785, 3514.623
894.3606, 3576.925
894.8427, 3617.560
895.3248, 3647.737
895.8069, 3688.117
896.2891, 3742.430
896.7712, 3797.069
897.2533, 3834.377
897.7354, 3882.300
898.2175, 3975.387
898.6996, 4080.104
899.1818, 4150.342
899.6639, 4191.151
900.1460, 4240.673
900.6281, 4317.199
901.1102, 4396.661
901.5923, 4457.076
902.0745, 4504.872
902.5566, 4548.995
903.0387, 4589.500
903.5208, 4625.804
904.0029, 4657.341
904.4850, 4683.568
904.9672, 4704.219
905.4493, 4718.359
905.9314, 4720.207
906.4135, 4713.381
906.8956, 4719.790
907.3777, 4739.370
907.8599, 4738.196
908.3420, 4700.120
908.8241, 4648.627
909.3062, 4614.970
909.7883, 4595.806
910.2704, 4564.854
910.7526, 4520.724
911.2347, 4482.030
911.7169, 4454.494
912.1990, 4421.946
912.6811, 4371.194
913.1632, 4311.574
913.6453, 4264.854
914.1274, 4234.850
914.6096, 4197.324
915.0917, 4145.633
915.5738, 4101.897
916.0559, 4074.063
916.5380, 4054.553
917.0201, 4038.498
917.5023, 4024.785
917.9844, 4006.152
918.4665, 3980.859
918.9486, 3953.431
919.4307, 3911.154
919.9128, 3881.505
920.3950, 3887.210
920.8771, 3904.819
921.3592, 3902.990
921.8413, 3880.267
922.3234, 3862.916
922.8055, 3847.469
923.2877, 3847.486
923.7698, 3889.758
924.2519, 3926.740
924.7340, 3913.248
925.2161, 3871.853
925.6982, 3853.757
926.1804, 3872.469
926.6625, 3885.344
927.1446, 3864.869
927.6267, 3846.346
928.1088, 3857.819
928.5909, 3877.096
929.0731, 3879.614
929.5552, 3864.317
930.0373, 3840.710
930.5194, 3811.562
931.0015, 3778.576
931.4836, 3736.242
931.9658, 3696.344
932.4479, 3680.600
932.9300, 3672.743
933.4121, 3639.469
933.8942, 3577.241
934.3763, 3512.293
934.8585, 3460.960
935.3406, 3414.181
935.8227, 3364.413
936.3048, 3310.964
936.7869, 3244.041
937.2690, 3172.054
937.7512, 3124.603
938.2333, 3110.261
938.7154, 3102.055
939.1975, 3077.038
939.6796, 3038.915
940.1617, 2987.978
940.6439, 2930.302
941.1260, 2888.145
941.6081, 2862.548
942.0902, 2837.781
942.5723, 2805.721
943.0544, 2773.736
943.5366, 2753.698
944.0187, 2741.413
944.5008, 2719.384
944.9829, 2688.327
945.4650, 2655.010
945.9471, 2620.885
946.4293, 2591.565
946.9114, 2570.396
947.3935, 2557.547
947.8756, 2557.916
948.3577, 2570.803
948.8398, 2563.108
949.3220, 2532.453
949.8041, 2515.671
950.2862, 2526.634
950.7683, 2533.481
951.2504, 2505.727
951.7325, 2457.532
952.2147, 2436.155
952.6968, 2447.002
953.1789, 2446.042
953.6610, 2428.461
954.1431, 2412.264
954.6252, 2403.673
955.1074, 2400.542
955.5895, 2402.824
956.0716, 2408.205
956.5537, 2400.125
957.0358, 2374.594
957.5179, 2347.228
958.0001, 2314.994
958.4822, 2290.939
958.9643, 2285.761
959.4464, 2286.318
959.9285, 2274.872
960.4106, 2251.434
960.8928, 2225.114
961.3749, 2190.980
961.8570, 2164.604
962.3391, 2153.761
962.8212, 2142.238
963.3033, 2117.255
963.7855, 2088.698
964.2676, 2075.816
964.7497, 2082.440
965.2318, 2076.798
965.7139, 2044.220
966.1960, 2021.112
966.6782, 2022.842
967.1603, 2025.448
967.6424, 2013.318
968.1245, 1991.841
968.6066, 1970.410
969.0887, 1945.950
969.5709, 1935.491
970.0530, 1960.857
970.5351, 1972.178
971.0172, 1942.799
971.4993, 1908.266
971.9814, 1900.172
972.4636, 1908.416
972.9457, 1900.975
973.4278, 1866.596
973.9099, 1844.456
974.3920, 1850.248
974.8741, 1856.138
975.3563, 1848.511
975.8384, 1839.504
976.3205, 1842.304
976.8026, 1853.881
977.2847, 1860.894
977.7668, 1859.355
978.2490, 1858.003
978.7311, 1862.810
979.2132, 1863.373
979.6953, 1847.842
980.1774, 1830.518
980.6595, 1831.945
981.1417, 1847.436
981.6238, 1847.979
982.1059, 1816.381
982.5880, 1793.106
983.0701, 1805.238
983.5522, 1811.932
984.0344, 1776.285
984.5165, 1730.135
984.9986, 1717.460
985.4807, 1736.832
985.9628, 1749.860
986.4449, 1739.990
986.9271, 1732.704
987.4092, 1743.791
987.8913, 1753.436
988.3734, 1747.603
988.8555, 1732.390
989.3376, 1713.551
989.8198, 1693.857
990.3019, 1682.996
990.7840, 1691.714
991.2661, 1697.498
991.7482, 1691.263
992.2303, 1678.461
992.7125, 1656.544
993.1946, 1634.106
993.6767, 1623.674
994.1588, 1626.546
994.6409, 1634.015
995.1230, 1648.136
995.6052, 1658.080
996.0873, 1650.812
996.5694, 1645.097
997.0515, 1661.551
997.5336, 1687.581
998.0157, 1701.637
998.4979, 1700.086
998.9800, 1693.277
999.4621, 1682.190
999.9442, 1671.381
1000.426, 1663.012
1000.908, 1655.847
1001.391, 1649.755
1001.873, 1643.727
1002.355, 1632.913
1002.837, 1617.730
1003.319, 1614.477
1003.801, 1650.200
1004.283, 1673.532
1004.765, 1645.263
1005.247, 1607.810
1005.730, 1596.208
1006.212, 1602.892
1006.694, 1610.775
1007.176, 1616.090
1007.658, 1619.237
1008.140, 1614.244
1008.622, 1615.111
1009.104, 1639.375
1009.587, 1662.250
1010.069, 1661.237
1010.551, 1643.769
1011.033, 1622.247
1011.515, 1600.094
1011.997, 1587.993
1012.479, 1598.627
1012.961, 1609.610
1013.443, 1610.279
1013.926, 1607.702
1014.408, 1607.800
1014.890, 1608.925
1015.372, 1608.010
1015.854, 1604.358
1016.336, 1596.772
1016.818, 1575.561
1017.300, 1562.667
1017.783, 1577.444
1018.265, 1593.963
1018.747, 1588.048
1019.229, 1571.237
1019.711, 1566.919
1020.193, 1578.105
1020.675, 1583.789
1021.157, 1572.281
1021.639, 1560.822
1022.122, 1556.096
1022.604, 1553.041
1023.086, 1549.784
1023.568, 1544.907
1024.050, 1535.798
1024.532, 1522.413
1025.014, 1510.222
1025.496, 1497.283
1025.979, 1490.624
1026.461, 1495.683
1026.943, 1504.131
1027.425, 1513.154
1027.907, 1520.784
1028.389, 1522.674
1028.871, 1519.052
1029.353, 1522.017
1029.835, 1543.584
1030.318, 1557.639
1030.800, 1552.580
1031.282, 1545.861
1031.764, 1553.131
1032.246, 1560.899
1032.728, 1544.494
1033.210, 1505.251
1033.692, 1486.177
1034.174, 1507.193
1034.657, 1525.410
1035.139, 1539.973
1035.621, 1546.334
1036.103, 1536.315
1036.585, 1520.890
1037.067, 1511.557
1037.549, 1508.572
1038.031, 1510.952
1038.514, 1526.856
1038.996, 1535.009
1039.478, 1531.594
1039.960, 1524.989
1040.442, 1515.363
1040.924, 1506.260
1041.406, 1501.567
1041.888, 1500.724
1042.370, 1500.318
1042.853, 1500.863
1043.335, 1500.743
1043.817, 1500.232
1044.299, 1498.356
1044.781, 1492.982
1045.263, 1488.701
1045.745, 1490.798
1046.227, 1497.250
1046.709, 1500.247
1047.192, 1499.797
1047.674, 1496.089
1048.156, 1489.898
1048.638, 1476.476
1049.120, 1447.281
1049.602, 1427.813
1050.084, 1442.242
1050.566, 1477.793
1051.049, 1500.873
1051.531, 1510.923
1052.013, 1511.534
1052.495, 1500.223
1052.977, 1493.097
1053.459, 1495.438
1053.941, 1494.801
1054.423, 1481.204
1054.906, 1462.762
1055.388, 1456.422
1055.870, 1461.498
1056.352, 1461.318
1056.834, 1455.708
1057.316, 1450.189
1057.798, 1445.715
1058.280, 1443.603
1058.762, 1445.006
1059.245, 1446.195
1059.727, 1440.980
1060.209, 1431.134
1060.691, 1424.161
1061.173, 1419.861
1061.655, 1414.763
1062.137, 1409.315
1062.619, 1417.054
1063.101, 1444.287
1063.584, 1466.811
1064.066, 1455.127
1064.548, 1423.929
1065.030, 1400.128
1065.512, 1384.757
1065.994, 1384.846
1066.476, 1397.064
1066.958, 1407.046
1067.441, 1409.521
1067.923, 1405.896
1068.405, 1394.982
1068.887, 1383.347
1069.369, 1379.082
1069.851, 1380.463
1070.333, 1386.733
1070.815, 1395.650
1071.297, 1404.460
1071.780, 1411.258
1072.262, 1409.826
1072.744, 1393.506
1073.226, 1377.750
1073.708, 1379.286
1074.190, 1384.490
1074.672, 1377.706
1075.154, 1365.942
1075.636, 1361.318
1076.119, 1363.951
1076.601, 1365.495
1077.083, 1362.206
1077.565, 1360.455
1078.047, 1367.237
1078.529, 1372.051
1079.011, 1361.824
1079.494, 1351.684
1079.976, 1363.812
1080.458, 1388.346
1080.940, 1394.269
1081.422, 1372.182
1081.904, 1357.386
1082.386, 1364.088
1082.868, 1371.342
1083.350, 1374.822
1083.833, 1374.783
1084.315, 1367.053
1084.797, 1357.981
1085.279, 1361.349
1085.761, 1379.256
1086.243, 1384.551
1086.725, 1365.589
1087.207, 1354.408
1087.689, 1360.708
1088.172, 1363.443
1088.654, 1350.232
1089.136, 1332.869
1089.618, 1324.965
1090.100, 1325.306
1090.582, 1326.562
1091.064, 1329.413
1091.546, 1329.838
1092.029, 1326.581
1092.511, 1326.032
1092.993, 1331.533
1093.475, 1335.190
1093.957, 1330.176
1094.439, 1318.795
1094.921, 1302.993
1095.403, 1283.531
1095.885, 1285.861
1096.368, 1309.255
1096.850, 1327.292
1097.332, 1334.554
1097.814, 1337.731
1098.296, 1340.612
1098.778, 1343.397
1099.260, 1348.093
1099.742, 1351.824
1100.224, 1343.827
1100.707, 1329.049
1101.189, 1323.932
1101.671, 1327.703
1102.153, 1327.678
1102.635, 1319.401
1103.117, 1310.230
1103.599, 1304.219
1104.081, 1303.264
1104.564, 1316.207
1105.046, 1330.427
1105.528, 1325.606
1106.010, 1309.940
1106.492, 1301.601
1106.974, 1303.303
1107.456, 1305.943
1107.938, 1305.454
1108.421, 1305.307
1108.903, 1306.270
1109.385, 1309.407
1109.867, 1318.053
1110.349, 1327.174
1110.831, 1331.502
1111.313, 1331.456
1111.795, 1329.635
1112.277, 1325.971
1112.760, 1322.894
1113.242, 1315.535
1113.724, 1316.176
1114.206, 1342.307
1114.688, 1361.378
1115.170, 1347.099
1115.652, 1318.690
1116.134, 1305.069
1116.616, 1306.080
1117.099, 1309.711
1117.581, 1316.859
1118.063, 1324.027
1118.545, 1331.224
1119.027, 1337.916
1119.509, 1344.293
1119.991, 1348.980
1120.473, 1350.814
1120.956, 1349.788
1121.438, 1344.308
1121.920, 1334.791
1122.402, 1333.541
1122.884, 1340.095
1123.366, 1340.981
1123.848, 1333.414
1124.330, 1322.826
1124.813, 1312.031
1125.295, 1306.374
1125.777, 1316.525
1126.259, 1334.243
1126.741, 1344.557
1127.223, 1348.313
1127.705, 1344.280
1128.187, 1335.622
1128.669, 1333.071
1129.151, 1338.935
1129.634, 1339.831
1130.116, 1318.273
1130.598, 1305.524
1131.080, 1341.661
1131.562, 1382.135
1132.044, 1381.180
1132.526, 1360.432
1133.008, 1351.848
1133.491, 1357.701
1133.973, 1366.559
1134.455, 1377.596
1134.937, 1384.665
1135.419, 1386.843
1135.901, 1384.111
1136.383, 1370.645
1136.865, 1358.030
1137.348, 1357.923
1137.830, 1362.782
1138.312, 1357.894
1138.794, 1342.792
1139.276, 1337.804
1139.758, 1346.104
1140.240, 1355.463
1140.722, 1365.799
1141.204, 1373.494
1141.687, 1376.366
1142.169, 1379.523
1142.651, 1389.495
1143.133, 1400.004
1143.615, 1390.944
1144.097, 1365.530
1144.579, 1351.346
1145.061, 1348.627
1145.543, 1356.015
1146.026, 1371.771
1146.508, 1385.917
1146.990, 1393.281
1147.472, 1392.855
1147.954, 1377.812
1148.436, 1360.089
1148.918, 1354.923
1149.400, 1359.582
1149.883, 1377.094
1150.365, 1398.495
1150.847, 1402.994
1151.329, 1388.548
1151.811, 1375.888
1152.293, 1372.159
1152.775, 1376.647
1153.257, 1400.481
1153.740, 1418.854
1154.222, 1412.281
1154.704, 1397.589
1155.186, 1391.076
1155.668, 1391.064
1156.150, 1390.039
1156.632, 1387.504
1157.114, 1383.574
1157.596, 1371.016
1158.078, 1373.369
1158.561, 1402.636
1159.043, 1426.233
1159.525, 1427.484
1160.007, 1420.455
1160.489, 1421.299
1160.971, 1426.672
1161.453, 1423.130
1161.935, 1411.326
1162.418, 1405.195
1162.900, 1405.096
1163.382, 1409.664
1163.864, 1417.969
1164.346, 1423.716
1164.828, 1423.310
1165.310, 1420.285
1165.792, 1415.299
1166.275, 1413.342
1166.757, 1426.236
1167.239, 1444.334
1167.721, 1451.760
1168.203, 1451.354
1168.685, 1454.721
1169.167, 1462.940
1169.649, 1463.117
1170.131, 1443.315
1170.614, 1430.536
1171.096, 1446.856
1171.578, 1459.625
1172.060, 1446.389
1172.542, 1426.791
1173.024, 1417.360
1173.506, 1416.856
1173.988, 1421.114
1174.470, 1430.896
1174.953, 1435.692
1175.435, 1434.551
1175.917, 1430.105
1176.399, 1419.909
1176.881, 1417.062
1177.363, 1428.587
1177.845, 1441.005
1178.327, 1440.977
1178.810, 1434.134
1179.292, 1433.413
1179.774, 1437.752
1180.256, 1444.729
1180.738, 1452.194
1181.220, 1449.004
1181.702, 1436.261
1182.184, 1427.955
1182.667, 1429.976
1183.149, 1437.835
1183.631, 1451.843
1184.113, 1464.336
1184.595, 1468.031
1185.077, 1467.538
1185.559, 1468.518
1186.041, 1467.685
1186.523, 1457.336
1187.005, 1439.714
1187.488, 1426.146
1187.970, 1416.823
1188.452, 1418.604
1188.934, 1446.712
1189.416, 1463.946
1189.898, 1457.013
1190.380, 1448.591
1190.862, 1450.361
1191.345, 1457.230
1191.827, 1463.267
1192.309, 1468.329
1192.791, 1471.429
1193.273, 1472.595
1193.755, 1475.420
1194.237, 1479.519
1194.719, 1473.035
1195.202, 1454.921
1195.684, 1447.137
1196.166, 1462.280
1196.648, 1481.374
1197.130, 1485.085
1197.612, 1479.421
1198.094, 1465.804
1198.576, 1452.530
1199.058, 1452.957
1199.541, 1461.604
1200.023, 1466.838
1200.505, 1467.199
1200.987, 1469.038
1201.469, 1479.614
1201.951, 1475.092
1202.433, 1424.497
1202.915, 1392.593
1203.397, 1418.359
1203.880, 1447.558
1204.362, 1448.127
1204.844, 1435.893
1205.326, 1434.295
1205.808, 1440.766
1206.290, 1436.755
1206.772, 1421.700
1207.254, 1403.934
1207.737, 1384.095
1208.219, 1379.479
1208.701, 1393.646
1209.183, 1410.521
1209.665, 1420.622
1210.147, 1430.312
1210.629, 1452.275
1211.111, 1472.816
1211.594, 1471.340
1212.076, 1457.558
1212.558, 1438.619
1213.040, 1421.015
1213.522, 1416.923
1214.004, 1425.049
1214.486, 1428.229
1214.968, 1419.378
1215.450, 1412.588
1215.932, 1406.217
1216.415, 1409.787
1216.897, 1435.995
1217.379, 1459.679
1217.861, 1469.323
1218.343, 1466.219
1218.825, 1448.990
1219.307, 1422.566
1219.789, 1412.003
1220.272, 1417.254
1220.754, 1410.334
1221.236, 1392.154
1221.718, 1391.099
1222.200, 1410.441
1222.682, 1420.620
1223.164, 1406.947
1223.646, 1393.834
1224.129, 1409.022
1224.611, 1428.794
1225.093, 1424.656
1225.575, 1414.575
1226.057, 1421.546
1226.539, 1433.790
1227.021, 1431.703
1227.503, 1415.894
1227.985, 1396.206
1228.468, 1369.867
1228.950, 1360.854
1229.432, 1388.573
1229.914, 1401.747
1230.396, 1385.120
1230.878, 1374.941
1231.360, 1390.714
1231.842, 1406.977
1232.324, 1397.319
1232.807, 1373.161
1233.289, 1361.845
1233.771, 1360.526
1234.253, 1357.206
1234.735, 1351.250
1235.217, 1337.113
1235.699, 1318.379
1236.181, 1311.864
1236.664, 1322.101
1237.146, 1335.598
1237.628, 1348.576
1238.110, 1352.581
1238.592, 1330.266
1239.074, 1312.003
1239.556, 1320.651
1240.038, 1338.818
1240.521, 1354.639
1241.003, 1364.879
1241.485, 1361.746
1241.967, 1346.189
1242.449, 1351.726
1242.931, 1386.227
1243.413, 1401.040
1243.895, 1391.216
1244.377, 1388.349
1244.859, 1400.929
1245.342, 1409.624
1245.824, 1402.408
1246.306, 1390.028
1246.788, 1384.355
1247.270, 1382.648
1247.752, 1383.781
1248.234, 1384.027
1248.716, 1372.461
1249.199, 1359.022
1249.681, 1367.714
1250.163, 1393.046
1250.645, 1398.908
1251.127, 1371.452
1251.609, 1352.353
1252.091, 1358.124
1252.573, 1356.696
1253.056, 1334.290
1253.538, 1324.229
1254.020, 1344.631
1254.502, 1371.343
1254.984, 1382.596
1255.466, 1381.680
1255.948, 1371.016
1256.430, 1354.997
1256.912, 1357.191
1257.395, 1370.949
1257.877, 1373.061
1258.359, 1365.085
1258.841, 1361.499
1259.323, 1366.427
1259.805, 1377.435
1260.287, 1397.281
1260.769, 1409.320
1261.251, 1401.213
1261.734, 1388.539
1262.216, 1373.071
##END=



