##NAMES=Triphylite
##RRUFFID=R050624
##IDEAL CHEMISTRY=LiFe^2+^PO_4_
##LOCALITY=Minas Gerais, Brazil
##OWNER=RRUFF
##SOURCE=Gemological Center
##DESCRIPTION=Brown fragment
##STATUS=The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis
##URL=rruff.info/R050624
##MEASURED CHEMISTRY=Li_1.00_(Fe^2+^_0.55_Mn^2+^_0.45_)_Σ=1_P_1.00_O_4_ ; Li not measured, but estimated by difference
683.6222, 91.65469
684.1043, 92.66760
684.5864, 93.37064
685.0685, 93.49404
685.5507, 92.40662
686.0328, 89.51785
686.5149, 87.79503
686.9970, 88.20271
687.4791, 88.72353
687.9612, 88.62749
688.4434, 88.38836
688.9255, 88.72170
689.4076, 89.77645
689.8897, 90.82264
690.3718, 91.34705
690.8539, 91.45402
691.3361, 91.35821
691.8182, 91.05830
692.3003, 90.33714
692.7824, 88.97591
693.2645, 87.46275
693.7466, 86.51574
694.2288, 86.12432
694.7109, 86.43432
695.1930, 88.46078
695.6751, 89.96397
696.1572, 90.00431
696.6393, 89.15028
697.1215, 87.86308
697.6036, 86.37885
698.0857, 85.37495
698.5678, 85.73614
699.0499, 86.99274
699.5320, 87.82214
700.0142, 88.21194
700.4963, 88.30488
700.9784, 88.08508
701.4605, 87.70946
701.9426, 87.40604
702.4247, 87.20313
702.9069, 86.81998
703.3890, 86.12529
703.8711, 85.39780
704.3532, 84.45741
704.8353, 83.69289
705.3174, 83.70890
705.7996, 84.51933
706.2817, 85.45374
706.7638, 85.98476
707.2459, 86.14841
707.7280, 85.95500
708.2101, 85.34673
708.6923, 84.97873
709.1743, 85.23847
709.6564, 85.48625
710.1385, 84.75206
710.6207, 83.16792
711.1028, 82.45855
711.5849, 83.41503
712.0670, 84.45602
712.5491, 84.94410
713.0313, 85.21938
713.5134, 85.71720
713.9955, 86.46043
714.4776, 87.20826
714.9597, 87.89552
715.4418, 88.25315
715.9240, 87.11832
716.4061, 84.16196
716.8882, 82.77015
717.3703, 84.30086
717.8524, 86.40688
718.3345, 87.19878
718.8167, 86.98417
719.2988, 86.81231
719.7809, 86.99173
720.2630, 86.87613
720.7451, 85.59580
721.2272, 84.36304
721.7094, 84.74815
722.1915, 86.45301
722.6736, 87.79448
723.1557, 87.72233
723.6378, 87.02451
724.1199, 87.42445
724.6021, 89.05740
725.0842, 90.08618
725.5663, 90.18535
726.0484, 89.97353
726.5305, 89.76997
727.0126, 89.51944
727.4948, 89.06451
727.9769, 88.23663
728.4590, 87.69204
728.9411, 87.72974
729.4232, 88.03785
729.9053, 88.38696
730.3875, 88.78368
730.8696, 89.34434
731.3517, 90.11468
731.8338, 90.92302
732.3159, 91.40195
732.7980, 91.55324
733.2802, 92.47624
733.7623, 94.63857
734.2444, 96.21087
734.7265, 95.89388
735.2086, 94.95742
735.6907, 95.44315
736.1729, 97.51203
736.6550, 98.67448
737.1371, 97.87801
737.6192, 96.60253
738.1013, 95.26769
738.5834, 94.22232
739.0656, 94.23020
739.5477, 95.30502
740.0298, 96.22600
740.5119, 95.75857
740.9940, 94.21822
741.4761, 92.83404
741.9583, 91.57142
742.4404, 90.70738
742.9225, 90.40927
743.4046, 90.40796
743.8867, 90.52082
744.3688, 90.72607
744.8510, 90.90028
745.3331, 91.21481
745.8152, 91.27016
746.2973, 90.61027
746.7794, 89.84825
747.2615, 89.68338
747.7437, 90.06253
748.2258, 90.51088
748.7079, 90.78819
749.1900, 90.75060
749.6721, 89.77760
750.1542, 87.90131
750.6364, 87.37561
751.1185, 88.91753
751.6006, 90.30978
752.0827, 89.87292
752.5648, 88.41335
753.0469, 88.23891
753.5291, 89.95682
754.0112, 91.21135
754.4933, 91.53181
754.9754, 91.47824
755.4575, 91.24786
755.9396, 90.93800
756.4218, 90.57153
756.9039, 90.17525
757.3860, 90.01551
757.8681, 90.66729
758.3502, 91.77892
758.8323, 91.98158
759.3145, 91.23327
759.7966, 90.49128
760.2787, 90.16068
760.7608, 89.83753
761.2429, 88.83051
761.7250, 86.98697
762.2072, 86.33969
762.6893, 88.00710
763.1714, 89.33806
763.6535, 89.62948
764.1356, 89.38110
764.6177, 88.74325
765.0999, 87.97508
765.5820, 87.83865
766.0641, 89.12952
766.5462, 90.57010
767.0283, 90.14682
767.5104, 88.40420
767.9926, 87.45670
768.4747, 87.66597
768.9568, 88.18633
769.4389, 88.47794
769.9210, 88.55891
770.4031, 88.46048
770.8853, 87.93154
771.3674, 87.71754
771.8495, 88.09214
772.3316, 88.47361
772.8137, 88.67346
773.2958, 88.70185
773.7780, 88.40839
774.2601, 87.71644
774.7422, 87.60041
775.2243, 89.65058
775.7064, 91.97726
776.1885, 91.67887
776.6707, 89.42580
777.1528, 88.05992
777.6349, 88.56959
778.1170, 89.35168
778.5991, 88.32239
779.0812, 85.62883
779.5634, 84.43137
780.0455, 85.26051
780.5276, 86.41689
781.0097, 88.06660
781.4918, 89.40147
781.9739, 89.63957
782.4561, 88.99967
782.9382, 88.38103
783.4203, 87.66364
783.9024, 87.48692
784.3845, 88.66505
784.8666, 90.22619
785.3488, 91.13746
785.8309, 91.31606
786.3130, 90.94539
786.7951, 90.08768
787.2772, 89.20415
787.7593, 89.16076
788.2415, 89.93724
788.7236, 90.64414
789.2057, 91.21477
789.6878, 91.83385
790.1699, 92.73801
790.6520, 93.60130
791.1342, 93.72404
791.6162, 92.90987
792.0983, 92.59801
792.5804, 93.15653
793.0626, 93.89046
793.5447, 94.63721
794.0268, 95.34669
794.5089, 96.13876
794.9910, 96.91637
795.4731, 97.13875
795.9553, 96.06570
796.4374, 94.78477
796.9195, 95.26609
797.4016, 97.07463
797.8837, 98.26612
798.3658, 98.48044
798.8480, 98.10149
799.3301, 97.16204
799.8122, 96.17883
800.2943, 97.02374
800.7764, 101.1814
801.2585, 103.9828
801.7407, 104.4651
802.2228, 104.5573
802.7049, 104.6996
803.1870, 104.9961
803.6691, 105.6177
804.1512, 106.6064
804.6334, 107.5490
805.1155, 107.9820
805.5976, 108.4965
806.0797, 109.8802
806.5618, 111.7241
807.0439, 113.1241
807.5261, 113.8479
808.0082, 114.3505
808.4903, 115.0664
808.9724, 115.8863
809.4545, 116.3372
809.9366, 116.3515
810.4188, 116.5404
810.9009, 117.2949
811.3830, 117.6583
811.8651, 116.5238
812.3472, 114.4605
812.8293, 113.5794
813.3115, 114.7143
813.7936, 115.2427
814.2757, 113.1516
814.7578, 111.9813
815.2399, 115.1376
815.7220, 120.3192
816.2042, 123.5760
816.6863, 123.8036
817.1684, 122.7869
817.6505, 121.0578
818.1326, 119.5657
818.6147, 120.6123
819.0969, 123.7087
819.5790, 126.1633
820.0611, 127.2075
820.5432, 127.6073
821.0253, 128.1072
821.5074, 128.6096
821.9896, 128.3634
822.4717, 126.6471
822.9538, 125.8410
823.4359, 127.0427
823.9180, 128.3057
824.4001, 128.4659
824.8823, 127.9708
825.3644, 127.7148
825.8465, 127.9163
826.3286, 128.0111
826.8107, 127.8270
827.2928, 127.4155
827.7750, 126.5916
828.2571, 125.6373
828.7392, 125.1789
829.2213, 125.3340
829.7034, 125.4356
830.1855, 124.6234
830.6677, 125.1710
831.1498, 123.7465
831.6319, 125.4716
832.1140, 126.5248
832.5961, 126.3241
833.0782, 125.8347
833.5604, 125.7788
834.0425, 126.0981
834.5246, 126.5636
835.0067, 127.4742
835.4888, 128.0060
835.9709, 128.1293
836.4531, 127.9304
836.9352, 126.9975
837.4173, 125.9621
837.8994, 125.8757
838.3815, 126.9472
838.8636, 127.8811
839.3458, 127.8800
839.8279, 127.5901
840.3100, 127.6319
840.7921, 127.8217
841.2742, 127.7037
841.7563, 127.2282
842.2385, 126.8107
842.7206, 126.8307
843.2027, 127.0346
843.6848, 126.8204
844.1669, 126.1901
844.6490, 125.0888
845.1312, 123.3638
845.6133, 121.7509
846.0954, 120.8202
846.5775, 120.1674
847.0596, 118.7569
847.5417, 115.8233
848.0239, 114.5923
848.5060, 117.5901
848.9881, 119.1576
849.4702, 116.0113
849.9523, 111.4756
850.4344, 108.9695
850.9166, 108.7374
851.3987, 109.1734
851.8808, 109.9529
852.3629, 110.5429
852.8450, 110.0261
853.3271, 109.2500
853.8093, 110.0500
854.2914, 112.1600
854.7735, 113.4009
855.2556, 112.5416
855.7377, 110.5767
856.2198, 108.9584
856.7020, 107.6861
857.1841, 106.8523
857.6662, 106.4866
858.1483, 106.4586
858.6304, 106.8391
859.1125, 107.3428
859.5947, 107.7282
860.0768, 107.9957
860.5589, 107.6852
861.0410, 106.0889
861.5231, 104.9314
862.0052, 104.5391
862.4874, 104.5177
862.9695, 104.9804
863.4516, 105.5292
863.9337, 105.2183
864.4158, 103.5917
864.8979, 102.2350
865.3801, 102.4877
865.8622, 103.2143
866.3443, 103.2291
866.8264, 102.6859
867.3085, 102.0678
867.7906, 101.5390
868.2728, 101.1040
868.7549, 100.8109
869.2370, 100.5653
869.7191, 99.87734
870.2012, 98.75916
870.6833, 98.58678
871.1655, 99.71492
871.6476, 101.2873
872.1297, 103.0240
872.6118, 104.4618
873.0939, 104.3326
873.5760, 101.9631
874.0581, 100.0206
874.5402, 98.26698
875.0223, 97.26798
875.5045, 97.74734
875.9866, 98.67371
876.4687, 98.95354
876.9508, 98.60212
877.4329, 98.50003
877.9150, 99.54868
878.3972, 100.1162
878.8793, 98.58939
879.3614, 96.63844
879.8435, 96.29678
880.3256, 97.29995
880.8077, 98.25520
881.2899, 98.54115
881.7720, 98.49734
882.2541, 98.42807
882.7362, 98.36320
883.2183, 98.58663
883.7004, 99.01344
884.1826, 98.52935
884.6647, 96.68864
885.1468, 95.05816
885.6289, 95.28284
886.1110, 96.95803
886.5931, 97.91874
887.0753, 97.97724
887.5574, 97.84607
888.0395, 97.25127
888.5216, 96.98002
889.0037, 98.03027
889.4858, 99.43582
889.9680, 99.36290
890.4501, 97.42126
890.9322, 96.28333
891.4143, 96.61359
891.8964, 97.46607
892.3785, 98.97590
892.8607, 100.4499
893.3428, 101.3498
893.8249, 101.5416
894.3070, 100.7103
894.7891, 98.20395
895.2712, 96.17980
895.7534, 97.34101
896.2355, 99.81923
896.7176, 100.7258
897.1997, 100.1197
897.6818, 98.99068
898.1639, 97.77144
898.6461, 97.07889
899.1282, 97.81583
899.6103, 99.57029
900.0924, 100.5790
900.5745, 100.8176
901.0566, 100.6728
901.5388, 100.0577
902.0209, 99.76911
902.5030, 100.5104
902.9851, 101.8783
903.4672, 102.7680
903.9493, 103.2442
904.4315, 103.0401
904.9136, 101.0227
905.3957, 99.79451
905.8778, 100.6313
906.3599, 102.2519
906.8420, 103.4425
907.3242, 104.1919
907.8063, 105.0749
908.2884, 106.5730
908.7705, 107.7469
909.2526, 107.9333
909.7347, 107.8931
910.2169, 108.3997
910.6990, 109.2133
911.1811, 109.4806
911.6632, 108.9380
912.1453, 108.8450
912.6274, 110.7579
913.1096, 111.2922
913.5917, 114.6803
914.0738, 115.1174
914.5559, 117.0804
915.0380, 120.7734
915.5201, 123.2393
916.0023, 122.1192
916.4844, 119.5046
916.9665, 120.4147
917.4486, 124.8061
917.9307, 127.0744
918.4128, 126.6061
918.8950, 126.0861
919.3771, 126.3875
919.8592, 127.6390
920.3413, 130.3171
920.8234, 134.3729
921.3055, 136.7779
921.7877, 136.3113
922.2698, 136.3530
922.7519, 136.9590
923.2340, 138.4820
923.7161, 141.7286
924.1982, 145.8084
924.6804, 149.0572
925.1625, 151.1377
925.6446, 153.5410
926.1267, 156.7374
926.6088, 160.2092
927.0909, 163.1367
927.5731, 166.5636
928.0552, 171.9338
928.5373, 178.9782
929.0194, 185.9543
929.5015, 191.6616
929.9836, 198.4915
930.4658, 208.9010
930.9479, 219.3171
931.4300, 233.9139
931.9121, 246.8191
932.3942, 262.4507
932.8763, 281.5229
933.3585, 303.7458
933.8406, 328.5904
934.3227, 356.5834
934.8048, 388.6886
935.2869, 424.9466
935.7690, 467.6978
936.2512, 517.2639
936.7333, 567.5348
937.2154, 615.3446
937.6975, 661.2702
938.1796, 705.8978
938.6617, 749.1556
939.1439, 794.0778
939.6260, 839.4788
940.1081, 889.9659
940.5902, 946.1804
941.0723, 1009.125
941.5544, 1079.950
942.0366, 1158.054
942.5187, 1241.960
943.0008, 1330.502
943.4829, 1427.753
943.9650, 1530.683
944.4471, 1646.172
944.9293, 1772.870
945.4114, 1916.136
945.8935, 2080.476
946.3756, 2266.420
946.8577, 2472.195
947.3398, 2705.052
947.8220, 2944.957
948.3041, 3213.604
948.7862, 3455.465
949.2683, 3642.495
949.7504, 3755.743
950.2325, 3768.843
950.7147, 3676.175
951.1968, 3501.416
951.6789, 3236.078
952.1610, 2925.692
952.6431, 2606.426
953.1252, 2290.368
953.6074, 1998.818
954.0895, 1735.827
954.5716, 1503.247
955.0537, 1301.102
955.5358, 1124.918
956.0179, 969.4678
956.5000, 834.2214
956.9821, 717.7995
957.4642, 619.5041
957.9464, 536.7647
958.4285, 468.9220
958.9106, 413.9614
959.3927, 371.5839
959.8748, 338.9432
960.3569, 309.5157
960.8391, 282.7506
961.3212, 262.1062
961.8033, 249.1582
962.2854, 237.9769
962.7675, 226.6803
963.2496, 216.4252
963.7318, 208.8143
964.2139, 203.4449
964.6960, 197.1143
965.1781, 187.9543
965.6602, 180.9494
966.1423, 177.3119
966.6245, 174.4308
967.1066, 171.4384
967.5887, 168.4825
968.0708, 165.7869
968.5529, 163.3548
969.0350, 161.0664
969.5172, 159.2495
969.9993, 157.0907
970.4814, 153.5138
970.9635, 150.2604
971.4456, 148.8554
971.9277, 148.7569
972.4099, 148.9499
972.8920, 149.1646
973.3741, 149.1123
973.8562, 148.1673
974.3383, 147.3840
974.8204, 147.8669
975.3026, 148.8778
975.7847, 149.4998
976.2668, 149.6386
976.7489, 149.3918
977.2310, 148.7880
977.7131, 148.4136
978.1953, 148.7430
978.6774, 149.7619
979.1595, 151.9278
979.6416, 154.7292
980.1237, 156.3856
980.6058, 156.7241
981.0880, 157.1998
981.5701, 158.7215
982.0522, 161.0762
982.5343, 164.1066
983.0164, 167.6619
983.4985, 170.5305
983.9807, 172.7674
984.4628, 177.1160
984.9449, 184.5312
985.4270, 192.0373
985.9091, 196.9025
986.3912, 200.2525
986.8734, 205.6880
987.3555, 213.5202
987.8376, 220.6411
988.3197, 226.5689
988.8018, 233.3774
989.2839, 241.9646
989.7661, 251.5081
990.2482, 261.3399
990.7303, 271.3139
991.2124, 280.4603
991.6945, 287.5647
992.1766, 296.7660
992.6588, 309.0570
993.1409, 322.2983
993.6230, 335.0180
994.1051, 348.5844
994.5872, 365.3439
995.0693, 385.2228
995.5515, 404.0134
996.0336, 419.8492
996.5157, 437.4249
996.9978, 457.6726
997.4799, 479.2440
997.9620, 502.2241
998.4442, 525.6725
998.9263, 548.7664
999.4084, 571.2974
999.8905, 590.9757
1000.373, 607.4359
1000.855, 620.5663
1001.337, 631.1505
1001.819, 637.4645
1002.301, 639.5178
1002.783, 635.7372
1003.265, 622.7026
1003.747, 599.6928
1004.230, 572.2396
1004.712, 541.2119
1005.194, 508.8708
1005.676, 474.4278
1006.158, 440.7743
1006.640, 411.0589
1007.122, 384.8077
1007.604, 359.8803
1008.086, 335.4245
1008.569, 312.3600
1009.051, 290.7222
1009.533, 271.5501
1010.015, 256.8197
1010.497, 245.0314
1010.979, 233.6178
1011.461, 222.4717
1011.943, 212.6919
1012.426, 204.8402
1012.908, 198.4077
1013.390, 193.2958
1013.872, 189.0005
1014.354, 184.5128
1014.836, 180.0396
1015.318, 176.2400
1015.800, 173.1688
1016.282, 170.5786
1016.765, 168.3589
1017.247, 165.9745
1017.729, 162.6888
1018.211, 158.6068
1018.693, 153.8988
1019.175, 148.7176
1019.657, 143.8733
1020.139, 139.5536
1020.622, 135.9264
1021.104, 133.1765
1021.586, 130.6788
1022.068, 127.1254
1022.550, 122.6716
1023.032, 118.8531
1023.514, 115.6687
1023.996, 112.7827
1024.478, 110.0394
1024.961, 108.5890
1025.443, 109.6042
1025.925, 111.4309
1026.407, 110.0124
1026.889, 105.1279
1027.371, 101.8512
1027.853, 100.3720
1028.335, 99.22991
1028.818, 97.83968
1029.300, 97.61157
1029.782, 100.1160
1030.264, 103.8845
1030.746, 104.8731
1031.228, 102.5354
1031.710, 100.7361
1032.192, 99.55186
1032.674, 98.64341
1033.156, 97.82164
1033.639, 97.48186
1034.121, 98.15379
1034.603, 99.40588
1035.085, 99.92435
1035.567, 99.36951
1036.049, 99.41403
1036.531, 100.5821
1037.013, 101.3011
1037.496, 100.6662
1037.978, 100.0919
1038.460, 100.9360
1038.942, 102.6770
1039.424, 103.7165
1039.906, 103.9810
1040.388, 103.7294
1040.870, 102.2906
1041.353, 101.3103
1041.835, 101.6575
1042.317, 102.1709
1042.799, 102.1830
1043.281, 101.6348
1043.763, 100.2181
1044.245, 97.40186
1044.727, 95.31988
1045.209, 93.99641
1045.692, 93.49818
1046.174, 95.01623
1046.656, 96.32546
1047.138, 95.21726
1047.620, 92.56190
1048.102, 90.81063
1048.584, 90.31139
1049.066, 90.14299
1049.548, 90.44309
1050.031, 90.72905
1050.513, 90.98691
1050.995, 91.04494
1051.477, 90.52487
1051.959, 89.74236
1052.441, 89.47082
1052.923, 89.85871
1053.405, 90.53847
1053.888, 91.52784
1054.370, 92.67623
1054.852, 94.28872
1055.334, 95.71702
1055.816, 96.36703
1056.298, 96.41906
1056.780, 96.10952
1057.262, 95.27933
1057.745, 95.65995
1058.227, 99.02724
1058.709, 102.0377
1059.191, 102.8507
1059.673, 103.1374
1060.155, 104.1400
1060.637, 105.8432
1061.119, 108.0958
1061.601, 110.9288
1062.083, 113.3415
1062.566, 114.6100
1063.048, 115.8952
1063.530, 117.0269
1064.012, 119.0150
1064.494, 123.2663
1064.976, 128.8414
1065.458, 133.7621
1065.940, 137.6528
1066.423, 141.8229
1066.905, 147.7138
1067.387, 152.7832
1067.869, 156.5276
1068.351, 158.3617
1068.833, 157.5020
1069.315, 154.4664
1069.797, 149.9420
1070.280, 144.1414
1070.762, 137.9287
1071.244, 131.1059
1071.726, 124.6785
1072.208, 118.7590
1072.690, 113.7267
1073.172, 109.9024
1073.654, 107.1203
1074.136, 105.1400
1074.619, 103.8784
1075.101, 103.1210
1075.583, 102.9080
1076.065, 102.9748
1076.547, 103.3119
1077.029, 103.7615
1077.511, 103.5511
1077.993, 103.7257
1078.475, 106.4656
1078.958, 111.4619
1079.440, 115.2726
1079.922, 116.3505
1080.404, 116.7074
1080.886, 117.3443
1081.368, 117.5735
1081.850, 117.0477
1082.332, 115.7225
1082.814, 113.2922
1083.297, 110.0036
1083.779, 106.8540
1084.261, 104.1752
1084.743, 101.6243
1085.225, 98.99986
1085.707, 96.51659
1086.189, 94.10535
1086.671, 92.06582
1087.154, 90.98721
1087.636, 90.57167
1088.118, 89.77103
1088.600, 88.22343
1089.082, 86.64893
1089.564, 84.93584
1090.046, 83.74989
1090.528, 84.01977
1091.010, 84.54642
1091.493, 83.99134
1091.975, 82.71116
1092.457, 81.75240
1092.939, 81.33183
1093.421, 81.45196
1093.903, 82.66395
1094.385, 83.70214
1094.867, 84.17284
1095.349, 84.06001
1095.832, 82.86991
1096.314, 81.29092
1096.796, 80.42873
1097.278, 80.47978
1097.760, 81.30601
1098.242, 84.11816
1098.724, 85.94699
1099.206, 85.04214
1099.689, 83.64982
1100.171, 83.09200
1100.653, 83.15320
1101.135, 83.26812
1101.617, 83.45026
1102.099, 84.43633
1102.581, 87.36652
1103.063, 89.43989
1103.546, 89.52007
1104.028, 89.15128
1104.510, 88.92806
1104.992, 88.83501
1105.474, 88.57796
1105.956, 88.34942
1106.438, 89.06752
1106.920, 91.17365
1107.402, 93.45139
1107.885, 95.99511
1108.367, 98.31911
1108.849, 100.0865
1109.331, 101.7161
1109.813, 103.7834
1110.295, 105.9766
1110.777, 107.3031
1111.259, 107.4090
1111.741, 107.8803
1112.224, 109.8113
1112.706, 110.7301
1113.188, 109.0982
1113.670, 107.3667
1114.152, 107.6186
1114.634, 108.5917
1115.116, 107.7861
1115.598, 104.9715
1116.081, 103.2559
1116.563, 104.2592
1117.045, 103.5157
1117.527, 98.98713
1118.009, 94.99656
1118.491, 93.90302
1118.973, 94.02258
1119.455, 93.30408
1119.938, 91.86237
1120.420, 90.77759
1120.902, 90.34298
1121.384, 89.48973
1121.866, 87.84003
1122.348, 86.53846
1122.830, 86.09962
1123.312, 85.91126
1123.794, 85.41897
1124.276, 84.73900
1124.759, 84.31930
1125.241, 84.34901
1125.723, 83.39047
1126.205, 81.01350
1126.687, 79.37062
1127.169, 79.10256
1127.651, 79.16436
1128.133, 78.89077
1128.616, 78.46495
1129.098, 78.19831
1129.580, 78.09084
1130.062, 78.26373
1130.544, 78.79837
1131.026, 78.40376
1131.508, 76.76408
1131.990, 75.66397
1132.473, 75.98203
1132.955, 76.94835
1133.437, 77.82110
1133.919, 78.36947
1134.401, 77.32291
1134.883, 74.93521
1135.365, 74.55428
1135.847, 76.27177
1136.329, 77.68605
1136.812, 78.03970
1137.294, 77.59586
1137.776, 76.43262
1138.258, 75.25223
1138.740, 75.56081
1139.222, 76.83233
1139.704, 77.23354
1140.186, 76.96664
1140.668, 77.23518
1141.151, 78.09372
1141.633, 78.21543
1142.115, 76.91293
1142.597, 75.54871
1143.079, 75.90010
1143.561, 76.91688
1144.043, 76.77737
1144.525, 76.01841
1145.008, 75.66000
1145.490, 75.73450
1145.972, 76.00864
1146.454, 76.35818
1146.936, 76.46053
1147.418, 75.93433
1147.900, 75.43395
1148.382, 75.94357
1148.865, 76.51754
1149.347, 75.85411
1149.829, 74.53892
1150.311, 73.53478
1150.793, 73.04899
1151.275, 73.12865
1151.757, 73.94756
1152.239, 74.49074
1152.721, 73.70895
1153.203, 73.02253
1153.686, 73.60590
1154.168, 74.54656
1154.650, 74.94743
1155.132, 74.89436
1155.614, 74.83897
1156.096, 74.86763
1156.578, 74.49831
1157.060, 72.66127
1157.543, 71.76144
1158.025, 73.58021
1158.507, 75.26495
1158.989, 75.06519
1159.471, 73.85518
1159.953, 72.50232
1160.435, 71.15006
1160.917, 70.40332
1161.400, 70.19553
1161.882, 70.84325
1162.364, 73.74023
1162.846, 75.28074
1163.328, 73.32919
1163.810, 71.37291
1164.292, 72.12577
1164.774, 74.43831
1165.256, 76.01910
1165.739, 76.86475
1166.221, 76.86337
1166.703, 75.73637
1167.185, 74.78349
1167.667, 74.13379
1168.149, 73.76938
1168.631, 73.67039
1169.113, 73.95647
1169.595, 74.92320
1170.078, 76.14299
1170.560, 75.79262
1171.042, 73.94686
1171.524, 73.45505
1172.006, 74.39677
1172.488, 75.59702
1172.970, 76.75244
1173.452, 77.98120
1173.934, 79.40794
1174.417, 80.44183
1174.899, 79.73394
1175.381, 80.76562
1175.863, 80.99426
1176.345, 80.95165
1176.827, 81.64759
1177.309, 81.08008
1177.791, 80.96580
1178.274, 81.86155
1178.756, 82.92046
1179.238, 83.49836
1179.720, 83.99252
1180.202, 84.79658
1180.684, 85.79534
1181.166, 86.94798
1181.648, 88.13810
1182.130, 89.02116
1182.613, 89.73540
1183.095, 91.05910
1183.577, 93.38926
1184.059, 95.20246
1184.541, 95.54736
1185.023, 95.35544
1185.505, 94.96943
1185.987, 94.41611
1186.469, 93.25332
1186.952, 92.14998
1187.434, 92.85115
1187.916, 95.23665
1188.398, 95.31371
1188.880, 90.35368
1189.362, 86.67231
1189.844, 85.46798
1190.326, 84.90374
1190.809, 84.76936
1191.291, 84.60702
1191.773, 84.04629
1192.255, 83.19681
1192.737, 82.31026
1193.219, 81.39564
1193.701, 80.32384
1194.183, 78.94230
1194.666, 78.07671
1195.148, 78.01052
1195.630, 77.64212
1196.112, 76.33361
1196.594, 75.18771
1197.076, 75.55059
1197.558, 76.70342
1198.040, 76.43080
1198.522, 74.92590
1199.005, 73.90627
1199.487, 73.35674
1199.969, 72.49395
1200.451, 71.21677
1200.933, 70.18100
1201.415, 69.74329
1201.897, 70.03332
1202.379, 71.63029
1202.861, 73.58808
1203.344, 74.53725
1203.826, 74.68910
1204.308, 74.12650
1204.790, 73.17179
1205.272, 72.23508
1205.754, 71.57366
1206.236, 72.05253
1206.718, 74.71249
1207.201, 76.24429
1207.683, 72.81198
1208.165, 69.65862
1208.647, 71.06602
1209.129, 73.88074
1209.611, 75.12169
1210.093, 75.00845
1210.575, 74.41532
1211.057, 73.43851
1211.540, 73.30090
1212.022, 74.96633
1212.504, 76.24428
1212.986, 76.63557
1213.468, 76.92779
1213.950, 77.20081
1214.432, 77.73801
1214.914, 78.99484
1215.396, 80.56257
1215.879, 81.25217
1216.361, 81.94476
1216.843, 82.36601
1217.325, 82.13551
1217.807, 82.24391
1218.289, 81.18221
1218.771, 80.35223
1219.253, 80.36026
1219.736, 81.22302
1220.218, 83.18914
1220.700, 85.35580
1221.182, 85.39658
1221.664, 84.06729
1222.146, 83.95222
1222.628, 84.73908
1223.110, 84.86829
1223.593, 84.26369
1224.075, 84.07287
1224.557, 84.79945
1225.039, 85.83104
1225.521, 86.83926
1226.003, 87.72054
1226.485, 88.25076
1226.967, 88.71423
1227.449, 89.72906
1227.932, 90.69241
1228.414, 90.43853
1228.896, 89.14617
1229.378, 88.18687
1229.860, 87.84600
1230.342, 88.03379
1230.824, 89.62209
1231.306, 90.47810
1231.788, 89.39580
1232.271, 88.06002
1232.753, 87.06264
1233.235, 86.73675
1233.717, 88.00123
1234.199, 86.85296
1234.681, 90.25229
1235.163, 86.75691
1235.645, 85.50063
1236.128, 87.06238
1236.610, 87.65542
1237.092, 86.28092
1237.574, 84.90714
1238.056, 84.71708
1238.538, 84.07056
1239.020, 84.73168
1239.502, 84.31259
1239.984, 84.93739
1240.467, 86.13651
1240.949, 86.76158
1241.431, 86.66811
1241.913, 85.22121
1242.395, 82.79244
1242.877, 81.86093
1243.359, 83.79823
1243.841, 85.88909
1244.323, 86.15193
1244.806, 85.79552
1245.288, 85.45718
1245.770, 85.16788
1246.252, 84.75913
1246.734, 84.50891
1247.216, 84.55294
1247.698, 84.87968
1248.180, 84.79112
1248.662, 85.41187
1249.145, 85.56834
1249.627, 85.66644
1250.109, 86.68089
1250.591, 87.72124
1251.073, 88.51025
1251.555, 88.87476
1252.037, 88.91368
1252.519, 88.68867
1253.002, 88.31691
1253.484, 88.36483
1253.966, 88.82451
1254.448, 89.54733
1254.930, 90.45981
1255.412, 90.49074
1255.894, 89.51671
1256.376, 88.98945
1256.859, 89.68545
1257.341, 90.14202
1257.823, 88.37221
1258.305, 86.22430
1258.787, 86.22270
1259.269, 87.30743
1259.751, 88.64468
1260.233, 89.66628
1260.715, 89.19761
1261.198, 87.63928
1261.680, 87.07452
1262.162, 88.26303
1262.644, 89.27368
1263.126, 89.47805
1263.608, 89.46440
1264.090, 89.60365
1264.572, 89.31343
1265.054, 87.75686
1265.537, 86.16042
1266.019, 85.96678
1266.501, 86.70616
1266.983, 86.79015
1267.465, 86.16020
1267.947, 85.44511
1268.429, 84.60901
1268.911, 84.06010
1269.394, 83.85814
1269.876, 84.35239
1270.358, 85.69028
1270.840, 86.57014
1271.322, 85.65929
1271.804, 86.70284
1272.286, 85.13573
1272.768, 86.65502
1273.250, 86.37874
1273.733, 85.14174
1274.215, 84.37663
1274.697, 84.20550
1275.179, 84.34890
1275.661, 84.71088
1276.143, 85.14296
1276.625, 85.61813
1277.107, 86.09863
1277.589, 87.02876
1278.072, 87.37321
1278.554, 85.64533
1279.036, 84.22440
1279.518, 85.34748
1280.000, 87.64809
1280.482, 88.90482
1280.964, 89.17392
1281.446, 88.95499
1281.929, 88.08773
1282.411, 88.20979
1282.893, 89.48575
1283.375, 89.74956
1283.857, 88.47980
1284.339, 87.01075
1284.821, 86.10027
1285.303, 86.11546
1285.786, 87.42003
