##NAMES=Piemontite
##RRUFFID=R060905
##IDEAL CHEMISTRY=Ca_2_Mn^3+^Al_2_(Si_2_O_7_)(SiO_4_)O(OH)
##LOCALITY=Praborna mine, Aosta Valley, St. Marcel, Italy
##OWNER=RRUFF
##SOURCE=Michael Scott
##DESCRIPTION=Elongated purple single crystals associated with albite and romeite, R060323
##STATUS=The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis
##URL=rruff.info/R060905
##MEASURED CHEMISTRY=(Ca_1.82_Mn^2+^_0.12_)_Σ=2_(Al_1.95_Mn^3+^_0.97_Fe^3+^_0.08_)_Σ=3_[Si_2.00_O_7_][Si_1.00_O_4_]O(OH) ; = lighter phase, and the darker phase is albite.
808.0565, 790.4221
808.5386, 786.4153
809.0208, 779.0892
809.5029, 775.7758
809.9850, 781.9468
810.4671, 788.1420
810.9492, 782.2471
811.4313, 772.2111
811.9135, 772.0952
812.3956, 797.1740
812.8777, 817.6165
813.3598, 829.8883
813.8419, 834.9338
814.3240, 833.2189
814.8062, 823.9994
815.2883, 815.4954
815.7704, 810.6089
816.2525, 806.3386
816.7346, 794.3302
817.2167, 778.9222
817.6989, 771.4699
818.1810, 781.4343
818.6631, 795.7656
819.1452, 813.7178
819.6273, 831.2747
820.1094, 837.9109
820.5916, 826.2974
821.0737, 816.5867
821.5558, 811.8638
822.0379, 811.3895
822.5200, 815.5637
823.0021, 823.8096
823.4843, 828.2673
823.9664, 824.4368
824.4485, 817.9623
824.9306, 814.3997
825.4127, 813.4060
825.8948, 814.1489
826.3770, 815.7806
826.8591, 819.6653
827.3412, 828.9294
827.8233, 840.2128
828.3054, 845.9544
828.7875, 844.6725
829.2697, 842.9701
829.7518, 842.2927
830.2339, 842.2563
830.7160, 842.4604
831.1981, 842.6919
831.6802, 842.0516
832.1624, 839.1429
832.6445, 836.4517
833.1266, 836.7059
833.6087, 838.3865
834.0908, 838.2411
834.5729, 834.5503
835.0551, 830.0981
835.5372, 824.1797
836.0193, 818.3788
836.5014, 816.7501
836.9835, 819.3802
837.4656, 822.9733
837.9478, 827.4966
838.4299, 830.7930
838.9120, 828.2120
839.3941, 822.1776
839.8762, 818.1009
840.3583, 821.3540
840.8405, 823.3519
841.3226, 818.3724
841.8047, 810.7217
842.2868, 809.0735
842.7689, 815.2175
843.2510, 823.2441
843.7332, 833.9222
844.2153, 843.2211
844.6974, 840.6748
845.1795, 829.1048
845.6616, 821.2787
846.1437, 823.1765
846.6259, 826.9899
847.1080, 825.2678
847.5901, 821.6064
848.0722, 821.9234
848.5543, 834.9953
849.0364, 841.9911
849.5186, 838.4564
850.0007, 830.2994
850.4828, 827.5558
850.9649, 830.3984
851.4470, 833.0218
851.9291, 834.6112
852.4113, 834.3912
852.8934, 828.8271
853.3755, 821.3253
853.8576, 818.3177
854.3397, 826.4471
854.8218, 831.8881
855.3040, 826.4016
855.7860, 817.3975
856.2681, 815.3346
856.7502, 824.3277
857.2324, 826.1777
857.7145, 817.0761
858.1966, 805.4460
858.6787, 802.5278
859.1608, 806.6368
859.6429, 813.4097
860.1251, 823.0248
860.6072, 830.5081
861.0893, 831.1909
861.5714, 828.4028
862.0535, 825.5310
862.5356, 819.4423
863.0178, 820.6787
863.4999, 834.1312
863.9820, 848.3766
864.4641, 850.1429
864.9462, 840.3717
865.4283, 831.3334
865.9105, 823.9605
866.3926, 820.0050
866.8747, 823.4091
867.3568, 830.2189
867.8389, 835.6437
868.3210, 838.6702
868.8032, 841.2518
869.2853, 845.4743
869.7674, 847.9984
870.2495, 845.8538
870.7316, 837.6698
871.2137, 833.0208
871.6959, 831.8944
872.1780, 834.4174
872.6601, 844.1384
873.1422, 856.3155
873.6243, 862.2668
874.1064, 861.1211
874.5886, 858.6764
875.0707, 856.0208
875.5528, 854.5283
876.0349, 855.5234
876.5170, 859.1888
876.9991, 861.9716
877.4813, 863.5417
877.9634, 865.1484
878.4455, 867.1530
878.9276, 869.8347
879.4097, 875.9249
879.8918, 884.7099
880.3740, 889.6479
880.8561, 882.3193
881.3382, 873.3746
881.8203, 868.7480
882.3024, 868.9275
882.7845, 875.2128
883.2667, 894.3864
883.7488, 906.6075
884.2309, 901.6849
884.7130, 885.5396
885.1951, 883.3116
885.6772, 893.7100
886.1594, 903.7938
886.6415, 906.0977
887.1236, 905.4737
887.6057, 903.0428
888.0878, 901.0019
888.5699, 905.6473
889.0521, 930.7273
889.5342, 947.1771
890.0163, 946.0536
890.4984, 934.8943
890.9805, 931.2375
891.4626, 935.1295
891.9448, 940.7053
892.4269, 947.4102
892.9090, 952.5094
893.3911, 950.7297
893.8732, 945.1288
894.3553, 941.3495
894.8375, 939.0509
895.3196, 941.6561
895.8017, 956.8474
896.2838, 973.1115
896.7659, 974.9433
897.2480, 959.1041
897.7302, 951.1139
898.2123, 955.5552
898.6944, 963.0641
899.1765, 961.0338
899.6586, 954.5099
900.1407, 952.5927
900.6229, 957.8286
901.1050, 964.8983
901.5871, 975.4924
902.0692, 984.1807
902.5513, 986.2436
903.0334, 979.0831
903.5156, 975.7090
903.9977, 976.7087
904.4798, 979.1112
904.9619, 982.5290
905.4440, 984.8816
905.9261, 978.1232
906.4083, 962.2891
906.8904, 952.8829
907.3725, 966.1293
907.8546, 982.6801
908.3367, 988.9842
908.8188, 984.5052
909.3010, 986.3860
909.7831, 997.2983
910.2652, 1006.365
910.7473, 1006.437
911.2294, 1001.424
911.7115, 1004.492
912.1937, 1013.639
912.6758, 1018.454
913.1579, 1006.189
913.6400, 994.6677
914.1221, 993.6399
914.6042, 1001.854
915.0864, 1013.779
915.5685, 1034.293
916.0506, 1045.510
916.5327, 1039.623
917.0148, 1027.110
917.4969, 1031.059
917.9790, 1047.580
918.4611, 1061.982
918.9432, 1070.497
919.4254, 1073.313
919.9075, 1066.238
920.3896, 1055.041
920.8717, 1048.147
921.3538, 1045.504
921.8359, 1050.056
922.3181, 1066.138
922.8002, 1081.755
923.2823, 1079.430
923.7644, 1063.299
924.2465, 1055.286
924.7286, 1059.163
925.2108, 1059.684
925.6929, 1037.982
926.1750, 1012.546
926.6571, 1000.984
927.1392, 1010.719
927.6213, 1011.224
928.1035, 998.6399
928.5856, 983.6016
929.0677, 969.9727
929.5498, 959.0782
930.0319, 961.3377
930.5140, 975.3405
930.9962, 986.0306
931.4783, 984.7335
931.9604, 975.6388
932.4425, 958.3807
932.9246, 934.7830
933.4067, 914.8344
933.8889, 896.6925
934.3710, 887.7103
934.8531, 893.1542
935.3352, 906.3350
935.8173, 909.5706
936.2994, 904.3539
936.7816, 897.3432
937.2637, 888.4966
937.7458, 882.5660
938.2279, 884.8070
938.7100, 891.6393
939.1921, 897.5850
939.6743, 903.9646
940.1564, 905.3323
940.6385, 900.4430
941.1206, 892.1161
941.6027, 881.5695
942.0848, 870.1970
942.5670, 864.9082
943.0491, 867.2697
943.5312, 869.9408
944.0133, 866.4041
944.4954, 861.6202
944.9775, 860.2910
945.4597, 864.2638
945.9418, 864.7726
946.4239, 860.4597
946.9060, 855.6893
947.3881, 852.2117
947.8702, 850.3870
948.3524, 852.4828
948.8345, 858.0112
949.3166, 863.5712
949.7987, 867.2681
950.2808, 870.3784
950.7629, 874.3442
951.2451, 878.4593
951.7272, 879.7259
952.2093, 877.4557
952.6914, 873.7523
953.1735, 868.2833
953.6556, 862.8734
954.1378, 862.9285
954.6199, 866.1142
955.1020, 864.9974
955.5841, 853.6158
956.0662, 845.0854
956.5483, 847.6537
957.0305, 856.1592
957.5126, 865.1343
957.9947, 876.3494
958.4768, 882.0832
958.9589, 882.0963
959.4410, 877.1752
959.9232, 863.5043
960.4053, 846.7239
960.8874, 840.1181
961.3695, 844.6920
961.8516, 848.7775
962.3337, 844.4148
962.8159, 839.7354
963.2980, 838.3403
963.7801, 840.2727
964.2622, 848.5292
964.7443, 865.1094
965.2264, 875.2861
965.7086, 868.2919
966.1907, 855.0176
966.6728, 853.2341
967.1549, 859.6540
967.6370, 865.6999
968.1191, 868.0402
968.6013, 869.6264
969.0834, 871.0427
969.5655, 872.2856
970.0476, 873.8547
970.5297, 875.9349
971.0118, 874.3935
971.4940, 867.7200
971.9761, 862.1154
972.4582, 864.2750
972.9403, 871.3584
973.4224, 881.1801
973.9045, 894.8259
974.3867, 903.0287
974.8688, 901.2629
975.3509, 897.2175
975.8330, 894.1498
976.3151, 892.1002
976.7972, 893.1812
977.2794, 897.1002
977.7615, 898.8109
978.2436, 894.3804
978.7257, 886.9611
979.2078, 875.2712
979.6899, 862.4197
980.1720, 859.4947
980.6541, 877.7919
981.1362, 887.8516
981.6183, 881.4194
982.1005, 869.1295
982.5826, 872.5068
983.0647, 887.2824
983.5468, 895.2177
984.0289, 890.6116
984.5110, 883.7029
984.9932, 883.0311
985.4753, 882.4293
985.9574, 874.0809
986.4395, 853.1588
986.9216, 844.2944
987.4037, 850.1951
987.8859, 859.2734
988.3680, 862.9630
988.8501, 863.5048
989.3322, 867.2839
989.8143, 873.4104
990.2964, 875.4535
990.7786, 861.8396
991.2607, 852.4797
991.7428, 860.5754
992.2249, 878.2672
992.7070, 883.8256
993.1891, 876.0352
993.6713, 866.7137
994.1534, 857.7554
994.6355, 851.3212
995.1176, 851.2874
995.5997, 855.3080
996.0818, 860.0663
996.5640, 866.5349
997.0461, 869.4240
997.5282, 866.9435
998.0103, 862.0381
998.4924, 855.4655
998.9745, 847.5047
999.4567, 844.8605
999.9388, 847.5182
1000.421, 852.3762
1000.903, 860.0696
1001.385, 866.7625
1001.867, 868.0930
1002.349, 864.9472
1002.831, 864.1932
1003.314, 867.6852
1003.796, 870.1571
1004.278, 869.7592
1004.760, 868.5402
1005.242, 872.6149
1005.724, 879.2982
1006.206, 879.2207
1006.688, 864.4017
1007.171, 855.8638
1007.653, 870.3806
1008.135, 891.7267
1008.617, 905.5778
1009.099, 911.8054
1009.581, 907.7999
1010.063, 891.5135
1010.545, 877.8887
1011.027, 882.3073
1011.510, 893.9804
1011.992, 897.9959
1012.474, 894.7598
1012.956, 890.5062
1013.438, 886.7645
1013.920, 882.7711
1014.402, 878.5075
1014.884, 873.8211
1015.367, 865.7520
1015.849, 855.4805
1016.331, 855.5816
1016.813, 872.7140
1017.295, 890.2922
1017.777, 894.7419
1018.259, 891.6381
1018.741, 885.9999
1019.223, 876.6359
1019.706, 870.8018
1020.188, 868.5002
1020.670, 869.8920
1021.152, 877.7009
1021.634, 888.7341
1022.116, 893.2773
1022.598, 892.4611
1023.080, 892.7191
1023.563, 901.2461
1024.045, 906.8089
1024.527, 899.8194
1025.009, 888.9016
1025.491, 894.8326
1025.973, 919.0300
1026.455, 934.1754
1026.937, 933.8987
1027.419, 926.9362
1027.901, 919.9950
1028.384, 913.4857
1028.866, 907.1558
1029.348, 899.3880
1029.830, 899.7900
1030.312, 914.5822
1030.794, 927.0313
1031.276, 927.0890
1031.758, 917.2224
1032.241, 903.3591
1032.723, 887.8948
1033.205, 882.8604
1033.687, 905.1526
1034.169, 928.3169
1034.651, 940.5133
1035.133, 944.0244
1035.615, 943.4755
1036.098, 938.5516
1036.580, 929.4885
1037.062, 914.9825
1037.544, 902.7174
1038.026, 905.6273
1038.508, 913.8518
1038.990, 910.8301
1039.472, 892.8678
1039.954, 886.9091
1040.437, 910.3616
1040.919, 930.4839
1041.401, 934.4696
1041.883, 926.0017
1042.365, 916.9968
1042.847, 907.9175
1043.329, 901.0657
1043.811, 897.6937
1044.293, 896.4673
1044.776, 898.8652
1045.258, 901.8915
1045.740, 900.8184
1046.222, 893.0241
1046.704, 890.6019
1047.186, 894.6823
1047.668, 900.8688
1048.150, 905.3735
1048.633, 909.4188
1049.115, 916.9404
1049.597, 927.0964
1050.079, 930.3695
1050.561, 916.6071
1051.043, 904.0123
1051.525, 896.7427
1052.007, 893.9966
1052.490, 893.8107
1052.972, 896.4020
1053.454, 904.3702
1053.936, 921.2543
1054.418, 934.3416
1054.900, 929.7966
1055.382, 920.2331
1055.864, 919.2260
1056.346, 929.9209
1056.828, 929.6908
1057.311, 916.6624
1057.793, 903.5176
1058.275, 899.1479
1058.757, 899.3806
1059.239, 897.5255
1059.721, 894.9094
1060.203, 895.6490
1060.685, 907.3145
1061.168, 913.8145
1061.650, 912.2580
1062.132, 905.6032
1062.614, 895.3238
1063.096, 883.1530
1063.578, 878.8718
1064.060, 884.2386
1064.542, 889.0364
1065.025, 882.4672
1065.507, 876.5865
1065.989, 882.3302
1066.471, 897.5282
1066.953, 904.8882
1067.435, 903.5893
1067.917, 901.8099
1068.399, 903.4456
1068.881, 904.6610
1069.364, 895.6782
1069.846, 884.5106
1070.328, 884.5865
1070.810, 911.1113
1071.292, 925.6360
1071.774, 923.3618
1072.256, 915.7392
1072.738, 911.2850
1073.220, 909.2074
1073.703, 906.3137
1074.185, 902.9262
1074.667, 901.9553
1075.149, 907.3852
1075.631, 912.7927
1076.113, 914.8745
1076.595, 915.4810
1077.077, 918.6464
1077.559, 924.4962
1078.042, 927.3871
1078.524, 925.9910
1079.006, 924.0815
1079.488, 927.7009
1079.970, 930.9218
1080.452, 926.1319
1080.934, 910.9743
1081.416, 904.7209
1081.899, 909.9047
1082.381, 916.4358
1082.863, 920.8052
1083.345, 922.8973
1083.827, 920.0131
1084.309, 914.9956
1084.791, 914.3419
1085.273, 925.4988
1085.755, 932.0784
1086.238, 928.4424
1086.720, 922.8185
1087.202, 921.7850
1087.684, 924.9903
1088.166, 930.9567
1088.648, 939.1694
1089.130, 944.3154
1089.612, 944.5204
1090.094, 939.2048
1090.577, 923.0162
1091.059, 901.9266
1091.541, 890.8046
1092.023, 890.9781
1092.505, 892.3312
1092.987, 893.3448
1093.469, 894.5673
1093.951, 897.3654
1094.434, 900.1971
1094.916, 901.1556
1095.398, 899.8273
1095.880, 897.9073
1096.362, 893.3972
1096.844, 893.8055
1097.326, 904.8121
1097.808, 919.2917
1098.291, 919.2338
1098.773, 910.3811
1099.255, 907.8449
1099.737, 921.5693
1100.219, 931.5596
1100.701, 932.5242
1101.183, 928.0928
1101.665, 918.4293
1102.147, 904.1426
1102.630, 896.8870
1103.112, 896.3309
1103.594, 898.6672
1104.076, 904.0639
1104.558, 909.0615
1105.040, 911.7096
1105.522, 912.3860
1106.004, 911.5038
1106.486, 908.4246
1106.969, 908.8946
1107.451, 914.2761
1107.933, 918.2402
1108.415, 911.1566
1108.897, 901.6478
1109.379, 899.6814
1109.861, 905.9777
1110.343, 911.1743
1110.826, 916.6133
1111.308, 914.9327
1111.790, 900.4082
1112.272, 883.8588
1112.754, 886.5751
1113.236, 900.6631
1113.718, 910.5847
1114.200, 912.3165
1114.682, 910.2490
1115.165, 900.3792
1115.647, 893.9163
1116.129, 899.5866
1116.611, 913.7738
1117.093, 917.9490
1117.575, 913.8628
1118.057, 910.1284
1118.539, 912.0274
1119.021, 913.9611
1119.504, 912.7366
1119.986, 910.8905
1120.468, 912.0983
1120.950, 916.8582
1121.432, 914.7823
1121.914, 905.2730
1122.396, 899.0528
1122.878, 909.7284
1123.361, 922.0411
1123.843, 924.0905
1124.325, 917.2209
1124.807, 909.5167
1125.289, 899.8832
1125.771, 894.8022
1126.253, 895.3669
1126.735, 900.7875
1127.218, 916.0554
1127.700, 932.3021
1128.182, 937.1823
1128.664, 928.3929
1129.146, 919.5914
1129.628, 911.0444
1130.110, 905.1687
1130.592, 903.0978
1131.074, 903.7824
1131.557, 907.0066
1132.039, 911.0513
1132.521, 910.9520
1133.003, 901.2927
1133.485, 899.4788
1133.967, 916.6777
1134.449, 932.8853
1134.931, 934.9666
1135.413, 926.1201
1135.896, 922.4807
1136.378, 923.2077
1136.860, 924.2846
1137.342, 926.8751
1137.824, 925.6808
1138.306, 911.3054
1138.788, 897.1819
1139.270, 901.1609
1139.752, 923.3254
1140.235, 926.7298
1140.717, 910.2040
1141.199, 893.7863
1141.681, 891.6769
1142.163, 894.6172
1142.645, 897.6104
1143.127, 900.7810
1143.609, 905.5670
1144.092, 912.7327
1144.574, 915.3664
1145.056, 911.8661
1145.538, 907.5711
1146.020, 908.9537
1146.502, 911.4296
1146.984, 908.8760
1147.466, 901.2165
1147.948, 901.1354
1148.431, 911.9436
1148.913, 917.9205
1149.395, 912.6877
1149.877, 904.3762
1150.359, 904.8667
1150.841, 909.8653
1151.323, 912.7004
1151.805, 910.7342
1152.287, 912.9562
1152.770, 922.6494
1153.252, 929.6369
1153.734, 927.2083
1154.216, 920.0701
1154.698, 918.5128
1155.180, 921.0910
1155.662, 924.5997
1156.144, 930.1541
1156.627, 932.4236
1157.109, 929.2914
1157.591, 925.5704
1158.073, 925.8992
1158.555, 928.7583
1159.037, 927.1147
1159.519, 922.0118
1160.001, 918.7296
1160.484, 921.2701
1160.966, 924.2742
1161.448, 928.4515
1161.930, 930.1419
1162.412, 922.3395
1162.894, 907.0917
1163.376, 898.6066
1163.858, 897.7834
1164.340, 900.8105
1164.823, 909.9676
1165.305, 917.2632
1165.787, 915.8100
1166.269, 911.4960
1166.751, 919.4378
1167.233, 938.4462
1167.715, 945.3899
1168.197, 935.0015
1168.679, 926.4203
1169.162, 943.7619
1169.644, 959.7718
1170.126, 946.1531
1170.608, 912.5871
1171.090, 909.6147
1171.572, 938.0004
1172.054, 959.6622
1172.536, 963.1461
1173.019, 957.5064
1173.501, 944.2520
1173.983, 930.3505
1174.465, 921.5633
1174.947, 917.8013
1175.429, 928.7361
1175.911, 956.6880
1176.393, 972.6621
1176.875, 956.4595
1177.358, 934.1303
1177.840, 935.0461
1178.322, 946.7184
1178.804, 950.9868
1179.286, 942.8176
1179.768, 939.7766
1180.250, 942.3279
1180.732, 947.2820
1181.214, 956.5974
1181.697, 963.9172
1182.179, 957.3447
1182.661, 943.5565
1183.143, 937.4034
1183.625, 944.5081
1184.107, 951.5764
1184.589, 958.6739
1185.071, 963.7896
1185.554, 964.7113
1186.036, 962.9309
1186.518, 959.7314
1187.000, 955.5845
1187.482, 952.0645
1187.964, 949.5309
1188.446, 947.3448
1188.928, 945.3124
1189.411, 944.0001
1189.893, 943.7529
1190.375, 944.8087
1190.857, 948.7562
1191.339, 955.0897
1191.821, 958.0899
1192.303, 952.3464
1192.785, 952.2090
1193.267, 962.2607
1193.750, 974.6940
1194.232, 978.9326
1194.714, 977.1984
1195.196, 972.0302
1195.678, 963.6260
1196.160, 958.7669
1196.642, 959.7411
1197.124, 962.8846
1197.606, 967.7515
1198.089, 973.3473
1198.571, 979.2016
1199.053, 983.9342
1199.535, 984.2003
1200.017, 978.6185
1200.499, 972.7651
1200.981, 966.2933
1201.463, 962.2427
1201.945, 961.8747
1202.428, 964.8091
1202.910, 974.4184
1203.392, 985.9958
1203.874, 987.6054
1204.356, 971.0581
1204.838, 959.3786
1205.320, 957.5411
1205.802, 959.7935
1206.285, 963.9852
1206.767, 969.4002
1207.249, 974.9479
1207.731, 979.8615
1208.213, 981.8961
1208.695, 978.7080
1209.177, 975.2902
1209.659, 972.0441
1210.141, 969.4456
1210.624, 966.4614
1211.106, 964.7531
1211.588, 971.1472
1212.070, 983.7584
1212.552, 996.5521
1213.034, 1017.825
1213.516, 1020.632
1213.998, 991.8900
1214.480, 961.7415
1214.963, 960.6109
1215.445, 979.1738
1215.927, 989.0305
1216.409, 990.6827
1216.891, 989.8493
1217.373, 986.4043
1217.855, 984.1461
1218.337, 983.3335
1218.820, 984.4026
1219.302, 989.5729
1219.784, 996.6733
1220.266, 998.5607
1220.748, 995.7776
1221.230, 994.0815
1221.712, 997.5914
1222.194, 1000.139
1222.677, 1001.315
1223.159, 999.8656
1223.641, 990.6070
1224.123, 978.3193
1224.605, 975.7660
1225.087, 983.2047
1225.569, 990.3142
1226.051, 992.6063
1226.533, 995.0656
1227.016, 999.0054
1227.498, 1003.031
1227.980, 1004.995
1228.462, 1005.415
1228.944, 1005.401
1229.426, 1005.082
1229.908, 1003.719
1230.390, 998.0366
1230.872, 996.3680
1231.355, 1001.532
1231.837, 1010.526
1232.319, 1021.304
1232.801, 1030.972
1233.283, 1031.911
1233.765, 1022.155
1234.247, 1017.449
1234.729, 1024.709
1235.212, 1029.309
1235.694, 1025.871
1236.176, 1018.982
1236.658, 1017.227
1237.140, 1017.719
1237.622, 1013.815
1238.104, 1002.628
1238.586, 1001.424
1239.068, 1016.097
1239.551, 1029.034
1240.033, 1033.712
1240.515, 1033.038
1240.997, 1026.887
1241.479, 1020.914
1241.961, 1027.030
1242.443, 1053.048
1242.925, 1062.494
1243.407, 1049.782
1243.890, 1033.965
1244.372, 1021.861
1244.854, 1013.585
1245.336, 1009.316
1245.818, 1009.269
1246.300, 1014.854
1246.782, 1029.059
1247.264, 1039.243
1247.747, 1045.912
1248.229, 1045.324
1248.711, 1030.785
1249.193, 1015.007
1249.675, 1016.172
1250.157, 1025.473
1250.639, 1028.579
1251.121, 1020.799
1251.604, 1023.998
1252.086, 1039.948
1252.568, 1053.370
1253.050, 1054.265
1253.532, 1050.766
1254.014, 1048.791
1254.496, 1048.746
1254.978, 1052.553
1255.460, 1062.556
1255.943, 1059.526
1256.425, 1042.656
1256.907, 1031.194
1257.389, 1042.625
1257.871, 1056.111
1258.353, 1054.439
1258.835, 1045.237
1259.317, 1038.592
1259.799, 1034.523
1260.281, 1035.185
1260.764, 1040.331
1261.246, 1044.044
1261.728, 1039.760
1262.210, 1036.524
1262.692, 1041.245
1263.174, 1048.700
1263.656, 1053.669
1264.138, 1056.206
##END=



