##NAMES=Abelsonite
##RRUFFID=R070007
##IDEAL CHEMISTRY=Ni^2+^C_31_H_32_N_4_
##LOCALITY=Green River Formation, Utah, USA
##OWNER=RRUFF
##SOURCE=Geophysical Laboratory, Carnegie Institution of Washington
##DESCRIPTION=Purple platy crystals embedded in drill core
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.
##URL=rruff.info/R070007
##MEASURED CHEMISTRY=(Ni_0.92_Fe^2+^_0.05_Cr_0.02_)C_31_H_32_N_4_ ; C, H and N not measured but estimated by stoichiometry
741.7387, 13625.38
742.2208, 13687.30
742.7029, 13737.81
743.1851, 13778.64
743.6672, 13807.52
744.1493, 13833.95
744.6314, 13866.41
745.1135, 13906.86
745.5956, 13960.63
746.0778, 14025.24
746.5599, 14109.04
747.0420, 14241.51
747.5241, 14394.19
748.0062, 14511.73
748.4883, 14533.63
748.9705, 14575.34
749.4526, 14662.30
749.9347, 14781.31
750.4168, 14902.32
750.8989, 15027.74
751.3810, 15134.96
751.8632, 15207.86
752.3453, 15261.12
752.8274, 15330.67
753.3095, 15415.28
753.7916, 15508.91
754.2737, 15624.27
754.7558, 15734.79
755.2379, 15817.17
755.7200, 15872.64
756.2021, 15916.67
756.6843, 15932.91
757.1664, 15960.00
757.6485, 16030.48
758.1306, 16150.82
758.6127, 16176.04
759.0948, 16081.54
759.5770, 15971.23
760.0591, 15931.79
760.5412, 15939.88
761.0233, 15893.09
761.5054, 15787.59
761.9875, 15657.95
762.4697, 15530.21
762.9518, 15395.58
763.4339, 15236.72
763.9160, 15041.92
764.3981, 14867.20
764.8802, 14726.12
765.3624, 14614.87
765.8445, 14530.84
766.3266, 14492.29
766.8087, 14428.43
767.2908, 14328.34
767.7729, 14223.89
768.2551, 14150.57
768.7372, 14105.57
769.2193, 14079.88
769.7014, 14073.73
770.1835, 14077.95
770.6656, 14086.70
771.1478, 14099.10
771.6299, 14114.15
772.1120, 14136.05
772.5941, 14154.18
773.0762, 14159.60
773.5583, 14161.86
774.0405, 14174.82
774.5226, 14200.68
775.0047, 14230.57
775.4868, 14261.06
775.9689, 14297.63
776.4510, 14358.45
776.9332, 14437.86
777.4153, 14508.52
777.8974, 14563.21
778.3795, 14601.26
778.8616, 14606.30
779.3438, 14594.70
779.8259, 14603.97
780.3080, 14686.61
780.7901, 14749.62
781.2722, 14759.53
781.7543, 14728.45
782.2365, 14685.35
782.7186, 14623.41
783.2007, 14568.24
783.6828, 14525.57
784.1649, 14496.89
784.6470, 14497.34
785.1292, 14521.40
785.6113, 14529.33
786.0934, 14474.08
786.5755, 14411.99
787.0576, 14404.64
787.5397, 14441.40
788.0219, 14461.76
788.5040, 14426.04
788.9861, 14390.75
789.4682, 14376.25
789.9503, 14381.34
790.4324, 14389.50
790.9146, 14399.80
791.3967, 14416.23
791.8788, 14442.17
792.3609, 14475.76
792.8430, 14512.61
793.3251, 14552.36
793.8073, 14587.57
794.2894, 14615.02
794.7715, 14634.98
795.2536, 14641.43
795.7357, 14634.04
796.2178, 14642.87
796.7000, 14703.78
797.1821, 14754.85
797.6642, 14765.49
798.1463, 14733.11
798.6284, 14704.02
799.1105, 14676.00
799.5927, 14662.10
800.0748, 14690.97
800.5569, 14738.27
801.0390, 14735.85
801.5211, 14680.89
802.0032, 14613.47
802.4854, 14553.65
802.9675, 14497.19
803.4496, 14442.71
803.9317, 14390.42
804.4138, 14336.48
804.8959, 14281.68
805.3781, 14223.95
805.8602, 14157.16
806.3423, 14078.29
806.8243, 14027.52
807.3065, 14007.88
807.7886, 13997.22
808.2707, 13971.95
808.7528, 13942.45
809.2349, 13930.68
809.7170, 13941.34
810.1992, 13948.50
810.6813, 13929.11
811.1634, 13905.93
811.6455, 13895.67
812.1276, 13897.72
812.6097, 13921.31
813.0919, 13978.01
813.5740, 14037.68
814.0561, 14074.80
814.5382, 14090.28
815.0203, 14092.54
815.5024, 14080.47
815.9846, 14073.51
816.4667, 14086.58
816.9488, 14117.60
817.4309, 14167.08
817.9130, 14241.38
818.3951, 14310.83
818.8773, 14369.27
819.3594, 14416.51
819.8415, 14451.12
820.3236, 14462.45
820.8057, 14497.18
821.2878, 14564.94
821.7700, 14632.04
822.2521, 14649.71
822.7342, 14634.88
823.2163, 14650.19
823.6984, 14707.64
824.1805, 14772.18
824.6627, 14821.71
825.1448, 14860.31
825.6269, 14890.63
826.1090, 14909.27
826.5911, 14929.01
827.0732, 14958.32
827.5554, 14982.12
828.0375, 14987.98
828.5196, 14975.44
829.0017, 14949.44
829.4838, 14910.36
829.9659, 14858.46
830.4481, 14781.17
830.9302, 14696.34
831.4123, 14641.65
831.8944, 14635.61
832.3765, 14611.91
832.8586, 14509.44
833.3408, 14389.94
833.8229, 14315.08
834.3050, 14305.59
834.7871, 14295.07
835.2692, 14287.71
835.7513, 14271.53
836.2335, 14232.79
836.7156, 14173.50
837.1977, 14099.06
837.6798, 14007.55
838.1619, 13929.93
838.6440, 13902.33
839.1262, 13901.06
839.6083, 13903.23
840.0904, 13912.00
840.5725, 13901.24
841.0546, 13848.47
841.5367, 13789.06
842.0189, 13747.66
842.5010, 13725.51
842.9831, 13708.08
843.4652, 13689.49
843.9473, 13701.10
844.4294, 13821.27
844.9116, 13983.03
845.3937, 14040.70
845.8758, 13958.87
846.3579, 13888.78
846.8400, 13947.99
847.3221, 14032.08
847.8043, 14048.00
848.2864, 13955.66
848.7685, 13908.93
849.2506, 13929.07
849.7327, 13953.53
850.2148, 13924.60
850.6970, 13851.08
851.1791, 13790.33
851.6612, 13746.80
852.1433, 13706.72
852.6254, 13644.71
853.1075, 13589.44
853.5897, 13574.63
854.0718, 13610.77
854.5539, 13647.75
855.0360, 13687.86
855.5181, 13714.32
856.0002, 13711.84
856.4824, 13676.48
856.9645, 13666.56
857.4466, 13684.13
857.9287, 13708.61
858.4108, 13734.09
858.8929, 13750.85
859.3750, 13731.63
859.8571, 13675.89
860.3392, 13637.64
860.8214, 13659.18
861.3035, 13692.88
861.7856, 13707.61
862.2677, 13701.18
862.7498, 13716.75
863.2319, 13767.47
863.7141, 13803.00
864.1962, 13776.46
864.6783, 13710.80
865.1604, 13694.06
865.6425, 13722.36
866.1246, 13754.21
866.6068, 13760.67
867.0889, 13763.15
867.5710, 13781.24
868.0531, 13814.52
868.5352, 13832.65
869.0173, 13823.91
869.4995, 13681.25
869.9816, 13772.16
870.4637, 13826.80
870.9458, 13847.10
871.4279, 13730.27
871.9100, 13790.52
872.3922, 13779.81
872.8743, 13766.19
873.3564, 13851.37
873.8385, 13754.48
874.3206, 13838.10
874.8027, 13849.66
875.2849, 13894.20
875.7670, 13912.18
876.2491, 13907.07
876.7312, 13937.16
877.2133, 14009.29
877.6954, 14051.40
878.1776, 14024.30
878.6597, 13971.36
879.1418, 13960.92
879.6239, 13982.79
880.1060, 14012.00
880.5881, 14046.40
881.0703, 14076.87
881.5524, 14096.00
882.0345, 14109.85
882.5166, 14131.91
882.9987, 14167.01
883.4808, 14192.72
883.9630, 14201.30
884.4451, 14206.16
884.9272, 14231.58
885.4093, 14272.04
885.8914, 14311.85
886.3735, 14346.60
886.8557, 14379.26
887.3378, 14415.11
887.8199, 14449.00
888.3020, 14473.25
888.7841, 14481.50
889.2662, 14489.99
889.7484, 14494.03
890.2305, 14507.17
890.7126, 14553.30
891.1947, 14625.59
891.6768, 14681.68
892.1589, 14713.84
892.6411, 14747.48
893.1232, 14817.45
893.6053, 14891.99
894.0874, 14932.55
894.5695, 14912.76
895.0516, 14925.98
895.5338, 14992.00
896.0159, 15071.95
896.4980, 15137.64
896.9801, 15189.88
897.4622, 15255.80
897.9443, 15336.29
898.4265, 15407.82
898.9086, 15451.63
899.3907, 15476.79
899.8728, 15485.11
900.3549, 15477.39
900.8370, 15482.10
901.3192, 15533.73
901.8013, 15569.31
902.2834, 15552.30
902.7655, 15493.13
903.2476, 15503.73
903.7297, 15587.67
904.2119, 15654.27
904.6940, 15646.24
905.1761, 15595.88
905.6582, 15533.85
906.1403, 15465.50
906.6224, 15412.33
907.1046, 15392.76
907.5867, 15378.28
908.0688, 15359.25
908.5509, 15338.82
909.0330, 15328.58
909.5151, 15330.69
909.9973, 15321.31
910.4793, 15284.64
910.9614, 15249.41
911.4435, 15263.97
911.9257, 15312.12
912.4078, 15360.71
912.8899, 15402.07
913.3720, 15435.71
913.8541, 15457.64
914.3362, 15473.45
914.8184, 15488.16
915.3005, 15499.55
915.7826, 15525.23
916.2647, 15573.22
916.7468, 15613.09
917.2289, 15580.20
917.7111, 15520.13
918.1932, 15532.91
918.6753, 15654.25
919.1574, 15747.74
919.6395, 15723.45
920.1216, 15666.95
920.6038, 15645.90
921.0859, 15670.13
921.5680, 15666.06
922.0501, 15622.60
922.5322, 15598.82
923.0143, 15669.17
923.4965, 15783.44
923.9786, 15819.62
924.4607, 15781.81
924.9428, 15755.06
925.4249, 15799.90
925.9070, 15852.75
926.3892, 15878.93
926.8713, 15882.10
927.3534, 15887.27
927.8355, 15890.99
928.3176, 15912.14
928.7997, 15965.49
929.2819, 16033.44
929.7640, 16074.67
930.2461, 16098.18
930.7282, 16130.53
931.2103, 16189.36
931.6924, 16253.17
932.1746, 16317.70
932.6567, 16380.18
933.1388, 16433.38
933.6209, 16473.85
934.1030, 16518.24
934.5851, 16569.04
935.0673, 16625.28
935.5494, 16701.40
936.0315, 16779.82
936.5136, 16815.35
936.9957, 16779.81
937.4778, 16767.15
937.9600, 16841.33
938.4421, 16945.97
938.9242, 17030.87
939.4063, 17085.92
939.8884, 17166.93
940.3705, 17281.30
940.8527, 17389.17
941.3348, 17448.21
941.8169, 17479.18
942.2990, 17527.87
942.7811, 17594.54
943.2632, 17652.74
943.7454, 17687.70
944.2275, 17712.68
944.7096, 17728.45
945.1917, 17738.51
945.6738, 17764.85
946.1559, 17809.86
946.6381, 17860.78
947.1202, 17922.72
947.6023, 17975.00
948.0844, 17964.78
948.5665, 17915.19
949.0486, 17885.39
949.5308, 17901.38
950.0129, 17939.34
950.4950, 18016.99
950.9771, 18100.13
951.4592, 18138.96
951.9413, 18125.37
952.4235, 18116.70
952.9056, 18121.10
953.3877, 18127.48
953.8698, 18113.33
954.3519, 18095.91
954.8340, 18110.26
955.3162, 18172.70
955.7983, 18208.98
956.2804, 18151.48
956.7625, 18099.02
957.2446, 18119.70
957.7267, 18217.46
958.2089, 18254.90
958.6910, 18229.65
959.1731, 18189.36
959.6552, 18144.65
960.1373, 18117.35
960.6194, 18155.55
961.1016, 18242.69
961.5837, 18298.72
962.0658, 18272.07
962.5479, 18239.34
963.0300, 18209.85
963.5121, 18192.15
963.9942, 18221.16
964.4763, 18294.32
964.9584, 18343.19
965.4406, 18341.70
965.9227, 18322.84
966.4048, 18308.52
966.8869, 18303.15
967.3690, 18313.17
967.8511, 18349.42
968.3333, 18386.78
968.8154, 18434.51
969.2975, 18467.56
969.7796, 18449.25
970.2617, 18388.67
970.7438, 18370.91
971.2260, 18400.20
971.7081, 18438.14
972.1902, 18468.69
972.6723, 18485.74
973.1544, 18472.19
973.6365, 18428.95
974.1187, 18420.34
974.6008, 18457.90
975.0829, 18511.59
975.5650, 18583.84
976.0471, 18655.03
976.5292, 18665.25
977.0114, 18626.05
977.4935, 18582.03
977.9756, 18544.84
978.4577, 18517.79
978.9398, 18501.28
979.4219, 18496.81
979.9041, 18509.57
980.3862, 18555.61
980.8683, 18563.56
981.3504, 18518.54
981.8325, 18467.66
982.3146, 18469.59
982.7968, 18503.09
983.2789, 18528.05
983.7610, 18539.51
984.2431, 18538.25
984.7252, 18499.10
985.2073, 18472.47
985.6895, 18492.56
986.1716, 18555.88
986.6537, 18582.14
987.1358, 18566.97
987.6179, 18571.21
988.1000, 18641.36
988.5822, 18734.58
989.0643, 18802.42
989.5464, 18847.79
990.0285, 18878.01
990.5106, 18854.93
990.9927, 18873.80
991.4749, 18971.04
991.9570, 19092.55
992.4391, 19160.09
992.9212, 19177.06
993.4033, 19178.78
993.8854, 19166.43
994.3676, 19169.87
994.8497, 19237.01
995.3318, 19318.46
995.8139, 19363.04
996.2960, 19353.34
996.7781, 19377.79
997.2603, 19465.99
997.7424, 19526.12
998.2245, 19496.62
998.7066, 19405.20
999.1887, 19341.82
999.6708, 19301.14
1000.153, 19258.01
1000.635, 19186.29
1001.117, 19123.31
1001.599, 19096.94
1002.081, 19088.65
1002.564, 19061.05
1003.046, 19013.63
1003.528, 18946.32
1004.010, 18852.94
1004.492, 18764.36
1004.974, 18728.94
1005.456, 18721.15
1005.938, 18699.62
1006.420, 18654.52
1006.903, 18614.67
1007.385, 18589.62
1007.867, 18572.05
1008.349, 18562.94
1008.831, 18560.31
1009.313, 18538.86
1009.795, 18499.28
1010.277, 18461.90
1010.760, 18440.57
1011.242, 18423.21
1011.724, 18393.55
1012.206, 18360.08
1012.688, 18345.71
1013.170, 18370.49
1013.652, 18379.01
1014.134, 18356.84
1014.616, 18333.20
1015.099, 18356.19
1015.581, 18410.94
1016.063, 18453.82
1016.545, 18477.93
1017.027, 18491.89
1017.509, 18490.22
1017.991, 18489.09
1018.473, 18503.00
1018.955, 18531.53
1019.438, 18538.67
1019.920, 18520.64
1020.402, 18511.58
1020.884, 18532.82
1021.366, 18569.02
1021.848, 18600.05
1022.330, 18628.86
1022.812, 18662.33
1023.294, 18721.94
1023.777, 18758.01
1024.259, 18755.45
1024.741, 18739.58
1025.223, 18744.40
1025.705, 18766.37
1026.187, 18777.92
1026.669, 18775.58
1027.151, 18773.77
1027.634, 18776.84
1028.116, 18789.87
1028.598, 18822.00
1029.080, 18873.45
1029.562, 18912.69
1030.044, 18937.71
1030.526, 18958.48
1031.008, 18978.54
1031.490, 18997.13
1031.973, 19010.99
1032.455, 19022.79
1032.937, 19038.89
1033.419, 19063.60
1033.901, 19090.28
1034.383, 19122.98
1034.865, 19151.92
1035.347, 19157.20
1035.830, 19138.51
1036.312, 19178.48
1036.794, 19282.16
1037.276, 19376.77
1037.758, 19392.42
1038.240, 19382.60
1038.722, 19384.50
1039.204, 19401.48
1039.687, 19437.95
1040.169, 19503.63
1040.651, 19558.78
1041.133, 19585.43
1041.615, 19607.08
1042.097, 19680.82
1042.579, 19782.04
1043.061, 19849.09
1043.543, 19845.34
1044.026, 19855.47
1044.508, 19918.38
1044.990, 20002.42
1045.472, 20089.29
1045.954, 20180.51
1046.436, 20256.27
1046.918, 20316.53
1047.400, 20367.19
1047.882, 20405.05
1048.365, 20441.14
1048.847, 20489.04
1049.329, 20543.91
1049.811, 20586.51
1050.293, 20600.61
1050.775, 20636.93
1051.257, 20708.50
1051.739, 20792.01
1052.221, 20861.92
1052.704, 20916.23
1053.186, 20944.68
1053.668, 20942.05
1054.150, 20945.52
1054.632, 20976.23
1055.114, 21013.71
1055.596, 21044.99
1056.078, 21072.26
1056.561, 21124.53
1057.043, 21200.48
1057.525, 21252.72
1058.007, 21257.16
1058.489, 21231.55
1058.971, 21154.89
1059.453, 21070.56
1059.935, 21056.84
1060.417, 21181.83
1060.900, 21249.01
1061.382, 21241.22
1061.864, 21207.55
1062.346, 21185.58
1062.828, 21175.54
1063.310, 21183.50
1063.792, 21207.59
1064.274, 21227.50
1064.756, 21223.05
1065.239, 21227.79
1065.721, 21266.50
1066.203, 21314.56
1066.685, 21293.08
1067.167, 21209.95
1067.649, 21155.23
1068.131, 21151.37
1068.613, 21183.81
1069.096, 21275.94
1069.578, 21375.86
1070.060, 21428.17
1070.542, 21419.87
1071.024, 21419.64
1071.506, 21426.93
1071.988, 21444.70
1072.470, 21478.04
1072.953, 21520.97
1073.435, 21561.06
1073.917, 21601.92
1074.399, 21653.98
1074.881, 21735.10
1075.363, 21808.05
1075.845, 21872.12
1076.327, 21921.81
1076.809, 21937.49
1077.292, 21930.03
1077.774, 21967.95
1078.256, 22057.32
1078.738, 22144.26
1079.220, 22155.83
1079.702, 22188.45
1080.184, 22343.64
1080.666, 22575.15
1081.148, 22685.50
1081.631, 22661.47
1082.113, 22666.05
1082.595, 22755.88
1083.077, 22867.44
1083.559, 22924.01
1084.041, 22959.02
1084.523, 23019.85
1085.005, 23131.61
1085.488, 23217.75
1085.970, 23264.47
1086.452, 23313.28
1086.934, 23393.55
1087.416, 23494.52
1087.898, 23593.20
1088.380, 23684.50
1088.862, 23748.72
1089.344, 23736.04
1089.827, 23748.20
1090.309, 23829.52
1090.791, 23933.05
1091.273, 23998.13
1091.755, 24027.77
1092.237, 24075.47
1092.719, 24145.69
1093.201, 24224.16
1093.683, 24307.63
1094.166, 24388.81
1094.648, 24465.62
1095.130, 24536.19
1095.612, 24581.26
1096.094, 24588.82
1096.576, 24643.70
1097.058, 24777.62
1097.540, 24942.84
1098.022, 25094.96
1098.505, 25231.90
1098.987, 25348.78
1099.469, 25439.30
1099.951, 25529.54
1100.433, 25604.56
1100.915, 25713.08
1101.397, 25899.18
1101.879, 26129.69
1102.362, 26306.95
1102.844, 26448.56
1103.326, 26614.58
1103.808, 26860.29
1104.290, 27097.38
1104.772, 27289.83
1105.254, 27477.75
1105.736, 27695.06
1106.219, 27944.54
1106.701, 28229.54
1107.183, 28552.76
1107.665, 28883.45
1108.147, 29213.31
1108.629, 29536.84
1109.111, 29845.49
1109.593, 30146.82
1110.075, 30457.79
1110.557, 30781.58
1111.040, 31096.70
1111.522, 31400.91
1112.004, 31683.75
1112.486, 31918.95
1112.968, 32130.30
1113.450, 32350.59
1113.932, 32587.01
1114.414, 32765.81
1114.897, 32874.26
1115.379, 32959.01
1115.861, 33046.94
1116.343, 33113.31
1116.825, 33104.59
1117.307, 33036.20
1117.789, 32941.85
1118.271, 32823.40
1118.754, 32698.35
1119.236, 32588.36
1119.718, 32447.81
1120.200, 32223.70
1120.682, 31933.38
1121.164, 31691.83
1121.646, 31496.84
1122.128, 31321.26
1122.610, 31160.80
1123.093, 31005.57
1123.575, 30847.58
1124.057, 30694.55
1124.539, 30554.70
1125.021, 30428.91
1125.503, 30328.46
1125.985, 30254.87
1126.467, 30196.97
1126.949, 30136.57
1127.432, 30096.08
1127.914, 30101.75
1128.396, 30148.16
1128.878, 30186.99
1129.360, 30216.42
1129.842, 30244.00
1130.324, 30266.11
1130.806, 30304.69
1131.289, 30392.41
1131.771, 30509.75
1132.253, 30624.31
1132.735, 30723.55
1133.217, 30894.19
1133.699, 31165.01
1134.181, 31430.65
1134.663, 31637.84
1135.146, 31818.81
1135.628, 32032.95
1136.110, 32274.97
1136.592, 32526.02
1137.074, 32759.44
1137.556, 33055.38
1138.038, 33459.21
1138.520, 33864.50
1139.002, 34173.69
1139.484, 34415.28
1139.967, 34701.96
1140.449, 35027.91
1140.931, 35356.52
1141.413, 35677.38
1141.895, 35983.47
1142.377, 36256.92
1142.859, 36524.49
1143.341, 36833.93
1143.824, 37176.07
1144.306, 37455.27
1144.788, 37663.05
1145.270, 37826.14
1145.752, 37975.35
1146.234, 38075.18
1146.716, 38083.59
1147.198, 38029.44
1147.680, 37995.62
1148.163, 37986.45
1148.645, 37886.25
1149.127, 37668.43
1149.609, 37384.15
1150.091, 37055.88
1150.573, 36697.32
1151.055, 36317.54
1151.537, 35916.01
1152.020, 35476.95
1152.502, 34993.10
1152.984, 34487.38
1153.466, 33950.15
1153.948, 33429.13
1154.430, 32999.72
1154.912, 32607.23
1155.394, 32169.08
1155.876, 31632.48
1156.359, 31191.26
1156.841, 30855.71
1157.323, 30582.39
1157.805, 30359.48
1158.287, 30173.30
1158.769, 29998.24
1159.251, 29837.86
1159.733, 29699.70
1160.215, 29575.78
1160.698, 29501.71
1161.180, 29507.06
1161.662, 29499.60
1162.144, 29364.70
1162.626, 29170.34
1163.108, 29088.32
1163.590, 29103.62
1164.072, 29133.96
1164.555, 29147.75
1165.037, 29174.30
1165.519, 29220.49
1166.001, 29277.18
1166.483, 29324.39
1166.965, 29372.27
1167.447, 29465.83
1167.929, 29604.39
1168.411, 29728.80
1168.894, 29798.86
1169.376, 29860.64
1169.858, 29932.87
1170.340, 30004.15
1170.822, 30055.17
1171.304, 30084.30
1171.786, 30071.16
1172.268, 30007.27
1172.750, 29958.41
1173.233, 30032.82
1173.715, 30056.78
1174.197, 29925.83
1174.679, 29680.15
1175.161, 29468.50
1175.643, 29288.49
1176.125, 29115.74
1176.607, 28934.68
1177.090, 28779.45
1177.572, 28715.45
1178.054, 28646.71
1178.536, 28477.96
1179.018, 28220.36
1179.500, 28077.86
1179.982, 28044.46
1180.464, 27985.10
1180.947, 27815.78
1181.429, 27645.45
1181.911, 27568.96
1182.393, 27528.96
1182.875, 27453.13
1183.357, 27329.96
1183.839, 27261.57
1184.321, 27248.33
1184.803, 27237.52
1185.286, 27184.39
1185.768, 27132.79
1186.250, 27120.24
1186.732, 27132.65
1187.214, 27145.25
1187.696, 27157.37
1188.178, 27170.62
1188.660, 27185.86
1189.142, 27192.78
1189.625, 27175.19
1190.107, 27152.63
1190.589, 27147.23
1191.071, 27151.09
1191.553, 27137.50
1192.035, 27094.76
1192.517, 27086.74
1192.999, 27124.99
1193.482, 27162.85
1193.964, 27134.38
1194.446, 27099.59
1194.928, 27134.26
1195.410, 27225.23
1195.892, 27267.21
1196.374, 27234.34
1196.856, 27247.90
1197.338, 27340.95
1197.821, 27436.08
1198.303, 27437.18
1198.785, 27400.65
1199.267, 27387.02
1199.749, 27402.09
1200.231, 27422.67
1200.713, 27447.88
1201.195, 27479.84
1201.677, 27522.99
1202.160, 27562.73
1202.642, 27565.74
1203.124, 27562.94
1203.606, 27601.47
1204.088, 27694.21
1204.570, 27747.93
1205.052, 27743.27
1205.534, 27766.84
1206.016, 27867.06
1206.499, 27977.47
1206.981, 27987.96
1207.463, 27956.50
1207.945, 27966.31
1208.427, 28043.00
1208.909, 28132.08
1209.391, 28245.68
1209.873, 28325.27
1210.356, 28326.54
1210.838, 28301.66
1211.320, 28308.35
1211.802, 28351.35
1212.284, 28446.28
1212.766, 28643.39
1213.248, 28756.37
1213.730, 28760.91
1214.213, 28775.48
1214.695, 28894.24
1215.177, 29046.52
1215.659, 29120.44
1216.141, 29152.12
1216.623, 29217.36
1217.105, 29358.92
1217.587, 29472.51
1218.069, 29550.42
1218.552, 29628.11
1219.034, 29721.86
1219.516, 29839.13
1219.998, 29989.81
1220.480, 30170.14
1220.962, 30373.88
1221.444, 30631.93
1221.926, 30825.06
1222.408, 30931.68
1222.891, 31046.01
1223.373, 31271.72
1223.855, 31536.74
1224.337, 31758.89
1224.819, 31941.19
1225.301, 32098.36
1225.783, 32210.06
1226.265, 32367.81
1226.748, 32586.62
1227.230, 32824.16
1227.712, 33049.40
1228.194, 33264.01
1228.676, 33473.36
1229.158, 33673.21
1229.640, 33842.40
1230.122, 33967.84
1230.604, 34115.80
1231.087, 34302.56
1231.569, 34470.45
1232.051, 34559.38
1232.533, 34602.18
1233.015, 34620.23
1233.497, 34620.76
1233.979, 34641.32
1234.461, 34694.53
1234.943, 34707.13
1235.426, 34660.43
1235.908, 34600.12
1236.390, 34592.94
1236.872, 34580.06
1237.354, 34499.86
1237.836, 34350.97
1238.318, 34184.00
1238.800, 33991.66
1239.283, 33847.32
1239.765, 33779.06
1240.247, 33711.41
1240.729, 33533.91
1241.211, 33349.77
1241.693, 33275.14
1242.175, 33296.38
1242.657, 33273.31
1243.140, 33202.58
1243.622, 33148.41
1244.104, 33132.77
1244.586, 33112.36
1245.068, 33027.16
1245.550, 32937.44
1246.032, 32900.24
1246.514, 32907.79
1246.996, 32909.83
1247.479, 32906.28
1247.961, 32889.93
1248.443, 32852.77
1248.925, 32824.10
1249.407, 32838.25
1249.889, 32858.28
1250.371, 32842.70
1250.853, 32804.84
1251.335, 32853.02
1251.818, 32978.16
1252.300, 33090.68
1252.782, 33161.59
1253.264, 33220.94
1253.746, 33273.66
1254.228, 33334.97
1254.710, 33418.27
1255.192, 33517.82
1255.674, 33594.37
1256.157, 33655.45
1256.639, 33739.68
1257.121, 33866.39
1257.603, 34001.93
1258.085, 34141.92
1258.567, 34275.96
1259.049, 34405.71
1259.531, 34522.63
1260.014, 34561.88
1260.496, 34553.21
1260.978, 34598.60
1261.460, 34758.14
1261.942, 34916.39
1262.424, 35046.96
1262.906, 35167.71
1263.388, 35289.50
1263.870, 35407.20
1264.353, 35495.01
1264.835, 35566.34
1265.317, 35654.94
1265.799, 35777.16
1266.281, 35908.87
1266.763, 36056.76
1267.245, 36190.99
1267.727, 36270.89
1268.209, 36342.75
1268.692, 36527.21
1269.174, 36769.18
1269.656, 36955.22
1270.138, 36994.50
1270.620, 37106.84
1271.102, 37300.29
1271.584, 37544.89
1272.066, 37828.86
1272.549, 38142.57
1273.031, 38499.73
1273.513, 38866.20
1273.995, 39179.98
1274.477, 39397.71
1274.959, 39675.22
1275.441, 40014.65
1275.923, 40377.84
1276.406, 40738.14
1276.888, 41108.59
1277.370, 41513.25
1277.852, 41925.28
1278.334, 42307.05
1278.816, 42656.56
1279.298, 42980.53
1279.780, 43276.47
1280.262, 43539.47
1280.745, 43766.27
1281.227, 43954.20
1281.709, 44072.97
1282.191, 44175.98
1282.673, 44360.25
1283.155, 44625.05
1283.637, 44656.08
1284.119, 44467.22
1284.601, 44189.25
1285.084, 43876.68
1285.566, 43513.32
1286.048, 43089.37
1286.530, 42617.98
1287.012, 42080.78
1287.494, 41500.08
1287.976, 41019.67
1288.458, 40611.39
1288.941, 40157.13
1289.423, 39494.41
1289.905, 38955.00
1290.387, 38608.03
1290.869, 38331.96
1291.351, 38035.66
1291.833, 37730.30
1292.315, 37430.32
1292.797, 37148.05
1293.280, 36920.06
1293.762, 36761.17
1294.244, 36664.65
1294.726, 36642.32
1295.208, 36640.09
1295.690, 36622.95
1296.172, 36596.84
1296.654, 36563.18
1297.136, 36528.32
1297.619, 36507.52
1298.101, 36504.91
1298.583, 36497.90
1299.065, 36484.05
1299.547, 36490.96
1300.029, 36564.24
##END=



