##NAMES=Gartrellite
##RRUFFID=R060881
##IDEAL CHEMISTRY=Pb^2+^Cu^2+^Fe^3+^(As^5+^O_4_)_2_(OH)&#183;H_2_O
##LOCALITY=Ashburton Downs, Western Australia
##OWNER=RRUFF
##SOURCE=Bob Jenkins
##DESCRIPTION=Yellow grainy incrustations
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.
##URL=rruff.info/R060881
##MEASURED CHEMISTRY=Pb_1.00_Cu_1.00_(Fe^3+^_0.77_Cu_0.18_Al_0.04_Zn_0.01_)_Σ=1_((As_0.97_S_0.03_)_Σ=1_O_4_)_2_(OH)_0.87_·H_2_O; trace amounts of P; OH estimated by charge balance, H_2_O by difference
757.4397, 3134.133
757.9218, 3106.912
758.4039, 3092.891
758.8860, 3088.709
759.3682, 3091.888
759.8503, 3108.820
760.3324, 3105.812
760.8145, 3061.338
761.2966, 3022.363
761.7787, 3015.348
762.2609, 3015.277
762.7430, 2989.509
763.2251, 2937.993
763.7072, 2893.796
764.1893, 2879.544
764.6714, 2875.900
765.1536, 2868.436
765.6357, 2855.725
766.1178, 2832.187
766.5999, 2798.423
767.0820, 2764.169
767.5641, 2735.803
768.0463, 2713.236
768.5284, 2695.052
769.0105, 2680.763
769.4926, 2678.847
769.9747, 2698.043
770.4568, 2708.230
770.9390, 2688.288
771.4211, 2650.138
771.9032, 2619.264
772.3853, 2593.530
772.8674, 2580.915
773.3495, 2598.372
773.8317, 2610.123
774.3138, 2594.283
774.7959, 2568.193
775.2780, 2554.635
775.7601, 2556.714
776.2422, 2559.740
776.7244, 2549.888
777.2065, 2541.413
777.6886, 2554.331
778.1707, 2578.645
778.6528, 2592.988
779.1349, 2593.534
779.6171, 2589.159
780.0992, 2586.468
780.5813, 2584.043
781.0634, 2574.923
781.5455, 2557.851
782.0276, 2556.781
782.5098, 2577.129
782.9919, 2605.958
783.4740, 2640.386
783.9561, 2674.728
784.4382, 2694.649
784.9203, 2691.982
785.4025, 2695.597
785.8846, 2711.498
786.3667, 2726.463
786.8488, 2728.707
787.3309, 2731.187
787.8130, 2752.330
788.2952, 2793.365
788.7773, 2833.083
789.2594, 2861.685
789.7415, 2884.444
790.2236, 2902.368
790.7057, 2918.406
791.1879, 2935.761
791.6700, 2955.891
792.1521, 2981.850
792.6342, 3016.922
793.1163, 3055.619
793.5984, 3085.150
794.0806, 3106.863
794.5627, 3136.434
795.0448, 3176.901
795.5269, 3213.823
796.0090, 3237.525
796.4911, 3255.907
796.9733, 3284.602
797.4554, 3325.229
797.9375, 3370.407
798.4196, 3427.305
798.9017, 3478.360
799.3839, 3516.674
799.8660, 3548.592
800.3481, 3578.818
800.8302, 3607.983
801.3123, 3640.303
801.7944, 3677.126
802.2766, 3717.066
802.7587, 3765.383
803.2408, 3812.238
803.7229, 3842.129
804.2050, 3860.035
804.6871, 3888.112
805.1693, 3939.744
805.6514, 3994.318
806.1335, 4021.657
806.6156, 4034.946
807.0977, 4076.133
807.5798, 4141.827
808.0620, 4177.674
808.5441, 4157.988
809.0262, 4122.563
809.5083, 4128.583
809.9904, 4174.758
810.4725, 4200.155
810.9547, 4199.258
811.4368, 4196.500
811.9189, 4198.266
812.4010, 4200.150
812.8831, 4197.824
813.3652, 4191.750
813.8474, 4186.154
814.3295, 4180.407
814.8116, 4175.962
815.2937, 4174.534
815.7758, 4172.927
816.2579, 4169.360
816.7401, 4164.173
817.2222, 4155.929
817.7043, 4143.088
818.1864, 4139.894
818.6685, 4166.051
819.1506, 4195.480
819.6328, 4201.479
820.1149, 4191.692
820.5970, 4176.897
821.0791, 4163.263
821.5612, 4167.000
822.0433, 4206.376
822.5255, 4264.736
823.0076, 4306.194
823.4897, 4333.261
823.9718, 4363.099
824.4539, 4398.779
824.9360, 4430.886
825.4182, 4452.755
825.9003, 4469.018
826.3824, 4489.420
826.8645, 4512.475
827.3466, 4548.156
827.8287, 4607.155
828.3109, 4657.840
828.7930, 4681.046
829.2751, 4695.504
829.7572, 4726.553
830.2393, 4774.027
830.7214, 4814.243
831.2036, 4841.109
831.6857, 4866.240
832.1678, 4893.814
832.6499, 4919.510
833.1320, 4939.522
833.6141, 4954.420
834.0963, 4965.519
834.5784, 4971.407
835.0605, 4980.732
835.5426, 5004.190
836.0247, 5030.427
836.5068, 5051.288
836.9890, 5063.012
837.4711, 5056.468
837.9532, 5030.066
838.4353, 4997.902
838.9174, 4971.857
839.3995, 4950.993
839.8817, 4933.442
840.3638, 4919.045
840.8459, 4906.546
841.3280, 4895.746
841.8101, 4885.088
842.2922, 4874.304
842.7744, 4860.749
843.2565, 4835.708
843.7386, 4795.955
844.2207, 4760.370
844.7028, 4731.472
845.1849, 4701.621
845.6671, 4662.048
846.1492, 4624.533
846.6313, 4608.012
847.1134, 4615.059
847.5955, 4616.908
848.0776, 4615.485
848.5598, 4606.146
849.0419, 4581.588
849.5240, 4554.184
850.0061, 4533.075
850.4882, 4517.190
850.9703, 4500.618
851.4525, 4480.352
851.9346, 4464.104
852.4167, 4458.087
852.8988, 4455.625
853.3809, 4451.386
853.8630, 4446.231
854.3452, 4442.601
854.8273, 4441.104
855.3094, 4440.488
855.7915, 4439.160
856.2736, 4438.813
856.7557, 4443.327
857.2379, 4450.761
857.7200, 4455.630
858.2021, 4457.155
858.6842, 4456.416
859.1663, 4453.514
859.6484, 4452.346
860.1306, 4461.802
860.6127, 4481.266
861.0948, 4499.372
861.5769, 4517.326
862.0590, 4519.496
862.5411, 4496.243
863.0233, 4466.444
863.5054, 4451.624
863.9875, 4450.922
864.4696, 4449.033
864.9517, 4445.901
865.4338, 4442.630
865.9159, 4453.797
866.3980, 4447.492
866.8801, 4389.559
867.3622, 4304.444
867.8444, 4242.504
868.3265, 4214.206
868.8086, 4175.380
869.2907, 4121.851
869.7728, 4055.455
870.2549, 3964.798
870.7371, 3869.792
871.2192, 3793.885
871.7013, 3735.859
872.1834, 3675.052
872.6655, 3601.522
873.1476, 3525.414
873.6298, 3455.190
874.1119, 3383.890
874.5940, 3300.604
875.0761, 3210.351
875.5582, 3125.395
876.0403, 3050.473
876.5225, 2991.280
877.0046, 2965.773
877.4867, 2951.078
877.9688, 2906.191
878.4509, 2839.995
878.9330, 2777.597
879.4152, 2724.839
879.8973, 2679.804
880.3794, 2640.784
880.8615, 2609.320
881.3436, 2595.538
881.8257, 2595.979
882.3079, 2567.052
882.7900, 2504.116
883.2721, 2447.572
883.7542, 2413.410
884.2363, 2392.935
884.7184, 2377.821
885.2006, 2366.799
885.6827, 2340.455
886.1648, 2293.335
886.6469, 2247.565
887.1290, 2201.315
887.6111, 2166.869
888.0933, 2158.093
888.5754, 2164.400
889.0575, 2160.145
889.5396, 2141.411
890.0217, 2124.023
890.5038, 2109.018
890.9860, 2094.002
891.4681, 2080.023
891.9502, 2064.554
892.4323, 2041.833
892.9144, 2014.412
893.3965, 1996.734
893.8787, 2000.291
894.3608, 1999.052
894.8429, 1981.448
895.3250, 1960.492
895.8071, 1945.409
896.2892, 1933.369
896.7714, 1916.170
897.2535, 1892.527
897.7356, 1876.427
898.2177, 1884.260
898.6998, 1893.517
899.1819, 1884.007
899.6641, 1866.337
900.1462, 1856.077
900.6283, 1852.762
901.1104, 1846.224
901.5925, 1831.390
902.0746, 1814.298
902.5568, 1799.442
903.0389, 1787.620
903.5210, 1780.988
904.0031, 1778.697
904.4852, 1779.192
904.9673, 1781.424
905.4495, 1780.537
905.9316, 1772.078
906.4137, 1759.193
906.8958, 1748.378
907.3779, 1739.176
907.8600, 1726.496
908.3422, 1710.097
908.8243, 1701.078
909.3064, 1705.057
909.7885, 1712.975
910.2706, 1713.344
910.7527, 1706.514
911.2349, 1693.604
911.7170, 1672.128
912.1991, 1662.950
912.6812, 1673.761
913.1633, 1684.305
913.6454, 1681.709
914.1276, 1669.155
914.6097, 1652.475
915.0918, 1627.591
915.5739, 1618.554
916.0560, 1633.988
916.5381, 1648.329
917.0203, 1656.516
917.5024, 1658.466
917.9845, 1651.310
918.4666, 1637.092
918.9487, 1628.169
919.4308, 1630.229
919.9130, 1628.260
920.3951, 1610.508
920.8772, 1602.099
921.3593, 1628.154
921.8414, 1660.471
922.3235, 1659.857
922.8057, 1625.316
923.2878, 1599.401
923.7699, 1589.019
924.2520, 1589.387
924.7341, 1611.291
925.2162, 1632.053
925.6984, 1632.860
926.1805, 1620.372
926.6626, 1609.964
927.1447, 1605.423
927.6268, 1596.853
928.1089, 1569.520
928.5911, 1548.391
929.0732, 1554.409
929.5553, 1572.176
930.0374, 1587.071
930.5195, 1595.702
931.0016, 1595.228
931.4838, 1582.366
931.9659, 1571.986
932.4480, 1580.803
932.9301, 1593.232
933.4122, 1589.668
933.8943, 1577.640
934.3765, 1575.066
934.8586, 1583.414
935.3407, 1587.796
935.8228, 1577.771
936.3049, 1562.751
936.7870, 1549.789
937.2692, 1541.804
937.7513, 1550.348
938.2334, 1569.272
938.7155, 1573.186
939.1976, 1555.010
939.6797, 1536.367
940.1619, 1537.806
940.6440, 1550.912
941.1261, 1561.835
941.6082, 1569.814
942.0903, 1571.578
942.5724, 1567.113
943.0546, 1558.505
943.5367, 1546.576
944.0188, 1535.916
944.5009, 1533.261
944.9830, 1536.688
945.4651, 1538.770
945.9473, 1539.474
946.4294, 1538.243
946.9115, 1534.925
947.3936, 1531.682
947.8757, 1530.068
948.3578, 1528.308
948.8400, 1521.694
949.3221, 1510.458
949.8042, 1507.555
950.2863, 1513.811
950.7684, 1521.106
951.2505, 1528.293
951.7327, 1530.968
952.2148, 1524.447
952.6969, 1512.601
953.1790, 1507.378
953.6611, 1510.217
954.1432, 1510.009
954.6254, 1504.263
955.1075, 1505.005
955.5896, 1519.575
956.0717, 1534.665
956.5538, 1535.770
957.0359, 1526.286
957.5181, 1525.469
958.0002, 1539.344
958.4823, 1543.041
958.9644, 1529.344
959.4465, 1518.239
959.9286, 1518.338
960.4108, 1524.458
960.8929, 1530.835
961.3750, 1537.469
961.8571, 1544.695
962.3392, 1557.186
962.8214, 1560.695
963.3035, 1545.669
963.7856, 1533.227
964.2677, 1535.706
964.7498, 1545.483
965.2319, 1552.668
965.7141, 1557.606
966.1962, 1555.295
966.6783, 1534.155
967.1604, 1522.839
967.6425, 1532.682
968.1246, 1544.628
968.6068, 1549.783
969.0889, 1549.337
969.5710, 1543.125
970.0531, 1528.523
970.5352, 1525.796
971.0173, 1550.199
971.4995, 1567.474
971.9816, 1562.521
972.4637, 1555.327
972.9458, 1560.199
973.4279, 1573.488
973.9100, 1587.244
974.3922, 1602.620
974.8743, 1609.681
975.3564, 1598.611
975.8385, 1589.789
976.3206, 1594.872
976.8027, 1600.730
977.2849, 1592.998
977.7670, 1576.946
978.2491, 1569.306
978.7312, 1574.432
979.2133, 1581.392
979.6954, 1594.184
980.1776, 1600.241
980.6597, 1586.155
981.1418, 1568.853
981.6239, 1568.267
982.1060, 1579.797
982.5881, 1581.525
983.0703, 1563.468
983.5524, 1551.208
984.0345, 1561.710
984.5166, 1569.558
984.9987, 1557.983
985.4808, 1538.576
985.9630, 1522.820
986.4451, 1512.082
986.9272, 1505.271
987.4093, 1503.406
987.8914, 1501.876
988.3735, 1500.813
988.8557, 1497.541
989.3378, 1489.516
989.8199, 1478.846
990.3020, 1466.170
990.7841, 1453.063
991.2662, 1445.940
991.7484, 1450.541
992.2305, 1453.088
992.7126, 1444.976
993.1947, 1435.796
993.6768, 1431.217
994.1589, 1430.281
994.6411, 1430.547
995.1232, 1432.224
995.6053, 1439.041
996.0874, 1457.402
996.5695, 1470.902
997.0516, 1469.682
997.5338, 1463.373
998.0159, 1455.505
998.4980, 1449.106
998.9801, 1448.863
999.4622, 1454.351
999.9443, 1458.681
1000.426, 1459.505
1000.909, 1458.146
1001.391, 1448.685
1001.873, 1443.759
1002.355, 1459.369
1002.837, 1482.836
1003.319, 1495.833
1003.801, 1495.453
1004.283, 1486.913
1004.766, 1463.801
1005.248, 1447.789
1005.730, 1457.893
1006.212, 1470.489
1006.694, 1467.994
1007.176, 1455.120
1007.658, 1435.767
1008.140, 1413.548
1008.622, 1405.478
1009.104, 1429.522
1009.587, 1449.721
1010.069, 1447.424
1010.551, 1437.578
1011.033, 1426.641
1011.515, 1418.668
1011.997, 1419.764
1012.479, 1429.696
1012.961, 1438.989
1013.444, 1446.109
1013.926, 1448.677
1014.408, 1443.328
1014.890, 1435.411
1015.372, 1425.105
1015.854, 1416.834
1016.336, 1419.250
1016.818, 1431.597
1017.300, 1438.312
1017.783, 1430.245
1018.265, 1422.177
1018.747, 1421.314
1019.229, 1420.648
1019.711, 1414.882
1020.193, 1406.571
1020.675, 1399.193
1021.157, 1393.316
1021.640, 1388.701
1022.122, 1384.957
1022.604, 1383.114
1023.086, 1384.815
1023.568, 1387.104
1024.050, 1390.164
1024.532, 1391.515
1025.014, 1386.241
1025.496, 1375.292
1025.979, 1368.483
1026.461, 1369.405
1026.943, 1372.326
1027.425, 1378.984
1027.907, 1383.708
1028.389, 1379.298
1028.871, 1374.006
1029.353, 1380.722
1029.836, 1397.587
1030.318, 1406.146
1030.800, 1393.712
1031.282, 1390.840
1031.764, 1418.049
1032.246, 1437.311
1032.728, 1423.515
1033.210, 1398.898
1033.693, 1385.421
1034.175, 1383.400
1034.657, 1387.634
1035.139, 1403.218
1035.621, 1414.026
1036.103, 1418.258
1036.585, 1418.309
1037.067, 1411.506
1037.549, 1403.698
1038.031, 1399.772
1038.514, 1399.561
1038.996, 1402.629
1039.478, 1415.079
1039.960, 1416.601
1040.442, 1396.523
1040.924, 1381.130
1041.406, 1377.364
1041.888, 1381.475
1042.371, 1395.151
1042.853, 1413.179
1043.335, 1417.942
1043.817, 1404.758
1044.299, 1393.971
1044.781, 1384.505
1045.263, 1379.642
1045.745, 1380.292
1046.228, 1386.240
1046.710, 1401.849
1047.192, 1418.916
1047.674, 1415.182
1048.156, 1385.540
1048.638, 1372.620
1049.120, 1383.578
1049.602, 1386.797
1050.084, 1370.489
1050.567, 1361.114
1051.049, 1379.833
1051.531, 1409.157
1052.013, 1415.674
1052.495, 1399.310
1052.977, 1378.860
1053.459, 1351.651
1053.941, 1340.833
1054.423, 1352.329
1054.906, 1368.820
1055.388, 1381.828
1055.870, 1390.206
1056.352, 1391.482
1056.834, 1386.927
1057.316, 1384.475
1057.798, 1384.099
1058.280, 1384.741
1058.763, 1386.270
1059.245, 1387.391
1059.727, 1387.590
1060.209, 1386.035
1060.691, 1381.141
1061.173, 1374.698
1061.655, 1372.965
1062.137, 1374.486
1062.620, 1368.643
1063.102, 1356.831
1063.584, 1357.834
1064.066, 1377.349
1064.548, 1398.053
1065.030, 1405.039
1065.512, 1403.689
1065.994, 1402.251
1066.476, 1400.033
1066.958, 1394.720
1067.441, 1387.109
1067.923, 1379.699
1068.405, 1373.322
1068.887, 1368.454
1069.369, 1365.434
1069.851, 1363.965
1070.333, 1365.455
1070.815, 1366.951
1071.298, 1364.449
1071.780, 1358.749
1072.262, 1349.814
1072.744, 1339.498
1073.226, 1333.776
1073.708, 1335.482
1074.190, 1340.871
1074.672, 1349.005
1075.155, 1357.804
1075.637, 1367.891
1076.119, 1375.981
1076.601, 1376.742
1077.083, 1372.168
1077.565, 1368.821
1078.047, 1368.621
1078.529, 1367.566
1079.011, 1361.755
1079.494, 1357.538
1079.976, 1361.388
1080.458, 1364.682
1080.940, 1357.942
1081.422, 1346.634
1081.904, 1340.718
1082.386, 1341.501
1082.868, 1345.901
1083.350, 1356.311
1083.833, 1365.947
1084.315, 1374.890
1084.797, 1381.404
1085.279, 1385.575
1085.761, 1386.288
1086.243, 1381.350
1086.725, 1371.380
1087.207, 1361.365
1087.689, 1348.762
1088.172, 1341.326
1088.654, 1339.962
1089.136, 1342.650
1089.618, 1352.171
1090.100, 1359.073
1090.582, 1352.437
1091.064, 1339.037
1091.546, 1340.117
1092.029, 1358.238
1092.511, 1372.001
1092.993, 1382.690
1093.475, 1378.518
1093.957, 1354.162
1094.439, 1332.431
1094.921, 1328.258
1095.403, 1332.576
1095.885, 1330.190
1096.368, 1323.241
1096.850, 1324.681
1097.332, 1333.507
1097.814, 1342.332
1098.296, 1349.582
1098.778, 1349.092
1099.260, 1338.427
1099.742, 1326.684
1100.224, 1323.034
1100.707, 1324.174
1101.189, 1326.177
1101.671, 1327.495
1102.153, 1321.791
1102.635, 1312.528
1103.117, 1311.308
1103.599, 1320.168
1104.081, 1332.785
1104.564, 1347.917
1105.046, 1355.800
1105.528, 1341.245
1106.010, 1320.941
1106.492, 1311.270
1106.974, 1307.792
1107.456, 1301.484
1107.938, 1293.511
1108.421, 1293.108
1108.903, 1304.523
1109.385, 1313.100
1109.867, 1306.787
1110.349, 1303.409
1110.831, 1316.912
1111.313, 1331.451
1111.795, 1333.548
1112.277, 1327.225
1112.760, 1318.727
1113.242, 1308.304
1113.724, 1308.857
1114.206, 1337.977
1114.688, 1352.173
1115.170, 1336.595
1115.652, 1322.231
1116.134, 1324.617
1116.616, 1329.763
1117.099, 1319.806
1117.581, 1300.744
1118.063, 1301.781
1118.545, 1331.343
1119.027, 1342.999
1119.509, 1333.322
1119.991, 1319.195
1120.473, 1303.033
1120.956, 1293.488
1121.438, 1297.206
1121.920, 1308.413
1122.402, 1319.626
1122.884, 1328.942
1123.366, 1320.063
1123.848, 1297.502
1124.330, 1293.383
1124.813, 1309.632
1125.295, 1325.909
1125.777, 1333.692
1126.259, 1336.314
1126.741, 1336.351
1127.223, 1333.937
1127.705, 1329.141
1128.187, 1322.086
1128.669, 1309.846
1129.151, 1296.626
1129.634, 1292.200
1130.116, 1297.004
1130.598, 1302.755
1131.080, 1306.309
1131.562, 1307.475
1132.044, 1304.677
1132.526, 1301.173
1133.008, 1297.500
1133.491, 1295.617
1133.973, 1300.244
1134.455, 1307.433
1134.937, 1306.643
1135.419, 1295.409
1135.901, 1288.265
1136.383, 1289.931
1136.865, 1291.987
1137.348, 1292.112
1137.830, 1293.854
1138.312, 1301.844
1138.794, 1308.557
1139.276, 1302.517
1139.758, 1288.205
1140.240, 1290.222
1140.722, 1313.189
1141.204, 1330.104
1141.687, 1341.079
1142.169, 1342.419
1142.651, 1332.238
1143.133, 1319.277
1143.615, 1308.840
1144.097, 1301.386
1144.579, 1297.552
1145.061, 1297.359
1145.543, 1302.105
1146.026, 1310.437
1146.508, 1318.185
1146.990, 1324.210
1147.472, 1324.632
1147.954, 1319.136
1148.436, 1318.661
1148.918, 1335.524
1149.400, 1350.362
1149.883, 1337.993
1150.365, 1317.748
1150.847, 1307.212
1151.329, 1306.334
1151.811, 1318.199
1152.293, 1337.367
1152.775, 1345.603
1153.257, 1335.094
1153.740, 1329.573
1154.222, 1345.622
1154.704, 1355.889
1155.186, 1343.447
1155.668, 1329.993
1156.150, 1331.562
1156.632, 1340.528
1157.114, 1344.254
1157.596, 1343.521
1158.078, 1349.643
1158.561, 1369.905
1159.043, 1373.036
1159.525, 1352.761
1160.007, 1332.819
1160.489, 1318.310
1160.971, 1315.469
1161.453, 1331.033
1161.935, 1353.893
1162.418, 1364.555
1162.900, 1364.393
1163.382, 1358.255
1163.864, 1347.787
1164.346, 1341.912
1164.828, 1340.427
1165.310, 1335.858
1165.792, 1325.657
1166.275, 1313.350
1166.757, 1298.998
1167.239, 1289.966
1167.721, 1301.436
1168.203, 1315.280
1168.685, 1307.654
1169.167, 1291.078
1169.649, 1286.700
1170.131, 1292.972
1170.614, 1294.419
1171.096, 1286.490
1171.578, 1278.493
1172.060, 1267.184
1172.542, 1264.523
1173.024, 1283.143
1173.506, 1300.578
1173.988, 1302.780
1174.470, 1298.432
1174.953, 1297.123
1175.435, 1298.652
1175.917, 1302.620
1176.399, 1310.769
1176.881, 1311.534
1177.363, 1303.614
1177.845, 1296.882
1178.327, 1293.873
1178.810, 1288.612
1179.292, 1276.730
1179.774, 1268.200
1180.256, 1280.912
1180.738, 1302.568
1181.220, 1303.332
1181.702, 1290.402
1182.184, 1277.958
1182.667, 1268.649
1183.149, 1264.177
1183.631, 1264.937
1184.113, 1271.276
1184.595, 1286.214
1185.077, 1295.753
1185.559, 1283.254
1186.041, 1271.793
1186.523, 1281.505
1187.005, 1294.589
1187.488, 1293.688
1187.970, 1282.903
1188.452, 1271.021
1188.934, 1258.396
1189.416, 1255.744
1189.898, 1266.692
1190.380, 1281.199
1190.862, 1306.099
1191.345, 1313.531
1191.827, 1287.767
1192.309, 1264.252
1192.791, 1273.626
1193.273, 1297.029
1193.755, 1291.005
1194.237, 1276.896
1194.719, 1290.613
1195.202, 1297.667
1195.684, 1298.425
1196.166, 1274.011
1196.648, 1282.101
1197.130, 1277.164
1197.612, 1271.694
1198.094, 1284.359
1198.576, 1263.606
1199.058, 1258.709
1199.541, 1270.009
1200.023, 1290.774
1200.505, 1310.024
1200.987, 1316.549
1201.469, 1310.400
1201.951, 1290.746
1202.433, 1255.419
1202.915, 1236.340
1203.397, 1250.560
1203.880, 1258.815
1204.362, 1252.985
1204.844, 1253.609
1205.326, 1273.411
1205.808, 1288.982
1206.290, 1278.140
1206.772, 1253.658
1207.254, 1242.988
1207.737, 1244.826
1208.219, 1250.936
1208.701, 1260.066
1209.183, 1264.354
1209.665, 1263.292
1210.147, 1259.048
1210.629, 1253.019
1211.111, 1250.761
1211.594, 1257.590
1212.076, 1264.932
1212.558, 1266.421
1213.040, 1263.397
1213.522, 1251.377
1214.004, 1240.058
1214.486, 1245.113
1214.968, 1258.693
1215.450, 1256.597
1215.932, 1234.074
1216.415, 1230.577
1216.897, 1272.661
1217.379, 1289.596
1217.861, 1265.972
1218.343, 1243.320
1218.825, 1233.451
1219.307, 1232.261
1219.789, 1237.219
1220.271, 1247.016
1220.754, 1260.884
1221.236, 1276.893
1221.718, 1286.956
1222.200, 1291.360
1222.682, 1289.911
1223.164, 1283.654
1223.646, 1275.965
1224.128, 1267.826
1224.611, 1256.947
1225.093, 1238.912
1225.575, 1232.076
1226.057, 1265.125
1226.539, 1294.433
1227.021, 1285.055
1227.503, 1264.086
1227.985, 1251.166
1228.468, 1247.269
1228.950, 1254.837
1229.432, 1272.242
1229.914, 1277.560
1230.396, 1265.089
1230.878, 1258.150
1231.360, 1258.358
1231.842, 1258.614
1232.324, 1257.708
1232.807, 1251.674
1233.289, 1237.519
1233.771, 1225.155
1234.253, 1228.689
1234.735, 1239.255
1235.217, 1241.233
1235.699, 1235.729
1236.181, 1219.092
1236.663, 1199.202
1237.146, 1194.701
1237.628, 1203.635
1238.110, 1203.883
1238.592, 1185.986
1239.074, 1184.160
1239.556, 1238.823
1240.038, 1270.782
1240.520, 1229.405
1241.003, 1194.449
1241.485, 1210.384
1241.967, 1241.466
1242.449, 1256.199
1242.931, 1258.888
1243.413, 1260.926
1243.895, 1262.144
1244.377, 1252.278
1244.859, 1233.113
1245.342, 1233.717
1245.824, 1254.375
1246.306, 1269.254
1246.788, 1270.031
1247.270, 1267.378
1247.752, 1268.349
1248.234, 1268.762
1248.716, 1264.571
1249.198, 1258.445
1249.681, 1251.339
1250.163, 1244.616
1250.645, 1238.101
1251.127, 1233.595
1251.609, 1235.294
1252.091, 1242.972
1252.573, 1247.689
1253.055, 1247.969
1253.538, 1249.238
1254.020, 1252.201
1254.502, 1253.957
1254.984, 1254.297
1255.466, 1248.550
1255.948, 1233.374
1256.430, 1223.027
1256.912, 1235.758
1257.395, 1257.083
1257.877, 1260.081
1258.359, 1254.567
1258.841, 1259.331
1259.323, 1267.656
1259.805, 1262.892
1260.287, 1248.984
1260.769, 1244.566
1261.251, 1254.213
1261.734, 1259.373
##END=



