##NAMES=Spinel
##RRUFFID=R070013
##IDEAL CHEMISTRY=MgAl_2_O_4_
##LOCALITY=Bo Phloi, Kanchoutabori Province, Thailand
##OWNER=RRUFF
##SOURCE=Michael Scott
##DESCRIPTION=Black glassy fragment with conchoidal fracture
##STATUS=The identification of this mineral has been made only by X-ray diffraction.
##URL=rruff.info/R070013
##MEASURED CHEMISTRY=(Mg_0.69_Fe^2+^_0.31_)_Σ=1_(Al_1.90_Fe^3+^_0.10_)_Σ=2_O_4_ ; trace of Mn, Ti and Cr
747.5793, 1982.602
748.0615, 1986.453
748.5436, 2005.860
749.0257, 2032.029
749.5078, 2038.168
749.9899, 2007.053
750.4720, 1977.500
750.9542, 1971.021
751.4363, 1974.019
751.9184, 1975.322
752.4005, 1972.839
752.8826, 1963.574
753.3647, 1946.133
753.8469, 1930.439
754.3290, 1930.479
754.8111, 1944.313
755.2932, 1964.001
755.7753, 1990.966
756.2574, 2001.724
756.7396, 1981.982
757.2217, 1954.381
757.7038, 1951.283
758.1859, 1976.043
758.6680, 1979.080
759.1501, 1930.542
759.6323, 1898.925
760.1144, 1909.891
760.5965, 1928.848
761.0786, 1926.692
761.5607, 1907.186
762.0428, 1893.415
762.5250, 1897.128
763.0071, 1901.737
763.4892, 1893.894
763.9713, 1881.788
764.4534, 1875.855
764.9355, 1876.504
765.4177, 1880.542
765.8998, 1886.468
766.3819, 1892.259
766.8640, 1895.100
767.3461, 1894.999
767.8282, 1891.584
768.3104, 1884.374
768.7925, 1877.135
769.2746, 1871.450
769.7567, 1866.563
770.2388, 1862.435
770.7209, 1859.788
771.2031, 1850.225
771.6852, 1825.084
772.1673, 1804.709
772.6494, 1791.428
773.1315, 1785.217
773.6136, 1789.975
774.0958, 1802.139
774.5779, 1809.689
775.0600, 1807.292
775.5421, 1801.356
776.0242, 1793.921
776.5063, 1786.774
776.9885, 1782.036
777.4706, 1779.878
777.9527, 1780.734
778.4348, 1784.854
778.9169, 1788.831
779.3990, 1788.747
779.8812, 1784.398
780.3633, 1771.653
780.8454, 1748.984
781.3275, 1731.736
781.8096, 1724.754
782.2917, 1728.205
782.7739, 1747.070
783.2560, 1782.093
783.7381, 1790.750
784.2202, 1740.401
784.7023, 1709.787
785.1844, 1724.823
785.6666, 1747.124
786.1487, 1749.973
786.6308, 1738.178
787.1129, 1729.801
787.5950, 1731.193
788.0771, 1732.368
788.5593, 1724.492
789.0414, 1716.731
789.5235, 1721.530
790.0056, 1734.200
790.4877, 1741.836
790.9698, 1739.705
791.4520, 1732.291
791.9341, 1722.636
792.4162, 1712.059
792.8983, 1703.703
793.3804, 1697.733
793.8625, 1700.003
794.3447, 1713.915
794.8268, 1724.198
795.3089, 1714.048
795.7910, 1688.188
796.2731, 1679.373
796.7552, 1699.847
797.2374, 1709.927
797.7195, 1701.690
798.2016, 1687.420
798.6837, 1668.952
799.1658, 1650.773
799.6479, 1641.390
800.1301, 1643.044
800.6122, 1647.595
801.0943, 1659.046
801.5764, 1666.364
802.0585, 1657.412
802.5406, 1642.447
803.0228, 1637.153
803.5049, 1643.838
803.9870, 1651.795
804.4691, 1653.937
804.9512, 1652.787
805.4333, 1652.071
805.9155, 1650.907
806.3976, 1646.434
806.8797, 1638.366
807.3618, 1628.643
807.8439, 1618.295
808.3260, 1608.145
808.8082, 1598.647
809.2903, 1588.960
809.7724, 1591.374
810.2545, 1613.451
810.7366, 1624.096
811.2188, 1601.090
811.7009, 1570.432
812.1830, 1571.885
812.6651, 1610.623
813.1472, 1628.800
813.6293, 1607.011
814.1115, 1591.426
814.5936, 1595.750
815.0757, 1605.842
815.5578, 1614.057
816.0399, 1618.132
816.5220, 1613.881
817.0042, 1596.456
817.4863, 1580.836
817.9684, 1578.548
818.4505, 1580.275
818.9326, 1576.329
819.4147, 1567.771
819.8969, 1557.179
820.3790, 1546.128
820.8611, 1541.150
821.3432, 1553.266
821.8253, 1574.053
822.3074, 1580.657
822.7896, 1574.757
823.2717, 1568.805
823.7538, 1565.644
824.2359, 1563.638
824.7180, 1561.775
825.2001, 1559.618
825.6823, 1555.404
826.1644, 1548.215
826.6465, 1542.431
827.1286, 1538.330
827.6107, 1535.449
828.0928, 1532.914
828.5750, 1531.922
829.0571, 1535.858
829.5392, 1545.830
830.0213, 1550.056
830.5034, 1542.764
830.9855, 1535.941
831.4677, 1534.637
831.9498, 1534.326
832.4319, 1530.035
832.9140, 1522.784
833.3961, 1517.600
833.8782, 1516.737
834.3604, 1517.301
834.8425, 1517.941
835.3246, 1518.528
835.8067, 1519.324
836.2888, 1519.891
836.7709, 1518.963
837.2531, 1516.174
837.7352, 1512.931
838.2173, 1511.668
838.6994, 1510.433
839.1815, 1501.974
839.6636, 1487.819
840.1458, 1480.755
840.6279, 1483.904
841.1100, 1484.533
841.5921, 1471.195
842.0742, 1452.598
842.5563, 1455.901
843.0385, 1488.301
843.5206, 1508.068
844.0027, 1511.317
844.4848, 1507.360
844.9669, 1495.949
845.4490, 1483.142
845.9312, 1478.820
846.4133, 1484.181
846.8954, 1483.028
847.3775, 1469.406
847.8596, 1457.438
848.3417, 1447.443
848.8239, 1442.116
849.3060, 1448.455
849.7881, 1460.418
850.2702, 1461.312
850.7523, 1442.459
851.2344, 1429.497
851.7166, 1442.969
852.1987, 1459.682
852.6808, 1455.744
853.1629, 1442.206
853.6450, 1442.505
854.1271, 1459.905
854.6093, 1475.414
855.0914, 1474.834
855.5735, 1464.780
856.0556, 1451.616
856.5377, 1437.184
857.0198, 1425.600
857.5020, 1417.681
857.9841, 1414.190
858.4662, 1415.424
858.9483, 1422.605
859.4304, 1442.224
859.9125, 1472.717
860.3947, 1483.068
860.8768, 1471.083
861.3589, 1458.564
861.8410, 1452.278
862.3231, 1445.935
862.8052, 1431.922
863.2874, 1412.908
863.7695, 1404.964
864.2516, 1414.395
864.7337, 1420.598
865.2158, 1422.351
865.6979, 1420.923
866.1801, 1412.238
866.6622, 1403.002
867.1443, 1404.941
867.6264, 1420.111
868.1085, 1428.605
868.5906, 1423.789
869.0728, 1417.492
869.5549, 1412.296
870.0370, 1408.190
870.5191, 1403.318
871.0012, 1399.472
871.4833, 1403.575
871.9655, 1422.114
872.4476, 1433.402
872.9297, 1415.451
873.4118, 1392.808
873.8939, 1390.193
874.3760, 1400.480
874.8582, 1408.488
875.3403, 1410.099
875.8224, 1408.468
876.3045, 1404.969
876.7866, 1400.974
877.2687, 1398.661
877.7509, 1397.413
878.2330, 1395.055
878.7151, 1391.776
879.1972, 1390.615
879.6793, 1393.180
880.1614, 1397.336
880.6436, 1400.445
881.1257, 1402.420
881.6078, 1402.648
882.0899, 1401.117
882.5720, 1398.058
883.0541, 1393.732
883.5363, 1385.588
884.0184, 1368.773
884.5005, 1349.557
884.9826, 1352.129
885.4647, 1386.641
885.9468, 1405.641
886.4290, 1403.901
886.9111, 1394.358
887.3932, 1375.417
887.8753, 1358.039
888.3574, 1359.211
888.8395, 1379.725
889.3217, 1389.665
889.8038, 1374.294
890.2859, 1370.050
890.7680, 1395.176
891.2501, 1418.352
891.7322, 1419.396
892.2144, 1405.541
892.6965, 1390.417
893.1786, 1375.156
893.6607, 1363.844
894.1428, 1356.238
894.6249, 1354.514
895.1071, 1365.649
895.5892, 1379.165
896.0713, 1382.777
896.5534, 1377.428
897.0355, 1372.367
897.5176, 1371.201
897.9998, 1371.884
898.4819, 1374.603
898.9640, 1377.125
899.4461, 1378.526
899.9282, 1377.287
900.4103, 1366.473
900.8925, 1346.855
901.3746, 1336.923
901.8567, 1356.133
902.3388, 1383.819
902.8209, 1388.617
903.3030, 1378.080
903.7852, 1370.447
904.2673, 1367.319
904.7494, 1362.182
905.2315, 1351.979
905.7136, 1343.802
906.1957, 1348.723
906.6779, 1362.934
907.1600, 1369.996
907.6421, 1370.326
908.1242, 1371.840
908.6063, 1376.489
909.0884, 1376.500
909.5706, 1365.573
910.0527, 1349.067
910.5348, 1338.017
911.0169, 1332.242
911.4990, 1335.926
911.9811, 1352.671
912.4633, 1364.142
912.9454, 1364.107
913.4275, 1357.609
913.9096, 1347.984
914.3917, 1336.459
914.8738, 1330.449
915.3560, 1330.885
915.8381, 1334.776
916.3202, 1344.383
916.8023, 1353.922
917.2844, 1363.903
917.7665, 1370.425
918.2487, 1365.194
918.7308, 1347.542
919.2129, 1339.117
919.6950, 1346.820
920.1771, 1354.192
920.6592, 1362.855
921.1414, 1366.652
921.6235, 1356.448
922.1056, 1340.741
922.5877, 1335.756
923.0698, 1344.888
923.5519, 1352.643
924.0341, 1360.055
924.5162, 1359.385
924.9983, 1337.844
925.4804, 1314.324
925.9625, 1307.364
926.4446, 1314.306
926.9268, 1323.099
927.4089, 1331.513
927.8910, 1335.095
928.3731, 1327.532
928.8552, 1318.295
929.3373, 1313.260
929.8195, 1312.193
930.3016, 1315.976
930.7837, 1323.203
931.2658, 1327.880
931.7479, 1325.483
932.2300, 1323.927
932.7122, 1334.895
933.1943, 1347.272
933.6764, 1344.584
934.1585, 1331.462
934.6406, 1320.180
935.1227, 1314.319
935.6049, 1311.639
936.0870, 1310.537
936.5691, 1311.497
937.0512, 1319.454
937.5333, 1328.497
938.0154, 1321.702
938.4976, 1302.123
938.9797, 1289.329
939.4618, 1290.940
939.9439, 1299.611
940.4260, 1310.908
940.9081, 1320.479
941.3903, 1313.057
941.8724, 1293.673
942.3545, 1286.707
942.8366, 1294.879
943.3187, 1305.943
943.8008, 1313.580
944.2830, 1318.289
944.7651, 1320.959
945.2471, 1321.251
945.7292, 1315.491
946.2114, 1303.957
946.6935, 1297.185
947.1756, 1297.676
947.6577, 1297.232
948.1398, 1289.407
948.6219, 1280.761
949.1041, 1286.829
949.5862, 1308.131
950.0683, 1319.109
950.5504, 1319.419
951.0325, 1309.978
951.5146, 1288.087
951.9968, 1267.860
952.4789, 1260.872
952.9610, 1264.255
953.4431, 1270.040
953.9252, 1278.549
954.4073, 1288.918
954.8895, 1304.007
955.3716, 1310.901
955.8537, 1301.839
956.3358, 1290.508
956.8179, 1292.248
957.3000, 1302.752
957.7822, 1298.542
958.2643, 1267.203
958.7464, 1256.911
959.2285, 1283.124
959.7106, 1302.981
960.1927, 1297.753
960.6749, 1281.342
961.1570, 1267.183
961.6391, 1255.556
962.1212, 1249.499
962.6033, 1249.885
963.0854, 1254.375
963.5676, 1267.435
964.0497, 1278.549
964.5318, 1281.346
965.0139, 1280.995
965.4960, 1285.573
965.9781, 1295.150
966.4603, 1297.759
966.9424, 1285.912
967.4245, 1278.334
967.9066, 1282.074
968.3887, 1284.102
968.8708, 1276.076
969.3530, 1263.295
969.8351, 1251.870
970.3172, 1241.778
970.7993, 1239.557
971.2814, 1249.989
971.7635, 1262.322
972.2457, 1281.704
972.7278, 1295.155
973.2099, 1287.871
973.6920, 1272.159
974.1741, 1272.342
974.6563, 1292.530
975.1384, 1299.400
975.6205, 1273.072
976.1026, 1252.079
976.5847, 1252.084
977.0668, 1256.340
977.5490, 1249.261
978.0311, 1238.563
978.5132, 1243.202
978.9953, 1268.059
979.4774, 1284.237
979.9595, 1281.895
980.4417, 1273.269
980.9238, 1254.862
981.4059, 1239.203
981.8880, 1238.115
982.3701, 1247.335
982.8522, 1257.745
983.3344, 1268.440
983.8165, 1272.666
984.2986, 1260.831
984.7807, 1251.359
985.2628, 1255.904
985.7449, 1263.692
986.2271, 1265.901
986.7092, 1262.723
987.1913, 1256.038
987.6734, 1245.483
988.1555, 1237.676
988.6376, 1234.554
989.1198, 1235.418
989.6019, 1245.516
990.0840, 1254.969
990.5661, 1251.615
991.0482, 1239.563
991.5303, 1231.844
992.0125, 1232.091
992.4946, 1234.071
992.9767, 1237.748
993.4588, 1239.423
993.9409, 1233.981
994.4230, 1227.810
994.9052, 1228.553
995.3873, 1234.443
995.8694, 1239.065
996.3515, 1240.805
996.8336, 1240.274
997.3157, 1234.702
997.7979, 1230.469
998.2800, 1233.545
998.7621, 1238.309
999.2442, 1237.367
999.7263, 1232.709
1000.208, 1232.254
1000.691, 1238.913
1001.173, 1245.339
1001.655, 1250.330
1002.137, 1251.556
1002.619, 1244.727
1003.101, 1235.584
1003.583, 1227.008
1004.065, 1221.981
1004.547, 1229.170
1005.030, 1254.119
1005.512, 1269.634
1005.994, 1256.229
1006.476, 1238.388
1006.958, 1229.102
1007.440, 1224.293
1007.922, 1220.330
1008.404, 1216.336
1008.887, 1211.001
1009.369, 1203.239
1009.851, 1199.510
1010.333, 1201.566
1010.815, 1209.645
1011.297, 1234.908
1011.779, 1257.498
1012.261, 1251.799
1012.743, 1226.911
1013.226, 1210.914
1013.708, 1212.098
1014.190, 1213.711
1014.672, 1203.607
1015.154, 1198.922
1015.636, 1217.639
1016.118, 1238.312
1016.600, 1237.931
1017.083, 1222.535
1017.565, 1210.102
1018.047, 1204.450
1018.529, 1202.998
1019.011, 1207.372
1019.493, 1212.517
1019.975, 1216.422
1020.457, 1219.897
1020.939, 1224.051
1021.422, 1228.266
1021.904, 1231.288
1022.386, 1232.931
1022.868, 1232.753
1023.350, 1231.100
1023.832, 1226.954
1024.314, 1216.270
1024.796, 1206.425
1025.279, 1201.094
1025.761, 1201.476
1026.243, 1211.538
1026.725, 1232.745
1027.207, 1246.502
1027.689, 1249.128
1028.171, 1243.361
1028.653, 1219.692
1029.135, 1198.268
1029.618, 1195.005
1030.100, 1202.054
1030.582, 1206.388
1031.064, 1206.761
1031.546, 1204.853
1032.028, 1194.381
1032.510, 1191.168
1032.992, 1206.929
1033.474, 1221.191
1033.957, 1221.059
1034.439, 1213.134
1034.921, 1206.156
1035.403, 1200.555
1035.885, 1197.059
1036.367, 1195.450
1036.849, 1196.372
1037.331, 1204.823
1037.814, 1210.040
1038.296, 1204.001
1038.778, 1194.416
1039.260, 1189.995
1039.742, 1190.497
1040.224, 1192.653
1040.706, 1200.362
1041.188, 1202.265
1041.671, 1194.697
1042.153, 1186.299
1042.635, 1177.352
1043.117, 1172.465
1043.599, 1178.953
1044.081, 1193.826
1044.563, 1200.111
1045.045, 1193.424
1045.527, 1189.863
1046.010, 1190.470
1046.492, 1191.850
1046.974, 1192.137
1047.456, 1194.560
1047.938, 1203.160
1048.420, 1215.262
1048.902, 1222.903
1049.384, 1226.564
1049.866, 1221.812
1050.349, 1205.781
1050.831, 1193.214
1051.313, 1188.771
1051.795, 1184.729
1052.277, 1173.995
1052.759, 1162.840
1053.241, 1166.601
1053.723, 1185.446
1054.205, 1196.792
1054.688, 1200.402
1055.170, 1196.861
1055.652, 1185.096
1056.134, 1180.948
1056.616, 1195.924
1057.098, 1212.821
1057.580, 1201.806
1058.062, 1169.900
1058.545, 1156.655
1059.027, 1160.793
1059.509, 1167.001
1059.991, 1172.961
1060.473, 1179.291
1060.955, 1186.359
1061.437, 1191.653
1061.919, 1191.647
1062.401, 1188.616
1062.884, 1189.447
1063.366, 1192.094
1063.848, 1186.393
1064.330, 1174.140
1064.812, 1170.718
1065.294, 1180.528
1065.776, 1190.332
1066.258, 1189.247
1066.740, 1181.609
1067.223, 1169.696
1067.705, 1158.069
1068.187, 1157.435
1068.669, 1164.430
1069.151, 1168.338
1069.633, 1167.236
1070.115, 1167.570
1070.597, 1174.638
1071.080, 1178.205
1071.562, 1161.757
1072.044, 1142.842
1072.526, 1143.320
1073.008, 1154.598
1073.490, 1163.728
1073.972, 1168.040
1074.454, 1167.276
1074.937, 1160.548
1075.419, 1154.890
1075.901, 1153.960
1076.383, 1156.061
1076.865, 1165.135
1077.347, 1172.546
1077.829, 1167.823
1078.311, 1154.386
1078.793, 1139.551
1079.276, 1124.395
1079.758, 1119.207
1080.240, 1137.248
1080.722, 1151.884
1081.204, 1151.900
1081.686, 1148.015
1082.168, 1146.197
1082.650, 1145.744
1083.132, 1143.394
1083.615, 1139.326
1084.097, 1143.128
1084.579, 1168.988
1085.061, 1181.333
1085.543, 1168.543
1086.025, 1154.919
1086.507, 1148.418
1086.989, 1145.558
1087.472, 1143.468
1087.954, 1142.041
1088.436, 1140.767
1088.918, 1139.362
1089.400, 1139.044
1089.882, 1139.748
1090.364, 1142.128
1090.846, 1147.454
1091.328, 1150.893
1091.811, 1147.757
1092.293, 1143.076
1092.775, 1149.434
1093.257, 1165.776
1093.739, 1159.913
1094.221, 1130.531
1094.703, 1118.571
1095.185, 1131.050
1095.667, 1145.259
1096.150, 1150.152
1096.632, 1149.631
1097.114, 1147.749
1097.596, 1144.913
1098.078, 1141.591
1098.560, 1138.288
1099.042, 1137.810
1099.524, 1139.544
1100.007, 1138.796
1100.489, 1134.565
1100.971, 1131.600
1101.453, 1133.698
1101.935, 1137.632
1102.417, 1140.903
1102.899, 1142.348
1103.381, 1138.920
1103.864, 1132.851
1104.346, 1127.637
1104.828, 1124.377
1105.310, 1124.186
1105.792, 1127.656
1106.274, 1132.889
1106.756, 1143.651
1107.238, 1149.883
1107.720, 1138.091
1108.203, 1123.605
1108.685, 1125.385
1109.167, 1135.919
1109.649, 1135.594
1110.131, 1121.093
1110.613, 1111.787
1111.095, 1120.607
1111.577, 1123.628
1112.059, 1105.413
1112.542, 1091.512
1113.024, 1101.335
1113.506, 1118.705
1113.988, 1125.080
1114.470, 1121.436
1114.952, 1113.278
1115.434, 1095.499
1115.916, 1087.361
1116.399, 1093.572
1116.881, 1098.532
1117.363, 1097.368
1117.845, 1096.407
1118.327, 1101.531
1118.809, 1107.069
1119.291, 1099.644
1119.773, 1080.508
1120.255, 1080.751
1120.738, 1101.223
1121.220, 1110.606
1121.702, 1104.573
1122.184, 1097.616
1122.666, 1096.037
1123.148, 1098.974
1123.630, 1107.112
1124.112, 1115.671
1124.594, 1111.479
1125.077, 1100.306
1125.559, 1098.694
1126.041, 1104.992
1126.523, 1111.227
1127.005, 1115.013
1127.487, 1116.070
1127.969, 1114.299
1128.451, 1109.361
1128.934, 1095.450
1129.416, 1083.819
1129.898, 1089.173
1130.380, 1101.033
1130.862, 1106.816
1131.344, 1106.668
1131.826, 1104.963
1132.308, 1102.759
1132.791, 1100.284
1133.273, 1098.036
1133.755, 1094.893
1134.237, 1086.137
1134.719, 1081.318
1135.201, 1089.763
1135.683, 1102.679
1136.165, 1111.423
1136.647, 1115.001
1137.130, 1109.296
1137.612, 1085.791
1138.094, 1077.929
1138.576, 1095.068
1139.058, 1105.798
1139.540, 1101.297
1140.022, 1092.493
1140.504, 1084.957
1140.986, 1080.954
1141.469, 1085.344
1141.951, 1096.538
1142.433, 1102.391
1142.915, 1103.027
1143.397, 1101.821
1143.879, 1099.104
1144.361, 1093.275
1144.843, 1083.961
1145.326, 1076.649
1145.808, 1076.149
1146.290, 1078.686
1146.772, 1077.662
1147.254, 1076.297
1147.736, 1083.343
1148.218, 1093.599
1148.700, 1094.433
1149.182, 1086.687
1149.665, 1081.127
1150.147, 1081.833
1150.629, 1081.814
1151.111, 1072.408
1151.593, 1066.703
1152.075, 1078.430
1152.557, 1091.012
1153.039, 1089.257
1153.521, 1080.131
1154.004, 1074.113
1154.486, 1072.199
1154.968, 1072.798
1155.450, 1080.399
1155.932, 1080.521
1156.414, 1063.931
1156.896, 1055.194
1157.378, 1065.958
1157.861, 1076.708
1158.343, 1073.481
1158.825, 1062.079
1159.307, 1051.412
1159.789, 1042.320
1160.271, 1051.381
1160.753, 1079.345
1161.235, 1088.873
1161.718, 1076.339
1162.200, 1069.725
1162.682, 1078.808
1163.164, 1082.549
1163.646, 1061.330
1164.128, 1034.839
1164.610, 1036.926
1165.092, 1052.914
1165.574, 1055.100
1166.057, 1049.186
1166.539, 1049.487
1167.021, 1055.953
1167.503, 1060.460
1167.985, 1060.277
1168.467, 1058.932
1168.949, 1058.031
1169.431, 1057.076
1169.913, 1055.475
1170.396, 1054.088
1170.878, 1053.886
1171.360, 1054.017
1171.842, 1052.698
1172.324, 1050.505
1172.806, 1051.295
1173.288, 1057.586
1173.770, 1059.362
1174.253, 1055.717
1174.735, 1048.863
1175.217, 1036.341
1175.699, 1028.420
1176.181, 1031.517
1176.663, 1040.081
1177.145, 1046.997
1177.627, 1052.906
1178.109, 1062.277
1178.592, 1073.669
1179.074, 1074.633
1179.556, 1066.017
1180.038, 1057.162
1180.520, 1050.786
1181.002, 1047.876
1181.484, 1049.141
1181.966, 1051.562
1182.448, 1054.181
1182.931, 1054.226
1183.413, 1045.528
1183.895, 1035.033
1184.377, 1030.017
1184.859, 1030.569
1185.341, 1037.234
1185.823, 1048.709
1186.305, 1055.577
1186.788, 1053.133
1187.270, 1050.503
1187.752, 1047.559
1188.234, 1047.342
1188.716, 1054.031
1189.198, 1059.942
1189.680, 1060.595
1190.162, 1056.410
1190.645, 1047.095
1191.127, 1033.262
1191.609, 1023.808
1192.091, 1018.727
1192.573, 1019.972
1193.055, 1027.693
1193.537, 1032.902
1194.019, 1032.825
1194.501, 1031.403
1194.984, 1031.570
1195.466, 1030.872
1195.948, 1021.383
1196.430, 1012.532
1196.912, 1027.693
1197.394, 1049.229
1197.876, 1039.477
1198.358, 1011.877
1198.840, 1011.019
1199.323, 1043.322
1199.805, 1065.749
1200.287, 1054.427
1200.769, 1046.533
1201.251, 1060.738
1201.733, 1072.452
1202.215, 1069.243
1202.697, 1060.704
1203.180, 1054.141
1203.662, 1048.236
1204.144, 1039.812
1204.626, 1029.034
1205.108, 1023.147
1205.590, 1021.497
1206.072, 1034.278
1206.554, 1063.822
1207.036, 1074.751
1207.519, 1055.813
1208.001, 1032.755
1208.483, 1023.375
1208.965, 1023.266
1209.447, 1030.547
1209.929, 1039.693
1210.411, 1041.292
1210.893, 1038.023
1211.375, 1031.709
1211.858, 1025.521
1212.340, 1026.562
1212.822, 1035.121
1213.304, 1041.768
1213.786, 1043.007
1214.268, 1042.139
1214.750, 1042.505
1215.232, 1037.885
1215.715, 1015.760
1216.197, 999.0412
1216.679, 1006.712
1217.161, 1025.945
1217.643, 1037.973
1218.125, 1042.998
1218.607, 1041.557
1219.089, 1032.951
1219.572, 1029.412
1220.054, 1031.459
1220.536, 1025.423
1221.018, 1008.718
1221.500, 999.3754
1221.982, 1008.196
1222.464, 1020.732
1222.946, 1020.309
1223.428, 1015.254
1223.911, 1014.619
1224.393, 1017.338
1224.875, 1026.713
1225.357, 1035.970
1225.839, 1029.699
1226.321, 1010.926
1226.803, 1003.425
1227.285, 1016.869
1227.767, 1025.806
1228.250, 1021.166
1228.732, 1019.243
1229.214, 1025.517
1229.696, 1030.295
1230.178, 1029.134
1230.660, 1023.893
1231.142, 1015.985
1231.624, 1006.576
1232.107, 996.8354
1232.589, 988.1659
1233.071, 997.8431
1233.553, 1020.560
1234.035, 1025.661
1234.517, 1012.377
1234.999, 1003.251
1235.481, 1006.448
1235.964, 1010.309
1236.446, 1006.172
1236.928, 1001.676
1237.410, 1003.256
1237.892, 1005.656
1238.374, 1003.998
1238.856, 1001.957
1239.338, 1005.074
1239.820, 1010.680
1240.302, 1011.426
1240.785, 1007.128
1241.267, 1001.510
1241.749, 992.0303
1242.231, 991.0900
1242.713, 1001.326
1243.195, 1009.293
1243.677, 1011.070
1244.159, 1011.298
1244.641, 1013.238
##END=



