##NAMES=Piemontite
##RRUFFID=R060905
##IDEAL CHEMISTRY=Ca_2_Mn^3+^Al_2_(Si_2_O_7_)(SiO_4_)O(OH)
##LOCALITY=Praborna mine, Aosta Valley, St. Marcel, Italy
##OWNER=RRUFF
##SOURCE=Michael Scott
##DESCRIPTION=Elongated purple single crystals associated with albite and romeite, R060323
##STATUS=The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis
##URL=rruff.info/R060905
##MEASURED CHEMISTRY=(Ca_1.82_Mn^2+^_0.12_)_Σ=2_(Al_1.95_Mn^3+^_0.97_Fe^3+^_0.08_)_Σ=3_[Si_2.00_O_7_][Si_1.00_O_4_]O(OH) ; = lighter phase, and the darker phase is albite.
744.9044, 2456.583
745.3865, 2431.561
745.8687, 2426.259
746.3508, 2434.081
746.8329, 2446.926
747.3150, 2467.498
747.7971, 2477.647
748.2792, 2466.066
748.7614, 2458.213
749.2435, 2461.934
749.7256, 2470.497
750.2077, 2479.632
750.6898, 2487.843
751.1719, 2490.742
751.6541, 2479.950
752.1362, 2469.954
752.6183, 2473.902
753.1004, 2485.873
753.5825, 2498.373
754.0646, 2508.826
754.5468, 2513.395
755.0289, 2508.970
755.5110, 2498.039
755.9931, 2484.110
756.4752, 2466.854
756.9573, 2457.272
757.4395, 2457.466
757.9216, 2463.426
758.4037, 2477.702
758.8858, 2492.933
759.3679, 2489.096
759.8500, 2450.678
760.3322, 2429.513
760.8143, 2440.577
761.2964, 2452.595
761.7785, 2450.622
762.2606, 2442.677
762.7427, 2441.285
763.2249, 2448.539
763.7070, 2453.964
764.1891, 2445.956
764.6712, 2437.433
765.1533, 2449.124
765.6354, 2470.241
766.1176, 2472.074
766.5997, 2449.438
767.0818, 2423.998
767.5639, 2415.849
768.0460, 2418.377
768.5281, 2404.188
769.0103, 2369.099
769.4924, 2358.352
769.9745, 2388.856
770.4566, 2421.210
770.9387, 2425.011
771.4208, 2409.099
771.9030, 2404.991
772.3851, 2419.680
772.8672, 2432.815
773.3493, 2444.548
773.8314, 2453.665
774.3135, 2461.539
774.7957, 2465.653
775.2778, 2460.473
775.7599, 2444.655
776.2420, 2429.585
776.7241, 2422.392
777.2062, 2419.505
777.6884, 2415.029
778.1705, 2411.917
778.6526, 2421.239
779.1347, 2444.287
779.6168, 2464.356
780.0989, 2465.421
780.5811, 2451.511
781.0632, 2432.032
781.5453, 2405.052
782.0274, 2400.594
782.5095, 2432.123
782.9916, 2463.541
783.4738, 2466.970
783.9559, 2448.872
784.4380, 2434.587
784.9201, 2418.625
785.4022, 2416.210
785.8843, 2442.744
786.3665, 2465.919
786.8486, 2468.107
787.3307, 2458.184
787.8128, 2449.655
788.2949, 2445.126
788.7770, 2442.717
789.2592, 2442.449
789.7413, 2443.089
790.2234, 2443.749
790.7055, 2444.473
791.1876, 2445.732
791.6697, 2447.475
792.1519, 2448.399
792.6340, 2446.804
793.1161, 2444.623
793.5982, 2447.284
794.0803, 2454.347
794.5624, 2460.948
795.0446, 2467.120
795.5267, 2465.337
796.0088, 2448.173
796.4909, 2422.033
796.9730, 2406.317
797.4551, 2405.209
797.9373, 2404.104
798.4194, 2405.089
798.9015, 2403.304
799.3836, 2394.353
799.8657, 2383.048
800.3478, 2376.344
800.8300, 2375.166
801.3121, 2370.680
801.7942, 2346.093
802.2763, 2333.851
802.7584, 2364.249
803.2405, 2409.219
803.7227, 2435.065
804.2048, 2438.575
804.6869, 2436.645
805.1690, 2439.146
805.6511, 2441.669
806.1332, 2434.821
806.6154, 2424.112
807.0975, 2426.519
807.5796, 2442.607
808.0617, 2457.839
808.5438, 2464.092
809.0259, 2466.411
809.5081, 2474.404
809.9902, 2488.763
810.4723, 2498.999
810.9544, 2505.073
811.4365, 2506.841
811.9186, 2502.219
812.4008, 2495.616
812.8829, 2490.857
813.3650, 2487.893
813.8471, 2492.066
814.3292, 2512.856
814.8113, 2527.497
815.2935, 2524.428
815.7756, 2520.819
816.2577, 2531.945
816.7398, 2552.728
817.2219, 2566.448
817.7040, 2564.645
818.1862, 2567.738
818.6683, 2600.061
819.1504, 2633.527
819.6325, 2635.728
820.1146, 2614.829
820.5967, 2589.823
821.0789, 2568.538
821.5610, 2557.779
822.0431, 2567.564
822.5252, 2591.038
823.0073, 2613.180
823.4894, 2633.675
823.9716, 2647.999
824.4537, 2654.960
824.9358, 2658.165
825.4179, 2659.416
825.9000, 2660.790
826.3821, 2671.604
826.8643, 2697.878
827.3464, 2710.293
827.8285, 2700.791
828.3106, 2688.698
828.7927, 2679.081
829.2748, 2675.153
829.7570, 2686.077
830.2391, 2716.232
830.7212, 2732.063
831.2033, 2719.838
831.6854, 2706.841
832.1675, 2702.283
832.6497, 2700.990
833.1318, 2697.506
833.6139, 2692.042
834.0960, 2689.117
834.5781, 2694.755
835.0602, 2694.872
835.5424, 2674.168
836.0245, 2646.087
836.5066, 2623.187
836.9887, 2608.568
837.4708, 2609.095
837.9529, 2627.115
838.4351, 2643.954
838.9172, 2635.326
839.3993, 2609.353
839.8814, 2589.905
840.3635, 2576.250
840.8456, 2558.445
841.3278, 2533.335
841.8099, 2512.859
842.2920, 2509.236
842.7741, 2516.853
843.2562, 2510.137
843.7383, 2482.712
844.2205, 2471.067
844.7026, 2486.797
845.1847, 2501.439
845.6668, 2500.529
846.1489, 2488.164
846.6310, 2470.668
847.1132, 2444.966
847.5953, 2426.328
848.0774, 2417.320
848.5595, 2411.908
849.0416, 2407.077
849.5237, 2406.050
850.0059, 2416.447
850.4880, 2434.565
850.9701, 2442.816
851.4522, 2431.370
851.9343, 2416.845
852.4164, 2405.349
852.8986, 2396.375
853.3807, 2389.260
853.8628, 2384.438
854.3449, 2383.316
854.8270, 2386.315
855.3091, 2391.465
855.7913, 2399.307
856.2734, 2406.755
856.7555, 2408.140
857.2376, 2404.805
857.7197, 2400.198
858.2018, 2395.423
858.6840, 2393.333
859.1661, 2397.265
859.6482, 2401.627
860.1303, 2388.544
860.6124, 2358.816
861.0945, 2348.899
861.5767, 2364.051
862.0588, 2382.923
862.5409, 2397.611
863.0230, 2405.828
863.5051, 2402.830
863.9872, 2387.693
864.4694, 2378.044
864.9515, 2372.137
865.4336, 2375.864
865.9157, 2400.167
866.3978, 2424.047
866.8799, 2430.485
867.3621, 2423.396
867.8442, 2414.342
868.3263, 2400.113
868.8084, 2391.473
869.2905, 2386.729
869.7726, 2391.170
870.2548, 2418.264
870.7369, 2450.349
871.2190, 2462.557
871.7011, 2452.568
872.1832, 2441.945
872.6653, 2436.539
873.1475, 2437.322
873.6296, 2451.492
874.1117, 2467.808
874.5938, 2471.678
875.0759, 2464.756
875.5580, 2456.292
876.0402, 2449.866
876.5223, 2449.827
877.0044, 2465.778
877.4865, 2488.241
877.9686, 2502.052
878.4507, 2507.205
878.9329, 2503.299
879.4150, 2491.397
879.8971, 2482.459
880.3792, 2486.294
880.8613, 2499.520
881.3434, 2516.782
881.8256, 2537.087
882.3077, 2545.272
882.7898, 2538.357
883.2719, 2540.799
883.7540, 2568.723
884.2361, 2600.092
884.7183, 2597.380
885.2004, 2558.976
885.6825, 2530.266
886.1646, 2508.686
886.6467, 2507.485
887.1288, 2544.479
887.6110, 2577.853
888.0931, 2563.412
888.5752, 2517.851
889.0573, 2511.135
889.5394, 2577.177
890.0215, 2617.479
890.5037, 2615.012
890.9858, 2607.787
891.4679, 2607.427
891.9500, 2611.067
892.4321, 2617.153
892.9142, 2625.089
893.3964, 2626.961
893.8785, 2611.916
894.3606, 2602.876
894.8427, 2614.688
895.3248, 2628.938
895.8069, 2622.965
896.2891, 2609.066
896.7712, 2621.657
897.2533, 2673.641
897.7354, 2713.578
898.2175, 2697.530
898.6996, 2670.592
899.1818, 2672.617
899.6639, 2689.833
900.1460, 2698.184
900.6281, 2695.267
901.1102, 2693.458
901.5923, 2700.135
902.0745, 2710.367
902.5566, 2720.014
903.0387, 2728.512
903.5208, 2733.107
904.0029, 2735.339
904.4850, 2742.317
904.9672, 2756.174
905.4493, 2771.083
905.9314, 2782.339
906.4135, 2788.958
906.8956, 2786.024
907.3777, 2775.025
907.8599, 2765.272
908.3420, 2758.225
908.8241, 2761.747
909.3062, 2782.124
909.7883, 2805.947
910.2704, 2807.221
910.7526, 2786.391
911.2347, 2783.383
911.7168, 2801.013
912.1990, 2819.576
912.6811, 2834.402
913.1632, 2848.271
913.6453, 2865.561
914.1274, 2882.497
914.6096, 2883.192
915.0917, 2857.056
915.5738, 2846.496
916.0559, 2859.055
916.5380, 2874.002
917.0201, 2883.754
917.5023, 2892.070
917.9844, 2908.395
918.4665, 2932.347
918.9486, 2929.969
919.4307, 2872.411
919.9128, 2831.549
920.3950, 2821.811
920.8771, 2820.057
921.3592, 2823.173
921.8413, 2822.574
922.3234, 2802.071
922.8055, 2757.873
923.2877, 2718.431
923.7698, 2690.140
924.2519, 2666.264
924.7340, 2642.993
925.2161, 2624.132
925.6982, 2619.637
926.1804, 2621.830
926.6625, 2609.226
927.1446, 2573.579
927.6267, 2533.869
928.1088, 2491.025
928.5909, 2454.508
929.0731, 2436.174
929.5552, 2425.457
930.0373, 2405.524
930.5194, 2376.825
931.0015, 2355.918
931.4836, 2354.646
931.9658, 2353.755
932.4479, 2335.209
932.9300, 2310.694
933.4121, 2291.906
933.8942, 2279.434
934.3763, 2275.661
934.8585, 2279.085
935.3406, 2274.015
935.8227, 2240.725
936.3048, 2204.107
936.7869, 2201.492
937.2690, 2217.689
937.7512, 2224.538
938.2333, 2219.315
938.7154, 2205.035
939.1975, 2183.371
939.6796, 2165.206
940.1617, 2166.938
940.6439, 2178.374
941.1260, 2175.356
941.6081, 2160.359
942.0902, 2139.987
942.5723, 2116.731
943.0544, 2102.895
943.5366, 2106.282
944.0187, 2117.297
944.5008, 2119.523
944.9829, 2115.143
945.4650, 2119.220
945.9471, 2131.250
946.4293, 2138.479
946.9114, 2137.572
947.3935, 2133.477
947.8756, 2130.481
948.3577, 2125.995
948.8398, 2109.936
949.3220, 2081.884
949.8041, 2071.666
950.2862, 2082.227
950.7683, 2095.529
951.2504, 2106.716
951.7325, 2111.889
952.2147, 2104.695
952.6968, 2089.991
953.1789, 2093.804
953.6610, 2121.733
954.1431, 2136.287
954.6252, 2131.504
955.1074, 2124.454
955.5895, 2122.804
956.0716, 2121.849
956.5537, 2114.651
957.0358, 2101.804
957.5179, 2095.996
958.0001, 2100.597
958.4822, 2102.313
958.9643, 2096.492
959.4464, 2093.875
959.9285, 2100.917
960.4106, 2113.967
960.8928, 2127.746
961.3749, 2142.521
961.8570, 2154.904
962.3391, 2166.854
962.8212, 2172.601
963.3033, 2169.664
963.7855, 2162.044
964.2676, 2145.469
964.7497, 2128.534
965.2318, 2132.583
965.7139, 2166.476
966.1960, 2183.926
966.6782, 2168.248
967.1603, 2159.073
967.6424, 2172.617
968.1245, 2187.047
968.6066, 2179.307
969.0887, 2161.231
969.5709, 2169.309
970.0530, 2222.037
970.5351, 2248.385
971.0172, 2214.498
971.4993, 2191.107
971.9814, 2209.604
972.4636, 2239.418
972.9457, 2257.255
973.4278, 2263.092
973.9099, 2261.597
974.3920, 2250.864
974.8741, 2238.772
975.3563, 2220.055
975.8384, 2207.962
976.3205, 2214.846
976.8026, 2226.093
977.2847, 2227.496
977.7668, 2219.013
978.2490, 2206.308
978.7311, 2187.073
979.2132, 2170.484
979.6953, 2157.435
980.1774, 2149.038
980.6595, 2150.977
981.1417, 2154.625
981.6238, 2149.633
982.1059, 2135.909
982.5880, 2120.107
983.0701, 2099.452
983.5522, 2084.862
984.0344, 2088.898
984.5165, 2090.223
984.9986, 2067.294
985.4807, 2037.704
985.9628, 2027.961
986.4449, 2039.337
986.9271, 2050.802
987.4092, 2059.274
987.8913, 2061.088
988.3734, 2046.629
988.8555, 2033.235
989.3376, 2040.414
989.8198, 2053.549
990.3019, 2046.091
990.7840, 2016.112
991.2661, 1991.988
991.7482, 1988.882
992.2303, 1987.506
992.7125, 1973.281
993.1946, 1963.682
993.6767, 1980.841
994.1588, 2009.074
994.6409, 2018.731
995.1230, 2005.769
995.6052, 1994.938
996.0873, 1997.364
996.5694, 2003.246
997.0515, 2015.019
997.5336, 2021.912
998.0157, 2005.843
998.4979, 1981.449
998.9800, 1978.565
999.4621, 2002.052
999.9442, 2023.186
1000.426, 2029.397
1000.908, 2030.276
1001.391, 2031.745
1001.873, 2028.889
1002.355, 2012.821
1002.837, 1990.704
1003.319, 1974.997
1003.801, 1968.613
1004.283, 1970.562
1004.765, 1990.546
1005.247, 2005.981
1005.730, 1999.183
1006.212, 1988.475
1006.694, 1991.269
1007.176, 2002.548
1007.658, 2008.956
1008.140, 2007.781
1008.622, 2010.845
1009.104, 2032.015
1009.587, 2047.391
1010.069, 2044.570
1010.551, 2031.346
1011.033, 2005.428
1011.515, 1977.879
1011.997, 1967.821
1012.479, 1979.349
1012.961, 1999.594
1013.443, 2038.081
1013.926, 2065.132
1014.408, 2065.249
1014.890, 2049.573
1015.372, 2013.427
1015.854, 1974.080
1016.336, 1964.369
1016.818, 1990.338
1017.300, 2014.837
1017.783, 2027.137
1018.265, 2031.574
1018.747, 2027.426
1019.229, 2018.567
1019.711, 2004.719
1020.193, 1989.753
1020.675, 1980.851
1021.157, 1979.155
1021.639, 1975.856
1022.122, 1963.933
1022.604, 1955.765
1023.086, 1961.303
1023.568, 1966.720
1024.050, 1957.412
1024.532, 1942.857
1025.014, 1941.388
1025.496, 1955.291
1025.979, 1965.918
1026.461, 1965.580
1026.943, 1965.500
1027.425, 1969.485
1027.907, 1974.029
1028.389, 1974.698
1028.871, 1975.502
1029.353, 1985.010
1029.835, 2003.651
1030.318, 2015.515
1030.800, 2014.844
1031.282, 2011.570
1031.764, 2004.170
1032.246, 1998.481
1032.728, 2003.274
1033.210, 2008.644
1033.692, 1994.594
1034.174, 1961.576
1034.657, 1950.780
1035.139, 1984.754
1035.621, 2012.805
1036.103, 2035.773
1036.585, 2044.437
1037.067, 2018.164
1037.549, 1985.719
1038.031, 1988.769
1038.514, 2024.817
1038.996, 2038.233
1039.478, 2007.492
1039.960, 1989.726
1040.442, 1993.900
1040.924, 2000.549
1041.406, 2004.586
1041.888, 2005.654
1042.370, 2002.886
1042.853, 1996.655
1043.335, 1989.464
1043.817, 1978.666
1044.299, 1973.060
1044.781, 1974.350
1045.263, 1978.170
1045.745, 1986.010
1046.227, 1991.309
1046.709, 1986.158
1047.192, 1973.917
1047.674, 1969.279
1048.156, 1978.241
1048.638, 1971.214
1049.120, 1938.876
1049.602, 1920.087
1050.084, 1930.841
1050.566, 1945.416
1051.049, 1940.443
1051.531, 1926.398
1052.013, 1933.490
1052.495, 1965.065
1052.977, 1988.442
1053.459, 2004.103
1053.941, 2006.700
1054.423, 1992.590
1054.906, 1977.572
1055.388, 1972.172
1055.870, 1974.460
1056.352, 1983.334
1056.834, 1997.650
1057.316, 1997.279
1057.798, 1982.208
1058.280, 1972.885
1058.762, 1973.193
1059.245, 1978.802
1059.727, 1987.496
1060.209, 1998.402
1060.691, 2010.854
1061.173, 2024.216
1061.655, 2039.215
1062.137, 2053.605
1062.619, 2047.065
1063.101, 2021.161
1063.584, 2015.125
1064.066, 2046.264
1064.548, 2084.065
1065.030, 2096.291
1065.512, 2092.850
1065.994, 2088.960
1066.476, 2086.721
1066.958, 2092.963
1067.441, 2106.357
1067.923, 2119.201
1068.405, 2129.302
1068.887, 2141.237
1069.369, 2158.771
1069.851, 2179.597
1070.333, 2205.520
1070.815, 2229.821
1071.297, 2240.946
1071.780, 2242.166
1072.262, 2239.470
1072.744, 2236.193
1073.226, 2239.237
1073.708, 2252.359
1074.190, 2272.960
1074.672, 2311.471
1075.154, 2344.504
1075.636, 2344.797
1076.119, 2329.024
1076.601, 2317.685
1077.083, 2315.703
1077.565, 2326.726
1078.047, 2355.470
1078.529, 2381.053
1079.011, 2386.373
1079.494, 2395.377
1079.976, 2433.467
1080.458, 2471.077
1080.940, 2473.254
1081.422, 2452.162
1081.904, 2444.184
1082.386, 2457.377
1082.868, 2466.071
1083.350, 2456.914
1083.833, 2454.977
1084.315, 2477.500
1084.797, 2497.651
1085.279, 2497.003
1085.761, 2483.871
1086.243, 2470.004
1086.725, 2455.236
1087.207, 2450.755
1087.689, 2464.869
1088.172, 2472.563
1088.654, 2470.058
1089.136, 2464.590
1089.618, 2459.390
1090.100, 2452.642
1090.582, 2444.718
1091.064, 2432.664
1091.546, 2396.655
1092.029, 2327.070
1092.511, 2291.578
1092.993, 2300.020
1093.475, 2298.983
1093.957, 2271.592
1094.439, 2235.489
1094.921, 2203.706
1095.403, 2175.754
1095.885, 2151.494
1096.368, 2130.476
1096.850, 2107.580
1097.332, 2083.490
1097.814, 2071.030
1098.296, 2070.801
1098.778, 2054.131
1099.260, 2004.718
1099.742, 1956.070
1100.224, 1956.240
1100.707, 1981.207
1101.189, 1980.608
1101.671, 1964.036
1102.153, 1954.235
1102.635, 1951.346
1103.117, 1945.015
1103.599, 1931.996
1104.081, 1917.196
1104.564, 1902.251
1105.046, 1890.871
1105.528, 1888.811
1106.010, 1890.520
1106.492, 1891.073
1106.974, 1890.014
1107.456, 1889.018
1107.938, 1886.967
1108.421, 1876.553
1108.903, 1849.737
1109.385, 1831.318
1109.867, 1840.878
1110.349, 1851.618
1110.831, 1846.227
1111.313, 1836.939
1111.795, 1834.726
1112.277, 1839.389
1112.760, 1850.539
1113.242, 1872.015
1113.724, 1877.561
1114.206, 1845.546
1114.688, 1825.856
1115.170, 1833.812
1115.652, 1845.800
1116.134, 1855.300
1116.616, 1856.021
1117.099, 1833.593
1117.581, 1792.113
1118.063, 1783.115
1118.545, 1820.555
1119.027, 1828.852
1119.509, 1793.774
1119.991, 1776.439
1120.473, 1800.991
1120.956, 1832.269
1121.438, 1840.255
1121.920, 1832.156
1122.402, 1822.744
1122.884, 1812.305
1123.366, 1804.099
1123.848, 1797.760
1124.330, 1788.874
1124.813, 1777.303
1125.295, 1769.314
1125.777, 1768.185
1126.259, 1771.162
1126.741, 1776.618
1127.223, 1782.766
1127.705, 1791.868
1128.187, 1796.762
1128.669, 1775.067
1129.151, 1739.686
1129.634, 1728.401
1130.116, 1748.512
1130.598, 1771.632
1131.080, 1785.765
1131.562, 1791.359
1132.044, 1781.999
1132.526, 1771.457
1133.008, 1772.753
1133.491, 1777.125
1133.973, 1769.907
1134.455, 1755.400
1134.937, 1755.181
1135.419, 1780.613
1135.901, 1787.362
1136.383, 1749.786
1136.865, 1719.649
1137.348, 1710.812
1137.830, 1710.969
1138.312, 1716.555
1138.794, 1724.701
1139.276, 1733.389
1139.758, 1741.649
1140.240, 1731.104
1140.722, 1692.348
1141.204, 1681.275
1141.687, 1707.010
1142.169, 1731.775
1142.651, 1743.303
1143.133, 1747.339
1143.615, 1747.471
1144.097, 1747.998
1144.579, 1764.886
1145.061, 1789.643
1145.543, 1775.043
1146.026, 1731.733
1146.508, 1710.664
1146.990, 1716.256
1147.472, 1718.752
1147.954, 1705.620
1148.436, 1699.743
1148.918, 1730.683
1149.400, 1766.137
1149.883, 1770.788
1150.365, 1759.233
1150.847, 1743.059
1151.329, 1727.546
1151.811, 1719.365
1152.293, 1718.690
1152.775, 1720.554
1153.257, 1725.274
1153.740, 1726.458
1154.222, 1719.721
1154.704, 1711.896
1155.186, 1701.159
1155.668, 1694.955
1156.150, 1705.972
1156.632, 1723.377
1157.114, 1721.844
1157.596, 1699.602
1158.078, 1693.438
1158.561, 1712.391
1159.043, 1720.336
1159.525, 1710.668
1160.007, 1701.083
1160.489, 1698.295
1160.971, 1698.165
1161.453, 1696.181
1161.935, 1695.550
1162.418, 1707.269
1162.900, 1728.111
1163.382, 1738.306
1163.864, 1737.964
1164.346, 1726.108
1164.828, 1705.467
1165.310, 1693.242
1165.792, 1697.175
1166.275, 1703.380
1166.757, 1698.308
1167.239, 1690.421
1167.721, 1688.601
1168.203, 1689.788
1168.685, 1689.850
1169.167, 1690.297
1169.649, 1695.469
1170.131, 1704.713
1170.614, 1712.712
1171.096, 1721.145
1171.578, 1717.726
1172.060, 1684.259
1172.542, 1658.176
1173.024, 1657.210
1173.506, 1663.776
1173.988, 1662.059
1174.470, 1662.009
1174.953, 1683.469
1175.435, 1724.817
1175.917, 1748.463
1176.399, 1753.052
1176.881, 1744.519
1177.363, 1720.921
1177.845, 1699.426
1178.327, 1685.184
1178.810, 1679.036
1179.292, 1682.760
1179.774, 1689.283
1180.256, 1687.126
1180.738, 1678.055
1181.220, 1662.082
1181.702, 1644.851
1182.184, 1643.908
1182.667, 1656.227
1183.149, 1664.317
1183.631, 1662.993
1184.113, 1661.303
1184.595, 1663.858
1185.077, 1669.382
1185.559, 1685.914
1186.041, 1695.233
1186.523, 1675.880
1187.005, 1648.305
1187.488, 1632.028
1187.970, 1628.458
1188.452, 1639.246
1188.934, 1670.583
1189.416, 1680.286
1189.898, 1652.869
1190.380, 1634.744
1190.862, 1631.548
1191.345, 1637.844
1191.827, 1654.789
1192.309, 1670.237
1192.791, 1670.948
1193.273, 1662.917
1193.755, 1661.706
1194.237, 1666.561
1194.719, 1674.092
1195.202, 1682.853
1195.684, 1683.761
1196.166, 1677.275
1196.648, 1676.305
1197.130, 1685.759
1197.612, 1690.173
1198.094, 1672.531
1198.576, 1652.171
1199.058, 1652.119
1199.541, 1653.135
1200.023, 1626.320
1200.505, 1594.608
1200.987, 1599.523
1201.469, 1631.450
1201.951, 1636.480
1202.433, 1593.820
1202.915, 1579.012
1203.397, 1638.106
1203.880, 1665.297
1204.362, 1628.956
1204.844, 1592.438
1205.326, 1584.328
1205.808, 1589.405
1206.290, 1592.183
1206.772, 1593.689
1207.254, 1597.149
1207.737, 1602.452
1208.219, 1609.048
1208.701, 1616.274
1209.183, 1617.214
1209.665, 1612.574
1210.147, 1616.013
1210.629, 1633.056
1211.111, 1650.158
1211.594, 1658.267
1212.076, 1657.563
1212.558, 1637.205
1213.040, 1618.750
1213.522, 1630.086
1214.004, 1652.972
1214.486, 1662.649
1214.968, 1658.953
1215.450, 1650.711
1215.932, 1636.768
1216.415, 1632.563
1216.897, 1645.936
1217.379, 1658.521
1217.861, 1674.792
1218.343, 1675.161
1218.825, 1645.568
1219.307, 1612.411
1219.789, 1601.132
1220.272, 1604.860
1220.754, 1606.548
1221.236, 1607.357
1221.718, 1619.503
1222.200, 1637.857
1222.682, 1631.780
1223.164, 1605.447
1223.646, 1600.828
1224.129, 1630.164
1224.611, 1656.316
1225.093, 1653.897
1225.575, 1642.286
1226.057, 1626.255
1226.539, 1617.143
1227.021, 1630.474
1227.503, 1649.524
1227.985, 1660.158
1228.468, 1660.710
1228.950, 1646.776
1229.432, 1616.770
1229.914, 1602.341
1230.396, 1606.824
1230.878, 1620.030
1231.360, 1647.224
1231.842, 1658.180
1232.324, 1641.946
1232.807, 1617.805
1233.289, 1598.540
1233.771, 1586.165
1234.253, 1588.701
1234.735, 1596.739
1235.217, 1584.304
1235.699, 1562.008
1236.181, 1554.464
1236.664, 1556.687
1237.146, 1547.893
1237.628, 1527.394
1238.110, 1516.497
1238.592, 1525.095
1239.074, 1537.050
1239.556, 1550.019
1240.038, 1559.688
1240.521, 1561.337
1241.003, 1562.731
1241.485, 1567.612
1241.967, 1575.801
1242.449, 1587.957
1242.931, 1602.779
1243.413, 1615.387
1243.895, 1625.923
1244.377, 1627.307
1244.859, 1620.487
1245.342, 1627.408
1245.824, 1649.426
1246.306, 1663.308
1246.788, 1659.412
1247.270, 1648.207
1247.752, 1635.719
1248.234, 1625.247
1248.716, 1622.736
1249.199, 1620.847
1249.681, 1606.633
1250.163, 1593.935
1250.645, 1606.980
1251.127, 1633.402
1251.609, 1637.542
1252.091, 1614.062
1252.573, 1598.778
1253.056, 1593.579
1253.538, 1594.369
1254.020, 1603.794
1254.502, 1609.093
1254.984, 1606.683
1255.466, 1596.769
1255.948, 1577.769
1256.430, 1565.390
1256.912, 1588.177
1257.395, 1623.088
1257.877, 1617.230
1258.359, 1591.907
1258.841, 1586.765
1259.323, 1595.303
1259.805, 1597.334
1260.287, 1591.392
1260.769, 1588.024
1261.251, 1590.940
1261.734, 1591.500
1262.216, 1583.513
1262.698, 1578.598
1263.180, 1581.798
1263.662, 1584.471
1264.144, 1582.810
##END=



