##NAMES=Hemimorphite
##RRUFFID=R070536
##IDEAL CHEMISTRY=Zn^2+^_4_Si_2_O_7_(OH)_2_&#183;H_2_O
##LOCALITY=Potosi mine, Santa Eulalia District, Chihuahua, Mexico
##OWNER=RRUFF
##SOURCE=James Shigley
##DESCRIPTION=Colorless striated thin tabular crystals in fan-shaped aggregates
##STATUS=The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis
##URL=rruff.info/R070536
##MEASURED CHEMISTRY=Zn_4.00_Si_2.00_O_7_(OH)_2_·H_2_O; total H_2_O estimated by difference, (OH) by charge balance
718.7425, 2743.272
719.2246, 2749.604
719.7067, 2777.708
720.1888, 2795.911
720.6710, 2788.401
721.1531, 2767.485
721.6352, 2748.099
722.1173, 2730.726
722.5994, 2726.120
723.0815, 2738.743
723.5637, 2744.918
724.0458, 2730.637
724.5279, 2706.980
725.0100, 2690.899
725.4921, 2681.335
725.9742, 2685.531
726.4564, 2720.302
726.9385, 2749.305
727.4206, 2758.427
727.9027, 2755.101
728.3848, 2744.201
728.8669, 2728.743
729.3491, 2719.075
729.8312, 2729.086
730.3133, 2742.707
730.7954, 2735.827
731.2775, 2714.541
731.7596, 2697.382
732.2418, 2688.799
732.7239, 2686.252
733.2060, 2688.536
733.6881, 2693.962
734.1702, 2693.404
734.6523, 2683.564
735.1345, 2677.132
735.6166, 2675.385
736.0987, 2677.825
736.5808, 2688.555
737.0629, 2702.556
737.5450, 2706.985
738.0272, 2694.908
738.5093, 2685.426
738.9914, 2688.704
739.4735, 2693.767
739.9556, 2689.820
740.4377, 2680.246
740.9199, 2674.032
741.4020, 2674.833
741.8841, 2679.952
742.3662, 2692.389
742.8483, 2706.500
743.3304, 2694.756
743.8126, 2656.588
744.2947, 2635.175
744.7768, 2650.107
745.2589, 2679.461
745.7410, 2695.322
746.2231, 2697.163
746.7053, 2692.626
747.1874, 2673.554
747.6695, 2659.677
748.1516, 2656.712
748.6337, 2658.482
749.1158, 2662.147
749.5980, 2666.381
750.0801, 2667.165
750.5622, 2660.863
751.0443, 2653.931
751.5264, 2652.404
752.0085, 2651.605
752.4907, 2640.381
752.9728, 2622.197
753.4549, 2617.397
753.9370, 2639.402
754.4191, 2670.019
754.9012, 2674.180
755.3834, 2653.953
755.8655, 2643.854
756.3476, 2647.464
756.8297, 2655.506
757.3118, 2666.068
757.7939, 2674.739
758.2761, 2671.981
758.7582, 2652.087
759.2403, 2642.485
759.7224, 2654.837
760.2045, 2662.454
760.6866, 2651.670
761.1688, 2636.094
761.6509, 2629.663
762.1330, 2633.706
762.6151, 2641.999
763.0972, 2658.865
763.5793, 2671.519
764.0615, 2665.937
764.5436, 2650.083
765.0257, 2636.734
765.5078, 2628.192
765.9899, 2621.421
766.4720, 2614.483
766.9542, 2607.531
767.4363, 2599.866
767.9184, 2591.402
768.4005, 2588.165
768.8826, 2590.878
769.3647, 2598.887
769.8469, 2613.962
770.3290, 2632.228
770.8111, 2644.964
771.2932, 2650.733
771.7753, 2654.747
772.2574, 2659.896
772.7396, 2659.910
773.2217, 2645.860
773.7038, 2629.367
774.1859, 2627.147
774.6680, 2639.495
775.1501, 2645.150
775.6323, 2627.092
776.1144, 2603.907
776.5965, 2587.944
777.0786, 2579.269
777.5607, 2579.786
778.0428, 2588.466
778.5250, 2599.750
779.0071, 2610.578
779.4892, 2618.307
779.9713, 2613.476
780.4534, 2596.499
780.9355, 2593.808
781.4177, 2612.262
781.8998, 2623.922
782.3819, 2609.374
782.8640, 2582.449
783.3461, 2572.718
783.8282, 2587.021
784.3104, 2596.194
784.7925, 2597.254
785.2746, 2596.916
785.7567, 2598.637
786.2388, 2598.846
786.7209, 2591.137
787.2031, 2576.247
787.6852, 2566.734
788.1673, 2571.516
788.6494, 2579.009
789.1315, 2582.635
789.6136, 2583.757
790.0958, 2584.159
790.5779, 2584.089
791.0600, 2583.075
791.5421, 2580.878
792.0242, 2577.471
792.5063, 2570.594
792.9885, 2561.898
793.4706, 2565.274
793.9527, 2582.724
794.4348, 2584.906
794.9169, 2553.764
795.3990, 2510.625
795.8812, 2490.659
796.3633, 2496.266
796.8454, 2507.107
797.3275, 2532.933
797.8096, 2548.254
798.2917, 2537.728
798.7739, 2520.283
799.2560, 2507.812
799.7381, 2501.303
800.2202, 2503.929
800.7023, 2530.441
801.1844, 2547.752
801.6666, 2537.539
802.1487, 2518.490
802.6308, 2503.325
803.1129, 2494.686
803.5950, 2495.539
804.0771, 2508.001
804.5593, 2519.035
805.0414, 2514.486
805.5235, 2500.074
806.0056, 2483.260
806.4877, 2466.433
806.9698, 2457.612
807.4520, 2459.599
807.9341, 2471.475
808.4162, 2495.445
808.8983, 2527.525
809.3804, 2538.889
809.8625, 2525.225
810.3447, 2511.944
810.8268, 2504.176
811.3089, 2497.424
811.7910, 2487.667
812.2731, 2476.145
812.7552, 2467.873
813.2374, 2461.818
813.7195, 2460.821
814.2016, 2473.546
814.6837, 2481.986
815.1658, 2472.135
815.6479, 2455.380
816.1301, 2448.547
816.6122, 2454.474
817.0943, 2461.919
817.5764, 2465.399
818.0585, 2468.569
818.5406, 2477.700
819.0228, 2486.854
819.5049, 2484.583
819.9870, 2471.241
820.4691, 2458.377
820.9512, 2453.722
821.4333, 2453.365
821.9155, 2449.599
822.3976, 2444.517
822.8797, 2451.961
823.3618, 2472.586
823.8439, 2477.427
824.3260, 2449.189
824.8082, 2412.676
825.2903, 2411.509
825.7724, 2448.975
826.2545, 2461.969
826.7366, 2438.679
827.2188, 2420.249
827.7009, 2418.345
828.1830, 2424.799
828.6651, 2436.437
829.1472, 2451.227
829.6293, 2454.635
830.1115, 2430.146
830.5936, 2417.682
831.0757, 2432.655
831.5578, 2450.846
832.0399, 2458.622
832.5220, 2457.965
833.0042, 2452.858
833.4863, 2443.923
833.9684, 2438.019
834.4505, 2441.677
834.9326, 2447.766
835.4147, 2449.848
835.8969, 2449.560
836.3790, 2449.672
836.8611, 2451.095
837.3432, 2455.509
837.8253, 2466.652
838.3074, 2475.406
838.7896, 2459.157
839.2717, 2425.475
839.7538, 2410.538
840.2359, 2418.096
840.7180, 2430.027
841.2001, 2437.646
841.6823, 2440.424
842.1644, 2436.066
842.6465, 2423.889
843.1286, 2417.681
843.6107, 2416.962
844.0928, 2424.750
844.5750, 2449.314
845.0571, 2472.174
845.5392, 2471.552
846.0213, 2451.259
846.5034, 2444.892
846.9855, 2471.798
847.4677, 2483.140
847.9498, 2459.358
848.4319, 2436.968
848.9140, 2440.997
849.3961, 2457.338
849.8782, 2459.051
850.3604, 2440.018
850.8425, 2429.585
851.3246, 2453.142
851.8067, 2474.728
852.2888, 2463.494
852.7709, 2439.231
853.2531, 2430.157
853.7352, 2437.894
854.2173, 2445.415
854.6994, 2441.748
855.1815, 2437.545
855.6636, 2447.993
856.1458, 2466.131
856.6279, 2479.075
857.1100, 2485.306
857.5921, 2482.889
858.0742, 2471.047
858.5563, 2457.921
859.0385, 2454.279
859.5206, 2457.989
860.0027, 2455.051
860.4848, 2444.739
860.9669, 2444.626
861.4490, 2460.540
861.9312, 2478.897
862.4133, 2490.066
862.8954, 2495.135
863.3775, 2498.080
863.8596, 2501.102
864.3417, 2494.523
864.8239, 2464.018
865.3060, 2446.955
865.7881, 2472.633
866.2702, 2509.372
866.7523, 2513.660
867.2344, 2485.560
867.7166, 2472.105
868.1987, 2486.890
868.6808, 2502.912
869.1629, 2521.896
869.6450, 2532.866
870.1271, 2520.065
870.6093, 2494.325
871.0914, 2481.368
871.5735, 2489.979
872.0556, 2499.038
872.5377, 2491.558
873.0198, 2486.180
873.5020, 2508.817
873.9841, 2539.660
874.4662, 2541.735
874.9483, 2512.805
875.4304, 2484.510
875.9125, 2476.952
876.3947, 2480.575
876.8768, 2488.520
877.3589, 2496.729
877.8410, 2492.874
878.3231, 2479.057
878.8052, 2471.046
879.2874, 2475.833
879.7695, 2489.069
880.2516, 2509.056
880.7337, 2532.177
881.2158, 2536.814
881.6979, 2523.299
882.1801, 2520.552
882.6622, 2536.444
883.1443, 2552.280
883.6264, 2553.140
884.1085, 2544.907
884.5906, 2544.738
885.0728, 2554.960
885.5549, 2562.991
886.0370, 2568.584
886.5191, 2571.733
887.0012, 2569.285
887.4833, 2568.073
887.9655, 2577.578
888.4476, 2597.594
888.9297, 2613.767
889.4118, 2632.477
889.8939, 2637.777
890.3760, 2613.367
890.8582, 2590.937
891.3403, 2587.423
891.8224, 2598.227
892.3045, 2616.596
892.7866, 2643.845
893.2687, 2664.366
893.7509, 2671.669
894.2330, 2674.731
894.7151, 2676.478
895.1972, 2677.041
895.6793, 2674.410
896.1614, 2670.374
896.6436, 2670.860
897.1257, 2678.357
897.6078, 2690.124
898.0899, 2703.711
898.5720, 2721.163
899.0541, 2748.946
899.5363, 2780.901
900.0184, 2804.613
900.5005, 2817.361
900.9826, 2826.720
901.4647, 2838.151
901.9468, 2849.515
902.4290, 2853.817
902.9111, 2857.096
903.3932, 2877.778
903.8753, 2913.654
904.3574, 2940.931
904.8395, 2948.494
905.3217, 2952.108
905.8038, 2972.781
906.2859, 3006.670
906.7680, 3038.460
907.2501, 3068.689
907.7322, 3104.014
908.2144, 3146.066
908.6965, 3186.552
909.1786, 3217.609
909.6607, 3248.099
910.1428, 3301.998
910.6249, 3381.833
911.1071, 3453.141
911.5892, 3512.458
912.0713, 3575.988
912.5534, 3647.546
913.0355, 3729.599
913.5176, 3825.431
913.9998, 3934.530
914.4819, 4053.834
914.9640, 4188.815
915.4461, 4319.433
915.9282, 4430.704
916.4103, 4558.852
916.8925, 4724.404
917.3746, 4915.691
917.8567, 5113.305
918.3388, 5314.388
918.8209, 5543.494
919.3030, 5817.637
919.7852, 6096.534
920.2673, 6370.320
920.7494, 6648.800
921.2315, 6931.341
921.7136, 7225.210
922.1957, 7546.192
922.6779, 7900.854
923.1600, 8256.994
923.6421, 8601.863
924.1242, 8953.578
924.6063, 9310.879
925.0884, 9685.682
925.5706, 10100.29
926.0527, 10545.62
926.5348, 10990.79
927.0169, 11431.30
927.4990, 11856.67
927.9811, 12266.67
928.4633, 12654.38
928.9454, 13034.48
929.4275, 13380.82
929.9096, 13677.07
930.3917, 13906.21
930.8738, 14005.76
931.3560, 13932.87
931.8381, 13732.07
932.3202, 13426.21
932.8023, 13026.11
933.2844, 12526.83
933.7665, 11945.24
934.2487, 11317.72
934.7308, 10656.97
935.2129, 9990.320
935.6950, 9320.523
936.1771, 8672.219
936.6592, 8081.755
937.1414, 7542.996
937.6235, 7048.292
938.1056, 6596.628
938.5877, 6192.306
939.0698, 5835.810
939.5519, 5520.920
940.0341, 5244.933
940.5162, 5001.985
940.9983, 4777.253
941.4804, 4570.636
941.9625, 4389.106
942.4446, 4232.619
942.9268, 4086.746
943.4089, 3939.759
943.8910, 3801.920
944.3731, 3696.294
944.8552, 3618.340
945.3373, 3537.140
945.8195, 3451.773
946.3016, 3378.841
946.7837, 3324.029
947.2658, 3268.524
947.7479, 3194.226
948.2300, 3112.098
948.7122, 3058.171
949.1943, 3033.859
949.6764, 2996.526
950.1585, 2941.232
950.6406, 2896.886
951.1228, 2877.749
951.6049, 2861.137
952.0870, 2819.756
952.5692, 2760.080
953.0513, 2721.454
953.5334, 2708.116
954.0155, 2695.596
954.4976, 2682.640
954.9797, 2668.335
955.4619, 2653.260
955.9440, 2634.387
956.4261, 2605.071
956.9082, 2565.967
957.3903, 2544.943
957.8724, 2554.042
958.3546, 2548.029
958.8367, 2510.698
959.3188, 2477.254
959.8009, 2470.070
960.2830, 2476.079
960.7651, 2471.780
961.2473, 2455.092
961.7294, 2447.443
962.2115, 2457.552
962.6936, 2461.172
963.1757, 2455.116
963.6578, 2440.496
964.1400, 2409.339
964.6221, 2373.134
965.1042, 2359.040
965.5863, 2375.169
966.0684, 2381.505
966.5505, 2369.727
967.0327, 2359.546
967.5148, 2354.496
967.9969, 2352.481
968.4790, 2354.621
968.9611, 2358.271
969.4432, 2356.300
969.9254, 2347.265
970.4075, 2336.199
970.8896, 2314.626
971.3717, 2302.507
971.8538, 2313.281
972.3359, 2329.908
972.8181, 2342.328
973.3002, 2347.894
973.7823, 2338.605
974.2644, 2303.034
974.7465, 2280.492
975.2286, 2289.877
975.7108, 2298.348
976.1929, 2289.513
976.6750, 2275.164
977.1571, 2267.772
977.6392, 2266.510
978.1213, 2262.608
978.6035, 2248.704
979.0856, 2245.236
979.5677, 2267.837
980.0498, 2289.831
980.5319, 2298.183
981.0140, 2297.852
981.4962, 2294.160
981.9783, 2287.967
982.4604, 2279.640
982.9425, 2268.429
983.4246, 2256.795
983.9067, 2245.273
984.3889, 2233.648
984.8710, 2216.856
985.3531, 2202.857
985.8352, 2205.512
986.3173, 2223.095
986.7994, 2235.129
987.2816, 2232.054
987.7637, 2228.224
988.2458, 2228.284
988.7279, 2230.152
989.2100, 2236.097
989.6921, 2240.908
990.1743, 2235.056
990.6564, 2219.188
991.1385, 2207.460
991.6206, 2203.509
992.1027, 2207.106
992.5848, 2228.487
993.0670, 2247.125
993.5491, 2243.988
994.0312, 2229.646
994.5133, 2221.692
994.9954, 2222.348
995.4775, 2222.102
995.9597, 2213.466
996.4418, 2209.047
996.9239, 2223.659
997.4060, 2236.103
997.8881, 2224.854
998.3702, 2201.726
998.8524, 2185.255
999.3345, 2179.063
999.8166, 2181.007
1000.299, 2197.288
1000.781, 2210.972
1001.263, 2213.708
1001.745, 2210.669
1002.227, 2202.625
1002.709, 2193.454
1003.191, 2187.672
1003.674, 2186.436
1004.156, 2190.858
1004.638, 2210.578
1005.120, 2222.739
1005.602, 2208.755
1006.084, 2190.289
1006.566, 2186.010
1007.048, 2189.516
1007.530, 2186.352
1008.013, 2175.141
1008.495, 2170.025
1008.977, 2181.733
1009.459, 2193.713
1009.941, 2203.169
1010.423, 2205.361
1010.905, 2190.993
1011.387, 2169.275
1011.870, 2154.253
1012.352, 2148.279
1012.834, 2146.170
1013.316, 2148.920
1013.798, 2150.904
1014.280, 2149.555
1014.762, 2146.712
1015.244, 2141.916
1015.726, 2137.455
1016.209, 2135.388
1016.691, 2136.517
1017.173, 2144.566
1017.655, 2173.402
1018.137, 2190.210
1018.619, 2170.863
1019.101, 2147.838
1019.583, 2143.301
1020.065, 2149.844
1020.548, 2157.428
1021.030, 2163.681
1021.512, 2163.364
1021.994, 2149.022
1022.476, 2137.439
1022.958, 2135.387
1023.440, 2135.891
1023.922, 2136.349
1024.405, 2135.720
1024.887, 2131.149
1025.369, 2123.584
1025.851, 2121.752
1026.333, 2133.180
1026.815, 2140.914
1027.297, 2141.369
1027.779, 2136.719
1028.261, 2123.266
1028.744, 2108.632
1029.226, 2101.339
1029.708, 2101.492
1030.190, 2104.620
1030.672, 2109.176
1031.154, 2118.283
1031.636, 2144.786
1032.118, 2161.115
1032.600, 2146.770
1033.083, 2122.503
1033.565, 2110.096
1034.047, 2108.256
1034.529, 2104.852
1035.011, 2094.246
1035.493, 2091.738
1035.975, 2105.708
1036.457, 2118.492
1036.940, 2124.977
1037.422, 2127.091
1037.904, 2126.827
1038.386, 2123.799
1038.868, 2115.563
1039.350, 2095.987
1039.832, 2086.452
1040.314, 2092.826
1040.797, 2100.344
1041.279, 2105.686
1041.761, 2110.500
1042.243, 2119.231
1042.725, 2127.339
1043.207, 2119.269
1043.689, 2086.244
1044.171, 2073.958
1044.653, 2096.355
1045.135, 2108.585
1045.618, 2094.900
1046.100, 2079.142
1046.582, 2079.415
1047.064, 2087.748
1047.546, 2085.474
1048.028, 2070.407
1048.510, 2068.594
1048.992, 2084.750
1049.475, 2098.529
1049.957, 2108.074
1050.439, 2107.767
1050.921, 2090.792
1051.403, 2069.329
1051.885, 2064.879
1052.367, 2076.449
1052.849, 2082.354
1053.332, 2082.156
1053.814, 2079.924
1054.296, 2075.856
1054.778, 2072.154
1055.260, 2069.515
1055.742, 2070.242
1056.224, 2078.855
1056.706, 2092.303
1057.188, 2096.029
1057.671, 2090.316
1058.153, 2078.468
1058.635, 2061.128
1059.117, 2051.763
1059.599, 2055.783
1060.081, 2066.387
1060.563, 2078.052
1061.045, 2088.141
1061.527, 2089.374
1062.010, 2083.342
1062.492, 2076.500
1062.974, 2069.235
1063.456, 2059.319
1063.938, 2046.543
1064.420, 2036.279
1064.902, 2032.471
1065.384, 2033.543
1065.867, 2037.976
1066.349, 2045.009
1066.831, 2056.615
1067.313, 2068.865
1067.795, 2069.365
1068.277, 2057.393
1068.759, 2043.189
1069.241, 2031.774
1069.724, 2024.791
1070.206, 2027.491
1070.688, 2032.450
1071.170, 2029.153
1071.652, 2022.073
1072.134, 2018.547
1072.616, 2019.315
1073.098, 2022.698
1073.580, 2028.125
1074.063, 2034.044
1074.545, 2040.809
1075.027, 2046.075
1075.509, 2046.286
1075.991, 2045.563
1076.473, 2051.523
1076.955, 2059.201
1077.437, 2056.108
1077.920, 2039.798
1078.402, 2024.208
1078.884, 2010.407
1079.366, 2004.240
1079.848, 2014.463
1080.330, 2026.273
1080.812, 2029.294
1081.294, 2027.532
1081.776, 2028.835
1082.259, 2032.975
1082.741, 2029.730
1083.223, 2004.435
1083.705, 1993.725
1084.187, 2016.339
1084.669, 2035.848
1085.151, 2036.747
1085.633, 2029.057
1086.115, 2018.939
1086.598, 2008.346
1087.080, 2005.828
1087.562, 2015.444
1088.044, 2019.648
1088.526, 2015.878
1089.008, 2012.560
1089.490, 2012.478
1089.972, 2011.194
1090.455, 2003.886
1090.937, 1996.100
1091.419, 2000.923
1091.901, 2018.487
1092.383, 2020.500
1092.865, 2004.362
1093.347, 1996.792
1093.829, 2003.077
1094.312, 2007.110
1094.794, 2000.352
1095.276, 1991.521
1095.758, 1990.857
1096.240, 1997.453
1096.722, 2012.894
1097.204, 2033.751
1097.686, 2035.013
1098.168, 2017.799
1098.651, 2006.968
1099.133, 2010.221
1099.615, 2017.251
1100.097, 2021.233
1100.579, 2019.979
1101.061, 2004.600
1101.543, 1985.083
1102.025, 1980.292
1102.507, 1986.924
1102.990, 1997.780
1103.472, 2009.396
1103.954, 2016.043
1104.436, 2015.085
1104.918, 2009.023
1105.400, 1993.860
1105.882, 1980.896
1106.364, 1982.755
1106.847, 1990.366
1107.329, 1995.237
1107.811, 1995.833
1108.293, 1989.228
1108.775, 1975.151
1109.257, 1969.030
1109.739, 1984.717
1110.221, 1998.056
1110.703, 1997.884
1111.186, 1995.753
1111.668, 2001.787
1112.150, 2008.290
1112.632, 2001.658
1113.114, 1983.666
1113.596, 1974.858
1114.078, 1981.840
1114.560, 1987.311
1115.042, 1989.425
1115.525, 1993.513
1116.007, 2005.135
1116.489, 2012.403
1116.971, 2003.299
1117.453, 1986.037
1117.935, 1979.725
1118.417, 1984.864
1118.899, 1991.914
1119.382, 2002.061
1119.864, 2005.443
1120.346, 2000.038
1120.828, 1990.418
1121.310, 1977.873
1121.792, 1969.467
1122.274, 1975.435
1122.756, 1989.559
1123.239, 1993.651
1123.721, 1989.511
1124.203, 1983.023
1124.685, 1975.910
1125.167, 1975.133
1125.649, 1981.557
1126.131, 1985.502
1126.613, 1979.730
1127.095, 1973.206
1127.578, 1979.161
1128.060, 1987.992
1128.542, 1983.133
1129.024, 1973.990
1129.506, 1980.554
1129.988, 1998.259
1130.470, 2005.480
1130.952, 1995.104
1131.434, 1983.345
1131.917, 1973.603
1132.399, 1971.199
1132.881, 1989.054
1133.363, 2004.745
1133.845, 1995.934
1134.327, 1976.708
1134.809, 1967.567
1135.291, 1969.917
1135.774, 1977.751
1136.256, 1999.454
1136.738, 2009.532
1137.220, 2004.719
1137.702, 1991.988
1138.184, 1964.958
1138.666, 1943.295
1139.148, 1943.047
1139.630, 1957.619
1140.113, 1974.780
1140.595, 1994.809
1141.077, 1997.850
1141.559, 1982.225
1142.041, 1965.901
1142.523, 1950.896
1143.005, 1944.685
1143.487, 1950.905
1143.969, 1961.516
1144.452, 1969.005
1144.934, 1973.217
1145.416, 1972.872
1145.898, 1969.250
1146.380, 1964.013
1146.862, 1959.092
1147.344, 1964.355
1147.826, 1977.557
1148.309, 1975.793
1148.791, 1945.757
1149.273, 1916.841
1149.755, 1912.384
1150.237, 1920.743
1150.719, 1942.291
1151.201, 1962.491
1151.683, 1961.545
1152.166, 1947.876
1152.648, 1941.770
1153.130, 1945.995
1153.612, 1945.579
1154.094, 1926.406
1154.576, 1918.603
1155.058, 1938.911
1155.540, 1957.357
1156.022, 1959.070
1156.505, 1955.904
1156.987, 1954.067
1157.469, 1957.161
1157.951, 1979.658
1158.433, 2028.300
1158.915, 2029.946
1159.397, 1971.273
1159.879, 1936.480
1160.361, 1941.080
1160.844, 1951.699
1161.326, 1953.000
1161.808, 1947.848
1162.290, 1937.560
1162.772, 1927.158
1163.254, 1931.178
1163.736, 1944.776
1164.218, 1953.783
1164.701, 1957.667
1165.183, 1957.208
1165.665, 1953.346
1166.147, 1948.663
1166.629, 1944.253
1167.111, 1941.831
1167.593, 1946.252
1168.075, 1949.233
1168.557, 1940.106
1169.040, 1929.351
1169.522, 1927.476
1170.004, 1932.483
1170.486, 1941.904
1170.968, 1954.089
1171.450, 1958.307
1171.932, 1946.282
1172.414, 1937.599
1172.896, 1936.585
1173.379, 1936.447
1173.861, 1936.101
1174.343, 1935.031
1174.825, 1933.288
1175.307, 1929.859
1175.789, 1920.687
1176.271, 1906.623
1176.753, 1913.770
1177.236, 1944.045
1177.718, 1952.332
1178.200, 1933.941
1178.682, 1923.225
1179.164, 1932.484
1179.646, 1944.407
1180.128, 1944.453
1180.610, 1940.851
1181.093, 1946.843
1181.575, 1957.007
1182.057, 1967.815
1182.539, 1972.448
1183.021, 1949.522
1183.503, 1909.574
1183.985, 1891.131
1184.467, 1905.319
1184.949, 1922.250
1185.432, 1925.441
1185.914, 1930.824
1186.396, 1951.826
1186.878, 1968.842
1187.360, 1965.837
1187.842, 1955.860
1188.324, 1955.771
1188.806, 1961.406
1189.288, 1956.305
1189.771, 1937.113
1190.253, 1926.686
1190.735, 1926.000
1191.217, 1931.863
1191.699, 1945.673
1192.181, 1956.028
1192.663, 1957.490
1193.145, 1954.278
1193.628, 1950.646
1194.110, 1946.044
1194.592, 1934.693
1195.074, 1922.751
1195.556, 1936.037
1196.038, 1963.724
1196.520, 1968.753
1197.002, 1950.879
1197.484, 1937.421
1197.967, 1939.338
1198.449, 1943.007
1198.931, 1936.396
1199.413, 1932.548
1199.895, 1946.667
1200.377, 1958.723
1200.859, 1947.334
1201.341, 1928.679
1201.823, 1926.179
1202.306, 1937.130
1202.788, 1940.532
1203.270, 1932.499
1203.752, 1931.263
1204.234, 1943.554
1204.716, 1942.337
1205.198, 1917.450
1205.680, 1900.067
1206.163, 1906.010
1206.645, 1921.775
1207.127, 1933.783
1207.609, 1942.527
1208.091, 1951.884
1208.573, 1958.500
1209.055, 1944.994
1209.537, 1919.094
1210.020, 1907.109
1210.502, 1910.909
1210.984, 1916.639
1211.466, 1918.813
1211.948, 1922.161
1212.430, 1936.948
1212.912, 1943.834
1213.394, 1920.685
1213.876, 1896.895
1214.359, 1896.517
1214.841, 1906.060
1215.323, 1908.839
1215.805, 1905.901
1216.287, 1906.439
1216.769, 1912.782
1217.251, 1908.689
1217.733, 1889.796
1218.215, 1873.593
1218.698, 1860.328
1219.180, 1863.227
1219.662, 1890.830
1220.144, 1911.161
1220.626, 1891.721
1221.108, 1857.386
1221.590, 1859.838
1222.072, 1882.923
1222.555, 1885.660
1223.037, 1875.875
1223.519, 1875.290
1224.001, 1882.632
1224.483, 1881.989
1224.965, 1869.917
1225.447, 1864.251
1225.929, 1879.608
1226.411, 1891.425
1226.894, 1883.204
1227.376, 1876.432
1227.858, 1884.589
1228.340, 1896.896
1228.822, 1908.657
1229.304, 1914.381
1229.786, 1900.774
1230.268, 1868.872
1230.750, 1852.778
1231.233, 1854.675
1231.715, 1851.600
1232.197, 1841.731
1232.679, 1835.903
1233.161, 1837.181
1233.643, 1842.976
1234.125, 1851.891
1234.607, 1861.047
1235.090, 1868.754
1235.572, 1872.918
1236.054, 1868.870
1236.536, 1861.010
1237.018, 1856.428
1237.500, 1851.942
1237.982, 1834.848
1238.464, 1809.467
1238.947, 1805.816
1239.429, 1840.021
1239.911, 1865.084
1240.393, 1876.057
1240.875, 1873.647
1241.357, 1850.202
1241.839, 1827.851
1242.321, 1815.510
1242.803, 1814.357
1243.286, 1828.945
1243.768, 1848.867
1244.250, 1841.421
1244.732, 1813.687
1245.214, 1801.811
1245.696, 1803.182
1246.178, 1805.337
1246.660, 1807.619
1247.142, 1819.922
1247.625, 1843.580
1248.107, 1855.872
1248.589, 1836.783
1249.071, 1817.946
1249.553, 1818.604
1250.035, 1822.925
1250.517, 1821.276
1250.999, 1819.323
1251.482, 1823.501
1251.964, 1830.888
1252.446, 1837.501
1252.928, 1842.806
1253.410, 1836.946
1253.892, 1816.732
1254.374, 1812.779
1254.856, 1826.986
1255.339, 1836.122
1255.821, 1834.812
1256.303, 1831.710
1256.785, 1831.485
1257.267, 1833.019
1257.749, 1836.594
1258.231, 1839.207
1258.713, 1836.146
1259.195, 1831.395
1259.677, 1828.060
1260.160, 1826.847
1260.642, 1830.439
1261.124, 1836.385
1261.606, 1836.900
1262.088, 1830.426
1262.570, 1820.931
1263.052, 1799.646
1263.534, 1799.599
1264.017, 1833.793
##END=



