##NAMES=Gartrellite
##RRUFFID=R060881
##IDEAL CHEMISTRY=Pb^2+^Cu^2+^Fe^3+^(As^5+^O_4_)_2_(OH)&#183;H_2_O
##LOCALITY=Ashburton Downs, Western Australia
##OWNER=RRUFF
##SOURCE=Bob Jenkins
##DESCRIPTION=Yellow grainy incrustations
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.
##URL=rruff.info/R060881
##MEASURED CHEMISTRY=Pb_1.00_Cu_1.00_(Fe^3+^_0.77_Cu_0.18_Al_0.04_Zn_0.01_)_Σ=1_((As_0.97_S_0.03_)_Σ=1_O_4_)_2_(OH)_0.87_·H_2_O; trace amounts of P; OH estimated by charge balance, H_2_O by difference
708.7406, 13558.95
709.2227, 13642.55
709.7048, 13725.11
710.1870, 13807.03
710.6691, 13890.80
711.1512, 13967.17
711.6333, 14025.71
712.1154, 14074.18
712.5975, 14122.97
713.0797, 14163.71
713.5618, 14220.08
714.0439, 14310.54
714.5260, 14419.16
715.0081, 14512.06
715.4902, 14580.24
715.9724, 14645.69
716.4545, 14712.67
716.9366, 14779.38
717.4187, 14833.18
717.9008, 14874.03
718.3829, 14925.44
718.8651, 15014.16
719.3472, 15113.42
719.8293, 15172.74
720.3114, 15198.19
720.7935, 15229.17
721.2756, 15291.90
721.7578, 15365.54
722.2399, 15435.79
722.7220, 15501.98
723.2041, 15570.11
723.6862, 15634.10
724.1683, 15707.85
724.6505, 15803.66
725.1326, 15930.69
725.6147, 16023.59
726.0968, 16073.76
726.5789, 16114.30
727.0610, 16177.61
727.5432, 16258.72
728.0253, 16336.49
728.5074, 16406.05
728.9895, 16482.39
729.4716, 16582.30
729.9537, 16696.15
730.4359, 16809.08
730.9180, 16911.95
731.4001, 17023.35
731.8822, 17150.58
732.3643, 17290.03
732.8464, 17435.86
733.3285, 17588.49
733.8106, 17743.95
734.2927, 17894.49
734.7748, 18053.77
735.2570, 18272.55
735.7391, 18546.49
736.2212, 18791.71
736.7033, 18954.85
737.1854, 19093.97
737.6675, 19285.91
738.1497, 19522.34
738.6318, 19781.56
739.1139, 20045.62
739.5960, 20337.26
740.0781, 20685.37
740.5602, 21084.13
741.0424, 21453.08
741.5245, 21745.07
742.0066, 22067.67
742.4887, 22469.47
742.9708, 22944.62
743.4529, 23407.49
743.9351, 23858.40
744.4172, 24289.58
744.8993, 24664.45
745.3814, 25021.16
745.8635, 25459.78
746.3456, 25985.86
746.8278, 26517.43
747.3099, 26987.74
747.7920, 27438.93
748.2741, 27905.46
748.7562, 28401.41
749.2383, 28890.01
749.7205, 29389.24
750.2026, 29863.42
750.6847, 30278.75
751.1668, 30634.94
751.6489, 30948.63
752.1310, 31211.69
752.6132, 31470.53
753.0953, 31794.43
753.5774, 32164.81
754.0595, 32502.56
754.5416, 32801.10
755.0237, 33046.96
755.5059, 33217.56
755.9880, 33333.16
756.4701, 33425.91
756.9522, 33537.77
757.4343, 33582.72
757.9164, 33527.01
758.3986, 33401.73
758.8807, 33253.22
759.3628, 33092.20
759.8449, 32874.70
760.3270, 32582.50
760.8091, 32246.37
761.2913, 31923.07
761.7734, 31613.91
762.2555, 31299.21
762.7376, 30975.71
763.2197, 30636.12
763.7018, 30254.77
764.1840, 29850.39
764.6661, 29468.26
765.1482, 29165.78
765.6303, 28854.73
766.1124, 28487.59
766.5945, 28077.28
767.0767, 27717.51
767.5588, 27417.59
768.0409, 27139.81
768.5230, 26875.48
769.0051, 26619.23
769.4872, 26332.52
769.9694, 26016.04
770.4515, 25717.61
770.9336, 25490.93
771.4157, 25283.10
771.8978, 25020.52
772.3799, 24705.33
772.8621, 24442.38
773.3442, 24310.27
773.8263, 24204.25
774.3084, 24067.62
774.7905, 23894.62
775.2726, 23745.01
775.7548, 23615.56
776.2369, 23519.01
776.7190, 23486.32
777.2011, 23502.76
777.6832, 23463.53
778.1653, 23363.60
778.6475, 23270.27
779.1296, 23225.68
779.6117, 23225.40
780.0938, 23276.61
780.5759, 23391.20
781.0580, 23489.49
781.5402, 23518.30
782.0223, 23539.68
782.5044, 23598.56
782.9865, 23699.88
783.4686, 23819.68
783.9507, 23954.33
784.4329, 24116.73
784.9150, 24344.76
785.3971, 24622.80
785.8792, 24853.33
786.3613, 25015.91
786.8434, 25185.52
787.3256, 25448.79
787.8077, 25751.34
788.2898, 26023.79
788.7719, 26207.15
789.2540, 26438.26
789.7361, 26761.12
790.2183, 27141.13
790.7004, 27545.20
791.1825, 27993.50
791.6646, 28402.10
792.1467, 28745.03
792.6288, 29081.72
793.1110, 29512.85
793.5930, 30014.99
794.0751, 30514.50
794.5573, 30980.70
795.0394, 31456.17
795.5215, 31963.72
796.0036, 32496.26
796.4857, 33048.32
796.9678, 33619.00
797.4500, 34201.63
797.9321, 34810.38
798.4142, 35428.98
798.8963, 36033.34
799.3784, 36629.26
799.8605, 37218.63
800.3427, 37800.95
800.8248, 38387.48
801.3069, 39010.50
801.7890, 39659.93
802.2711, 40313.73
802.7532, 40990.30
803.2354, 41630.51
803.7175, 42196.38
804.1996, 42708.67
804.6817, 43214.72
805.1638, 43735.69
805.6459, 44233.84
806.1281, 44695.95
806.6102, 45137.95
807.0923, 45605.07
807.5744, 46104.16
808.0565, 46541.29
808.5386, 46886.43
809.0208, 47155.12
809.5029, 47337.01
809.9850, 47456.22
810.4671, 47577.09
810.9492, 47810.30
811.4313, 47966.67
811.9135, 47916.68
812.3956, 47718.41
812.8777, 47559.03
813.3598, 47483.06
813.8419, 47379.28
814.3240, 47226.98
814.8062, 47027.00
815.2883, 46759.10
815.7704, 46430.52
816.2525, 46109.08
816.7346, 45831.70
817.2167, 45568.88
817.6989, 45278.66
818.1810, 44974.37
818.6631, 44691.04
819.1452, 44437.23
819.6273, 44209.00
820.1094, 44007.51
820.5916, 43832.39
821.0737, 43683.81
821.5558, 43554.46
822.0379, 43482.24
822.5200, 43484.70
823.0021, 43548.57
823.4843, 43651.41
823.9664, 43789.06
824.4485, 43946.36
824.9306, 44109.48
825.4127, 44294.08
825.8948, 44518.62
826.3770, 44773.48
826.8591, 45033.36
827.3412, 45247.93
827.8233, 45520.42
828.3054, 45897.64
828.7875, 46343.00
829.2697, 46697.95
829.7518, 46960.07
830.2339, 47222.01
830.7160, 47535.93
831.1981, 47865.98
831.6802, 48157.10
832.1624, 48417.79
832.6445, 48664.81
833.1266, 48901.65
833.6087, 49133.05
834.0908, 49369.68
834.5729, 49602.91
835.0551, 49808.93
835.5372, 49991.71
836.0193, 50136.95
836.5014, 50245.91
836.9835, 50310.75
837.4656, 50290.89
837.9478, 50195.38
838.4299, 50086.56
838.9120, 49995.88
839.3941, 49900.53
839.8762, 49792.91
840.3583, 49664.32
840.8405, 49490.53
841.3226, 49222.11
841.8047, 48960.75
842.2868, 48742.64
842.7689, 48543.09
843.2510, 48283.21
843.7332, 47951.00
844.2153, 47656.94
844.6974, 47452.86
845.1795, 47284.46
845.6616, 47058.59
846.1437, 46791.32
846.6259, 46529.30
847.1080, 46286.04
847.5901, 46059.93
848.0722, 45859.72
848.5543, 45675.88
849.0364, 45478.34
849.5186, 45243.88
850.0007, 45043.44
850.4828, 44886.84
850.9649, 44777.31
851.4470, 44750.14
851.9291, 44788.58
852.4113, 44784.68
852.8934, 44672.80
853.3755, 44554.30
853.8576, 44506.41
854.3397, 44518.88
854.8218, 44571.82
855.3040, 44683.91
855.7860, 44808.81
856.2681, 44944.66
856.7502, 45083.71
857.2324, 45206.65
857.7145, 45308.58
858.1966, 45445.37
858.6787, 45632.59
859.1608, 45848.23
859.6429, 46086.63
860.1251, 46327.30
860.6072, 46539.90
861.0893, 46702.62
861.5714, 46853.49
862.0535, 46989.43
862.5356, 47129.94
863.0178, 47310.67
863.4999, 47565.98
863.9820, 47760.84
864.4641, 47878.56
864.9462, 47936.88
865.4283, 47953.79
865.9105, 47929.30
866.3926, 47860.18
866.8747, 47743.72
867.3568, 47594.21
867.8389, 47496.53
868.3210, 47337.96
868.8032, 46995.90
869.2853, 46356.11
869.7674, 45696.41
870.2495, 45024.05
870.7316, 44316.88
871.2137, 43563.75
871.6959, 42761.62
872.1780, 41851.04
872.6601, 40821.05
873.1422, 39740.68
873.6243, 38629.30
874.1064, 37512.02
874.5886, 36402.02
875.0707, 35284.18
875.5528, 34238.64
876.0349, 33324.69
876.5170, 32439.74
876.9991, 31528.51
877.4813, 30581.85
877.9634, 29688.29
878.4455, 28846.14
878.9276, 28068.74
879.4097, 27401.26
879.8918, 26799.73
880.3740, 26198.37
880.8561, 25594.05
881.3382, 25016.22
881.8203, 24462.39
882.3024, 23954.79
882.7845, 23513.00
883.2667, 23138.23
883.7488, 22773.23
884.2309, 22416.41
884.7130, 22074.73
885.1951, 21761.62
885.6772, 21464.68
886.1594, 21129.27
886.6415, 20766.77
887.1236, 20426.55
887.6057, 20140.87
888.0878, 19882.12
888.5699, 19647.10
889.0521, 19430.53
889.5342, 19205.35
890.0163, 18963.83
890.4984, 18725.98
890.9805, 18490.15
891.4626, 18262.78
891.9448, 18066.10
892.4269, 17897.16
892.9090, 17731.03
893.3911, 17555.43
893.8732, 17378.22
894.3553, 17204.68
894.8375, 17032.40
895.3196, 16861.02
895.8017, 16678.03
896.2838, 16512.40
896.7659, 16375.46
897.2480, 16248.34
897.7302, 16088.96
898.2123, 15903.03
898.6944, 15722.65
899.1765, 15559.45
899.6586, 15399.77
900.1407, 15217.29
900.6229, 15036.73
901.1050, 14897.72
901.5871, 14853.36
902.0692, 14773.12
902.5513, 14623.01
903.0334, 14450.87
903.5156, 14301.43
903.9977, 14173.99
904.4798, 14050.90
904.9619, 13929.66
905.4440, 13818.66
905.9261, 13728.61
906.4083, 13652.54
906.8904, 13581.44
907.3725, 13514.46
907.8546, 13451.15
908.3367, 13403.98
908.8188, 13348.08
909.3010, 13265.18
909.7831, 13152.50
910.2652, 13074.19
910.7473, 13033.98
911.2294, 12992.67
911.7115, 12917.32
912.1937, 12825.56
912.6758, 12736.08
913.1579, 12652.58
913.6400, 12589.15
914.1221, 12567.30
914.6042, 12550.91
915.0864, 12525.71
915.5685, 12493.42
916.0506, 12464.04
916.5327, 12438.62
917.0148, 12410.49
917.4969, 12380.45
917.9790, 12342.57
918.4611, 12269.25
918.9432, 12179.68
919.4254, 12123.17
919.9075, 12159.12
920.3896, 12187.78
920.8717, 12169.05
921.3538, 12122.64
921.8359, 12076.39
922.3181, 12024.79
922.8002, 11999.02
923.2823, 12009.04
923.7644, 12030.70
924.2465, 12032.75
924.7286, 12020.38
925.2108, 12005.10
925.6929, 11992.55
926.1750, 11966.83
926.6571, 11900.84
927.1392, 11832.22
927.6213, 11795.38
928.1035, 11801.51
928.5856, 11799.50
929.0677, 11788.96
929.5498, 11772.91
930.0319, 11750.98
930.5140, 11726.57
930.9962, 11706.68
931.4783, 11691.61
931.9604, 11676.22
932.4425, 11662.15
932.9246, 11642.80
933.4067, 11607.07
933.8889, 11558.08
934.3710, 11538.97
934.8531, 11559.41
935.3352, 11564.02
935.8173, 11509.38
936.2994, 11435.99
936.7816, 11439.63
937.2637, 11497.90
937.7458, 11539.30
938.2279, 11520.25
938.7100, 11489.84
939.1921, 11462.89
939.6743, 11438.76
940.1564, 11414.13
940.6385, 11387.60
941.1206, 11369.95
941.6027, 11367.06
942.0848, 11362.71
942.5670, 11323.26
943.0491, 11267.77
943.5312, 11233.39
944.0133, 11234.49
944.4954, 11242.83
944.9775, 11260.30
945.4597, 11270.42
945.9418, 11256.20
946.4239, 11206.67
946.9060, 11183.90
947.3881, 11190.85
947.8702, 11207.03
948.3524, 11225.05
948.8345, 11236.72
949.3166, 11222.90
949.7987, 11184.54
950.2808, 11149.56
950.7629, 11128.93
951.2451, 11116.26
951.7272, 11104.48
952.2093, 11096.58
952.6914, 11118.27
953.1735, 11172.77
953.6556, 11224.80
954.1378, 11263.61
954.6199, 11286.36
955.1020, 11285.87
955.5841, 11266.75
956.0662, 11239.31
956.5483, 11184.92
957.0305, 11151.69
957.5126, 11163.10
957.9947, 11191.63
958.4768, 11197.68
958.9589, 11179.74
959.4410, 11176.43
959.9232, 11195.07
960.4053, 11217.89
960.8874, 11225.19
961.3695, 11225.99
961.8516, 11231.03
962.3337, 11241.72
962.8159, 11257.84
963.2980, 11283.74
963.7801, 11309.58
964.2622, 11329.65
964.7443, 11344.49
965.2264, 11363.65
965.7086, 11386.99
966.1907, 11408.56
966.6728, 11425.11
967.1549, 11438.09
967.6370, 11440.70
968.1191, 11439.18
968.6013, 11459.49
969.0834, 11529.48
969.5655, 11586.87
970.0476, 11618.15
970.5297, 11633.79
971.0118, 11652.75
971.4940, 11675.67
971.9761, 11708.43
972.4582, 11757.90
972.9403, 11804.05
973.4224, 11823.77
973.9045, 11836.65
974.3867, 11866.77
974.8688, 11928.76
975.3509, 11980.09
975.8330, 12017.22
976.3151, 12051.38
976.7972, 12094.40
977.2794, 12141.16
977.7615, 12180.41
978.2436, 12210.73
978.7257, 12225.80
979.2078, 12211.75
979.6899, 12190.21
980.1720, 12172.11
980.6541, 12157.41
981.1362, 12143.97
981.6183, 12135.12
982.1005, 12112.60
982.5826, 12066.90
983.0647, 12009.62
983.5468, 11964.84
984.0289, 11925.19
984.5110, 11873.26
984.9932, 11788.05
985.4753, 11712.01
985.9574, 11662.33
986.4395, 11625.48
986.9216, 11592.67
987.4037, 11566.21
987.8859, 11518.50
988.3680, 11445.73
988.8501, 11372.91
989.3322, 11320.33
989.8143, 11282.72
990.2964, 11260.82
990.7786, 11254.88
991.2607, 11231.32
991.7428, 11163.97
992.2249, 11102.60
992.7070, 11067.52
993.1891, 11051.28
993.6713, 11016.66
994.1534, 10967.61
994.6355, 10939.67
995.1176, 10969.64
995.5997, 10999.93
996.0818, 10972.24
996.5640, 10917.00
997.0461, 10889.53
997.5282, 10917.05
998.0103, 10927.11
998.4924, 10908.70
998.9745, 10886.39
999.4567, 10897.13
999.9388, 10926.31
1000.421, 10928.79
1000.903, 10898.87
1001.385, 10867.06
1001.867, 10848.09
1002.349, 10835.81
1002.831, 10830.28
1003.314, 10830.03
1003.796, 10815.22
1004.278, 10782.56
1004.760, 10757.60
1005.242, 10758.71
1005.724, 10766.38
1006.206, 10745.92
1006.688, 10708.66
1007.171, 10680.11
1007.653, 10670.03
1008.135, 10669.22
1008.617, 10684.01
1009.099, 10699.10
1009.581, 10689.87
1010.063, 10658.00
1010.545, 10653.75
1011.027, 10684.43
1011.510, 10705.38
1011.992, 10656.66
1012.474, 10596.02
1012.956, 10579.61
1013.438, 10615.58
1013.920, 10637.44
1014.402, 10638.86
1014.884, 10634.38
1015.367, 10630.69
1015.849, 10624.37
1016.331, 10605.46
1016.813, 10576.06
1017.295, 10542.55
1017.777, 10492.31
1018.259, 10459.07
1018.741, 10464.69
1019.223, 10491.40
1019.706, 10523.19
1020.188, 10567.24
1020.670, 10566.75
1021.152, 10511.00
1021.634, 10454.73
1022.116, 10462.65
1022.598, 10495.54
1023.080, 10502.51
1023.563, 10479.09
1024.045, 10460.06
1024.527, 10455.72
1025.009, 10453.42
1025.491, 10450.00
1025.973, 10444.96
1026.455, 10435.42
1026.937, 10422.41
1027.419, 10412.84
1027.901, 10411.48
1028.384, 10410.79
1028.866, 10405.61
1029.348, 10398.37
1029.830, 10391.82
1030.312, 10384.40
1030.794, 10385.51
1031.276, 10398.34
1031.758, 10409.45
1032.241, 10408.64
1032.723, 10397.11
1033.205, 10369.40
1033.687, 10328.48
1034.169, 10301.35
1034.651, 10314.49
1035.133, 10325.26
1035.615, 10318.40
1036.098, 10299.67
1036.580, 10282.87
1037.062, 10268.38
1037.544, 10265.64
1038.026, 10280.93
1038.508, 10297.97
1038.990, 10302.55
1039.472, 10300.50
1039.954, 10299.21
1040.437, 10302.30
1040.919, 10297.41
1041.401, 10282.70
1041.883, 10266.08
1042.365, 10252.61
1042.847, 10241.92
1043.329, 10235.16
1043.811, 10230.97
1044.293, 10221.87
1044.776, 10199.80
1045.258, 10177.87
1045.740, 10155.33
1046.222, 10138.69
1046.704, 10147.14
1047.186, 10180.63
1047.668, 10192.38
1048.150, 10171.54
1048.633, 10142.22
1049.115, 10121.94
1049.597, 10108.34
1050.079, 10099.17
1050.561, 10094.42
1051.043, 10095.79
1051.525, 10106.94
1052.007, 10114.77
1052.490, 10111.75
1052.972, 10101.51
1053.454, 10087.84
1053.936, 10073.96
1054.418, 10069.97
1054.900, 10085.43
1055.382, 10104.76
1055.864, 10131.02
1056.346, 10152.90
1056.828, 10154.04
1057.311, 10133.87
1057.793, 10120.44
1058.275, 10115.64
1058.757, 10120.75
1059.239, 10158.13
1059.721, 10189.65
1060.203, 10171.59
1060.685, 10106.02
1061.168, 10070.44
1061.650, 10078.23
1062.132, 10087.28
1062.614, 10084.73
1063.096, 10078.03
1063.578, 10078.98
1064.060, 10086.26
1064.542, 10099.63
1065.025, 10130.06
1065.507, 10138.85
1065.989, 10091.47
1066.471, 10039.67
1066.953, 10019.26
1067.435, 10029.35
1067.917, 10025.33
1068.399, 10008.43
1068.881, 10000.97
1069.364, 10031.48
1069.846, 10062.48
1070.328, 10070.49
1070.810, 10057.16
1071.292, 10027.44
1071.774, 9970.256
1072.256, 9934.147
1072.738, 9926.662
1073.220, 9938.552
1073.703, 9973.250
1074.185, 10013.20
1074.667, 10023.46
1075.149, 9996.702
1075.631, 9991.103
1076.113, 10047.75
1076.595, 10094.20
1077.077, 10103.57
1077.559, 10083.18
1078.042, 10042.19
1078.524, 9990.029
1079.006, 9971.695
1079.488, 10027.11
1079.970, 10079.96
1080.452, 10082.53
1080.934, 10063.98
1081.416, 10059.34
1081.899, 10074.51
1082.381, 10068.75
1082.863, 10039.59
1083.345, 10012.16
1083.827, 10006.71
1084.309, 10011.45
1084.791, 10018.25
1085.273, 10024.53
1085.755, 10021.83
1086.238, 10007.26
1086.720, 9986.913
1087.202, 9960.864
1087.684, 9931.168
1088.166, 9893.584
1088.648, 9856.065
1089.130, 9838.957
1089.612, 9847.418
1090.094, 9855.768
1090.577, 9857.287
1091.059, 9851.471
1091.541, 9834.271
1092.023, 9810.355
1092.505, 9802.229
1092.987, 9809.104
1093.469, 9824.168
1093.951, 9850.216
1094.434, 9873.518
1094.916, 9890.375
1095.398, 9894.968
1095.880, 9876.309
1096.362, 9820.339
1096.844, 9796.722
1097.326, 9809.398
1097.808, 9826.719
1098.291, 9822.754
1098.773, 9810.462
1099.255, 9804.729
1099.737, 9805.559
1100.219, 9811.341
1100.701, 9820.096
1101.183, 9840.871
1101.665, 9886.350
1102.147, 9923.740
1102.630, 9887.611
1103.112, 9808.716
1103.594, 9766.568
1104.076, 9774.061
1104.558, 9788.731
1105.040, 9799.641
1105.522, 9803.391
1106.004, 9796.841
1106.486, 9782.595
1106.969, 9771.621
1107.451, 9763.644
1107.933, 9755.488
1108.415, 9743.796
1108.897, 9737.384
1109.379, 9754.521
1109.861, 9773.341
1110.343, 9765.389
1110.826, 9721.457
1111.308, 9714.121
1111.790, 9748.548
1112.272, 9776.656
1112.754, 9760.561
1113.236, 9726.460
1113.718, 9700.616
1114.200, 9681.718
1114.682, 9665.409
1115.165, 9641.396
1115.647, 9639.323
1116.129, 9665.952
1116.611, 9703.754
1117.093, 9747.538
1117.575, 9782.824
1118.057, 9767.601
1118.539, 9702.494
1119.021, 9654.984
1119.504, 9671.470
1119.986, 9683.380
1120.468, 9665.552
1120.950, 9636.766
1121.432, 9651.440
1121.914, 9696.453
1122.396, 9707.253
1122.878, 9659.258
1123.361, 9621.242
1123.843, 9648.207
1124.325, 9686.890
1124.807, 9696.274
1125.289, 9679.394
1125.771, 9688.919
1126.253, 9724.003
1126.735, 9751.168
1127.218, 9748.105
1127.700, 9740.221
1128.182, 9749.488
1128.664, 9766.872
1129.146, 9779.124
1129.628, 9782.918
1130.110, 9788.958
1130.592, 9797.758
1131.074, 9804.178
1131.557, 9806.603
1132.039, 9802.601
1132.521, 9781.015
1133.003, 9749.588
1133.485, 9737.069
1133.967, 9766.834
1134.449, 9780.666
1134.931, 9768.588
1135.413, 9747.557
1135.896, 9734.994
1136.378, 9731.073
1136.860, 9739.429
1137.342, 9760.023
1137.824, 9775.660
1138.306, 9779.035
1138.788, 9777.265
1139.270, 9770.624
1139.752, 9761.160
1140.235, 9749.372
1140.717, 9738.600
1141.199, 9744.451
1141.681, 9776.065
1142.163, 9800.853
1142.645, 9792.913
1143.127, 9781.883
1143.609, 9790.660
1144.092, 9814.369
1144.574, 9802.777
1145.056, 9760.430
1145.538, 9730.338
1146.020, 9735.280
1146.502, 9753.836
1146.984, 9780.755
1147.466, 9808.920
1147.948, 9829.142
1148.431, 9838.795
1148.913, 9856.910
1149.395, 9884.019
1149.877, 9911.725
1150.359, 9935.491
1150.841, 9955.438
1151.323, 9962.891
1151.805, 9967.679
1152.287, 9999.441
1152.770, 10073.34
1153.252, 10117.56
1153.734, 10119.51
1154.216, 10120.20
1154.698, 10176.79
1155.180, 10246.36
1155.662, 10270.98
1156.144, 10251.98
1156.627, 10245.09
1157.109, 10256.74
1157.591, 10280.30
1158.073, 10318.52
1158.555, 10358.91
1159.037, 10394.82
1159.519, 10416.03
1160.001, 10396.20
1160.484, 10324.33
1160.966, 10274.80
1161.448, 10276.78
1161.930, 10274.17
1162.412, 10239.90
1162.894, 10193.87
1163.376, 10193.30
1163.858, 10219.36
1164.340, 10221.72
1164.823, 10177.36
1165.305, 10131.60
1165.787, 10096.12
1166.269, 10063.22
1166.751, 10024.96
1167.233, 9986.270
1167.715, 9978.034
1168.197, 9993.563
1168.679, 10001.93
1169.162, 9975.614
1169.644, 9956.483
1170.126, 9964.384
1170.608, 9980.955
1171.090, 9991.408
1171.572, 9995.674
1172.054, 9993.815
1172.536, 9986.820
1173.019, 9988.978
1173.501, 10018.22
1173.983, 10048.34
1174.465, 10064.78
1174.947, 10074.48
1175.429, 10091.45
1175.911, 10115.60
1176.393, 10116.39
1176.875, 10090.17
1177.358, 10067.06
1177.840, 10079.02
1178.322, 10094.14
1178.804, 10088.59
1179.286, 10068.34
1179.768, 10049.39
1180.250, 10031.05
1180.732, 10038.89
1181.214, 10083.83
1181.697, 10122.01
1182.179, 10100.19
1182.661, 10064.13
1183.143, 10057.35
1183.625, 10078.91
1184.107, 10091.95
1184.589, 10096.21
1185.071, 10092.19
1185.554, 10078.05
1186.036, 10061.06
1186.518, 10035.69
1187.000, 10019.90
1187.482, 10044.39
1187.964, 10118.91
1188.446, 10157.41
1188.928, 10159.18
1189.411, 10129.82
1189.893, 10052.99
1190.375, 9973.996
1190.857, 9945.111
1191.339, 9952.963
1191.821, 9983.445
1192.303, 10054.43
1192.785, 10078.84
1193.267, 10047.86
1193.750, 10012.55
1194.232, 10007.86
1194.714, 10017.67
1195.196, 10023.07
1195.678, 10025.86
1196.160, 10030.36
1196.642, 10040.26
1197.124, 10045.95
1197.606, 10048.14
1198.089, 10042.04
1198.571, 10013.40
1199.053, 9980.651
1199.535, 9972.215
1200.017, 9983.458
1200.499, 9993.379
1200.981, 10003.38
1201.463, 9997.059
1201.945, 9965.443
1202.428, 9941.862
1202.910, 9977.840
1203.392, 10036.51
1203.874, 10067.43
1204.356, 10068.38
1204.838, 10050.82
1205.320, 9997.691
1205.802, 9970.484
1206.285, 9983.424
1206.767, 10017.56
1207.249, 10061.38
1207.731, 10102.51
1208.213, 10118.18
1208.695, 10105.57
1209.177, 10092.89
1209.659, 10077.70
1210.141, 10081.25
1210.624, 10120.18
1211.106, 10157.87
1211.588, 10117.55
1212.070, 10043.76
1212.552, 10013.17
1213.034, 10046.06
1213.516, 10072.78
1213.998, 10083.98
1214.480, 10092.00
1214.963, 10101.96
1215.445, 10110.76
1215.927, 10115.48
1216.409, 10114.28
1216.891, 10101.65
1217.373, 10070.32
1217.855, 10051.06
1218.337, 10046.12
1218.820, 10053.22
1219.302, 10076.10
1219.784, 10105.29
1220.266, 10125.20
1220.748, 10136.49
1221.230, 10138.93
1221.712, 10126.12
1222.194, 10118.52
1222.677, 10117.00
1223.159, 10120.30
1223.641, 10126.12
1224.123, 10137.13
1224.605, 10165.99
1225.087, 10202.98
1225.569, 10226.21
1226.051, 10224.45
1226.533, 10211.66
1227.016, 10180.70
1227.498, 10159.34
1227.980, 10184.59
1228.462, 10224.21
1228.944, 10217.75
1229.426, 10180.19
1229.908, 10154.40
1230.390, 10149.61
1230.872, 10163.33
1231.355, 10201.60
1231.837, 10238.25
1232.319, 10246.53
1232.801, 10239.95
1233.283, 10235.51
1233.765, 10233.54
1234.247, 10232.41
1234.729, 10231.16
1235.212, 10231.27
1235.694, 10231.92
1236.176, 10237.06
1236.658, 10258.73
1237.140, 10281.53
1237.622, 10279.95
1238.104, 10258.75
1238.586, 10252.20
1239.068, 10269.05
1239.551, 10280.97
1240.033, 10283.67
1240.515, 10283.33
1240.997, 10287.51
1241.479, 10292.12
1241.961, 10290.30
1242.443, 10283.78
1242.925, 10286.46
1243.407, 10301.95
1243.890, 10312.00
1244.372, 10311.64
1244.854, 10312.29
1245.336, 10323.57
1245.818, 10343.59
1246.300, 10380.95
1246.782, 10429.73
1247.264, 10434.00
1247.747, 10385.64
1248.229, 10344.59
1248.711, 10322.56
1249.193, 10321.07
1249.675, 10371.21
1250.157, 10419.92
1250.639, 10401.74
1251.121, 10327.78
1251.604, 10305.98
1252.086, 10340.43
1252.568, 10361.11
1253.050, 10346.87
1253.532, 10324.60
1254.014, 10315.57
1254.496, 10310.61
1254.978, 10300.11
1255.460, 10285.46
1255.943, 10278.55
1256.425, 10279.16
1256.907, 10290.39
1257.389, 10317.35
1257.871, 10339.60
1258.353, 10343.86
1258.835, 10334.56
1259.317, 10308.54
1259.799, 10272.12
1260.281, 10275.30
1260.764, 10312.24
1261.246, 10342.42
1261.728, 10351.34
1262.210, 10355.49
1262.692, 10370.92
1263.174, 10377.30
1263.656, 10358.20
1264.138, 10321.22
1264.621, 10298.61
1265.103, 10290.04
1265.585, 10294.39
1266.067, 10315.36
1266.549, 10339.30
1267.031, 10362.11
1267.513, 10386.10
1267.995, 10416.72
1268.478, 10447.39
1268.960, 10449.96
1269.442, 10433.88
1269.924, 10428.65
1270.406, 10450.56
1270.888, 10466.98
1271.370, 10464.53
1271.852, 10471.24
1272.334, 10516.56
1272.817, 10574.48
1273.299, 10565.59
1273.781, 10523.66
1274.263, 10530.56
1274.745, 10674.49
1275.227, 10722.15
1275.709, 10640.65
1276.191, 10543.29
1276.673, 10496.29
1277.156, 10482.67
1277.638, 10485.81
1278.120, 10498.57
1278.602, 10506.47
1279.084, 10503.96
1279.566, 10507.75
1280.048, 10520.11
1280.530, 10525.81
1281.013, 10505.90
1281.495, 10482.74
1281.977, 10485.51
1282.459, 10498.57
1282.941, 10492.28
1283.423, 10454.24
1283.905, 10453.65
1284.387, 10491.51
1284.870, 10530.59
1285.352, 10550.93
1285.834, 10558.88
1286.316, 10547.44
1286.798, 10532.76
1287.280, 10539.41
1287.762, 10568.95
1288.244, 10574.60
1288.726, 10558.41
1289.208, 10546.70
1289.691, 10568.89
1290.173, 10581.73
1290.655, 10551.64
1291.137, 10516.49
1291.619, 10510.25
1292.101, 10528.85
1292.583, 10561.40
1293.065, 10602.45
##END=



