##NAMES=Grossular
##RRUFFID=R060442
##IDEAL CHEMISTRY=Ca_3_Al_2_(SiO_4_)_3_
##LOCALITY=Pakistan(?)
##OWNER=RRUFF
##SOURCE=Gemological Institute of America
##DESCRIPTION=Orange crystals
##STATUS=The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis
##URL=rruff.info/R060442
##MEASURED CHEMISTRY=(Ca_2.85_Fe^2+^_0.15_)_Σ=3_(Al_1.85_Fe^3+^_0.15_)_Σ=2_(Si_1.00_O_4_)_3_; trace amounts of Ti, Mg
681.5234, 32.26887
682.0056, 32.06986
682.4877, 31.85283
682.9698, 31.78771
683.4519, 31.94310
683.9340, 32.10976
684.4161, 31.92623
684.8983, 31.34678
685.3804, 30.97703
685.8625, 30.91839
686.3446, 30.89495
686.8267, 30.79307
687.3088, 30.66093
687.7910, 30.52790
688.2731, 30.38960
688.7552, 30.34967
689.2373, 30.52044
689.7194, 30.76365
690.2015, 30.96422
690.6837, 31.10858
691.1658, 31.18194
691.6479, 31.17797
692.1300, 31.10089
692.6121, 30.92976
693.0942, 30.62674
693.5764, 30.51066
694.0585, 30.68303
694.5406, 30.91416
695.0227, 31.28647
695.5048, 31.59652
695.9869, 31.56424
696.4691, 31.16567
696.9512, 30.80041
697.4333, 30.73124
697.9154, 30.81057
698.3975, 30.87930
698.8796, 30.92335
699.3618, 30.88295
699.8439, 30.72738
700.3260, 30.55734
700.8081, 30.51363
701.2902, 30.61377
701.7723, 30.67386
702.2545, 30.69527
702.7366, 30.67242
703.2187, 30.48100
703.7008, 30.32333
704.1829, 30.46595
704.6650, 30.88912
705.1472, 31.24751
705.6293, 31.27424
706.1114, 31.12694
706.5935, 31.03538
707.0756, 30.99400
707.5577, 30.96597
708.0399, 30.94061
708.5220, 30.92605
709.0041, 30.93331
709.4862, 30.93643
709.9683, 30.98544
710.4504, 30.97697
710.9326, 30.99615
711.4147, 31.03037
711.8968, 31.11243
712.3789, 31.37164
712.8610, 31.72877
713.3431, 31.86445
713.8253, 31.51989
714.3074, 30.96150
714.7895, 30.52697
715.2716, 30.23117
715.7537, 30.21161
716.2358, 30.53898
716.7180, 30.94954
717.2001, 31.25867
717.6822, 31.46152
718.1643, 31.52095
718.6464, 31.28208
719.1285, 31.12880
719.6107, 31.14348
720.0928, 31.21677
720.5749, 31.33481
721.0570, 31.43958
721.5391, 31.40286
722.0212, 31.14536
722.5034, 30.80984
722.9855, 30.51750
723.4676, 30.29606
723.9497, 30.39707
724.4318, 30.91223
724.9139, 31.32035
725.3961, 31.22835
725.8782, 30.85339
726.3603, 30.83522
726.8424, 31.50302
727.3245, 31.75854
727.8066, 31.00870
728.2888, 30.36452
728.7709, 30.69342
729.2530, 31.50673
729.7351, 31.85335
730.2172, 31.41430
730.6993, 30.77875
731.1815, 30.54812
731.6636, 30.64313
732.1457, 30.75989
732.6278, 30.88335
733.1099, 31.17408
733.5920, 31.83706
734.0742, 32.47491
734.5563, 32.37432
735.0384, 31.27741
735.5205, 30.77360
736.0026, 31.42137
736.4847, 31.99892
736.9669, 32.02080
737.4490, 31.76611
737.9311, 31.51399
738.4132, 31.34918
738.8953, 31.31294
739.3774, 31.50106
739.8596, 31.78370
740.3417, 31.87961
740.8238, 31.79901
741.3059, 31.68098
741.7880, 31.53475
742.2701, 31.46626
742.7523, 31.62911
743.2344, 31.99499
743.7165, 32.11722
744.1986, 31.60327
744.6807, 31.40658
745.1628, 32.09985
745.6450, 32.77585
746.1271, 32.58813
746.6092, 31.76219
747.0913, 31.09184
747.5734, 30.95068
748.0555, 31.15925
748.5377, 31.68863
749.0198, 32.39978
749.5019, 32.65576
749.9840, 32.35735
750.4661, 32.21705
750.9482, 32.74382
751.4304, 33.60008
751.9125, 33.94624
752.3946, 33.50619
752.8767, 33.19487
753.3588, 32.98242
753.8409, 32.91848
754.3231, 33.18375
754.8052, 33.53931
755.2873, 33.56707
755.7694, 33.18751
756.2515, 32.96802
756.7336, 33.67853
757.2158, 34.64975
757.6979, 34.52427
758.1800, 33.50315
758.6621, 32.93633
759.1442, 33.31545
759.6263, 34.04301
760.1085, 34.43886
760.5906, 34.50098
761.0727, 34.51496
761.5548, 34.32067
762.0369, 34.32378
762.5190, 34.66916
763.0012, 35.14962
763.4833, 35.78282
763.9654, 36.43664
764.4475, 36.66408
764.9296, 35.99642
765.4117, 35.36734
765.8939, 35.76161
766.3760, 36.65873
766.8581, 37.07524
767.3402, 36.91048
767.8223, 36.58190
768.3044, 36.33044
768.7866, 36.19351
769.2687, 36.30188
769.7508, 36.75548
770.2329, 37.08705
770.7150, 37.24156
771.1971, 37.33280
771.6793, 37.33892
772.1614, 37.34823
772.6435, 37.50314
773.1256, 37.83538
773.6077, 38.14324
774.0898, 38.40879
774.5720, 38.56512
775.0541, 38.47757
775.5362, 38.25751
776.0183, 38.13605
776.5004, 38.17496
776.9825, 38.25850
777.4647, 38.30081
777.9468, 38.27279
778.4289, 37.94576
778.9110, 37.20245
779.3931, 36.80085
779.8752, 37.07078
780.3574, 37.50535
780.8395, 37.62780
781.3216, 37.51534
781.8037, 37.56581
782.2858, 38.06037
782.7679, 38.33462
783.2501, 38.05006
783.7322, 37.62948
784.2143, 37.37054
784.6964, 37.28830
785.1785, 37.30740
785.6606, 37.39455
786.1428, 37.56040
786.6249, 37.85675
787.1070, 38.24656
787.5891, 38.61804
788.0712, 38.97007
788.5533, 39.08847
789.0355, 38.78984
789.5176, 38.40540
789.9997, 38.49741
790.4818, 39.20130
790.9639, 39.52842
791.4460, 38.90113
791.9282, 38.64936
792.4103, 39.48748
792.8924, 40.52918
793.3745, 40.83562
793.8566, 40.48372
794.3387, 40.38290
794.8209, 41.09826
795.3030, 42.05645
795.7851, 42.78890
796.2672, 43.32516
796.7493, 43.67915
797.2314, 43.87482
797.7136, 44.03624
798.1957, 44.22688
798.6778, 44.50892
799.1599, 45.04354
799.6420, 45.87273
800.1241, 46.79497
800.6063, 47.87625
801.0884, 48.94392
801.5705, 49.89889
802.0526, 50.79832
802.5347, 51.65754
803.0168, 52.46338
803.4990, 53.45365
803.9811, 54.86338
804.4632, 56.29792
804.9453, 57.36756
805.4274, 58.35742
805.9095, 59.71223
806.3917, 61.49516
806.8738, 63.50282
807.3559, 65.62474
807.8380, 67.76423
808.3201, 69.53233
808.8022, 70.97471
809.2844, 73.03647
809.7665, 75.98681
810.2486, 79.06186
810.7307, 81.69228
811.2128, 84.06630
811.6949, 86.72820
812.1771, 89.88087
812.6592, 92.89063
813.1413, 95.78371
813.6234, 98.49432
814.1055, 100.4956
814.5876, 102.5138
815.0698, 105.6568
815.5519, 110.0751
816.0340, 114.5671
816.5161, 118.1272
816.9982, 121.5503
817.4803, 125.9425
817.9625, 130.9196
818.4446, 135.3499
818.9267, 139.0234
819.4088, 142.6703
819.8909, 146.9026
820.3730, 151.5755
820.8552, 156.1228
821.3373, 160.4942
821.8194, 165.1963
822.3015, 171.0818
822.7836, 176.0127
823.2657, 178.3324
823.7479, 178.9115
824.2300, 179.5056
824.7121, 180.4250
825.1942, 180.3230
825.6763, 178.8258
826.1584, 176.3584
826.6406, 172.7684
827.1227, 168.5429
827.6048, 164.3632
828.0869, 160.3432
828.5690, 156.0046
829.0511, 150.8289
829.5333, 145.3181
830.0154, 140.2709
830.4975, 135.6589
830.9796, 131.3033
831.4617, 127.1627
831.9438, 123.5285
832.4260, 120.6878
832.9081, 118.3814
833.3902, 115.7676
833.8723, 112.6137
834.3544, 109.7431
834.8365, 107.0422
835.3187, 104.8092
835.8008, 103.5044
836.2829, 102.5190
836.7650, 101.0051
837.2471, 98.87525
837.7292, 96.98648
838.2114, 95.55716
838.6935, 94.50685
839.1756, 94.14829
839.6577, 93.94961
840.1398, 92.97210
840.6219, 91.28094
841.1041, 89.92788
841.5862, 89.65674
842.0683, 89.94957
842.5504, 89.90916
843.0325, 89.60065
843.5146, 89.50108
843.9968, 89.68298
844.4789, 89.80073
844.9610, 89.64737
845.4431, 89.36388
845.9252, 89.15798
846.4073, 88.94309
846.8895, 89.26576
847.3716, 91.00084
847.8537, 92.09507
848.3358, 91.52998
848.8179, 90.59769
849.3000, 90.61118
849.7822, 91.39144
850.2643, 91.61195
850.7464, 90.47907
851.2285, 89.30020
851.7106, 88.82089
852.1927, 88.70171
852.6749, 88.58027
853.1570, 88.43960
853.6391, 88.44032
854.1212, 88.65535
854.6033, 88.83374
855.0854, 88.41291
855.5676, 87.64247
856.0497, 87.89935
856.5318, 89.23171
857.0139, 90.31433
857.4960, 90.63280
857.9781, 90.88364
858.4603, 91.83229
858.9424, 93.41226
859.4245, 94.83669
859.9066, 95.65987
860.3887, 97.09660
860.8708, 99.60620
861.3530, 102.3653
861.8351, 104.8521
862.3172, 107.3218
862.7993, 110.2975
863.2814, 113.9487
863.7635, 117.7141
864.2457, 121.0751
864.7278, 124.7564
865.2099, 129.5154
865.6920, 134.9316
866.1741, 140.1472
866.6563, 145.0378
867.1384, 150.0750
867.6205, 155.6501
868.1026, 161.5324
868.5847, 166.9371
869.0668, 172.1102
869.5490, 178.8685
870.0311, 187.5097
870.5132, 196.7103
870.9953, 205.9238
871.4774, 214.9064
871.9595, 223.0495
872.4417, 230.0471
872.9238, 237.9085
873.4059, 246.4478
873.8880, 256.2281
874.3701, 268.3959
874.8522, 281.1048
875.3344, 292.8882
875.8165, 303.8096
876.2986, 314.5435
876.7807, 325.5839
877.2628, 335.8497
877.7449, 345.6141
878.2271, 353.8527
878.7092, 359.5781
879.1913, 362.9431
879.6734, 364.5001
880.1555, 364.4463
880.6376, 362.5535
881.1198, 358.6375
881.6019, 352.7195
882.0840, 344.7383
882.5661, 334.7735
883.0482, 322.8720
883.5303, 309.0877
884.0125, 294.4644
884.4946, 279.7830
884.9767, 265.1480
885.4588, 250.8960
885.9409, 237.0121
886.4230, 223.4247
886.9052, 209.8581
887.3873, 197.1145
887.8694, 185.5753
888.3515, 174.9682
888.8336, 164.6876
889.3157, 154.6778
889.7979, 145.5454
890.2800, 137.4347
890.7621, 129.9789
891.2442, 123.2053
891.7263, 116.9388
892.2084, 111.1290
892.6906, 105.7073
893.1727, 100.6010
893.6548, 95.68838
894.1369, 91.35782
894.6190, 88.16988
895.1011, 85.47956
895.5833, 82.62889
896.0654, 79.63987
896.5475, 76.64762
897.0296, 73.73776
897.5117, 71.09917
897.9938, 68.93859
898.4760, 67.15163
898.9581, 65.51819
899.4402, 64.03271
899.9223, 62.58186
900.4044, 61.13758
900.8865, 59.80096
901.3687, 58.63269
901.8508, 57.61616
902.3329, 56.73064
902.8150, 56.00322
903.2971, 55.25860
903.7792, 54.51748
904.2614, 53.72112
904.7435, 52.71309
905.2256, 51.75735
905.7077, 51.19894
906.1898, 50.94403
906.6719, 50.46729
907.1541, 49.51343
907.6362, 48.64374
908.1183, 47.93850
908.6004, 47.42468
909.0825, 47.32110
909.5646, 47.35375
910.0468, 47.04610
910.5289, 46.28630
911.0110, 45.40613
911.4931, 44.50000
911.9752, 43.70135
912.4573, 43.26953
912.9395, 43.01323
913.4216, 42.41781
913.9037, 41.50596
914.3858, 40.88530
914.8679, 40.94234
915.3500, 41.32100
915.8321, 41.52586
916.3142, 41.53749
916.7963, 41.07821
917.2784, 40.10488
917.7606, 39.44865
918.2427, 39.45774
918.7248, 39.65306
919.2069, 39.54757
919.6890, 39.16430
920.1711, 38.64816
920.6533, 37.84868
921.1354, 37.29253
921.6175, 37.30808
922.0996, 37.19513
922.5817, 36.23002
923.0638, 35.07191
923.5460, 34.87148
924.0281, 35.82363
924.5102, 36.19130
924.9923, 35.15026
925.4744, 34.23133
925.9565, 34.07557
926.4387, 34.20310
926.9208, 34.20078
927.4029, 34.06724
927.8850, 33.97493
928.3671, 34.00548
928.8492, 33.97915
929.3314, 33.76691
929.8135, 33.43757
930.2956, 32.93071
930.7777, 32.40245
931.2598, 32.24382
931.7419, 32.49332
932.2241, 32.73640
932.7062, 32.64982
933.1883, 32.36327
933.6704, 32.06520
934.1525, 31.77174
934.6346, 31.54985
935.1168, 31.40708
935.5989, 31.34746
936.0810, 31.38162
936.5631, 31.43008
937.0452, 31.35937
937.5273, 31.50154
938.0095, 31.26440
938.4916, 31.68551
938.9737, 31.95174
939.4558, 31.95919
939.9379, 31.81327
940.4200, 31.51567
940.9022, 31.15374
941.3843, 30.95179
941.8664, 30.95306
942.3485, 30.98088
942.8306, 31.07625
943.3127, 31.14395
943.7949, 31.11741
944.2770, 31.08529
944.7591, 31.22783
945.2412, 31.45019
945.7233, 31.32823
946.2054, 30.49726
946.6876, 29.91436
947.1697, 30.13648
947.6518, 30.52518
948.1339, 30.62065
948.6160, 30.54897
949.0981, 30.61417
949.5803, 30.83836
950.0624, 30.87963
950.5445, 30.41236
951.0266, 29.85213
951.5087, 29.57459
951.9908, 29.50380
952.4730, 29.55314
952.9551, 29.68287
953.4372, 29.85857
953.9193, 30.05787
954.4014, 30.12866
954.8835, 29.84233
955.3657, 29.32209
955.8478, 28.88080
956.3299, 28.52563
956.8120, 28.35251
957.2941, 28.38184
957.7762, 28.34132
958.2584, 28.03043
958.7405, 27.63745
959.2226, 27.57035
959.7047, 27.85703
960.1868, 28.02567
960.6689, 28.08840
961.1511, 27.96524
961.6332, 27.55773
962.1153, 27.10914
962.5974, 26.80633
963.0795, 26.65294
963.5616, 26.68273
964.0438, 27.11190
964.5259, 27.25817
965.0080, 26.89887
965.4901, 26.54278
965.9722, 26.18485
966.4543, 26.03816
966.9365, 26.48433
967.4186, 27.43952
967.9007, 28.08593
968.3828, 28.25485
968.8649, 28.19583
969.3470, 27.62939
969.8292, 27.18554
970.3113, 27.42822
970.7934, 27.99357
971.2755, 28.27546
971.7576, 28.17956
972.2397, 28.10476
972.7219, 28.26044
973.2040, 28.47185
973.6861, 28.59153
974.1682, 28.73251
974.6503, 29.10501
975.1324, 29.60672
975.6146, 29.91166
976.0967, 29.91103
976.5788, 29.91006
977.0609, 30.27181
977.5430, 30.71500
978.0251, 30.75294
978.5073, 30.58372
978.9894, 30.73680
979.4715, 31.22442
979.9536, 31.58394
980.4357, 31.55600
980.9178, 31.43302
981.4000, 31.70409
981.8821, 32.22241
982.3642, 32.37908
982.8463, 32.21111
983.3284, 32.06546
983.8105, 32.02648
984.2927, 32.11715
984.7748, 32.35836
985.2569, 32.72670
985.7390, 33.20446
986.2211, 33.80111
986.7032, 34.34141
987.1854, 34.87185
987.6675, 35.01032
988.1496, 34.50859
988.6317, 33.96285
989.1138, 33.95056
989.5959, 34.34801
990.0781, 34.58960
990.5602, 34.46349
991.0423, 34.84446
991.5244, 36.14594
992.0065, 37.20407
992.4886, 37.49780
992.9708, 37.43970
993.4529, 37.37910
993.9350, 37.33752
994.4171, 37.58192
994.8992, 38.34271
995.3813, 39.02839
995.8635, 39.68107
996.3456, 40.18539
996.8277, 40.26855
997.3098, 40.30756
997.7919, 40.87933
998.2740, 41.96189
998.7562, 42.74585
999.2383, 42.82521
999.7204, 42.93747
1000.203, 43.09885
1000.685, 43.53155
1001.167, 44.59441
1001.649, 45.93839
1002.131, 46.98293
1002.613, 47.65198
1003.095, 48.33513
1003.577, 49.33308
1004.059, 50.23058
1004.542, 50.70093
1005.024, 51.03834
1005.506, 51.73799
1005.988, 52.49229
1006.470, 52.45126
1006.952, 51.43246
1007.434, 50.52360
1007.916, 50.85458
1008.398, 51.23231
1008.881, 50.40672
1009.363, 48.95516
1009.845, 47.71911
1010.327, 46.68057
1010.809, 45.30955
1011.291, 43.42527
1011.773, 41.59690
1012.255, 40.49694
1012.738, 38.94480
1013.220, 37.67332
1013.702, 36.65594
1014.184, 35.42314
1014.666, 34.64053
1015.148, 33.94878
1015.630, 33.17576
1016.112, 32.36371
1016.594, 31.52452
1017.077, 30.70636
1017.559, 30.04669
1018.041, 29.52617
1018.523, 29.04112
1019.005, 28.57697
1019.487, 28.17262
1019.969, 27.84910
1020.451, 27.59268
1020.934, 27.45816
1021.416, 27.36978
1021.898, 26.69776
1022.380, 25.47283
1022.862, 24.94360
1023.344, 25.39152
1023.826, 25.86532
1024.308, 25.77478
1024.791, 25.33990
1025.273, 24.89642
1025.755, 24.45099
1026.237, 24.33674
1026.719, 24.59597
1027.201, 24.88773
1027.683, 25.18466
1028.165, 25.28822
1028.647, 25.01232
1029.130, 24.56268
1029.612, 24.38963
1030.094, 24.52488
1030.576, 24.49589
1031.058, 24.24048
1031.540, 24.03706
1032.022, 23.96125
1032.504, 23.90842
1032.986, 23.78210
1033.469, 23.65432
1033.951, 23.72183
1034.433, 23.60015
1034.915, 23.45835
1035.397, 23.56936
1035.879, 23.23404
1036.361, 23.33893
1036.843, 23.51172
1037.326, 23.48439
1037.808, 23.34204
1038.290, 23.28443
1038.772, 23.33347
1039.254, 23.37547
1039.736, 23.58875
1040.218, 23.50314
1040.700, 22.59945
1041.182, 21.82597
1041.665, 22.00455
1042.147, 22.75167
1042.629, 23.19561
1043.111, 23.30380
1043.593, 23.26093
1044.075, 22.86126
1044.557, 22.59990
1045.039, 22.75107
1045.521, 22.90201
1046.004, 22.68984
1046.486, 22.29432
1046.968, 22.14966
1047.450, 22.36103
1047.932, 22.37796
1048.414, 21.92389
1048.896, 21.56703
1049.378, 21.43900
1049.861, 21.47459
1050.343, 21.77471
1050.825, 22.15301
1051.307, 22.17843
1051.789, 21.73310
1052.271, 21.57695
1052.753, 22.20983
1053.235, 22.67497
1053.718, 22.54835
1054.200, 22.26152
1054.682, 22.10882
1055.164, 22.04676
1055.646, 21.92316
1056.128, 21.70726
1056.610, 21.62937
1057.092, 21.94964
1057.574, 22.14927
1058.057, 21.95459
1058.539, 21.65915
1059.021, 21.36522
1059.503, 21.18612
1059.985, 21.45088
1060.467, 22.19865
1060.949, 22.39772
1061.431, 21.00133
1061.913, 19.95450
1062.396, 20.27843
1062.878, 20.97583
1063.360, 21.37531
1063.842, 21.54560
1064.324, 21.73276
1064.806, 21.96477
1065.288, 22.01332
1065.770, 21.61724
1066.253, 21.26232
1066.735, 21.14689
1067.217, 21.14959
1067.699, 21.31540
1068.181, 21.46674
1068.663, 21.22057
1069.145, 20.60338
1069.627, 20.31300
1070.109, 20.80431
1070.592, 21.33949
1071.074, 21.70594
1071.556, 21.87142
1072.038, 21.68479
1072.520, 21.35421
1073.002, 21.20599
1073.484, 21.24347
1073.966, 21.15937
1074.448, 20.74679
1074.931, 20.40852
1075.413, 20.25157
1075.895, 20.32668
1076.377, 20.92476
1076.859, 21.62087
1077.341, 21.81477
1077.823, 21.52965
1078.305, 21.23612
1078.788, 21.07860
1079.270, 20.97940
1079.752, 20.92974
1080.234, 20.89697
1080.716, 20.81467
1081.198, 20.76732
1081.680, 20.91529
1082.162, 21.19381
1082.644, 21.34834
1083.127, 21.28358
1083.609, 21.17866
1084.091, 21.03600
1084.573, 20.96734
1085.055, 21.12856
1085.537, 21.33029
1086.019, 21.39371
1086.501, 21.31621
1086.984, 21.11694
1087.466, 20.78158
1087.948, 20.54613
1088.430, 20.70835
1088.912, 20.74819
1089.394, 20.14485
1089.876, 19.51319
1090.358, 19.55317
1090.840, 19.97688
1091.323, 20.05818
1091.805, 19.64926
1092.287, 19.41127
1092.769, 19.79806
1093.251, 20.12676
1093.733, 19.95199
1094.215, 19.76458
1094.697, 20.15851
1095.179, 20.70876
1095.662, 20.54806
1096.144, 19.64111
1096.626, 19.09651
1097.108, 19.58491
1097.590, 19.97232
1098.072, 19.75503
1098.554, 19.46898
1099.036, 19.40968
1099.519, 19.50977
1100.001, 19.71180
1100.483, 19.97406
1100.965, 20.15256
1101.447, 20.24404
1101.929, 20.17983
1102.411, 19.71195
1102.893, 19.36180
1103.375, 19.42086
1103.858, 19.68402
1104.340, 20.02927
1104.822, 20.38151
1105.304, 20.55836
1105.786, 20.52394
1106.268, 20.35522
1106.750, 19.87904
1107.232, 19.51706
1107.714, 19.47083
1108.197, 19.53186
1108.679, 19.55494
1109.161, 19.55505
1109.643, 19.56284
1110.125, 19.56167
1110.607, 19.69971
1111.089, 20.33282
1111.571, 20.61088
1112.054, 20.00746
1112.536, 19.40518
1113.018, 19.34111
1113.500, 19.57074
1113.982, 19.76419
1114.464, 19.91885
1114.946, 19.88595
1115.428, 19.32383
1115.911, 19.15414
1116.393, 19.83345
1116.875, 20.33561
1117.357, 20.06429
1117.839, 19.60153
1118.321, 19.59471
1118.803, 19.95943
1119.285, 20.21107
1119.767, 20.40371
1120.250, 20.33024
1120.732, 19.83024
1121.214, 19.38796
1121.696, 19.12995
1122.178, 18.99437
1122.660, 18.94613
1123.142, 18.97278
1123.624, 19.04674
1124.106, 19.17304
1124.589, 19.29690
1125.071, 19.38763
1125.553, 19.61534
1126.035, 20.10271
1126.517, 20.43525
1126.999, 20.31985
1127.481, 20.02507
1127.963, 20.00551
1128.446, 19.77576
1128.928, 19.53067
1129.410, 19.48737
1129.892, 19.15134
1130.374, 19.14496
1130.856, 19.27641
1131.338, 19.47250
1131.820, 19.73764
1132.302, 20.08941
1132.785, 20.48252
1133.267, 20.81357
1133.749, 21.07125
1134.231, 21.00675
1134.713, 20.62170
1135.195, 20.32741
1135.677, 20.23811
1136.159, 20.22322
1136.641, 20.19717
1137.124, 20.13568
1137.606, 19.89827
1138.088, 19.60462
1138.570, 19.82540
1139.052, 20.42198
1139.534, 20.71667
1140.016, 20.63564
1140.498, 20.50092
1140.981, 20.46597
1141.463, 20.50687
1141.945, 20.62745
1142.427, 20.77178
1142.909, 20.89389
1143.391, 20.94343
1143.873, 20.68401
1144.355, 20.25662
1144.838, 20.16959
1145.320, 20.52277
1145.802, 20.93194
1146.284, 21.19531
1146.766, 21.24575
1147.248, 20.79708
1147.730, 20.28215
1148.212, 20.25296
1148.694, 20.53229
1149.177, 20.85550
1149.659, 21.12376
1150.141, 21.21109
1150.623, 21.05593
1151.105, 20.86285
1151.587, 20.69471
1152.069, 20.60645
1152.551, 20.73075
1153.033, 20.87259
1153.516, 20.83618
1153.998, 20.65783
1154.480, 20.40357
1154.962, 20.09924
1155.444, 19.91479
1155.926, 19.82650
1156.408, 19.98775
1156.890, 20.75906
1157.373, 21.43262
1157.855, 21.60115
1158.337, 21.45800
1158.819, 21.12482
1159.301, 20.69109
1159.783, 20.49973
1160.265, 20.70422
1160.747, 20.81193
1161.229, 20.67327
1161.712, 20.60555
1162.194, 20.74878
1162.676, 20.89972
1163.158, 20.91346
1163.640, 20.85889
1164.122, 20.87659
1164.604, 20.97249
1165.086, 20.89962
1165.568, 20.94982
1166.051, 21.07675
1166.533, 20.89705
1167.015, 21.21228
1167.497, 21.06437
1167.979, 20.79183
1168.461, 20.73122
1168.943, 20.83727
1169.425, 21.01676
1169.908, 21.27731
1170.390, 21.24118
1170.872, 20.89517
1171.354, 20.52554
1171.836, 20.19522
1172.318, 20.05856
1172.800, 20.22959
1173.282, 20.40646
1173.765, 20.07620
1174.247, 20.19059
1174.729, 20.06866
1175.211, 19.91406
1175.693, 19.89814
1176.175, 19.51240
1176.657, 19.46640
1177.139, 19.95930
1177.621, 20.51909
1178.104, 20.85832
1178.586, 20.91179
1179.068, 20.29182
1179.550, 19.58121
1180.032, 19.71552
1180.514, 20.30552
1180.996, 20.66341
1181.478, 20.69514
1181.960, 20.51383
1182.443, 20.15038
1182.925, 19.87311
1183.407, 19.84307
1183.889, 19.94403
1184.371, 20.31805
1184.853, 20.58793
1185.335, 20.20960
1185.817, 19.61432
1186.300, 19.62036
1186.782, 20.21741
1187.264, 20.49127
1187.746, 20.07659
1188.228, 19.70658
1188.710, 19.46490
1189.192, 19.34157
1189.674, 19.36513
1190.156, 19.47935
1190.639, 19.71775
1191.121, 19.97772
1191.603, 20.01022
1192.085, 19.78852
1192.567, 19.70355
1193.049, 19.82436
1193.531, 19.85617
1194.013, 19.67834
1194.495, 19.72432
1194.978, 20.26767
1195.460, 20.80917
1195.942, 20.81218
1196.424, 20.45655
1196.906, 20.26719
1197.388, 20.23572
1197.870, 20.17994
1198.352, 20.10107
1198.835, 20.06277
1199.317, 20.08043
1199.799, 20.19342
1200.281, 20.42428
1200.763, 20.65232
1201.245, 20.76991
1201.727, 20.75158
1202.209, 20.40688
1202.692, 19.96099
1203.174, 19.90432
1203.656, 20.16202
1204.138, 20.52820
1204.620, 20.88121
1205.102, 20.90913
1205.584, 20.37355
1206.066, 19.91599
1206.548, 20.14560
1207.031, 20.47074
1207.513, 20.41727
1207.995, 20.52121
1208.477, 20.24554
1208.959, 20.34261
1209.441, 20.23910
1209.923, 19.89971
1210.405, 19.63813
1210.887, 19.53810
1211.370, 19.50637
1211.852, 19.54136
1212.334, 19.62625
1212.816, 19.92327
1213.298, 20.09358
1213.780, 19.66623
1214.262, 18.99742
1214.744, 19.06684
1215.227, 19.99524
1215.709, 20.29016
1216.191, 19.74131
1216.673, 19.46976
1217.155, 19.69144
1217.637, 19.80978
1218.119, 19.54275
1218.601, 19.23223
1219.083, 19.24202
1219.566, 19.41466
1220.048, 19.35943
1220.530, 19.12853
1221.012, 18.94106
1221.494, 18.80554
1221.976, 18.75427
1222.458, 18.76647
1222.940, 18.66955
1223.422, 18.39510
1223.905, 18.23124
1224.387, 18.48118
1224.869, 18.88239
1225.351, 19.35761
1225.833, 19.64905
1226.315, 19.15686
1226.797, 18.41133
1227.279, 18.45307
1227.762, 19.16861
1228.244, 19.44273
1228.726, 18.81473
1229.208, 18.46883
1229.690, 19.11711
1230.172, 19.67587
1230.654, 19.60499
1231.136, 19.49676
1231.619, 19.86278
1232.101, 20.33826
1232.583, 20.44571
1233.065, 20.21376
1233.547, 19.79727
1234.029, 19.03351
1234.511, 18.64838
1234.993, 18.70194
1235.475, 18.94111
1235.958, 19.36035
1236.440, 19.69701
1236.922, 19.78548
1237.404, 19.79484
1237.886, 19.97380
1238.368, 19.96172
1238.850, 19.92847
1239.332, 19.96915
1239.814, 19.80485
1240.297, 19.71628
1240.779, 19.70654
1241.261, 19.73764
1241.743, 19.56618
1242.225, 19.04483
1242.707, 18.67752
1243.189, 19.10568
1243.671, 19.66672
1244.154, 19.78521
1244.636, 19.69891
1245.118, 19.60305
1245.600, 19.53218
1246.082, 19.51590
1246.564, 19.54208
1247.046, 19.52723
1247.528, 19.41874
1248.010, 19.36865
1248.493, 19.59315
1248.975, 19.59539
1249.457, 18.93570
1249.939, 18.45495
1250.421, 18.73207
1250.903, 19.30462
1251.385, 19.56336
1251.867, 19.56443
1252.349, 19.64821
1252.832, 19.83511
1253.314, 19.77525
1253.796, 19.44686
1254.278, 19.41157
1254.760, 19.78675
1255.242, 20.12869
1255.724, 20.19680
1256.206, 20.10287
1256.689, 19.91757
1257.171, 19.73716
1257.653, 19.77385
1258.135, 19.89251
1258.617, 19.89358
1259.099, 19.77294
1259.581, 19.47719
1260.063, 19.08585
1260.546, 18.89809
1261.028, 19.03316
1261.510, 19.19626
1261.992, 19.31735
1262.474, 19.35271
1262.956, 19.25844
1263.438, 19.10184
1263.920, 18.81657
1264.402, 18.57355
1264.885, 18.54366
1265.367, 18.72829
1265.849, 19.19660
1266.331, 20.08025
1266.813, 20.35118
1267.295, 19.86396
1267.777, 19.46588
1268.259, 19.29644
1268.741, 19.08688
1269.224, 18.71413
1269.706, 18.38063
1270.188, 18.28464
1270.670, 18.31630
1271.152, 18.20368
1271.634, 18.09714
1272.116, 18.49499
1272.598, 19.13293
1273.081, 19.38751
1273.563, 19.26036
1274.045, 18.98273
1274.527, 18.65414
1275.009, 18.46849
1275.491, 18.59463
1275.973, 18.71802
1276.455, 18.70797
1276.938, 18.62691
1277.420, 18.43035
1277.902, 18.25175
1278.384, 18.19205
1278.866, 18.24587
1279.348, 18.44138
1279.830, 18.76365
1280.312, 18.82574
1280.794, 18.54585
1281.276, 18.32684
1281.759, 18.19184
1282.241, 18.05694
