##NAMES=Spinel
##RRUFFID=R070013
##IDEAL CHEMISTRY=MgAl_2_O_4_
##LOCALITY=Bo Phloi, Kanchoutabori Province, Thailand
##OWNER=RRUFF
##SOURCE=Michael Scott
##DESCRIPTION=Black glassy fragment with conchoidal fracture
##STATUS=The identification of this mineral has been made only by X-ray diffraction.
##URL=rruff.info/R070013
##MEASURED CHEMISTRY=(Mg_0.69_Fe^2+^_0.31_)_Σ=1_(Al_1.90_Fe^3+^_0.10_)_Σ=2_O_4_ ; trace of Mn, Ti and Cr
733.0601, 2293.079
733.5422, 2298.583
734.0244, 2309.053
734.5065, 2334.832
734.9886, 2372.597
735.4707, 2399.188
735.9528, 2412.100
736.4349, 2419.396
736.9171, 2428.102
737.3992, 2436.278
737.8813, 2440.384
738.3634, 2436.716
738.8455, 2436.135
739.3276, 2444.010
739.8098, 2456.852
740.2919, 2470.870
740.7740, 2492.186
741.2561, 2502.221
741.7382, 2493.950
742.2203, 2479.417
742.7025, 2482.771
743.1846, 2504.064
743.6667, 2519.796
744.1488, 2521.213
744.6309, 2517.125
745.1130, 2520.221
745.5952, 2528.607
746.0773, 2537.191
746.5594, 2548.891
747.0415, 2554.955
747.5236, 2544.320
748.0057, 2522.485
748.4879, 2512.966
748.9700, 2529.664
749.4521, 2544.875
749.9342, 2551.577
750.4163, 2550.508
750.8984, 2545.590
751.3806, 2535.825
751.8627, 2529.432
752.3448, 2535.574
752.8269, 2547.515
753.3090, 2548.598
753.7911, 2539.317
754.2733, 2526.650
754.7554, 2509.676
755.2375, 2494.952
755.7196, 2489.006
756.2017, 2493.905
756.6838, 2495.703
757.1660, 2492.065
757.6481, 2484.604
758.1302, 2473.518
758.6123, 2458.289
759.0944, 2441.625
759.5765, 2422.291
760.0587, 2406.188
760.5408, 2403.726
761.0229, 2409.237
761.5050, 2403.077
761.9871, 2380.907
762.4692, 2359.677
762.9514, 2356.452
763.4335, 2360.031
763.9156, 2357.740
764.3977, 2343.008
764.8798, 2329.348
765.3619, 2320.990
765.8441, 2313.532
766.3262, 2301.027
766.8083, 2279.761
767.2904, 2268.926
767.7725, 2274.155
768.2546, 2283.543
768.7368, 2278.397
769.2189, 2261.543
769.7010, 2243.001
770.1831, 2224.787
770.6652, 2208.020
771.1473, 2192.486
771.6295, 2179.365
772.1116, 2170.452
772.5937, 2170.219
773.0758, 2169.699
773.5579, 2167.404
774.0400, 2163.440
774.5222, 2157.879
775.0043, 2150.552
775.4864, 2142.552
775.9685, 2135.504
776.4506, 2126.723
776.9327, 2104.905
777.4149, 2073.616
777.8970, 2050.930
778.3791, 2053.758
778.8612, 2062.727
779.3433, 2062.926
779.8254, 2055.516
780.3076, 2045.125
780.7897, 2030.507
781.2718, 2015.652
781.7539, 1999.256
782.2360, 1982.841
782.7181, 1980.517
783.2003, 1997.490
783.6824, 2008.823
784.1645, 2000.639
784.6466, 1978.565
785.1287, 1958.322
785.6108, 1940.064
786.0930, 1925.773
786.5751, 1918.157
787.0572, 1914.163
787.5393, 1912.142
788.0214, 1911.863
788.5035, 1911.353
788.9857, 1912.319
789.4678, 1910.689
789.9499, 1904.004
790.4320, 1891.872
790.9141, 1882.345
791.3962, 1875.612
791.8784, 1869.924
792.3605, 1864.500
792.8426, 1859.066
793.3247, 1852.862
793.8068, 1845.868
794.2889, 1837.806
794.7711, 1823.968
795.2532, 1812.155
795.7353, 1811.519
796.2174, 1827.189
796.6995, 1830.796
797.1816, 1807.740
797.6638, 1784.436
798.1459, 1777.759
798.6280, 1789.995
799.1101, 1800.205
799.5922, 1808.939
800.0743, 1812.084
800.5565, 1803.297
801.0386, 1786.813
801.5207, 1770.275
802.0028, 1754.320
802.4849, 1740.941
802.9670, 1734.599
803.4492, 1729.075
803.9313, 1718.149
804.4134, 1693.831
804.8955, 1682.429
805.3776, 1690.231
805.8597, 1702.813
806.3419, 1708.035
806.8240, 1705.994
807.3061, 1700.633
807.7882, 1691.997
808.2703, 1681.654
808.7524, 1667.563
809.2346, 1654.091
809.7167, 1649.496
810.1988, 1658.760
810.6809, 1664.798
811.1630, 1656.834
811.6451, 1644.549
812.1273, 1637.070
812.6094, 1637.003
813.0915, 1636.742
813.5736, 1636.951
814.0557, 1635.550
814.5378, 1627.123
815.0200, 1613.909
815.5021, 1610.901
815.9842, 1622.283
816.4663, 1633.737
816.9484, 1629.439
817.4305, 1618.178
817.9127, 1610.839
818.3948, 1612.724
818.8769, 1612.967
819.3590, 1610.287
819.8411, 1604.308
820.3232, 1593.031
820.8054, 1573.888
821.2875, 1562.186
821.7696, 1560.644
822.2517, 1562.469
822.7338, 1558.089
823.2159, 1550.424
823.6981, 1548.414
824.1802, 1556.759
824.6623, 1561.561
825.1444, 1546.594
825.6265, 1526.233
826.1086, 1516.148
826.5908, 1530.690
827.0729, 1539.378
827.5550, 1542.216
828.0371, 1538.867
828.5192, 1525.079
829.0013, 1500.657
829.4835, 1488.797
829.9656, 1494.632
830.4477, 1504.122
830.9298, 1500.283
831.4119, 1489.700
831.8940, 1482.883
832.3762, 1483.897
832.8583, 1485.442
833.3404, 1486.354
833.8225, 1485.649
834.3046, 1482.452
834.7867, 1476.495
835.2689, 1468.524
835.7510, 1458.120
836.2331, 1446.787
836.7152, 1434.734
837.1973, 1423.342
837.6794, 1418.765
838.1616, 1423.206
838.6437, 1429.322
839.1258, 1432.790
839.6079, 1433.942
840.0900, 1432.756
840.5721, 1425.518
841.0543, 1423.846
841.5364, 1436.400
842.0185, 1446.314
842.5006, 1431.043
842.9827, 1387.950
843.4648, 1368.183
843.9470, 1379.629
844.4291, 1398.471
844.9112, 1397.391
845.3933, 1386.700
845.8754, 1383.956
846.3575, 1395.306
846.8397, 1404.568
847.3218, 1401.425
847.8039, 1395.632
848.2860, 1396.740
848.7681, 1411.655
849.2502, 1413.972
849.7324, 1400.749
850.2145, 1382.304
850.6966, 1366.972
851.1787, 1355.115
851.6608, 1347.529
852.1429, 1344.161
852.6251, 1346.015
853.1072, 1362.796
853.5893, 1379.702
854.0714, 1380.943
854.5535, 1355.845
855.0356, 1342.394
855.5178, 1348.836
855.9999, 1359.610
856.4820, 1364.328
856.9641, 1362.904
857.4462, 1358.018
857.9283, 1349.341
858.4105, 1342.562
858.8926, 1345.099
859.3747, 1351.344
859.8568, 1352.829
860.3389, 1348.099
860.8210, 1347.649
861.3032, 1363.586
861.7853, 1377.676
862.2674, 1379.158
862.7495, 1366.780
863.2316, 1352.458
863.7137, 1334.621
864.1959, 1321.916
864.6780, 1324.730
865.1601, 1336.518
865.6422, 1340.814
866.1243, 1337.668
866.6064, 1335.607
867.0886, 1344.536
867.5707, 1352.317
868.0528, 1348.338
868.5349, 1331.190
869.0170, 1326.027
869.4991, 1340.001
869.9813, 1351.845
870.4634, 1350.849
870.9455, 1339.833
871.4276, 1329.819
871.9097, 1321.104
872.3918, 1316.246
872.8740, 1319.812
873.3561, 1325.518
873.8382, 1327.651
874.3203, 1326.841
874.8024, 1327.422
875.2845, 1334.640
875.7667, 1337.894
876.2488, 1332.265
876.7309, 1320.990
877.2130, 1318.975
877.6951, 1326.383
878.1772, 1331.929
878.6594, 1330.618
879.1415, 1324.933
879.6236, 1313.722
880.1057, 1300.680
880.5878, 1295.325
881.0699, 1309.774
881.5521, 1322.792
882.0342, 1327.786
882.5163, 1327.246
882.9984, 1325.186
883.4805, 1320.824
883.9626, 1319.484
884.4448, 1323.190
884.9269, 1328.928
885.4090, 1333.491
885.8911, 1336.228
886.3732, 1335.051
886.8553, 1323.235
887.3375, 1317.199
887.8196, 1333.548
888.3017, 1356.301
888.7838, 1361.317
889.2659, 1335.520
889.7480, 1326.642
890.2302, 1343.399
890.7123, 1365.517
891.1944, 1363.554
891.6765, 1344.639
892.1586, 1331.490
892.6407, 1328.686
893.1229, 1329.718
893.6050, 1334.364
894.0871, 1337.996
894.5692, 1335.486
895.0513, 1320.952
895.5334, 1313.676
896.0156, 1316.200
896.4977, 1321.375
896.9798, 1323.429
897.4619, 1322.878
897.9440, 1323.193
898.4261, 1324.536
898.9083, 1326.356
899.3904, 1331.414
899.8725, 1334.514
900.3546, 1329.413
900.8367, 1314.745
901.3188, 1303.268
901.8010, 1293.595
902.2831, 1291.300
902.7652, 1302.895
903.2473, 1325.283
903.7294, 1330.671
904.2115, 1319.671
904.6937, 1308.209
905.1758, 1306.758
905.6579, 1309.026
906.1400, 1309.142
906.6221, 1307.475
907.1042, 1306.169
907.5864, 1305.057
908.0685, 1305.400
908.5506, 1307.753
909.0327, 1311.635
909.5148, 1316.905
909.9969, 1323.558
910.4791, 1324.803
910.9612, 1314.329
911.4433, 1303.917
911.9254, 1311.447
912.4075, 1329.338
912.8896, 1343.241
913.3718, 1347.859
913.8539, 1348.554
914.3360, 1344.802
914.8181, 1338.810
915.3002, 1332.890
915.7823, 1326.879
916.2645, 1322.482
916.7466, 1319.686
917.2287, 1319.469
917.7108, 1328.248
918.1929, 1338.311
918.6750, 1335.689
919.1572, 1312.354
919.6393, 1296.295
920.1214, 1300.809
920.6035, 1312.563
921.0856, 1324.974
921.5677, 1339.430
922.0499, 1342.538
922.5320, 1333.293
923.0141, 1320.138
923.4962, 1305.884
923.9783, 1294.375
924.4604, 1293.683
924.9426, 1303.361
925.4247, 1311.887
925.9068, 1314.347
926.3889, 1314.758
926.8710, 1313.068
927.3531, 1310.342
927.8353, 1316.845
928.3174, 1333.982
928.7995, 1346.967
929.2816, 1348.270
929.7637, 1342.461
930.2459, 1332.545
930.7280, 1321.350
931.2101, 1316.974
931.6923, 1327.378
932.1744, 1339.391
932.6565, 1356.195
933.1386, 1369.253
933.6207, 1358.865
934.1028, 1319.233
934.5850, 1300.108
935.0671, 1314.654
935.5492, 1339.436
936.0313, 1345.813
936.5134, 1340.763
936.9955, 1335.289
937.4777, 1331.233
937.9598, 1329.195
938.4419, 1331.311
938.9240, 1334.118
939.4061, 1334.796
939.8882, 1332.617
940.3704, 1333.420
940.8525, 1337.823
941.3346, 1340.709
941.8167, 1335.539
942.2988, 1327.390
942.7809, 1323.434
943.2631, 1323.966
943.7452, 1325.337
944.2273, 1326.385
944.7094, 1327.743
945.1915, 1329.160
945.6736, 1330.988
946.1558, 1337.119
946.6379, 1347.994
947.1200, 1354.378
947.6021, 1351.310
948.0842, 1342.826
948.5663, 1331.605
949.0485, 1319.410
949.5306, 1310.215
950.0127, 1301.782
950.4948, 1301.831
950.9769, 1317.514
951.4590, 1337.537
951.9412, 1343.806
952.4233, 1335.803
952.9054, 1335.004
953.3875, 1346.336
953.8696, 1356.417
954.3517, 1347.724
954.8339, 1331.401
955.3160, 1321.674
955.7981, 1322.934
956.2802, 1322.726
956.7623, 1314.009
957.2444, 1309.067
957.7266, 1317.890
958.2087, 1339.431
958.6908, 1348.978
959.1729, 1346.661
959.6550, 1341.408
960.1371, 1337.099
960.6193, 1334.314
961.1014, 1335.514
961.5835, 1339.381
962.0656, 1338.864
962.5477, 1325.973
963.0298, 1319.194
963.5120, 1324.612
963.9941, 1336.616
964.4762, 1342.106
964.9583, 1341.695
965.4404, 1338.485
965.9225, 1331.654
966.4047, 1326.353
966.8868, 1326.206
967.3689, 1330.132
967.8510, 1337.181
968.3331, 1354.325
968.8152, 1360.241
969.2974, 1351.404
969.7795, 1338.932
970.2616, 1331.741
970.7437, 1329.529
971.2258, 1332.978
971.7079, 1341.909
972.1901, 1348.273
972.6722, 1345.124
973.1543, 1339.190
973.6364, 1333.922
974.1185, 1329.600
974.6006, 1327.716
975.0828, 1328.729
975.5649, 1330.656
976.0470, 1333.208
976.5291, 1335.658
977.0112, 1335.429
977.4933, 1333.866
977.9755, 1334.680
978.4576, 1342.909
978.9397, 1349.548
979.4218, 1351.757
979.9039, 1350.494
980.3860, 1345.649
980.8682, 1335.532
981.3503, 1333.327
981.8324, 1341.403
982.3145, 1351.638
982.7966, 1358.167
983.2787, 1360.222
983.7609, 1354.312
984.2430, 1338.972
984.7251, 1329.076
985.2072, 1336.939
985.6893, 1342.895
986.1714, 1336.459
986.6536, 1320.060
987.1357, 1315.104
987.6178, 1321.204
988.0999, 1327.468
988.5820, 1326.177
989.0641, 1324.226
989.5463, 1330.337
990.0284, 1340.581
990.5105, 1345.689
990.9926, 1334.800
991.4747, 1334.242
991.9568, 1352.038
992.4390, 1372.764
992.9211, 1370.260
993.4032, 1350.647
993.8853, 1341.046
994.3674, 1347.152
994.8495, 1352.114
995.3317, 1335.689
995.8138, 1319.802
996.2959, 1327.754
996.7780, 1364.567
997.2601, 1375.869
997.7422, 1354.361
998.2244, 1333.649
998.7065, 1335.496
999.1886, 1348.736
999.6707, 1346.832
1000.153, 1334.853
1000.635, 1330.172
1001.117, 1350.973
1001.599, 1367.840
1002.081, 1370.793
1002.563, 1364.160
1003.046, 1351.263
1003.528, 1331.011
1004.010, 1319.815
1004.492, 1320.815
1004.974, 1327.537
1005.456, 1336.975
1005.938, 1346.106
1006.420, 1350.911
1006.902, 1349.969
1007.385, 1349.698
1007.867, 1351.235
1008.349, 1353.083
1008.831, 1355.001
1009.313, 1356.598
1009.795, 1355.543
1010.277, 1352.069
1010.759, 1347.525
1011.242, 1337.332
1011.724, 1331.740
1012.206, 1340.578
1012.688, 1358.055
1013.170, 1372.197
1013.652, 1386.527
1014.134, 1382.299
1014.616, 1351.919
1015.098, 1318.889
1015.581, 1315.121
1016.063, 1330.202
1016.545, 1346.465
1017.027, 1361.970
1017.509, 1371.367
1017.991, 1367.746
1018.473, 1362.233
1018.955, 1361.130
1019.438, 1363.618
1019.920, 1359.587
1020.402, 1349.064
1020.884, 1341.340
1021.366, 1341.724
1021.848, 1346.599
1022.330, 1356.645
1022.812, 1367.797
1023.294, 1371.509
1023.777, 1359.348
1024.259, 1351.162
1024.741, 1349.538
1025.223, 1349.704
1025.705, 1343.918
1026.187, 1335.146
1026.669, 1334.372
1027.151, 1342.931
1027.633, 1351.991
1028.116, 1360.158
1028.598, 1363.591
1029.080, 1355.531
1029.562, 1338.817
1030.044, 1339.378
1030.526, 1359.913
1031.008, 1374.851
1031.490, 1370.417
1031.973, 1361.003
1032.455, 1370.704
1032.937, 1388.467
1033.419, 1394.523
1033.901, 1369.530
1034.383, 1353.227
1034.865, 1349.836
1035.347, 1353.813
1035.829, 1363.901
1036.312, 1377.699
1036.794, 1377.349
1037.276, 1362.784
1037.758, 1353.892
1038.240, 1378.284
1038.722, 1399.905
1039.204, 1386.911
1039.686, 1347.756
1040.168, 1333.371
1040.651, 1349.806
1041.133, 1362.544
1041.615, 1361.215
1042.097, 1354.450
1042.579, 1352.457
1043.061, 1354.709
1043.543, 1361.680
1044.025, 1378.570
1044.508, 1385.625
1044.990, 1370.781
1045.472, 1355.889
1045.954, 1357.184
1046.436, 1372.727
1046.918, 1379.214
1047.400, 1377.199
1047.882, 1372.875
1048.365, 1365.375
1048.847, 1361.365
1049.329, 1368.315
1049.811, 1381.901
1050.293, 1389.323
1050.775, 1388.098
1051.257, 1389.975
1051.739, 1397.811
1052.221, 1405.322
1052.703, 1403.337
1053.186, 1396.390
1053.668, 1391.014
1054.150, 1388.100
1054.632, 1387.761
1055.114, 1391.531
1055.596, 1396.250
1056.078, 1402.413
1056.560, 1408.158
1057.043, 1399.807
1057.525, 1380.731
1058.007, 1373.923
1058.489, 1402.664
1058.971, 1427.860
1059.453, 1417.485
1059.935, 1392.305
1060.417, 1382.729
1060.900, 1395.157
1061.382, 1402.518
1061.864, 1403.478
1062.346, 1401.741
1062.828, 1399.952
1063.310, 1397.895
1063.792, 1394.992
1064.274, 1391.358
1064.756, 1388.044
1065.239, 1378.573
1065.721, 1380.434
1066.203, 1404.192
1066.685, 1434.240
1067.167, 1432.936
1067.649, 1408.460
1068.131, 1396.604
1068.613, 1409.465
1069.095, 1421.546
1069.578, 1412.744
1070.060, 1400.253
1070.542, 1399.588
1071.024, 1411.969
1071.506, 1409.223
1071.988, 1389.923
1072.470, 1374.332
1072.952, 1378.024
1073.435, 1387.921
1073.917, 1388.722
1074.399, 1384.593
1074.881, 1385.013
1075.363, 1394.925
1075.845, 1405.092
1076.327, 1416.121
1076.809, 1424.733
1077.292, 1427.410
1077.774, 1424.794
1078.256, 1416.555
1078.738, 1403.057
1079.220, 1392.209
1079.702, 1390.154
1080.184, 1389.086
1080.666, 1385.260
1081.148, 1380.145
1081.630, 1378.742
1082.113, 1380.858
1082.595, 1382.110
1083.077, 1380.245
1083.559, 1380.339
1084.041, 1391.647
1084.523, 1404.332
1085.005, 1405.810
1085.487, 1391.460
1085.970, 1388.301
1086.452, 1398.866
1086.934, 1409.370
1087.416, 1408.187
1087.898, 1403.915
1088.380, 1416.921
1088.862, 1438.385
1089.344, 1444.720
1089.827, 1405.280
1090.309, 1383.387
1090.791, 1391.734
1091.273, 1411.251
1091.755, 1421.240
1092.237, 1423.189
1092.719, 1420.204
1093.201, 1412.849
1093.683, 1408.989
1094.166, 1420.720
1094.648, 1429.367
1095.130, 1421.270
1095.612, 1403.290
1096.094, 1397.648
1096.576, 1404.407
1097.058, 1411.241
1097.540, 1415.895
1098.023, 1416.437
1098.505, 1405.400
1098.987, 1392.579
1099.469, 1389.891
1099.951, 1401.559
1100.433, 1405.424
1100.915, 1398.627
1101.397, 1394.906
1101.880, 1406.556
1102.362, 1421.585
1102.844, 1414.795
1103.326, 1394.954
1103.808, 1381.945
1104.290, 1387.205
1104.772, 1393.957
1105.254, 1403.082
1105.736, 1409.185
1106.219, 1403.974
1106.701, 1390.909
1107.183, 1384.301
1107.665, 1384.432
1108.147, 1387.176
1108.629, 1390.560
1109.111, 1395.804
1109.593, 1405.535
1110.075, 1416.538
1110.558, 1422.845
1111.040, 1424.433
1111.522, 1420.460
1112.004, 1409.085
1112.486, 1402.817
1112.968, 1418.924
1113.450, 1440.477
1113.932, 1454.191
1114.415, 1459.069
1114.897, 1449.075
1115.379, 1420.337
1115.861, 1397.161
1116.343, 1390.151
1116.825, 1391.584
1117.307, 1393.000
1117.789, 1394.685
1118.271, 1397.315
1118.754, 1402.803
1119.236, 1404.336
1119.718, 1398.431
1120.200, 1395.697
1120.682, 1408.275
1121.164, 1428.647
1121.646, 1433.949
1122.128, 1427.465
1122.610, 1421.505
1123.093, 1428.458
1123.575, 1426.041
1124.057, 1401.747
1124.539, 1374.996
1125.021, 1374.585
1125.503, 1395.388
1125.985, 1404.813
1126.467, 1400.409
1126.950, 1393.241
1127.432, 1383.159
1127.914, 1379.690
1128.396, 1393.363
1128.878, 1416.645
1129.360, 1430.748
1129.842, 1435.631
1130.324, 1432.493
1130.807, 1419.561
1131.289, 1407.804
1131.771, 1406.339
1132.253, 1411.473
1132.735, 1423.233
1133.217, 1441.932
1133.699, 1445.498
1134.181, 1431.266
1134.663, 1416.115
1135.146, 1405.618
1135.628, 1400.433
1136.110, 1403.934
1136.592, 1412.407
1137.074, 1420.484
1137.556, 1430.008
1138.038, 1430.777
1138.520, 1419.681
1139.002, 1407.516
1139.485, 1400.248
1139.967, 1397.993
1140.449, 1404.630
1140.931, 1416.587
1141.413, 1422.425
1141.895, 1409.894
1142.377, 1402.142
1142.859, 1403.982
1143.342, 1409.190
1143.824, 1411.315
1144.306, 1410.867
1144.788, 1409.840
1145.270, 1408.263
1145.752, 1404.741
1146.234, 1393.248
1146.716, 1386.269
1147.198, 1390.407
1147.681, 1400.049
1148.163, 1401.725
1148.645, 1397.204
1149.127, 1402.463
1149.609, 1421.637
1150.091, 1438.520
1150.573, 1444.089
1151.055, 1441.185
1151.537, 1427.013
1152.020, 1405.674
1152.502, 1400.930
1152.984, 1412.695
1153.466, 1421.704
1153.948, 1420.369
1154.430, 1417.575
1154.912, 1423.227
1155.394, 1430.132
1155.877, 1430.108
1156.359, 1422.688
1156.841, 1411.909
1157.323, 1396.844
1157.805, 1386.931
1158.287, 1388.207
1158.769, 1396.023
1159.251, 1409.979
1159.734, 1425.431
1160.216, 1434.299
1160.698, 1435.844
1161.180, 1428.127
1161.662, 1407.986
1162.144, 1392.200
1162.626, 1400.820
1163.108, 1417.525
1163.590, 1414.485
1164.073, 1398.474
1164.555, 1393.361
1165.037, 1415.595
1165.519, 1428.872
1166.001, 1428.941
1166.483, 1422.539
1166.965, 1412.687
1167.447, 1403.388
1167.929, 1404.971
1168.412, 1416.571
1168.894, 1423.471
1169.376, 1414.314
1169.858, 1410.113
1170.340, 1415.496
1170.822, 1426.606
1171.304, 1442.046
1171.786, 1457.510
1172.269, 1460.335
1172.751, 1448.192
1173.233, 1434.439
1173.715, 1419.334
1174.197, 1409.523
1174.679, 1408.587
1175.161, 1413.156
1175.643, 1413.889
1176.125, 1412.544
1176.608, 1416.266
1177.090, 1429.493
1177.572, 1437.505
1178.054, 1431.839
1178.536, 1420.430
1179.018, 1403.833
1179.500, 1385.379
1179.982, 1383.398
1180.464, 1395.228
1180.947, 1408.129
1181.429, 1419.530
1181.911, 1426.704
1182.393, 1425.015
1182.875, 1421.314
1183.357, 1421.806
1183.839, 1426.040
1184.321, 1420.746
1184.804, 1407.816
1185.286, 1402.625
1185.768, 1426.540
1186.250, 1445.704
1186.732, 1436.287
1187.214, 1417.077
1187.696, 1408.935
1188.178, 1412.080
1188.661, 1419.413
1189.143, 1430.427
1189.625, 1436.950
1190.107, 1427.117
1190.589, 1417.676
1191.071, 1421.599
1191.553, 1431.975
1192.035, 1435.754
1192.517, 1432.422
1193.000, 1416.169
1193.482, 1436.165
1193.964, 1446.594
1194.446, 1447.983
1194.928, 1412.537
1195.410, 1425.208
1195.892, 1418.932
1196.374, 1412.111
1196.856, 1432.241
1197.339, 1403.390
1197.821, 1423.578
1198.303, 1424.528
1198.785, 1434.633
1199.267, 1425.674
1199.749, 1422.919
1200.231, 1439.714
1200.713, 1446.058
1201.196, 1435.843
1201.678, 1447.958
1202.160, 1420.840
1202.642, 1428.602
1203.124, 1451.550
1203.606, 1443.505
1204.088, 1457.177
1204.570, 1462.909
1205.052, 1431.711
1205.535, 1449.448
1206.017, 1442.300
1206.499, 1415.721
1206.981, 1394.401
1207.463, 1413.273
1207.945, 1444.460
1208.427, 1454.717
1208.909, 1441.310
1209.391, 1437.507
1209.874, 1444.451
1210.356, 1443.473
1210.838, 1419.998
1211.320, 1395.736
1211.802, 1390.625
1212.284, 1398.135
1212.766, 1412.165
1213.248, 1434.957
1213.731, 1442.622
1214.213, 1434.000
1214.695, 1425.982
1215.177, 1429.355
1215.659, 1436.454
1216.141, 1444.799
1216.623, 1450.130
1217.105, 1444.603
1217.588, 1423.253
1218.070, 1412.447
1218.552, 1412.924
1219.034, 1414.335
1219.516, 1402.665
1219.998, 1395.346
1220.480, 1417.918
1220.962, 1452.358
1221.444, 1462.592
1221.927, 1442.095
1222.409, 1426.254
1222.891, 1416.642
1223.373, 1409.914
1223.855, 1400.762
1224.337, 1395.868
1224.819, 1404.911
1225.301, 1421.651
1225.783, 1429.930
1226.266, 1428.056
1226.748, 1429.315
1227.230, 1435.156
1227.712, 1439.310
1228.194, 1434.286
1228.676, 1427.812
1229.158, 1423.364
1229.640, 1422.936
1230.123, 1433.517
1230.605, 1457.486
1231.087, 1465.720
1231.569, 1453.603
1232.051, 1440.000
1232.533, 1444.114
1233.015, 1449.478
1233.497, 1440.037
1233.979, 1422.121
1234.462, 1416.014
1234.944, 1422.097
1235.426, 1426.573
1235.908, 1426.896
1236.390, 1428.885
1236.872, 1441.485
1237.354, 1453.468
1237.836, 1455.824
1238.318, 1451.194
1238.801, 1446.765
1239.283, 1442.475
1239.765, 1436.261
1240.247, 1426.843
1240.729, 1421.347
1241.211, 1431.332
1241.693, 1440.488
1242.175, 1436.551
1242.658, 1423.977
1243.140, 1417.932
1243.622, 1417.957
1244.104, 1420.814
1244.586, 1426.636
1245.068, 1429.937
1245.550, 1420.621
1246.032, 1414.991
1246.515, 1424.552
1246.997, 1443.747
1247.479, 1451.105
1247.961, 1448.436
1248.443, 1444.744
1248.925, 1442.056
1249.407, 1440.543
1249.889, 1437.566
1250.371, 1439.483
1250.854, 1452.194
1251.336, 1470.746
1251.818, 1476.866
1252.300, 1473.383
1252.782, 1470.549
1253.264, 1472.527
1253.746, 1471.096
1254.228, 1461.138
1254.710, 1449.847
1255.193, 1439.029
1255.675, 1430.392
1256.157, 1431.217
1256.639, 1438.227
1257.121, 1443.127
1257.603, 1443.099
1258.085, 1441.933
1258.567, 1439.093
1259.050, 1437.620
1259.532, 1438.928
1260.014, 1442.947
1260.496, 1452.749
1260.978, 1464.371
1261.460, 1469.324
1261.942, 1463.066
1262.424, 1454.093
1262.906, 1440.124
1263.389, 1431.951
1263.871, 1439.890
1264.353, 1453.207
1264.835, 1452.776
1265.317, 1444.463
1265.799, 1438.721
1266.281, 1438.800
1266.763, 1438.976
1267.245, 1439.374
1267.728, 1439.240
1268.210, 1437.736
1268.692, 1435.880
1269.174, 1432.268
1269.656, 1430.181
1270.138, 1437.409
1270.620, 1459.818
1271.102, 1463.521
1271.585, 1446.624
1272.067, 1435.405
1272.549, 1451.898
1273.031, 1473.232
1273.513, 1481.998
1273.995, 1482.200
1274.477, 1479.357
1274.959, 1473.195
1275.442, 1469.005
1275.924, 1466.655
1276.406, 1463.012
1276.888, 1451.132
1277.370, 1443.295
1277.852, 1451.063
1278.334, 1463.545
1278.816, 1469.807
1279.298, 1469.994
1279.781, 1466.449
1280.263, 1460.279
1280.745, 1459.109
1281.227, 1474.858
1281.709, 1486.035
1282.191, 1484.096
1282.673, 1476.523
1283.155, 1467.375
1283.637, 1457.689
1284.120, 1451.605
1284.602, 1449.819
1285.084, 1455.003
1285.566, 1482.416
1286.048, 1494.361
1286.530, 1480.933
1287.012, 1462.446
1287.494, 1455.493
1287.977, 1456.344
1288.459, 1458.917
1288.941, 1461.888
1289.423, 1461.749
1289.905, 1447.243
1290.387, 1450.645
1290.869, 1478.796
1291.351, 1503.001
1291.833, 1491.650
1292.316, 1469.871
1292.798, 1473.180
1293.280, 1491.671
1293.762, 1501.643
1294.244, 1499.541
1294.726, 1495.199
1295.208, 1488.739
1295.690, 1480.857
1296.172, 1464.733
1296.655, 1454.790
1297.137, 1472.889
1297.619, 1499.950
1298.101, 1503.932
1298.583, 1482.014
1299.065, 1469.611
1299.547, 1466.915
1300.029, 1466.077
1300.512, 1462.735
1300.994, 1459.562
1301.476, 1457.026
1301.958, 1456.007
1302.440, 1458.332
1302.922, 1463.305
1303.404, 1466.036
1303.886, 1466.555
1304.369, 1465.582
1304.851, 1459.766
1305.333, 1458.302
1305.815, 1464.619
1306.297, 1471.730
1306.779, 1473.136
1307.261, 1470.784
1307.743, 1469.115
1308.225, 1467.865
1308.708, 1466.141
1309.190, 1462.853
1309.672, 1460.081
1310.154, 1457.285
1310.636, 1457.070
1311.118, 1463.059
1311.600, 1471.431
1312.082, 1481.872
1312.564, 1489.777
1313.047, 1483.400
1313.529, 1455.420
1314.011, 1443.733
1314.493, 1449.131
1314.975, 1458.194
1315.457, 1465.391
1315.939, 1469.671
1316.421, 1467.745
1316.904, 1464.112
1317.386, 1465.700
1317.868, 1472.434
##END=



