##NAMES=Gehlenite
##RRUFFID=R060841
##IDEAL CHEMISTRY=Ca_2_Al(SiAl)O_7_
##LOCALITY=Monzoni, Tyrol, Italy
##OWNER=RRUFF
##SOURCE=Michael Scott
##DESCRIPTION=Brown rectangular prism
##STATUS=The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis
##URL=rruff.info/R060841
##MEASURED CHEMISTRY=(Ca_1.92_Na_0.07_K_0.01_)_Σ=2_(Al_0.62_Mg_0.25_Fe^2+^_0.13_)_Σ=1_(Si_1.46_Al_0.54_)O_7_ ; = lighter phase, and the darker phase is calcite
741.0424, 8255.670
741.5245, 8271.669
742.0066, 8292.885
742.4887, 8300.038
742.9708, 8292.053
743.4529, 8292.350
743.9351, 8302.652
744.4172, 8309.662
744.8993, 8302.162
745.3814, 8282.098
745.8635, 8248.620
746.3456, 8199.354
746.8278, 8161.669
747.3099, 8161.350
747.7920, 8179.088
748.2741, 8199.941
748.7562, 8236.215
749.2383, 8242.574
749.7205, 8195.987
750.2026, 8130.825
750.6847, 8082.448
751.1668, 8000.929
751.6489, 8013.758
752.1310, 8019.018
752.6132, 8017.114
753.0953, 7986.598
753.5774, 7993.030
754.0595, 7984.654
754.5416, 7975.671
755.0237, 7987.304
755.5059, 7960.947
755.9880, 7972.253
756.4701, 8012.126
756.9522, 8030.500
757.4343, 8041.154
757.9164, 8034.797
758.3986, 8016.262
758.8807, 7992.712
759.3628, 7957.958
759.8449, 7940.365
760.3270, 7956.852
760.8091, 7989.702
761.2913, 7986.909
761.7734, 7952.925
762.2555, 7918.651
762.7376, 7895.523
763.2197, 7883.362
763.7018, 7884.592
764.1840, 7897.430
764.6661, 7913.728
765.1482, 7936.771
765.6303, 7955.967
766.1124, 7962.886
766.5945, 7958.543
767.0767, 7966.711
767.5588, 7994.291
768.0409, 8015.765
768.5230, 8003.645
769.0051, 7976.161
769.4872, 8002.896
769.9694, 8016.006
770.4515, 8016.225
770.9336, 7964.938
771.4157, 7980.159
771.8978, 7968.727
772.3799, 7956.203
772.8621, 7980.784
773.3442, 7981.063
773.8263, 8033.916
774.3084, 8059.076
774.7905, 8050.035
775.2726, 8039.874
775.7548, 8025.882
776.2369, 8017.197
776.7190, 8025.662
777.2011, 8048.479
777.6832, 8063.682
778.1653, 8069.194
778.6475, 8072.500
779.1296, 8076.062
779.6117, 8083.292
780.0938, 8101.504
780.5759, 8139.025
781.0580, 8164.871
781.5402, 8149.607
782.0223, 8129.379
782.5044, 8141.206
782.9865, 8207.915
783.4686, 8246.027
783.9507, 8243.720
784.4329, 8227.623
784.9150, 8228.882
785.3971, 8246.166
785.8792, 8273.161
786.3613, 8311.864
786.8434, 8349.822
787.3256, 8374.565
787.8077, 8390.326
788.2898, 8403.003
788.7719, 8405.439
789.2540, 8417.156
789.7361, 8456.475
790.2183, 8501.846
790.7004, 8520.246
791.1825, 8498.311
791.6646, 8491.485
792.1467, 8511.288
792.6288, 8543.670
793.1110, 8562.227
793.5930, 8570.798
794.0751, 8589.094
794.5573, 8629.694
795.0394, 8672.278
795.5215, 8700.467
796.0036, 8716.633
796.4857, 8725.096
796.9678, 8712.535
797.4500, 8710.453
797.9321, 8732.836
798.4142, 8767.316
798.8963, 8786.986
799.3784, 8790.547
799.8605, 8784.945
800.3427, 8767.155
800.8248, 8747.961
801.3069, 8755.928
801.7890, 8782.926
802.2711, 8798.332
802.7532, 8775.850
803.2354, 8747.907
803.7175, 8732.903
804.1996, 8728.740
804.6817, 8729.188
805.1638, 8748.206
805.6459, 8752.776
806.1281, 8674.251
806.6102, 8680.088
807.0923, 8678.356
807.5744, 8669.462
808.0565, 8631.953
808.5386, 8631.396
809.0208, 8616.025
809.5029, 8600.052
809.9850, 8604.694
810.4671, 8571.348
810.9492, 8575.662
811.4313, 8646.770
811.9135, 8630.337
812.3956, 8579.739
812.8777, 8557.043
813.3598, 8584.313
813.8419, 8604.298
814.3240, 8597.709
814.8062, 8571.443
815.2883, 8551.995
815.7704, 8539.367
816.2525, 8530.284
816.7346, 8521.940
817.2167, 8516.968
817.6989, 8523.246
818.1810, 8537.048
818.6631, 8543.371
819.1452, 8523.261
819.6273, 8507.676
820.1094, 8513.471
820.5916, 8536.309
821.0737, 8553.307
821.5558, 8563.482
822.0379, 8571.109
822.5200, 8581.059
823.0021, 8588.200
823.4843, 8566.273
823.9664, 8521.720
824.4485, 8494.566
824.9306, 8524.400
825.4127, 8567.682
825.8948, 8588.934
826.3770, 8591.284
826.8591, 8599.139
827.3412, 8624.222
827.8233, 8647.966
828.3054, 8662.887
828.7875, 8671.593
829.2697, 8694.486
829.7518, 8734.428
830.2339, 8762.161
830.7160, 8752.428
831.1981, 8727.868
831.6802, 8737.433
832.1624, 8771.831
832.6445, 8790.609
833.1266, 8748.713
833.6087, 8709.456
834.0908, 8706.667
834.5729, 8738.530
835.0551, 8771.504
835.5372, 8810.393
836.0193, 8839.619
836.5014, 8851.568
836.9835, 8850.502
837.4656, 8848.490
837.9478, 8846.423
838.4299, 8852.736
838.9120, 8874.538
839.3941, 8905.067
839.8762, 8949.014
840.3583, 8998.735
840.8405, 9024.776
841.3226, 8984.873
841.8047, 8957.294
842.2868, 8969.701
842.7689, 9011.999
843.2510, 9038.841
843.7332, 9049.043
844.2153, 9050.361
844.6974, 9039.117
845.1795, 9026.470
845.6616, 9040.770
846.1437, 9074.081
846.6259, 9099.121
847.1080, 9099.162
847.5901, 9090.584
848.0722, 9075.113
848.5543, 9056.865
849.0364, 9051.180
849.5186, 9064.971
850.0007, 9076.968
850.4828, 9080.622
850.9649, 9080.221
851.4470, 9093.057
851.9291, 9115.755
852.4113, 9122.537
852.8934, 9090.250
853.3755, 9051.776
853.8576, 9035.750
854.3397, 9036.999
854.8218, 9042.983
855.3040, 9056.706
855.7860, 9066.650
856.2681, 9066.483
856.7502, 9062.985
857.2324, 9074.202
857.7145, 9101.631
858.1966, 9123.584
858.6787, 9133.607
859.1608, 9135.540
859.6429, 9129.822
860.1251, 9121.006
860.6072, 9119.295
861.0893, 9138.853
861.5714, 9153.597
862.0535, 9145.132
862.5356, 9128.202
863.0178, 9131.543
863.4999, 9168.653
863.9820, 9187.285
864.4641, 9173.508
864.9462, 9150.519
865.4283, 9163.738
865.9105, 9201.261
866.3926, 9217.636
866.8747, 9189.579
867.3568, 9165.621
867.8389, 9194.817
868.3210, 9244.939
868.8032, 9276.625
869.2853, 9270.818
869.7674, 9260.671
870.2495, 9242.855
870.7316, 9225.780
871.2137, 9220.609
871.6959, 9226.817
872.1780, 9233.009
872.6601, 9237.363
873.1422, 9243.405
873.6243, 9253.563
874.1064, 9267.920
874.5886, 9286.877
875.0707, 9311.279
875.5528, 9337.484
876.0349, 9371.992
876.5170, 9401.821
876.9991, 9412.235
877.4813, 9395.504
877.9634, 9411.604
878.4455, 9467.021
878.9276, 9525.015
879.4097, 9543.900
879.8918, 9543.814
880.3740, 9558.168
880.8561, 9591.005
881.3382, 9631.038
881.8203, 9667.710
882.3024, 9714.240
882.7845, 9786.816
883.2667, 9889.909
883.7488, 9960.248
884.2309, 9987.067
884.7130, 10015.87
885.1951, 10082.80
885.6772, 10174.05
886.1594, 10253.27
886.6415, 10319.32
887.1236, 10372.84
887.6057, 10384.98
888.0878, 10409.94
888.5699, 10501.92
889.0521, 10657.07
889.5342, 10753.83
890.0163, 10757.70
890.4984, 10766.57
890.9805, 10819.18
891.4626, 10902.89
891.9448, 10970.39
892.4269, 11024.40
892.9090, 11089.02
893.3911, 11195.66
893.8732, 11301.32
894.3553, 11359.50
894.8375, 11388.41
895.3196, 11440.94
895.8017, 11546.58
896.2838, 11652.24
896.7659, 11754.35
897.2480, 11848.44
897.7302, 11925.75
898.2123, 11985.86
898.6944, 12036.94
899.1765, 12075.91
899.6586, 12118.05
900.1407, 12182.47
900.6229, 12260.59
901.1050, 12337.33
901.5871, 12408.71
902.0692, 12480.31
902.5513, 12561.53
903.0334, 12637.92
903.5156, 12689.80
903.9977, 12716.24
904.4798, 12741.30
904.9619, 12767.80
905.4440, 12792.55
905.9261, 12818.95
906.4083, 12838.32
906.8904, 12836.93
907.3725, 12808.04
907.8546, 12774.27
908.3367, 12748.64
908.8188, 12714.59
909.3010, 12657.05
909.7831, 12569.87
910.2652, 12511.78
910.7473, 12486.07
911.2294, 12466.00
911.7115, 12434.40
912.1937, 12392.40
912.6758, 12334.29
913.1579, 12262.21
913.6400, 12203.67
914.1221, 12188.27
914.6042, 12171.94
915.0864, 12130.57
915.5685, 12067.50
916.0506, 12014.29
916.5327, 11971.05
917.0148, 11938.28
917.4969, 11924.26
917.9790, 11914.42
918.4611, 11871.01
918.9432, 11807.12
919.4254, 11764.46
919.9075, 11777.18
920.3896, 11798.66
920.8717, 11816.29
921.3538, 11828.57
921.8359, 11828.53
922.3181, 11808.77
922.8002, 11810.61
923.2823, 11850.27
923.7644, 11896.95
924.2465, 11894.55
924.7286, 11861.39
925.2108, 11836.47
925.6929, 11829.22
926.1750, 11835.46
926.6571, 11867.82
927.1392, 11904.23
927.6213, 11924.70
928.1035, 11934.73
928.5856, 11901.54
929.0677, 11811.58
929.5498, 11723.95
930.0319, 11712.64
930.5140, 11742.85
930.9962, 11740.15
931.4783, 11696.42
931.9604, 11637.62
932.4425, 11572.55
932.9246, 11500.23
933.4067, 11411.85
933.8889, 11307.77
934.3710, 11235.08
934.8531, 11202.71
935.3352, 11166.51
935.8173, 11095.21
936.2994, 11007.28
936.7816, 10948.79
937.2637, 10913.03
937.7458, 10875.33
938.2279, 10814.05
938.7100, 10757.88
939.1921, 10722.85
939.6743, 10702.84
940.1564, 10681.06
940.6385, 10657.28
941.1206, 10635.64
941.6027, 10621.85
942.0848, 10600.01
942.5670, 10531.21
943.0491, 10437.18
943.5312, 10362.73
944.0133, 10327.03
944.4954, 10301.00
944.9775, 10271.51
945.4597, 10247.42
945.9418, 10240.52
946.4239, 10260.79
946.9060, 10257.03
947.3881, 10224.81
947.8702, 10184.46
948.3524, 10147.33
948.8345, 10118.33
949.3166, 10111.71
949.7987, 10128.28
950.2808, 10138.31
950.7629, 10115.77
951.2451, 10095.24
951.7272, 10097.32
952.2093, 10119.25
952.6914, 10127.68
953.1735, 10121.99
953.6556, 10105.52
954.1378, 10067.84
954.6199, 10030.91
955.1020, 10044.79
955.5841, 10087.63
956.0662, 10099.96
956.5483, 10028.59
957.0305, 9959.978
957.5126, 9910.685
957.9947, 9880.304
958.4768, 9876.474
958.9589, 9902.040
959.4410, 9901.899
959.9232, 9860.753
960.4053, 9814.293
960.8874, 9810.885
961.3695, 9823.569
961.8516, 9811.643
962.3337, 9755.828
962.8159, 9714.054
963.2980, 9706.937
963.7801, 9706.479
964.2622, 9694.419
964.7443, 9670.550
965.2264, 9661.712
965.7086, 9667.994
966.1907, 9660.581
966.6728, 9602.695
967.1549, 9533.728
967.6370, 9489.070
968.1191, 9468.456
968.6013, 9462.846
969.0834, 9491.054
969.5655, 9502.299
970.0476, 9477.064
970.5297, 9434.233
971.0118, 9427.443
971.4940, 9450.122
971.9761, 9457.753
972.4582, 9429.190
972.9403, 9395.820
973.4224, 9379.650
973.9045, 9374.146
974.3867, 9371.068
974.8688, 9375.075
975.3509, 9369.149
975.8330, 9349.119
976.3151, 9327.877
976.7972, 9317.878
977.2794, 9317.126
977.7615, 9321.912
978.2436, 9331.608
978.7257, 9335.003
979.2078, 9312.121
979.6899, 9291.641
980.1720, 9298.522
980.6541, 9329.759
981.1362, 9338.982
981.6183, 9321.404
982.1005, 9301.066
982.5826, 9286.911
983.0647, 9276.346
983.5468, 9262.303
984.0289, 9247.994
984.5110, 9241.921
984.9932, 9264.435
985.4753, 9275.316
985.9574, 9249.426
986.4395, 9212.934
986.9216, 9198.372
987.4037, 9209.580
987.8859, 9209.935
988.3680, 9195.141
988.8501, 9175.429
989.3322, 9152.180
989.8143, 9134.703
990.2964, 9140.491
990.7786, 9173.843
991.2607, 9194.890
991.7428, 9181.378
992.2249, 9170.037
992.7070, 9177.363
993.1891, 9199.410
993.6713, 9218.281
994.1534, 9232.686
994.6355, 9227.296
995.1176, 9166.588
995.5997, 9111.333
996.0818, 9119.056
996.5640, 9165.867
997.0461, 9204.288
997.5282, 9233.068
998.0103, 9241.320
998.4924, 9220.914
998.9745, 9193.163
999.4567, 9188.220
999.9388, 9198.669
1000.421, 9201.610
1000.903, 9193.190
1001.385, 9185.575
1001.867, 9190.773
1002.349, 9195.324
1002.831, 9189.220
1003.314, 9172.563
1003.796, 9151.309
1004.278, 9122.682
1004.760, 9106.073
1005.242, 9120.842
1005.724, 9145.537
1006.206, 9139.524
1006.688, 9114.798
1007.171, 9103.248
1007.653, 9138.835
1008.135, 9158.825
1008.617, 9144.887
1009.099, 9116.889
1009.581, 9100.575
1010.063, 9095.634
1010.545, 9097.341
1011.027, 9105.495
1011.510, 9115.687
1011.992, 9128.278
1012.474, 9137.895
1012.956, 9137.053
1013.438, 9123.022
1013.920, 9117.662
1014.402, 9127.636
1014.884, 9132.345
1015.367, 9117.512
1015.849, 9093.492
1016.331, 9094.008
1016.813, 9113.112
1017.295, 9128.210
1017.777, 9132.251
1018.259, 9125.877
1018.741, 9095.746
1019.223, 9061.913
1019.706, 9055.742
1020.188, 9085.153
1020.670, 9100.304
1021.152, 9095.811
1021.634, 9081.423
1022.116, 9051.330
1022.598, 9026.040
1023.080, 9043.613
1023.563, 9110.461
1024.045, 9150.721
1024.527, 9118.899
1025.009, 9094.108
1025.491, 9109.649
1025.973, 9151.926
1026.455, 9171.511
1026.937, 9169.495
1027.419, 9152.350
1027.901, 9109.911
1028.384, 9072.219
1028.866, 9058.530
1029.348, 9063.686
1029.830, 9084.264
1030.312, 9137.896
1030.794, 9148.702
1031.276, 9102.625
1031.758, 9054.936
1032.241, 9076.303
1032.723, 9128.445
1033.205, 9133.126
1033.687, 9088.804
1034.169, 9062.208
1034.651, 9103.331
1035.133, 9141.393
1035.615, 9148.731
1036.098, 9134.521
1036.580, 9129.378
1037.062, 9132.716
1037.544, 9140.287
1038.026, 9153.503
1038.508, 9163.171
1038.990, 9159.272
1039.472, 9147.581
1039.954, 9134.851
1040.437, 9119.337
1040.919, 9110.852
1041.401, 9111.547
1041.883, 9114.000
1042.365, 9112.658
1042.847, 9109.068
1043.329, 9109.646
1043.811, 9112.816
1044.293, 9107.421
1044.776, 9069.986
1045.258, 9045.236
1045.740, 9059.041
1046.222, 9090.573
1046.704, 9094.017
1047.186, 9068.974
1047.668, 9046.092
1048.150, 9030.121
1048.633, 9023.371
1049.115, 9036.089
1049.597, 9054.697
1050.079, 9065.975
1050.561, 9068.003
1051.043, 9056.879
1051.525, 9022.179
1052.007, 9001.543
1052.490, 9025.142
1052.972, 9072.233
1053.454, 9094.201
1053.936, 9093.101
1054.418, 9076.244
1054.900, 9004.683
1055.382, 8970.083
1055.864, 9037.467
1056.346, 9130.861
1056.828, 9149.202
1057.311, 9090.307
1057.793, 9061.495
1058.275, 9074.971
1058.757, 9090.750
1059.239, 9065.852
1059.721, 9034.380
1060.203, 9031.705
1060.685, 9059.675
1061.168, 9070.736
1061.650, 9057.308
1062.132, 9043.281
1062.614, 9034.334
1063.096, 9032.835
1063.578, 9053.292
1064.060, 9083.534
1064.542, 9094.906
1065.025, 9069.768
1065.507, 9043.992
1065.989, 9026.237
1066.471, 9014.411
1066.953, 9008.282
1067.435, 9007.849
1067.917, 9011.246
1068.399, 9018.143
1068.881, 9019.460
1069.364, 8998.492
1069.846, 8979.613
1070.328, 8984.215
1070.810, 9005.432
1071.292, 9018.947
1071.774, 9019.938
1072.256, 9027.862
1072.738, 9048.065
1073.220, 9067.133
1073.703, 9064.699
1074.185, 9050.441
1074.667, 9040.579
1075.149, 9038.222
1075.631, 9030.300
1076.113, 9003.049
1076.595, 8984.003
1077.077, 8987.984
1077.559, 9007.466
1078.042, 9014.725
1078.524, 9011.623
1079.006, 9005.812
1079.488, 8997.782
1079.970, 8992.677
1080.452, 8993.490
1080.934, 8999.072
1081.416, 9008.750
1081.899, 9024.851
1082.381, 9030.150
1082.863, 9022.916
1083.345, 9017.438
1083.827, 9024.931
1084.309, 9039.656
1084.791, 9061.470
1085.273, 9086.331
1085.755, 9095.383
1086.238, 9069.381
1086.720, 9062.601
1087.202, 9091.246
1087.684, 9129.215
1088.166, 9142.021
1088.648, 9132.088
1089.130, 9097.514
1089.612, 9032.937
1090.094, 8989.498
1090.577, 9007.561
1091.059, 9034.456
1091.541, 9044.954
1092.023, 9042.176
1092.505, 9043.128
1092.987, 9047.687
1093.469, 9055.175
1093.951, 9069.500
1094.434, 9079.568
1094.916, 9077.178
1095.398, 9065.334
1095.880, 9045.512
1096.362, 9007.422
1096.844, 9003.039
1097.326, 9038.191
1097.808, 9070.183
1098.291, 9058.333
1098.773, 9028.045
1099.255, 9010.696
1099.737, 9005.257
1100.219, 9003.655
1100.701, 9006.585
1101.183, 9008.434
1101.665, 9004.887
1102.147, 9006.442
1102.630, 9037.423
1103.112, 9084.743
1103.594, 9116.150
1104.076, 9126.298
1104.558, 9122.545
1105.040, 9084.738
1105.522, 9059.433
1106.004, 9074.485
1106.486, 9117.670
1106.969, 9133.512
1107.451, 9124.196
1107.933, 9109.227
1108.415, 9094.367
1108.897, 9079.066
1109.379, 9058.799
1109.861, 9040.946
1110.343, 9032.447
1110.826, 9031.926
1111.308, 9056.194
1111.790, 9110.372
1112.272, 9147.418
1112.754, 9115.465
1113.236, 9064.910
1113.718, 9057.269
1114.200, 9079.871
1114.682, 9096.432
1115.165, 9099.447
1115.647, 9097.242
1116.129, 9089.413
1116.611, 9078.538
1117.093, 9065.717
1117.575, 9052.546
1118.057, 9038.901
1118.539, 9025.599
1119.021, 9026.889
1119.504, 9069.089
1119.986, 9100.541
1120.468, 9101.605
1120.950, 9087.046
1121.432, 9100.357
1121.914, 9131.508
1122.396, 9129.781
1122.878, 9074.276
1123.361, 9024.789
1123.843, 9026.360
1124.325, 9038.109
1124.807, 9024.296
1125.289, 8988.438
1125.771, 8996.754
1126.253, 9048.292
1126.735, 9101.862
1127.218, 9140.324
1127.700, 9169.568
1128.182, 9194.266
1128.664, 9212.425
1129.146, 9221.136
1129.628, 9219.495
1130.110, 9208.719
1130.592, 9186.154
1131.074, 9168.272
1131.557, 9169.452
1132.039, 9181.849
1132.521, 9203.940
1133.003, 9229.466
1133.485, 9234.552
1133.967, 9193.839
1134.449, 9176.423
1134.931, 9197.812
1135.413, 9228.106
1135.896, 9224.944
1136.378, 9204.489
1136.860, 9125.651
1137.342, 9202.862
1137.824, 9246.012
1138.306, 9256.931
1138.788, 9139.084
1139.270, 9187.512
1139.752, 9169.304
1140.235, 9148.362
1140.717, 9220.191
1141.199, 9121.074
1141.681, 9191.433
1142.163, 9194.139
1142.645, 9227.808
1143.127, 9194.431
1143.609, 9181.762
1144.092, 9236.159
1144.574, 9185.321
1145.056, 9198.465
1145.538, 9202.457
1146.020, 9181.426
1146.502, 9155.755
1146.984, 9130.703
1147.466, 9114.653
1147.948, 9118.086
1148.431, 9146.012
1148.913, 9162.112
1149.395, 9165.563
1149.877, 9176.206
1150.359, 9224.956
1150.841, 9271.057
1151.323, 9270.145
1151.805, 9240.104
1152.287, 9230.612
1152.770, 9250.095
1153.252, 9267.397
1153.734, 9280.089
1154.216, 9288.251
1154.698, 9287.536
1155.180, 9285.333
1155.662, 9294.059
1156.144, 9312.399
1156.627, 9319.030
1157.109, 9307.511
1157.591, 9298.335
1158.073, 9298.701
1158.555, 9296.783
1159.037, 9263.893
1159.519, 9221.229
1160.001, 9207.183
1160.484, 9230.355
1160.966, 9252.932
1161.448, 9272.890
1161.930, 9281.668
1162.412, 9274.314
1162.894, 9255.698
1163.376, 9226.116
1163.858, 9195.692
1164.340, 9195.157
1164.823, 9250.431
1165.305, 9286.342
1165.787, 9272.909
1166.269, 9248.356
1166.751, 9231.024
1167.233, 9221.071
1167.715, 9221.473
1168.197, 9230.434
1168.679, 9239.675
1169.162, 9250.833
1169.644, 9253.977
1170.126, 9234.614
1170.608, 9214.770
1171.090, 9215.498
1171.572, 9234.970
1172.054, 9246.547
1172.536, 9250.767
1173.019, 9261.742
1173.501, 9295.609
1173.983, 9329.470
1174.465, 9354.893
1174.947, 9371.771
1175.429, 9380.558
1175.911, 9381.241
1176.393, 9365.375
1176.875, 9332.229
1177.358, 9305.591
1177.840, 9306.376
1178.322, 9317.271
1178.804, 9331.219
1179.286, 9345.671
1179.768, 9351.986
1180.250, 9349.403
1180.732, 9357.930
1181.214, 9383.196
1181.697, 9406.575
1182.179, 9414.071
1182.661, 9410.514
1183.143, 9394.951
1183.625, 9369.918
1184.107, 9357.049
1184.589, 9357.628
1185.071, 9354.923
1185.554, 9342.188
1186.036, 9329.859
1186.518, 9327.636
1187.000, 9332.843
1187.482, 9345.769
1187.964, 9367.731
1188.446, 9373.808
1188.928, 9360.733
1189.411, 9356.444
1189.893, 9379.193
1190.375, 9407.372
1190.857, 9416.432
1191.339, 9413.640
1191.821, 9409.011
1192.303, 9405.404
1192.785, 9391.714
1193.267, 9364.178
1193.750, 9345.510
1194.232, 9352.342
1194.714, 9373.580
1195.196, 9408.542
1195.678, 9444.122
1196.160, 9451.944
1196.642, 9411.357
1197.124, 9376.168
1197.606, 9343.747
1198.089, 9330.330
1198.571, 9360.842
1199.053, 9410.627
1199.535, 9456.036
1200.017, 9491.794
1200.499, 9503.770
1200.981, 9483.154
1201.463, 9450.568
1201.945, 9401.622
1202.428, 9364.680
1202.910, 9379.799
1203.392, 9419.118
1203.874, 9445.045
1204.356, 9457.214
1204.838, 9468.946
1205.320, 9485.385
1205.802, 9495.809
1206.285, 9499.076
1206.767, 9493.996
1207.249, 9468.424
1207.731, 9439.018
1208.213, 9432.799
1208.695, 9451.917
1209.177, 9473.451
1209.659, 9501.374
1210.141, 9511.727
1210.624, 9492.054
1211.106, 9467.387
1211.588, 9482.358
1212.070, 9513.688
1212.552, 9520.607
1213.034, 9493.407
1213.516, 9484.549
1213.998, 9509.124
1214.480, 9526.361
1214.963, 9520.202
1215.445, 9503.825
1215.927, 9493.462
1216.409, 9491.229
1216.891, 9504.107
1217.373, 9539.590
1217.855, 9560.050
1218.337, 9561.012
1218.820, 9552.888
1219.302, 9536.531
1219.784, 9519.122
1220.266, 9511.377
1220.748, 9512.911
1221.230, 9525.530
1221.712, 9559.737
1222.194, 9574.463
1222.677, 9563.086
1223.159, 9545.855
1223.641, 9530.642
1224.123, 9520.045
1224.605, 9519.867
1225.087, 9527.259
1225.569, 9536.948
1226.051, 9550.155
1226.533, 9560.901
1227.016, 9570.003
1227.498, 9573.957
1227.980, 9564.113
1228.462, 9551.570
1228.944, 9558.472
1229.426, 9576.891
1229.908, 9587.827
1230.390, 9578.705
1230.872, 9577.995
1231.355, 9587.430
1231.837, 9601.756
1232.319, 9624.601
1232.801, 9644.238
1233.283, 9636.732
1233.765, 9611.591
1234.247, 9599.047
1234.729, 9607.687
1235.212, 9619.582
1235.694, 9633.900
1236.176, 9649.345
1236.658, 9669.725
1237.140, 9686.499
1237.622, 9685.551
1238.104, 9670.781
1238.586, 9660.828
1239.068, 9661.879
1239.551, 9650.221
1240.033, 9619.595
1240.515, 9595.954
1240.997, 9612.322
1241.479, 9643.597
1241.961, 9668.937
1242.443, 9684.765
1242.925, 9682.475
1243.407, 9657.520
1243.890, 9633.465
1244.372, 9611.738
1244.854, 9604.361
1245.336, 9636.275
1245.818, 9678.107
1246.300, 9701.492
1246.782, 9707.026
1247.264, 9718.367
1247.747, 9739.644
1248.229, 9726.100
1248.711, 9661.777
1249.193, 9604.585
1249.675, 9618.277
1250.157, 9653.942
1250.639, 9670.177
1251.121, 9670.129
1251.604, 9680.946
1252.086, 9703.957
1252.568, 9710.316
1253.050, 9690.912
1253.532, 9671.498
1254.014, 9672.001
1254.496, 9682.831
1254.978, 9699.849
1255.460, 9720.258
1255.943, 9735.772
1256.425, 9745.978
1256.907, 9744.376
1257.389, 9724.613
1257.871, 9751.629
1258.353, 9775.767
1258.835, 9788.552
1259.317, 9790.592
1259.799, 9749.712
1260.281, 9764.255
1260.764, 9756.584
1261.246, 9748.006
1261.728, 9770.350
1262.210, 9735.713
1262.692, 9757.566
1263.174, 9756.871
1263.656, 9766.495
1264.138, 9753.771
1264.621, 9688.271
1265.103, 9700.523
1265.585, 9703.806
1266.067, 9687.190
1266.549, 9675.395
1267.031, 9678.293
1267.513, 9686.271
1267.995, 9694.014
1268.478, 9704.277
1268.960, 9727.397
1269.442, 9759.367
1269.924, 9792.274
1270.406, 9831.181
1270.888, 9843.709
1271.370, 9809.079
1271.852, 9784.993
1272.334, 9808.363
1272.817, 9853.245
1273.299, 9865.289
1273.781, 9858.679
1274.263, 9863.159
1274.745, 9896.978
1275.227, 9908.859
1275.709, 9892.348
1276.191, 9872.668
1276.673, 9866.159
1277.156, 9860.816
1277.638, 9829.113
1278.120, 9790.161
1278.602, 9778.504
1279.084, 9813.029
1279.566, 9811.537
1280.048, 9767.192
1280.530, 9737.974
1281.013, 9762.030
1281.495, 9806.049
1281.977, 9851.671
1282.459, 9887.655
1282.941, 9892.433
1283.423, 9859.795
1283.905, 9860.591
1284.387, 9894.571
1284.870, 9914.868
1285.352, 9883.391
1285.834, 9848.326
1286.316, 9841.921
1286.798, 9848.253
##END=



