##NAMES=Omphacite
##RRUFFID=R061129
##IDEAL CHEMISTRY=(Ca,Na)(Mg,Fe^2+^,Al)Si_2_O_6_
##LOCALITY=near Occidental, Sonoma County, California, USA
##OWNER=RRUFF
##SOURCE=Michael Scott
##DESCRIPTION=Green granular massive associated with brown grossular and clinochlore
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.
##URL=rruff.info/R061129
##MEASURED CHEMISTRY=(Ca_0.51_Na_0.48_)_Σ=0.99_(Mg_0.44_Al_0.44_Fe^2+^_0.14_Fe^3+^_0.02_)_Σ=1.04_Si_2.00_O_6_ ; (darker phase) : (Mg_2.52_Al_0.32_Fe^2+^_2.13_Mn_0.03_)_Σ=5_Al_0.94_(Si_3.00_Al_1.17_)O_10_(OH)_8_ ( lighter, secondary phase = clinochlore)
715.7042, 2824.634
716.1863, 2829.729
716.6685, 2841.702
717.1506, 2859.680
717.6327, 2865.433
718.1148, 2852.160
718.5969, 2832.935
719.0790, 2820.530
719.5612, 2815.051
720.0433, 2816.447
720.5254, 2837.714
721.0075, 2852.746
721.4896, 2836.987
721.9717, 2804.282
722.4539, 2796.288
722.9360, 2844.178
723.4181, 2885.934
723.9002, 2908.127
724.3823, 2912.673
724.8644, 2910.241
725.3466, 2899.421
725.8287, 2889.365
726.3108, 2884.883
726.7929, 2884.904
727.2750, 2887.451
727.7571, 2892.338
728.2393, 2897.071
728.7214, 2900.468
729.2035, 2902.560
729.6856, 2902.981
730.1677, 2901.510
730.6498, 2900.184
731.1320, 2902.194
731.6141, 2902.473
732.0962, 2896.853
732.5783, 2880.540
733.0604, 2873.409
733.5425, 2878.663
734.0247, 2886.825
734.5068, 2886.962
734.9889, 2880.272
735.4710, 2876.583
735.9531, 2877.658
736.4352, 2880.871
736.9174, 2888.518
737.3995, 2895.059
737.8816, 2890.934
738.3637, 2865.166
738.8458, 2840.310
739.3279, 2827.459
739.8101, 2820.763
740.2922, 2808.817
740.7743, 2781.729
741.2564, 2765.399
741.7385, 2766.745
742.2206, 2779.304
742.7028, 2789.013
743.1849, 2796.024
743.6670, 2794.689
744.1491, 2780.907
744.6312, 2759.147
745.1133, 2734.140
745.5955, 2707.167
746.0776, 2684.080
746.5597, 2669.965
747.0418, 2658.551
747.5239, 2646.622
748.0060, 2634.146
748.4882, 2621.812
748.9703, 2617.042
749.4524, 2603.431
749.9345, 2569.202
750.4166, 2514.421
750.8987, 2488.176
751.3809, 2495.364
751.8630, 2501.686
752.3451, 2478.177
752.8272, 2435.772
753.3093, 2402.483
753.7914, 2379.821
754.2736, 2359.537
754.7557, 2336.270
755.2378, 2312.679
755.7199, 2291.735
756.2020, 2274.491
756.6841, 2256.675
757.1663, 2236.603
757.6484, 2216.164
758.1305, 2194.945
758.6126, 2170.161
759.0947, 2159.474
759.5768, 2168.320
760.0590, 2177.620
760.5411, 2156.301
761.0232, 2115.189
761.5053, 2093.543
761.9874, 2103.008
762.4695, 2119.490
762.9517, 2124.774
763.4338, 2123.551
763.9159, 2122.124
764.3980, 2122.887
764.8801, 2122.778
765.3622, 2119.139
765.8444, 2115.312
766.3265, 2117.354
766.8086, 2128.807
767.2907, 2133.277
767.7728, 2125.731
768.2549, 2112.709
768.7371, 2105.303
769.2192, 2103.235
769.7013, 2105.463
770.1834, 2114.239
770.6655, 2123.999
771.1476, 2132.178
771.6298, 2137.365
772.1119, 2135.971
772.5940, 2118.885
773.0761, 2103.876
773.5582, 2098.022
774.0403, 2098.396
774.5225, 2093.585
775.0046, 2081.463
775.4867, 2070.838
775.9688, 2064.625
776.4509, 2062.367
776.9330, 2063.424
777.4152, 2067.584
777.8973, 2073.355
778.3794, 2083.008
778.8615, 2091.614
779.3436, 2095.667
779.8257, 2094.894
780.3079, 2087.814
780.7900, 2057.567
781.2721, 2037.503
781.7542, 2045.913
782.2363, 2082.062
782.7184, 2102.097
783.2006, 2103.153
783.6827, 2097.362
784.1648, 2088.083
784.6469, 2077.589
785.1290, 2077.572
785.6111, 2087.525
786.0933, 2095.338
786.5754, 2090.898
787.0575, 2081.369
787.5396, 2071.850
788.0217, 2062.511
788.5038, 2057.084
788.9860, 2056.394
789.4681, 2060.063
789.9502, 2069.043
790.4323, 2085.022
790.9144, 2096.929
791.3965, 2105.262
791.8787, 2108.292
792.3608, 2102.211
792.8429, 2089.791
793.3250, 2077.611
793.8071, 2065.904
794.2892, 2059.482
794.7714, 2066.697
795.2535, 2077.957
795.7356, 2085.271
796.2177, 2088.357
796.6998, 2083.967
797.1819, 2060.862
797.6641, 2040.924
798.1462, 2043.591
798.6283, 2072.357
799.1104, 2099.040
799.5925, 2123.751
800.0746, 2139.664
800.5568, 2130.922
801.0389, 2109.091
801.5210, 2101.800
802.0031, 2117.561
802.4852, 2132.224
802.9673, 2130.137
803.4495, 2119.991
803.9316, 2110.039
804.4137, 2101.493
804.8958, 2093.028
805.3779, 2081.943
805.8600, 2074.001
806.3422, 2077.264
806.8243, 2091.766
807.3064, 2106.905
807.7885, 2122.919
808.2706, 2132.335
808.7527, 2121.184
809.2349, 2098.726
809.7170, 2080.303
810.1991, 2068.032
810.6812, 2064.041
811.1633, 2075.365
811.6454, 2092.711
812.1276, 2104.892
812.6097, 2109.924
813.0918, 2112.656
813.5739, 2111.260
814.0560, 2111.047
814.5381, 2122.024
815.0203, 2142.112
815.5024, 2157.340
815.9845, 2164.372
816.4666, 2166.947
816.9487, 2168.955
817.4308, 2168.869
817.9130, 2164.271
818.3951, 2147.913
818.8772, 2136.287
819.3593, 2135.242
819.8414, 2139.305
820.3235, 2142.540
820.8057, 2145.054
821.2878, 2146.357
821.7699, 2146.312
822.2520, 2145.223
822.7341, 2140.353
823.2162, 2134.699
823.6984, 2138.540
824.1805, 2160.681
824.6626, 2179.519
825.1447, 2171.732
825.6268, 2154.425
826.1089, 2150.676
826.5911, 2186.237
827.0732, 2205.675
827.5553, 2198.703
828.0374, 2181.450
828.5195, 2178.322
829.0016, 2189.316
829.4838, 2202.281
829.9659, 2216.030
830.4480, 2227.153
830.9301, 2229.487
831.4122, 2226.372
831.8943, 2223.441
832.3765, 2220.513
832.8586, 2221.224
833.3407, 2230.925
833.8228, 2243.289
834.3049, 2249.282
834.7870, 2246.015
835.2692, 2243.966
835.7513, 2244.268
836.2334, 2246.039
836.7155, 2249.084
837.1976, 2252.667
837.6797, 2252.851
838.1619, 2246.678
838.6440, 2242.624
839.1261, 2251.289
839.6082, 2265.013
840.0903, 2273.528
840.5724, 2263.164
841.0546, 2263.693
841.5367, 2283.671
842.0188, 2308.924
842.5009, 2320.639
842.9830, 2317.779
843.4651, 2318.262
843.9473, 2325.539
844.4294, 2333.625
844.9115, 2332.298
845.3936, 2327.471
845.8757, 2330.801
846.3578, 2350.752
846.8400, 2366.031
847.3221, 2359.827
847.8042, 2348.654
848.2863, 2351.900
848.7684, 2379.441
849.2505, 2394.981
849.7327, 2391.908
850.2148, 2387.542
850.6969, 2409.799
851.1790, 2450.127
851.6611, 2471.013
852.1432, 2463.268
852.6254, 2454.042
853.1075, 2465.640
853.5896, 2487.049
854.0717, 2507.764
854.5538, 2529.661
855.0359, 2541.874
855.5181, 2541.408
856.0002, 2534.473
856.4823, 2522.800
856.9644, 2505.885
857.4465, 2505.520
857.9286, 2524.745
858.4108, 2548.415
858.8929, 2562.586
859.3750, 2571.021
859.8571, 2578.318
860.3392, 2584.717
860.8214, 2592.548
861.3035, 2599.698
861.7856, 2611.134
862.2677, 2632.591
862.7498, 2669.441
863.2319, 2683.239
863.7141, 2665.460
864.1962, 2656.910
864.6783, 2708.887
865.1604, 2793.677
865.6425, 2837.549
866.1246, 2835.238
866.6068, 2826.986
867.0889, 2832.784
867.5710, 2846.041
868.0531, 2862.867
868.5352, 2883.217
869.0173, 2905.837
869.4995, 2932.121
869.9816, 2958.012
870.4637, 2980.485
870.9458, 3000.025
871.4279, 3020.552
871.9100, 3041.854
872.3922, 3061.138
872.8743, 3068.838
873.3564, 3079.212
873.8385, 3111.835
874.3206, 3164.487
874.8027, 3203.443
875.2849, 3208.813
875.7670, 3212.603
876.2491, 3224.264
876.7312, 3242.941
877.2133, 3261.307
877.6954, 3279.286
878.1776, 3300.852
878.6597, 3333.841
879.1418, 3367.960
879.6239, 3385.107
880.1060, 3390.215
880.5881, 3400.438
881.0703, 3430.137
881.5524, 3458.238
882.0345, 3476.688
882.5166, 3488.203
882.9987, 3500.780
883.4808, 3515.184
883.9630, 3527.338
884.4451, 3536.910
884.9272, 3542.540
885.4093, 3536.693
885.8914, 3524.665
886.3735, 3520.634
886.8557, 3533.498
887.3378, 3552.145
887.8199, 3577.966
888.3020, 3604.705
888.7841, 3620.236
889.2662, 3617.539
889.7484, 3620.964
890.2305, 3634.834
890.7126, 3653.638
891.1947, 3668.335
891.6768, 3680.362
892.1589, 3695.986
892.6411, 3719.212
893.1232, 3737.382
893.6053, 3737.261
894.0874, 3729.169
894.5695, 3724.409
895.0516, 3723.773
895.5338, 3728.346
896.0159, 3737.739
896.4980, 3753.085
896.9801, 3781.268
897.4622, 3818.628
897.9443, 3837.043
898.4265, 3832.649
898.9086, 3827.452
899.3907, 3842.578
899.8728, 3864.530
900.3549, 3879.798
900.8370, 3885.845
901.3192, 3891.246
901.8013, 3897.382
902.2834, 3902.628
902.7655, 3904.814
903.2476, 3904.363
903.7297, 3910.678
904.2119, 3923.827
904.6940, 3936.961
905.1761, 3946.233
905.6582, 3952.778
906.1403, 3956.014
906.6224, 3956.821
907.1046, 3961.086
907.5867, 3976.286
908.0688, 3988.402
908.5509, 3991.194
909.0330, 3987.863
909.5151, 3997.093
909.9973, 4019.385
910.4794, 4029.581
910.9615, 4010.806
911.4436, 3981.293
911.9257, 3958.791
912.4078, 3943.810
912.8900, 3937.238
913.3721, 3946.507
913.8542, 3956.040
914.3363, 3970.245
914.8184, 3978.480
915.3005, 3955.837
915.7827, 3898.395
916.2648, 3857.545
916.7469, 3846.013
917.2290, 3844.962
917.7111, 3833.056
918.1932, 3814.347
918.6754, 3795.749
919.1575, 3780.617
919.6396, 3762.213
920.1217, 3734.734
920.6038, 3706.026
921.0859, 3683.052
921.5681, 3667.371
922.0502, 3649.040
922.5323, 3627.729
923.0144, 3603.521
923.4965, 3572.490
923.9786, 3539.745
924.4608, 3513.329
924.9429, 3494.243
925.4250, 3478.349
925.9071, 3464.829
926.3892, 3453.422
926.8713, 3446.090
927.3535, 3442.327
927.8356, 3426.852
928.3177, 3397.541
928.7998, 3373.045
929.2819, 3369.055
929.7640, 3373.202
930.2462, 3360.457
930.7283, 3336.293
931.2104, 3319.385
931.6926, 3330.149
932.1747, 3336.164
932.6568, 3321.397
933.1389, 3295.059
933.6210, 3277.333
934.1031, 3269.958
934.5853, 3261.882
935.0674, 3251.166
935.5495, 3237.312
936.0316, 3213.405
936.5137, 3187.032
936.9958, 3173.282
937.4780, 3184.157
937.9601, 3193.330
938.4422, 3192.799
938.9243, 3186.395
939.4064, 3178.146
939.8885, 3168.950
940.3707, 3150.061
940.8528, 3119.233
941.3349, 3090.083
941.8170, 3076.008
942.2991, 3072.893
942.7813, 3076.709
943.2634, 3087.135
943.7455, 3096.935
944.2276, 3105.467
944.7097, 3110.222
945.1918, 3108.645
945.6740, 3101.419
946.1561, 3100.832
946.6382, 3107.653
947.1203, 3111.816
947.6024, 3109.736
948.0845, 3100.606
948.5667, 3074.012
949.0488, 3038.790
949.5309, 3020.215
950.0130, 3041.539
950.4951, 3064.146
950.9772, 3081.311
951.4594, 3092.768
951.9415, 3094.418
952.4236, 3085.443
952.9057, 3088.787
953.3878, 3111.979
953.8699, 3138.744
954.3521, 3153.608
954.8342, 3158.949
955.3163, 3155.900
955.7984, 3136.835
956.2805, 3130.939
956.7626, 3149.472
957.2448, 3175.363
957.7269, 3198.515
958.2090, 3218.952
958.6911, 3232.317
959.1732, 3238.256
959.6553, 3246.520
960.1375, 3267.610
960.6196, 3292.433
961.1017, 3313.419
961.5838, 3330.030
962.0659, 3340.725
962.5480, 3339.271
963.0302, 3340.387
963.5123, 3348.141
963.9944, 3361.500
964.4765, 3380.993
964.9586, 3405.222
965.4407, 3421.638
965.9229, 3417.901
966.4050, 3416.644
966.8871, 3440.927
967.3692, 3478.578
967.8513, 3509.646
968.3334, 3522.552
968.8156, 3545.382
969.2977, 3583.887
969.7798, 3623.790
970.2619, 3644.554
970.7440, 3651.924
971.2261, 3668.002
971.7083, 3695.643
972.1904, 3726.837
972.6725, 3763.162
973.1546, 3795.589
973.6367, 3812.778
974.1188, 3812.953
974.6010, 3828.888
975.0831, 3865.754
975.5652, 3902.054
976.0473, 3925.465
976.5294, 3942.859
977.0115, 3968.260
977.4937, 4002.021
977.9758, 4044.621
978.4579, 4111.287
978.9400, 4170.130
979.4221, 4203.623
979.9042, 4223.362
980.3864, 4247.717
980.8685, 4276.924
981.3506, 4308.263
981.8327, 4339.857
982.3148, 4379.134
982.7969, 4442.695
983.2791, 4516.247
983.7612, 4577.481
984.2433, 4619.102
984.7254, 4661.990
985.2075, 4709.794
985.6896, 4763.484
986.1718, 4825.111
986.6539, 4893.965
987.1360, 4960.899
987.6181, 5025.917
988.1002, 5094.476
988.5823, 5168.119
989.0645, 5247.600
989.5466, 5339.148
990.0287, 5437.269
990.5108, 5525.587
990.9929, 5585.319
991.4750, 5659.640
991.9572, 5760.064
992.4393, 5872.725
992.9214, 5971.994
993.4035, 6062.301
993.8856, 6163.561
994.3677, 6282.729
994.8499, 6407.101
995.3320, 6527.198
995.8141, 6650.296
996.2962, 6781.909
996.7783, 6922.739
997.2604, 7075.730
997.7426, 7244.974
998.2247, 7410.077
998.7068, 7549.897
999.1889, 7678.560
999.6710, 7835.214
1000.153, 8016.373
1000.635, 8197.398
1001.117, 8375.350
1001.599, 8540.416
1002.082, 8690.181
1002.564, 8825.221
1003.046, 8946.316
1003.528, 9051.279
1004.010, 9158.063
1004.492, 9270.574
1004.974, 9383.949
1005.456, 9500.656
1005.939, 9611.364
1006.421, 9702.604
1006.903, 9774.858
1007.385, 9818.056
1007.867, 9822.252
1008.349, 9813.486
1008.831, 9804.672
1009.313, 9796.629
1009.795, 9800.408
1010.278, 9814.496
1010.760, 9821.767
1011.242, 9811.021
1011.724, 9790.273
1012.206, 9760.668
1012.688, 9725.484
1013.170, 9693.048
1013.652, 9657.365
1014.135, 9645.621
1014.617, 9669.918
1015.099, 9703.653
1015.581, 9700.391
1016.063, 9677.494
1016.545, 9671.288
1017.027, 9689.529
1017.509, 9725.287
1017.991, 9798.256
1018.474, 9868.237
1018.956, 9912.543
1019.438, 9931.137
1019.920, 9917.612
1020.402, 9871.177
1020.884, 9832.188
1021.366, 9834.789
1021.848, 9850.606
1022.331, 9858.631
1022.813, 9856.067
1023.295, 9835.080
1023.777, 9786.166
1024.259, 9731.192
1024.741, 9672.048
1025.223, 9609.066
1025.705, 9545.908
1026.187, 9479.368
1026.670, 9398.604
1027.152, 9301.843
1027.634, 9193.107
1028.116, 9065.289
1028.598, 8933.771
1029.080, 8813.598
1029.562, 8704.862
1030.044, 8584.388
1030.526, 8450.737
1031.009, 8308.072
1031.491, 8147.406
1031.973, 7984.812
1032.455, 7858.473
1032.937, 7749.957
1033.419, 7615.820
1033.901, 7406.484
1034.383, 7220.380
1034.865, 7075.862
1035.348, 6952.147
1035.830, 6828.167
1036.312, 6704.066
1036.794, 6570.527
1037.276, 6427.242
1037.758, 6285.573
1038.240, 6157.196
1038.722, 6034.853
1039.205, 5913.775
1039.687, 5793.304
1040.169, 5689.730
1040.651, 5608.394
1041.133, 5516.911
1041.615, 5395.213
1042.097, 5268.161
1042.579, 5180.056
1043.062, 5117.702
1043.544, 5055.748
1044.026, 4981.595
1044.508, 4915.282
1044.990, 4868.181
1045.472, 4822.066
1045.954, 4761.381
1046.436, 4686.323
1046.918, 4608.268
1047.401, 4527.872
1047.883, 4455.818
1048.365, 4400.667
1048.847, 4354.589
1049.329, 4314.317
1049.811, 4278.905
1050.293, 4245.495
1050.775, 4216.888
1051.257, 4180.045
1051.740, 4130.088
1052.222, 4075.474
1052.704, 4024.229
1053.186, 3979.421
1053.668, 3948.375
1054.150, 3936.000
1054.632, 3925.233
1055.114, 3922.284
1055.597, 3907.220
1056.079, 3860.454
1056.561, 3787.781
1057.043, 3756.906
1057.525, 3762.897
1058.007, 3760.856
1058.489, 3710.401
1058.971, 3658.052
1059.453, 3636.932
1059.936, 3635.557
1060.418, 3627.583
1060.900, 3609.945
1061.382, 3593.364
1061.864, 3578.492
1062.346, 3566.330
1062.828, 3562.743
1063.310, 3560.472
1063.792, 3548.003
1064.275, 3524.010
1064.757, 3497.152
1065.239, 3458.754
1065.721, 3432.558
1066.203, 3430.872
1066.685, 3444.216
1067.167, 3445.020
1067.649, 3434.013
1068.132, 3413.874
1068.614, 3377.448
1069.096, 3349.365
1069.578, 3350.616
1070.060, 3363.946
1070.542, 3372.919
1071.024, 3380.069
1071.506, 3363.869
1071.989, 3320.870
1072.471, 3283.214
1072.953, 3283.465
1073.435, 3294.970
1073.917, 3281.491
1074.399, 3250.090
1074.881, 3229.726
1075.363, 3235.631
1075.845, 3239.699
1076.328, 3237.941
1076.810, 3233.163
1077.292, 3230.050
1077.774, 3227.237
1078.256, 3220.679
1078.738, 3209.707
1079.220, 3195.623
1079.702, 3176.733
1080.184, 3157.234
1080.667, 3140.482
1081.149, 3125.480
1081.631, 3102.976
1082.113, 3072.953
1082.595, 3049.390
1083.077, 3040.975
1083.559, 3035.109
1084.041, 3017.978
1084.524, 2997.309
1085.006, 2984.957
1085.488, 2988.175
1085.970, 2983.059
1086.452, 2967.913
1086.934, 2950.855
1087.416, 2934.982
1087.898, 2923.142
1088.380, 2927.028
1088.863, 2941.456
1089.345, 2942.575
1089.827, 2903.898
1090.309, 2875.195
1090.791, 2869.473
1091.273, 2873.718
1091.755, 2864.778
1092.237, 2846.545
1092.719, 2838.958
1093.202, 2846.138
1093.684, 2852.882
1094.166, 2847.753
1094.648, 2840.771
1095.130, 2841.764
1095.612, 2848.174
1096.094, 2834.411
1096.577, 2799.156
1097.059, 2774.855
1097.541, 2780.694
1098.023, 2790.593
1098.505, 2773.192
1098.987, 2744.398
1099.469, 2726.131
1099.951, 2724.697
1100.433, 2729.060
1100.916, 2741.861
1101.398, 2752.261
1101.880, 2752.740
1102.362, 2745.233
1102.844, 2727.758
1103.326, 2704.712
1103.808, 2692.935
1104.290, 2714.405
1104.772, 2726.204
1105.255, 2717.541
1105.737, 2700.335
1106.219, 2692.791
1106.701, 2691.946
1107.183, 2680.027
1107.665, 2654.492
1108.147, 2638.947
1108.629, 2657.553
1109.112, 2680.471
1109.594, 2693.270
1110.076, 2696.260
1110.558, 2687.714
1111.040, 2667.308
1111.522, 2654.406
1112.004, 2657.472
1112.486, 2662.026
1112.969, 2651.782
1113.451, 2636.719
1113.933, 2628.635
1114.415, 2630.452
1114.897, 2630.607
1115.379, 2628.952
1115.861, 2626.076
1116.343, 2619.921
1116.825, 2614.766
1117.307, 2619.804
1117.790, 2630.933
1118.272, 2638.680
1118.754, 2639.569
1119.236, 2637.058
1119.718, 2629.951
1120.200, 2622.414
1120.682, 2620.764
1121.164, 2621.667
1121.647, 2611.607
1122.129, 2591.748
1122.611, 2578.401
1123.093, 2588.591
1123.575, 2595.126
1124.057, 2587.405
1124.539, 2572.246
1125.021, 2560.874
1125.504, 2553.573
1125.986, 2553.996
1126.468, 2563.499
1126.950, 2574.013
1127.432, 2583.568
1127.914, 2588.707
1128.396, 2584.742
1128.878, 2573.453
1129.360, 2566.095
1129.843, 2562.610
1130.325, 2564.835
1130.807, 2575.670
1131.289, 2587.515
1131.771, 2596.903
1132.253, 2600.701
1132.735, 2593.225
1133.217, 2569.831
1133.699, 2551.094
1134.182, 2536.396
1134.664, 2528.488
1135.146, 2533.308
1135.628, 2542.864
1136.110, 2545.699
1136.592, 2543.094
1137.074, 2537.968
1137.556, 2529.054
1138.039, 2520.130
1138.521, 2509.280
1139.003, 2502.833
1139.485, 2512.387
1139.967, 2529.650
1140.449, 2534.154
1140.931, 2525.932
1141.413, 2514.971
1141.896, 2499.906
1142.378, 2490.354
1142.860, 2491.354
1143.342, 2496.010
1143.824, 2489.762
1144.306, 2476.000
1144.788, 2471.375
1145.270, 2479.253
1145.752, 2483.179
1146.234, 2468.405
1146.717, 2452.546
1147.199, 2446.222
1147.681, 2446.182
1148.163, 2438.117
1148.645, 2422.792
1149.127, 2405.617
1149.609, 2384.906
1150.091, 2373.187
1150.574, 2391.545
1151.056, 2414.699
1151.538, 2417.386
1152.020, 2398.511
1152.502, 2386.177
1152.984, 2380.676
1153.466, 2373.824
1153.948, 2359.873
1154.431, 2344.813
1154.913, 2330.404
1155.395, 2320.078
1155.877, 2322.139
1156.359, 2347.677
1156.841, 2347.478
1157.323, 2316.717
1157.805, 2287.050
1158.287, 2284.742
1158.770, 2295.713
1159.252, 2307.745
1159.734, 2318.280
1160.216, 2320.028
1160.698, 2310.247
1161.180, 2294.628
1161.662, 2270.914
1162.144, 2250.000
1162.626, 2247.576
1163.109, 2254.301
1163.591, 2255.256
1164.073, 2249.842
1164.555, 2244.428
1165.037, 2239.326
1165.519, 2236.699
1166.001, 2237.987
1166.483, 2240.154
1166.966, 2240.058
1167.448, 2236.508
1167.930, 2222.504
1168.412, 2194.780
1168.894, 2182.695
1169.376, 2216.593
1169.858, 2240.930
1170.340, 2233.057
1170.823, 2206.161
1171.305, 2190.753
1171.787, 2185.450
1172.269, 2186.837
1172.751, 2197.146
1173.233, 2204.071
1173.715, 2199.918
1174.197, 2193.492
1174.679, 2187.028
1175.161, 2182.241
1175.644, 2196.479
1176.126, 2223.192
1176.608, 2229.645
1177.090, 2179.533
1177.572, 2141.238
1178.054, 2150.494
1178.536, 2178.866
1179.018, 2211.170
1179.501, 2246.696
1179.983, 2239.872
1180.465, 2195.440
1180.947, 2165.987
1181.429, 2203.146
1181.911, 2238.922
1182.393, 2229.920
1182.875, 2203.958
1183.358, 2200.533
1183.840, 2220.777
1184.322, 2219.122
1184.804, 2193.267
1185.286, 2170.938
1185.768, 2170.247
1186.250, 2180.685
1186.732, 2204.056
1187.214, 2231.140
1187.697, 2242.326
1188.179, 2237.029
1188.661, 2222.835
1189.143, 2199.466
1189.625, 2180.522
1190.107, 2181.487
1190.589, 2187.937
1191.071, 2187.780
1191.553, 2182.926
1192.036, 2184.786
1192.518, 2193.866
1193.000, 2203.942
1193.482, 2214.434
1193.964, 2221.813
1194.446, 2221.716
1194.928, 2217.576
1195.410, 2210.280
1195.893, 2200.767
1196.375, 2201.512
1196.857, 2214.396
1197.339, 2217.912
1197.821, 2201.002
1198.303, 2182.779
1198.785, 2187.512
1199.267, 2199.267
1199.750, 2198.885
1200.232, 2183.526
1200.714, 2172.999
1201.196, 2167.452
1201.678, 2165.029
1202.160, 2165.206
1202.642, 2167.667
1203.124, 2174.960
1203.606, 2183.027
1204.089, 2184.688
1204.571, 2175.923
1205.053, 2178.971
1205.535, 2196.142
1206.017, 2208.195
1206.499, 2196.162
1206.981, 2180.235
1207.463, 2189.693
1207.945, 2209.204
1208.428, 2207.906
1208.910, 2170.222
1209.392, 2153.421
1209.874, 2160.263
1210.356, 2173.280
1210.838, 2184.404
1211.320, 2191.117
1211.802, 2189.422
1212.285, 2181.347
1212.767, 2171.142
1213.249, 2155.171
1213.731, 2151.921
1214.213, 2164.438
1214.695, 2177.026
1215.177, 2174.466
1215.659, 2165.851
1216.141, 2156.913
1216.624, 2150.237
1217.106, 2154.912
1217.588, 2176.631
1218.070, 2188.179
1218.552, 2185.657
1219.034, 2176.159
1219.516, 2157.809
1219.998, 2142.900
1220.480, 2148.708
1220.963, 2171.925
1221.445, 2185.376
1221.927, 2185.516
1222.409, 2188.373
1222.891, 2197.868
1223.373, 2205.018
1223.855, 2194.171
1224.337, 2180.303
1224.820, 2184.363
1225.302, 2204.635
1225.784, 2200.407
1226.266, 2164.654
1226.748, 2141.394
1227.230, 2141.369
1227.712, 2154.726
1228.194, 2184.632
1228.677, 2212.376
1229.159, 2215.136
1229.641, 2191.844
1230.123, 2175.161
1230.605, 2165.628
1231.087, 2158.274
1231.569, 2150.870
1232.051, 2147.277
1232.533, 2152.926
1233.016, 2163.470
1233.498, 2176.643
1233.980, 2192.068
1234.462, 2196.168
1234.944, 2187.973
1235.426, 2180.502
1235.908, 2179.115
1236.390, 2178.559
1236.872, 2171.919
1237.355, 2164.826
1237.837, 2163.656
1238.319, 2168.406
1238.801, 2175.234
1239.283, 2184.067
1239.765, 2192.229
1240.247, 2199.998
1240.729, 2203.904
1241.212, 2198.039
1241.694, 2188.976
1242.176, 2183.629
1242.658, 2182.259
1243.140, 2179.717
1243.622, 2176.283
1244.104, 2178.544
1244.586, 2193.683
1245.068, 2209.416
1245.551, 2219.600
1246.033, 2224.786
1246.515, 2226.576
1246.997, 2224.996
1247.479, 2214.256
1247.961, 2195.551
1248.443, 2182.698
1248.925, 2186.204
1249.407, 2193.365
1249.890, 2199.074
1250.372, 2204.375
1250.854, 2211.393
1251.336, 2219.836
1251.818, 2218.720
1252.300, 2209.632
1252.782, 2204.278
1253.264, 2217.604
1253.747, 2224.597
1254.229, 2210.257
1254.711, 2191.486
1255.193, 2182.887
1255.675, 2183.553
1256.157, 2188.951
1256.639, 2198.596
1257.121, 2210.154
1257.604, 2230.613
1258.086, 2240.831
1258.568, 2232.277
1259.050, 2219.501
1259.532, 2218.324
1260.014, 2225.091
1260.496, 2229.154
1260.978, 2229.927
1261.460, 2226.685
1261.943, 2214.787
1262.425, 2204.564
1262.907, 2195.829
1263.389, 2192.387
1263.871, 2203.443
1264.353, 2220.729
1264.835, 2222.957
1265.317, 2213.747
1265.799, 2214.415
1266.282, 2247.263
1266.764, 2259.280
1267.246, 2239.717
1267.728, 2214.260
1268.210, 2210.729
1268.692, 2218.524
1269.174, 2224.448
1269.656, 2227.794
1270.139, 2228.974
1270.621, 2226.865
1271.103, 2226.469
1271.585, 2228.380
1272.067, 2231.990
1272.549, 2239.735
1273.031, 2246.500
1273.513, 2246.421
1273.995, 2240.239
1274.478, 2231.772
1274.960, 2218.874
1275.442, 2219.481
1275.924, 2237.269
1276.406, 2253.607
1276.888, 2246.326
1277.370, 2235.918
1277.852, 2241.374
1278.334, 2256.647
1278.817, 2263.505
1279.299, 2261.947
1279.781, 2256.666
1280.263, 2248.084
1280.745, 2241.825
1281.227, 2242.052
1281.709, 2246.096
1282.191, 2255.826
1282.674, 2266.301
1283.156, 2266.296
1283.638, 2257.783
1284.120, 2252.064
1284.602, 2250.652
1285.084, 2256.185
1285.566, 2284.932
1286.048, 2300.730
1286.531, 2285.118
1287.013, 2259.048
1287.495, 2263.082
1287.977, 2285.704
1288.459, 2291.105
1288.941, 2276.039
1289.423, 2270.193
1289.905, 2295.339
1290.387, 2313.036
1290.870, 2314.657
1291.352, 2307.599
1291.834, 2298.587
1292.316, 2290.197
1292.798, 2289.644
1293.280, 2296.688
1293.762, 2292.669
1294.244, 2269.602
1294.726, 2255.296
1295.209, 2256.155
1295.691, 2263.381
1296.173, 2264.883
1296.655, 2268.711
1297.137, 2292.135
1297.619, 2329.854
1298.101, 2332.278
1298.583, 2293.395
1299.066, 2267.944
1299.548, 2266.737
1300.030, 2273.839
1300.512, 2283.512
1300.994, 2288.377
1301.476, 2270.574
1301.958, 2246.420
1302.440, 2271.017
1302.922, 2338.260
1303.405, 2365.828
1303.887, 2338.633
1304.369, 2302.223
1304.851, 2270.969
1305.333, 2253.857
1305.815, 2256.205
1306.297, 2269.992
1306.779, 2283.252
1307.261, 2294.476
1307.744, 2298.572
1308.226, 2294.960
1308.708, 2287.775
1309.190, 2271.888
1309.672, 2263.230
1310.154, 2267.907
